Year,GeoAreaName,Age,Freq,Location,Sex,Value
2002,Switzerland,,,,,9.4
2003,Switzerland,,,,,9
2004,Switzerland,,,,,8.6
2005,Switzerland,,,,,8
2006,Switzerland,,,,,7.3
2007,Switzerland,,,,,6.4
2008,Switzerland,,,,,7
2009,Switzerland,,,,,7.5
2010,Switzerland,,,,,7.5
2011,Switzerland,,,,,7.6
2012,Switzerland,,,,,6
2013,Switzerland,,,,,6.6
2014,Switzerland,,,,,5.9
2008,Uzbekistan,,,,,105
2009,Uzbekistan,,,,,101
2010,Uzbekistan,,,,,97
2011,Uzbekistan,,,,,93
2012,Uzbekistan,,,,,89
2013,Uzbekistan,,,,,86
2014,Uzbekistan,,,,,82
2015,Uzbekistan,,,,,79
2016,Uzbekistan,,,,,76
2015,Switzerland,,,,,7.4
2016,Switzerland,,,,,7.9
2017,Switzerland,,,,,7.2
2018,Switzerland,,,,,6.4
2019,Switzerland,,,,,5.4
2020,Switzerland,,,,,4.7
2021,Switzerland,,,,,4.7
2000,Tajikistan,,,,,219
2001,Tajikistan,,,,,222
2002,Tajikistan,,,,,220
2003,Tajikistan,,,,,215
2004,Tajikistan,,,,,207
2005,Tajikistan,,,,,196
2006,Tajikistan,,,,,183
2007,Tajikistan,,,,,169
2008,Tajikistan,,,,,155
2009,Tajikistan,,,,,141
2010,Tajikistan,,,,,128
2011,Tajikistan,,,,,117
2012,Tajikistan,,,,,108
2013,Tajikistan,,,,,100
2014,Tajikistan,,,,,91
2015,Tajikistan,,,,,86
2016,Tajikistan,,,,,85
2017,Tajikistan,,,,,85
2018,Tajikistan,,,,,84
2019,Tajikistan,,,,,83
2020,Tajikistan,,,,,80
2021,Tajikistan,,,,,88
2000,Türkiye,,,,,33
2001,Türkiye,,,,,31
2002,Türkiye,,,,,32
2003,Türkiye,,,,,31
2004,Türkiye,,,,,30
2005,Türkiye,,,,,33
2006,Türkiye,,,,,33
2007,Türkiye,,,,,31
2008,Türkiye,,,,,29
2009,Türkiye,,,,,27
2010,Türkiye,,,,,25
2011,Türkiye,,,,,24
2012,Türkiye,,,,,22
2013,Türkiye,,,,,20
2014,Türkiye,,,,,20
2015,Türkiye,,,,,18
2016,Türkiye,,,,,18
2017,Türkiye,,,,,17
2018,Türkiye,,,,,16
2019,Türkiye,,,,,16
2020,Türkiye,,,,,16
2021,Türkiye,,,,,18
2000,Turkmenistan,,,,,112
2001,Turkmenistan,,,,,108
2002,Turkmenistan,,,,,100
2003,Turkmenistan,,,,,116
2004,Turkmenistan,,,,,90
2005,Turkmenistan,,,,,84
2006,Turkmenistan,,,,,84
2007,Turkmenistan,,,,,88
2008,Turkmenistan,,,,,95
2009,Turkmenistan,,,,,79
2010,Turkmenistan,,,,,79
2011,Turkmenistan,,,,,66
2012,Turkmenistan,,,,,70
2013,Turkmenistan,,,,,71
2014,Turkmenistan,,,,,58
2015,Turkmenistan,,,,,49
2016,Turkmenistan,,,,,46
2017,Turkmenistan,,,,,43
2018,Turkmenistan,,,,,46
2016,Kyrgyzstan,,,,,133
2017,Kyrgyzstan,,,,,124
2018,Kyrgyzstan,,,,,116
2019,Kyrgyzstan,,,,,110
2020,Kyrgyzstan,,,,,108
2021,Kyrgyzstan,,,,,130
2017,Uzbekistan,,,,,73
2018,Uzbekistan,,,,,70
2019,Uzbekistan,,,,,67
2020,Uzbekistan,,,,,65
2021,Uzbekistan,,,,,62
2018,Austria,,,,,6.1
2019,Austria,,,,,6
2020,Austria,,,,,4.9
2021,Austria,,,,,5
2019,Turkmenistan,,,,,45
2019,Turkmenistan,,,,,45
