Year,GeoAreaName,Age,Sex,Value
2016,Republic of Moldova,ALLAGE,BOTHSEX,2.64
2016,Republic of Moldova,18+,FEMALE,4.99
2017,Republic of Moldova,ALLAGE,BOTHSEX,4.15
2018,Republic of Moldova,ALLAGE,BOTHSEX,8.18
2018,Republic of Moldova,18+,BOTHSEX,0.41
2018,Republic of Moldova,18+,FEMALE,14.76
2018,Republic of Moldova,18+,MALE,4.22
2018,Republic of Moldova,<18Y,MALE,2.8
2018,Republic of Moldova,<18Y,FEMALE,2.02
2020,Republic of Moldova,ALLAGE,BOTHSEX,2.92
2020,Republic of Moldova,18+,FEMALE,6.61
2020,Montenegro,18+,BOTHSEX,7.93
2020,Montenegro,ALLAGE,BOTHSEX,6.84
2020,Montenegro,18+,FEMALE,10.54
2020,Montenegro,18+,MALE,5.1
2007,Netherlands,ALLAGE,BOTHSEX,0.13
2008,Netherlands,ALLAGE,BOTHSEX,0.11
2009,Netherlands,ALLAGE,BOTHSEX,0.63
2010,Netherlands,ALLAGE,BOTHSEX,0.82
2011,Netherlands,ALLAGE,BOTHSEX,1.53
2012,Netherlands,ALLAGE,BOTHSEX,1.54
2013,Netherlands,ALLAGE,BOTHSEX,1.08
2014,Netherlands,ALLAGE,BOTHSEX,1.11
2014,Netherlands,18+,FEMALE,1.68
2014,Netherlands,18+,MALE,1.16
2015,Netherlands,ALLAGE,BOTHSEX,1.54
2015,Netherlands,18+,FEMALE,1.32
2015,Netherlands,18+,MALE,0.51
2015,Netherlands,<18Y,FEMALE,0.65
2016,Netherlands,<18Y,FEMALE,0.54
2016,Netherlands,ALLAGE,BOTHSEX,1.03
2016,Netherlands,18+,MALE,0.46
2016,Netherlands,18+,FEMALE,0.81
2017,Netherlands,18+,FEMALE,1.84
2017,Netherlands,18+,MALE,1.25
2017,Netherlands,<18Y,BOTHSEX,0.23
2017,Netherlands,<18Y,MALE,0.29
2017,Netherlands,18+,BOTHSEX,1.61
2017,Netherlands,ALLAGE,BOTHSEX,1.29
2015,Bulgaria,18+,FEMALE,0.63
2015,Bulgaria,ALLAGE,BOTHSEX,0.36
2016,Bulgaria,18+,MALE,0.24
2016,Bulgaria,18+,FEMALE,0.67
2016,Bulgaria,ALLAGE,BOTHSEX,0.43
2017,Bulgaria,ALLAGE,BOTHSEX,0.93
2017,Bulgaria,18+,MALE,0.56
2017,Bulgaria,18+,FEMALE,1.64
2018,Bulgaria,ALLAGE,BOTHSEX,0.83
2018,Bulgaria,18+,MALE,1.66
2018,Bulgaria,18+,FEMALE,0.39
2019,Bulgaria,ALLAGE,BOTHSEX,0.62
2020,Bulgaria,18+,BOTHSEX,1.1
2020,Bulgaria,18+,MALE,1.83
2020,Bulgaria,18+,FEMALE,0.43
2020,Bulgaria,<18Y,BOTHSEX,0.43
2020,Bulgaria,ALLAGE,BOTHSEX,0.99
2021,Bulgaria,ALLAGE,BOTHSEX,1.55
2005,Belarus,ALLAGE,BOTHSEX,2.62
2006,Belarus,ALLAGE,BOTHSEX,0.97
2007,Belarus,ALLAGE,BOTHSEX,0.41
2008,Belarus,ALLAGE,BOTHSEX,1.36
