Year,GeoAreaName,Age,Sex,Value
2000,Azerbaijan,<5Y,FEMALE,4657
2000,Azerbaijan,<5Y,MALE,6062
2000,Azerbaijan,<5Y,BOTHSEX,10719
2001,Azerbaijan,<5Y,FEMALE,4170
2001,Azerbaijan,<5Y,BOTHSEX,9680
2001,Azerbaijan,<5Y,MALE,5510
2002,Azerbaijan,<5Y,MALE,5043
2002,Azerbaijan,<5Y,BOTHSEX,8824
2002,Azerbaijan,<5Y,FEMALE,3781
2003,Azerbaijan,<5Y,FEMALE,3498
2003,Azerbaijan,<5Y,MALE,4720
2003,Azerbaijan,<5Y,BOTHSEX,8218
2004,Azerbaijan,<5Y,BOTHSEX,7848
2004,Azerbaijan,<5Y,MALE,4518
2004,Azerbaijan,<5Y,FEMALE,3330
2005,Azerbaijan,<5Y,MALE,4366
2005,Azerbaijan,<5Y,FEMALE,3199
2005,Azerbaijan,<5Y,BOTHSEX,7565
2006,Azerbaijan,<5Y,FEMALE,3099
2006,Azerbaijan,<5Y,BOTHSEX,7348
2006,Azerbaijan,<5Y,MALE,4249
2007,Azerbaijan,<5Y,FEMALE,3038
2007,Azerbaijan,<5Y,MALE,4176
2007,Azerbaijan,<5Y,BOTHSEX,7214
2008,Azerbaijan,<5Y,BOTHSEX,7088
2008,Azerbaijan,<5Y,MALE,4110
2008,Azerbaijan,<5Y,FEMALE,2978
2009,Azerbaijan,<5Y,FEMALE,2900
2009,Azerbaijan,<5Y,MALE,4021
2009,Azerbaijan,<5Y,BOTHSEX,6921
2010,Azerbaijan,<5Y,BOTHSEX,6669
2010,Azerbaijan,<5Y,MALE,3879
2010,Azerbaijan,<5Y,FEMALE,2790
2011,Azerbaijan,<5Y,FEMALE,2675
2011,Azerbaijan,<5Y,MALE,3725
2011,Azerbaijan,<5Y,BOTHSEX,6400
2012,Azerbaijan,<5Y,MALE,3564
2012,Azerbaijan,<5Y,BOTHSEX,6130
2012,Azerbaijan,<5Y,FEMALE,2566
2013,Azerbaijan,<5Y,FEMALE,2427
2013,Azerbaijan,<5Y,BOTHSEX,5792
2013,Azerbaijan,<5Y,MALE,3365
2014,Azerbaijan,<5Y,MALE,3133
2014,Azerbaijan,<5Y,BOTHSEX,5391
2014,Azerbaijan,<5Y,FEMALE,2258
2015,Azerbaijan,<5Y,FEMALE,2063
2015,Azerbaijan,<5Y,BOTHSEX,4915
2015,Azerbaijan,<5Y,MALE,2852
2016,Azerbaijan,<5Y,MALE,2534
2016,Azerbaijan,<5Y,BOTHSEX,4368
2016,Azerbaijan,<5Y,FEMALE,1834
2017,Azerbaijan,<5Y,FEMALE,1561
2017,Azerbaijan,<5Y,BOTHSEX,3711
2017,Azerbaijan,<5Y,MALE,2150
2018,Azerbaijan,<5Y,FEMALE,1347
2018,Azerbaijan,<5Y,MALE,1854
2018,Azerbaijan,<5Y,BOTHSEX,3201
2019,Azerbaijan,<5Y,FEMALE,1265
2019,Azerbaijan,<5Y,BOTHSEX,3001
2019,Azerbaijan,<5Y,MALE,1736
