Year,GeoAreaName,Type of waste treatment,Value
2014,Kazakhstan,INCINRT_EGY,75677.98438
2014,Kazakhstan,INCINRT,416856.03125
2015,Kazakhstan,RECYCL,74131552
2015,Kazakhstan,INCINRT,421800.03125
2015,Kazakhstan,LANDFIL,676513.875
2015,Kazakhstan,INCINRT_EGY,38929.85156
2015,Kazakhstan,OTHERWM,11139415
2016,Kazakhstan,INCINRT_EGY,50459.4375
2016,Kazakhstan,INCINRT,378135.65625
2016,Kazakhstan,OTHERWM,18873426
2016,Kazakhstan,LANDFIL,679065.1875
2016,Kazakhstan,RECYCL,33279666
2017,Kazakhstan,RECYCL,190401152
2017,Kazakhstan,OTHERWM,208317504
2017,Kazakhstan,LANDFIL,454900
2017,Kazakhstan,INCINRT,384536.90625
2017,Kazakhstan,INCINRT_EGY,128863.5
2018,Kazakhstan,INCINRT_EGY,137908.70313
2018,Kazakhstan,LANDFIL,21854200
2018,Kazakhstan,OTHERWM,484694784
2021,Belarus,OTHERWM,0
2021,Belarus,RECYCL,1484471
2021,Belarus,LANDFIL,160872
2000,Croatia,OTHERWM,2000
2004,Croatia,INCINRT_EGY,19062
2004,Croatia,LANDFIL,14078
2004,Croatia,OTHERWM,3417
2004,Croatia,INCINRT,41
2006,Croatia,LANDFIL,562856
2006,Croatia,INCINRT,47133
2006,Croatia,OTHERWM,2054
2006,Croatia,INCINRT_EGY,823
2008,Croatia,INCINRT,402
2008,Croatia,LANDFIL,3246
2008,Croatia,OTHERWM,9466
2008,Croatia,INCINRT_EGY,5250
2010,Croatia,RECYCL,1866212
2010,Croatia,OTHERWM,58
2010,Croatia,INCINRT_EGY,28817
2010,Croatia,LANDFIL,8793
2010,Croatia,INCINRT,4573
2011,Croatia,OTHERWM,61
2012,Croatia,INCINRT,45
2018,Kazakhstan,INCINRT,367620.40625
2018,Kazakhstan,RECYCL,29625610
2019,Kazakhstan,OTHERWM,333937408
2019,Kazakhstan,LANDFIL,26465500
2019,Kazakhstan,RECYCL,36087352
2019,Kazakhstan,INCINRT_EGY,99202.64844
2019,Kazakhstan,INCINRT,557954.8125
2000,Kyrgyzstan,RECYCL,4011426
2001,Kyrgyzstan,RECYCL,35
2002,Kyrgyzstan,RECYCL,39
2003,Kyrgyzstan,RECYCL,5327
2004,Kyrgyzstan,RECYCL,307
2005,Kyrgyzstan,RECYCL,1555
2006,Kyrgyzstan,RECYCL,1258
2007,Kyrgyzstan,RECYCL,7909705
2008,Kyrgyzstan,RECYCL,3006
2012,Croatia,LANDFIL,10319
2012,Croatia,RECYCL,1636793
2012,Croatia,INCINRT_EGY,8380
2012,Croatia,OTHERWM,6.6
2014,Croatia,LANDFIL,10035
2014,Croatia,OTHERWM,0
2014,Croatia,RECYCL,1821805
2014,Croatia,INCINRT_EGY,11371
2014,Croatia,INCINRT,0
2016,Croatia,RECYCL,1861771
2016,Croatia,INCINRT_EGY,14076
2016,Croatia,OTHERWM,0
2009,Kyrgyzstan,RECYCL,19342756
2010,Kyrgyzstan,RECYCL,187180.79688
2011,Kyrgyzstan,RECYCL,82317.14063
2012,Kyrgyzstan,RECYCL,53942.76953
2013,Kyrgyzstan,RECYCL,3131828.75
2014,Kyrgyzstan,RECYCL,4983976
2015,Kyrgyzstan,RECYCL,4950896.5
2016,Kyrgyzstan,RECYCL,11410.20508
2016,Kyrgyzstan,INCINRT,4046918.25
2017,Kyrgyzstan,INCINRT,5067700.5
2017,Kyrgyzstan,RECYCL,18566.4082
2004,Latvia,LANDFIL,726
2004,Latvia,INCINRT_EGY,17386
2004,Latvia,OTHERWM,0
2004,Latvia,INCINRT,322
2006,Latvia,OTHERWM,0
2006,Latvia,LANDFIL,705
2006,Latvia,INCINRT_EGY,6429
2016,Croatia,INCINRT,0
2016,Croatia,LANDFIL,6251
2018,Croatia,INCINRT,0
2018,Croatia,LANDFIL,2827
2018,Croatia,RECYCL,2712452
2018,Croatia,INCINRT_EGY,10158
2018,Croatia,OTHERWM,0
2020,Croatia,LANDFIL,3497
2020,Croatia,INCINRT_EGY,13797
2020,Croatia,OTHERWM,0
2020,Croatia,RECYCL,2568744
2020,Croatia,INCINRT,0
2006,Latvia,INCINRT,940
2008,Latvia,INCINRT,311
2008,Latvia,LANDFIL,1115
2008,Latvia,OTHERWM,44
2008,Latvia,INCINRT_EGY,6670
2010,Latvia,OTHERWM,6
2010,Latvia,RECYCL,42850
2010,Latvia,INCINRT,212
2010,Latvia,INCINRT_EGY,3477
2010,Latvia,LANDFIL,5563
2012,Latvia,OTHERWM,0
2012,Latvia,LANDFIL,3378
2004,Cyprus,INCINRT,2207
2004,Cyprus,INCINRT_EGY,1758
2004,Cyprus,OTHERWM,308
2004,Cyprus,LANDFIL,18904
2006,Cyprus,OTHERWM,0
2006,Cyprus,INCINRT_EGY,34
2006,Cyprus,LANDFIL,5064
2006,Cyprus,INCINRT,47
2008,Cyprus,INCINRT,53
2008,Cyprus,LANDFIL,13154
2008,Cyprus,INCINRT_EGY,1156
2008,Cyprus,OTHERWM,0
2010,Cyprus,INCINRT,89
2012,Latvia,RECYCL,45540
2012,Latvia,INCINRT_EGY,2678
2012,Latvia,INCINRT,15
2014,Latvia,OTHERWM,0
2014,Latvia,RECYCL,35181
2014,Latvia,INCINRT_EGY,12119
2014,Latvia,LANDFIL,6681
2014,Latvia,INCINRT,11
2016,Latvia,INCINRT_EGY,3227
2016,Latvia,RECYCL,46097
2016,Latvia,INCINRT,9
2010,Cyprus,OTHERWM,4
2010,Cyprus,RECYCL,44942
2010,Cyprus,INCINRT_EGY,1324
2010,Cyprus,LANDFIL,14814
2012,Cyprus,RECYCL,35678
2012,Cyprus,INCINRT,3
2012,Cyprus,OTHERWM,93
2012,Cyprus,LANDFIL,5563
2012,Cyprus,INCINRT_EGY,59
2014,Cyprus,RECYCL,24564
2014,Cyprus,INCINRT,0
2014,Cyprus,LANDFIL,141248
2014,Cyprus,OTHERWM,0
2016,Latvia,LANDFIL,1610
2016,Latvia,OTHERWM,0
2018,Latvia,RECYCL,48488
2018,Latvia,LANDFIL,3190
2018,Latvia,INCINRT,154
2018,Latvia,INCINRT_EGY,19362
2018,Latvia,OTHERWM,28
2020,Latvia,OTHERWM,0
2020,Latvia,LANDFIL,3048
2020,Latvia,INCINRT_EGY,12470
2020,Latvia,INCINRT,8
2014,Cyprus,INCINRT_EGY,1379
2016,Cyprus,INCINRT,0
2016,Cyprus,LANDFIL,128870
2016,Cyprus,RECYCL,15645
2016,Cyprus,OTHERWM,0
2016,Cyprus,INCINRT_EGY,237
2018,Cyprus,INCINRT,0
2018,Cyprus,OTHERWM,0
2018,Cyprus,LANDFIL,194224
2018,Cyprus,RECYCL,16865
2018,Cyprus,INCINRT_EGY,916
2020,Cyprus,INCINRT_EGY,306
2020,Cyprus,INCINRT,0
2020,Latvia,RECYCL,73855
2004,Liechtenstein,INCINRT_EGY,68126
2006,Liechtenstein,INCINRT_EGY,85670
2008,Liechtenstein,INCINRT_EGY,112812
2010,Liechtenstein,RECYCL,574162
2010,Liechtenstein,INCINRT_EGY,332208
2012,Liechtenstein,INCINRT_EGY,256529
2012,Liechtenstein,RECYCL,208234
2014,Liechtenstein,RECYCL,415809
2014,Liechtenstein,INCINRT_EGY,282575
2016,Liechtenstein,INCINRT_EGY,257705
2016,Liechtenstein,RECYCL,359224
2018,Liechtenstein,INCINRT_EGY,261120
2020,Cyprus,LANDFIL,1085
2020,Cyprus,RECYCL,14188
2020,Cyprus,OTHERWM,0
2004,Czechia,OTHERWM,0
2004,Czechia,LANDFIL,150858
2004,Czechia,INCINRT,30693
2004,Czechia,INCINRT_EGY,29171
2006,Czechia,LANDFIL,65263
2006,Czechia,INCINRT_EGY,55784
2006,Czechia,OTHERWM,0
2006,Czechia,INCINRT,49141
2008,Czechia,INCINRT,61128
2008,Czechia,INCINRT_EGY,61643
2018,Liechtenstein,RECYCL,399306
2020,Liechtenstein,INCINRT_EGY,265987
2020,Liechtenstein,RECYCL,318718
2004,Lithuania,INCINRT,1866
2004,Lithuania,INCINRT_EGY,1316
2004,Lithuania,LANDFIL,23272
2004,Lithuania,OTHERWM,8984
2006,Lithuania,INCINRT_EGY,5859
2006,Lithuania,INCINRT,3070
2006,Lithuania,OTHERWM,0
2006,Lithuania,LANDFIL,1810
2008,Lithuania,LANDFIL,2343
2008,Lithuania,INCINRT_EGY,257
2008,Czechia,OTHERWM,2080
2008,Czechia,LANDFIL,79496
2010,Czechia,OTHERWM,0
2010,Czechia,RECYCL,237150
2010,Czechia,INCINRT,49533
2010,Czechia,LANDFIL,60288
2010,Czechia,INCINRT_EGY,41901
2012,Czechia,INCINRT,71077
2012,Czechia,RECYCL,505973
2012,Czechia,LANDFIL,36716
2012,Czechia,INCINRT_EGY,38262
2012,Czechia,OTHERWM,3078
2014,Czechia,OTHERWM,0
2014,Czechia,INCINRT,73373
2014,Czechia,LANDFIL,35512
2014,Czechia,INCINRT_EGY,51433
2014,Czechia,RECYCL,312465
2016,Czechia,RECYCL,514749
2016,Czechia,OTHERWM,1
2016,Czechia,LANDFIL,33206
2016,Czechia,INCINRT_EGY,30401
2016,Czechia,INCINRT,77049
2018,Czechia,INCINRT_EGY,33160
2018,Czechia,RECYCL,1410674
2018,Czechia,LANDFIL,94334
2018,Czechia,INCINRT,87273
2008,Lithuania,OTHERWM,0
2008,Lithuania,INCINRT,693
2010,Lithuania,OTHERWM,0
2010,Lithuania,INCINRT_EGY,0
2010,Lithuania,LANDFIL,4523
2010,Lithuania,RECYCL,2941
2010,Lithuania,INCINRT,1480
2012,Lithuania,LANDFIL,23687
2012,Lithuania,INCINRT_EGY,0
2012,Lithuania,OTHERWM,8238
2012,Lithuania,INCINRT,1019
2012,Lithuania,RECYCL,1640
2018,Czechia,OTHERWM,0
2020,Czechia,INCINRT_EGY,60547
2020,Czechia,RECYCL,741650
2020,Czechia,OTHERWM,0
2020,Czechia,LANDFIL,221703
2020,Czechia,INCINRT,81612
2004,Denmark,LANDFIL,115162
2004,Denmark,INCINRT,93137
2004,Denmark,INCINRT_EGY,0
2006,Denmark,INCINRT,0
2006,Denmark,LANDFIL,163542
2006,Denmark,INCINRT_EGY,84699
2014,Lithuania,LANDFIL,18344
2014,Lithuania,OTHERWM,176
2014,Lithuania,RECYCL,2644
2014,Lithuania,INCINRT,1932
2014,Lithuania,INCINRT_EGY,0
2016,Lithuania,INCINRT,617
2016,Lithuania,RECYCL,3303
2016,Lithuania,OTHERWM,0
2016,Lithuania,INCINRT_EGY,4024
2016,Lithuania,LANDFIL,10441
2018,Lithuania,INCINRT_EGY,5198
2018,Lithuania,INCINRT,727
2008,Denmark,INCINRT_EGY,91978
2008,Denmark,LANDFIL,169800
2008,Denmark,INCINRT,0
2008,Denmark,OTHERWM,0
2010,Denmark,RECYCL,9500261
2010,Denmark,INCINRT_EGY,167878
2010,Denmark,OTHERWM,0
2010,Denmark,INCINRT,0
2010,Denmark,LANDFIL,668190
2012,Denmark,OTHERWM,0
2012,Denmark,LANDFIL,526737
2012,Denmark,INCINRT_EGY,171171
2012,Denmark,RECYCL,9687326
2012,Denmark,INCINRT,2701
2014,Denmark,OTHERWM,0
2014,Denmark,LANDFIL,1031289
2014,Denmark,INCINRT_EGY,199765
2014,Denmark,INCINRT,3293
2014,Denmark,RECYCL,9641160
2016,Denmark,INCINRT,4109
2016,Denmark,INCINRT_EGY,233738
2016,Denmark,LANDFIL,1132336
2016,Denmark,RECYCL,9843189
2016,Denmark,OTHERWM,0
2018,Lithuania,OTHERWM,0
2018,Lithuania,RECYCL,9372
2018,Lithuania,LANDFIL,18677
2020,Lithuania,LANDFIL,28819
2020,Lithuania,OTHERWM,0
2020,Lithuania,RECYCL,14019
2020,Lithuania,INCINRT,1970
2020,Lithuania,INCINRT_EGY,6647
2004,Luxembourg,INCINRT,0
2004,Luxembourg,LANDFIL,0
2004,Luxembourg,OTHERWM,0
2006,Luxembourg,OTHERWM,0
2006,Luxembourg,LANDFIL,0
2006,Luxembourg,INCINRT,0
2008,Luxembourg,LANDFIL,0
2008,Luxembourg,OTHERWM,0
2010,Luxembourg,OTHERWM,0
2010,Luxembourg,RECYCL,191809
2010,Luxembourg,LANDFIL,0
2010,Luxembourg,INCINRT_EGY,331
2010,Luxembourg,INCINRT,0
2012,Luxembourg,LANDFIL,0
2012,Luxembourg,INCINRT,11
2012,Luxembourg,RECYCL,124456
2012,Luxembourg,OTHERWM,0
2012,Luxembourg,INCINRT_EGY,341
2014,Luxembourg,LANDFIL,0
2014,Luxembourg,INCINRT,0
2014,Luxembourg,RECYCL,184295
2014,Luxembourg,OTHERWM,0
2014,Luxembourg,INCINRT_EGY,35199
2016,Luxembourg,OTHERWM,0
2016,Luxembourg,INCINRT,11
2016,Luxembourg,INCINRT_EGY,42561
2016,Luxembourg,RECYCL,173375
2016,Luxembourg,LANDFIL,7
2018,Luxembourg,INCINRT,0
2018,Luxembourg,OTHERWM,0
2018,Luxembourg,LANDFIL,0
2018,Luxembourg,RECYCL,184336
2018,Luxembourg,INCINRT_EGY,46686
2020,Luxembourg,INCINRT_EGY,61776
2020,Luxembourg,OTHERWM,0
2020,Luxembourg,INCINRT,7
2020,Luxembourg,LANDFIL,0
2020,Luxembourg,RECYCL,211348
2004,Malta,INCINRT_EGY,0
2004,Malta,OTHERWM,0
2004,Malta,INCINRT,0
2004,Malta,LANDFIL,0
2006,Malta,INCINRT_EGY,0
2006,Malta,INCINRT,0
2006,Malta,OTHERWM,0
2006,Malta,LANDFIL,0
2008,Malta,LANDFIL,0
2008,Malta,OTHERWM,0
2008,Malta,INCINRT_EGY,0
2008,Malta,INCINRT,327
2010,Malta,INCINRT_EGY,0
2010,Malta,LANDFIL,0
2010,Malta,OTHERWM,0
2010,Malta,RECYCL,2290586
2010,Malta,INCINRT,364
2012,Malta,INCINRT_EGY,0
2012,Malta,OTHERWM,0
2012,Malta,RECYCL,2585906
2012,Malta,LANDFIL,0
2012,Malta,INCINRT,502
2014,Malta,INCINRT_EGY,0
2014,Malta,OTHERWM,0
2014,Malta,RECYCL,2521121
2014,Malta,LANDFIL,0
2014,Malta,INCINRT,438
2016,Malta,OTHERWM,0
2016,Malta,RECYCL,3581477
2016,Malta,INCINRT_EGY,0
2016,Malta,INCINRT,477
2016,Malta,LANDFIL,0
2018,Malta,LANDFIL,0
2018,Malta,INCINRT_EGY,0
2018,Malta,OTHERWM,0
2018,Malta,INCINRT,473
2018,Malta,RECYCL,3423568
2020,Malta,RECYCL,3044618
2020,Malta,INCINRT_EGY,0
2020,Malta,OTHERWM,0
2020,Malta,LANDFIL,0
2020,Malta,INCINRT,642
2000,Republic of Moldova,LANDFIL,642
2000,Republic of Moldova,OTHERWM,650
2000,Republic of Moldova,RECYCL,1083
2001,Republic of Moldova,OTHERWM,769
2001,Republic of Moldova,RECYCL,652
2001,Republic of Moldova,LANDFIL,481
2002,Republic of Moldova,OTHERWM,1534
2002,Republic of Moldova,RECYCL,1108
2002,Republic of Moldova,LANDFIL,498
2003,Republic of Moldova,LANDFIL,1904
2003,Republic of Moldova,OTHERWM,1431
2003,Republic of Moldova,RECYCL,601
2004,Republic of Moldova,OTHERWM,610
2004,Republic of Moldova,LANDFIL,1034
2004,Republic of Moldova,RECYCL,576
2005,Republic of Moldova,RECYCL,271
2005,Republic of Moldova,LANDFIL,669
2005,Republic of Moldova,OTHERWM,271
2006,Republic of Moldova,OTHERWM,554
2006,Republic of Moldova,LANDFIL,273
2006,Republic of Moldova,RECYCL,780
2007,Republic of Moldova,OTHERWM,1676
2007,Republic of Moldova,RECYCL,1478
2007,Republic of Moldova,LANDFIL,408
2008,Republic of Moldova,OTHERWM,886
2008,Republic of Moldova,LANDFIL,188
2008,Republic of Moldova,RECYCL,800
2009,Republic of Moldova,RECYCL,594
2009,Republic of Moldova,OTHERWM,253
2009,Republic of Moldova,LANDFIL,746
2010,Republic of Moldova,RECYCL,593
2010,Republic of Moldova,OTHERWM,223
2010,Republic of Moldova,LANDFIL,148
2011,Republic of Moldova,RECYCL,874.20001
2011,Republic of Moldova,LANDFIL,20
2011,Republic of Moldova,OTHERWM,379.70001
2012,Republic of Moldova,RECYCL,571.40002
2012,Republic of Moldova,LANDFIL,112
2012,Republic of Moldova,OTHERWM,323.29999
2013,Republic of Moldova,OTHERWM,647.59998
2013,Republic of Moldova,RECYCL,834.09998
2013,Republic of Moldova,LANDFIL,30.3
2014,Republic of Moldova,LANDFIL,37.7
2014,Republic of Moldova,OTHERWM,397.29999
2014,Republic of Moldova,RECYCL,854.20001
2015,Republic of Moldova,RECYCL,935.40002
2015,Republic of Moldova,OTHERWM,294.70001
2015,Republic of Moldova,LANDFIL,24.8
2016,Republic of Moldova,LANDFIL,106.9
2016,Republic of Moldova,RECYCL,2277.3999
2016,Republic of Moldova,OTHERWM,597.09998
2017,Republic of Moldova,RECYCL,6167.8999
2017,Republic of Moldova,LANDFIL,679.29999
2017,Republic of Moldova,OTHERWM,767.70001
2018,Republic of Moldova,OTHERWM,1975.40002
2018,Republic of Moldova,RECYCL,4582.1001
2018,Republic of Moldova,LANDFIL,127.7
2019,Republic of Moldova,OTHERWM,370.89999
2019,Republic of Moldova,LANDFIL,19.2
2019,Republic of Moldova,RECYCL,4570.1001
2008,Montenegro,INCINRT_EGY,0
2010,Montenegro,RECYCL,3899
2010,Montenegro,INCINRT_EGY,10
2012,Montenegro,INCINRT,8
2012,Montenegro,INCINRT_EGY,0
2012,Montenegro,OTHERWM,0
2012,Montenegro,RECYCL,4900
2012,Montenegro,LANDFIL,206382
2014,Montenegro,INCINRT,1
2014,Montenegro,INCINRT_EGY,0
2014,Montenegro,OTHERWM,100
2014,Montenegro,RECYCL,0
2014,Montenegro,LANDFIL,262882
2016,Montenegro,INCINRT,2
2016,Montenegro,LANDFIL,321800
2016,Montenegro,OTHERWM,34
2018,Montenegro,LANDFIL,335201
2018,Montenegro,INCINRT_EGY,0
2018,Montenegro,INCINRT,0
2018,Montenegro,OTHERWM,107
2018,Montenegro,RECYCL,15157
2020,Montenegro,INCINRT,0
2020,Montenegro,LANDFIL,315912
2020,Montenegro,RECYCL,4159
2020,Montenegro,OTHERWM,67
2020,Montenegro,INCINRT_EGY,0
2004,Netherlands,OTHERWM,219547
2004,Netherlands,LANDFIL,544724
2004,Netherlands,INCINRT,335925
2004,Netherlands,INCINRT_EGY,111848
2006,Netherlands,LANDFIL,973305
2006,Netherlands,INCINRT_EGY,238096
2006,Netherlands,INCINRT,299953
2006,Netherlands,OTHERWM,239820
2008,Netherlands,OTHERWM,224535
2008,Netherlands,INCINRT_EGY,191842
2008,Netherlands,INCINRT,364120
2008,Netherlands,LANDFIL,1056166
2010,Netherlands,OTHERWM,4246
2010,Netherlands,INCINRT,493902
2010,Netherlands,RECYCL,196956
2010,Netherlands,INCINRT_EGY,205837
2010,Netherlands,LANDFIL,809502
2012,Netherlands,INCINRT,544584
2012,Netherlands,OTHERWM,8612
2012,Netherlands,LANDFIL,1128025
2012,Netherlands,RECYCL,86393
2012,Netherlands,INCINRT_EGY,184575
2014,Netherlands,LANDFIL,1373492
2014,Netherlands,INCINRT,331812
2014,Netherlands,OTHERWM,39009
2014,Netherlands,INCINRT_EGY,269081
2014,Netherlands,RECYCL,164800
2016,Netherlands,OTHERWM,45386
2016,Netherlands,INCINRT_EGY,386016
2016,Netherlands,LANDFIL,1008182
2016,Netherlands,RECYCL,162296
2016,Netherlands,INCINRT,330102
2018,Netherlands,LANDFIL,1037007
2018,Netherlands,RECYCL,174021
2018,Netherlands,INCINRT_EGY,373659
2018,Netherlands,INCINRT,394446
2018,Netherlands,OTHERWM,46130
2020,Netherlands,INCINRT_EGY,392011
2020,Netherlands,RECYCL,124900
2020,Netherlands,LANDFIL,1145403
2020,Netherlands,OTHERWM,36328
2020,Netherlands,INCINRT,298845
2004,Norway,LANDFIL,919780
2004,Norway,INCINRT,1405
2004,Norway,OTHERWM,34060
2004,Norway,INCINRT_EGY,171932
2006,Norway,LANDFIL,1122502
2006,Norway,INCINRT,9729
2006,Norway,INCINRT_EGY,13639
2006,Norway,OTHERWM,58402
2008,Norway,LANDFIL,1021516
2008,Norway,INCINRT,45227
2008,Norway,INCINRT_EGY,11057
2008,Norway,OTHERWM,0
2010,Norway,RECYCL,254814
2010,Norway,LANDFIL,627234
2010,Norway,INCINRT,25551
2010,Norway,INCINRT_EGY,124219
2010,Norway,OTHERWM,0
2012,Norway,INCINRT,84606
2012,Norway,LANDFIL,463658
2012,Norway,RECYCL,513591
2012,Norway,INCINRT_EGY,111958
2012,Norway,OTHERWM,0
2014,Norway,INCINRT,48298
2014,Norway,OTHERWM,427
2014,Norway,RECYCL,674066
2014,Norway,LANDFIL,736656
2014,Norway,INCINRT_EGY,102777
2016,Norway,INCINRT,56637
2016,Norway,OTHERWM,0
2016,Norway,LANDFIL,706945
2016,Norway,RECYCL,751742
2016,Norway,INCINRT_EGY,34174
2018,Norway,INCINRT,51143
2018,Norway,LANDFIL,701237
2018,Norway,OTHERWM,0
2018,Norway,RECYCL,876809
2018,Norway,INCINRT_EGY,22624
2020,Norway,LANDFIL,775025
2020,Norway,OTHERWM,1022
2020,Norway,INCINRT,41000
2004,Poland,LANDFIL,617880
2004,Poland,OTHERWM,8406
2004,Poland,INCINRT,66303
2004,Poland,INCINRT_EGY,19526
2006,Poland,LANDFIL,767157
2006,Poland,OTHERWM,9206
2006,Poland,INCINRT,103648
2006,Poland,INCINRT_EGY,56172
2008,Poland,LANDFIL,617609
2008,Poland,INCINRT,138859
2008,Poland,INCINRT_EGY,5852
2008,Poland,OTHERWM,28329
2010,Poland,INCINRT,145489
2010,Poland,LANDFIL,308822
2010,Poland,RECYCL,202065
2010,Poland,OTHERWM,1912
2010,Poland,INCINRT_EGY,5814
2012,Poland,LANDFIL,132213
2012,Poland,INCINRT,142805
2012,Poland,OTHERWM,1221
2012,Poland,INCINRT_EGY,1902
2012,Poland,RECYCL,190131
2014,Poland,OTHERWM,1426
2014,Poland,INCINRT,135443
2014,Poland,LANDFIL,246212
2014,Poland,RECYCL,216024
2014,Poland,INCINRT_EGY,2492
2016,Poland,LANDFIL,303888
2016,Poland,OTHERWM,1676
2016,Poland,INCINRT,155729
2016,Poland,INCINRT_EGY,5408
2016,Poland,RECYCL,196077
2018,Poland,OTHERWM,167
2018,Poland,INCINRT,194741
2018,Poland,LANDFIL,256242
2018,Poland,RECYCL,244438
2018,Poland,INCINRT_EGY,4321
2020,Poland,INCINRT_EGY,3557
2020,Poland,RECYCL,135215
2020,Poland,INCINRT,164955
2020,Poland,OTHERWM,0
2020,Poland,LANDFIL,295078
2004,Portugal,INCINRT,6611
2004,Portugal,LANDFIL,1352913
2004,Portugal,OTHERWM,43183
2004,Portugal,INCINRT_EGY,57641
2006,Portugal,INCINRT,28159
2006,Portugal,LANDFIL,1583826
2006,Portugal,OTHERWM,113
2006,Portugal,INCINRT_EGY,101476
2008,Portugal,INCINRT_EGY,10665
2008,Portugal,INCINRT,4849
2008,Portugal,LANDFIL,53208
2010,Portugal,INCINRT,12418
2010,Portugal,RECYCL,240506
2010,Portugal,INCINRT_EGY,29420
2010,Portugal,OTHERWM,0
2010,Portugal,LANDFIL,87075
2012,Portugal,LANDFIL,194056
2012,Portugal,RECYCL,202734
2012,Portugal,INCINRT,14527
2012,Portugal,INCINRT_EGY,45485
2012,Portugal,OTHERWM,0
2014,Portugal,OTHERWM,0
2014,Portugal,RECYCL,190958
2014,Portugal,INCINRT,16379
2014,Portugal,LANDFIL,209651
2014,Portugal,INCINRT_EGY,24143
2016,Portugal,RECYCL,72518
2016,Portugal,INCINRT,17464
2016,Portugal,LANDFIL,248366
2016,Portugal,INCINRT_EGY,29049
2016,Portugal,OTHERWM,0
2018,Portugal,INCINRT_EGY,39062
2018,Portugal,INCINRT,23582
2018,Portugal,LANDFIL,307181
2018,Portugal,OTHERWM,0
2018,Portugal,RECYCL,264389
2020,Portugal,OTHERWM,0
2020,Portugal,INCINRT_EGY,33269
2020,Portugal,INCINRT,26926
2020,Portugal,LANDFIL,243558
2020,Portugal,RECYCL,223066
2004,Romania,OTHERWM,24400
2004,Romania,LANDFIL,1513700
2004,Romania,INCINRT_EGY,56300
2004,Romania,INCINRT,400
2006,Romania,LANDFIL,641467
2006,Romania,OTHERWM,0
2006,Romania,INCINRT,1070
2006,Romania,INCINRT_EGY,94033
2008,Romania,LANDFIL,21075
2008,Romania,INCINRT,31505
2008,Romania,INCINRT_EGY,35060
2008,Romania,OTHERWM,0
2010,Romania,LANDFIL,61307
2010,Romania,RECYCL,45643
2010,Romania,INCINRT,15662
2010,Romania,INCINRT_EGY,113605
2010,Romania,OTHERWM,20343
2012,Romania,INCINRT_EGY,166106
2012,Romania,LANDFIL,115202
2012,Romania,RECYCL,48005
2012,Romania,INCINRT,136245
2012,Romania,OTHERWM,32769
2014,Romania,RECYCL,69613
2014,Romania,INCINRT,32456
2014,Romania,INCINRT_EGY,124293
2014,Romania,LANDFIL,152687
2014,Romania,OTHERWM,28152
2016,Romania,OTHERWM,17612
2016,Romania,LANDFIL,128337
2016,Romania,INCINRT_EGY,121059
2016,Romania,INCINRT,26472
2016,Romania,RECYCL,51151
2018,Romania,RECYCL,50254
2018,Romania,OTHERWM,8022
2018,Romania,INCINRT_EGY,114058
2018,Romania,INCINRT,25282
2018,Romania,LANDFIL,132604
2020,Romania,LANDFIL,44840
2020,Romania,INCINRT_EGY,82430
2020,Romania,INCINRT,19847
2020,Romania,OTHERWM,2266
2020,Romania,RECYCL,39335
2004,Serbia,INCINRT_EGY,0
2006,Serbia,INCINRT_EGY,0
2008,Serbia,RECYCL,134405
2008,Serbia,INCINRT_EGY,122249
2008,Serbia,INCINRT,2479
2008,Serbia,LANDFIL,8255117
2008,Serbia,OTHERWM,0
2009,Serbia,INCINRT,435
2009,Serbia,OTHERWM,0
2009,Serbia,LANDFIL,9963501
2009,Serbia,INCINRT_EGY,382
2009,Serbia,RECYCL,106176
2010,Serbia,INCINRT,23
2010,Serbia,INCINRT_EGY,32834
2010,Serbia,LANDFIL,11082001
2010,Serbia,RECYCL,200627
2010,Serbia,OTHERWM,0
2011,Serbia,OTHERWM,0
2011,Serbia,RECYCL,90026
2011,Serbia,INCINRT,370
2011,Serbia,INCINRT_EGY,332
2011,Serbia,LANDFIL,12711008
2012,Serbia,INCINRT,5
2012,Serbia,OTHERWM,0
2012,Serbia,INCINRT_EGY,224420
2012,Serbia,LANDFIL,14386862
2012,Serbia,RECYCL,555754
2013,Serbia,OTHERWM,0
2013,Serbia,INCINRT_EGY,308
2013,Serbia,RECYCL,31303
2013,Serbia,LANDFIL,16528642
2013,Serbia,INCINRT,308
2014,Serbia,OTHERWM,66
2014,Serbia,INCINRT,0
2014,Serbia,RECYCL,437731
2014,Serbia,LANDFIL,13435010
2014,Serbia,INCINRT_EGY,185314
2015,Serbia,LANDFIL,16494383
2015,Serbia,OTHERWM,0
2015,Serbia,RECYCL,52796
2015,Serbia,INCINRT_EGY,11395
2015,Serbia,INCINRT,11410
2016,Serbia,LANDFIL,17147694
2016,Serbia,RECYCL,696322
2016,Serbia,INCINRT_EGY,302108
2016,Serbia,INCINRT,0
2016,Serbia,OTHERWM,85
2018,Serbia,OTHERWM,0
2018,Serbia,INCINRT,0
2018,Serbia,LANDFIL,15266719
2018,Serbia,RECYCL,1165717
2018,Serbia,INCINRT_EGY,482235
2020,Serbia,RECYCL,1805231
2020,Serbia,LANDFIL,11249727
2020,Serbia,INCINRT,0
2020,Serbia,INCINRT_EGY,508271
2020,Serbia,OTHERWM,0
2004,Slovakia,LANDFIL,135760
2004,Slovakia,INCINRT_EGY,21710
2004,Slovakia,OTHERWM,18310
2004,Slovakia,INCINRT,47870
