Year,GeoAreaName,Education level,Location,Quantile,Sex,Value
2016,Greece,UPPSEC,URBAN,_T,FEMALE,93
2016,Greece,UPPSEC,URBAN,_T,BOTHSEX,93
2016,Greece,UPPSEC,ALLAREA,_T,FEMALE,92
2016,Greece,UPPSEC,RURAL,_T,MALE,86
2016,Greece,UPPSEC,RURAL,_T,FEMALE,89
2016,Greece,LOWSEC,ALLAREA,_T,BOTHSEX,99
2016,Greece,LOWSEC,ALLAREA,_T,MALE,99
2016,Greece,LOWSEC,RURAL,_T,BOTHSEX,98
2016,Greece,LOWSEC,RURAL,_T,MALE,98
2016,Greece,LOWSEC,RURAL,_T,FEMALE,99
2016,Greece,UPPSEC,ALLAREA,_T,MALE,91
2016,Greece,UPPSEC,RURAL,_T,BOTHSEX,87
2016,Greece,PRIMAR,RURAL,_T,BOTHSEX,100
2016,Greece,PRIMAR,RURAL,_T,MALE,100
2016,Greece,UPPSEC,ALLAREA,_T,BOTHSEX,92
2016,Greece,UPPSEC,URBAN,_T,MALE,93
2016,Greece,LOWSEC,ALLAREA,_T,FEMALE,98
2016,Greece,LOWSEC,URBAN,_T,MALE,99
2016,Greece,LOWSEC,URBAN,_T,BOTHSEX,99
2016,Greece,LOWSEC,URBAN,_T,FEMALE,98
2016,Greece,PRIMAR,ALLAREA,_T,FEMALE,100
2016,Greece,PRIMAR,ALLAREA,_T,BOTHSEX,100
2016,Greece,PRIMAR,URBAN,_T,MALE,99
2016,Greece,PRIMAR,URBAN,_T,FEMALE,100
2016,Greece,PRIMAR,ALLAREA,_T,MALE,100
2016,Greece,PRIMAR,RURAL,_T,FEMALE,100
2016,Greece,PRIMAR,URBAN,_T,BOTHSEX,100
2017,Greece,PRIMAR,URBAN,_T,BOTHSEX,99
2017,Greece,PRIMAR,RURAL,_T,FEMALE,100
2017,Greece,PRIMAR,RURAL,_T,MALE,100
2017,Greece,PRIMAR,RURAL,_T,BOTHSEX,100
2017,Greece,UPPSEC,RURAL,_T,BOTHSEX,85
2017,Greece,UPPSEC,ALLAREA,_T,MALE,92
2017,Greece,LOWSEC,RURAL,_T,FEMALE,99
2017,Greece,LOWSEC,URBAN,_T,MALE,98
2017,Greece,LOWSEC,ALLAREA,_T,FEMALE,98
2017,Greece,LOWSEC,ALLAREA,_T,MALE,97
2017,Greece,LOWSEC,ALLAREA,_T,BOTHSEX,98
2017,Greece,UPPSEC,RURAL,_T,FEMALE,88
2017,Greece,UPPSEC,RURAL,_T,MALE,83
2017,Greece,UPPSEC,ALLAREA,_T,FEMALE,94
2017,Greece,UPPSEC,URBAN,_T,BOTHSEX,95
2017,Greece,UPPSEC,URBAN,_T,FEMALE,95
2017,Greece,UPPSEC,URBAN,_T,MALE,95
2017,Greece,UPPSEC,ALLAREA,_T,BOTHSEX,93
2017,Greece,LOWSEC,RURAL,_T,MALE,97
2017,Greece,LOWSEC,RURAL,_T,BOTHSEX,98
2017,Greece,PRIMAR,ALLAREA,_T,MALE,100
2017,Greece,PRIMAR,URBAN,_T,FEMALE,99
2017,Greece,PRIMAR,URBAN,_T,MALE,100
2017,Greece,PRIMAR,ALLAREA,_T,BOTHSEX,100
2017,Greece,PRIMAR,ALLAREA,_T,FEMALE,100
2017,Greece,LOWSEC,URBAN,_T,FEMALE,98
2017,Greece,LOWSEC,URBAN,_T,BOTHSEX,98
2018,Greece,UPPSEC,ALLAREA,_T,BOTHSEX,94
2018,Greece,UPPSEC,URBAN,_T,MALE,95
2018,Greece,UPPSEC,URBAN,_T,FEMALE,96
2018,Greece,LOWSEC,URBAN,_T,FEMALE,99
2018,Greece,PRIMAR,ALLAREA,_T,FEMALE,100
2018,Greece,PRIMAR,ALLAREA,_T,BOTHSEX,100
2018,Greece,PRIMAR,URBAN,_T,MALE,100
2018,Greece,PRIMAR,URBAN,_T,FEMALE,100
2018,Greece,PRIMAR,ALLAREA,_T,MALE,100
2018,Greece,LOWSEC,RURAL,_T,BOTHSEX,98
2018,Greece,UPPSEC,URBAN,_T,BOTHSEX,95
2018,Greece,UPPSEC,ALLAREA,_T,FEMALE,95
2018,Greece,UPPSEC,RURAL,_T,MALE,85
2018,Greece,UPPSEC,RURAL,_T,FEMALE,90
2018,Greece,LOWSEC,ALLAREA,_T,BOTHSEX,98
2018,Greece,LOWSEC,ALLAREA,_T,MALE,98
2018,Greece,LOWSEC,ALLAREA,_T,FEMALE,99
2018,Greece,LOWSEC,URBAN,_T,MALE,98
2018,Greece,LOWSEC,URBAN,_T,BOTHSEX,98
2018,Greece,LOWSEC,RURAL,_T,MALE,98
2018,Greece,LOWSEC,RURAL,_T,FEMALE,99
2018,Greece,UPPSEC,ALLAREA,_T,MALE,93
2018,Greece,UPPSEC,RURAL,_T,BOTHSEX,87
2018,Greece,PRIMAR,RURAL,_T,BOTHSEX,100
2018,Greece,PRIMAR,RURAL,_T,MALE,100
2018,Greece,PRIMAR,RURAL,_T,FEMALE,100
2018,Greece,PRIMAR,URBAN,_T,BOTHSEX,100
2019,Greece,UPPSEC,RURAL,_T,MALE,91
2019,Greece,UPPSEC,ALLAREA,_T,FEMALE,95
2019,Greece,UPPSEC,URBAN,_T,BOTHSEX,95
2019,Greece,UPPSEC,URBAN,_T,FEMALE,96
2019,Greece,UPPSEC,URBAN,_T,MALE,95
2019,Greece,UPPSEC,ALLAREA,_T,BOTHSEX,95
2019,Greece,PRIMAR,URBAN,_T,BOTHSEX,100
2019,Greece,PRIMAR,URBAN,_T,FEMALE,100
2019,Greece,PRIMAR,URBAN,_T,MALE,100
2019,Greece,PRIMAR,ALLAREA,_T,BOTHSEX,100
2019,Greece,PRIMAR,ALLAREA,_T,FEMALE,100
2019,Greece,LOWSEC,URBAN,_T,FEMALE,99
2019,Greece,LOWSEC,URBAN,_T,BOTHSEX,99
2019,Greece,LOWSEC,URBAN,_T,MALE,98
2019,Greece,UPPSEC,RURAL,_T,FEMALE,92
2019,Greece,PRIMAR,RURAL,_T,FEMALE,100
2019,Greece,PRIMAR,RURAL,_T,MALE,100
2019,Greece,PRIMAR,RURAL,_T,BOTHSEX,100
2019,Greece,UPPSEC,RURAL,_T,BOTHSEX,91
2019,Greece,UPPSEC,ALLAREA,_T,MALE,94
2019,Greece,LOWSEC,RURAL,_T,FEMALE,99
2019,Greece,LOWSEC,RURAL,_T,MALE,97
2019,Greece,LOWSEC,RURAL,_T,BOTHSEX,98
2019,Greece,PRIMAR,ALLAREA,_T,MALE,100
2019,Greece,LOWSEC,ALLAREA,_T,FEMALE,99
2019,Greece,LOWSEC,ALLAREA,_T,MALE,98
2019,Greece,LOWSEC,ALLAREA,_T,BOTHSEX,99
2020,Greece,UPPSEC,RURAL,_T,FEMALE,91
2020,Greece,LOWSEC,ALLAREA,_T,BOTHSEX,99
2020,Greece,LOWSEC,ALLAREA,_T,MALE,99
2020,Greece,LOWSEC,ALLAREA,_T,FEMALE,99
2020,Greece,LOWSEC,URBAN,_T,MALE,99
2020,Greece,LOWSEC,URBAN,_T,BOTHSEX,99
2020,Greece,LOWSEC,URBAN,_T,FEMALE,99
2020,Greece,UPPSEC,RURAL,_T,BOTHSEX,91
2020,Greece,PRIMAR,RURAL,_T,BOTHSEX,100
2020,Greece,PRIMAR,RURAL,_T,MALE,100
2020,Greece,PRIMAR,RURAL,_T,FEMALE,100
2020,Greece,PRIMAR,URBAN,_T,BOTHSEX,100
2020,Greece,UPPSEC,ALLAREA,_T,BOTHSEX,95
2020,Greece,UPPSEC,URBAN,_T,MALE,95
2020,Greece,UPPSEC,URBAN,_T,FEMALE,96
2020,Greece,UPPSEC,URBAN,_T,BOTHSEX,96
2020,Greece,UPPSEC,ALLAREA,_T,FEMALE,95
2020,Greece,UPPSEC,RURAL,_T,MALE,92
2020,Greece,PRIMAR,ALLAREA,_T,FEMALE,100
2020,Greece,PRIMAR,ALLAREA,_T,BOTHSEX,100
2020,Greece,PRIMAR,URBAN,_T,MALE,100
2020,Greece,PRIMAR,URBAN,_T,FEMALE,100
2020,Greece,PRIMAR,ALLAREA,_T,MALE,100
2020,Greece,LOWSEC,RURAL,_T,BOTHSEX,99
2020,Greece,LOWSEC,RURAL,_T,MALE,98
2020,Greece,LOWSEC,RURAL,_T,FEMALE,100
2020,Greece,UPPSEC,ALLAREA,_T,MALE,95
2021,Greece,UPPSEC,RURAL,_T,FEMALE,96
2021,Greece,UPPSEC,RURAL,_T,MALE,94
2021,Greece,UPPSEC,RURAL,_T,BOTHSEX,95
2021,Greece,UPPSEC,ALLAREA,_T,MALE,92
2021,Greece,LOWSEC,RURAL,_T,FEMALE,100
2021,Greece,LOWSEC,RURAL,_T,MALE,99
2021,Greece,LOWSEC,RURAL,_T,BOTHSEX,99
2021,Greece,PRIMAR,ALLAREA,_T,MALE,99
2021,Greece,PRIMAR,URBAN,_T,FEMALE,99
2021,Greece,UPPSEC,ALLAREA,_T,FEMALE,94
2021,Greece,UPPSEC,URBAN,_T,BOTHSEX,93
2021,Greece,UPPSEC,URBAN,_T,FEMALE,93
2021,Greece,UPPSEC,URBAN,_T,MALE,92
2021,Greece,UPPSEC,ALLAREA,_T,BOTHSEX,93
2021,Greece,PRIMAR,URBAN,_T,BOTHSEX,99
2021,Greece,PRIMAR,RURAL,_T,FEMALE,100
2021,Greece,PRIMAR,RURAL,_T,MALE,100
2021,Greece,PRIMAR,RURAL,_T,BOTHSEX,100
2021,Greece,PRIMAR,URBAN,_T,MALE,99
2021,Greece,PRIMAR,ALLAREA,_T,BOTHSEX,99
2021,Greece,PRIMAR,ALLAREA,_T,FEMALE,99
2021,Greece,LOWSEC,URBAN,_T,FEMALE,99
2021,Greece,LOWSEC,URBAN,_T,BOTHSEX,98
2021,Greece,LOWSEC,URBAN,_T,MALE,97
2021,Greece,LOWSEC,ALLAREA,_T,FEMALE,99
2021,Greece,LOWSEC,ALLAREA,_T,MALE,97
2021,Greece,LOWSEC,ALLAREA,_T,BOTHSEX,98
2000,Hungary,LOWSEC,ALLAREA,_T,FEMALE,95
2000,Hungary,LOWSEC,ALLAREA,_T,MALE,94
2000,Hungary,PRIMAR,ALLAREA,_T,FEMALE,99
2000,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,99
2000,Hungary,PRIMAR,ALLAREA,_T,MALE,99
2000,Hungary,UPPSEC,ALLAREA,_T,MALE,81
2000,Hungary,UPPSEC,ALLAREA,_T,FEMALE,83
2000,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,82
2000,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,94
2001,Hungary,LOWSEC,ALLAREA,_T,FEMALE,95
2001,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,94
2001,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,82
2001,Hungary,UPPSEC,ALLAREA,_T,FEMALE,84
2001,Hungary,UPPSEC,ALLAREA,_T,MALE,81
2001,Hungary,PRIMAR,ALLAREA,_T,MALE,99
2001,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,99
2001,Hungary,PRIMAR,ALLAREA,_T,FEMALE,99
2001,Hungary,LOWSEC,ALLAREA,_T,MALE,94
2002,Hungary,UPPSEC,ALLAREA,_T,FEMALE,84
2002,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,83
2002,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,94
2002,Hungary,LOWSEC,ALLAREA,_T,FEMALE,95
2002,Hungary,LOWSEC,ALLAREA,_T,MALE,94
2002,Hungary,PRIMAR,ALLAREA,_T,FEMALE,99
2002,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,99
2002,Hungary,PRIMAR,ALLAREA,_T,MALE,99
2002,Hungary,UPPSEC,ALLAREA,_T,MALE,81
2003,Hungary,UPPSEC,ALLAREA,_T,MALE,81
2003,Hungary,PRIMAR,ALLAREA,_T,MALE,99
2003,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,99
2003,Hungary,PRIMAR,ALLAREA,_T,FEMALE,99
2003,Hungary,LOWSEC,ALLAREA,_T,MALE,94
2003,Hungary,LOWSEC,ALLAREA,_T,FEMALE,95
2003,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,83
2003,Hungary,UPPSEC,ALLAREA,_T,FEMALE,84
2003,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,94
2004,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,99
2004,Hungary,PRIMAR,ALLAREA,_T,MALE,99
2004,Hungary,UPPSEC,ALLAREA,_T,MALE,80
2004,Hungary,UPPSEC,ALLAREA,_T,FEMALE,84
2004,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,82
2004,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,94
2004,Hungary,LOWSEC,ALLAREA,_T,FEMALE,95
2004,Hungary,LOWSEC,ALLAREA,_T,MALE,94
2004,Hungary,PRIMAR,ALLAREA,_T,FEMALE,99
2005,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,82
2005,Hungary,UPPSEC,ALLAREA,_T,FEMALE,84
2005,Hungary,UPPSEC,ALLAREA,_T,MALE,80
2005,Hungary,PRIMAR,ALLAREA,_T,MALE,99
2005,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,99
2005,Hungary,PRIMAR,ALLAREA,_T,FEMALE,99
2005,Hungary,LOWSEC,ALLAREA,_T,MALE,94
2005,Hungary,LOWSEC,ALLAREA,_T,FEMALE,95
2005,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,94
2006,Hungary,UPPSEC,RURAL,_T,FEMALE,80
2006,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,84
2006,Hungary,UPPSEC,URBAN,_T,MALE,85
2006,Hungary,UPPSEC,URBAN,_T,BOTHSEX,87
2006,Hungary,UPPSEC,URBAN,_T,FEMALE,89
2006,Hungary,UPPSEC,RURAL,_T,MALE,79
2006,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,98
2006,Hungary,PRIMAR,ALLAREA,_T,MALE,100
2006,Hungary,LOWSEC,RURAL,_T,MALE,97
2006,Hungary,LOWSEC,RURAL,_T,FEMALE,98
2006,Hungary,LOWSEC,RURAL,_T,BOTHSEX,97
2006,Hungary,UPPSEC,ALLAREA,_T,MALE,83
2006,Hungary,UPPSEC,RURAL,_T,BOTHSEX,80
2006,Hungary,PRIMAR,RURAL,_T,FEMALE,100
2006,Hungary,UPPSEC,ALLAREA,_T,FEMALE,85
2006,Hungary,LOWSEC,ALLAREA,_T,FEMALE,98
2006,Hungary,LOWSEC,URBAN,_T,MALE,98
2006,Hungary,LOWSEC,ALLAREA,_T,MALE,98
2006,Hungary,LOWSEC,URBAN,_T,FEMALE,98
2006,Hungary,LOWSEC,URBAN,_T,BOTHSEX,98
2006,Hungary,PRIMAR,ALLAREA,_T,FEMALE,100
2006,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,100
2006,Hungary,PRIMAR,URBAN,_T,MALE,100
2006,Hungary,PRIMAR,URBAN,_T,FEMALE,100
2006,Hungary,PRIMAR,RURAL,_T,MALE,100
2006,Hungary,PRIMAR,RURAL,_T,BOTHSEX,100
2006,Hungary,PRIMAR,URBAN,_T,BOTHSEX,100
2007,Hungary,UPPSEC,ALLAREA,_T,FEMALE,87
2007,Hungary,PRIMAR,URBAN,_T,BOTHSEX,100
2007,Hungary,PRIMAR,RURAL,_T,BOTHSEX,100
2007,Hungary,PRIMAR,RURAL,_T,MALE,100
2007,Hungary,PRIMAR,RURAL,_T,FEMALE,100
2007,Hungary,UPPSEC,RURAL,_T,BOTHSEX,83
2007,Hungary,UPPSEC,ALLAREA,_T,MALE,84
2007,Hungary,LOWSEC,URBAN,_T,FEMALE,99
2007,Hungary,LOWSEC,ALLAREA,_T,MALE,98
2007,Hungary,LOWSEC,URBAN,_T,MALE,99
2007,Hungary,LOWSEC,ALLAREA,_T,FEMALE,99
2007,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,99
2007,Hungary,UPPSEC,RURAL,_T,MALE,83
2007,Hungary,UPPSEC,URBAN,_T,FEMALE,89
2007,Hungary,UPPSEC,URBAN,_T,BOTHSEX,88
2007,Hungary,UPPSEC,URBAN,_T,MALE,86
2007,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,86
2007,Hungary,UPPSEC,RURAL,_T,FEMALE,84
2007,Hungary,LOWSEC,RURAL,_T,BOTHSEX,98
2007,Hungary,LOWSEC,RURAL,_T,FEMALE,98
2007,Hungary,LOWSEC,RURAL,_T,MALE,98
2007,Hungary,PRIMAR,ALLAREA,_T,MALE,100
2007,Hungary,PRIMAR,URBAN,_T,FEMALE,100
2007,Hungary,PRIMAR,URBAN,_T,MALE,100
2007,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,100
2007,Hungary,PRIMAR,ALLAREA,_T,FEMALE,100
2007,Hungary,LOWSEC,URBAN,_T,BOTHSEX,99
2008,Hungary,UPPSEC,ALLAREA,_T,FEMALE,87
2008,Hungary,UPPSEC,RURAL,_T,FEMALE,84
2008,Hungary,LOWSEC,URBAN,_T,FEMALE,98
2008,Hungary,LOWSEC,URBAN,_T,BOTHSEX,98
2008,Hungary,PRIMAR,ALLAREA,_T,FEMALE,100
2008,Hungary,PRIMAR,URBAN,_T,MALE,100
2008,Hungary,PRIMAR,URBAN,_T,FEMALE,100
2008,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,100
2008,Hungary,PRIMAR,ALLAREA,_T,MALE,100
2008,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,85
2008,Hungary,UPPSEC,URBAN,_T,MALE,86
2008,Hungary,UPPSEC,URBAN,_T,BOTHSEX,88
2008,Hungary,UPPSEC,URBAN,_T,FEMALE,90
2008,Hungary,UPPSEC,RURAL,_T,MALE,80
2008,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,98
2008,Hungary,LOWSEC,ALLAREA,_T,FEMALE,98
2008,Hungary,LOWSEC,URBAN,_T,MALE,98
2008,Hungary,LOWSEC,ALLAREA,_T,MALE,98
2008,Hungary,LOWSEC,RURAL,_T,MALE,97
2008,Hungary,LOWSEC,RURAL,_T,FEMALE,98
2008,Hungary,LOWSEC,RURAL,_T,BOTHSEX,98
2008,Hungary,UPPSEC,ALLAREA,_T,MALE,83
2008,Hungary,UPPSEC,RURAL,_T,BOTHSEX,82
2008,Hungary,PRIMAR,RURAL,_T,FEMALE,100
2008,Hungary,PRIMAR,RURAL,_T,MALE,100
2008,Hungary,PRIMAR,RURAL,_T,BOTHSEX,100
2008,Hungary,PRIMAR,URBAN,_T,BOTHSEX,100
2009,Hungary,UPPSEC,RURAL,_T,MALE,79
2009,Hungary,UPPSEC,URBAN,_T,FEMALE,91
2009,Hungary,UPPSEC,URBAN,_T,BOTHSEX,89
2009,Hungary,UPPSEC,URBAN,_T,MALE,88
2009,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,86
2009,Hungary,UPPSEC,RURAL,_T,FEMALE,84
2009,Hungary,UPPSEC,ALLAREA,_T,FEMALE,88
2009,Hungary,PRIMAR,ALLAREA,_T,MALE,100
2009,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,100
2009,Hungary,PRIMAR,URBAN,_T,FEMALE,100
2009,Hungary,PRIMAR,URBAN,_T,MALE,100
2009,Hungary,PRIMAR,ALLAREA,_T,FEMALE,100
2009,Hungary,LOWSEC,URBAN,_T,BOTHSEX,99
2009,Hungary,LOWSEC,URBAN,_T,FEMALE,99
2009,Hungary,PRIMAR,URBAN,_T,BOTHSEX,100
2009,Hungary,PRIMAR,RURAL,_T,BOTHSEX,100
2009,Hungary,PRIMAR,RURAL,_T,MALE,100
2009,Hungary,PRIMAR,RURAL,_T,FEMALE,100
2009,Hungary,UPPSEC,RURAL,_T,BOTHSEX,82
2009,Hungary,UPPSEC,ALLAREA,_T,MALE,84
2009,Hungary,LOWSEC,RURAL,_T,BOTHSEX,98
2009,Hungary,LOWSEC,RURAL,_T,FEMALE,98
2009,Hungary,LOWSEC,RURAL,_T,MALE,98
2009,Hungary,LOWSEC,ALLAREA,_T,MALE,98
2009,Hungary,LOWSEC,URBAN,_T,MALE,99
2009,Hungary,LOWSEC,ALLAREA,_T,FEMALE,99
2009,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,99
2010,Hungary,UPPSEC,URBAN,_T,FEMALE,90
2010,Hungary,UPPSEC,RURAL,_T,MALE,81
2010,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,99
2010,Hungary,LOWSEC,ALLAREA,_T,FEMALE,98
2010,Hungary,LOWSEC,URBAN,_T,MALE,99
2010,Hungary,LOWSEC,ALLAREA,_T,MALE,99
2010,Hungary,LOWSEC,URBAN,_T,FEMALE,99
2010,Hungary,UPPSEC,ALLAREA,_T,MALE,85
2010,Hungary,UPPSEC,RURAL,_T,BOTHSEX,82
2010,Hungary,PRIMAR,RURAL,_T,FEMALE,100
2010,Hungary,PRIMAR,RURAL,_T,MALE,100
2010,Hungary,PRIMAR,RURAL,_T,BOTHSEX,100
2010,Hungary,PRIMAR,URBAN,_T,BOTHSEX,100
2010,Hungary,UPPSEC,ALLAREA,_T,FEMALE,87
2010,Hungary,UPPSEC,RURAL,_T,FEMALE,83
2010,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,86
2010,Hungary,UPPSEC,URBAN,_T,MALE,88
2010,Hungary,UPPSEC,URBAN,_T,BOTHSEX,89
2010,Hungary,LOWSEC,URBAN,_T,BOTHSEX,99
2010,Hungary,PRIMAR,ALLAREA,_T,FEMALE,100
2010,Hungary,PRIMAR,URBAN,_T,MALE,100
2010,Hungary,PRIMAR,URBAN,_T,FEMALE,100
2010,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,100
2010,Hungary,PRIMAR,ALLAREA,_T,MALE,100
2010,Hungary,LOWSEC,RURAL,_T,MALE,98
2010,Hungary,LOWSEC,RURAL,_T,FEMALE,98
2010,Hungary,LOWSEC,RURAL,_T,BOTHSEX,98
2011,Hungary,UPPSEC,RURAL,_T,MALE,80
2011,Hungary,PRIMAR,RURAL,_T,FEMALE,100
2011,Hungary,UPPSEC,RURAL,_T,BOTHSEX,82
2011,Hungary,UPPSEC,ALLAREA,_T,MALE,84
2011,Hungary,LOWSEC,RURAL,_T,BOTHSEX,98
2011,Hungary,LOWSEC,RURAL,_T,FEMALE,99
2011,Hungary,LOWSEC,RURAL,_T,MALE,98
2011,Hungary,PRIMAR,ALLAREA,_T,MALE,100
2011,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,98
2011,Hungary,UPPSEC,URBAN,_T,FEMALE,88
2011,Hungary,UPPSEC,URBAN,_T,BOTHSEX,87
2011,Hungary,UPPSEC,URBAN,_T,MALE,87
2011,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,85
2011,Hungary,UPPSEC,RURAL,_T,FEMALE,83
2011,Hungary,UPPSEC,ALLAREA,_T,FEMALE,86
2011,Hungary,PRIMAR,URBAN,_T,BOTHSEX,100
2011,Hungary,PRIMAR,RURAL,_T,BOTHSEX,100
2011,Hungary,PRIMAR,RURAL,_T,MALE,100
2011,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,100
2011,Hungary,PRIMAR,URBAN,_T,FEMALE,100
2011,Hungary,PRIMAR,URBAN,_T,MALE,100
2011,Hungary,PRIMAR,ALLAREA,_T,FEMALE,100
2011,Hungary,LOWSEC,URBAN,_T,BOTHSEX,99
2011,Hungary,LOWSEC,URBAN,_T,FEMALE,99
2011,Hungary,LOWSEC,ALLAREA,_T,MALE,98
2011,Hungary,LOWSEC,URBAN,_T,MALE,98
2011,Hungary,LOWSEC,ALLAREA,_T,FEMALE,99
2012,Hungary,UPPSEC,ALLAREA,_T,FEMALE,85
2012,Hungary,UPPSEC,RURAL,_T,FEMALE,80
2012,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,85
2012,Hungary,UPPSEC,URBAN,_T,MALE,88
2012,Hungary,UPPSEC,URBAN,_T,BOTHSEX,88
2012,Hungary,UPPSEC,URBAN,_T,FEMALE,88
2012,Hungary,PRIMAR,URBAN,_T,FEMALE,100
2012,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,100
2012,Hungary,PRIMAR,ALLAREA,_T,MALE,100
2012,Hungary,LOWSEC,RURAL,_T,MALE,98
2012,Hungary,LOWSEC,RURAL,_T,FEMALE,99
2012,Hungary,LOWSEC,RURAL,_T,BOTHSEX,98
2012,Hungary,UPPSEC,ALLAREA,_T,MALE,84
2012,Hungary,UPPSEC,RURAL,_T,MALE,78
2012,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,99
2012,Hungary,LOWSEC,ALLAREA,_T,FEMALE,99
2012,Hungary,LOWSEC,URBAN,_T,MALE,99
2012,Hungary,LOWSEC,ALLAREA,_T,MALE,99
2012,Hungary,LOWSEC,URBAN,_T,FEMALE,99
2012,Hungary,LOWSEC,URBAN,_T,BOTHSEX,99
2012,Hungary,PRIMAR,ALLAREA,_T,FEMALE,100
2012,Hungary,PRIMAR,URBAN,_T,MALE,100
2012,Hungary,UPPSEC,RURAL,_T,BOTHSEX,79
2012,Hungary,PRIMAR,RURAL,_T,FEMALE,100
2012,Hungary,PRIMAR,RURAL,_T,MALE,100
2012,Hungary,PRIMAR,RURAL,_T,BOTHSEX,100
2012,Hungary,PRIMAR,URBAN,_T,BOTHSEX,100
2013,Hungary,UPPSEC,URBAN,_T,MALE,89
2013,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,86
2013,Hungary,UPPSEC,ALLAREA,_T,FEMALE,87
2013,Hungary,PRIMAR,URBAN,_T,BOTHSEX,100
2013,Hungary,PRIMAR,RURAL,_T,BOTHSEX,100
2013,Hungary,PRIMAR,RURAL,_T,MALE,100
2013,Hungary,PRIMAR,RURAL,_T,FEMALE,100
2013,Hungary,PRIMAR,ALLAREA,_T,FEMALE,100
2013,Hungary,LOWSEC,URBAN,_T,BOTHSEX,99
2013,Hungary,LOWSEC,URBAN,_T,FEMALE,99
2013,Hungary,LOWSEC,ALLAREA,_T,MALE,99
2013,Hungary,LOWSEC,URBAN,_T,MALE,99
2013,Hungary,LOWSEC,ALLAREA,_T,FEMALE,99
2013,Hungary,LOWSEC,ALLAREA,_T,BOTHSEX,99
2013,Hungary,UPPSEC,RURAL,_T,MALE,77
2013,Hungary,UPPSEC,RURAL,_T,FEMALE,81
2013,Hungary,UPPSEC,URBAN,_T,FEMALE,90
2013,Hungary,UPPSEC,URBAN,_T,BOTHSEX,90
2013,Hungary,UPPSEC,RURAL,_T,BOTHSEX,79
2013,Hungary,UPPSEC,ALLAREA,_T,MALE,85
2013,Hungary,LOWSEC,RURAL,_T,BOTHSEX,98
2013,Hungary,LOWSEC,RURAL,_T,FEMALE,98
2013,Hungary,LOWSEC,RURAL,_T,MALE,99
2013,Hungary,PRIMAR,ALLAREA,_T,MALE,100
2013,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,100
2013,Hungary,PRIMAR,URBAN,_T,FEMALE,100
2013,Hungary,PRIMAR,URBAN,_T,MALE,100
2014,Hungary,LOWSEC,URBAN,_T,MALE,99
2014,Hungary,LOWSEC,ALLAREA,_T,MALE,99
2014,Hungary,LOWSEC,URBAN,_T,FEMALE,99
2014,Hungary,LOWSEC,URBAN,_T,BOTHSEX,99
2014,Hungary,PRIMAR,ALLAREA,_T,FEMALE,100
2014,Hungary,PRIMAR,URBAN,_T,MALE,100
2014,Hungary,PRIMAR,ALLAREA,_T,BOTHSEX,100
2014,Hungary,PRIMAR,RURAL,_T,BOTHSEX,100
2014,Hungary,PRIMAR,URBAN,_T,BOTHSEX,100
2014,Hungary,UPPSEC,ALLAREA,_T,FEMALE,88
2014,Hungary,UPPSEC,ALLAREA,_T,BOTHSEX,87
