Year,GeoAreaName,Education level,Location,Quantile,Sex,Value
2018,Finland,UPPSEC,ALLAREA,_T,FEMALE,90
2018,Finland,UPPSEC,URBAN,_T,MALE,89
2018,Finland,UPPSEC,URBAN,_T,BOTHSEX,90
2018,Finland,UPPSEC,ALLAREA,_T,MALE,90
2018,Finland,PRIMAR,RURAL,_T,BOTHSEX,100
2018,Finland,UPPSEC,URBAN,_T,FEMALE,91
2018,Finland,PRIMAR,URBAN,_T,BOTHSEX,100
2018,Finland,PRIMAR,URBAN,_T,MALE,100
2018,Finland,PRIMAR,RURAL,_T,FEMALE,100
2018,Finland,PRIMAR,RURAL,_T,MALE,100
2018,Finland,UPPSEC,RURAL,_T,FEMALE,87
2018,Finland,LOWSEC,ALLAREA,_T,BOTHSEX,99
2018,Finland,LOWSEC,ALLAREA,_T,MALE,99
2018,Finland,LOWSEC,ALLAREA,_T,FEMALE,100
2018,Finland,LOWSEC,URBAN,_T,BOTHSEX,99
2018,Finland,LOWSEC,URBAN,_T,MALE,98
2018,Finland,UPPSEC,ALLAREA,_T,BOTHSEX,90
2018,Finland,UPPSEC,RURAL,_T,BOTHSEX,89
2018,Finland,PRIMAR,ALLAREA,_T,MALE,100
2018,Finland,LOWSEC,RURAL,_T,MALE,100
2018,Finland,LOWSEC,RURAL,_T,FEMALE,100
2018,Finland,LOWSEC,RURAL,_T,BOTHSEX,100
2018,Finland,LOWSEC,URBAN,_T,FEMALE,100
2018,Finland,PRIMAR,ALLAREA,_T,BOTHSEX,100
2018,Finland,PRIMAR,ALLAREA,_T,FEMALE,100
2018,Finland,PRIMAR,URBAN,_T,FEMALE,100
2019,Finland,UPPSEC,RURAL,_T,FEMALE,84
2019,Finland,PRIMAR,RURAL,_T,MALE,100
2019,Finland,PRIMAR,RURAL,_T,FEMALE,100
2019,Finland,PRIMAR,ALLAREA,_T,MALE,100
2019,Finland,UPPSEC,RURAL,_T,BOTHSEX,86
2019,Finland,UPPSEC,URBAN,_T,FEMALE,88
2019,Finland,PRIMAR,RURAL,_T,BOTHSEX,100
2019,Finland,UPPSEC,ALLAREA,_T,MALE,89
2019,Finland,UPPSEC,URBAN,_T,BOTHSEX,89
2019,Finland,UPPSEC,URBAN,_T,MALE,90
2019,Finland,PRIMAR,URBAN,_T,MALE,100
2019,Finland,PRIMAR,URBAN,_T,BOTHSEX,100
2019,Finland,PRIMAR,URBAN,_T,FEMALE,100
2019,Finland,PRIMAR,ALLAREA,_T,FEMALE,100
2019,Finland,PRIMAR,ALLAREA,_T,BOTHSEX,100
2019,Finland,LOWSEC,URBAN,_T,FEMALE,99
2019,Finland,LOWSEC,RURAL,_T,BOTHSEX,99
2019,Finland,LOWSEC,RURAL,_T,FEMALE,99
2019,Finland,LOWSEC,RURAL,_T,MALE,100
2019,Finland,UPPSEC,ALLAREA,_T,FEMALE,87
2019,Finland,UPPSEC,RURAL,_T,MALE,89
2019,Finland,UPPSEC,ALLAREA,_T,BOTHSEX,88
2019,Finland,LOWSEC,URBAN,_T,MALE,100
2019,Finland,LOWSEC,URBAN,_T,BOTHSEX,99
2019,Finland,LOWSEC,ALLAREA,_T,FEMALE,99
2019,Finland,LOWSEC,ALLAREA,_T,MALE,100
2019,Finland,LOWSEC,ALLAREA,_T,BOTHSEX,99
2020,Finland,LOWSEC,ALLAREA,_T,BOTHSEX,99
2020,Finland,LOWSEC,ALLAREA,_T,MALE,99
2020,Finland,LOWSEC,ALLAREA,_T,FEMALE,99
2020,Finland,LOWSEC,URBAN,_T,BOTHSEX,99
2020,Finland,LOWSEC,URBAN,_T,MALE,99
2020,Finland,UPPSEC,ALLAREA,_T,BOTHSEX,89
2020,Finland,UPPSEC,RURAL,_T,MALE,90
2020,Finland,LOWSEC,RURAL,_T,FEMALE,100
2020,Finland,LOWSEC,RURAL,_T,BOTHSEX,100
2020,Finland,LOWSEC,URBAN,_T,FEMALE,99
2020,Finland,PRIMAR,ALLAREA,_T,BOTHSEX,100
2020,Finland,PRIMAR,ALLAREA,_T,FEMALE,100
2020,Finland,PRIMAR,URBAN,_T,FEMALE,100
2020,Finland,PRIMAR,URBAN,_T,BOTHSEX,100
2020,Finland,UPPSEC,RURAL,_T,FEMALE,84
2020,Finland,UPPSEC,ALLAREA,_T,FEMALE,90
2020,Finland,UPPSEC,URBAN,_T,MALE,87
2020,Finland,UPPSEC,URBAN,_T,BOTHSEX,89
2020,Finland,UPPSEC,ALLAREA,_T,MALE,87
2020,Finland,PRIMAR,RURAL,_T,BOTHSEX,100
2020,Finland,UPPSEC,URBAN,_T,FEMALE,91
2020,Finland,UPPSEC,RURAL,_T,BOTHSEX,87
2020,Finland,PRIMAR,ALLAREA,_T,MALE,100
2020,Finland,LOWSEC,RURAL,_T,MALE,99
2020,Finland,PRIMAR,URBAN,_T,MALE,100
2020,Finland,PRIMAR,RURAL,_T,FEMALE,100
2020,Finland,PRIMAR,RURAL,_T,MALE,100
2021,Finland,PRIMAR,ALLAREA,_T,BOTHSEX,100
2021,Finland,LOWSEC,URBAN,_T,FEMALE,99
2021,Finland,LOWSEC,RURAL,_T,BOTHSEX,100
2021,Finland,LOWSEC,RURAL,_T,FEMALE,100
2021,Finland,LOWSEC,RURAL,_T,MALE,100
2021,Finland,PRIMAR,ALLAREA,_T,MALE,100
2021,Finland,UPPSEC,RURAL,_T,BOTHSEX,93
2021,Finland,LOWSEC,URBAN,_T,BOTHSEX,99
2021,Finland,LOWSEC,ALLAREA,_T,FEMALE,99
2021,Finland,LOWSEC,ALLAREA,_T,MALE,100
2021,Finland,LOWSEC,ALLAREA,_T,BOTHSEX,100
2021,Finland,PRIMAR,RURAL,_T,MALE,100
2021,Finland,PRIMAR,RURAL,_T,FEMALE,100
2021,Finland,PRIMAR,URBAN,_T,MALE,100
2021,Finland,PRIMAR,URBAN,_T,BOTHSEX,100
2021,Finland,PRIMAR,URBAN,_T,FEMALE,100
2021,Finland,PRIMAR,ALLAREA,_T,FEMALE,100
2021,Finland,UPPSEC,URBAN,_T,FEMALE,89
2021,Finland,PRIMAR,RURAL,_T,BOTHSEX,100
2021,Finland,UPPSEC,ALLAREA,_T,MALE,91
2021,Finland,UPPSEC,URBAN,_T,BOTHSEX,90
2021,Finland,UPPSEC,URBAN,_T,MALE,90
2021,Finland,UPPSEC,ALLAREA,_T,FEMALE,89
2021,Finland,UPPSEC,RURAL,_T,MALE,94
2021,Finland,UPPSEC,ALLAREA,_T,BOTHSEX,90
2021,Finland,LOWSEC,URBAN,_T,MALE,100
2000,France,UPPSEC,ALLAREA,_T,FEMALE,83
2000,France,LOWSEC,ALLAREA,_T,BOTHSEX,95
2000,France,LOWSEC,ALLAREA,_T,MALE,95
2000,France,LOWSEC,ALLAREA,_T,FEMALE,96
2000,France,UPPSEC,ALLAREA,_T,BOTHSEX,81
2000,France,UPPSEC,ALLAREA,_T,MALE,80
2000,France,PRIMAR,ALLAREA,_T,MALE,99
2000,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2000,France,PRIMAR,ALLAREA,_T,FEMALE,100
2001,France,UPPSEC,ALLAREA,_T,FEMALE,83
2001,France,PRIMAR,ALLAREA,_T,FEMALE,100
2001,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2001,France,PRIMAR,ALLAREA,_T,MALE,99
2001,France,UPPSEC,ALLAREA,_T,MALE,80
2001,France,UPPSEC,ALLAREA,_T,BOTHSEX,81
2001,France,LOWSEC,ALLAREA,_T,FEMALE,96
2001,France,LOWSEC,ALLAREA,_T,MALE,95
2001,France,LOWSEC,ALLAREA,_T,BOTHSEX,95
2002,France,UPPSEC,ALLAREA,_T,BOTHSEX,81
2002,France,UPPSEC,ALLAREA,_T,MALE,80
2002,France,PRIMAR,ALLAREA,_T,MALE,99
2002,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2002,France,PRIMAR,ALLAREA,_T,FEMALE,100
2002,France,UPPSEC,ALLAREA,_T,FEMALE,83
2002,France,LOWSEC,ALLAREA,_T,BOTHSEX,95
2002,France,LOWSEC,ALLAREA,_T,MALE,95
2002,France,LOWSEC,ALLAREA,_T,FEMALE,96
2003,France,UPPSEC,ALLAREA,_T,FEMALE,84
2003,France,LOWSEC,ALLAREA,_T,BOTHSEX,95
2003,France,PRIMAR,ALLAREA,_T,FEMALE,100
2003,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2003,France,PRIMAR,ALLAREA,_T,MALE,99
2003,France,UPPSEC,ALLAREA,_T,MALE,80
2003,France,UPPSEC,ALLAREA,_T,BOTHSEX,81
2003,France,LOWSEC,ALLAREA,_T,FEMALE,97
2003,France,LOWSEC,ALLAREA,_T,MALE,95
2004,France,LOWSEC,ALLAREA,_T,BOTHSEX,95
2004,France,LOWSEC,ALLAREA,_T,MALE,95
2004,France,LOWSEC,ALLAREA,_T,FEMALE,97
2004,France,UPPSEC,ALLAREA,_T,BOTHSEX,81
2004,France,UPPSEC,ALLAREA,_T,FEMALE,84
2004,France,UPPSEC,ALLAREA,_T,MALE,80
2004,France,PRIMAR,ALLAREA,_T,MALE,99
2004,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2004,France,PRIMAR,ALLAREA,_T,FEMALE,100
2005,France,PRIMAR,ALLAREA,_T,MALE,99
2005,France,UPPSEC,ALLAREA,_T,MALE,80
2005,France,UPPSEC,ALLAREA,_T,BOTHSEX,81
2005,France,LOWSEC,ALLAREA,_T,FEMALE,97
2005,France,LOWSEC,ALLAREA,_T,MALE,95
2005,France,LOWSEC,ALLAREA,_T,BOTHSEX,96
2005,France,UPPSEC,ALLAREA,_T,FEMALE,84
2005,France,PRIMAR,ALLAREA,_T,FEMALE,100
2005,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2006,France,UPPSEC,RURAL,_T,MALE,80
2006,France,UPPSEC,URBAN,_T,MALE,79
2006,France,UPPSEC,URBAN,_T,BOTHSEX,82
2006,France,UPPSEC,ALLAREA,_T,MALE,79
2006,France,PRIMAR,RURAL,_T,BOTHSEX,100
2006,France,UPPSEC,URBAN,_T,FEMALE,84
2006,France,UPPSEC,RURAL,_T,BOTHSEX,81
2006,France,PRIMAR,URBAN,_T,MALE,100
2006,France,PRIMAR,RURAL,_T,FEMALE,100
2006,France,PRIMAR,RURAL,_T,MALE,100
2006,France,PRIMAR,ALLAREA,_T,MALE,100
2006,France,LOWSEC,RURAL,_T,MALE,97
2006,France,LOWSEC,RURAL,_T,FEMALE,99
2006,France,LOWSEC,RURAL,_T,BOTHSEX,98
2006,France,LOWSEC,URBAN,_T,FEMALE,99
2006,France,PRIMAR,ALLAREA,_T,BOTHSEX,100
2006,France,PRIMAR,ALLAREA,_T,FEMALE,100
2006,France,PRIMAR,URBAN,_T,FEMALE,100
2006,France,PRIMAR,URBAN,_T,BOTHSEX,100
2006,France,UPPSEC,ALLAREA,_T,FEMALE,84
2006,France,UPPSEC,RURAL,_T,FEMALE,82
2006,France,LOWSEC,ALLAREA,_T,BOTHSEX,99
2006,France,LOWSEC,ALLAREA,_T,MALE,98
2006,France,LOWSEC,ALLAREA,_T,FEMALE,99
2006,France,LOWSEC,URBAN,_T,BOTHSEX,99
2006,France,LOWSEC,URBAN,_T,MALE,99
2006,France,UPPSEC,ALLAREA,_T,BOTHSEX,81
2007,France,UPPSEC,RURAL,_T,FEMALE,86
2007,France,UPPSEC,ALLAREA,_T,FEMALE,85
2007,France,PRIMAR,RURAL,_T,MALE,100
2007,France,PRIMAR,RURAL,_T,FEMALE,100
2007,France,PRIMAR,ALLAREA,_T,MALE,99
2007,France,UPPSEC,RURAL,_T,BOTHSEX,81
2007,France,UPPSEC,URBAN,_T,FEMALE,85
2007,France,PRIMAR,RURAL,_T,BOTHSEX,100
2007,France,UPPSEC,ALLAREA,_T,MALE,80
2007,France,UPPSEC,URBAN,_T,BOTHSEX,83
2007,France,UPPSEC,URBAN,_T,MALE,80
2007,France,PRIMAR,URBAN,_T,MALE,99
2007,France,PRIMAR,URBAN,_T,BOTHSEX,99
2007,France,PRIMAR,URBAN,_T,FEMALE,100
2007,France,PRIMAR,ALLAREA,_T,FEMALE,100
2007,France,PRIMAR,ALLAREA,_T,BOTHSEX,100
2007,France,LOWSEC,URBAN,_T,FEMALE,99
2007,France,LOWSEC,RURAL,_T,BOTHSEX,99
2007,France,LOWSEC,RURAL,_T,FEMALE,99
2007,France,LOWSEC,RURAL,_T,MALE,98
2007,France,UPPSEC,RURAL,_T,MALE,75
2007,France,UPPSEC,ALLAREA,_T,BOTHSEX,82
2007,France,LOWSEC,URBAN,_T,MALE,98
2007,France,LOWSEC,URBAN,_T,BOTHSEX,98
2007,France,LOWSEC,ALLAREA,_T,FEMALE,99
2007,France,LOWSEC,ALLAREA,_T,MALE,98
2007,France,LOWSEC,ALLAREA,_T,BOTHSEX,99
2008,France,LOWSEC,ALLAREA,_T,BOTHSEX,99
2008,France,LOWSEC,ALLAREA,_T,MALE,98
2008,France,LOWSEC,ALLAREA,_T,FEMALE,99
2008,France,LOWSEC,URBAN,_T,BOTHSEX,98
2008,France,LOWSEC,URBAN,_T,MALE,98
2008,France,UPPSEC,ALLAREA,_T,BOTHSEX,83
2008,France,UPPSEC,RURAL,_T,MALE,85
2008,France,LOWSEC,RURAL,_T,BOTHSEX,100
2008,France,LOWSEC,URBAN,_T,FEMALE,99
2008,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2008,France,PRIMAR,ALLAREA,_T,FEMALE,99
2008,France,PRIMAR,URBAN,_T,FEMALE,99
2008,France,PRIMAR,URBAN,_T,BOTHSEX,99
2008,France,PRIMAR,URBAN,_T,MALE,100
2008,France,UPPSEC,ALLAREA,_T,FEMALE,85
2008,France,UPPSEC,RURAL,_T,FEMALE,81
2008,France,UPPSEC,URBAN,_T,MALE,79
2008,France,UPPSEC,URBAN,_T,BOTHSEX,83
2008,France,UPPSEC,ALLAREA,_T,MALE,80
2008,France,PRIMAR,RURAL,_T,BOTHSEX,100
2008,France,UPPSEC,URBAN,_T,FEMALE,86
2008,France,UPPSEC,RURAL,_T,BOTHSEX,83
2008,France,PRIMAR,ALLAREA,_T,MALE,100
2008,France,LOWSEC,RURAL,_T,MALE,99
2008,France,LOWSEC,RURAL,_T,FEMALE,100
2008,France,PRIMAR,RURAL,_T,FEMALE,100
2008,France,PRIMAR,RURAL,_T,MALE,100
2009,France,PRIMAR,ALLAREA,_T,FEMALE,100
2009,France,PRIMAR,ALLAREA,_T,BOTHSEX,100
2009,France,LOWSEC,URBAN,_T,FEMALE,99
2009,France,LOWSEC,RURAL,_T,BOTHSEX,99
2009,France,LOWSEC,RURAL,_T,FEMALE,99
2009,France,LOWSEC,RURAL,_T,MALE,98
2009,France,PRIMAR,ALLAREA,_T,MALE,100
2009,France,LOWSEC,URBAN,_T,BOTHSEX,98
2009,France,LOWSEC,ALLAREA,_T,FEMALE,99
2009,France,LOWSEC,ALLAREA,_T,MALE,98
2009,France,LOWSEC,ALLAREA,_T,BOTHSEX,98
2009,France,UPPSEC,ALLAREA,_T,FEMALE,87
2009,France,UPPSEC,RURAL,_T,FEMALE,88
2009,France,PRIMAR,RURAL,_T,MALE,100
2009,France,PRIMAR,RURAL,_T,FEMALE,100
2009,France,PRIMAR,URBAN,_T,MALE,100
2009,France,PRIMAR,URBAN,_T,BOTHSEX,100
2009,France,PRIMAR,URBAN,_T,FEMALE,100
2009,France,UPPSEC,RURAL,_T,BOTHSEX,86
2009,France,UPPSEC,URBAN,_T,FEMALE,86
2009,France,PRIMAR,RURAL,_T,BOTHSEX,100
2009,France,UPPSEC,ALLAREA,_T,MALE,81
2009,France,UPPSEC,URBAN,_T,BOTHSEX,83
2009,France,UPPSEC,URBAN,_T,MALE,80
2009,France,UPPSEC,RURAL,_T,MALE,84
2009,France,UPPSEC,ALLAREA,_T,BOTHSEX,84
2009,France,LOWSEC,URBAN,_T,MALE,98
2010,France,UPPSEC,RURAL,_T,FEMALE,83
2010,France,UPPSEC,ALLAREA,_T,FEMALE,85
2010,France,LOWSEC,ALLAREA,_T,BOTHSEX,99
2010,France,PRIMAR,RURAL,_T,BOTHSEX,100
2010,France,UPPSEC,URBAN,_T,FEMALE,85
2010,France,UPPSEC,RURAL,_T,BOTHSEX,80
2010,France,PRIMAR,ALLAREA,_T,MALE,100
2010,France,LOWSEC,RURAL,_T,MALE,99
2010,France,LOWSEC,RURAL,_T,FEMALE,99
2010,France,LOWSEC,RURAL,_T,BOTHSEX,99
2010,France,LOWSEC,ALLAREA,_T,MALE,98
2010,France,LOWSEC,ALLAREA,_T,FEMALE,99
2010,France,LOWSEC,URBAN,_T,BOTHSEX,98
2010,France,LOWSEC,URBAN,_T,MALE,98
2010,France,UPPSEC,ALLAREA,_T,BOTHSEX,82
2010,France,UPPSEC,RURAL,_T,MALE,77
2010,France,UPPSEC,URBAN,_T,MALE,79
2010,France,UPPSEC,URBAN,_T,BOTHSEX,82
2010,France,UPPSEC,ALLAREA,_T,MALE,79
2010,France,LOWSEC,URBAN,_T,FEMALE,99
2010,France,PRIMAR,ALLAREA,_T,BOTHSEX,100
2010,France,PRIMAR,ALLAREA,_T,FEMALE,100
2010,France,PRIMAR,URBAN,_T,FEMALE,100
2010,France,PRIMAR,URBAN,_T,BOTHSEX,100
2010,France,PRIMAR,URBAN,_T,MALE,100
2010,France,PRIMAR,RURAL,_T,FEMALE,100
2010,France,PRIMAR,RURAL,_T,MALE,99
2011,France,UPPSEC,RURAL,_T,FEMALE,85
2011,France,PRIMAR,RURAL,_T,MALE,100
2011,France,PRIMAR,RURAL,_T,FEMALE,99
2011,France,PRIMAR,URBAN,_T,MALE,99
2011,France,PRIMAR,URBAN,_T,BOTHSEX,100
2011,France,PRIMAR,URBAN,_T,FEMALE,100
2011,France,PRIMAR,ALLAREA,_T,FEMALE,100
2011,France,UPPSEC,ALLAREA,_T,MALE,81
2011,France,UPPSEC,URBAN,_T,BOTHSEX,83
2011,France,UPPSEC,URBAN,_T,MALE,80
2011,France,UPPSEC,RURAL,_T,MALE,84
2011,France,UPPSEC,ALLAREA,_T,BOTHSEX,83
2011,France,LOWSEC,URBAN,_T,MALE,97
2011,France,LOWSEC,URBAN,_T,BOTHSEX,98
2011,France,UPPSEC,ALLAREA,_T,FEMALE,86
2011,France,PRIMAR,ALLAREA,_T,BOTHSEX,100
2011,France,LOWSEC,URBAN,_T,FEMALE,99
2011,France,LOWSEC,RURAL,_T,BOTHSEX,99
2011,France,LOWSEC,RURAL,_T,FEMALE,100
2011,France,LOWSEC,RURAL,_T,MALE,98
2011,France,PRIMAR,ALLAREA,_T,MALE,100
2011,France,UPPSEC,RURAL,_T,BOTHSEX,85
2011,France,UPPSEC,URBAN,_T,FEMALE,86
2011,France,PRIMAR,RURAL,_T,BOTHSEX,100
2011,France,LOWSEC,ALLAREA,_T,FEMALE,99
2011,France,LOWSEC,ALLAREA,_T,MALE,97
2011,France,LOWSEC,ALLAREA,_T,BOTHSEX,98
2012,France,LOWSEC,URBAN,_T,MALE,98
2012,France,UPPSEC,ALLAREA,_T,BOTHSEX,83
2012,France,UPPSEC,RURAL,_T,MALE,83
2012,France,UPPSEC,URBAN,_T,MALE,80
2012,France,UPPSEC,URBAN,_T,BOTHSEX,83
2012,France,UPPSEC,ALLAREA,_T,MALE,81
2012,France,PRIMAR,RURAL,_T,BOTHSEX,99
2012,France,PRIMAR,URBAN,_T,FEMALE,100
2012,France,PRIMAR,URBAN,_T,BOTHSEX,100
2012,France,PRIMAR,URBAN,_T,MALE,100
2012,France,PRIMAR,RURAL,_T,FEMALE,99
2012,France,PRIMAR,RURAL,_T,MALE,100
2012,France,UPPSEC,RURAL,_T,FEMALE,86
2012,France,UPPSEC,ALLAREA,_T,FEMALE,86
2012,France,LOWSEC,ALLAREA,_T,BOTHSEX,99
2012,France,LOWSEC,ALLAREA,_T,MALE,98
2012,France,LOWSEC,ALLAREA,_T,FEMALE,99
2012,France,LOWSEC,URBAN,_T,BOTHSEX,99
2012,France,UPPSEC,URBAN,_T,FEMALE,86
2012,France,UPPSEC,RURAL,_T,BOTHSEX,85
2012,France,PRIMAR,ALLAREA,_T,MALE,100
2012,France,LOWSEC,RURAL,_T,MALE,98
2012,France,LOWSEC,RURAL,_T,FEMALE,99
2012,France,LOWSEC,RURAL,_T,BOTHSEX,98
2012,France,LOWSEC,URBAN,_T,FEMALE,99
2012,France,PRIMAR,ALLAREA,_T,BOTHSEX,100
2012,France,PRIMAR,ALLAREA,_T,FEMALE,100
2013,France,UPPSEC,RURAL,_T,FEMALE,92
2013,France,PRIMAR,RURAL,_T,MALE,100
2013,France,LOWSEC,RURAL,_T,MALE,99
2013,France,PRIMAR,ALLAREA,_T,MALE,100
2013,France,UPPSEC,RURAL,_T,BOTHSEX,89
2013,France,UPPSEC,URBAN,_T,FEMALE,89
2013,France,PRIMAR,RURAL,_T,BOTHSEX,100
2013,France,UPPSEC,ALLAREA,_T,MALE,86
2013,France,UPPSEC,URBAN,_T,BOTHSEX,87
2013,France,PRIMAR,RURAL,_T,FEMALE,100
2013,France,PRIMAR,URBAN,_T,MALE,99
2013,France,PRIMAR,URBAN,_T,BOTHSEX,99
2013,France,PRIMAR,URBAN,_T,FEMALE,99
2013,France,PRIMAR,ALLAREA,_T,FEMALE,99
2013,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2013,France,LOWSEC,URBAN,_T,FEMALE,99
2013,France,LOWSEC,RURAL,_T,BOTHSEX,99
2013,France,LOWSEC,RURAL,_T,FEMALE,98
2013,France,UPPSEC,URBAN,_T,MALE,86
2013,France,UPPSEC,RURAL,_T,MALE,87
2013,France,UPPSEC,ALLAREA,_T,BOTHSEX,88
2013,France,UPPSEC,ALLAREA,_T,FEMALE,90
2013,France,LOWSEC,URBAN,_T,MALE,99
2013,France,LOWSEC,URBAN,_T,BOTHSEX,99
2013,France,LOWSEC,ALLAREA,_T,FEMALE,99
2013,France,LOWSEC,ALLAREA,_T,MALE,99
2013,France,LOWSEC,ALLAREA,_T,BOTHSEX,99
2014,France,UPPSEC,RURAL,_T,FEMALE,90
2014,France,LOWSEC,ALLAREA,_T,BOTHSEX,98
2014,France,LOWSEC,ALLAREA,_T,MALE,98
2014,France,LOWSEC,ALLAREA,_T,FEMALE,99
2014,France,LOWSEC,URBAN,_T,BOTHSEX,99
2014,France,LOWSEC,URBAN,_T,MALE,98
2014,France,UPPSEC,ALLAREA,_T,FEMALE,89
2014,France,LOWSEC,RURAL,_T,MALE,98
2014,France,LOWSEC,RURAL,_T,FEMALE,99
2014,France,LOWSEC,RURAL,_T,BOTHSEX,98
2014,France,LOWSEC,URBAN,_T,FEMALE,99
2014,France,PRIMAR,ALLAREA,_T,BOTHSEX,100
2014,France,PRIMAR,ALLAREA,_T,FEMALE,100
2014,France,PRIMAR,URBAN,_T,FEMALE,100
2014,France,UPPSEC,ALLAREA,_T,BOTHSEX,87
2014,France,UPPSEC,RURAL,_T,MALE,88
2014,France,UPPSEC,URBAN,_T,MALE,84
2014,France,UPPSEC,URBAN,_T,BOTHSEX,86
2014,France,UPPSEC,ALLAREA,_T,MALE,85
2014,France,PRIMAR,RURAL,_T,BOTHSEX,100
2014,France,UPPSEC,URBAN,_T,FEMALE,88
2014,France,UPPSEC,RURAL,_T,BOTHSEX,89
2014,France,PRIMAR,ALLAREA,_T,MALE,100
2014,France,PRIMAR,URBAN,_T,BOTHSEX,100
2014,France,PRIMAR,URBAN,_T,MALE,100
2014,France,PRIMAR,RURAL,_T,FEMALE,100
2014,France,PRIMAR,RURAL,_T,MALE,100
2015,France,PRIMAR,URBAN,_T,FEMALE,99
2015,France,PRIMAR,ALLAREA,_T,FEMALE,99
2015,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2015,France,LOWSEC,URBAN,_T,FEMALE,99
2015,France,LOWSEC,RURAL,_T,BOTHSEX,99
2015,France,LOWSEC,RURAL,_T,FEMALE,99
2015,France,LOWSEC,RURAL,_T,MALE,99
2015,France,UPPSEC,ALLAREA,_T,FEMALE,88
2015,France,LOWSEC,URBAN,_T,MALE,99
2015,France,LOWSEC,URBAN,_T,BOTHSEX,99
2015,France,LOWSEC,ALLAREA,_T,FEMALE,99
2015,France,LOWSEC,ALLAREA,_T,MALE,99
2015,France,LOWSEC,ALLAREA,_T,BOTHSEX,99
2015,France,UPPSEC,RURAL,_T,FEMALE,89
2015,France,PRIMAR,RURAL,_T,MALE,100
2015,France,PRIMAR,RURAL,_T,FEMALE,100
2015,France,PRIMAR,URBAN,_T,MALE,98
2015,France,PRIMAR,URBAN,_T,BOTHSEX,99
2015,France,PRIMAR,ALLAREA,_T,MALE,98
2015,France,UPPSEC,RURAL,_T,BOTHSEX,89
2015,France,UPPSEC,URBAN,_T,FEMALE,88
2015,France,PRIMAR,RURAL,_T,BOTHSEX,100
2015,France,UPPSEC,ALLAREA,_T,MALE,85
2015,France,UPPSEC,URBAN,_T,BOTHSEX,86
2015,France,UPPSEC,URBAN,_T,MALE,84
2015,France,UPPSEC,RURAL,_T,MALE,88
2015,France,UPPSEC,ALLAREA,_T,BOTHSEX,87
2016,France,UPPSEC,RURAL,_T,FEMALE,91
2016,France,UPPSEC,URBAN,_T,BOTHSEX,88
2016,France,UPPSEC,ALLAREA,_T,MALE,86
2016,France,PRIMAR,RURAL,_T,BOTHSEX,99
2016,France,UPPSEC,URBAN,_T,FEMALE,90
2016,France,UPPSEC,RURAL,_T,BOTHSEX,89
2016,France,PRIMAR,ALLAREA,_T,MALE,99
2016,France,LOWSEC,RURAL,_T,MALE,98
2016,France,PRIMAR,RURAL,_T,MALE,98
2016,France,LOWSEC,ALLAREA,_T,BOTHSEX,99
2016,France,LOWSEC,ALLAREA,_T,MALE,98
2016,France,LOWSEC,ALLAREA,_T,FEMALE,99
2016,France,LOWSEC,URBAN,_T,BOTHSEX,99
2016,France,LOWSEC,URBAN,_T,MALE,98
2016,France,UPPSEC,ALLAREA,_T,FEMALE,91
2016,France,UPPSEC,ALLAREA,_T,BOTHSEX,88
2016,France,UPPSEC,RURAL,_T,MALE,87
2016,France,UPPSEC,URBAN,_T,MALE,85
2016,France,LOWSEC,RURAL,_T,FEMALE,99
2016,France,LOWSEC,RURAL,_T,BOTHSEX,99
2016,France,LOWSEC,URBAN,_T,FEMALE,99
2016,France,PRIMAR,ALLAREA,_T,BOTHSEX,99
2016,France,PRIMAR,ALLAREA,_T,FEMALE,99
2016,France,PRIMAR,URBAN,_T,FEMALE,99
2016,France,PRIMAR,URBAN,_T,BOTHSEX,100
2016,France,PRIMAR,URBAN,_T,MALE,100
2016,France,PRIMAR,RURAL,_T,FEMALE,100
2017,France,UPPSEC,RURAL,_T,FEMALE,92
2017,France,PRIMAR,RURAL,_T,FEMALE,99
2017,France,PRIMAR,RURAL,_T,MALE,100
2017,France,PRIMAR,URBAN,_T,MALE,100
2017,France,PRIMAR,URBAN,_T,BOTHSEX,100
2017,France,PRIMAR,URBAN,_T,FEMALE,100
2017,France,PRIMAR,RURAL,_T,BOTHSEX,100
2017,France,UPPSEC,ALLAREA,_T,MALE,84
2017,France,UPPSEC,URBAN,_T,BOTHSEX,86
2017,France,UPPSEC,URBAN,_T,MALE,84
2017,France,UPPSEC,RURAL,_T,MALE,84
2017,France,UPPSEC,ALLAREA,_T,BOTHSEX,87
2017,France,UPPSEC,ALLAREA,_T,FEMALE,90
2017,France,PRIMAR,ALLAREA,_T,FEMALE,99
2017,France,PRIMAR,ALLAREA,_T,BOTHSEX,100
2017,France,LOWSEC,URBAN,_T,FEMALE,99
2017,France,LOWSEC,RURAL,_T,BOTHSEX,98
2017,France,LOWSEC,RURAL,_T,FEMALE,99
2017,France,LOWSEC,RURAL,_T,MALE,96
2017,France,PRIMAR,ALLAREA,_T,MALE,100
