Year,GeoAreaName,Type of product,Value
2010,Albania,NMM,5.10861
2010,Albania,FOF,0.13937
2010,Albania,GBO,1.3768
2010,Albania,GAS,0.00328
2010,Albania,WCH,0.00323
2011,Albania,CPR,0.37672
2011,Albania,ALP,9.45897
2011,Albania,PET,0.10132
2011,Albania,ONT,0
2011,Albania,FOF,0.20819
2011,Albania,NMC,4.95264
2011,Albania,NMM,5.32847
2011,Albania,CRO,1.04489
2011,Albania,WOD,0.29535
2011,Albania,GAS,0.00386
2011,Albania,WCH,0.00369
2011,Albania,GBO,1.36237
2011,Albania,MEO,0.13142
2011,Albania,NFO,0.33433
2011,Albania,NMA,0.37584
2011,Albania,FEO,-0.20291
2011,Albania,BIM,3.08301
2011,Albania,COL,0.10302
2012,Albania,COL,0.12109
2012,Albania,ONT,0
2012,Albania,WOD,0.26894
2012,Albania,NMC,4.95679
2012,Albania,BIM,3.15637
2012,Albania,PET,0.03797
2012,Albania,MEO,0.17861
2012,Albania,WCH,0.00441
2012,Albania,NMM,5.32117
2012,Albania,ALP,9.3338
2012,Albania,FEO,-0.07049
2012,Albania,GBO,1.407
2012,Albania,NFO,0.2491
2012,Albania,CRO,1.07193
2012,Albania,FOF,0.16285
2012,Albania,NMA,0.36439
2012,Albania,CPR,0.40409
2012,Albania,GAS,0.00379
2013,Albania,COL,0.17602
2013,Albania,CRO,1.06827
2013,Albania,FOF,0.19387
2013,Albania,WCH,0.00524
2013,Albania,GBO,1.42612
2013,Albania,ALP,8.08551
2013,Albania,MEO,0.11633
2013,Albania,ONT,0
2013,Albania,GAS,0.00421
2013,Albania,FEO,-0.07928
2013,Albania,NFO,0.19561
2013,Albania,BIM,3.18761
2013,Albania,NMA,0.29494
2013,Albania,NMC,3.63229
2013,Albania,PET,0.01365
2013,Albania,WOD,0.28903
2013,Albania,NMM,3.92723
2013,Albania,CPR,0.39895
2014,Albania,PET,0.12464
2014,Albania,NMA,0.30947
2014,Albania,WOD,0.28869
2014,Albania,WCH,0.00532
2014,Albania,NMM,5.47648
2014,Albania,CPR,0.40426
2014,Albania,FOF,0.35961
2014,Albania,NMC,5.16701
2014,Albania,FEO,-0.08453
2014,Albania,ONT,0
2014,Albania,ALP,10.19502
2014,Albania,BIM,3.21053
2014,Albania,MEO,0.27751
2014,Albania,GAS,0.00718
2014,Albania,NFO,0.36204
2014,Albania,CRO,1.06295
2014,Albania,COL,0.22779
2014,Albania,GBO,1.44931
2015,Albania,FOF,0.3589
2015,Albania,NMA,0.44974
2015,Albania,WCH,0.00611
2015,Albania,NFO,0.32639
2015,Albania,PET,0.10102
2015,Albania,WOD,0.28835
2015,Albania,ONT,0
2015,Albania,CRO,1.08491
2015,Albania,MEO,0.29182
2015,Albania,GAS,0.00793
2015,Albania,GBO,1.46942
2015,Albania,CPR,0.40175
2015,Albania,ALP,9.49966
2015,Albania,BIM,3.25054
2015,Albania,NMC,4.62429
2015,Albania,COL,0.24995
2015,Albania,NMM,5.07403
2015,Albania,FEO,-0.03457
2016,Albania,ONT,0
2016,Albania,CRO,1.13173
2016,Albania,NMM,6.7885
2016,Albania,PET,0.0582
2016,Albania,CPR,0.40453
2016,Albania,GBO,1.46879
2016,Albania,MEO,0.3387
2016,Albania,WCH,0.00542
2016,Albania,NMC,6.34251
2016,Albania,GAS,0.02063
2016,Albania,BIM,3.30121
2016,Albania,COL,0.21169
2016,Albania,WOD,0.29074
2016,Albania,NFO,0.28868
2016,Albania,NMA,0.44599
2016,Albania,FOF,0.29052
2016,Albania,ALP,11.56927
2016,Albania,FEO,0.05002
2017,Albania,FEO,-0.04513
2017,Albania,NMC,6.33208
2017,Albania,CPR,0.41191
2017,Albania,MEO,0.2836
2017,Albania,NMA,0.33724
2017,Albania,NFO,0.32873
2017,Albania,CRO,1.08278
2017,Albania,FOF,0.44837
2017,Albania,NMM,6.66932
2017,Albania,GAS,0.02136
2017,Albania,WOD,0.29212
2017,Albania,ALP,11.19982
2017,Albania,GBO,1.42762
2017,Albania,PET,0.16328
2017,Albania,BIM,3.22093
2017,Albania,ONT,0
2017,Albania,COL,0.26373
2017,Albania,WCH,0.00649
2018,Albania,WOD,0.29228
2018,Albania,CPR,0.41115
2018,Albania,GAS,0.0192
2018,Albania,PET,0.11374
2018,Albania,MEO,0.53976
2018,Albania,NMC,5.8067
2018,Albania,NMA,0.24819
2018,Albania,GBO,1.39936
2018,Albania,ALP,11.03644
2018,Albania,BIM,3.22208
2018,Albania,FEO,-0.05392
2018,Albania,CRO,1.11263
2018,Albania,ONT,0
2018,Albania,COL,0.36107
2018,Albania,FOF,0.49401
2018,Albania,NMM,6.05489
2018,Albania,NFO,0.59368
2018,Albania,WCH,0.00667
2019,Albania,NMC,5.82436
2019,Albania,GAS,0.02045
2019,Albania,GBO,1.37844
2019,Albania,NMM,6.08436
2019,Albania,ONT,0
2019,Albania,MEO,0.56043
2019,Albania,PET,0.11713
2019,Albania,FOF,0.49852
2019,Albania,WCH,0.00691
2019,Albania,NMA,0.26
2019,Albania,ALP,10.9993
2019,Albania,FEO,-0.05882
2019,Albania,BIM,3.31432
2019,Albania,NFO,0.61925
2019,Albania,WOD,0.31218
2019,Albania,COL,0.36094
2019,Albania,CPR,0.42396
2019,Albania,CRO,1.19282
2000,Azerbaijan,GBO,0.92122
2000,Azerbaijan,BIM,1.86562
2000,Azerbaijan,WCH,0.00174
2000,Azerbaijan,FOF,1.30244
2000,Azerbaijan,COL,0
2000,Azerbaijan,MEO,0.0724
2000,Azerbaijan,GAS,0.50684
2000,Azerbaijan,CPR,0.37236
2000,Azerbaijan,ONT,0
2000,Azerbaijan,CRO,0.55605
2000,Azerbaijan,NMM,0.66277
2000,Azerbaijan,ALP,3.95431
2000,Azerbaijan,NMA,0.02004
2000,Azerbaijan,FEO,0.02264
2000,Azerbaijan,PET,1.0411
2000,Azerbaijan,NFO,0.04342
2000,Azerbaijan,WOD,0.0142
2000,Azerbaijan,NMC,0.58111
2001,Azerbaijan,CPR,0.46671
2001,Azerbaijan,BIM,2.06574
2001,Azerbaijan,ALP,4.12235
2001,Azerbaijan,NMM,0.80726
2001,Azerbaijan,NFO,0.00793
2001,Azerbaijan,GAS,0.72132
2001,Azerbaijan,NMC,0.74433
2001,Azerbaijan,MEO,0.03545
2001,Azerbaijan,ONT,0
2001,Azerbaijan,WCH,0.00133
2001,Azerbaijan,NMA,0.01758
2001,Azerbaijan,PET,0.79413
2001,Azerbaijan,COL,0
2001,Azerbaijan,FEO,0.01997
2001,Azerbaijan,FOF,1.26224
2001,Azerbaijan,GBO,0.94458
2001,Azerbaijan,CRO,0.638
2001,Azerbaijan,WOD,0.01361
2002,Azerbaijan,WCH,0.00175
2002,Azerbaijan,CPR,0.50831
2002,Azerbaijan,GBO,0.9782
2002,Azerbaijan,NMA,0.01715
2002,Azerbaijan,PET,0.78558
2002,Azerbaijan,NFO,0.01577
2002,Azerbaijan,ALP,4.70913
2002,Azerbaijan,GAS,0.72934
2002,Azerbaijan,NMC,1.18923
2002,Azerbaijan,WOD,0.01908
2002,Azerbaijan,BIM,2.20447
2002,Azerbaijan,CRO,0.6981
2002,Azerbaijan,FOF,1.2185
2002,Azerbaijan,FEO,0.04032
2002,Azerbaijan,MEO,0.06647
2002,Azerbaijan,NMM,1.26291
2002,Azerbaijan,COL,0
2002,Azerbaijan,ONT,0
2003,Azerbaijan,ONT,0
2003,Azerbaijan,GBO,1.01094
2003,Azerbaijan,WCH,0.00143
2003,Azerbaijan,FEO,0.05177
2003,Azerbaijan,ALP,5.24627
2003,Azerbaijan,COL,0
2003,Azerbaijan,MEO,0.10834
2003,Azerbaijan,BIM,2.24061
2003,Azerbaijan,NMC,1.52126
2003,Azerbaijan,WOD,0.01898
2003,Azerbaijan,NFO,0.04002
2003,Azerbaijan,CRO,0.71535
2003,Azerbaijan,PET,0.76977
2003,Azerbaijan,NMA,0.02153
2003,Azerbaijan,CPR,0.49442
2003,Azerbaijan,NMM,1.62306
2003,Azerbaijan,GAS,0.73159
2003,Azerbaijan,FOF,1.30922
2004,Azerbaijan,WOD,0.02207
2004,Azerbaijan,WCH,0.0015
2004,Azerbaijan,ALP,6.08156
2004,Azerbaijan,FOF,1.36306
2004,Azerbaijan,BIM,2.33865
2004,Azerbaijan,PET,0.78329
2004,Azerbaijan,NMA,0.02407
2004,Azerbaijan,NMC,2.21903
2004,Azerbaijan,NFO,0.07595
2004,Azerbaijan,GAS,0.79579
2004,Azerbaijan,CPR,0.52619
2004,Azerbaijan,MEO,0.14926
2004,Azerbaijan,NMM,2.36693
2004,Azerbaijan,COL,0
2004,Azerbaijan,FEO,0.05526
2004,Azerbaijan,CRO,0.75272
2004,Azerbaijan,GBO,1.03288
2004,Azerbaijan,ONT,0
2005,Azerbaijan,NFO,0.08919
2005,Azerbaijan,WOD,0.03544
2005,Azerbaijan,WCH,0.00143
2005,Azerbaijan,ONT,0
2005,Azerbaijan,NMM,2.83443
2005,Azerbaijan,GAS,0.80893
2005,Azerbaijan,GBO,1.05186
2005,Azerbaijan,CRO,0.77807
2005,Azerbaijan,FOF,1.5105
2005,Azerbaijan,PET,0.94013
2005,Azerbaijan,COL,0
2005,Azerbaijan,NMA,0.02899
2005,Azerbaijan,ALP,6.95897
2005,Azerbaijan,MEO,0.14495
2005,Azerbaijan,CPR,0.54135
2005,Azerbaijan,NMC,2.62011
2005,Azerbaijan,FEO,0.03378
2005,Azerbaijan,BIM,2.40299
2006,Azerbaijan,NMC,3.1119
2006,Azerbaijan,NFO,0.09638
2006,Azerbaijan,WOD,0.03986
2006,Azerbaijan,ONT,0
2006,Azerbaijan,GAS,0.86665
2006,Azerbaijan,COL,0
2006,Azerbaijan,PET,0.88197
2006,Azerbaijan,ALP,7.6171
2006,Azerbaijan,FEO,0.05301
2006,Azerbaijan,CPR,0.51097
2006,Azerbaijan,FOF,1.419
2006,Azerbaijan,GBO,1.064
2006,Azerbaijan,NMA,0.03297
2006,Azerbaijan,BIM,2.38663
2006,Azerbaijan,MEO,0.1725
2006,Azerbaijan,NMM,3.3573
2006,Azerbaijan,WCH,0.0013
2006,Azerbaijan,CRO,0.78786
2007,Azerbaijan,ALP,7.89291
2007,Azerbaijan,COL,0.00079
2007,Azerbaijan,WOD,0.04898
2007,Azerbaijan,NMC,3.30163
2007,Azerbaijan,FOF,1.26095
2007,Azerbaijan,FEO,0.06537
2007,Azerbaijan,GAS,0.71281
2007,Azerbaijan,CRO,0.81529
2007,Azerbaijan,PET,0.88315
2007,Azerbaijan,CPR,0.48946
2007,Azerbaijan,NMA,0.03309
2007,Azerbaijan,MEO,0.15274
2007,Azerbaijan,NMM,3.57692
2007,Azerbaijan,NFO,0.05947
2007,Azerbaijan,ONT,0
2007,Azerbaijan,BIM,2.41482
2007,Azerbaijan,GBO,1.07256
2007,Azerbaijan,WCH,0.00106
2008,Azerbaijan,NFO,0.07544
2008,Azerbaijan,CPR,0.56261
2008,Azerbaijan,WOD,0.05075
2008,Azerbaijan,FEO,0.07395
2008,Azerbaijan,ALP,9.01569
2008,Azerbaijan,NMM,4.14553
2008,Azerbaijan,GAS,0.86921
2008,Azerbaijan,PET,0.85347
2008,Azerbaijan,ONT,0
2008,Azerbaijan,WCH,0.00146
2008,Azerbaijan,CRO,0.84186
2008,Azerbaijan,FOF,1.40334
2008,Azerbaijan,BIM,2.53572
2008,Azerbaijan,NMC,3.79612
2008,Azerbaijan,GBO,1.08748
2008,Azerbaijan,COL,0.00122
2008,Azerbaijan,NMA,0.04836
2008,Azerbaijan,MEO,0.1916
2009,Azerbaijan,COL,0.00088
2009,Azerbaijan,BIM,2.5891
2009,Azerbaijan,GBO,1.09685
2009,Azerbaijan,ONT,0
2009,Azerbaijan,NFO,0.01739
2009,Azerbaijan,CRO,0.83112
2009,Azerbaijan,FOF,1.23932
2009,Azerbaijan,FEO,0.07053
2009,Azerbaijan,NMC,3.45671
2009,Azerbaijan,WCH,0.00163
2009,Azerbaijan,NMA,0.02543
2009,Azerbaijan,MEO,0.11964
2009,Azerbaijan,WOD,0.0459
2009,Azerbaijan,GAS,0.81148
2009,Azerbaijan,NMM,3.73669
2009,Azerbaijan,ALP,8.46029
2009,Azerbaijan,PET,0.66987
2009,Azerbaijan,CPR,0.61915
2010,Azerbaijan,ONT,0
2010,Azerbaijan,GBO,1.10116
2010,Azerbaijan,GAS,0.80688
2010,Azerbaijan,CPR,0.45057
2010,Azerbaijan,ALP,8.38589
2010,Azerbaijan,FEO,0.05248
2010,Azerbaijan,WOD,0.03376
2010,Azerbaijan,NMA,0.03019
2010,Azerbaijan,COL,0.00087
2010,Azerbaijan,BIM,2.39882
2010,Azerbaijan,MEO,0.20601
2010,Azerbaijan,FOF,1.24957
2010,Azerbaijan,NFO,0.1219
2010,Azerbaijan,NMM,3.56072
2010,Azerbaijan,CRO,0.80159
2010,Azerbaijan,WCH,0.00175
2010,Azerbaijan,NMC,3.30101
2010,Azerbaijan,PET,0.69188
2011,Azerbaijan,ALP,8.83412
2011,Azerbaijan,PET,0.70499
2011,Azerbaijan,FOF,1.23291
2011,Azerbaijan,MEO,0.24305
2011,Azerbaijan,FEO,0.09948
2011,Azerbaijan,WOD,0.05457
2011,Azerbaijan,NMC,3.62477
2011,Azerbaijan,GAS,0.72653
2011,Azerbaijan,CRO,0.84575
2011,Azerbaijan,NFO,0.11158
2011,Azerbaijan,NMA,0.03052
2011,Azerbaijan,COL,0.00064
2011,Azerbaijan,WCH,0.00214
2011,Azerbaijan,ONT,0
2011,Azerbaijan,CPR,0.52556
2011,Azerbaijan,GBO,1.09305
2011,Azerbaijan,BIM,2.52122
2011,Azerbaijan,NMM,3.90946
2012,Azerbaijan,CRO,0.87106
2012,Azerbaijan,WCH,0.00225
2012,Azerbaijan,MEO,0.24116
2012,Azerbaijan,ONT,0
2012,Azerbaijan,NFO,0.10843
2012,Azerbaijan,GBO,1.09145
2012,Azerbaijan,FEO,0.09323
2012,Azerbaijan,BIM,2.58966
2012,Azerbaijan,NMA,0.03128
2012,Azerbaijan,NMM,4.81013
2012,Azerbaijan,WOD,0.0455
2012,Azerbaijan,COL,0.00053
2012,Azerbaijan,PET,0.6978
2012,Azerbaijan,CPR,0.57443
2012,Azerbaijan,NMC,4.49452
2012,Azerbaijan,FOF,1.3433
2012,Azerbaijan,ALP,9.92828
2012,Azerbaijan,GAS,0.79688
2013,Azerbaijan,GBO,1.08772
2013,Azerbaijan,GAS,0.78519
2013,Azerbaijan,COL,0.00052
2013,Azerbaijan,NMA,0.04483
2013,Azerbaijan,BIM,2.66457
2013,Azerbaijan,CPR,0.59441
2013,Azerbaijan,WCH,0.00282
2013,Azerbaijan,FEO,0.08593
2013,Azerbaijan,PET,0.70727
2013,Azerbaijan,NFO,0.0915
2013,Azerbaijan,WOD,0.07788
2013,Azerbaijan,CRO,0.89587
2013,Azerbaijan,MEO,0.21313
2013,Azerbaijan,ONT,0
2013,Azerbaijan,NMM,5.65883
2013,Azerbaijan,NMC,5.2899
2013,Azerbaijan,FOF,1.3452
2013,Azerbaijan,ALP,10.96901
2014,Azerbaijan,NMM,5.03859
2014,Azerbaijan,WCH,0.00209
2014,Azerbaijan,BIM,2.46529
2014,Azerbaijan,NMA,0.03647
2014,Azerbaijan,FOF,1.31038
2014,Azerbaijan,NFO,0.10802
2014,Azerbaijan,WOD,0.04868
2014,Azerbaijan,ALP,10.06854
2014,Azerbaijan,COL,0.00021
2014,Azerbaijan,FEO,0.08048
2014,Azerbaijan,CRO,0.81373
2014,Azerbaijan,PET,0.70787
2014,Azerbaijan,GBO,1.08163
2014,Azerbaijan,ONT,0
2014,Azerbaijan,NMC,4.74176
2014,Azerbaijan,GAS,0.78664
2014,Azerbaijan,MEO,0.22044
2014,Azerbaijan,CPR,0.48356
2015,Azerbaijan,WOD,0.06375
2015,Azerbaijan,CRO,0.88345
2015,Azerbaijan,NFO,0.12583
2015,Azerbaijan,PET,0.66498
2015,Azerbaijan,FOF,1.28899
2015,Azerbaijan,GBO,1.07081
2015,Azerbaijan,ALP,8.24197
2015,Azerbaijan,WCH,0.00157
2015,Azerbaijan,ONT,0
2015,Azerbaijan,GAS,0.80251
2015,Azerbaijan,FEO,0.12828
2015,Azerbaijan,NMA,0.03469
2015,Azerbaijan,NMC,3.06246
2015,Azerbaijan,CPR,0.57353
2015,Azerbaijan,NMM,3.17412
2015,Azerbaijan,COL,0.0001
2015,Azerbaijan,BIM,2.61002
2015,Azerbaijan,MEO,0.27618
2016,Azerbaijan,MEO,0.20584
2016,Azerbaijan,CRO,0.8784
2016,Azerbaijan,BIM,2.60815
2016,Azerbaijan,WOD,0.07444
2016,Azerbaijan,WCH,0.00261
2016,Azerbaijan,ONT,0
2016,Azerbaijan,ALP,7.848
2016,Azerbaijan,NFO,0.12454
2016,Azerbaijan,CPR,0.60142
2016,Azerbaijan,NMM,2.77673
2016,Azerbaijan,GAS,0.78412
2016,Azerbaijan,FEO,0.05717
2016,Azerbaijan,FOF,1.28169
2016,Azerbaijan,GBO,1.05281
2016,Azerbaijan,NMA,0.03297
2016,Azerbaijan,NMC,2.69101
2016,Azerbaijan,COL,0.0001
2016,Azerbaijan,PET,0.61296
2017,Azerbaijan,GAS,0.80822
2017,Azerbaijan,COL,0.0002
2017,Azerbaijan,MEO,0.29225
2017,Azerbaijan,NFO,0.20817
2017,Azerbaijan,BIM,2.6304
2017,Azerbaijan,CPR,0.60827
2017,Azerbaijan,WCH,0.00377
2017,Azerbaijan,FEO,0.06719
2017,Azerbaijan,ONT,0
2017,Azerbaijan,ALP,8.4725
2017,Azerbaijan,CRO,0.90398
2017,Azerbaijan,NMC,3.07273
2017,Azerbaijan,NMA,0.04307
2017,Azerbaijan,PET,0.58954
2017,Azerbaijan,NMM,3.11825
2017,Azerbaijan,WOD,0.0792
2017,Azerbaijan,GBO,1.02907
2017,Azerbaijan,FOF,1.36539
2018,Azerbaijan,ALP,9.19706
2018,Azerbaijan,NMC,3.61104
2018,Azerbaijan,WOD,0.08995
2018,Azerbaijan,COL,0.0001
2018,Azerbaijan,GAS,0.77979
2018,Azerbaijan,CRO,0.88888
2018,Azerbaijan,FEO,0.04399
2018,Azerbaijan,CPR,0.65682
2018,Azerbaijan,ONT,0
2018,Azerbaijan,NFO,0.23548
2018,Azerbaijan,NMA,0.03533
2018,Azerbaijan,BIM,2.64722
2018,Azerbaijan,FOF,1.32151
2018,Azerbaijan,NMM,3.63914
2018,Azerbaijan,GBO,1.01064
2018,Azerbaijan,MEO,0.2988
2018,Azerbaijan,WCH,0.00212
2018,Azerbaijan,PET,0.61224
2019,Azerbaijan,CPR,0.6646
2019,Azerbaijan,MEO,0.3384
2019,Azerbaijan,NFO,0.26556
2019,Azerbaijan,PET,0.51096
2019,Azerbaijan,NMA,0.04361
2019,Azerbaijan,ONT,0
2019,Azerbaijan,FEO,0.04458
2019,Azerbaijan,WOD,0.09021
2019,Azerbaijan,ALP,9.38559
2019,Azerbaijan,GAS,0.81606
2019,Azerbaijan,FOF,1.25465
2019,Azerbaijan,CRO,0.9588
2019,Azerbaijan,COL,0.00007
2019,Azerbaijan,BIM,2.73003
2019,Azerbaijan,NMC,3.67407
2019,Azerbaijan,WCH,0.0022
2019,Azerbaijan,NMM,3.68709
2019,Azerbaijan,GBO,1.0135
2000,Austria,NMA,0.58512
2000,Austria,MEO,0.65602
2000,Austria,ONT,0
2000,Austria,NMC,10.75213
2000,Austria,PET,1.10072
2000,Austria,FEO,0.03228
2000,Austria,CPR,0.46448
2000,Austria,WOD,1.10292
2000,Austria,COL,0.808
2000,Austria,GAS,0.69997
2000,Austria,NMM,11.33725
2000,Austria,CRO,1.32992
2000,Austria,ALP,18.91716
2000,Austria,NFO,0.62374
2000,Austria,FOF,2.60869
2000,Austria,BIM,4.5509
2000,Austria,GBO,1.64665
2000,Austria,WCH,0.00694
2001,Austria,CRO,1.39444
2001,Austria,GAS,0.66374
2001,Austria,FOF,2.68689
2001,Austria,NMA,0.54612
2001,Austria,PET,1.16291
2001,Austria,BIM,4.53977
2001,Austria,ALP,17.8558
2001,Austria,FEO,0.02138
2001,Austria,CPR,0.499
2001,Austria,WCH,0.00727
2001,Austria,GBO,1.63365
2001,Austria,COL,0.86024
2001,Austria,MEO,0.6723
2001,Austria,NMM,11.07289
2001,Austria,WOD,1.00541
2001,Austria,NMC,10.52677
2001,Austria,ONT,0
2001,Austria,NFO,0.65092
2002,Austria,WCH,0.0061
2002,Austria,ONT,0
2002,Austria,NMA,0.55322
2002,Austria,NMC,10.60079
2002,Austria,CPR,0.49109
2002,Austria,NMM,11.15401
2002,Austria,FOF,2.7797
2002,Austria,MEO,0.61839
2002,Austria,GBO,1.59822
2002,Austria,COL,0.91168
2002,Austria,ALP,18.12766
2002,Austria,CRO,1.3956
2002,Austria,GAS,0.67001
2002,Austria,PET,1.198
2002,Austria,FEO,-0.00769
2002,Austria,NFO,0.62608
2002,Austria,BIM,4.55171
2002,Austria,WOD,1.06071
2003,Austria,WOD,1.14101
2003,Austria,CRO,1.23048
2003,Austria,MEO,1.34548
2003,Austria,NMC,10.52009
2003,Austria,WCH,0.00688
2003,Austria,NMA,0.75455
2003,Austria,COL,0.86523
2003,Austria,FEO,0.69566
2003,Austria,GBO,1.56387
2003,Austria,ONT,0
2003,Austria,GAS,0.77283
2003,Austria,FOF,2.76003
2003,Austria,ALP,18.95278
2003,Austria,NMM,11.27464
2003,Austria,BIM,4.3771
2003,Austria,NFO,0.64982
2003,Austria,CPR,0.43486
2003,Austria,PET,1.12196
2004,Austria,BIM,4.77966
2004,Austria,NFO,0.62444
2004,Austria,CRO,1.49205
2004,Austria,ALP,19.83445
2004,Austria,NMA,0.75389
