Year,GeoAreaName,Age,Sex,Value
2000,Albania,,BOTHSEX,0.11
2001,Albania,,BOTHSEX,0.33
2002,Albania,,BOTHSEX,0.39
2003,Albania,,BOTHSEX,0.97
2004,Albania,,BOTHSEX,2.42
2005,Albania,,BOTHSEX,6.04
2006,Albania,,BOTHSEX,9.61
2007,Albania,,BOTHSEX,15.04
2008,Albania,,BOTHSEX,23.86
2009,Albania,,BOTHSEX,41.20
2010,Albania,,BOTHSEX,45.00
2011,Albania,,BOTHSEX,47.00
2012,Albania,,BOTHSEX,49.40
2013,Albania,,BOTHSEX,51.80
2014,Albania,,BOTHSEX,54.30
2015,Albania,,BOTHSEX,56.90
2016,Albania,,BOTHSEX,59.60
2017,Albania,,BOTHSEX,62.40
2018,Albania,,BOTHSEX,65.40
2019,Albania,,BOTHSEX,68.55
2019,Albania,,FEMALE,65.96
2019,Albania,,MALE,71.16
2020,Albania,,BOTHSEX,72.24
2020,Albania,,FEMALE,71.25
2020,Albania,,MALE,73.24
2021,Albania,,BOTHSEX,79.32
2000,Estonia,,BOTHSEX,28.58
2001,Estonia,,BOTHSEX,31.53
2002,Estonia,,BOTHSEX,41.52
2003,Estonia,,BOTHSEX,45.32
2004,Estonia,,MALE,52.81
2004,Estonia,,FEMALE,53.54
2004,Estonia,,BOTHSEX,53.20
2005,Estonia,,FEMALE,58.86
2005,Estonia,,MALE,64.40
2005,Estonia,,BOTHSEX,61.45
2006,Estonia,,BOTHSEX,63.51
2006,Estonia,,FEMALE,62.55
2006,Estonia,,MALE,64.62
2007,Estonia,,BOTHSEX,66.19
2007,Estonia,,FEMALE,66.02
2007,Estonia,,MALE,66.39
2008,Estonia,,BOTHSEX,70.58
2008,Estonia,,FEMALE,70.36
2008,Estonia,,MALE,70.83
2009,Estonia,,BOTHSEX,72.50
2009,Estonia,,FEMALE,72.66
2009,Estonia,,MALE,72.01
2010,Estonia,,BOTHSEX,74.10
2010,Estonia,,FEMALE,75.33
2010,Estonia,,MALE,75.03
2011,Estonia,,FEMALE,77.23
2011,Estonia,,MALE,75.68
2011,Estonia,,BOTHSEX,76.50
2012,Estonia,,BOTHSEX,78.39
2012,Estonia,,FEMALE,77.19
2012,Estonia,,MALE,78.67
2013,Estonia,,BOTHSEX,80.00
2013,Estonia,,FEMALE,79.17
2013,Estonia,,MALE,80.94
2014,Estonia,,FEMALE,83.81
2014,Estonia,,BOTHSEX,84.24
2014,Estonia,,MALE,84.71
2015,Estonia,,BOTHSEX,88.41
2015,Estonia,,FEMALE,87.43
2021,Albania,,FEMALE,78.35
2021,Albania,,MALE,80.31
2000,Azerbaijan,,BOTHSEX,0.15
2001,Azerbaijan,,BOTHSEX,0.31
2002,Azerbaijan,,BOTHSEX,5.00
