Year,GeoAreaName,Education level,Location,Quantile,Value
2016,Georgia,PRIMAR,ALLAREA,_T,1
2017,Georgia,PRIMAR,ALLAREA,_T,0.999
2017,Georgia,LOWSEC,ALLAREA,_T,1.0091
2017,Georgia,UPPSEC,ALLAREA,_T,1.02378
2018,Georgia,PRIMAR,ALLAREA,Q2,1
2018,Georgia,UPPSEC,ALLAREA,_T,1.07859
2018,Georgia,PRIMAR,ALLAREA,Q4,1
2018,Georgia,LOWSEC,RURAL,Q3,0.9261
2018,Albania,LOWSEC,ALLAREA,_T,1.01238
2018,Albania,PRIMAR,ALLAREA,_T,1.01224
2019,Albania,PRIMAR,ALLAREA,_T,1.01224
2019,Albania,LOWSEC,ALLAREA,_T,1.0134
2019,Albania,UPPSEC,ALLAREA,_T,1.05201
2020,Albania,UPPSEC,ALLAREA,_T,1.05361
2020,Albania,LOWSEC,ALLAREA,_T,1.01339
2020,Albania,PRIMAR,ALLAREA,_T,1.01325
2000,Azerbaijan,PRIMAR,ALLAREA,_T,0.99681
2016,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.15385
2000,Bulgaria,LOWSEC,ALLAREA,_T,0.99454
2000,Bulgaria,PRIMAR,ALLAREA,_T,0.99497
2000,Bulgaria,UPPSEC,ALLAREA,_T,1.01511
2001,Bulgaria,UPPSEC,ALLAREA,_T,1.01513
2001,Bulgaria,PRIMAR,ALLAREA,_T,0.99497
2001,Bulgaria,LOWSEC,ALLAREA,_T,0.99344
2002,Bulgaria,LOWSEC,ALLAREA,_T,0.99235
2002,Bulgaria,PRIMAR,ALLAREA,_T,0.99598
2018,Georgia,LOWSEC,URBAN,_T,1.01469
2018,Georgia,PRIMAR,RURAL,Q3,1.00107
2018,Georgia,PRIMAR,RURAL,_T,1.00023
2018,Georgia,LOWSEC,URBAN,Q4,1.01925
2018,Georgia,PRIMAR,ALLAREA,Q5,1.00411
2018,Georgia,LOWSEC,URBAN,Q5,1
2018,Georgia,LOWSEC,URBAN,Q2,0
2018,Georgia,UPPSEC,ALLAREA,Q5,1.06674
2018,Georgia,UPPSEC,RURAL,_T,0.93917
2018,Georgia,UPPSEC,URBAN,Q1,0
2018,Georgia,UPPSEC,URBAN,_T,1.11219
2018,Georgia,PRIMAR,URBAN,_T,0.99992
2018,Georgia,LOWSEC,ALLAREA,Q1,0.96454
2018,Georgia,PRIMAR,URBAN,Q1,1
2018,Georgia,LOWSEC,ALLAREA,Q5,1
2018,Georgia,LOWSEC,ALLAREA,Q4,1.01925
2018,Georgia,LOWSEC,ALLAREA,Q2,1.04114
2018,Georgia,LOWSEC,ALLAREA,Q3,0.98346
2018,Georgia,UPPSEC,ALLAREA,Q2,0.95616
2018,Georgia,UPPSEC,ALLAREA,Q1,0.96317
2018,Georgia,LOWSEC,URBAN,Q1,0
2018,Georgia,PRIMAR,ALLAREA,_T,1.00004
2018,Georgia,UPPSEC,URBAN,Q4,1.13562
2018,Georgia,UPPSEC,URBAN,Q5,1.06674
2000,Azerbaijan,LOWSEC,ALLAREA,_T,0.96433
2000,Azerbaijan,UPPSEC,ALLAREA,_T,0.93175
2001,Azerbaijan,UPPSEC,ALLAREA,_T,0.92679
2001,Azerbaijan,LOWSEC,ALLAREA,_T,0.95614
2001,Azerbaijan,PRIMAR,ALLAREA,_T,0.99185
2002,Azerbaijan,PRIMAR,ALLAREA,_T,0.99185
2002,Azerbaijan,LOWSEC,ALLAREA,_T,0.95529
2002,Azerbaijan,UPPSEC,ALLAREA,_T,0.93732
2003,Azerbaijan,UPPSEC,ALLAREA,_T,0.94444
2018,Georgia,UPPSEC,URBAN,Q2,0
2018,Georgia,UPPSEC,URBAN,Q3,1.10799
2018,Georgia,PRIMAR,ALLAREA,Q1,1
2018,Georgia,UPPSEC,ALLAREA,Q3,1.08727
2018,Georgia,UPPSEC,ALLAREA,Q4,1.13562
2018,Georgia,UPPSEC,RURAL,Q2,0.89102
2018,Georgia,UPPSEC,RURAL,Q3,1.01405
2018,Georgia,UPPSEC,RURAL,Q1,0.94248
2018,Georgia,PRIMAR,ALLAREA,Q3,0.99614
2018,Georgia,LOWSEC,URBAN,Q3,1.01847
2018,Georgia,LOWSEC,RURAL,Q2,1.0372
2018,Georgia,PRIMAR,RURAL,Q2,1
2018,Georgia,LOWSEC,RURAL,Q1,0.95285
2018,Georgia,LOWSEC,RURAL,_T,0.98498
2018,Georgia,PRIMAR,RURAL,Q1,1
2018,Georgia,LOWSEC,ALLAREA,_T,1.00135
2002,Bulgaria,UPPSEC,ALLAREA,_T,1.01641
2003,Bulgaria,UPPSEC,ALLAREA,_T,1.01643
2003,Bulgaria,PRIMAR,ALLAREA,_T,0.99598
2003,Bulgaria,LOWSEC,ALLAREA,_T,0.99236
2004,Bulgaria,LOWSEC,ALLAREA,_T,0.99236
2004,Bulgaria,PRIMAR,ALLAREA,_T,0.99698
2004,Bulgaria,UPPSEC,ALLAREA,_T,1.01641
2005,Bulgaria,UPPSEC,ALLAREA,_T,1.01261
2005,Bulgaria,PRIMAR,ALLAREA,_T,0.99598
2005,Bulgaria,LOWSEC,ALLAREA,_T,0.99345
2006,Bulgaria,LOWSEC,ALLAREA,_T,0.99394
2006,Bulgaria,PRIMAR,ALLAREA,_T,0.99286
2006,Bulgaria,UPPSEC,ALLAREA,_T,1.01901
2007,Bulgaria,UPPSEC,ALLAREA,_T,0.99941
2007,Bulgaria,PRIMAR,ALLAREA,_T,1.00031
2007,Bulgaria,LOWSEC,ALLAREA,_T,1.01282
2008,Bulgaria,LOWSEC,ALLAREA,_T,0.99131
2008,Bulgaria,PRIMAR,ALLAREA,_T,0.97997
2008,Bulgaria,UPPSEC,ALLAREA,_T,0.97912
2003,Azerbaijan,LOWSEC,ALLAREA,_T,0.95445
2003,Azerbaijan,PRIMAR,ALLAREA,_T,0.99185
2004,Azerbaijan,PRIMAR,ALLAREA,_T,0.99084
2004,Azerbaijan,LOWSEC,ALLAREA,_T,0.9568
2004,Azerbaijan,UPPSEC,ALLAREA,_T,0.94587
2005,Azerbaijan,UPPSEC,ALLAREA,_T,0.9435
2005,Azerbaijan,LOWSEC,ALLAREA,_T,0.9591
2005,Azerbaijan,PRIMAR,ALLAREA,_T,0.99185
2006,Azerbaijan,PRIMAR,ALLAREA,_T,0.97667
2009,Bulgaria,UPPSEC,ALLAREA,_T,0.96334
2009,Bulgaria,PRIMAR,ALLAREA,_T,0.9936
2009,Bulgaria,LOWSEC,ALLAREA,_T,1.00053
2010,Bulgaria,LOWSEC,ALLAREA,_T,0.98835
2010,Bulgaria,PRIMAR,ALLAREA,_T,1.0066
2010,Bulgaria,UPPSEC,ALLAREA,_T,0.98454
2011,Bulgaria,UPPSEC,ALLAREA,_T,0.97519
2011,Bulgaria,PRIMAR,ALLAREA,_T,0.9869
2011,Bulgaria,LOWSEC,ALLAREA,_T,0.98647
2012,Bulgaria,LOWSEC,ALLAREA,_T,1.00302
2006,Azerbaijan,UPPSEC,URBAN,Q5,1.01728
2006,Azerbaijan,UPPSEC,ALLAREA,Q2,1.00706
2006,Azerbaijan,UPPSEC,ALLAREA,Q1,0.51951
2006,Azerbaijan,PRIMAR,ALLAREA,Q1,0.92008
2006,Azerbaijan,PRIMAR,ALLAREA,Q2,0.98045
2006,Azerbaijan,UPPSEC,URBAN,Q1,0
2006,Azerbaijan,LOWSEC,ALLAREA,_T,0.9492
2006,Azerbaijan,LOWSEC,ALLAREA,Q1,0.96889
2020,Greece,PRIMAR,ALLAREA,_T,0.9997
2021,Greece,PRIMAR,ALLAREA,_T,0.99889
2021,Greece,UPPSEC,ALLAREA,_T,1.01736
2021,Greece,LOWSEC,ALLAREA,_T,1.01889
2000,Hungary,LOWSEC,ALLAREA,_T,1.01474
2000,Hungary,UPPSEC,ALLAREA,_T,1.03008
2000,Hungary,PRIMAR,ALLAREA,_T,0.99899
2001,Hungary,PRIMAR,ALLAREA,_T,0.99899
2001,Hungary,UPPSEC,ALLAREA,_T,1.03341
2012,Bulgaria,PRIMAR,ALLAREA,_T,1.00336
2012,Bulgaria,UPPSEC,ALLAREA,_T,1.03064
2013,Bulgaria,UPPSEC,ALLAREA,_T,0.99733
2013,Bulgaria,PRIMAR,ALLAREA,_T,0.9625
2013,Bulgaria,LOWSEC,ALLAREA,_T,0.99887
2014,Bulgaria,LOWSEC,ALLAREA,_T,0.99716
2014,Bulgaria,PRIMAR,ALLAREA,_T,1.00214
2014,Bulgaria,UPPSEC,ALLAREA,_T,1.02064
2015,Bulgaria,UPPSEC,ALLAREA,_T,1.02807
2015,Bulgaria,PRIMAR,ALLAREA,_T,1.004
2015,Bulgaria,LOWSEC,ALLAREA,_T,1.01448
2016,Bulgaria,LOWSEC,ALLAREA,_T,0.97887
2016,Bulgaria,PRIMAR,ALLAREA,_T,1
2016,Bulgaria,UPPSEC,ALLAREA,_T,1.03412
2017,Bulgaria,UPPSEC,ALLAREA,_T,0.96637
2017,Bulgaria,PRIMAR,ALLAREA,_T,1.00997
2017,Bulgaria,LOWSEC,ALLAREA,_T,0.99208
2018,Bulgaria,LOWSEC,ALLAREA,_T,0.98332
2018,Bulgaria,PRIMAR,ALLAREA,_T,1.0196
2018,Bulgaria,UPPSEC,ALLAREA,_T,0.99465
2001,Hungary,LOWSEC,ALLAREA,_T,1.01264
2002,Hungary,LOWSEC,ALLAREA,_T,1.01264
2002,Hungary,UPPSEC,ALLAREA,_T,1.04028
2002,Hungary,PRIMAR,ALLAREA,_T,0.99899
2003,Hungary,PRIMAR,ALLAREA,_T,0.99899
2003,Hungary,UPPSEC,ALLAREA,_T,1.04384
2003,Hungary,LOWSEC,ALLAREA,_T,1.01055
2004,Hungary,LOWSEC,ALLAREA,_T,1.01056
2004,Hungary,UPPSEC,ALLAREA,_T,1.04518
2018,Georgia,PRIMAR,URBAN,Q4,1
2018,Georgia,PRIMAR,URBAN,Q5,1.00411
2018,Georgia,PRIMAR,URBAN,Q2,1
2018,Georgia,PRIMAR,URBAN,Q3,0.99332
2019,Georgia,PRIMAR,ALLAREA,_T,1
2019,Georgia,LOWSEC,ALLAREA,_T,1.00909
2019,Georgia,UPPSEC,ALLAREA,_T,1.01938
2020,Georgia,UPPSEC,ALLAREA,_T,1.01929
2006,Azerbaijan,PRIMAR,URBAN,Q1,0
2006,Azerbaijan,PRIMAR,RURAL,Q4,0.97431
2006,Azerbaijan,PRIMAR,RURAL,Q5,0
2006,Azerbaijan,LOWSEC,ALLAREA,Q5,0.97765
2006,Azerbaijan,PRIMAR,RURAL,Q3,0.95228
2006,Azerbaijan,LOWSEC,RURAL,Q1,0.97378
2006,Azerbaijan,LOWSEC,URBAN,Q1,0
2006,Azerbaijan,LOWSEC,RURAL,Q4,0
2020,Georgia,LOWSEC,ALLAREA,_T,1.00908
2020,Georgia,PRIMAR,ALLAREA,_T,1
2000,Germany,PRIMAR,ALLAREA,_T,1
2000,Germany,LOWSEC,ALLAREA,_T,1.0052
2000,Germany,UPPSEC,ALLAREA,_T,1.01568
2001,Germany,UPPSEC,ALLAREA,_T,1.02346
2001,Germany,LOWSEC,ALLAREA,_T,1.00623
2001,Germany,PRIMAR,ALLAREA,_T,1
2002,Germany,PRIMAR,ALLAREA,_T,1
2019,Bulgaria,UPPSEC,ALLAREA,_T,1.04611
2019,Bulgaria,PRIMAR,ALLAREA,_T,1.01454
2019,Bulgaria,LOWSEC,ALLAREA,_T,0.99757
2020,Bulgaria,LOWSEC,ALLAREA,_T,1.01376
2020,Bulgaria,PRIMAR,ALLAREA,_T,1.00383
2020,Bulgaria,UPPSEC,ALLAREA,_T,1.02448
2021,Bulgaria,UPPSEC,ALLAREA,_T,1.00756
2021,Bulgaria,PRIMAR,ALLAREA,_T,0.9852
2021,Bulgaria,LOWSEC,ALLAREA,_T,1.0061
2000,Belarus,UPPSEC,ALLAREA,_T,1.03973
2006,Azerbaijan,LOWSEC,URBAN,_T,0.95985
2006,Azerbaijan,LOWSEC,URBAN,Q4,1.00812
2006,Azerbaijan,PRIMAR,ALLAREA,Q5,1.00885
2006,Azerbaijan,LOWSEC,URBAN,Q2,0.83993
2006,Azerbaijan,LOWSEC,URBAN,Q5,0.97728
2006,Azerbaijan,LOWSEC,URBAN,Q3,0.87769
2006,Azerbaijan,PRIMAR,RURAL,_T,0.95453
2006,Azerbaijan,UPPSEC,ALLAREA,Q3,0.88604
2000,Belarus,LOWSEC,ALLAREA,_T,1.00303
2000,Belarus,PRIMAR,ALLAREA,_T,1.001
2001,Belarus,PRIMAR,ALLAREA,_T,1.001
2001,Belarus,LOWSEC,ALLAREA,_T,1.00303
2001,Belarus,UPPSEC,ALLAREA,_T,1.03946
2002,Belarus,UPPSEC,ALLAREA,_T,1.03816
2002,Belarus,LOWSEC,ALLAREA,_T,1.00202
2002,Belarus,PRIMAR,ALLAREA,_T,1.001
2003,Belarus,PRIMAR,ALLAREA,_T,1
2006,Azerbaijan,UPPSEC,ALLAREA,Q4,0.96686
2006,Azerbaijan,UPPSEC,RURAL,Q3,0.83176
2006,Azerbaijan,UPPSEC,RURAL,Q2,1.00187
2006,Azerbaijan,UPPSEC,RURAL,Q4,0.99744
2006,Azerbaijan,UPPSEC,RURAL,Q1,0.50525
2006,Azerbaijan,UPPSEC,URBAN,Q2,0.98539
2006,Azerbaijan,UPPSEC,URBAN,Q4,0.94778
2006,Azerbaijan,UPPSEC,URBAN,_T,0.9717
2003,Belarus,LOWSEC,ALLAREA,_T,1.00202
2003,Belarus,UPPSEC,ALLAREA,_T,1.03795
2004,Belarus,UPPSEC,ALLAREA,_T,1.0356
2004,Belarus,LOWSEC,ALLAREA,_T,1.00303
2004,Belarus,PRIMAR,ALLAREA,_T,1
2005,Belarus,PRIMAR,ALLAREA,_T,1.0034
2005,Belarus,LOWSEC,ALLAREA,_T,0.99669
2005,Belarus,UPPSEC,ALLAREA,_T,1.01333
2006,Belarus,UPPSEC,ALLAREA,_T,1.03208
2006,Azerbaijan,UPPSEC,RURAL,Q5,0
2006,Azerbaijan,PRIMAR,URBAN,Q4,1
2006,Azerbaijan,PRIMAR,URBAN,Q5,1.00892
2006,Azerbaijan,PRIMAR,URBAN,Q2,1
2006,Azerbaijan,PRIMAR,URBAN,Q3,1.01502
2006,Azerbaijan,PRIMAR,ALLAREA,Q3,0.98481
2006,Azerbaijan,PRIMAR,URBAN,_T,0.99422
2006,Azerbaijan,LOWSEC,ALLAREA,Q2,0.88543
2006,Azerbaijan,LOWSEC,ALLAREA,Q3,0.92794
2006,Azerbaijan,LOWSEC,ALLAREA,Q4,0.98248
2006,Azerbaijan,LOWSEC,RURAL,_T,0.94228
2006,Azerbaijan,UPPSEC,URBAN,Q3,0.95932
2006,Azerbaijan,UPPSEC,ALLAREA,Q5,1.01678
2006,Azerbaijan,UPPSEC,RURAL,_T,0.82782
2006,Azerbaijan,UPPSEC,ALLAREA,_T,0.9036
2006,Azerbaijan,PRIMAR,ALLAREA,Q4,0.99644
2002,Germany,LOWSEC,ALLAREA,_T,1.0052
2002,Germany,UPPSEC,ALLAREA,_T,1.02905
2003,Germany,UPPSEC,ALLAREA,_T,1.03571
2003,Germany,LOWSEC,ALLAREA,_T,1.00624
2003,Germany,PRIMAR,ALLAREA,_T,1
2004,Germany,PRIMAR,ALLAREA,_T,1
2004,Germany,LOWSEC,ALLAREA,_T,1.00727
2004,Germany,UPPSEC,ALLAREA,_T,1.03799
2005,Germany,UPPSEC,ALLAREA,_T,1.04246
2005,Germany,LOWSEC,ALLAREA,_T,1.00831
2005,Germany,PRIMAR,ALLAREA,_T,1
2006,Germany,PRIMAR,ALLAREA,_T,1
2006,Germany,LOWSEC,ALLAREA,_T,1.01053
2006,Germany,UPPSEC,ALLAREA,_T,0.97491
2007,Germany,UPPSEC,ALLAREA,_T,1.04148
2007,Germany,LOWSEC,ALLAREA,_T,1.015
2007,Germany,PRIMAR,ALLAREA,_T,1
2008,Germany,PRIMAR,ALLAREA,_T,1
2006,Azerbaijan,LOWSEC,RURAL,Q2,0.89893
2006,Azerbaijan,PRIMAR,RURAL,Q2,0.97176
2006,Azerbaijan,LOWSEC,RURAL,Q3,0.97154
2006,Azerbaijan,PRIMAR,RURAL,Q1,0.94308
2006,Azerbaijan,LOWSEC,RURAL,Q5,0
2007,Azerbaijan,UPPSEC,ALLAREA,_T,0.9354
2007,Azerbaijan,LOWSEC,ALLAREA,_T,0.96146
2007,Azerbaijan,PRIMAR,ALLAREA,_T,0.99185
2008,Germany,LOWSEC,ALLAREA,_T,0.99066
2008,Germany,UPPSEC,ALLAREA,_T,1.00381
2009,Germany,LOWSEC,ALLAREA,_T,1.00065
2009,Germany,PRIMAR,ALLAREA,_T,1
2009,Germany,UPPSEC,ALLAREA,_T,1.04531
2010,Germany,UPPSEC,ALLAREA,_T,1.06062
2010,Germany,PRIMAR,ALLAREA,_T,1
2010,Germany,LOWSEC,ALLAREA,_T,0.99788
2011,Germany,LOWSEC,ALLAREA,_T,1.0336
2006,Belarus,LOWSEC,ALLAREA,_T,1.00303
2006,Belarus,PRIMAR,ALLAREA,_T,1
2007,Belarus,PRIMAR,ALLAREA,_T,0.999
2007,Belarus,LOWSEC,ALLAREA,_T,1.00202
2007,Belarus,UPPSEC,ALLAREA,_T,1.02983
2008,Belarus,UPPSEC,ALLAREA,_T,1.02867
2008,Belarus,LOWSEC,ALLAREA,_T,1.00202
2008,Belarus,PRIMAR,ALLAREA,_T,1
2009,Belarus,PRIMAR,ALLAREA,_T,1
2009,Belarus,LOWSEC,ALLAREA,_T,1.00303
2009,Belarus,UPPSEC,ALLAREA,_T,1.0286
2010,Belarus,UPPSEC,ALLAREA,_T,1.02857
2010,Belarus,LOWSEC,ALLAREA,_T,1.00202
2010,Belarus,PRIMAR,ALLAREA,_T,1
2011,Belarus,PRIMAR,ALLAREA,_T,1
2011,Belarus,LOWSEC,ALLAREA,_T,1.00202
2011,Belarus,UPPSEC,ALLAREA,_T,1.02854
2012,Belarus,PRIMAR,ALLAREA,Q1,1
2008,Azerbaijan,PRIMAR,ALLAREA,_T,0.99287
2008,Azerbaijan,LOWSEC,ALLAREA,_T,0.96261
2008,Azerbaijan,UPPSEC,ALLAREA,_T,0.93074
2009,Azerbaijan,UPPSEC,ALLAREA,_T,0.93079
2009,Azerbaijan,LOWSEC,ALLAREA,_T,0.96371
2009,Azerbaijan,PRIMAR,ALLAREA,_T,0.99287
2010,Azerbaijan,PRIMAR,ALLAREA,_T,0.99186
2010,Azerbaijan,LOWSEC,ALLAREA,_T,0.96482
2010,Azerbaijan,UPPSEC,ALLAREA,_T,0.93176
2011,Azerbaijan,UPPSEC,ALLAREA,_T,0.93279
2011,Azerbaijan,LOWSEC,ALLAREA,_T,0.96592
2011,Azerbaijan,PRIMAR,ALLAREA,_T,0.99288
2000,Austria,PRIMAR,ALLAREA,_T,1
2000,Austria,LOWSEC,ALLAREA,_T,1
2000,Austria,UPPSEC,ALLAREA,_T,0.96429
2001,Austria,UPPSEC,ALLAREA,_T,0.9677
2001,Austria,LOWSEC,ALLAREA,_T,1
2001,Austria,PRIMAR,ALLAREA,_T,1
2011,Germany,PRIMAR,ALLAREA,_T,1
2011,Germany,UPPSEC,ALLAREA,_T,1.03321
2012,Germany,UPPSEC,ALLAREA,_T,1.0389
2012,Germany,PRIMAR,ALLAREA,_T,1.00598
2012,Germany,LOWSEC,ALLAREA,_T,1.01214
2013,Germany,LOWSEC,ALLAREA,_T,1.00822
2013,Germany,PRIMAR,ALLAREA,_T,1.00405
2013,Germany,UPPSEC,ALLAREA,_T,1.03555
2014,Germany,UPPSEC,ALLAREA,_T,1.02576
2014,Germany,PRIMAR,ALLAREA,_T,1
2012,Belarus,UPPSEC,URBAN,Q1,0
2012,Belarus,UPPSEC,ALLAREA,_T,1.05355
2012,Belarus,LOWSEC,URBAN,_T,0.99805
2012,Belarus,LOWSEC,URBAN,Q1,0
2012,Belarus,LOWSEC,RURAL,Q4,0
2012,Belarus,LOWSEC,RURAL,Q5,0
2012,Belarus,PRIMAR,ALLAREA,Q5,1
2012,Belarus,LOWSEC,URBAN,Q4,1
2002,Austria,PRIMAR,ALLAREA,_T,1
2002,Austria,LOWSEC,ALLAREA,_T,1
2002,Austria,UPPSEC,ALLAREA,_T,0.97216
2003,Austria,UPPSEC,ALLAREA,_T,0.97658
2003,Austria,LOWSEC,ALLAREA,_T,1
2003,Austria,PRIMAR,ALLAREA,_T,1
2004,Austria,PRIMAR,ALLAREA,_T,1
2004,Austria,LOWSEC,ALLAREA,_T,1
2004,Austria,UPPSEC,ALLAREA,_T,0.98345
2012,Belarus,PRIMAR,RURAL,_T,1
2012,Belarus,LOWSEC,URBAN,Q5,1
2012,Belarus,UPPSEC,ALLAREA,Q3,1.05676
2012,Belarus,UPPSEC,RURAL,Q3,0
2012,Belarus,UPPSEC,ALLAREA,Q4,1.02868
2012,Belarus,UPPSEC,RURAL,Q4,0
2000,Ireland,LOWSEC,ALLAREA,_T,1.01433
2000,Ireland,UPPSEC,ALLAREA,_T,1.07509
2005,Austria,UPPSEC,ALLAREA,_T,0.9881
2005,Austria,LOWSEC,ALLAREA,_T,1
2005,Austria,PRIMAR,ALLAREA,_T,1
2006,Austria,PRIMAR,ALLAREA,_T,1
2006,Austria,LOWSEC,ALLAREA,_T,1
2006,Austria,UPPSEC,ALLAREA,_T,1.04941
2007,Austria,UPPSEC,ALLAREA,_T,1.06432
2007,Austria,LOWSEC,ALLAREA,_T,1.00266
2007,Austria,PRIMAR,ALLAREA,_T,1.00132
2000,Ireland,PRIMAR,ALLAREA,_T,1
2001,Ireland,PRIMAR,ALLAREA,_T,1
2001,Ireland,UPPSEC,ALLAREA,_T,1.08041
2001,Ireland,LOWSEC,ALLAREA,_T,1.01431
2002,Ireland,LOWSEC,ALLAREA,_T,1.01228
2002,Ireland,UPPSEC,ALLAREA,_T,1.08465
2002,Ireland,PRIMAR,ALLAREA,_T,1
2003,Ireland,PRIMAR,ALLAREA,_T,1
2003,Ireland,UPPSEC,ALLAREA,_T,1.08455
2003,Ireland,LOWSEC,ALLAREA,_T,1.01126
2004,Ireland,LOWSEC,ALLAREA,_T,1.00921
2004,Ireland,UPPSEC,ALLAREA,_T,1.08352
2004,Ireland,PRIMAR,ALLAREA,_T,1
2005,Ireland,PRIMAR,ALLAREA,_T,1
2005,Ireland,UPPSEC,ALLAREA,_T,1.07919
2005,Ireland,LOWSEC,ALLAREA,_T,1.0092
2006,Ireland,LOWSEC,ALLAREA,_T,1.00919
2006,Ireland,UPPSEC,ALLAREA,_T,1.07692
2006,Ireland,PRIMAR,ALLAREA,_T,1
2007,Ireland,PRIMAR,ALLAREA,_T,1
2007,Ireland,UPPSEC,ALLAREA,_T,1.07554
2007,Ireland,LOWSEC,ALLAREA,_T,1.00817
2008,Ireland,LOWSEC,ALLAREA,_T,1.00714
2008,Ireland,UPPSEC,ALLAREA,_T,1.07312
2008,Ireland,PRIMAR,ALLAREA,_T,1
2009,Ireland,PRIMAR,ALLAREA,_T,1
2009,Ireland,UPPSEC,ALLAREA,_T,1.07279
2009,Ireland,LOWSEC,ALLAREA,_T,1.00713
2010,Ireland,LOWSEC,ALLAREA,_T,1.0061
2010,Ireland,UPPSEC,ALLAREA,_T,1.06912
2010,Ireland,PRIMAR,ALLAREA,_T,1
2011,Ireland,PRIMAR,ALLAREA,_T,1
2011,Ireland,UPPSEC,ALLAREA,_T,1.06541
2011,Ireland,LOWSEC,ALLAREA,_T,1.00609
2012,Ireland,LOWSEC,ALLAREA,_T,1.00507
2012,Ireland,UPPSEC,ALLAREA,_T,1.06167
2012,Ireland,PRIMAR,ALLAREA,_T,1
2013,Ireland,PRIMAR,ALLAREA,_T,1
2013,Ireland,UPPSEC,ALLAREA,_T,1.06017
2013,Ireland,LOWSEC,ALLAREA,_T,1.00507
2014,Ireland,LOWSEC,ALLAREA,_T,1.00506
2014,Ireland,UPPSEC,ALLAREA,_T,1.05773
2014,Ireland,PRIMAR,ALLAREA,_T,1
2015,Ireland,PRIMAR,ALLAREA,_T,1
2015,Ireland,UPPSEC,ALLAREA,_T,1.05748
2015,Ireland,LOWSEC,ALLAREA,_T,1.00405
2016,Ireland,LOWSEC,ALLAREA,_T,1.00506
2016,Ireland,UPPSEC,ALLAREA,_T,1.05724
2016,Ireland,PRIMAR,ALLAREA,_T,1
2017,Ireland,PRIMAR,ALLAREA,_T,1
2017,Ireland,UPPSEC,ALLAREA,_T,1.05699
2017,Ireland,LOWSEC,ALLAREA,_T,1.00404
2018,Ireland,LOWSEC,ALLAREA,_T,1.00404
2018,Ireland,UPPSEC,ALLAREA,_T,1.05573
2008,Austria,PRIMAR,ALLAREA,_T,1.00377
2008,Austria,LOWSEC,ALLAREA,_T,1.00757
2008,Austria,UPPSEC,ALLAREA,_T,1.0268
2009,Austria,UPPSEC,ALLAREA,_T,1.01126
2009,Austria,LOWSEC,ALLAREA,_T,1.00843
2009,Austria,PRIMAR,ALLAREA,_T,1.00418
2010,Austria,PRIMAR,ALLAREA,_T,1.00323
2010,Austria,LOWSEC,ALLAREA,_T,1.0065
2010,Austria,UPPSEC,ALLAREA,_T,1.0299
2011,Austria,UPPSEC,ALLAREA,_T,1.04729
2014,Germany,LOWSEC,ALLAREA,_T,1.00743
2015,Germany,LOWSEC,ALLAREA,_T,1.01298
2015,Germany,PRIMAR,ALLAREA,_T,1
2015,Germany,UPPSEC,ALLAREA,_T,1.04175
2016,Germany,UPPSEC,ALLAREA,_T,1.03169
2016,Germany,PRIMAR,ALLAREA,_T,1
2016,Germany,LOWSEC,ALLAREA,_T,1.02038
2017,Germany,LOWSEC,ALLAREA,_T,1.01923
2017,Germany,PRIMAR,ALLAREA,_T,1
2018,Ireland,PRIMAR,ALLAREA,_T,1
2000,Italy,LOWSEC,ALLAREA,_T,1.01736
2000,Italy,UPPSEC,ALLAREA,_T,1.09362
2000,Italy,PRIMAR,ALLAREA,_T,1
2001,Italy,PRIMAR,ALLAREA,_T,1
2001,Italy,UPPSEC,ALLAREA,_T,1.10042
2001,Italy,LOWSEC,ALLAREA,_T,1.01633
2002,Italy,LOWSEC,ALLAREA,_T,1.01629
2002,Italy,UPPSEC,ALLAREA,_T,1.0953
2017,Germany,UPPSEC,ALLAREA,_T,1.03991
2018,Germany,UPPSEC,ALLAREA,_T,1.06236
2018,Germany,PRIMAR,ALLAREA,_T,1
2018,Germany,LOWSEC,ALLAREA,_T,1.01821
2019,Germany,LOWSEC,ALLAREA,_T,1.01986
2019,Germany,PRIMAR,ALLAREA,_T,1
2019,Germany,UPPSEC,ALLAREA,_T,1.05895
2020,Germany,UPPSEC,ALLAREA,_T,1.08502
2020,Germany,PRIMAR,ALLAREA,_T,1
2004,Hungary,PRIMAR,ALLAREA,_T,0.99899
2005,Hungary,PRIMAR,ALLAREA,_T,0.99899
2005,Hungary,UPPSEC,ALLAREA,_T,1.04426
2005,Hungary,LOWSEC,ALLAREA,_T,1.00951
2006,Hungary,LOWSEC,ALLAREA,_T,1.00449
2006,Hungary,UPPSEC,ALLAREA,_T,1.03016
2006,Hungary,PRIMAR,ALLAREA,_T,1
2007,Hungary,PRIMAR,ALLAREA,_T,1
2007,Hungary,UPPSEC,ALLAREA,_T,1.03097
2002,Italy,PRIMAR,ALLAREA,_T,1
2003,Italy,PRIMAR,ALLAREA,_T,1
2003,Italy,UPPSEC,ALLAREA,_T,1.09016
2003,Italy,LOWSEC,ALLAREA,_T,1.01526
2004,Italy,LOWSEC,ALLAREA,_T,1.01321
2004,Italy,UPPSEC,ALLAREA,_T,1.08254
2004,Italy,PRIMAR,ALLAREA,_T,1
2005,Italy,PRIMAR,ALLAREA,_T,1
2005,Italy,UPPSEC,ALLAREA,_T,1.07754
2011,Austria,LOWSEC,ALLAREA,_T,1.00649
