Year,GeoAreaName,Education level,Location,Quantile,Value
2017,Tajikistan,UPPSEC,ALLAREA,Q4,0.82296
2017,Tajikistan,UPPSEC,RURAL,Q5,0.96622
2017,Tajikistan,UPPSEC,URBAN,_T,0.76632
2017,Tajikistan,UPPSEC,RURAL,Q4,0.84704
2017,Tajikistan,LOWSEC,ALLAREA,_T,0.96624
2017,Tajikistan,PRIMAR,RURAL,Q5,0
2017,Tajikistan,LOWSEC,URBAN,Q4,0.92279
2017,Tajikistan,LOWSEC,URBAN,Q1,0
2017,Tajikistan,PRIMAR,URBAN,Q2,0
2017,Tajikistan,PRIMAR,RURAL,_T,0.9842
2017,Tajikistan,LOWSEC,RURAL,Q5,0
2017,Tajikistan,LOWSEC,RURAL,Q4,0.96047
2017,Tajikistan,LOWSEC,RURAL,Q3,0.97848
2017,Tajikistan,LOWSEC,RURAL,Q1,0.99581
2017,Tajikistan,PRIMAR,ALLAREA,Q3,0.97815
2017,Tajikistan,LOWSEC,URBAN,Q5,0.97547
2017,Tajikistan,LOWSEC,URBAN,Q2,0
2017,Tajikistan,PRIMAR,ALLAREA,Q5,0.99126
2011,North Macedonia,UPPSEC,URBAN,Q3,0.98464
2011,North Macedonia,PRIMAR,URBAN,_T,0.99452
2011,North Macedonia,LOWSEC,ALLAREA,Q1,0.98878
2011,North Macedonia,UPPSEC,RURAL,Q1,0.53512
2011,North Macedonia,LOWSEC,ALLAREA,Q2,0.9813
2011,North Macedonia,UPPSEC,RURAL,Q3,0.82042
2011,North Macedonia,UPPSEC,ALLAREA,Q2,0.8197
2011,North Macedonia,UPPSEC,ALLAREA,Q5,1.01448
2004,Netherlands,PRIMAR,ALLAREA,_T,1
2004,Netherlands,LOWSEC,ALLAREA,_T,1.01477
2005,Netherlands,LOWSEC,ALLAREA,_T,1.01475
2005,Netherlands,PRIMAR,ALLAREA,_T,1
2005,Netherlands,UPPSEC,ALLAREA,_T,1.09693
2006,Netherlands,UPPSEC,ALLAREA,_T,1.09988
2006,Netherlands,PRIMAR,ALLAREA,_T,1
2006,Netherlands,LOWSEC,ALLAREA,_T,1.0137
2007,Netherlands,LOWSEC,ALLAREA,_T,1.0137
2017,Tajikistan,UPPSEC,URBAN,Q2,0
2017,Tajikistan,UPPSEC,URBAN,Q1,0
2017,Tajikistan,UPPSEC,URBAN,Q5,0.78141
2017,Tajikistan,UPPSEC,URBAN,Q4,0.7211
2017,Tajikistan,UPPSEC,URBAN,Q3,0
2017,Tajikistan,PRIMAR,ALLAREA,Q2,0.98694
2017,Tajikistan,PRIMAR,URBAN,_T,0.98944
2017,Tajikistan,LOWSEC,ALLAREA,Q5,0.98193
2011,North Macedonia,UPPSEC,RURAL,Q2,0.68263
2011,North Macedonia,UPPSEC,ALLAREA,Q3,0.90335
2011,North Macedonia,LOWSEC,RURAL,_T,0.98428
2011,North Macedonia,PRIMAR,ALLAREA,Q2,1
2011,North Macedonia,LOWSEC,URBAN,Q2,0
2011,North Macedonia,PRIMAR,ALLAREA,Q5,1
2011,North Macedonia,PRIMAR,RURAL,Q2,1
2011,North Macedonia,PRIMAR,URBAN,Q2,0
2008,Spain,LOWSEC,ALLAREA,_T,1.09479
2009,Spain,LOWSEC,ALLAREA,_T,1.0854
2009,Spain,PRIMAR,ALLAREA,_T,0.99719
2009,Spain,UPPSEC,ALLAREA,_T,1.22616
2010,Spain,UPPSEC,ALLAREA,_T,1.18962
2010,Spain,PRIMAR,ALLAREA,_T,1.0067
2010,Spain,LOWSEC,ALLAREA,_T,1.07722
2011,Spain,LOWSEC,ALLAREA,_T,1.04871
2011,Spain,PRIMAR,ALLAREA,_T,1.0021
2011,Spain,UPPSEC,ALLAREA,_T,1.17798
2011,North Macedonia,PRIMAR,ALLAREA,Q4,1
2011,North Macedonia,LOWSEC,URBAN,Q4,1
2011,North Macedonia,UPPSEC,ALLAREA,_T,0.86091
2011,North Macedonia,UPPSEC,ALLAREA,Q1,0.54759
2011,North Macedonia,PRIMAR,RURAL,Q5,0
2011,North Macedonia,LOWSEC,ALLAREA,Q3,1
2011,North Macedonia,LOWSEC,ALLAREA,Q4,1
2011,North Macedonia,LOWSEC,ALLAREA,Q5,1
2017,Tajikistan,PRIMAR,RURAL,Q4,1
2017,Tajikistan,LOWSEC,ALLAREA,Q4,0.95301
2017,Tajikistan,LOWSEC,ALLAREA,Q3,0.97338
2017,Tajikistan,LOWSEC,ALLAREA,Q2,0.92019
2017,Tajikistan,PRIMAR,RURAL,Q3,0.97835
2017,Tajikistan,LOWSEC,RURAL,Q2,0.91806
2017,Tajikistan,LOWSEC,URBAN,_T,0.9642
2017,Tajikistan,LOWSEC,RURAL,_T,0.96847
2011,North Macedonia,PRIMAR,RURAL,Q4,0
2011,North Macedonia,UPPSEC,RURAL,_T,0.71516
2011,North Macedonia,PRIMAR,RURAL,_T,0.99477
2011,North Macedonia,LOWSEC,RURAL,Q5,0
2011,North Macedonia,LOWSEC,RURAL,Q4,0
2011,North Macedonia,LOWSEC,RURAL,Q3,1
2011,North Macedonia,LOWSEC,URBAN,_T,1.0127
2012,North Macedonia,UPPSEC,ALLAREA,_T,0.99046
2012,Spain,UPPSEC,ALLAREA,_T,1.20231
2012,Spain,PRIMAR,ALLAREA,_T,1
2012,Spain,LOWSEC,ALLAREA,_T,1.03414
2013,Spain,LOWSEC,ALLAREA,_T,1.0445
2013,Spain,PRIMAR,ALLAREA,_T,0.99669
2013,Spain,UPPSEC,ALLAREA,_T,1.15281
2014,Spain,UPPSEC,ALLAREA,_T,1.15106
2014,Spain,PRIMAR,ALLAREA,_T,1.00281
2014,Spain,LOWSEC,ALLAREA,_T,1.04716
2015,Spain,LOWSEC,ALLAREA,_T,1.02319
2017,Tajikistan,PRIMAR,RURAL,Q1,0.97429
2017,Tajikistan,PRIMAR,RURAL,Q2,0.98679
2017,Tajikistan,UPPSEC,ALLAREA,_T,0.76441
2017,Tajikistan,UPPSEC,RURAL,Q2,0.57723
2017,Tajikistan,UPPSEC,RURAL,Q3,0.79964
2017,Tajikistan,UPPSEC,ALLAREA,Q3,0.79856
2017,Tajikistan,UPPSEC,RURAL,_T,0.76463
2018,Tajikistan,LOWSEC,ALLAREA,_T,0.97038
2015,Spain,PRIMAR,ALLAREA,_T,1.0061
2015,Spain,UPPSEC,ALLAREA,_T,1.17933
2016,Spain,UPPSEC,ALLAREA,_T,1.20056
2016,Spain,PRIMAR,ALLAREA,_T,0.9986
2016,Spain,LOWSEC,ALLAREA,_T,1.02585
2017,Spain,LOWSEC,ALLAREA,_T,1.00907
2017,Spain,PRIMAR,ALLAREA,_T,0.99849
2017,Spain,UPPSEC,ALLAREA,_T,1.14675
2018,Spain,UPPSEC,ALLAREA,_T,1.15911
2018,Spain,PRIMAR,ALLAREA,_T,0.99589
2012,North Macedonia,LOWSEC,ALLAREA,_T,1.00839
2012,North Macedonia,PRIMAR,ALLAREA,_T,0.99899
2013,North Macedonia,PRIMAR,ALLAREA,_T,0.99899
2013,North Macedonia,LOWSEC,ALLAREA,_T,1.00939
2013,North Macedonia,UPPSEC,ALLAREA,_T,0.99331
2014,North Macedonia,UPPSEC,ALLAREA,_T,1
2014,North Macedonia,LOWSEC,ALLAREA,_T,1.01041
2014,North Macedonia,PRIMAR,ALLAREA,_T,1
2015,North Macedonia,PRIMAR,ALLAREA,_T,1
2015,North Macedonia,LOWSEC,ALLAREA,_T,1.01244
2015,North Macedonia,UPPSEC,ALLAREA,_T,1.00649
2016,North Macedonia,UPPSEC,ALLAREA,_T,1.00639
2016,North Macedonia,LOWSEC,ALLAREA,_T,1.01343
2016,North Macedonia,PRIMAR,ALLAREA,_T,1
2017,North Macedonia,PRIMAR,ALLAREA,_T,1.00101
2017,North Macedonia,LOWSEC,ALLAREA,_T,1.01442
2007,Netherlands,PRIMAR,ALLAREA,_T,1
2007,Netherlands,UPPSEC,ALLAREA,_T,1.10266
2008,Netherlands,UPPSEC,ALLAREA,_T,1.10552
2008,Netherlands,PRIMAR,ALLAREA,_T,1
2008,Netherlands,LOWSEC,ALLAREA,_T,1.01475
2009,Netherlands,LOWSEC,ALLAREA,_T,1.01581
2009,Netherlands,PRIMAR,ALLAREA,_T,1
2009,Netherlands,UPPSEC,ALLAREA,_T,1.10382
2010,Netherlands,UPPSEC,ALLAREA,_T,1.10107
2017,North Macedonia,UPPSEC,ALLAREA,_T,1.00883
2018,North Macedonia,UPPSEC,ALLAREA,_T,0.93408
2018,North Macedonia,LOWSEC,ALLAREA,_T,1.01815
2018,North Macedonia,PRIMAR,ALLAREA,_T,1.027
2019,North Macedonia,UPPSEC,URBAN,Q4,0
2019,North Macedonia,UPPSEC,URBAN,Q5,0
2019,North Macedonia,UPPSEC,RURAL,Q5,0
2019,North Macedonia,UPPSEC,URBAN,Q3,0
2018,Spain,LOWSEC,ALLAREA,_T,1.01698
2019,Spain,LOWSEC,ALLAREA,_T,1.02866
2019,Spain,PRIMAR,ALLAREA,_T,0.9993
2019,Spain,UPPSEC,ALLAREA,_T,1.14441
2020,Spain,UPPSEC,ALLAREA,_T,1.14455
2020,Spain,PRIMAR,ALLAREA,_T,1.00321
2020,Spain,LOWSEC,ALLAREA,_T,1.02628
2021,Spain,LOWSEC,ALLAREA,_T,1.0148
2021,Spain,PRIMAR,ALLAREA,_T,1.00321
2021,Spain,UPPSEC,ALLAREA,_T,1.10741
2010,Netherlands,PRIMAR,ALLAREA,_T,1
2010,Netherlands,LOWSEC,ALLAREA,_T,1.01789
2011,Netherlands,LOWSEC,ALLAREA,_T,1.01789
2011,Netherlands,PRIMAR,ALLAREA,_T,1
2011,Netherlands,UPPSEC,ALLAREA,_T,1.10071
2012,Netherlands,UPPSEC,ALLAREA,_T,1.10153
2012,Netherlands,PRIMAR,ALLAREA,_T,1
2012,Netherlands,LOWSEC,ALLAREA,_T,1.01893
2013,Netherlands,LOWSEC,ALLAREA,_T,1.01998
2013,Netherlands,PRIMAR,ALLAREA,_T,1
2013,Netherlands,UPPSEC,ALLAREA,_T,1.10012
2014,Netherlands,UPPSEC,ALLAREA,_T,1.09871
2014,Netherlands,PRIMAR,ALLAREA,_T,1
2014,Netherlands,LOWSEC,ALLAREA,_T,1.01998
2015,Netherlands,LOWSEC,ALLAREA,_T,1.02101
2015,Netherlands,PRIMAR,ALLAREA,_T,1
2015,Netherlands,UPPSEC,ALLAREA,_T,1.09507
2016,Netherlands,UPPSEC,ALLAREA,_T,1.0891
2016,Netherlands,PRIMAR,ALLAREA,_T,1
2016,Netherlands,LOWSEC,ALLAREA,_T,1.02204
2017,Netherlands,LOWSEC,ALLAREA,_T,1.02306
2017,Netherlands,PRIMAR,ALLAREA,_T,1
2017,Netherlands,UPPSEC,ALLAREA,_T,1.08548
2018,Netherlands,UPPSEC,ALLAREA,_T,1.08518
2018,Netherlands,PRIMAR,ALLAREA,_T,1
2018,Netherlands,LOWSEC,ALLAREA,_T,1.02304
2019,Netherlands,LOWSEC,ALLAREA,_T,1.02301
2018,Tajikistan,UPPSEC,ALLAREA,_T,0.8
2018,Tajikistan,PRIMAR,ALLAREA,_T,0.99393
2019,Tajikistan,PRIMAR,ALLAREA,_T,0.99494
2019,Tajikistan,UPPSEC,ALLAREA,_T,0.80664
2019,Tajikistan,LOWSEC,ALLAREA,_T,0.97454
2020,Tajikistan,LOWSEC,ALLAREA,_T,0.97866
2020,Tajikistan,UPPSEC,ALLAREA,_T,0.81272
2020,Tajikistan,PRIMAR,ALLAREA,_T,0.99495
2000,Türkiye,LOWSEC,ALLAREA,_T,0.72082
2000,Türkiye,PRIMAR,ALLAREA,_T,0.8713
2000,Türkiye,UPPSEC,ALLAREA,_T,0.74005
2001,Türkiye,UPPSEC,ALLAREA,_T,0.76031
2001,Türkiye,PRIMAR,ALLAREA,_T,0.88309
2001,Türkiye,LOWSEC,ALLAREA,_T,0.72466
2002,Türkiye,LOWSEC,ALLAREA,_T,0.73247
2002,Türkiye,PRIMAR,ALLAREA,_T,0.89628
2002,Türkiye,UPPSEC,ALLAREA,_T,0.7702
2003,Türkiye,UPPSEC,ALLAREA,_T,0.78624
2003,Türkiye,PRIMAR,ALLAREA,_T,0.91377
2003,Türkiye,LOWSEC,ALLAREA,_T,0.74697
2004,Türkiye,LOWSEC,ALLAREA,_T,0.7119
2004,Türkiye,LOWSEC,ALLAREA,Q1,0.4679
2004,Türkiye,UPPSEC,RURAL,Q2,0.64865
2004,Türkiye,UPPSEC,URBAN,_T,0.87833
2004,Türkiye,UPPSEC,RURAL,Q4,0.77265
2004,Türkiye,UPPSEC,RURAL,Q5,0
2019,North Macedonia,UPPSEC,URBAN,Q1,0
2019,North Macedonia,UPPSEC,URBAN,Q2,0
2019,North Macedonia,PRIMAR,RURAL,Q4,0
2019,North Macedonia,LOWSEC,ALLAREA,Q5,0
2019,North Macedonia,LOWSEC,ALLAREA,Q4,1.05885
2019,North Macedonia,LOWSEC,ALLAREA,Q3,0.92603
2019,North Macedonia,PRIMAR,RURAL,Q5,0
2004,Türkiye,UPPSEC,URBAN,Q3,0.86648
2004,Türkiye,UPPSEC,ALLAREA,Q5,0.99937
2004,Türkiye,UPPSEC,ALLAREA,Q2,0.62881
2004,Türkiye,PRIMAR,ALLAREA,_T,0.92523
2004,Türkiye,UPPSEC,ALLAREA,_T,0.85176
2004,Türkiye,UPPSEC,ALLAREA,Q1,0.53399
2004,Türkiye,LOWSEC,ALLAREA,Q4,0.78805
2004,Türkiye,LOWSEC,ALLAREA,Q5,0.95605
2019,North Macedonia,UPPSEC,RURAL,Q3,0
2019,North Macedonia,UPPSEC,RURAL,_T,0.97215
2019,North Macedonia,PRIMAR,URBAN,Q1,0
2019,North Macedonia,PRIMAR,URBAN,Q3,0
2019,North Macedonia,PRIMAR,URBAN,Q5,0
2019,North Macedonia,LOWSEC,URBAN,Q4,0
2019,North Macedonia,PRIMAR,URBAN,Q2,0
2000,Sweden,LOWSEC,ALLAREA,_T,0.99699
2000,Sweden,PRIMAR,ALLAREA,_T,1
2000,Sweden,UPPSEC,ALLAREA,_T,1.03007
2001,Sweden,UPPSEC,ALLAREA,_T,1.03229
2001,Sweden,PRIMAR,ALLAREA,_T,1
2001,Sweden,LOWSEC,ALLAREA,_T,0.99699
2002,Sweden,LOWSEC,ALLAREA,_T,0.998
2002,Sweden,PRIMAR,ALLAREA,_T,1
2002,Sweden,UPPSEC,ALLAREA,_T,1.03444
2019,North Macedonia,PRIMAR,RURAL,Q2,1
2019,North Macedonia,PRIMAR,RURAL,Q3,0
2019,North Macedonia,LOWSEC,RURAL,Q2,1.0304
2019,North Macedonia,LOWSEC,RURAL,Q1,1.08865
2019,North Macedonia,PRIMAR,ALLAREA,Q2,1.06956
2019,North Macedonia,PRIMAR,ALLAREA,Q5,0
2019,North Macedonia,LOWSEC,RURAL,_T,1.04163
2019,North Macedonia,LOWSEC,URBAN,_T,1.00093
2003,Sweden,UPPSEC,ALLAREA,_T,1.03437
2003,Sweden,PRIMAR,ALLAREA,_T,1
2003,Sweden,LOWSEC,ALLAREA,_T,0.999
2004,Sweden,LOWSEC,ALLAREA,_T,0.999
2004,Sweden,PRIMAR,ALLAREA,_T,1
2004,Sweden,UPPSEC,ALLAREA,_T,1.03429
2005,Sweden,UPPSEC,ALLAREA,_T,1.03201
2005,Sweden,PRIMAR,ALLAREA,_T,1
2005,Sweden,LOWSEC,ALLAREA,_T,1
2019,North Macedonia,LOWSEC,RURAL,Q3,0
2019,North Macedonia,LOWSEC,RURAL,Q4,0
2019,North Macedonia,PRIMAR,ALLAREA,_T,1.02627
2019,North Macedonia,PRIMAR,ALLAREA,Q1,1.01735
2019,North Macedonia,UPPSEC,RURAL,Q4,0
2019,North Macedonia,UPPSEC,URBAN,_T,0.87286
2019,North Macedonia,UPPSEC,ALLAREA,Q4,0
2006,Sweden,LOWSEC,ALLAREA,_T,1.0016
2006,Sweden,PRIMAR,ALLAREA,_T,1
2006,Sweden,UPPSEC,ALLAREA,_T,1.04699
2007,Sweden,UPPSEC,ALLAREA,_T,1.03286
2007,Sweden,PRIMAR,ALLAREA,_T,1
2007,Sweden,LOWSEC,ALLAREA,_T,1.00241
2008,Sweden,LOWSEC,ALLAREA,_T,0.9995
2008,Sweden,UPPSEC,ALLAREA,_T,1.02889
2008,Sweden,PRIMAR,ALLAREA,_T,1
2009,Sweden,PRIMAR,ALLAREA,_T,1
2004,Türkiye,PRIMAR,RURAL,Q4,0.88796
2004,Türkiye,PRIMAR,URBAN,Q1,0.75763
2004,Türkiye,PRIMAR,URBAN,Q4,0.96208
2004,Türkiye,PRIMAR,URBAN,Q5,0.97628
2004,Türkiye,PRIMAR,ALLAREA,Q4,0.94712
2004,Türkiye,LOWSEC,URBAN,Q4,0.83271
2004,Türkiye,LOWSEC,RURAL,Q5,0
2004,Türkiye,LOWSEC,RURAL,Q3,0.58071
2004,Türkiye,PRIMAR,RURAL,_T,0.90488
2004,Türkiye,LOWSEC,RURAL,Q2,0.43789
2004,Türkiye,PRIMAR,RURAL,Q1,0.80914
2004,Türkiye,PRIMAR,ALLAREA,Q2,0.89148
2004,Türkiye,PRIMAR,ALLAREA,Q5,0.98417
2004,Türkiye,PRIMAR,ALLAREA,Q3,0.98678
2004,Türkiye,LOWSEC,URBAN,Q5,0.978
2004,Türkiye,PRIMAR,URBAN,_T,0.93597
2009,Sweden,UPPSEC,ALLAREA,_T,1.02097
2009,Sweden,LOWSEC,ALLAREA,_T,0.999
2010,Sweden,LOWSEC,ALLAREA,_T,1.00101
2010,Sweden,UPPSEC,ALLAREA,_T,1.0214
2010,Sweden,PRIMAR,ALLAREA,_T,1
2011,Sweden,PRIMAR,ALLAREA,_T,1
2011,Sweden,UPPSEC,ALLAREA,_T,1.02295
2011,Sweden,LOWSEC,ALLAREA,_T,1.00413
2012,Sweden,LOWSEC,ALLAREA,_T,1.00282
2012,Sweden,UPPSEC,ALLAREA,_T,1.04992
2004,Türkiye,UPPSEC,RURAL,_T,0.68127
2004,Türkiye,UPPSEC,RURAL,Q1,0.5567
2004,Türkiye,UPPSEC,ALLAREA,Q3,0.78294
2004,Türkiye,UPPSEC,RURAL,Q3,0.50439
2004,Türkiye,UPPSEC,URBAN,Q4,0.83948
2004,Türkiye,UPPSEC,URBAN,Q5,0.95719
2004,Türkiye,UPPSEC,URBAN,Q2,0.62831
2004,Türkiye,UPPSEC,URBAN,Q1,0.58864
2019,North Macedonia,LOWSEC,ALLAREA,_T,1.02076
2019,North Macedonia,PRIMAR,URBAN,_T,1.05165
2019,North Macedonia,LOWSEC,ALLAREA,Q1,1.10098
2019,North Macedonia,UPPSEC,RURAL,Q1,0.88174
2019,North Macedonia,LOWSEC,ALLAREA,Q2,1.02257
2019,North Macedonia,UPPSEC,ALLAREA,Q3,1.08506
2019,North Macedonia,UPPSEC,RURAL,Q2,0.97074
2019,North Macedonia,UPPSEC,ALLAREA,Q5,0
2012,Sweden,PRIMAR,ALLAREA,_T,1
2013,Sweden,PRIMAR,ALLAREA,_T,1
2013,Sweden,UPPSEC,ALLAREA,_T,1.04098
2013,Sweden,LOWSEC,ALLAREA,_T,1.00917
2014,Sweden,LOWSEC,ALLAREA,_T,1.00873
2014,Sweden,UPPSEC,ALLAREA,_T,1.02982
2014,Sweden,PRIMAR,ALLAREA,_T,1
2015,Sweden,PRIMAR,ALLAREA,_T,1
2015,Sweden,UPPSEC,ALLAREA,_T,1.033
2015,Sweden,LOWSEC,ALLAREA,_T,1.00621
2016,Sweden,LOWSEC,ALLAREA,_T,1.01061
2016,Sweden,UPPSEC,ALLAREA,_T,1.02652
2016,Sweden,PRIMAR,ALLAREA,_T,1
2017,Sweden,PRIMAR,ALLAREA,_T,1
2017,Sweden,UPPSEC,ALLAREA,_T,0.99873
2017,Sweden,LOWSEC,ALLAREA,_T,1.01015
2018,Sweden,LOWSEC,ALLAREA,_T,1.01719
2018,Sweden,UPPSEC,ALLAREA,_T,1.03283
2018,Sweden,PRIMAR,ALLAREA,_T,1
2019,Sweden,UPPSEC,ALLAREA,_T,1.09671
2019,North Macedonia,UPPSEC,ALLAREA,Q2,0.81358
2019,North Macedonia,PRIMAR,URBAN,Q4,0
2019,North Macedonia,LOWSEC,URBAN,Q3,0
2019,North Macedonia,LOWSEC,URBAN,Q1,0
2019,North Macedonia,PRIMAR,ALLAREA,Q4,1.00637
2019,North Macedonia,PRIMAR,RURAL,Q1,0.98519
2019,North Macedonia,PRIMAR,ALLAREA,Q3,1.0152
2019,North Macedonia,LOWSEC,URBAN,Q5,0
2019,North Macedonia,LOWSEC,URBAN,Q2,0
2019,North Macedonia,LOWSEC,RURAL,Q5,0
2019,North Macedonia,PRIMAR,RURAL,_T,0.99457
2019,North Macedonia,UPPSEC,ALLAREA,_T,0.91351
2019,North Macedonia,UPPSEC,ALLAREA,Q1,0.78363
2020,North Macedonia,UPPSEC,ALLAREA,_T,1.01217
2020,North Macedonia,LOWSEC,ALLAREA,_T,1.01738
2019,Sweden,PRIMAR,ALLAREA,_T,1
2019,Sweden,LOWSEC,ALLAREA,_T,1.02976
2020,Sweden,LOWSEC,ALLAREA,_T,1.02766
2020,Sweden,PRIMAR,ALLAREA,_T,1
2020,Sweden,UPPSEC,ALLAREA,_T,1.09477
2021,Sweden,UPPSEC,ALLAREA,_T,1.09805
2021,Sweden,PRIMAR,ALLAREA,_T,1
2021,Sweden,LOWSEC,ALLAREA,_T,1.01027
2000,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2000,Switzerland,PRIMAR,ALLAREA,_T,0.999
2000,Switzerland,UPPSEC,ALLAREA,_T,0.99024
2001,Switzerland,UPPSEC,ALLAREA,_T,0.99349
2001,Switzerland,PRIMAR,ALLAREA,_T,0.999
2001,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2002,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2002,Switzerland,PRIMAR,ALLAREA,_T,0.999
2002,Switzerland,UPPSEC,ALLAREA,_T,0.99566
2003,Switzerland,UPPSEC,ALLAREA,_T,0.99783
2003,Switzerland,PRIMAR,ALLAREA,_T,0.999
2003,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2004,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2004,Switzerland,PRIMAR,ALLAREA,_T,1
2004,Switzerland,UPPSEC,ALLAREA,_T,0.99891
2005,Switzerland,UPPSEC,ALLAREA,_T,1
2005,Switzerland,PRIMAR,ALLAREA,_T,1
2005,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2006,Switzerland,LOWSEC,ALLAREA,_T,0.99728
2020,North Macedonia,PRIMAR,ALLAREA,_T,1.00101
2000,Uzbekistan,LOWSEC,ALLAREA,_T,0.991
2000,Uzbekistan,UPPSEC,ALLAREA,_T,1.01021
2000,Uzbekistan,PRIMAR,ALLAREA,_T,1.00561
2001,Uzbekistan,PRIMAR,ALLAREA,_T,1.001
2001,Uzbekistan,UPPSEC,ALLAREA,_T,0.9841
2001,Uzbekistan,LOWSEC,ALLAREA,_T,0.99893
2002,Uzbekistan,LOWSEC,ALLAREA,_T,1
2002,Uzbekistan,UPPSEC,ALLAREA,_T,0.98873
2006,Switzerland,PRIMAR,ALLAREA,_T,1
2006,Switzerland,UPPSEC,ALLAREA,_T,1.02356
2007,Switzerland,UPPSEC,ALLAREA,_T,1.02451
2007,Switzerland,PRIMAR,ALLAREA,_T,1
2007,Switzerland,LOWSEC,ALLAREA,_T,0.9866
2008,Switzerland,LOWSEC,ALLAREA,_T,0.98455
2008,Switzerland,PRIMAR,ALLAREA,_T,1
2008,Switzerland,UPPSEC,ALLAREA,_T,1.00963
2009,Switzerland,UPPSEC,ALLAREA,_T,1.01338
2009,Switzerland,PRIMAR,ALLAREA,_T,1
2002,Uzbekistan,PRIMAR,ALLAREA,_T,1.001
2003,Uzbekistan,PRIMAR,ALLAREA,_T,1.001
2003,Uzbekistan,UPPSEC,ALLAREA,_T,0.99452
2003,Uzbekistan,LOWSEC,ALLAREA,_T,1
2004,Uzbekistan,LOWSEC,ALLAREA,_T,1.0021
2004,Uzbekistan,UPPSEC,ALLAREA,_T,0.99335
2004,Uzbekistan,PRIMAR,ALLAREA,_T,1.002
2005,Uzbekistan,PRIMAR,ALLAREA,_T,1.002
2005,Uzbekistan,UPPSEC,ALLAREA,_T,0.99096
2004,Türkiye,UPPSEC,ALLAREA,Q4,0.84942
2004,Türkiye,PRIMAR,ALLAREA,Q1,0.79081
2004,Türkiye,PRIMAR,RURAL,Q5,0
2004,Türkiye,LOWSEC,ALLAREA,Q2,0.59333
2004,Türkiye,LOWSEC,ALLAREA,Q3,0.70941
2004,Türkiye,PRIMAR,URBAN,Q3,1.00383
2004,Türkiye,LOWSEC,URBAN,Q3,0.76281
2004,Türkiye,PRIMAR,URBAN,Q2,0.84851
2005,Uzbekistan,LOWSEC,ALLAREA,_T,1.00314
2006,Uzbekistan,LOWSEC,ALLAREA,_T,1.01164
2006,Uzbekistan,PRIMAR,URBAN,_T,1
2006,Uzbekistan,UPPSEC,RURAL,Q1,0.85138
2006,Uzbekistan,UPPSEC,RURAL,Q5,0.92525
2006,Uzbekistan,UPPSEC,URBAN,Q3,0.96149
2006,Uzbekistan,UPPSEC,URBAN,Q5,0.91647
2006,Uzbekistan,UPPSEC,URBAN,Q4,0.93483
2004,Türkiye,LOWSEC,URBAN,Q2,0.76836
2004,Türkiye,LOWSEC,URBAN,Q1,0.47646
2004,Türkiye,LOWSEC,RURAL,Q4,0.62704
2004,Türkiye,LOWSEC,URBAN,_T,0.81449
2004,Türkiye,LOWSEC,RURAL,_T,0.51851
2004,Türkiye,PRIMAR,RURAL,Q3,0.94541
2004,Türkiye,LOWSEC,RURAL,Q1,0.46219
2004,Türkiye,PRIMAR,RURAL,Q2,0.94899
2006,Uzbekistan,UPPSEC,URBAN,Q1,0
2006,Uzbekistan,UPPSEC,ALLAREA,_T,0.94867
2006,Uzbekistan,UPPSEC,ALLAREA,Q1,0.8622
2006,Uzbekistan,PRIMAR,ALLAREA,_T,1
2006,Uzbekistan,PRIMAR,ALLAREA,Q1,1
2006,Uzbekistan,UPPSEC,URBAN,_T,0.92736
2006,Uzbekistan,LOWSEC,URBAN,_T,0.99141
2006,Uzbekistan,LOWSEC,RURAL,_T,1.01918
2009,Switzerland,LOWSEC,ALLAREA,_T,0.98086
2010,Switzerland,LOWSEC,ALLAREA,_T,1.01423
2010,Switzerland,PRIMAR,ALLAREA,_T,1
2010,Switzerland,UPPSEC,ALLAREA,_T,0.98304
2011,Switzerland,UPPSEC,ALLAREA,_T,1.03426
2011,Switzerland,PRIMAR,ALLAREA,_T,1
2011,Switzerland,LOWSEC,ALLAREA,_T,1.00832
2012,Switzerland,LOWSEC,ALLAREA,_T,1.00446
2012,Switzerland,PRIMAR,ALLAREA,_T,1
2012,Switzerland,UPPSEC,ALLAREA,_T,0.99092
2013,Switzerland,UPPSEC,ALLAREA,_T,1.00765
2013,Switzerland,PRIMAR,ALLAREA,_T,1
2013,Switzerland,LOWSEC,ALLAREA,_T,0.99493
2014,Switzerland,LOWSEC,ALLAREA,_T,1.00273
2014,Switzerland,PRIMAR,ALLAREA,_T,0.9951
2014,Switzerland,UPPSEC,ALLAREA,_T,0.98857
2015,Switzerland,UPPSEC,ALLAREA,_T,0.99967
2015,Switzerland,PRIMAR,ALLAREA,_T,0.9987
2015,Switzerland,LOWSEC,ALLAREA,_T,1.00424
2016,Switzerland,LOWSEC,ALLAREA,_T,0.99494
2006,Uzbekistan,LOWSEC,RURAL,Q2,1.01758
2006,Uzbekistan,PRIMAR,RURAL,Q2,1
2006,Uzbekistan,PRIMAR,RURAL,Q3,1
2006,Uzbekistan,PRIMAR,RURAL,Q1,1
2006,Uzbekistan,LOWSEC,RURAL,Q1,1.01395
