Year,GeoAreaName,Age,Sex,Value
2007,Bosnia and Herzegovina,ALLAGE,BOTHSEX,41
2007,Bosnia and Herzegovina,<18Y,BOTHSEX,18
2007,Bosnia and Herzegovina,18+,BOTHSEX,23
2008,Bosnia and Herzegovina,ALLAGE,BOTHSEX,33
2008,Bosnia and Herzegovina,<18Y,BOTHSEX,28
2008,Bosnia and Herzegovina,18+,BOTHSEX,5
2009,Bosnia and Herzegovina,<18Y,MALE,23
2009,Bosnia and Herzegovina,ALLAGE,FEMALE,5
2009,Bosnia and Herzegovina,ALLAGE,MALE,64
2009,Bosnia and Herzegovina,18+,FEMALE,NaN
2009,Bosnia and Herzegovina,<18Y,BOTHSEX,27
2009,Bosnia and Herzegovina,ALLAGE,BOTHSEX,69
2009,Bosnia and Herzegovina,<18Y,FEMALE,NaN
2009,Bosnia and Herzegovina,18+,MALE,41
2009,Bosnia and Herzegovina,18+,BOTHSEX,42
2010,Bosnia and Herzegovina,ALLAGE,FEMALE,NaN
2010,Bosnia and Herzegovina,<18Y,BOTHSEX,20
2010,Bosnia and Herzegovina,18+,FEMALE,NaN
2010,Bosnia and Herzegovina,<18Y,MALE,18
2010,Bosnia and Herzegovina,ALLAGE,BOTHSEX,25
2010,Bosnia and Herzegovina,<18Y,FEMALE,NaN
2010,Bosnia and Herzegovina,18+,MALE,NaN
2010,Bosnia and Herzegovina,18+,BOTHSEX,5
2010,Bosnia and Herzegovina,ALLAGE,MALE,21
2011,Bosnia and Herzegovina,ALLAGE,MALE,28
2011,Bosnia and Herzegovina,<18Y,MALE,12
2011,Bosnia and Herzegovina,18+,BOTHSEX,16
2008,Albania,ALLAGE,BOTHSEX,108
2008,Albania,<18Y,BOTHSEX,16
2008,Albania,18+,BOTHSEX,92
2009,Albania,<18Y,MALE,17
2009,Albania,<18Y,FEMALE,5
2009,Albania,18+,BOTHSEX,72
2009,Albania,<18Y,BOTHSEX,22
2009,Albania,ALLAGE,FEMALE,5
2009,Albania,ALLAGE,BOTHSEX,94
2009,Albania,ALLAGE,MALE,17
2010,Albania,18+,BOTHSEX,83
2010,Albania,ALLAGE,BOTHSEX,97
2010,Albania,<18Y,BOTHSEX,14
2011,Albania,<18Y,BOTHSEX,39
2011,Albania,18+,BOTHSEX,45
2011,Albania,ALLAGE,BOTHSEX,84
2012,Albania,<18Y,BOTHSEX,26
2012,Albania,18+,BOTHSEX,66
2012,Albania,ALLAGE,BOTHSEX,92
2013,Albania,18+,BOTHSEX,52
2011,Bosnia and Herzegovina,<18Y,BOTHSEX,19
2011,Bosnia and Herzegovina,18+,MALE,16
2011,Bosnia and Herzegovina,18+,FEMALE,NaN
2011,Bosnia and Herzegovina,ALLAGE,FEMALE,7
2011,Bosnia and Herzegovina,<18Y,FEMALE,7
2011,Bosnia and Herzegovina,ALLAGE,BOTHSEX,35
2012,Bosnia and Herzegovina,<18Y,BOTHSEX,19
2012,Bosnia and Herzegovina,18+,BOTHSEX,20
2012,Bosnia and Herzegovina,<18Y,MALE,19
2013,Albania,<18Y,BOTHSEX,43
2013,Albania,ALLAGE,BOTHSEX,95
2014,Albania,<18Y,BOTHSEX,62
2014,Albania,ALLAGE,BOTHSEX,125
2014,Albania,18+,BOTHSEX,63
2014,Albania,ALLAGE,FEMALE,17
2014,Albania,ALLAGE,MALE,108
2014,Albania,<18Y,MALE,45
2014,Albania,<18Y,FEMALE,17
2014,Albania,18+,FEMALE,NaN
2008,Estonia,ALLAGE,BOTHSEX,55
2009,Estonia,ALLAGE,BOTHSEX,78
2010,Estonia,ALLAGE,BOTHSEX,57
2011,Estonia,18+,FEMALE,17
2011,Estonia,ALLAGE,FEMALE,18
2011,Estonia,ALLAGE,BOTHSEX,61
2011,Estonia,18+,MALE,39
2011,Estonia,18+,BOTHSEX,56
2011,Estonia,<18Y,MALE,NaN
2011,Estonia,<18Y,FEMALE,NaN
2011,Estonia,<18Y,BOTHSEX,5
2011,Estonia,ALLAGE,MALE,43
2012,Estonia,ALLAGE,FEMALE,14
2012,Estonia,<18Y,MALE,NaN
2012,Estonia,<18Y,BOTHSEX,NaN
2012,Estonia,<18Y,FEMALE,NaN
2012,Estonia,ALLAGE,BOTHSEX,23
2012,Estonia,18+,FEMALE,14
2012,Estonia,ALLAGE,MALE,9
2012,Estonia,18+,BOTHSEX,22
2012,Estonia,18+,MALE,8
2013,Estonia,18+,MALE,13
2013,Estonia,ALLAGE,FEMALE,10
2013,Estonia,ALLAGE,MALE,14
2013,Estonia,18+,FEMALE,10
2013,Estonia,<18Y,FEMALE,NaN
2013,Estonia,<18Y,BOTHSEX,NaN
2013,Estonia,<18Y,MALE,NaN
2013,Estonia,18+,BOTHSEX,24
2013,Estonia,ALLAGE,BOTHSEX,24
2014,Estonia,ALLAGE,MALE,NaN
2014,Estonia,ALLAGE,BOTHSEX,NaN
2014,Estonia,18+,FEMALE,NaN
2014,Estonia,ALLAGE,FEMALE,NaN
2014,Estonia,<18Y,MALE,NaN
2014,Estonia,18+,MALE,NaN
2014,Estonia,<18Y,FEMALE,NaN
2014,Estonia,18+,BOTHSEX,NaN
2014,Estonia,<18Y,BOTHSEX,NaN
2015,Estonia,18+,MALE,NaN
2015,Estonia,ALLAGE,FEMALE,NaN
2015,Estonia,18+,FEMALE,NaN
2015,Estonia,ALLAGE,BOTHSEX,13
2015,Estonia,18+,BOTHSEX,NaN
2015,Estonia,ALLAGE,MALE,9
2015,Estonia,<18Y,MALE,7
2015,Estonia,<18Y,BOTHSEX,11
2015,Estonia,<18Y,FEMALE,NaN
2016,Estonia,ALLAGE,FEMALE,NaN
2016,Estonia,18+,BOTHSEX,NaN
2016,Estonia,ALLAGE,MALE,8
2016,Estonia,<18Y,MALE,8
2016,Estonia,ALLAGE,BOTHSEX,10
2016,Estonia,18+,FEMALE,NaN
2010,Kazakhstan,18+,BOTHSEX,104
2010,Kazakhstan,<18Y,BOTHSEX,30
2010,Kazakhstan,ALLAGE,BOTHSEX,134
2011,Kazakhstan,<18Y,BOTHSEX,16
2011,Kazakhstan,ALLAGE,BOTHSEX,141
2011,Kazakhstan,18+,BOTHSEX,125
2012,Kazakhstan,ALLAGE,BOTHSEX,153
2012,Kazakhstan,18+,BOTHSEX,125
2012,Kazakhstan,<18Y,BOTHSEX,28
2012,Bosnia and Herzegovina,ALLAGE,MALE,39
2012,Bosnia and Herzegovina,ALLAGE,FEMALE,NaN
2012,Bosnia and Herzegovina,18+,MALE,20
2012,Bosnia and Herzegovina,ALLAGE,BOTHSEX,39
2012,Bosnia and Herzegovina,18+,FEMALE,NaN
2012,Bosnia and Herzegovina,<18Y,FEMALE,NaN
2013,Bosnia and Herzegovina,18+,BOTHSEX,NaN
2013,Bosnia and Herzegovina,<18Y,BOTHSEX,NaN
2014,Bosnia and Herzegovina,ALLAGE,FEMALE,14
2014,Bosnia and Herzegovina,<18Y,FEMALE,13
2014,Bosnia and Herzegovina,18+,FEMALE,NaN
2014,Bosnia and Herzegovina,ALLAGE,MALE,35
2014,Bosnia and Herzegovina,18+,MALE,11
2014,Bosnia and Herzegovina,ALLAGE,BOTHSEX,49
2014,Bosnia and Herzegovina,<18Y,BOTHSEX,37
2014,Bosnia and Herzegovina,<18Y,MALE,24
2014,Bosnia and Herzegovina,18+,BOTHSEX,12
2015,Bosnia and Herzegovina,ALLAGE,MALE,27
2015,Bosnia and Herzegovina,18+,BOTHSEX,18
2015,Bosnia and Herzegovina,ALLAGE,BOTHSEX,35
2015,Bosnia and Herzegovina,18+,MALE,13
2015,Bosnia and Herzegovina,18+,FEMALE,5
2015,Bosnia and Herzegovina,<18Y,MALE,14
2015,Bosnia and Herzegovina,<18Y,FEMALE,NaN
2015,Bosnia and Herzegovina,ALLAGE,FEMALE,8
2015,Bosnia and Herzegovina,<18Y,BOTHSEX,17
2016,Bosnia and Herzegovina,18+,BOTHSEX,38
2016,Bosnia and Herzegovina,<18Y,BOTHSEX,10
2016,Bosnia and Herzegovina,ALLAGE,BOTHSEX,48
2017,Bosnia and Herzegovina,ALLAGE,FEMALE,58
2017,Bosnia and Herzegovina,ALLAGE,MALE,25
2017,Bosnia and Herzegovina,<18Y,BOTHSEX,47
2017,Bosnia and Herzegovina,18+,MALE,25
2017,Bosnia and Herzegovina,ALLAGE,BOTHSEX,83
2017,Bosnia and Herzegovina,18+,BOTHSEX,36
2017,Bosnia and Herzegovina,18+,FEMALE,58
