Year,GeoAreaName,IHR Capacity,Value
2021,Croatia,SPAR2-C01,80
2021,Croatia,SPAR2-C02,67
2011,Bulgaria,IHR06,43
2014,Bulgaria,IHR03,70
2014,Bulgaria,IHR04,71
2014,Bulgaria,IHR05,81
2014,Bulgaria,IHR06,43
2021,Croatia,SPAR2-C03,70
2021,Croatia,SPAR2-C04,80
2021,Croatia,SPAR2-C10,80
2021,Croatia,SPAR2-C11,80
2021,Croatia,SPAR2-C13,80
2014,Bulgaria,IHR13,100
2014,Bulgaria,IHR11,100
2014,Bulgaria,IHR01,75
2014,Bulgaria,IHR02,63
2014,Bulgaria,IHR07,0
2013,Armenia,IHR07,100
2013,Armenia,IHR08,79
2013,Armenia,IHR09,97
2013,Armenia,IHR10,100
2013,Armenia,IHR02,100
2021,Cyprus,SPAR2-C03,50
2021,Cyprus,SPAR2-C04,56
2010,Czechia,IHR12,100
2010,Czechia,IHR13,100
2010,Czechia,IHR10,92
2014,Bulgaria,IHR08,86
2014,Bulgaria,IHR09,21
2014,Bulgaria,IHR10,100
2014,Bulgaria,IHR12,92
2018,Bulgaria,SPAR04,80
2010,Czechia,IHR11,100
2010,Czechia,IHR04,100
2010,Czechia,IHR01,100
2010,Czechia,IHR02,73
2010,Czechia,IHR08,81
2010,Czechia,IHR09,55
2010,Czechia,IHR07,50
2010,Czechia,IHR05,100
2010,Czechia,IHR03,73
2010,Czechia,IHR06,90
2011,Czechia,IHR06,71
2011,Czechia,IHR01,100
2011,Czechia,IHR12,100
2011,Czechia,IHR11,100
2011,Czechia,IHR03,90
2011,Czechia,IHR04,100
2011,Czechia,IHR02,66
2011,Czechia,IHR05,100
2011,Czechia,IHR10,100
2011,Czechia,IHR08,90
2011,Czechia,IHR09,41
2011,Czechia,IHR13,100
2011,Czechia,IHR07,50
2012,Czechia,IHR09,88
2012,Czechia,IHR05,90
2018,Bulgaria,SPAR05,87
2018,Bulgaria,SPAR06,50
2018,Bulgaria,SPAR01,67
2018,Bulgaria,SPAR02,70
2018,Bulgaria,SPAR03,80
2018,Bulgaria,SPAR11,50
2012,Czechia,IHR01,100
2012,Czechia,IHR02,83
2012,Czechia,IHR03,100
2012,Czechia,IHR10,100
2012,Czechia,IHR06,86
2018,Bulgaria,SPAR12,40
2018,Bulgaria,SPAR13,80
2018,Bulgaria,SPAR07,60
2018,Bulgaria,SPAR08,53
2018,Bulgaria,SPAR09,73
2018,Bulgaria,SPAR10,40
2012,Czechia,IHR07,60
2012,Czechia,IHR08,100
2012,Czechia,IHR04,100
2012,Czechia,IHR11,100
2012,Czechia,IHR12,100
2021,Croatia,SPAR2-C15,80
2021,Croatia,SPAR2-C14,80
2021,Croatia,SPAR2-C12,80
2010,Estonia,IHR06,60
2010,Estonia,IHR13,73
2019,Bulgaria,SPAR01,73
2019,Bulgaria,SPAR02,70
2019,Bulgaria,SPAR03,80
2019,Bulgaria,SPAR06,80
2019,Bulgaria,SPAR07,80
2019,Bulgaria,SPAR08,80
2012,Czechia,IHR13,86
2013,Czechia,IHR10,100
2013,Czechia,IHR01,100
2013,Czechia,IHR04,100
2013,Czechia,IHR08,100
2010,Estonia,IHR10,92
2010,Estonia,IHR11,93
2010,Estonia,IHR01,50
2010,Estonia,IHR12,92
2010,Estonia,IHR02,66
2013,Czechia,IHR07,60
2013,Czechia,IHR06,86
2013,Czechia,IHR05,75
2013,Czechia,IHR03,95
2013,Czechia,IHR09,48
2010,Estonia,IHR05,60
2010,Estonia,IHR04,80
2010,Estonia,IHR08,61
2010,Estonia,IHR09,45
2010,Estonia,IHR07,16
2013,Czechia,IHR02,83
2013,Czechia,IHR13,100
2013,Czechia,IHR12,100
2013,Czechia,IHR11,100
2014,Czechia,IHR13,100
2010,Estonia,IHR03,56
2011,Estonia,IHR07,75
2011,Estonia,IHR12,92
2011,Estonia,IHR11,83
2011,Estonia,IHR02,46
2019,Bulgaria,SPAR04,80
2019,Bulgaria,SPAR09,87
2019,Bulgaria,SPAR10,40
2019,Bulgaria,SPAR11,60
2019,Bulgaria,SPAR12,40
2019,Bulgaria,SPAR13,80
2014,Czechia,IHR05,75
2014,Czechia,IHR06,86
2014,Czechia,IHR07,60
2014,Czechia,IHR08,96
2014,Czechia,IHR09,48
2011,Estonia,IHR01,50
2011,Estonia,IHR03,75
2011,Estonia,IHR08,60
2011,Estonia,IHR09,69
2011,Estonia,IHR13,58
2019,Bulgaria,SPAR05,87
2020,Bulgaria,SPAR10,40
2020,Bulgaria,SPAR09,87
2020,Bulgaria,SPAR08,53
2020,Bulgaria,SPAR01,73
2020,Bulgaria,SPAR02,70
2014,Czechia,IHR01,100
2014,Czechia,IHR02,83
2014,Czechia,IHR03,95
2014,Czechia,IHR04,100
2014,Czechia,IHR10,100
2014,Czechia,IHR11,100
2014,Czechia,IHR12,100
2015,Czechia,IHR12,100
2015,Czechia,IHR03,95
2015,Czechia,IHR04,100
2011,Estonia,IHR10,89
2011,Estonia,IHR05,45
2011,Estonia,IHR04,71
2011,Estonia,IHR06,43
2012,Estonia,IHR11,100
2015,Czechia,IHR05,75
2015,Czechia,IHR06,86
2015,Czechia,IHR13,100
2015,Czechia,IHR10,100
2015,Czechia,IHR08,96
2020,Bulgaria,SPAR03,80
2020,Bulgaria,SPAR04,80
2020,Bulgaria,SPAR12,40
2020,Bulgaria,SPAR13,80
2020,Bulgaria,SPAR11,60
2020,Bulgaria,SPAR05,87
2012,Estonia,IHR09,55
2012,Estonia,IHR10,100
2012,Estonia,IHR06,86
2012,Estonia,IHR02,46
2012,Estonia,IHR12,69
2015,Czechia,IHR01,100
2015,Czechia,IHR02,83
2015,Czechia,IHR07,60
2015,Czechia,IHR09,52
2015,Czechia,IHR11,100
2012,Estonia,IHR13,29
2012,Estonia,IHR01,25
2012,Estonia,IHR07,40
2012,Estonia,IHR08,81
2012,Estonia,IHR03,80
2020,Bulgaria,SPAR06,80
2020,Bulgaria,SPAR07,80
2021,Bulgaria,SPAR2-C08,73
2021,Bulgaria,SPAR2-C09,73
2021,Bulgaria,SPAR2-C10,60
2021,Bulgaria,SPAR2-C05,90
2017,Czechia,IHR01,100
2017,Czechia,IHR02,100
2017,Czechia,IHR07,100
2017,Czechia,IHR08,96
2017,Czechia,IHR09,46
2017,Czechia,IHR10,100
2017,Czechia,IHR11,100
2017,Czechia,IHR03,100
2017,Czechia,IHR04,100
2017,Czechia,IHR05,92
2012,Estonia,IHR04,65
2012,Estonia,IHR05,50
2013,Estonia,IHR02,73
2013,Estonia,IHR09,86
2013,Estonia,IHR04,65
2017,Czechia,IHR06,86
2017,Czechia,IHR12,100
2017,Czechia,IHR13,100
2018,Czechia,SPAR11,30
2018,Czechia,SPAR12,60
2018,Czechia,SPAR13,100
2013,Estonia,IHR03,90
2013,Estonia,IHR10,100
2013,Estonia,IHR01,25
2013,Estonia,IHR13,77
2013,Estonia,IHR08,91
2021,Bulgaria,SPAR2-C04,84
2021,Bulgaria,SPAR2-C01,80
2021,Bulgaria,SPAR2-C02,60
2021,Bulgaria,SPAR2-C03,70
2021,Bulgaria,SPAR2-C11,60
2018,Czechia,SPAR05,87
2018,Czechia,SPAR06,60
2018,Czechia,SPAR08,67
2018,Czechia,SPAR10,40
2018,Czechia,SPAR09,93
2018,Czechia,SPAR07,80
2018,Czechia,SPAR01,53
2018,Czechia,SPAR02,60
2018,Czechia,SPAR03,80
2018,Czechia,SPAR04,60
2019,Czechia,SPAR04,60
2019,Czechia,SPAR05,87
2021,Bulgaria,SPAR2-C12,80
2021,Bulgaria,SPAR2-C13,80
2021,Bulgaria,SPAR2-C07,67
2021,Bulgaria,SPAR2-C14,60
2021,Bulgaria,SPAR2-C15,100
2013,Estonia,IHR07,40
2013,Estonia,IHR06,100
2013,Estonia,IHR05,55
2013,Estonia,IHR12,100
2013,Estonia,IHR11,100
2019,Czechia,SPAR07,80
2019,Czechia,SPAR01,53
2019,Czechia,SPAR02,70
2019,Czechia,SPAR03,80
2019,Czechia,SPAR09,93
2019,Czechia,SPAR08,67
2021,Bulgaria,SPAR2-C06,50
2010,Finland,IHR13,100
2010,Finland,IHR06,100
2010,Finland,IHR09,80
2010,Finland,IHR01,100
2019,Czechia,SPAR06,60
2019,Czechia,SPAR10,40
2019,Czechia,SPAR11,20
2019,Czechia,SPAR12,80
2019,Czechia,SPAR13,100
2021,Czechia,SPAR2-C15,100
2014,Estonia,IHR12,85
2014,Estonia,IHR13,92
2014,Estonia,IHR05,65
2014,Estonia,IHR06,86
2014,Estonia,IHR07,40
2021,Czechia,SPAR2-C13,80
2021,Czechia,SPAR2-C01,40
2021,Czechia,SPAR2-C09,87
2021,Czechia,SPAR2-C10,60
2021,Czechia,SPAR2-C11,53
2014,Estonia,IHR09,90
2014,Estonia,IHR11,100
2014,Estonia,IHR01,25
2014,Estonia,IHR02,73
2014,Estonia,IHR03,95
2010,Finland,IHR10,92
2010,Finland,IHR08,63
2010,Finland,IHR03,65
2010,Finland,IHR05,73
2010,Finland,IHR04,78
2021,Czechia,SPAR2-C12,80
2021,Czechia,SPAR2-C14,80
2021,Czechia,SPAR2-C02,67
2021,Czechia,SPAR2-C03,60
2021,Czechia,SPAR2-C04,96
2014,Estonia,IHR04,70
2014,Estonia,IHR10,100
2014,Estonia,IHR08,81
2015,Estonia,IHR01,33
2015,Estonia,IHR02,63
2010,Finland,IHR07,83
2010,Finland,IHR02,90
2010,Finland,IHR12,57
2010,Finland,IHR11,100
2011,Finland,IHR03,95
2011,Finland,IHR02,100
2011,Finland,IHR01,100
2011,Finland,IHR11,100
2011,Finland,IHR12,58
2011,Finland,IHR09,85
2021,Czechia,SPAR2-C05,100
2021,Czechia,SPAR2-C06,70
2021,Czechia,SPAR2-C07,80
2021,Czechia,SPAR2-C08,93
2010,Denmark,IHR11,93
2015,Estonia,IHR03,95
2015,Estonia,IHR08,82
2015,Estonia,IHR09,15
2015,Estonia,IHR10,100
2015,Estonia,IHR11,100
2011,Finland,IHR08,50
2011,Finland,IHR10,100
2011,Finland,IHR04,86
2011,Finland,IHR06,100
2011,Finland,IHR05,65
2010,Denmark,IHR12,85
2010,Denmark,IHR13,100
2010,Denmark,IHR08,56
2010,Denmark,IHR02,91
2010,Denmark,IHR03,28
2015,Estonia,IHR12,85
2015,Estonia,IHR04,70
2015,Estonia,IHR05,82
2015,Estonia,IHR06,86
2015,Estonia,IHR07,40
2010,Denmark,IHR04,95
2010,Denmark,IHR09,75
2010,Denmark,IHR10,100
2010,Denmark,IHR07,0
2010,Denmark,IHR01,50
2015,Estonia,IHR13,92
2016,Estonia,IHR13,92
2016,Estonia,IHR01,25
2016,Estonia,IHR02,63
2016,Estonia,IHR08,82
2010,Denmark,IHR05,100
2010,Denmark,IHR06,80
2011,Denmark,IHR10,100
2011,Denmark,IHR09,50
2011,Denmark,IHR03,75
2011,Finland,IHR07,75
2011,Finland,IHR13,100
2012,Finland,IHR02,100
2012,Finland,IHR03,100
2012,Finland,IHR01,100
2012,Finland,IHR04,100
2012,Finland,IHR05,80
2012,Finland,IHR06,100
2012,Finland,IHR07,80
2012,Finland,IHR09,97
2016,Estonia,IHR09,15
2016,Estonia,IHR10,100
2016,Estonia,IHR11,100
2016,Estonia,IHR03,95
2016,Estonia,IHR04,70
2011,Denmark,IHR01,75
2011,Denmark,IHR02,40
2011,Denmark,IHR04,57
2011,Denmark,IHR08,90
2011,Denmark,IHR11,100
2011,Denmark,IHR13,100
2011,Denmark,IHR12,83
2011,Denmark,IHR07,0
2011,Denmark,IHR06,100
2011,Denmark,IHR05,100
2016,Estonia,IHR05,82
2016,Estonia,IHR06,86
2016,Estonia,IHR07,40
2016,Estonia,IHR12,77
2017,Estonia,IHR12,77
2012,Finland,IHR10,100
2012,Finland,IHR11,100
2012,Finland,IHR12,100
2012,Finland,IHR08,96
2012,Finland,IHR13,100
2013,Denmark,IHR10,89
2013,Denmark,IHR09,89
2013,Denmark,IHR11,100
2013,Denmark,IHR04,100
2013,Denmark,IHR03,90
2017,Estonia,IHR13,92
2017,Estonia,IHR01,25
2017,Estonia,IHR02,47
2017,Estonia,IHR07,40
2017,Estonia,IHR09,15
2013,Denmark,IHR13,92
2013,Denmark,IHR06,86
2013,Denmark,IHR05,100
2013,Denmark,IHR08,91
2013,Denmark,IHR07,0
2013,Denmark,IHR01,100
2013,Denmark,IHR02,80
2013,Denmark,IHR12,100
2014,Denmark,IHR05,100
2014,Denmark,IHR06,86
2013,Finland,IHR13,92
2013,Finland,IHR01,100
2013,Finland,IHR10,100
2013,Finland,IHR11,87
2013,Finland,IHR03,95
2017,Estonia,IHR10,100
2017,Estonia,IHR08,82
2017,Estonia,IHR11,100
2017,Estonia,IHR03,95
2017,Estonia,IHR04,70
2014,Denmark,IHR07,40
2014,Denmark,IHR09,100
2014,Denmark,IHR10,89
2014,Denmark,IHR11,100
2014,Denmark,IHR12,92
2013,Finland,IHR06,100
2013,Finland,IHR08,91
2013,Finland,IHR05,63
2013,Finland,IHR04,94
2013,Finland,IHR12,77
2014,Denmark,IHR08,91
2014,Denmark,IHR01,100
2014,Denmark,IHR02,90
2014,Denmark,IHR03,95
2014,Denmark,IHR04,100
2017,Estonia,IHR05,82
2017,Estonia,IHR06,86
2018,Estonia,SPAR08,73
2018,Estonia,SPAR09,80
2018,Estonia,SPAR10,60
2018,Estonia,SPAR11,50
2014,Denmark,IHR13,100
2015,Denmark,IHR01,100
2015,Denmark,IHR02,90
2015,Denmark,IHR03,95
2015,Denmark,IHR04,100
2015,Denmark,IHR09,100
2015,Denmark,IHR10,89
2015,Denmark,IHR11,100
2015,Denmark,IHR12,92
2015,Denmark,IHR13,100
2013,Finland,IHR09,91
2013,Finland,IHR07,80
2013,Finland,IHR02,73
2014,Finland,IHR02,90
2014,Finland,IHR03,100
2018,Estonia,SPAR02,70
2018,Estonia,SPAR03,80
2018,Estonia,SPAR04,80
2018,Estonia,SPAR05,80
2018,Estonia,SPAR06,80
2018,Estonia,SPAR07,60
2018,Estonia,SPAR01,87
2018,Estonia,SPAR12,80
2018,Estonia,SPAR13,80
2019,Estonia,SPAR04,80
2019,Estonia,SPAR05,80
2019,Estonia,SPAR06,80
2019,Estonia,SPAR11,50
2019,Estonia,SPAR12,80
2019,Estonia,SPAR13,80
2019,Estonia,SPAR01,87
2019,Estonia,SPAR02,70
2019,Estonia,SPAR03,80
2015,Denmark,IHR05,100
2015,Denmark,IHR06,86
2015,Denmark,IHR07,40
2015,Denmark,IHR08,92
2016,Denmark,IHR01,100
2014,Finland,IHR04,100
2014,Finland,IHR01,100
2014,Finland,IHR10,100
2014,Finland,IHR11,100
2014,Finland,IHR12,92
2019,Estonia,SPAR08,73
2019,Estonia,SPAR09,80
2019,Estonia,SPAR07,60
2019,Estonia,SPAR10,60
2020,Estonia,SPAR01,87
2020,Estonia,SPAR02,70
2016,Denmark,IHR03,80
2016,Denmark,IHR04,100
2016,Denmark,IHR05,100
2016,Denmark,IHR10,100
2016,Denmark,IHR11,100
2016,Denmark,IHR12,92
2016,Denmark,IHR13,92
2016,Denmark,IHR06,100
2016,Denmark,IHR07,0
2016,Denmark,IHR08,92
2016,Denmark,IHR02,100
2016,Denmark,IHR09,97
2017,Denmark,IHR02,100
2017,Denmark,IHR03,60
2017,Denmark,IHR04,94
2020,Estonia,SPAR03,80
2020,Estonia,SPAR04,80
2020,Estonia,SPAR05,80
2020,Estonia,SPAR06,80
2020,Estonia,SPAR07,60
2020,Estonia,SPAR10,60
2014,Finland,IHR13,92
2014,Finland,IHR05,90
2014,Finland,IHR06,100
2014,Finland,IHR07,80
2014,Finland,IHR08,96
2020,Estonia,SPAR09,80
2020,Estonia,SPAR08,73
2020,Estonia,SPAR11,30
2020,Estonia,SPAR12,80
2020,Estonia,SPAR13,80
2021,Estonia,SPAR2-C06,60
2017,Denmark,IHR05,100
2017,Denmark,IHR06,100
2017,Denmark,IHR11,100
2017,Denmark,IHR12,92
2017,Denmark,IHR13,85
2014,Finland,IHR09,34
2015,Finland,IHR06,100
2015,Finland,IHR05,90
2015,Finland,IHR04,100
2015,Finland,IHR01,100
2021,Estonia,SPAR2-C07,93
2021,Estonia,SPAR2-C08,87
2021,Estonia,SPAR2-C09,60
2021,Estonia,SPAR2-C10,93
2021,Estonia,SPAR2-C11,60
2017,Denmark,IHR01,100
2017,Denmark,IHR07,40
2017,Denmark,IHR08,100
2017,Denmark,IHR09,94
2017,Denmark,IHR10,100
2015,Finland,IHR02,90
2015,Finland,IHR11,100
2015,Finland,IHR12,92
2015,Finland,IHR13,100
2015,Finland,IHR07,80
2021,Estonia,SPAR2-C12,80
2021,Estonia,SPAR2-C14,80
2021,Estonia,SPAR2-C01,60
2021,Estonia,SPAR2-C02,73
2021,Estonia,SPAR2-C03,80
2018,Denmark,SPAR01,93
2018,Denmark,SPAR04,100
2018,Denmark,SPAR05,100
2018,Denmark,SPAR06,100
2018,Denmark,SPAR07,100
2018,Denmark,SPAR08,100
2015,Finland,IHR03,100
2015,Finland,IHR08,96
2015,Finland,IHR09,97
2015,Finland,IHR10,100
2018,Finland,SPAR04,100
2018,Finland,SPAR03,100
2018,Finland,SPAR01,100
2018,Finland,SPAR05,87
2018,Finland,SPAR06,80
2018,Finland,SPAR07,80
2018,Finland,SPAR02,100
2021,Estonia,SPAR2-C04,64
2021,Estonia,SPAR2-C05,80
2021,Estonia,SPAR2-C15,80
2021,Estonia,SPAR2-C13,60
2010,Greece,IHR10,92
2018,Denmark,SPAR02,100
2018,Denmark,SPAR09,100
2018,Denmark,SPAR10,100
2018,Denmark,SPAR11,100
2018,Denmark,SPAR12,100
2018,Denmark,SPAR13,60
2010,Greece,IHR11,86
2010,Greece,IHR12,92
2010,Greece,IHR13,80
2010,Greece,IHR03,60
2010,Greece,IHR04,89
2010,Greece,IHR05,92
2010,Greece,IHR06,90
2010,Greece,IHR07,83
2010,Greece,IHR02,83
2010,Greece,IHR01,0
2018,Finland,SPAR08,93
2018,Finland,SPAR09,100
2018,Finland,SPAR10,80
2018,Finland,SPAR11,100
2018,Finland,SPAR12,100
2018,Finland,SPAR13,100
2019,Finland,SPAR07,80
2019,Finland,SPAR08,93
2019,Finland,SPAR09,100
2019,Finland,SPAR01,100
2019,Finland,SPAR02,100
2019,Finland,SPAR03,100
2018,Denmark,SPAR03,100
2019,Denmark,SPAR08,100
2019,Denmark,SPAR02,100
2019,Denmark,SPAR09,100
2019,Denmark,SPAR01,93
2019,Denmark,SPAR03,100
2019,Finland,SPAR04,100
2019,Finland,SPAR05,87
2019,Finland,SPAR06,80
2019,Finland,SPAR13,100
2019,Finland,SPAR10,80
2019,Finland,SPAR11,100
2010,Greece,IHR08,74
2010,Greece,IHR09,72
2019,Greece,SPAR01,60
2019,Greece,SPAR12,60
2019,Greece,SPAR13,40
2019,Greece,SPAR07,60
2019,Finland,SPAR12,100
2020,Finland,SPAR02,90
2020,Finland,SPAR03,100
2020,Finland,SPAR04,100
2020,Finland,SPAR05,87
2020,Finland,SPAR06,60
2019,Denmark,SPAR04,100
2019,Denmark,SPAR05,100
2019,Denmark,SPAR06,100
2019,Denmark,SPAR07,80
2019,Denmark,SPAR10,100
2019,Denmark,SPAR11,100
2019,Greece,SPAR02,50
2019,Greece,SPAR03,60
2019,Greece,SPAR08,60
2019,Greece,SPAR09,67
2019,Greece,SPAR10,20
2019,Greece,SPAR11,50
2020,Finland,SPAR07,60
2020,Finland,SPAR08,87
2020,Finland,SPAR09,100
2020,Finland,SPAR10,80
2020,Finland,SPAR11,60
2020,Finland,SPAR12,60
2019,Denmark,SPAR12,100
2019,Denmark,SPAR13,60
2020,Denmark,SPAR04,100
2020,Denmark,SPAR07,80
2020,Denmark,SPAR01,93
2020,Denmark,SPAR02,100
2019,Greece,SPAR06,80
2019,Greece,SPAR05,60
2019,Greece,SPAR04,80
2020,Greece,SPAR01,67
2020,Greece,SPAR02,50
2020,Greece,SPAR03,60
2020,Finland,SPAR13,100
2020,Finland,SPAR01,87
2021,Finland,SPAR2-C03,100
2021,Finland,SPAR2-C07,53
2021,Finland,SPAR2-C08,93
2021,Finland,SPAR2-C09,93
2021,Finland,SPAR2-C10,87
2021,Finland,SPAR2-C11,80
2021,Finland,SPAR2-C12,100
2021,Finland,SPAR2-C13,100
2021,Finland,SPAR2-C14,60
2020,Denmark,SPAR03,100
2020,Denmark,SPAR05,100
2020,Denmark,SPAR08,93
2020,Denmark,SPAR09,100
2020,Denmark,SPAR10,100
2020,Denmark,SPAR11,100
2021,Finland,SPAR2-C01,90
2021,Finland,SPAR2-C04,92
2021,Finland,SPAR2-C02,80
2021,Finland,SPAR2-C05,80
2021,Finland,SPAR2-C06,60
2020,Greece,SPAR04,80
2020,Greece,SPAR05,80
2020,Greece,SPAR06,80
2020,Greece,SPAR07,60
2020,Greece,SPAR08,67
2020,Greece,SPAR10,20
2020,Denmark,SPAR12,100
2020,Denmark,SPAR13,60
2020,Denmark,SPAR06,100
2021,Denmark,SPAR2-C06,100
2021,Denmark,SPAR2-C12,80
2021,Denmark,SPAR2-C13,100
2021,Finland,SPAR2-C15,100
2010,France,IHR09,22
2010,France,IHR07,50
2010,France,IHR08,85
2010,France,IHR11,86
2020,Greece,SPAR11,50
2020,Greece,SPAR09,67
2020,Greece,SPAR12,60
2020,Greece,SPAR13,40
2021,Greece,SPAR2-C03,70
2021,Greece,SPAR2-C09,73
2021,Greece,SPAR2-C10,47
2021,Greece,SPAR2-C11,67
2021,Greece,SPAR2-C12,80
2021,Greece,SPAR2-C13,100
2021,Greece,SPAR2-C14,60
2010,France,IHR10,38
2010,France,IHR06,50
2010,France,IHR12,71
2010,France,IHR13,80
2010,France,IHR04,56
2021,Denmark,SPAR2-C14,100
2021,Denmark,SPAR2-C15,100
2021,Denmark,SPAR2-C01,100
2021,Denmark,SPAR2-C04,100
2021,Denmark,SPAR2-C03,70
2021,Greece,SPAR2-C15,80
2021,Greece,SPAR2-C01,40
2021,Greece,SPAR2-C04,88
2021,Greece,SPAR2-C05,80
2021,Greece,SPAR2-C06,60
2010,France,IHR05,60
2010,France,IHR02,56
2010,France,IHR03,67
2010,France,IHR01,100
2011,France,IHR03,95
2021,Denmark,SPAR2-C02,100
2021,Denmark,SPAR2-C07,87
2021,Denmark,SPAR2-C08,93
2021,Denmark,SPAR2-C09,100
2021,Denmark,SPAR2-C10,100
2011,France,IHR02,53
2011,France,IHR07,50
2011,France,IHR04,100
2011,France,IHR11,83
2011,France,IHR12,92
2021,Denmark,SPAR2-C11,100
2021,Denmark,SPAR2-C05,100
2015,Hungary,IHR08,100
2015,Hungary,IHR09,15
2015,Hungary,IHR10,100
2011,France,IHR10,67
2011,France,IHR09,30
2011,France,IHR08,100
2011,France,IHR01,100
2011,France,IHR06,71
2013,Armenia,IHR03,85
2013,Armenia,IHR04,88
2013,Armenia,IHR05,91
2013,Armenia,IHR06,100
2013,Armenia,IHR11,93
2015,Hungary,IHR11,100
2015,Hungary,IHR01,100
2015,Hungary,IHR04,100
2015,Hungary,IHR05,100
2015,Hungary,IHR06,86
2011,France,IHR05,87
2011,France,IHR13,92
2012,France,IHR01,100
2012,France,IHR02,63
2012,France,IHR03,95
2012,France,IHR05,80
2012,France,IHR13,100
2012,France,IHR10,78
2012,France,IHR11,93
2012,France,IHR12,92
2015,Hungary,IHR07,40
2015,Hungary,IHR12,92
2015,Hungary,IHR13,100
2016,Hungary,IHR01,100
2016,Hungary,IHR02,100
2016,Hungary,IHR03,95
2016,Hungary,IHR09,15
2016,Hungary,IHR10,100
2016,Hungary,IHR11,100
2016,Hungary,IHR12,92
2021,Greece,SPAR2-C07,80
2021,Greece,SPAR2-C08,93
2021,Greece,SPAR2-C02,53
2010,Hungary,IHR07,83
2010,Hungary,IHR06,60
2012,France,IHR06,86
2012,France,IHR07,60
2012,France,IHR08,96
2012,France,IHR04,94
2012,France,IHR09,22
2010,Hungary,IHR13,100
2010,Hungary,IHR12,50
2010,Hungary,IHR05,67
2010,Hungary,IHR10,61
2010,Hungary,IHR09,23
2016,Hungary,IHR13,100
2016,Hungary,IHR04,89
2016,Hungary,IHR05,92
2016,Hungary,IHR06,86
2016,Hungary,IHR08,100
2016,Hungary,IHR07,40
2017,Hungary,IHR06,86
2017,Hungary,IHR07,0
2017,Hungary,IHR08,96
2017,Hungary,IHR01,100
2013,France,IHR03,95
2013,France,IHR01,100
2013,France,IHR02,80
2013,France,IHR04,100
2013,France,IHR12,85
2010,Hungary,IHR11,86
2010,Hungary,IHR08,92
2010,Hungary,IHR04,84
2010,Hungary,IHR03,64
2010,Hungary,IHR02,40
2017,Hungary,IHR03,95
2017,Hungary,IHR05,92
2017,Hungary,IHR09,15
2017,Hungary,IHR10,100
2017,Hungary,IHR11,100
2017,Hungary,IHR12,92
2017,Hungary,IHR13,100
2017,Hungary,IHR04,89
2017,Hungary,IHR02,100
2018,Hungary,SPAR01,87
2018,Hungary,SPAR02,90
2010,Hungary,IHR01,75
2011,Hungary,IHR01,100
2011,Hungary,IHR03,100
2011,Hungary,IHR02,40
2011,Hungary,IHR04,93
2018,Hungary,SPAR03,80
2018,Hungary,SPAR04,80
2018,Hungary,SPAR05,67
2018,Hungary,SPAR12,60
2018,Hungary,SPAR13,100
2018,Hungary,SPAR06,90
2018,Hungary,SPAR07,20
2018,Hungary,SPAR10,40
2018,Hungary,SPAR09,53
2018,Hungary,SPAR08,60
2018,Hungary,SPAR11,50
2019,Hungary,SPAR06,90
2013,France,IHR07,60
2013,France,IHR09,21
2013,France,IHR11,100
2013,France,IHR10,100
2013,France,IHR13,100
2011,Hungary,IHR09,31
2011,Hungary,IHR05,100
2011,Hungary,IHR07,75
2011,Hungary,IHR10,100
2011,Hungary,IHR08,90
2013,France,IHR05,80
2013,France,IHR08,100
2013,France,IHR06,86
2014,France,IHR02,80
2014,France,IHR03,95
2014,France,IHR04,100
2014,France,IHR05,80
2014,France,IHR11,100
2014,France,IHR12,92
2014,France,IHR13,100
2019,Hungary,SPAR07,20
2019,Hungary,SPAR08,53
2019,Hungary,SPAR09,73
2019,Hungary,SPAR10,60
2019,Hungary,SPAR11,0
2019,Hungary,SPAR01,80
2011,Hungary,IHR13,100
2011,Hungary,IHR12,100
2011,Hungary,IHR11,100
2011,Hungary,IHR06,100
2012,Hungary,IHR13,100
2019,Hungary,SPAR12,60
2019,Hungary,SPAR13,100
2019,Hungary,SPAR02,90
2019,Hungary,SPAR03,80
2019,Hungary,SPAR04,100
2019,Hungary,SPAR05,73
2012,Hungary,IHR11,93
2012,Hungary,IHR04,65
2012,Hungary,IHR03,80
2012,Hungary,IHR05,60
2012,Hungary,IHR06,71
2012,Hungary,IHR12,92
2012,Hungary,IHR08,91
2012,Hungary,IHR09,92
2012,Hungary,IHR10,100
2012,Hungary,IHR07,60
2014,France,IHR01,100
2014,France,IHR06,86
2014,France,IHR10,100
2014,France,IHR09,21
2014,France,IHR08,100
2014,France,IHR07,60
2015,France,IHR03,95
2015,France,IHR04,100
2015,France,IHR05,80
2015,France,IHR06,100
2012,Hungary,IHR01,100
2012,Hungary,IHR02,50
2013,Hungary,IHR03,85
2013,Hungary,IHR04,94
2013,Hungary,IHR08,96
2013,Hungary,IHR10,100
2013,Hungary,IHR11,100
2013,Hungary,IHR02,100
2013,Hungary,IHR07,100
2013,Hungary,IHR06,100
2015,France,IHR07,60
2015,France,IHR11,100
2015,France,IHR12,100
2015,France,IHR13,100
2015,France,IHR01,100
2015,France,IHR08,100
2015,France,IHR02,90
2015,France,IHR09,27
2015,France,IHR10,100
2016,France,IHR05,80
2020,Hungary,SPAR13,100
2020,Hungary,SPAR01,67
2020,Hungary,SPAR02,70
2020,Hungary,SPAR03,60
2020,Hungary,SPAR04,80
2020,Hungary,SPAR11,0
2016,France,IHR06,100
2016,France,IHR07,60
