Year,GeoAreaName,IHR Capacity,Value
2016,France,IHR08,100
2016,France,IHR03,95
2016,France,IHR01,100
2013,Hungary,IHR01,100
2013,Hungary,IHR05,100
2013,Hungary,IHR09,82
2013,Hungary,IHR12,100
2013,Hungary,IHR13,100
2016,France,IHR02,100
2016,France,IHR04,100
2016,France,IHR09,27
2016,France,IHR10,100
2016,France,IHR11,100
2020,Hungary,SPAR12,80
2020,Hungary,SPAR05,73
2020,Hungary,SPAR06,80
2020,Hungary,SPAR07,20
2020,Hungary,SPAR08,60
2020,Hungary,SPAR09,87
2014,Hungary,IHR02,100
2014,Hungary,IHR04,94
2014,Hungary,IHR07,0
2014,Hungary,IHR08,96
2014,Hungary,IHR09,32
2020,Hungary,SPAR10,80
2021,Hungary,SPAR2-C10,47
2021,Hungary,SPAR2-C11,53
2021,Hungary,SPAR2-C12,80
2021,Hungary,SPAR2-C13,80
2021,Hungary,SPAR2-C14,100
2016,France,IHR12,100
2016,France,IHR13,100
2017,France,IHR03,95
2017,France,IHR04,100
2017,France,IHR05,80
2014,Hungary,IHR10,100
2014,Hungary,IHR11,93
2014,Hungary,IHR03,85
2014,Hungary,IHR01,75
2014,Hungary,IHR05,100
2021,Hungary,SPAR2-C01,50
2021,Hungary,SPAR2-C02,73
2021,Hungary,SPAR2-C07,73
2021,Hungary,SPAR2-C08,80
2021,Hungary,SPAR2-C09,87
2013,Armenia,IHR12,92
2013,Armenia,IHR13,100
2014,Armenia,IHR08,96
2014,Armenia,IHR09,94
2014,Armenia,IHR07,80
2014,Hungary,IHR06,100
2014,Hungary,IHR12,85
2014,Hungary,IHR13,100
2015,Hungary,IHR02,100
2015,Hungary,IHR03,80
2021,Hungary,SPAR2-C15,100
2021,Hungary,SPAR2-C05,80
2021,Hungary,SPAR2-C04,80
2021,Hungary,SPAR2-C03,50
2021,Hungary,SPAR2-C06,20
2017,France,IHR06,100
2017,France,IHR07,60
2017,France,IHR12,100
2017,France,IHR13,100
2017,France,IHR01,100
2011,Iceland,IHR13,83
2011,Iceland,IHR12,58
2011,Iceland,IHR03,45
2011,Iceland,IHR01,50
2011,Iceland,IHR05,77
2011,Iceland,IHR08,60
2011,Iceland,IHR11,100
2011,Iceland,IHR07,0
2011,Iceland,IHR06,14
2011,Iceland,IHR02,80
2014,Armenia,IHR01,100
2014,Armenia,IHR02,100
2014,Armenia,IHR03,85
2014,Armenia,IHR06,100
2014,Armenia,IHR10,100
2011,Iceland,IHR04,71
2011,Iceland,IHR10,100
2011,Iceland,IHR09,54
2012,Iceland,IHR09,74
2012,Iceland,IHR10,100
2017,France,IHR02,100
2017,France,IHR08,100
2017,France,IHR09,27
2017,France,IHR10,100
2017,France,IHR11,100
2014,Armenia,IHR11,93
2014,Armenia,IHR12,85
2014,Armenia,IHR13,92
2014,Armenia,IHR05,100
2014,Armenia,IHR04,100
2012,Iceland,IHR12,54
2012,Iceland,IHR08,77
2012,Iceland,IHR04,83
2012,Iceland,IHR05,100
2012,Iceland,IHR11,100
2018,France,SPAR05,73
2018,France,SPAR06,100
2018,France,SPAR08,73
2018,France,SPAR10,80
2018,France,SPAR09,93
2018,France,SPAR07,80
2011,Kazakhstan,IHR01,75
2011,Kazakhstan,IHR06,43
2011,Kazakhstan,IHR09,84
2011,Kazakhstan,IHR12,100
2011,Kazakhstan,IHR03,70
2018,France,SPAR01,67
2018,France,SPAR02,100
2018,France,SPAR03,80
2018,France,SPAR04,80
2018,France,SPAR11,40
2018,France,SPAR12,100
2011,Kazakhstan,IHR04,78
2011,Kazakhstan,IHR05,90
2011,Kazakhstan,IHR10,89
2011,Kazakhstan,IHR11,100
2011,Kazakhstan,IHR07,100
2018,France,SPAR13,100
2019,France,SPAR11,40
2019,France,SPAR12,100
2019,France,SPAR13,100
2019,France,SPAR05,73
2019,France,SPAR06,100
2015,Armenia,IHR02,100
2015,Armenia,IHR03,90
2015,Armenia,IHR08,100
2015,Armenia,IHR10,100
2015,Armenia,IHR11,93
2011,Kazakhstan,IHR08,100
2011,Kazakhstan,IHR02,53
2011,Kazakhstan,IHR13,100
2012,Kazakhstan,IHR06,43
2012,Kazakhstan,IHR07,100
2019,France,SPAR07,80
2019,France,SPAR08,73
2019,France,SPAR09,93
2019,France,SPAR10,80
2019,France,SPAR01,67
2019,France,SPAR02,100
2012,Iceland,IHR02,100
2012,Iceland,IHR03,75
2012,Iceland,IHR01,100
2012,Iceland,IHR13,79
2012,Iceland,IHR06,71
2019,France,SPAR03,80
2019,France,SPAR04,80
2020,France,SPAR05,73
2020,France,SPAR06,100
2020,France,SPAR07,80
2020,France,SPAR08,87
2012,Iceland,IHR07,20
2014,Iceland,IHR01,100
2014,Iceland,IHR02,83
2014,Iceland,IHR03,85
2014,Iceland,IHR11,100
2015,Armenia,IHR12,92
2015,Armenia,IHR04,100
2015,Armenia,IHR05,100
2015,Armenia,IHR06,100
2015,Armenia,IHR07,80
2020,France,SPAR09,93
2020,France,SPAR10,80
2020,France,SPAR12,100
2020,France,SPAR03,80
2020,France,SPAR02,100
2020,France,SPAR01,67
2014,Iceland,IHR12,54
2014,Iceland,IHR13,77
2014,Iceland,IHR08,86
2014,Iceland,IHR10,100
2014,Iceland,IHR04,89
2012,Kazakhstan,IHR05,90
2012,Kazakhstan,IHR10,89
2012,Kazakhstan,IHR11,100
2012,Kazakhstan,IHR13,100
2012,Kazakhstan,IHR08,96
2014,Iceland,IHR05,90
2014,Iceland,IHR06,71
2014,Iceland,IHR07,60
2014,Iceland,IHR09,94
2016,Iceland,IHR05,100
2015,Armenia,IHR01,100
2015,Armenia,IHR13,92
2015,Armenia,IHR09,97
2017,Armenia,IHR08,100
2017,Armenia,IHR09,91
2017,Armenia,IHR10,100
2017,Armenia,IHR04,100
2017,Armenia,IHR01,100
2017,Armenia,IHR02,100
2017,Armenia,IHR03,90
2020,France,SPAR04,80
2020,France,SPAR11,40
2020,France,SPAR13,100
2021,France,SPAR2-C01,70
2021,France,SPAR2-C02,100
2021,France,SPAR2-C03,50
2016,Iceland,IHR06,86
2016,Iceland,IHR07,60
2016,Iceland,IHR13,46
2016,Iceland,IHR01,100
2016,Iceland,IHR02,80
2021,France,SPAR2-C04,92
2021,France,SPAR2-C11,60
2021,France,SPAR2-C12,80
2021,France,SPAR2-C13,80
2021,France,SPAR2-C14,100
2016,Iceland,IHR03,65
2016,Iceland,IHR08,53
2016,Iceland,IHR09,66
2016,Iceland,IHR10,78
2016,Iceland,IHR11,80
2017,Armenia,IHR05,100
2017,Armenia,IHR11,93
2017,Armenia,IHR12,92
2017,Armenia,IHR13,92
2017,Armenia,IHR06,100
2012,Kazakhstan,IHR03,70
2012,Kazakhstan,IHR04,76
2012,Kazakhstan,IHR02,53
2012,Kazakhstan,IHR09,97
2012,Kazakhstan,IHR12,100
2017,Armenia,IHR07,80
2018,Armenia,SPAR03,100
2018,Armenia,SPAR04,40
2018,Armenia,SPAR05,67
2018,Armenia,SPAR06,90
2018,Armenia,SPAR10,100
2016,Iceland,IHR12,54
2016,Iceland,IHR04,71
2017,Iceland,IHR01,100
2017,Iceland,IHR02,80
2017,Iceland,IHR03,65
2021,France,SPAR2-C15,100
2021,France,SPAR2-C09,80
2021,France,SPAR2-C05,100
2021,France,SPAR2-C08,100
2021,France,SPAR2-C07,100
2012,Kazakhstan,IHR01,100
2013,Kazakhstan,IHR09,100
2013,Kazakhstan,IHR05,50
2013,Kazakhstan,IHR08,86
2013,Kazakhstan,IHR13,100
2018,Armenia,SPAR01,80
2018,Armenia,SPAR07,100
2018,Armenia,SPAR08,73
2018,Armenia,SPAR02,100
2018,Armenia,SPAR09,73
2018,Armenia,SPAR11,80
2021,France,SPAR2-C06,80
2021,France,SPAR2-C10,100
2010,Georgia,IHR12,85
2010,Georgia,IHR09,84
2010,Georgia,IHR06,100
2017,Iceland,IHR04,71
2017,Iceland,IHR09,66
2017,Iceland,IHR10,78
2017,Iceland,IHR11,80
2017,Iceland,IHR12,54
2017,Iceland,IHR13,46
2017,Iceland,IHR05,100
2017,Iceland,IHR06,86
2017,Iceland,IHR07,60
2017,Iceland,IHR08,53
2018,Iceland,SPAR01,87
2018,Iceland,SPAR02,100
2018,Iceland,SPAR03,80
2018,Iceland,SPAR04,80
2018,Iceland,SPAR05,87
2018,Iceland,SPAR07,60
2010,Georgia,IHR01,100
2010,Georgia,IHR02,91
2010,Georgia,IHR03,96
2010,Georgia,IHR07,83
2010,Georgia,IHR08,94
2013,Kazakhstan,IHR12,100
2013,Kazakhstan,IHR11,100
2013,Kazakhstan,IHR04,76
2013,Kazakhstan,IHR02,53
2013,Kazakhstan,IHR07,100
2018,Iceland,SPAR08,100
2018,Iceland,SPAR09,93
2018,Iceland,SPAR10,100
2018,Iceland,SPAR11,80
2018,Iceland,SPAR12,60
2018,Iceland,SPAR06,80
2013,Kazakhstan,IHR03,70
2013,Kazakhstan,IHR06,43
2013,Kazakhstan,IHR10,89
2013,Kazakhstan,IHR01,100
2014,Kazakhstan,IHR12,100
2014,Kazakhstan,IHR10,89
2014,Kazakhstan,IHR01,100
2014,Kazakhstan,IHR07,100
2014,Kazakhstan,IHR08,96
2014,Kazakhstan,IHR09,94
2010,Georgia,IHR10,92
2010,Georgia,IHR11,86
2010,Georgia,IHR04,100
2010,Georgia,IHR05,100
2010,Georgia,IHR13,100
2014,Kazakhstan,IHR11,100
2014,Kazakhstan,IHR02,53
2014,Kazakhstan,IHR03,70
2014,Kazakhstan,IHR04,76
2014,Kazakhstan,IHR05,83
2011,Georgia,IHR09,75
2011,Georgia,IHR05,100
2011,Georgia,IHR03,100
2011,Georgia,IHR04,100
2011,Georgia,IHR12,83
2018,Iceland,SPAR13,80
2019,Iceland,SPAR04,80
2019,Iceland,SPAR11,90
2019,Iceland,SPAR13,80
2019,Iceland,SPAR05,93
2019,Iceland,SPAR06,80
2014,Kazakhstan,IHR06,43
2014,Kazakhstan,IHR13,100
2015,Kazakhstan,IHR01,100
2015,Kazakhstan,IHR02,53
2015,Kazakhstan,IHR03,70
2019,Iceland,SPAR07,60
2019,Iceland,SPAR08,87
2019,Iceland,SPAR09,80
2019,Iceland,SPAR10,100
2019,Iceland,SPAR12,60
2019,Iceland,SPAR03,80
2015,Kazakhstan,IHR04,76
2015,Kazakhstan,IHR09,18
2015,Kazakhstan,IHR10,89
2015,Kazakhstan,IHR11,100
2015,Kazakhstan,IHR12,85
2019,Iceland,SPAR02,100
2019,Iceland,SPAR01,87
2021,Iceland,SPAR2-C11,87
2021,Iceland,SPAR2-C12,80
2021,Iceland,SPAR2-C13,80
2021,Iceland,SPAR2-C14,80
2015,Kazakhstan,IHR13,100
2015,Kazakhstan,IHR05,83
2015,Kazakhstan,IHR06,43
2015,Kazakhstan,IHR07,100
2015,Kazakhstan,IHR08,96
2011,Georgia,IHR01,100
2011,Georgia,IHR08,80
2011,Georgia,IHR07,100
2011,Georgia,IHR06,100
2011,Georgia,IHR02,83
2021,Iceland,SPAR2-C15,80
2021,Iceland,SPAR2-C06,80
2021,Iceland,SPAR2-C10,60
2021,Iceland,SPAR2-C09,67
2021,Iceland,SPAR2-C08,60
2018,Kazakhstan,SPAR01,67
2018,Kazakhstan,SPAR02,40
2018,Kazakhstan,SPAR03,80
2018,Kazakhstan,SPAR04,20
2018,Kazakhstan,SPAR05,67
2018,Kazakhstan,SPAR13,100
2011,Georgia,IHR11,67
2011,Georgia,IHR10,100
2011,Georgia,IHR13,92
2012,Georgia,IHR01,100
2012,Georgia,IHR07,100
2018,Kazakhstan,SPAR06,90
2018,Kazakhstan,SPAR07,80
2018,Kazakhstan,SPAR08,40
2018,Kazakhstan,SPAR09,80
2018,Kazakhstan,SPAR10,80
2018,Kazakhstan,SPAR11,100
2021,Iceland,SPAR2-C07,93
2021,Iceland,SPAR2-C01,60
2021,Iceland,SPAR2-C02,80
2021,Iceland,SPAR2-C03,80
2021,Iceland,SPAR2-C04,80
2018,Kazakhstan,SPAR12,80
2019,Kazakhstan,SPAR10,80
2019,Kazakhstan,SPAR11,80
2019,Kazakhstan,SPAR12,80
2019,Kazakhstan,SPAR06,80
2019,Kazakhstan,SPAR07,80
2012,Georgia,IHR03,100
2012,Georgia,IHR04,100
2012,Georgia,IHR05,100
2012,Georgia,IHR10,100
2012,Georgia,IHR11,67
2018,Armenia,SPAR12,80
2018,Armenia,SPAR13,100
2019,Armenia,SPAR05,67
2019,Armenia,SPAR06,90
2019,Armenia,SPAR07,100
2019,Armenia,SPAR01,80
2019,Kazakhstan,SPAR08,87
2019,Kazakhstan,SPAR09,93
2019,Kazakhstan,SPAR02,90
2019,Kazakhstan,SPAR01,80
2019,Kazakhstan,SPAR13,80
2019,Kazakhstan,SPAR03,80
2019,Armenia,SPAR02,100
2019,Armenia,SPAR03,100
2019,Armenia,SPAR04,40
2019,Armenia,SPAR12,80
2019,Armenia,SPAR13,100
2019,Armenia,SPAR08,73
2019,Armenia,SPAR09,73
2019,Armenia,SPAR10,100
2019,Armenia,SPAR11,80
2020,Armenia,SPAR03,100
2020,Armenia,SPAR01,80
2020,Armenia,SPAR05,80
2012,Georgia,IHR08,91
2012,Georgia,IHR09,66
2012,Georgia,IHR06,100
2012,Georgia,IHR02,100
2012,Georgia,IHR12,62
2019,Kazakhstan,SPAR04,80
2019,Kazakhstan,SPAR05,80
2020,Kazakhstan,SPAR01,87
2020,Kazakhstan,SPAR02,100
2020,Kazakhstan,SPAR03,80
2020,Kazakhstan,SPAR11,50
2020,Armenia,SPAR06,90
2020,Armenia,SPAR04,40
2020,Armenia,SPAR02,100
2020,Armenia,SPAR07,100
2020,Armenia,SPAR08,73
2020,Armenia,SPAR09,73
2012,Georgia,IHR13,71
2013,Georgia,IHR11,67
2013,Georgia,IHR13,83
2013,Georgia,IHR02,83
2013,Georgia,IHR09,94
2020,Armenia,SPAR10,100
2020,Armenia,SPAR11,80
2020,Armenia,SPAR12,80
2020,Armenia,SPAR13,100
2021,Armenia,SPAR2-C10,80
2021,Armenia,SPAR2-C01,60
2013,Georgia,IHR08,96
2013,Georgia,IHR07,100
2013,Georgia,IHR12,62
2013,Georgia,IHR04,100
2013,Georgia,IHR06,100
2021,Armenia,SPAR2-C02,100
2021,Armenia,SPAR2-C03,80
2021,Armenia,SPAR2-C04,80
2021,Armenia,SPAR2-C05,100
2021,Armenia,SPAR2-C06,80
2020,Kazakhstan,SPAR12,80
2020,Kazakhstan,SPAR13,80
2020,Kazakhstan,SPAR04,80
2020,Kazakhstan,SPAR05,80
2020,Kazakhstan,SPAR06,80
2020,Kazakhstan,SPAR07,80
2021,Armenia,SPAR2-C14,100
2021,Armenia,SPAR2-C07,67
2021,Armenia,SPAR2-C08,80
2021,Armenia,SPAR2-C09,100
2021,Armenia,SPAR2-C11,80
2013,Georgia,IHR05,100
2013,Georgia,IHR03,100
2013,Georgia,IHR10,100
2013,Georgia,IHR01,100
2014,Georgia,IHR03,95
2021,Iceland,SPAR2-C05,80
2010,Ireland,IHR05,28
2010,Ireland,IHR04,78
2010,Ireland,IHR03,84
2010,Ireland,IHR02,56
2020,Kazakhstan,SPAR08,87
2020,Kazakhstan,SPAR09,93
2020,Kazakhstan,SPAR10,80
2021,Kazakhstan,SPAR2-C08,100
2021,Kazakhstan,SPAR2-C07,93
2021,Kazakhstan,SPAR2-C01,60
2021,Armenia,SPAR2-C15,100
2021,Armenia,SPAR2-C13,60
2021,Armenia,SPAR2-C12,100
2010,Belgium,IHR01,100
2010,Belgium,IHR02,75
2010,Ireland,IHR09,28
2010,Ireland,IHR08,23
2010,Ireland,IHR13,53
2010,Ireland,IHR06,40
2010,Ireland,IHR01,25
2021,Kazakhstan,SPAR2-C02,93
2021,Kazakhstan,SPAR2-C03,90
2021,Kazakhstan,SPAR2-C04,80
2021,Kazakhstan,SPAR2-C05,100
2021,Kazakhstan,SPAR2-C14,80
2014,Georgia,IHR04,81
2014,Georgia,IHR05,100
2014,Georgia,IHR10,100
2014,Georgia,IHR11,100
2014,Georgia,IHR12,62
2010,Ireland,IHR07,33
2010,Ireland,IHR12,42
2010,Ireland,IHR11,100
2010,Ireland,IHR10,92
2011,Ireland,IHR11,100
2014,Georgia,IHR13,77
2014,Georgia,IHR01,100
2014,Georgia,IHR06,100
2014,Georgia,IHR07,60
2014,Georgia,IHR08,96
2014,Georgia,IHR09,94
2014,Georgia,IHR02,100
2015,Georgia,IHR01,100
2015,Georgia,IHR02,100
2015,Georgia,IHR03,90
2011,Ireland,IHR10,67
2011,Ireland,IHR09,31
2011,Ireland,IHR12,25
2011,Ireland,IHR08,20
2011,Ireland,IHR04,64
2015,Georgia,IHR09,94
2015,Georgia,IHR10,100
2015,Georgia,IHR11,87
2015,Georgia,IHR12,38
2015,Georgia,IHR04,64
2015,Georgia,IHR05,92
2015,Georgia,IHR06,86
2015,Georgia,IHR07,40
2015,Georgia,IHR08,96
2015,Georgia,IHR13,62
2011,Ireland,IHR03,55
2011,Ireland,IHR13,67
2011,Ireland,IHR01,25
2011,Ireland,IHR07,25
2011,Ireland,IHR06,71
2016,Georgia,IHR13,54
2016,Georgia,IHR12,77
2016,Georgia,IHR01,100
2016,Georgia,IHR02,100
2016,Georgia,IHR07,60
2021,Kazakhstan,SPAR2-C15,100
2021,Kazakhstan,SPAR2-C10,80
2021,Kazakhstan,SPAR2-C09,73
2021,Kazakhstan,SPAR2-C06,90
2021,Kazakhstan,SPAR2-C11,100
2016,Georgia,IHR08,100
2016,Georgia,IHR09,94
2016,Georgia,IHR10,100
2016,Georgia,IHR11,60
2016,Georgia,IHR03,95
2016,Georgia,IHR04,70
2016,Georgia,IHR05,80
2016,Georgia,IHR06,71
2017,Georgia,IHR01,75
2017,Georgia,IHR02,73
2017,Georgia,IHR03,70
2017,Georgia,IHR12,31
2017,Georgia,IHR09,83
2017,Georgia,IHR10,100
2017,Georgia,IHR11,93
2017,Georgia,IHR05,83
2017,Georgia,IHR13,69
2017,Georgia,IHR04,82
2017,Georgia,IHR06,57
2017,Georgia,IHR07,40
2017,Georgia,IHR08,100
2018,Georgia,SPAR09,60
2018,Georgia,SPAR10,20
2018,Georgia,SPAR11,40
2018,Georgia,SPAR03,80
2018,Georgia,SPAR04,60
2010,Belgium,IHR03,51
2010,Belgium,IHR05,78
2010,Belgium,IHR06,70
2010,Belgium,IHR07,50
2010,Belgium,IHR08,80
2011,Ireland,IHR02,53
2011,Ireland,IHR05,55
2012,Ireland,IHR05,80
2012,Ireland,IHR06,100
2012,Ireland,IHR07,40
2018,Georgia,SPAR05,93
2018,Georgia,SPAR06,80
2018,Georgia,SPAR07,60
2018,Georgia,SPAR08,67
2018,Georgia,SPAR12,100
2018,Georgia,SPAR13,40
2018,Georgia,SPAR01,80
2018,Georgia,SPAR02,80
2019,Georgia,SPAR09,60
2019,Georgia,SPAR10,20
2019,Georgia,SPAR11,40
2019,Georgia,SPAR12,20
2019,Georgia,SPAR13,40
2019,Georgia,SPAR02,80
2019,Georgia,SPAR01,67
2019,Georgia,SPAR03,80
2019,Georgia,SPAR04,60
2019,Georgia,SPAR05,93
2019,Georgia,SPAR06,70
2019,Georgia,SPAR07,60
2019,Georgia,SPAR08,60
2020,Georgia,SPAR02,80
2020,Georgia,SPAR01,80
2020,Georgia,SPAR03,80
2020,Georgia,SPAR04,40
2020,Georgia,SPAR05,93
2020,Georgia,SPAR06,70
2020,Georgia,SPAR07,60
2020,Georgia,SPAR08,60
2020,Georgia,SPAR09,60
2020,Georgia,SPAR10,40
2020,Georgia,SPAR11,50
2020,Georgia,SPAR12,20
2020,Georgia,SPAR13,40
2021,Georgia,SPAR2-C08,67
2021,Georgia,SPAR2-C09,60
2021,Georgia,SPAR2-C10,40
2021,Georgia,SPAR2-C11,47
2021,Georgia,SPAR2-C12,80
2021,Georgia,SPAR2-C01,40
2021,Georgia,SPAR2-C02,73
2010,Belgium,IHR09,77
2010,Belgium,IHR11,93
2010,Belgium,IHR12,64
2010,Belgium,IHR13,86
2010,Belgium,IHR10,53
2012,Ireland,IHR12,92
2012,Ireland,IHR02,80
2012,Ireland,IHR01,25
2012,Ireland,IHR03,85
2012,Ireland,IHR13,64
2021,Georgia,SPAR2-C03,70
2021,Georgia,SPAR2-C04,84
2021,Georgia,SPAR2-C05,90
2021,Georgia,SPAR2-C06,40
2021,Georgia,SPAR2-C07,67
2021,Kazakhstan,SPAR2-C12,80
2021,Kazakhstan,SPAR2-C13,100
2011,Kyrgyzstan,IHR07,0
2011,Kyrgyzstan,IHR08,80
2011,Kyrgyzstan,IHR06,43
2010,Belgium,IHR04,88
2011,Belgium,IHR02,30
2011,Belgium,IHR01,100
2011,Belgium,IHR03,55
2011,Belgium,IHR10,78
2012,Ireland,IHR08,77
2012,Ireland,IHR09,73
2012,Ireland,IHR11,100
2012,Ireland,IHR10,100
2012,Ireland,IHR04,100
2021,Georgia,SPAR2-C13,40
2021,Georgia,SPAR2-C14,100
2021,Georgia,SPAR2-C15,40
2010,Germany,IHR08,100
2010,Germany,IHR01,100
2011,Kyrgyzstan,IHR09,15
2011,Kyrgyzstan,IHR03,60
2011,Kyrgyzstan,IHR12,75
2011,Kyrgyzstan,IHR05,0
2011,Kyrgyzstan,IHR01,25
2011,Belgium,IHR05,47
2011,Belgium,IHR04,71
2011,Belgium,IHR07,50
2011,Belgium,IHR11,100
2011,Belgium,IHR12,83
2018,Ireland,SPAR11,0
2018,Ireland,SPAR12,60
2018,Ireland,SPAR13,60
2018,Ireland,SPAR08,80
2018,Ireland,SPAR09,67
2018,Ireland,SPAR10,100
2010,Germany,IHR09,70
2010,Germany,IHR04,89
2010,Germany,IHR13,80
2010,Germany,IHR06,70
2010,Germany,IHR07,33
2011,Kyrgyzstan,IHR02,33
2011,Kyrgyzstan,IHR04,57
2011,Kyrgyzstan,IHR10,100
2011,Kyrgyzstan,IHR13,75
2011,Kyrgyzstan,IHR11,92
2010,Germany,IHR05,78
2010,Germany,IHR02,100
2010,Germany,IHR03,60
2010,Germany,IHR10,84
2010,Germany,IHR11,100
2018,Kyrgyzstan,SPAR05,60
2018,Kyrgyzstan,SPAR06,80
2018,Kyrgyzstan,SPAR07,60
2018,Kyrgyzstan,SPAR08,73
2018,Kyrgyzstan,SPAR09,53
2018,Kyrgyzstan,SPAR01,53
2010,Germany,IHR12,85
2011,Germany,IHR13,100
2011,Germany,IHR11,92
2011,Germany,IHR12,100
2011,Germany,IHR04,100
2011,Germany,IHR05,75
2011,Germany,IHR10,100
2011,Germany,IHR03,100
2011,Germany,IHR01,100
2011,Germany,IHR02,100
2018,Ireland,SPAR02,70
2018,Ireland,SPAR03,60
2018,Ireland,SPAR04,100
2018,Ireland,SPAR07,60
2018,Ireland,SPAR06,80
2018,Ireland,SPAR05,100
2018,Kyrgyzstan,SPAR02,60
2018,Kyrgyzstan,SPAR03,80
2018,Kyrgyzstan,SPAR04,40
2018,Kyrgyzstan,SPAR10,40
2018,Kyrgyzstan,SPAR11,40
2018,Kyrgyzstan,SPAR13,60
2011,Germany,IHR06,100
2011,Germany,IHR08,100
2011,Germany,IHR09,30
2011,Germany,IHR07,25
2012,Germany,IHR06,100
2012,Germany,IHR02,100
2012,Germany,IHR01,100
2012,Germany,IHR09,27
2012,Germany,IHR03,100
2012,Germany,IHR07,100
2018,Kyrgyzstan,SPAR12,40
2019,Kyrgyzstan,SPAR09,40
2019,Kyrgyzstan,SPAR10,40
2019,Kyrgyzstan,SPAR11,30
2019,Kyrgyzstan,SPAR04,0
2019,Kyrgyzstan,SPAR05,53
2012,Germany,IHR04,94
2012,Germany,IHR05,80
2012,Germany,IHR12,100
2012,Germany,IHR13,100
2012,Germany,IHR11,100
2019,Kyrgyzstan,SPAR06,80
2019,Kyrgyzstan,SPAR07,20
2019,Kyrgyzstan,SPAR08,60
2019,Kyrgyzstan,SPAR02,50
2019,Kyrgyzstan,SPAR01,53
2019,Kyrgyzstan,SPAR03,80
2011,Belgium,IHR13,92
2011,Belgium,IHR09,90
2011,Belgium,IHR08,80
2011,Belgium,IHR06,86
2012,Belgium,IHR04,72
2018,Ireland,SPAR01,40
2019,Ireland,SPAR06,80
2019,Ireland,SPAR07,60
2019,Ireland,SPAR05,100
2019,Ireland,SPAR11,0
2019,Ireland,SPAR12,60
2019,Kyrgyzstan,SPAR12,40
2019,Kyrgyzstan,SPAR13,60
2020,Kyrgyzstan,SPAR03,80
2020,Kyrgyzstan,SPAR04,40
2020,Kyrgyzstan,SPAR05,53
2020,Kyrgyzstan,SPAR06,80
2012,Germany,IHR08,100
2012,Germany,IHR10,100
2014,Germany,IHR03,95
2014,Germany,IHR04,100
2014,Germany,IHR05,100
2020,Kyrgyzstan,SPAR07,20
2020,Kyrgyzstan,SPAR08,60
2020,Kyrgyzstan,SPAR09,40
2020,Kyrgyzstan,SPAR10,40
2020,Kyrgyzstan,SPAR12,40
2020,Kyrgyzstan,SPAR13,60
2019,Ireland,SPAR13,60
2019,Ireland,SPAR08,73
2019,Ireland,SPAR01,40
2019,Ireland,SPAR02,70
2019,Ireland,SPAR03,60
2019,Ireland,SPAR04,100
2020,Kyrgyzstan,SPAR11,60
2020,Kyrgyzstan,SPAR01,53
2020,Kyrgyzstan,SPAR02,50
2021,Kyrgyzstan,SPAR2-C02,27
2021,Kyrgyzstan,SPAR2-C09,40
2021,Kyrgyzstan,SPAR2-C03,40
2014,Germany,IHR06,100
2014,Germany,IHR07,100
2014,Germany,IHR13,100
2014,Germany,IHR11,100
2014,Germany,IHR01,100
2021,Kyrgyzstan,SPAR2-C01,30
2021,Kyrgyzstan,SPAR2-C10,33
2021,Kyrgyzstan,SPAR2-C11,47
2021,Kyrgyzstan,SPAR2-C12,40
2021,Kyrgyzstan,SPAR2-C13,40
2021,Kyrgyzstan,SPAR2-C04,60
2021,Kyrgyzstan,SPAR2-C05,80
2021,Kyrgyzstan,SPAR2-C06,50
2021,Kyrgyzstan,SPAR2-C07,20
2021,Kyrgyzstan,SPAR2-C08,47
2014,Germany,IHR02,100
2014,Germany,IHR08,96
2014,Germany,IHR09,100
2014,Germany,IHR10,100
2014,Germany,IHR12,100
2019,Ireland,SPAR09,67
2019,Ireland,SPAR10,60
2020,Ireland,SPAR05,100
2020,Ireland,SPAR08,73
2020,Ireland,SPAR09,67
2020,Ireland,SPAR10,60
2017,Germany,IHR03,95
2017,Germany,IHR04,100
2017,Germany,IHR06,100
2017,Germany,IHR09,100
2017,Germany,IHR08,100
2017,Germany,IHR07,60
2017,Germany,IHR05,100
2017,Germany,IHR01,100
2017,Germany,IHR02,100
2017,Germany,IHR10,100
2017,Germany,IHR11,100
2017,Germany,IHR12,100
2017,Germany,IHR13,100
2018,Germany,SPAR02,100
2018,Germany,SPAR09,100
2018,Germany,SPAR10,60
2012,Belgium,IHR13,100
2012,Belgium,IHR10,89
2012,Belgium,IHR09,70
2012,Belgium,IHR05,50
2012,Belgium,IHR01,100
2020,Ireland,SPAR11,0
2020,Ireland,SPAR12,60
2020,Ireland,SPAR13,60
2020,Ireland,SPAR01,47
2020,Ireland,SPAR02,70
2020,Ireland,SPAR03,60
2018,Germany,SPAR11,80
2018,Germany,SPAR03,100
2018,Germany,SPAR04,80
2018,Germany,SPAR05,100
2018,Germany,SPAR06,100
2018,Germany,SPAR07,80
2021,Kyrgyzstan,SPAR2-C14,40
2021,Kyrgyzstan,SPAR2-C15,40
2010,Latvia,IHR01,25
2010,Latvia,IHR09,55
2010,Latvia,IHR07,16
2018,Germany,SPAR08,93
2018,Germany,SPAR12,100
2018,Germany,SPAR13,100
2018,Germany,SPAR01,93
2019,Germany,SPAR02,100
2019,Germany,SPAR03,100
2019,Germany,SPAR04,80
2019,Germany,SPAR05,100
2019,Germany,SPAR06,100
2019,Germany,SPAR07,80
2019,Germany,SPAR08,87
