Year,GeoAreaName,Type of renewable technology,Value
2016,Tajikistan,HYDROPOWER,0.02
2016,Tajikistan,MARINE,0
2017,Tajikistan,BIOENERGY,0
2016,Türkiye,HYDROPOWER,0.01
2016,Türkiye,GEOTHERMAL,0
2016,Türkiye,MARINE,0
2016,Türkiye,WIND,39.96
2016,Türkiye,MULTIPLE,456.51
2001,Ukraine,HYDROPOWER,0
2001,Ukraine,BIOENERGY,0
2002,Ukraine,ALL,0
2002,Ukraine,HYDROPOWER,0
2002,Ukraine,MULTIPLE,0
2017,Tajikistan,MARINE,0
2017,Tajikistan,MULTIPLE,3.09
2017,Tajikistan,HYDROPOWER,340.71
2017,Tajikistan,ALL,343.8
2017,Tajikistan,GEOTHERMAL,0
2002,Ukraine,GEOTHERMAL,0
2002,Ukraine,WIND,0
2002,Ukraine,SOLAR,0
2002,Ukraine,BIOENERGY,0
2002,Ukraine,MARINE,0
2017,Tajikistan,WIND,0
2017,Tajikistan,SOLAR,0
2018,Tajikistan,MARINE,0
2018,Tajikistan,BIOENERGY,0
2018,Tajikistan,SOLAR,0
2003,Ukraine,HYDROPOWER,0
2003,Ukraine,MULTIPLE,0
2003,Ukraine,BIOENERGY,0
2003,Ukraine,GEOTHERMAL,0
2003,Ukraine,MARINE,0
2016,Türkiye,BIOENERGY,0
2016,Türkiye,ALL,1505.35
2016,Türkiye,SOLAR,1008.87
2017,Türkiye,MARINE,0
2017,Türkiye,GEOTHERMAL,0
2017,Türkiye,HYDROPOWER,0
2017,Türkiye,MULTIPLE,370.13
2017,Türkiye,WIND,20.21
2017,Türkiye,SOLAR,25.26
2017,Türkiye,BIOENERGY,0
2018,Tajikistan,WIND,0
2018,Tajikistan,GEOTHERMAL,0
2018,Tajikistan,HYDROPOWER,0
2018,Tajikistan,ALL,0
2018,Tajikistan,MULTIPLE,0
2003,Ukraine,ALL,0
2003,Ukraine,SOLAR,0
2003,Ukraine,WIND,0
2004,Ukraine,WIND,0
2004,Ukraine,HYDROPOWER,0
2017,Türkiye,ALL,415.6
2018,Türkiye,SOLAR,71.22
2018,Türkiye,GEOTHERMAL,0
2018,Türkiye,HYDROPOWER,0
2018,Türkiye,MARINE,0
2018,Türkiye,BIOENERGY,0
2018,Türkiye,WIND,65.53
2018,Türkiye,MULTIPLE,993.76
2018,Türkiye,ALL,1130.5
2019,Türkiye,ALL,332.49
2019,Tajikistan,GEOTHERMAL,0
2019,Tajikistan,WIND,6.19
2019,Tajikistan,SOLAR,6.19
2019,Tajikistan,ALL,109.87
2019,Tajikistan,HYDROPOWER,87.57
2004,Ukraine,BIOENERGY,0
2004,Ukraine,SOLAR,0
2004,Ukraine,ALL,0
2004,Ukraine,MULTIPLE,0
2004,Ukraine,MARINE,0
2019,Türkiye,MULTIPLE,229.72
2019,Türkiye,MARINE,0
2019,Türkiye,WIND,0
2019,Türkiye,BIOENERGY,0
2019,Türkiye,GEOTHERMAL,102.77
2019,Türkiye,SOLAR,0
2019,Türkiye,HYDROPOWER,0
2020,Türkiye,MARINE,0
2020,Türkiye,ALL,368.42
2020,Türkiye,WIND,0
2019,Tajikistan,BIOENERGY,0
2019,Tajikistan,MULTIPLE,9.92
2019,Tajikistan,MARINE,0
2020,Tajikistan,ALL,46.21
2020,Tajikistan,MARINE,0
2004,Ukraine,GEOTHERMAL,0
2005,Ukraine,MULTIPLE,12.96
2005,Ukraine,GEOTHERMAL,0
2005,Ukraine,BIOENERGY,0
2005,Ukraine,SOLAR,0
2020,Tajikistan,WIND,0
2020,Tajikistan,SOLAR,3.78
2020,Tajikistan,HYDROPOWER,42.42
2020,Tajikistan,MULTIPLE,0.01
2020,Tajikistan,BIOENERGY,0
2005,Ukraine,WIND,0
2005,Ukraine,HYDROPOWER,119.05
2005,Ukraine,MARINE,0
2005,Ukraine,ALL,132.01
2006,Ukraine,GEOTHERMAL,0
2020,Tajikistan,GEOTHERMAL,0
2021,Tajikistan,ALL,56.03
2021,Tajikistan,SOLAR,1.86
2021,Tajikistan,HYDROPOWER,52.31
2021,Tajikistan,WIND,1.8
2020,Türkiye,SOLAR,0
2020,Türkiye,HYDROPOWER,9.01
2020,Türkiye,MULTIPLE,359.41
2020,Türkiye,GEOTHERMAL,0
2020,Türkiye,BIOENERGY,0
2006,Ukraine,MULTIPLE,0
2006,Ukraine,WIND,0
2006,Ukraine,HYDROPOWER,0
2006,Ukraine,BIOENERGY,0
2006,Ukraine,SOLAR,0
2021,Türkiye,SOLAR,6.21
2021,Türkiye,WIND,0
2021,Türkiye,GEOTHERMAL,0
2021,Türkiye,MARINE,0
2021,Türkiye,BIOENERGY,0
2006,Ukraine,ALL,0
2006,Ukraine,MARINE,0
2007,Ukraine,BIOENERGY,0
2007,Ukraine,HYDROPOWER,0
2007,Ukraine,WIND,0
2021,Türkiye,ALL,122.82
2021,Türkiye,MULTIPLE,116.61
2021,Türkiye,HYDROPOWER,0
2000,Turkmenistan,ALL,0
2000,Turkmenistan,SOLAR,0
2000,Turkmenistan,GEOTHERMAL,0
2000,Turkmenistan,WIND,0
2000,Turkmenistan,HYDROPOWER,0
2000,Turkmenistan,MARINE,0
2000,Turkmenistan,MULTIPLE,0
2007,Ukraine,ALL,0
2007,Ukraine,SOLAR,0
2007,Ukraine,MULTIPLE,0
2007,Ukraine,GEOTHERMAL,0
2007,Ukraine,MARINE,0
2021,Tajikistan,MULTIPLE,0.06
2021,Tajikistan,MARINE,0
2021,Tajikistan,GEOTHERMAL,0
2021,Tajikistan,BIOENERGY,0
2000,Uzbekistan,WIND,0
2008,Ukraine,ALL,0.25
2008,Ukraine,MARINE,0
2008,Ukraine,GEOTHERMAL,0
2008,Ukraine,MULTIPLE,0.01
2008,Ukraine,WIND,0
2000,Uzbekistan,HYDROPOWER,0
2000,Uzbekistan,MARINE,0
2000,Uzbekistan,MULTIPLE,0
2000,Uzbekistan,SOLAR,0
2000,Uzbekistan,GEOTHERMAL,0
2008,Ukraine,HYDROPOWER,0
2008,Ukraine,SOLAR,0
2008,Ukraine,BIOENERGY,0.24
2009,Ukraine,ALL,65.12
2009,Ukraine,SOLAR,0
2000,Uzbekistan,ALL,0
2000,Uzbekistan,BIOENERGY,0
2001,Uzbekistan,GEOTHERMAL,0
2001,Uzbekistan,MARINE,0
2001,Uzbekistan,BIOENERGY,0
2009,Ukraine,GEOTHERMAL,0
2009,Ukraine,MARINE,0
2009,Ukraine,BIOENERGY,0
2009,Ukraine,MULTIPLE,0.18
2009,Ukraine,HYDROPOWER,64.95
2000,Turkmenistan,BIOENERGY,0
2001,Turkmenistan,BIOENERGY,0
2001,Turkmenistan,MULTIPLE,0
2001,Turkmenistan,MARINE,0
2001,Turkmenistan,HYDROPOWER,0
2001,Uzbekistan,ALL,0
2001,Uzbekistan,SOLAR,0
2001,Uzbekistan,HYDROPOWER,0
2001,Uzbekistan,MULTIPLE,0
2001,Uzbekistan,WIND,0
2009,Ukraine,WIND,0
2010,Ukraine,HYDROPOWER,0
2010,Ukraine,SOLAR,0
2010,Ukraine,ALL,1.24
2010,Ukraine,MARINE,0
2010,Ukraine,WIND,0
2010,Ukraine,GEOTHERMAL,0
2010,Ukraine,MULTIPLE,1.24
2010,Ukraine,BIOENERGY,0
2011,Ukraine,GEOTHERMAL,0
2011,Ukraine,MARINE,0
2011,Ukraine,BIOENERGY,0
2011,Ukraine,MULTIPLE,4.04
2011,Ukraine,WIND,0
2011,Ukraine,ALL,30.41
2002,Uzbekistan,SOLAR,0
2002,Uzbekistan,ALL,0
2002,Uzbekistan,BIOENERGY,0
2002,Uzbekistan,HYDROPOWER,0
2002,Uzbekistan,MULTIPLE,0
2011,Ukraine,SOLAR,0
2011,Ukraine,HYDROPOWER,26.36
2012,Ukraine,WIND,19.65
2012,Ukraine,MULTIPLE,0
2012,Ukraine,BIOENERGY,0
2015,Kosovo,HYDROPOWER,0
2015,Kosovo,WIND,0
2015,Kosovo,MULTIPLE,0.03
2016,Kosovo,BIOENERGY,0
2016,Kosovo,ALL,0
2001,Turkmenistan,WIND,0
2001,Turkmenistan,GEOTHERMAL,0
2001,Turkmenistan,SOLAR,0
2001,Turkmenistan,ALL,0
2002,Turkmenistan,GEOTHERMAL,0
2012,Ukraine,HYDROPOWER,0
2012,Ukraine,SOLAR,0.51
2012,Ukraine,ALL,20.15
2012,Ukraine,MARINE,0
2012,Ukraine,GEOTHERMAL,0
2016,Kosovo,SOLAR,0
2016,Kosovo,WIND,0
2016,Kosovo,MULTIPLE,0
2016,Kosovo,GEOTHERMAL,0
2016,Kosovo,HYDROPOWER,0
2013,Ukraine,BIOENERGY,0.34
2013,Ukraine,MULTIPLE,47.96
2013,Ukraine,WIND,0
2013,Ukraine,SOLAR,0.05
2013,Ukraine,HYDROPOWER,0
2002,Uzbekistan,MARINE,0
2002,Uzbekistan,WIND,0
2002,Uzbekistan,GEOTHERMAL,0
2003,Uzbekistan,BIOENERGY,0
2003,Uzbekistan,ALL,0
2013,Ukraine,GEOTHERMAL,0
2013,Ukraine,MARINE,0
2013,Ukraine,ALL,48.36
2014,Ukraine,GEOTHERMAL,0.08
2014,Ukraine,WIND,0
2003,Uzbekistan,HYDROPOWER,0
2003,Uzbekistan,MULTIPLE,0
2003,Uzbekistan,WIND,0
2003,Uzbekistan,GEOTHERMAL,0
2003,Uzbekistan,MARINE,0
2014,Ukraine,HYDROPOWER,0
2014,Ukraine,MULTIPLE,83.99
2014,Ukraine,BIOENERGY,0
2014,Ukraine,SOLAR,0
2014,Ukraine,ALL,84.06
2003,Uzbekistan,SOLAR,0
2004,Uzbekistan,WIND,0
2004,Uzbekistan,GEOTHERMAL,0
2004,Uzbekistan,HYDROPOWER,0
2004,Uzbekistan,ALL,0.23
2014,Ukraine,MARINE,0
2015,Ukraine,ALL,11.47
2015,Ukraine,SOLAR,0
2015,Ukraine,GEOTHERMAL,0.05
2015,Ukraine,MARINE,0
2004,Uzbekistan,BIOENERGY,0
2004,Uzbekistan,MULTIPLE,0
2004,Uzbekistan,SOLAR,0.23
2004,Uzbekistan,MARINE,0
2005,Uzbekistan,SOLAR,0
2005,Uzbekistan,MULTIPLE,0
2005,Uzbekistan,WIND,0
2005,Uzbekistan,MARINE,0
2005,Uzbekistan,BIOENERGY,0
2005,Uzbekistan,ALL,0
2015,Ukraine,BIOENERGY,2.21
2015,Ukraine,MULTIPLE,9.2
2015,Ukraine,WIND,0
2015,Ukraine,HYDROPOWER,0
2016,Ukraine,ALL,252.89
2005,Uzbekistan,GEOTHERMAL,0
2005,Uzbekistan,HYDROPOWER,0
2006,Uzbekistan,SOLAR,0
2006,Uzbekistan,MARINE,0
2006,Uzbekistan,WIND,0
2016,Ukraine,MARINE,0
2016,Ukraine,MULTIPLE,11.06
2016,Ukraine,GEOTHERMAL,0
2016,Ukraine,HYDROPOWER,241.77
2016,Ukraine,SOLAR,0
2006,Uzbekistan,GEOTHERMAL,0
2006,Uzbekistan,HYDROPOWER,0
2006,Uzbekistan,MULTIPLE,0
2006,Uzbekistan,ALL,0
2006,Uzbekistan,BIOENERGY,0
2016,Ukraine,WIND,0
2016,Ukraine,BIOENERGY,0.07
2017,Ukraine,MARINE,0
2017,Ukraine,ALL,77.34
2017,Ukraine,GEOTHERMAL,0
2007,Uzbekistan,WIND,0
2007,Uzbekistan,MARINE,0
2007,Uzbekistan,SOLAR,0
2007,Uzbekistan,MULTIPLE,0
2007,Uzbekistan,HYDROPOWER,25.21
2017,Ukraine,MULTIPLE,20.74
2017,Ukraine,BIOENERGY,29.81
2017,Ukraine,SOLAR,0.37
2017,Ukraine,HYDROPOWER,26.41
2017,Ukraine,WIND,0
2007,Uzbekistan,ALL,25.21
2007,Uzbekistan,GEOTHERMAL,0
2007,Uzbekistan,BIOENERGY,0
2008,Uzbekistan,HYDROPOWER,0
2008,Uzbekistan,SOLAR,0
2018,Ukraine,HYDROPOWER,0
2018,Ukraine,SOLAR,32.33
2018,Ukraine,BIOENERGY,129.71
2018,Ukraine,ALL,688.17
2018,Ukraine,MARINE,0
2008,Uzbekistan,BIOENERGY,0
2008,Uzbekistan,MULTIPLE,0
2008,Uzbekistan,MARINE,0
2008,Uzbekistan,WIND,0
2008,Uzbekistan,GEOTHERMAL,0
2002,Turkmenistan,BIOENERGY,0
2002,Turkmenistan,ALL,0
2002,Turkmenistan,SOLAR,0
2002,Turkmenistan,HYDROPOWER,0
2002,Turkmenistan,MARINE,0
2018,Ukraine,MULTIPLE,371.61
2018,Ukraine,GEOTHERMAL,0
2018,Ukraine,WIND,154.52
2019,Ukraine,WIND,166.71
2019,Ukraine,GEOTHERMAL,0
2008,Uzbekistan,ALL,0
2009,Uzbekistan,ALL,0
2009,Uzbekistan,GEOTHERMAL,0
2009,Uzbekistan,BIOENERGY,0
2009,Uzbekistan,SOLAR,0
2009,Uzbekistan,HYDROPOWER,0
2009,Uzbekistan,WIND,0
2009,Uzbekistan,MARINE,0
2009,Uzbekistan,MULTIPLE,0
2010,Uzbekistan,GEOTHERMAL,0
2019,Ukraine,BIOENERGY,0
2019,Ukraine,SOLAR,37.37
2019,Ukraine,HYDROPOWER,0
2019,Ukraine,MULTIPLE,235.84
2019,Ukraine,MARINE,0
2010,Uzbekistan,ALL,0
2010,Uzbekistan,HYDROPOWER,0
2010,Uzbekistan,SOLAR,0
2010,Uzbekistan,BIOENERGY,0
2010,Uzbekistan,MULTIPLE,0
2019,Ukraine,ALL,439.92
2020,Ukraine,GEOTHERMAL,0
2020,Ukraine,WIND,0
2020,Ukraine,HYDROPOWER,0
2020,Ukraine,SOLAR,0
2010,Uzbekistan,MARINE,0
2010,Uzbekistan,WIND,0
2011,Uzbekistan,BIOENERGY,0
2011,Uzbekistan,SOLAR,0
2011,Uzbekistan,HYDROPOWER,0
2020,Ukraine,BIOENERGY,0.01
2020,Ukraine,ALL,41.03
2020,Ukraine,MARINE,0
2020,Ukraine,MULTIPLE,41.02
2021,Ukraine,BIOENERGY,0
2011,Uzbekistan,MARINE,0
2011,Uzbekistan,MULTIPLE,0
2011,Uzbekistan,ALL,0
2011,Uzbekistan,GEOTHERMAL,0
2011,Uzbekistan,WIND,0
2021,Ukraine,SOLAR,100.24
2021,Ukraine,HYDROPOWER,83.64
2021,Ukraine,MARINE,0
2021,Ukraine,ALL,268.98
2021,Ukraine,WIND,0
2012,Uzbekistan,MARINE,0
2012,Uzbekistan,WIND,0
2012,Uzbekistan,HYDROPOWER,96.89
2012,Uzbekistan,MULTIPLE,0
2012,Uzbekistan,SOLAR,0
2002,Turkmenistan,MULTIPLE,0
2002,Turkmenistan,WIND,0
2003,Turkmenistan,WIND,0
2003,Turkmenistan,BIOENERGY,0
2003,Turkmenistan,ALL,0
2021,Ukraine,GEOTHERMAL,0
2021,Ukraine,MULTIPLE,85.1
2000,North Macedonia,BIOENERGY,0
2000,North Macedonia,MULTIPLE,0
2000,North Macedonia,WIND,0
2003,Turkmenistan,GEOTHERMAL,0
2003,Turkmenistan,HYDROPOWER,0
2003,Turkmenistan,SOLAR,0
2003,Turkmenistan,MULTIPLE,0
2003,Turkmenistan,MARINE,0
2012,Uzbekistan,GEOTHERMAL,0
2012,Uzbekistan,ALL,96.89
2012,Uzbekistan,BIOENERGY,0
2013,Uzbekistan,BIOENERGY,0
2013,Uzbekistan,ALL,201.86
2000,North Macedonia,GEOTHERMAL,0
2000,North Macedonia,MARINE,0
2000,North Macedonia,SOLAR,0
2000,North Macedonia,ALL,0.36
2000,North Macedonia,HYDROPOWER,0.36
2013,Uzbekistan,MARINE,0
2013,Uzbekistan,MULTIPLE,0
2013,Uzbekistan,HYDROPOWER,96.12
2013,Uzbekistan,SOLAR,105.74
2013,Uzbekistan,GEOTHERMAL,0
2001,North Macedonia,HYDROPOWER,0
2001,North Macedonia,MULTIPLE,0
2001,North Macedonia,BIOENERGY,0
2001,North Macedonia,ALL,0
2001,North Macedonia,GEOTHERMAL,0
2013,Uzbekistan,WIND,0
2014,Uzbekistan,HYDROPOWER,0
2014,Uzbekistan,MULTIPLE,0
2014,Uzbekistan,SOLAR,0
2014,Uzbekistan,MARINE,0
2001,North Macedonia,WIND,0
2001,North Macedonia,SOLAR,0
2001,North Macedonia,MARINE,0
2002,North Macedonia,MARINE,0
2002,North Macedonia,ALL,0.04
2014,Uzbekistan,WIND,0
2014,Uzbekistan,ALL,0
2014,Uzbekistan,BIOENERGY,0
2014,Uzbekistan,GEOTHERMAL,0
2015,Uzbekistan,ALL,0.28
2002,North Macedonia,WIND,0
2002,North Macedonia,SOLAR,0
2002,North Macedonia,GEOTHERMAL,0
2002,North Macedonia,BIOENERGY,0
2002,North Macedonia,MULTIPLE,0
2015,Uzbekistan,WIND,0
2015,Uzbekistan,MARINE,0
2015,Uzbekistan,MULTIPLE,0.11
2015,Uzbekistan,HYDROPOWER,0
2015,Uzbekistan,GEOTHERMAL,0
2002,North Macedonia,HYDROPOWER,0.04
2003,North Macedonia,HYDROPOWER,0
2003,North Macedonia,MULTIPLE,0
2003,North Macedonia,MARINE,0
2003,North Macedonia,GEOTHERMAL,0
2004,Turkmenistan,MARINE,0
2004,Turkmenistan,ALL,0
2004,Turkmenistan,HYDROPOWER,0
2004,Turkmenistan,SOLAR,0
2004,Turkmenistan,GEOTHERMAL,0
2015,Uzbekistan,BIOENERGY,0
2015,Uzbekistan,SOLAR,0.17
2016,Uzbekistan,SOLAR,0
2016,Uzbekistan,BIOENERGY,0
2016,Uzbekistan,GEOTHERMAL,0
2016,Uzbekistan,HYDROPOWER,0.54
2016,Uzbekistan,MULTIPLE,0.17
2016,Uzbekistan,MARINE,0
2016,Uzbekistan,WIND,0
2016,Uzbekistan,ALL,0.71
2004,Turkmenistan,WIND,0
2004,Turkmenistan,MULTIPLE,0
2004,Turkmenistan,BIOENERGY,0
2005,Turkmenistan,BIOENERGY,0
2005,Turkmenistan,MULTIPLE,0
2003,North Macedonia,SOLAR,0
2003,North Macedonia,WIND,0
2003,North Macedonia,BIOENERGY,0
2003,North Macedonia,ALL,0
2004,North Macedonia,SOLAR,0
2004,North Macedonia,GEOTHERMAL,0
2004,North Macedonia,WIND,0.24
2004,North Macedonia,MARINE,0
2004,North Macedonia,ALL,0.24
2004,North Macedonia,BIOENERGY,0
2004,North Macedonia,MULTIPLE,0
2004,North Macedonia,HYDROPOWER,0
2005,North Macedonia,BIOENERGY,0
2005,North Macedonia,ALL,0.45
2005,North Macedonia,MARINE,0
2017,Uzbekistan,GEOTHERMAL,0
2017,Uzbekistan,BIOENERGY,0
2017,Uzbekistan,ALL,59.46
2017,Uzbekistan,WIND,0
2017,Uzbekistan,MARINE,0
2005,Turkmenistan,MARINE,0
2005,Turkmenistan,GEOTHERMAL,0
2005,Turkmenistan,SOLAR,0
2005,Turkmenistan,HYDROPOWER,0
2005,Turkmenistan,WIND,0
2005,North Macedonia,GEOTHERMAL,0
2005,North Macedonia,SOLAR,0.45
2005,North Macedonia,HYDROPOWER,0
2005,North Macedonia,MULTIPLE,0
2005,North Macedonia,WIND,0
2006,North Macedonia,WIND,0
2006,North Macedonia,BIOENERGY,0.32
2006,North Macedonia,HYDROPOWER,0
2006,North Macedonia,SOLAR,0
2006,North Macedonia,GEOTHERMAL,2.11
2017,Uzbekistan,HYDROPOWER,59.3
2017,Uzbekistan,MULTIPLE,0.16
2017,Uzbekistan,SOLAR,0
2018,Uzbekistan,WIND,0
2018,Uzbekistan,ALL,83.23
2005,Turkmenistan,ALL,0
2006,Turkmenistan,MULTIPLE,0
2006,Turkmenistan,WIND,0
2006,Turkmenistan,HYDROPOWER,0
2006,Turkmenistan,SOLAR,0
2006,North Macedonia,MARINE,0
2006,North Macedonia,ALL,2.42
2006,North Macedonia,MULTIPLE,0
2007,North Macedonia,HYDROPOWER,0
2007,North Macedonia,BIOENERGY,0
2006,Turkmenistan,GEOTHERMAL,0
2006,Turkmenistan,ALL,0
2006,Turkmenistan,BIOENERGY,0
2006,Turkmenistan,MARINE,0
2007,Turkmenistan,BIOENERGY,0
2018,Uzbekistan,HYDROPOWER,82.24
2018,Uzbekistan,SOLAR,0
2018,Uzbekistan,MULTIPLE,0.99
2018,Uzbekistan,MARINE,0
2018,Uzbekistan,BIOENERGY,0
2007,North Macedonia,MULTIPLE,0.08
2007,North Macedonia,ALL,0.08
2007,North Macedonia,MARINE,0
2007,North Macedonia,WIND,0
2007,North Macedonia,GEOTHERMAL,0
2007,North Macedonia,SOLAR,0
2008,North Macedonia,BIOENERGY,0
2008,North Macedonia,MULTIPLE,0
2008,North Macedonia,WIND,0
2008,North Macedonia,SOLAR,0
2007,Turkmenistan,GEOTHERMAL,0
2007,Turkmenistan,HYDROPOWER,0
2007,Turkmenistan,WIND,0
2007,Turkmenistan,MULTIPLE,0
2007,Turkmenistan,MARINE,0
2018,Uzbekistan,GEOTHERMAL,0
2019,Uzbekistan,GEOTHERMAL,0
2019,Uzbekistan,BIOENERGY,0
2019,Uzbekistan,ALL,65.22
2019,Uzbekistan,MULTIPLE,0
2007,Turkmenistan,ALL,0
2007,Turkmenistan,SOLAR,0
2008,Turkmenistan,MULTIPLE,0
2008,Turkmenistan,ALL,0
2008,Turkmenistan,MARINE,0
2008,Turkmenistan,WIND,0
2008,Turkmenistan,SOLAR,0
2008,Turkmenistan,HYDROPOWER,0
2008,Turkmenistan,GEOTHERMAL,0
2008,Turkmenistan,BIOENERGY,0
2019,Uzbekistan,SOLAR,0.02
2019,Uzbekistan,HYDROPOWER,65.2
2019,Uzbekistan,WIND,0
2019,Uzbekistan,MARINE,0
2020,Uzbekistan,MULTIPLE,55.71
2020,Uzbekistan,MARINE,0
2020,Uzbekistan,HYDROPOWER,123.89
2020,Uzbekistan,SOLAR,30.25
2020,Uzbekistan,WIND,0
2020,Uzbekistan,GEOTHERMAL,0
2008,North Macedonia,GEOTHERMAL,0
2008,North Macedonia,ALL,0
2008,North Macedonia,HYDROPOWER,0
2008,North Macedonia,MARINE,0
2009,North Macedonia,MARINE,0
2009,North Macedonia,HYDROPOWER,0
2009,North Macedonia,MULTIPLE,0.11
2009,North Macedonia,BIOENERGY,0
2009,North Macedonia,SOLAR,0
2009,North Macedonia,WIND,0
2009,Turkmenistan,MARINE,0
2009,Turkmenistan,ALL,0.03
2009,Turkmenistan,BIOENERGY,0
2009,Turkmenistan,GEOTHERMAL,0
2009,Turkmenistan,HYDROPOWER,0
2020,Uzbekistan,BIOENERGY,4.78
2020,Uzbekistan,ALL,214.63
2021,Uzbekistan,ALL,170.26
2021,Uzbekistan,WIND,0
2021,Uzbekistan,MULTIPLE,24.73
2009,North Macedonia,ALL,0.42
2009,North Macedonia,GEOTHERMAL,0.31
2010,North Macedonia,GEOTHERMAL,0
2010,North Macedonia,HYDROPOWER,0
2010,North Macedonia,WIND,0
2016,Kosovo,MARINE,0
2017,Kosovo,ALL,0.7
2017,Kosovo,BIOENERGY,0
2017,Kosovo,SOLAR,0
2017,Kosovo,HYDROPOWER,0.7
2010,North Macedonia,SOLAR,0
2010,North Macedonia,BIOENERGY,0.31
2010,North Macedonia,ALL,36.76
2010,North Macedonia,MARINE,0
2010,North Macedonia,MULTIPLE,36.45
2021,Uzbekistan,MARINE,0
2021,Uzbekistan,SOLAR,145.47
2021,Uzbekistan,HYDROPOWER,0.06
2021,Uzbekistan,BIOENERGY,0
2021,Uzbekistan,GEOTHERMAL,0
2011,North Macedonia,MULTIPLE,43.78
2011,North Macedonia,BIOENERGY,0
2011,North Macedonia,HYDROPOWER,0
2011,North Macedonia,GEOTHERMAL,0
2011,North Macedonia,WIND,0
2011,North Macedonia,SOLAR,0
2011,North Macedonia,MARINE,0
2011,North Macedonia,ALL,43.78
2012,North Macedonia,SOLAR,0
2012,North Macedonia,HYDROPOWER,0
2009,Turkmenistan,MULTIPLE,0.03
2009,Turkmenistan,WIND,0
2009,Turkmenistan,SOLAR,0
2010,Turkmenistan,GEOTHERMAL,0
2010,Turkmenistan,BIOENERGY,0
2012,North Macedonia,MULTIPLE,0
2012,North Macedonia,WIND,0
2012,North Macedonia,GEOTHERMAL,0
2012,North Macedonia,BIOENERGY,0
2012,North Macedonia,ALL,0
2017,Kosovo,MARINE,0
2017,Kosovo,GEOTHERMAL,0
2017,Kosovo,MULTIPLE,0.01
2017,Kosovo,WIND,0
2018,Kosovo,WIND,0
2012,North Macedonia,MARINE,0
2013,North Macedonia,MARINE,0
2013,North Macedonia,ALL,19.29
2013,North Macedonia,BIOENERGY,0
2013,North Macedonia,GEOTHERMAL,0
2013,North Macedonia,WIND,0
2013,North Macedonia,MULTIPLE,0
2013,North Macedonia,SOLAR,0
2013,North Macedonia,HYDROPOWER,19.29
2014,North Macedonia,ALL,0
2010,Turkmenistan,MULTIPLE,0
2010,Turkmenistan,SOLAR,0
2010,Turkmenistan,WIND,0
2010,Turkmenistan,HYDROPOWER,0
2010,Turkmenistan,ALL,0
2014,North Macedonia,MARINE,0
2014,North Macedonia,HYDROPOWER,0
2014,North Macedonia,SOLAR,0
2014,North Macedonia,WIND,0
2014,North Macedonia,GEOTHERMAL,0
2010,Turkmenistan,MARINE,0
2011,Turkmenistan,MARINE,0
2011,Turkmenistan,ALL,0
2011,Turkmenistan,BIOENERGY,0
2011,Turkmenistan,WIND,0
2014,North Macedonia,BIOENERGY,0
2014,North Macedonia,MULTIPLE,0
2015,North Macedonia,MULTIPLE,0
2015,North Macedonia,MARINE,0
2015,North Macedonia,ALL,0
2011,Turkmenistan,SOLAR,0
2011,Turkmenistan,MULTIPLE,0
2011,Turkmenistan,GEOTHERMAL,0
2011,Turkmenistan,HYDROPOWER,0
2012,Turkmenistan,WIND,0
2012,Turkmenistan,HYDROPOWER,0
2012,Turkmenistan,MULTIPLE,0
2012,Turkmenistan,SOLAR,0
2012,Turkmenistan,GEOTHERMAL,0
2012,Turkmenistan,BIOENERGY,0
2015,North Macedonia,BIOENERGY,0
2015,North Macedonia,SOLAR,0
2015,North Macedonia,HYDROPOWER,0
2015,North Macedonia,GEOTHERMAL,0
2015,North Macedonia,WIND,0
2016,North Macedonia,GEOTHERMAL,0
2016,North Macedonia,BIOENERGY,0
2016,North Macedonia,HYDROPOWER,0
2016,North Macedonia,SOLAR,0
2016,North Macedonia,WIND,0
2012,Turkmenistan,ALL,0
2012,Turkmenistan,MARINE,0
2013,Turkmenistan,MARINE,0
2013,Turkmenistan,GEOTHERMAL,0
2013,Turkmenistan,HYDROPOWER,0
2018,Kosovo,GEOTHERMAL,0
2018,Kosovo,MULTIPLE,0
2018,Kosovo,ALL,0.59
2018,Kosovo,BIOENERGY,0
2018,Kosovo,HYDROPOWER,0.57
2016,North Macedonia,ALL,0.01
2016,North Macedonia,MARINE,0
2016,North Macedonia,MULTIPLE,0.01
2017,North Macedonia,MULTIPLE,4.87
2017,North Macedonia,MARINE,0
2013,Turkmenistan,WIND,0
2013,Turkmenistan,SOLAR,0
2013,Turkmenistan,MULTIPLE,6.09
2013,Turkmenistan,ALL,6.09
2013,Turkmenistan,BIOENERGY,0
2017,North Macedonia,GEOTHERMAL,0
2017,North Macedonia,WIND,0
2017,North Macedonia,SOLAR,0
2017,North Macedonia,HYDROPOWER,0
2017,North Macedonia,ALL,4.87
2014,Turkmenistan,MULTIPLE,0.05
2014,Turkmenistan,SOLAR,0
2014,Turkmenistan,MARINE,0
2014,Turkmenistan,WIND,0
2014,Turkmenistan,HYDROPOWER,0
2017,North Macedonia,BIOENERGY,0
2018,North Macedonia,SOLAR,8.33
2018,North Macedonia,GEOTHERMAL,0
2018,North Macedonia,HYDROPOWER,0
2018,North Macedonia,WIND,0
2014,Turkmenistan,GEOTHERMAL,0
2014,Turkmenistan,BIOENERGY,0
2014,Turkmenistan,ALL,0.05
2015,Turkmenistan,ALL,0.12
2015,Turkmenistan,BIOENERGY,0
