Year,GeoAreaName,Age,Freq,Location,Sex,Type of speed,Value
2007,Belgium,,,,,2MT10MBPS,1450516
2007,Belgium,,,,,10MBPS,741843
2007,Belgium,,,,,256KT2MBPS,286009
2008,Belgium,,,,,ANYS,2982500
2008,Belgium,,,,,2MT10MBPS,1498235
2008,Belgium,,,,,10MBPS,1111104
2008,Belgium,,,,,256KT2MBPS,228825
2009,Belgium,,,,,ANYS,3153262
2009,Belgium,,,,,2MT10MBPS,1582576
2009,Belgium,,,,,10MBPS,1248986
2009,Belgium,,,,,256KT2MBPS,211814
2010,Belgium,,,,,ANYS,3373143
2010,Belgium,,,,,10MBPS,1935468
2010,Belgium,,,,,2MT10MBPS,1367367
2010,Belgium,,,,,256KT2MBPS,70270
2011,Belgium,,,,,ANYS,3543759
2011,Belgium,,,,,10MBPS,2507026
2011,Belgium,,,,,2MT10MBPS,977938
2011,Belgium,,,,,256KT2MBPS,43875
2012,Belgium,,,,,10MBPS,2903710
2012,Belgium,,,,,2MT10MBPS,735592
2012,Belgium,,,,,ANYS,3692009
2012,Belgium,,,,,256KT2MBPS,39894
2013,Belgium,,,,,ANYS,3828918
2013,Belgium,,,,,10MBPS,3207379
2013,Belgium,,,,,2MT10MBPS,582021
2013,Belgium,,,,,256KT2MBPS,29993
2014,Belgium,,,,,ANYS,4011201
2014,Belgium,,,,,10MBPS,3500194
2014,Belgium,,,,,2MT10MBPS,484399
2014,Belgium,,,,,256KT2MBPS,26608
2015,Belgium,,,,,ANYS,4121049
2015,Belgium,,,,,10MBPS,3719242
2015,Belgium,,,,,2MT10MBPS,381862
2015,Belgium,,,,,256KT2MBPS,19945
2016,Belgium,,,,,ANYS,4270309
2016,Belgium,,,,,10MBPS,3918350
2016,Belgium,,,,,2MT10MBPS,339463
2016,Belgium,,,,,256KT2MBPS,12496
2017,Belgium,,,,,2MT10MBPS,200742
2017,Belgium,,,,,ANYS,4378973
2017,Belgium,,,,,10MBPS,4174709
2017,Belgium,,,,,256KT2MBPS,3521
2018,Belgium,,,,,ANYS,4502950
2018,Belgium,,,,,10MBPS,4356917
2018,Belgium,,,,,2MT10MBPS,140982
2018,Belgium,,,,,256KT2MBPS,5052
2019,Belgium,,,,,ANYS,4590707
2019,Belgium,,,,,10MBPS,4508697
2019,Belgium,,,,,2MT10MBPS,72455
2019,Belgium,,,,,256KT2MBPS,9555
2020,Belgium,,,,,ANYS,4734210
2020,Belgium,,,,,10MBPS,4673615
2020,Belgium,,,,,2MT10MBPS,55659
2020,Belgium,,,,,256KT2MBPS,4936
2021,Belgium,,,,,ANYS,4920679
2021,Belgium,,,,,10MBPS,4884108
2021,Belgium,,,,,2MT10MBPS,32251
2021,Belgium,,,,,256KT2MBPS,4320
2000,Bosnia and Herzegovina,,,,,ANYS,27
2001,Bosnia and Herzegovina,,,,,ANYS,68
2002,Bosnia and Herzegovina,,,,,ANYS,213
2003,Bosnia and Herzegovina,,,,,ANYS,1500
2004,Bosnia and Herzegovina,,,,,ANYS,6637
2005,Bosnia and Herzegovina,,,,,ANYS,13702
2006,Bosnia and Herzegovina,,,,,ANYS,40000
2007,Bosnia and Herzegovina,,,,,ANYS,84691
2008,Bosnia and Herzegovina,,,,,ANYS,188460
2009,Bosnia and Herzegovina,,,,,ANYS,292113
2010,Bosnia and Herzegovina,,,,,ANYS,390902
2010,Bosnia and Herzegovina,,,,,256KT2MBPS,267092
2010,Bosnia and Herzegovina,,,,,2MT10MBPS,118810
2010,Bosnia and Herzegovina,,,,,10MBPS,5000
2011,Bosnia and Herzegovina,,,,,ANYS,430247
2011,Bosnia and Herzegovina,,,,,2MT10MBPS,225685
2011,Bosnia and Herzegovina,,,,,256KT2MBPS,131531
2011,Bosnia and Herzegovina,,,,,10MBPS,7298
2012,Bosnia and Herzegovina,,,,,ANYS,469397
2012,Bosnia and Herzegovina,,,,,2MT10MBPS,298318
2012,Bosnia and Herzegovina,,,,,256KT2MBPS,100404
2012,Bosnia and Herzegovina,,,,,10MBPS,8054
2013,Bosnia and Herzegovina,,,,,2MT10MBPS,294484
2013,Bosnia and Herzegovina,,,,,256KT2MBPS,83870
2013,Bosnia and Herzegovina,,,,,10MBPS,71925
2013,Bosnia and Herzegovina,,,,,ANYS,516104
2014,Bosnia and Herzegovina,,,,,ANYS,542405
2014,Bosnia and Herzegovina,,,,,2MT10MBPS,401223
2014,Bosnia and Herzegovina,,,,,10MBPS,93970
2014,Bosnia and Herzegovina,,,,,256KT2MBPS,47212
2015,Bosnia and Herzegovina,,,,,256KT2MBPS,32114
2015,Bosnia and Herzegovina,,,,,10MBPS,122666
2015,Bosnia and Herzegovina,,,,,2MT10MBPS,480208
2015,Bosnia and Herzegovina,,,,,ANYS,634987
2016,Bosnia and Herzegovina,,,,,ANYS,662468
2016,Bosnia and Herzegovina,,,,,2MT10MBPS,435044
2016,Bosnia and Herzegovina,,,,,10MBPS,195585
2016,Bosnia and Herzegovina,,,,,256KT2MBPS,31839
2017,Bosnia and Herzegovina,,,,,256KT2MBPS,27612
2017,Bosnia and Herzegovina,,,,,ANYS,700347
2017,Bosnia and Herzegovina,,,,,2MT10MBPS,339280
2017,Bosnia and Herzegovina,,,,,10MBPS,333455
2018,Bosnia and Herzegovina,,,,,ANYS,716366
2018,Bosnia and Herzegovina,,,,,10MBPS,339725
2018,Bosnia and Herzegovina,,,,,256KT2MBPS,30381
2018,Bosnia and Herzegovina,,,,,2MT10MBPS,346260
2019,Bosnia and Herzegovina,,,,,ANYS,745887
2019,Bosnia and Herzegovina,,,,,10MBPS,400988
2019,Bosnia and Herzegovina,,,,,2MT10MBPS,312245
2019,Bosnia and Herzegovina,,,,,256KT2MBPS,32654
2020,Bosnia and Herzegovina,,,,,ANYS,770424
2020,Bosnia and Herzegovina,,,,,10MBPS,455071
2020,Bosnia and Herzegovina,,,,,256KT2MBPS,26361
2020,Bosnia and Herzegovina,,,,,2MT10MBPS,288992
2021,Bosnia and Herzegovina,,,,,ANYS,797893
2021,Bosnia and Herzegovina,,,,,2MT10MBPS,288377
2021,Bosnia and Herzegovina,,,,,256KT2MBPS,24240
2021,Bosnia and Herzegovina,,,,,10MBPS,485276
2004,Bulgaria,,,,,ANYS,6651
2005,Bulgaria,,,,,ANYS,165469
2006,Bulgaria,,,,,ANYS,384672
2007,Bulgaria,,,,,ANYS,629076
2008,Bulgaria,,,,,ANYS,843552
2008,Bulgaria,,,,,256KT2MBPS,115883
2008,Bulgaria,,,,,2MT10MBPS,317244
2008,Bulgaria,,,,,10MBPS,385499
2009,Bulgaria,,,,,ANYS,998035
2009,Bulgaria,,,,,10MBPS,583224
2009,Bulgaria,,,,,2MT10MBPS,342315
2009,Bulgaria,,,,,256KT2MBPS,32666
2010,Bulgaria,,,,,ANYS,1124723
2010,Bulgaria,,,,,10MBPS,816928
2010,Bulgaria,,,,,2MT10MBPS,250429
2010,Bulgaria,,,,,256KT2MBPS,20929
2011,Bulgaria,,,,,ANYS,1256796
2011,Bulgaria,,,,,10MBPS,1077771
2011,Bulgaria,,,,,256KT2MBPS,14968
2011,Bulgaria,,,,,2MT10MBPS,131930
2012,Bulgaria,,,,,ANYS,1331746
2012,Bulgaria,,,,,10MBPS,1219770
2012,Bulgaria,,,,,2MT10MBPS,81748
2012,Bulgaria,,,,,256KT2MBPS,4734
2013,Bulgaria,,,,,ANYS,1421552
2013,Bulgaria,,,,,10MBPS,1322205
2013,Bulgaria,,,,,2MT10MBPS,72915
2013,Bulgaria,,,,,256KT2MBPS,1459
2014,Bulgaria,,,,,256KT2MBPS,2637
2014,Bulgaria,,,,,ANYS,1480889
2014,Bulgaria,,,,,2MT10MBPS,61112
2014,Bulgaria,,,,,10MBPS,1417140
2015,Bulgaria,,,,,ANYS,1614541
2015,Bulgaria,,,,,10MBPS,1554415
2015,Bulgaria,,,,,2MT10MBPS,57806
2015,Bulgaria,,,,,256KT2MBPS,2320
2016,Bulgaria,,,,,ANYS,1697590
2016,Bulgaria,,,,,10MBPS,1634246
2016,Bulgaria,,,,,2MT10MBPS,62606
2016,Bulgaria,,,,,256KT2MBPS,738
2017,Bulgaria,,,,,ANYS,1796682
2017,Bulgaria,,,,,10MBPS,1740584
2017,Bulgaria,,,,,2MT10MBPS,55640
2017,Bulgaria,,,,,256KT2MBPS,485
2018,Bulgaria,,,,,ANYS,1903946
2018,Bulgaria,,,,,10MBPS,1860929
2018,Bulgaria,,,,,2MT10MBPS,41955
2018,Bulgaria,,,,,256KT2MBPS,1062
2019,Bulgaria,,,,,ANYS,2014772
2019,Bulgaria,,,,,10MBPS,1982668
2019,Bulgaria,,,,,256KT2MBPS,245
2019,Bulgaria,,,,,2MT10MBPS,31859
2020,Bulgaria,,,,,ANYS,2115061
2020,Bulgaria,,,,,2MT10MBPS,30945
2020,Bulgaria,,,,,256KT2MBPS,230
2020,Bulgaria,,,,,10MBPS,2083886
2021,Bulgaria,,,,,ANYS,2253977
2021,Bulgaria,,,,,10MBPS,2223510
2021,Bulgaria,,,,,2MT10MBPS,30123
2021,Bulgaria,,,,,256KT2MBPS,344
2021,Bulgaria,,,,,256KT2MBPS,344
