Year,GeoAreaName,Sex,Value
2021,Albania,BOTHSEX,122
2022,Albania,BOTHSEX,140
2023,Albania,BOTHSEX,140
2021,Azerbaijan,BOTHSEX,121
2022,Azerbaijan,BOTHSEX,120
2023,Azerbaijan,BOTHSEX,118
2021,Austria,BOTHSEX,183
2022,Austria,BOTHSEX,183
2023,Austria,BOTHSEX,183
2021,Armenia,BOTHSEX,132
2022,Armenia,BOTHSEX,107
2023,Armenia,BOTHSEX,107
2021,Belgium,BOTHSEX,150
2022,Belgium,BOTHSEX,150
2023,Belgium,BOTHSEX,150
2021,Bosnia and Herzegovina,BOTHSEX,42
2022,Bosnia and Herzegovina,BOTHSEX,42
2023,Bosnia and Herzegovina,BOTHSEX,42
2021,Bulgaria,BOTHSEX,240
2022,Bulgaria,BOTHSEX,240
2023,Bulgaria,BOTHSEX,240
2021,Belarus,BOTHSEX,110
2022,Belarus,BOTHSEX,110
2023,Belarus,BOTHSEX,110
2021,Croatia,BOTHSEX,151
2022,Croatia,BOTHSEX,151
2023,Croatia,BOTHSEX,151
2021,Cyprus,BOTHSEX,56
2022,Cyprus,BOTHSEX,56
2023,Cyprus,BOTHSEX,56
2021,Czechia,BOTHSEX,200
2022,Czechia,BOTHSEX,200
2023,Czechia,BOTHSEX,200
2021,Denmark,BOTHSEX,179
2022,Denmark,BOTHSEX,179
2023,Denmark,BOTHSEX,179
2021,Estonia,BOTHSEX,101
2022,Estonia,BOTHSEX,101
2023,Estonia,BOTHSEX,101
2021,Finland,BOTHSEX,200
2022,Finland,BOTHSEX,200
2023,Finland,BOTHSEX,200
2021,France,BOTHSEX,577
2022,France,BOTHSEX,577
2023,France,BOTHSEX,577
2021,Georgia,BOTHSEX,150
2022,Georgia,BOTHSEX,147
2023,Georgia,BOTHSEX,141
2021,Germany,BOTHSEX,709
2022,Germany,BOTHSEX,736
2023,Germany,BOTHSEX,736
2021,Greece,BOTHSEX,300
2022,Greece,BOTHSEX,300
2023,Greece,BOTHSEX,300
2021,Hungary,BOTHSEX,199
2022,Hungary,BOTHSEX,199
2023,Hungary,BOTHSEX,199
2021,Iceland,BOTHSEX,63
2022,Iceland,BOTHSEX,63
2023,Iceland,BOTHSEX,63
2021,Ireland,BOTHSEX,160
2022,Ireland,BOTHSEX,160
2023,Ireland,BOTHSEX,160
2021,Italy,BOTHSEX,630
2022,Italy,BOTHSEX,629
2023,Italy,BOTHSEX,400
2021,Kazakhstan,BOTHSEX,107
2022,Kazakhstan,BOTHSEX,106
2023,Kazakhstan,BOTHSEX,106
2021,Kyrgyzstan,BOTHSEX,117
2022,Kyrgyzstan,BOTHSEX,88
2023,Kyrgyzstan,BOTHSEX,90
2021,Latvia,BOTHSEX,100
2022,Latvia,BOTHSEX,100
2023,Latvia,BOTHSEX,100
2021,Liechtenstein,BOTHSEX,25
2022,Liechtenstein,BOTHSEX,25
2023,Liechtenstein,BOTHSEX,25
2021,Lithuania,BOTHSEX,141
2022,Lithuania,BOTHSEX,141
2023,Lithuania,BOTHSEX,141
2021,Luxembourg,BOTHSEX,60
2022,Luxembourg,BOTHSEX,60
2023,Luxembourg,BOTHSEX,60
2021,Malta,BOTHSEX,67
2022,Malta,BOTHSEX,67
2023,Malta,BOTHSEX,79
2021,Republic of Moldova,BOTHSEX,101
2022,Republic of Moldova,BOTHSEX,101
2023,Republic of Moldova,BOTHSEX,101
2021,Montenegro,BOTHSEX,81
2022,Montenegro,BOTHSEX,81
2023,Montenegro,BOTHSEX,81
2021,Netherlands,BOTHSEX,150
2022,Netherlands,BOTHSEX,150
2023,Netherlands,BOTHSEX,150
2021,Norway,BOTHSEX,169
2022,Norway,BOTHSEX,169
2023,Norway,BOTHSEX,169
2021,Poland,BOTHSEX,459
2022,Poland,BOTHSEX,460
2023,Poland,BOTHSEX,460
2021,Portugal,BOTHSEX,230
2022,Portugal,BOTHSEX,230
2023,Portugal,BOTHSEX,230
2021,Romania,BOTHSEX,329
2022,Romania,BOTHSEX,330
2023,Romania,BOTHSEX,330
2021,Serbia,BOTHSEX,250
2022,Serbia,BOTHSEX,250
2023,Serbia,BOTHSEX,250
2021,Slovakia,BOTHSEX,150
2022,Slovakia,BOTHSEX,150
2023,Slovakia,BOTHSEX,150
2021,Slovenia,BOTHSEX,90
2022,Slovenia,BOTHSEX,90
2023,Slovenia,BOTHSEX,90
2021,Spain,BOTHSEX,350
2022,Spain,BOTHSEX,349
2023,Spain,BOTHSEX,349
2021,Sweden,BOTHSEX,349
2022,Sweden,BOTHSEX,349
2023,Sweden,BOTHSEX,349
2021,Switzerland,BOTHSEX,200
2022,Switzerland,BOTHSEX,200
2023,Switzerland,BOTHSEX,199
2021,Tajikistan,BOTHSEX,63
2022,Tajikistan,BOTHSEX,63
2023,Tajikistan,BOTHSEX,63
2021,Türkiye,BOTHSEX,600
2022,Türkiye,BOTHSEX,582
2023,Türkiye,BOTHSEX,580
2021,Turkmenistan,BOTHSEX,124
2022,Turkmenistan,BOTHSEX,116
2023,Turkmenistan,BOTHSEX,116
2021,Ukraine,BOTHSEX,423
2022,Ukraine,BOTHSEX,423
2023,Ukraine,BOTHSEX,416
2021,North Macedonia,BOTHSEX,120
2022,North Macedonia,BOTHSEX,120
2023,North Macedonia,BOTHSEX,120
2021,Uzbekistan,BOTHSEX,147
2022,Uzbekistan,BOTHSEX,144
2023,Uzbekistan,BOTHSEX,140
2023,Uzbekistan,BOTHSEX,140
