Year,GeoAreaName,Migratory status,Sex,Value
2014,Türkiye,_T,FEMALE,636.68
2014,Türkiye,NONMIG,FEMALE,642.69
2014,Türkiye,NONMIG,MALE,1498.59
2014,Türkiye,MIGPER,FEMALE,80.36
2014,Türkiye,_T,MALE,1494.74
2015,Türkiye,MIGPER,BOTHSEX,160.31
2015,Türkiye,MIGPER,MALE,300.47
2015,Türkiye,_T,MALE,1544.15
2015,Türkiye,_T,BOTHSEX,1323.71
2015,Türkiye,NONMIG,MALE,1548.02
2015,Lithuania,NONMIG,FEMALE,191.58
2015,Lithuania,_T,MALE,377.22
2015,Lithuania,NONMIG,MALE,377.18
2016,Lithuania,_T,BOTHSEX,296.7
2017,Lithuania,_T,BOTHSEX,333.6
2018,Lithuania,_T,BOTHSEX,315.73
2019,Lithuania,_T,BOTHSEX,379.49
2015,Türkiye,_T,FEMALE,714.22
2015,Türkiye,NONMIG,FEMALE,721.36
2015,Türkiye,NONMIG,BOTHSEX,1329.66
2015,Türkiye,MIGPER,FEMALE,46.74
2016,Türkiye,NONMIG,MALE,1760.21
2016,Türkiye,MIGPER,BOTHSEX,350.71
2020,Lithuania,_T,BOTHSEX,318.08
2021,Lithuania,_T,BOTHSEX,435.8
2000,Luxembourg,_T,BOTHSEX,6136.38
2002,Luxembourg,_T,MALE,8356.31
2002,Luxembourg,_T,BOTHSEX,6433.44
2002,Luxembourg,_T,FEMALE,3434.57
2003,Luxembourg,_T,BOTHSEX,5961.95
2003,Luxembourg,_T,FEMALE,3237.82
2016,Türkiye,MIGPER,FEMALE,141.35
2016,Türkiye,NONMIG,BOTHSEX,1536.6
2016,Türkiye,MIGPER,MALE,536.76
2016,Türkiye,_T,MALE,1755.53
2016,Türkiye,_T,BOTHSEX,1530.31
2016,Türkiye,NONMIG,FEMALE,913.57
2016,Türkiye,_T,FEMALE,906.31
2017,Türkiye,NONMIG,BOTHSEX,1819.07
2017,Türkiye,NONMIG,MALE,2104.06
2017,Türkiye,_T,FEMALE,1068.89
2017,Türkiye,_T,MALE,2097.34
2017,Türkiye,MIGPER,MALE,966.4
2017,Türkiye,MIGPER,FEMALE,276.34
2017,Türkiye,NONMIG,FEMALE,1075.29
2017,Türkiye,MIGPER,BOTHSEX,730.23
2017,Türkiye,_T,BOTHSEX,1812
2018,Türkiye,NONMIG,MALE,2574.2
2018,Türkiye,_T,MALE,2567.24
2003,Luxembourg,_T,MALE,7704.19
2004,Luxembourg,_T,BOTHSEX,6563.36
2004,Luxembourg,_T,FEMALE,3201.71
2004,Luxembourg,_T,MALE,8696.39
2008,Luxembourg,_T,MALE,4348.29
2008,Luxembourg,_T,FEMALE,1237.52
2008,Luxembourg,_T,BOTHSEX,3097.78
2009,Luxembourg,_T,MALE,2292.66
2018,Türkiye,MIGPER,MALE,1683
2018,Türkiye,NONMIG,FEMALE,1336.55
2018,Türkiye,MIGPER,BOTHSEX,1352.83
2018,Türkiye,_T,FEMALE,1330.52
2018,Türkiye,NONMIG,BOTHSEX,2210.22
2018,Türkiye,_T,BOTHSEX,2203.13
2018,Türkiye,MIGPER,FEMALE,689.94
2019,Türkiye,_T,BOTHSEX,2170.4
2019,Türkiye,_T,FEMALE,1470.83
2019,Türkiye,NONMIG,MALE,2482.5
2019,Türkiye,NONMIG,FEMALE,1473.87
2019,Türkiye,NONMIG,BOTHSEX,2181.81
2019,Türkiye,_T,MALE,2467.32
2019,Türkiye,MIGPER,FEMALE,1177
2019,Türkiye,MIGPER,BOTHSEX,1120.53
2019,Türkiye,MIGPER,MALE,1098.14
2020,Türkiye,_T,MALE,2145.5
2020,Türkiye,_T,BOTHSEX,1846.8
2009,Luxembourg,NONMIG,FEMALE,452.62
2009,Luxembourg,NONMIG,MALE,815.61
2009,Luxembourg,_T,FEMALE,817.62
2009,Luxembourg,NONMIG,BOTHSEX,672.99
2009,Luxembourg,_T,BOTHSEX,1712.76
2010,Luxembourg,_T,BOTHSEX,1780.57
2020,Türkiye,_T,FEMALE,1131.2
2020,Türkiye,MIGPER,FEMALE,219.1
2020,Türkiye,MIGPER,MALE,965.6
2020,Türkiye,NONMIG,MALE,2158.3
2020,Türkiye,NONMIG,BOTHSEX,1859
2020,Türkiye,MIGPER,BOTHSEX,737.8
2020,Türkiye,NONMIG,FEMALE,1141.6
2021,Türkiye,MIGPER,BOTHSEX,1003.5
2021,Türkiye,MIGPER,FEMALE,463.2
2021,Türkiye,_T,BOTHSEX,2296.2
2021,Türkiye,NONMIG,FEMALE,1404.4
2021,Türkiye,NONMIG,MALE,2707.9
2021,Türkiye,_T,FEMALE,1393.8
2021,Türkiye,MIGPER,MALE,1204.7
2021,Türkiye,_T,MALE,2688.1
2021,Türkiye,NONMIG,BOTHSEX,2312.7
2000,Ukraine,_T,BOTHSEX,253
2001,Ukraine,_T,BOTHSEX,258
2001,Ukraine,_T,FEMALE,85
2001,Ukraine,_T,MALE,428
2002,Ukraine,_T,MALE,362
2002,Ukraine,_T,FEMALE,74
2002,Ukraine,_T,BOTHSEX,216
2003,Ukraine,_T,FEMALE,75
2003,Ukraine,_T,BOTHSEX,205
2003,Ukraine,_T,MALE,341
2004,Ukraine,_T,FEMALE,69
2004,Ukraine,_T,BOTHSEX,186
2004,Ukraine,_T,MALE,306
2005,Ukraine,_T,FEMALE,69
2005,Ukraine,_T,MALE,279
2005,Ukraine,_T,BOTHSEX,172
2006,Ukraine,_T,FEMALE,66
2006,Ukraine,_T,BOTHSEX,160
2006,Ukraine,_T,MALE,258
2007,Ukraine,_T,MALE,257
2007,Ukraine,_T,BOTHSEX,155
2010,Luxembourg,NONMIG,MALE,643.64
2010,Luxembourg,_T,MALE,2425.85
2010,Luxembourg,NONMIG,FEMALE,376.32
2010,Luxembourg,NONMIG,BOTHSEX,536.9
2010,Luxembourg,_T,FEMALE,830.75
2011,Luxembourg,NONMIG,MALE,656.48
2007,Ukraine,_T,FEMALE,60
2008,Ukraine,_T,BOTHSEX,135
2008,Ukraine,_T,FEMALE,55
2008,Ukraine,_T,MALE,223
2009,Ukraine,_T,BOTHSEX,112.63
2009,Ukraine,_T,MALE,190.14
2009,Ukraine,_T,FEMALE,43.6
2010,Ukraine,_T,BOTHSEX,112.19
2010,Ukraine,_T,MALE,185.54
2010,Ukraine,_T,FEMALE,46.84
2011,Ukraine,_T,MALE,168.59
2011,Ukraine,_T,FEMALE,38.74
2011,Ukraine,_T,BOTHSEX,100.53
2012,Ukraine,_T,MALE,150.94
2012,Ukraine,_T,BOTHSEX,91.76
2012,Ukraine,_T,FEMALE,38.86
2013,Ukraine,_T,MALE,141.13
2013,Ukraine,_T,BOTHSEX,85.42
2013,Ukraine,_T,FEMALE,34.86
2014,Ukraine,_T,MALE,82.1
2014,Ukraine,_T,BOTHSEX,51.2
2014,Ukraine,_T,FEMALE,23.8
2015,Ukraine,_T,FEMALE,26.2
2015,Ukraine,_T,BOTHSEX,51.1
2015,Ukraine,_T,MALE,79.9
2016,Ukraine,_T,BOTHSEX,51.8
2016,Ukraine,_T,MALE,80
2016,Ukraine,_T,FEMALE,27.5
2017,Ukraine,_T,MALE,83.6
2017,Ukraine,_T,BOTHSEX,53.5
2017,Ukraine,_T,FEMALE,27.8
2018,Ukraine,_T,BOTHSEX,49.1
2018,Ukraine,_T,FEMALE,25.6
2018,Ukraine,_T,MALE,76.8
2019,Ukraine,_T,FEMALE,29.1
2019,Ukraine,_T,MALE,81.9
2019,Ukraine,_T,BOTHSEX,53.5
2011,Luxembourg,_T,BOTHSEX,1771.23
2011,Luxembourg,NONMIG,FEMALE,331.99
2011,Luxembourg,NONMIG,BOTHSEX,522.48
2011,Luxembourg,_T,MALE,2419.67
2011,Luxembourg,_T,FEMALE,819.17
2012,Luxembourg,_T,BOTHSEX,1730.52
2020,Ukraine,_T,FEMALE,88.1
2020,Ukraine,_T,MALE,81.6
2020,Ukraine,_T,BOTHSEX,85.1
2021,Ukraine,_T,MALE,106.5
2021,Ukraine,_T,FEMALE,217.7
2021,Ukraine,_T,BOTHSEX,166
2012,Austria,_T,MALE,2367.01
2013,Austria,NONMIG,MALE,2075.52
2013,Austria,_T,BOTHSEX,1548.37
2013,Austria,NONMIG,BOTHSEX,1398.07
2013,Austria,_T,FEMALE,685.25
2009,Uzbekistan,_T,BOTHSEX,50
2009,Uzbekistan,_T,FEMALE,22.2
2009,Uzbekistan,_T,MALE,58.9
2010,Uzbekistan,_T,FEMALE,51.8
2010,Uzbekistan,_T,MALE,84.7
2010,Uzbekistan,_T,BOTHSEX,76.8
2011,Uzbekistan,_T,FEMALE,17.1
2011,Uzbekistan,_T,MALE,47.4
2012,Luxembourg,_T,MALE,2335.19
2012,Luxembourg,NONMIG,FEMALE,430.93
2012,Luxembourg,NONMIG,MALE,611.42
2012,Luxembourg,NONMIG,BOTHSEX,536.14
2012,Luxembourg,_T,FEMALE,866.26
2013,Luxembourg,_T,FEMALE,944.87
2013,Luxembourg,NONMIG,BOTHSEX,605.12
2013,Luxembourg,NONMIG,MALE,720.09
2013,Luxembourg,_T,MALE,2530.83
2013,Luxembourg,_T,BOTHSEX,1886.36
2013,Luxembourg,NONMIG,FEMALE,444.71
2014,Luxembourg,NONMIG,MALE,1206.02
2011,Uzbekistan,_T,BOTHSEX,40.1
2012,Uzbekistan,_T,MALE,50.1
2012,Uzbekistan,_T,FEMALE,16.4
2012,Uzbekistan,_T,BOTHSEX,55.1
2013,Uzbekistan,_T,FEMALE,15
2013,Uzbekistan,_T,BOTHSEX,41.9
2013,Uzbekistan,_T,MALE,49.9
2014,Uzbekistan,_T,BOTHSEX,45.1
2014,Luxembourg,_T,FEMALE,1333.55
2014,Luxembourg,_T,MALE,4140.25
2014,Luxembourg,NONMIG,BOTHSEX,917.16
2014,Luxembourg,_T,BOTHSEX,2886.72
2014,Luxembourg,NONMIG,FEMALE,568.43
2015,Luxembourg,NONMIG,FEMALE,440.04
2014,Uzbekistan,_T,MALE,53.7
2014,Uzbekistan,_T,FEMALE,15.3
2015,Uzbekistan,_T,MALE,44
2015,Uzbekistan,_T,BOTHSEX,38
2015,Uzbekistan,NONMIG,FEMALE,17
2015,Uzbekistan,_T,FEMALE,17
2015,Uzbekistan,NONMIG,MALE,44
2016,Uzbekistan,NONMIG,BOTHSEX,38
2016,Uzbekistan,_T,MALE,44
2016,Uzbekistan,NONMIG,FEMALE,16
2016,Uzbekistan,_T,BOTHSEX,38
2016,Uzbekistan,_T,FEMALE,16
2016,Uzbekistan,NONMIG,MALE,44
2017,Uzbekistan,_T,FEMALE,18
2017,Uzbekistan,NONMIG,MALE,36
2017,Uzbekistan,_T,BOTHSEX,33
2017,Uzbekistan,_T,MALE,36
2017,Uzbekistan,NONMIG,BOTHSEX,33
2017,Uzbekistan,NONMIG,FEMALE,18
2018,Uzbekistan,_T,MALE,41
2018,Uzbekistan,NONMIG,FEMALE,10
2018,Uzbekistan,NONMIG,MALE,41
2018,Uzbekistan,_T,FEMALE,10
2018,Uzbekistan,_T,BOTHSEX,34
2018,Uzbekistan,NONMIG,BOTHSEX,34
2019,Uzbekistan,NONMIG,BOTHSEX,36
2019,Uzbekistan,_T,FEMALE,9
2019,Uzbekistan,NONMIG,FEMALE,9
2019,Uzbekistan,_T,BOTHSEX,36
2019,Uzbekistan,NONMIG,MALE,43
2019,Uzbekistan,_T,MALE,43
2020,Uzbekistan,_T,MALE,12.2
2020,Uzbekistan,NONMIG,MALE,12.2
2020,Uzbekistan,MIGPER,FEMALE,0
2020,Uzbekistan,NONMIG,FEMALE,3.9
2020,Uzbekistan,_T,BOTHSEX,10.2
2020,Uzbekistan,NONMIG,BOTHSEX,10.2
2020,Uzbekistan,_T,FEMALE,3.9
2020,Uzbekistan,MIGPER,MALE,0
2020,Uzbekistan,MIGPER,BOTHSEX,0
2015,Luxembourg,_T,BOTHSEX,1865.96
2015,Luxembourg,NONMIG,MALE,689.98
2015,Luxembourg,_T,FEMALE,955.02
2015,Luxembourg,NONMIG,BOTHSEX,579.8
2015,Luxembourg,_T,MALE,2532.18
2016,Luxembourg,_T,BOTHSEX,2055.41
2021,Uzbekistan,NONMIG,MALE,32
2021,Uzbekistan,MIGPER,MALE,0
2021,Uzbekistan,NONMIG,BOTHSEX,27.3
2021,Uzbekistan,_T,BOTHSEX,27.3
2021,Uzbekistan,NONMIG,FEMALE,12.6
2021,Uzbekistan,_T,MALE,32
2021,Uzbekistan,MIGPER,FEMALE,0
2021,Uzbekistan,_T,FEMALE,12.6
2013,Austria,_T,MALE,2305.7
2013,Austria,NONMIG,FEMALE,628.63
2014,Austria,_T,FEMALE,726
2014,Austria,NONMIG,BOTHSEX,1441.84
2014,Austria,_T,MALE,2360.79
2014,Austria,NONMIG,MALE,2129.51
2014,Austria,_T,BOTHSEX,1590.64
2014,Austria,NONMIG,FEMALE,668.77
2015,Austria,NONMIG,FEMALE,625.15
2015,Austria,_T,MALE,2182.02
2017,Luxembourg,_T,BOTHSEX,1833.22
2018,Luxembourg,_T,BOTHSEX,1929.55
2019,Luxembourg,_T,BOTHSEX,1896.02
2020,Luxembourg,_T,BOTHSEX,1461.49
2000,Malta,_T,BOTHSEX,3789
2001,Malta,_T,MALE,4476.8
2001,Malta,_T,FEMALE,1443.4
2015,Austria,_T,FEMALE,683.26
2015,Austria,NONMIG,MALE,1963.63
2015,Austria,NONMIG,BOTHSEX,1330.47
2015,Austria,_T,BOTHSEX,1475.99
2016,Austria,_T,MALE,2796
2016,Austria,_T,FEMALE,918
2001,Malta,_T,BOTHSEX,3649.1
2002,Malta,_T,FEMALE,1185.2
2002,Malta,_T,BOTHSEX,3475.4
2002,Malta,_T,MALE,4437.7
2003,Malta,_T,MALE,4159.8
2003,Malta,_T,BOTHSEX,3227.6
2003,Malta,_T,FEMALE,1172.5
2016,Austria,_T,BOTHSEX,1952
2017,Austria,_T,BOTHSEX,1630.08
2018,Austria,_T,BOTHSEX,1463.97
2019,Austria,_T,BOTHSEX,1433.65
2020,Austria,_T,BOTHSEX,1416.53
2013,Armenia,_T,BOTHSEX,45.79
2004,Malta,_T,MALE,3513
2004,Malta,_T,FEMALE,1104
2004,Malta,_T,BOTHSEX,2776
2005,Malta,_T,FEMALE,1110
2005,Malta,_T,BOTHSEX,2651
2005,Malta,_T,MALE,3318
2006,Malta,_T,MALE,3707
2006,Malta,_T,BOTHSEX,2862
2006,Malta,_T,FEMALE,1063
2007,Malta,_T,FEMALE,980
2007,Malta,_T,MALE,3696
2007,Malta,_T,BOTHSEX,2777
2008,Malta,_T,MALE,3228.4
2008,Malta,_T,FEMALE,1002.08
2008,Malta,_T,BOTHSEX,2503.84
2009,Malta,_T,FEMALE,673.96
2009,Malta,NONMIG,BOTHSEX,1699.59
2009,Malta,_T,MALE,2227.18
2009,Malta,_T,BOTHSEX,1707.54
2009,Malta,NONMIG,MALE,2202.96
2009,Malta,NONMIG,FEMALE,683.95
2010,Malta,NONMIG,FEMALE,698.78
2010,Malta,_T,FEMALE,680.02
2010,Malta,_T,BOTHSEX,1645.42
2010,Malta,NONMIG,BOTHSEX,1651.56
2010,Malta,_T,MALE,2145.4
2010,Malta,NONMIG,MALE,2133.92
2011,Malta,NONMIG,MALE,1884.26
2011,Malta,NONMIG,FEMALE,602.6
2011,Malta,_T,FEMALE,599.08
2011,Malta,NONMIG,BOTHSEX,1444.1
2011,Malta,_T,MALE,1912.27
2011,Malta,_T,BOTHSEX,1457.52
2012,Malta,NONMIG,MALE,2248.11
2012,Malta,_T,MALE,2172.91
2012,Malta,_T,FEMALE,687.56
2012,Malta,NONMIG,FEMALE,695.99
2012,Malta,NONMIG,BOTHSEX,1708.49
2012,Malta,_T,BOTHSEX,1656.29
2013,Malta,NONMIG,BOTHSEX,1540.77
2013,Malta,NONMIG,MALE,2037.04
2013,Malta,_T,BOTHSEX,1479.49
2013,Malta,_T,MALE,1975.82
2013,Malta,_T,FEMALE,659.16
2013,Malta,NONMIG,FEMALE,695.08
2014,Malta,NONMIG,FEMALE,602.23
2014,Malta,_T,MALE,1998.68
2014,Malta,_T,FEMALE,568.57
2014,Malta,_T,BOTHSEX,1449.11
2014,Malta,NONMIG,MALE,2060.24
2014,Malta,NONMIG,BOTHSEX,1511.64
2013,Armenia,_T,FEMALE,6.95
2013,Armenia,_T,MALE,72.08
2018,Armenia,_T,MALE,69.75
2018,Armenia,_T,FEMALE,13.05
2018,Armenia,_T,BOTHSEX,50
2015,Malta,NONMIG,MALE,1785.52
2015,Malta,NONMIG,BOTHSEX,1304.72
2015,Malta,NONMIG,FEMALE,536.52
2015,Malta,_T,FEMALE,511.4
2015,Malta,_T,MALE,1685.11
2015,Malta,_T,BOTHSEX,1230.78
2016,Malta,_T,BOTHSEX,1547
2016,Malta,MIGPER,FEMALE,705
2016,Malta,NONMIG,BOTHSEX,1626
2016,Malta,MIGPER,BOTHSEX,1083
2016,Malta,MIGPER,MALE,1305
2016,Malta,_T,MALE,2023
2016,Malta,NONMIG,MALE,2152
2016,Malta,_T,FEMALE,814
2016,Malta,NONMIG,FEMALE,831
2017,Malta,_T,MALE,1920
2017,Malta,NONMIG,MALE,2045
2017,Malta,MIGPER,BOTHSEX,941
2017,Malta,_T,FEMALE,725
2017,Malta,_T,BOTHSEX,1443
2017,Malta,NONMIG,BOTHSEX,1547
2017,Malta,MIGPER,FEMALE,388
2017,Malta,NONMIG,FEMALE,796
2017,Malta,MIGPER,MALE,1313
2018,Malta,MIGPER,MALE,1710
2018,Malta,_T,MALE,1837
2018,Malta,NONMIG,MALE,1865
2018,Malta,NONMIG,BOTHSEX,1432
2018,Malta,_T,BOTHSEX,1363
2018,Malta,_T,FEMALE,668
2018,Malta,MIGPER,FEMALE,417
2018,Malta,NONMIG,FEMALE,747
2018,Malta,MIGPER,BOTHSEX,1098
2019,Malta,NONMIG,MALE,1715
2019,Malta,_T,FEMALE,708
2019,Malta,_T,MALE,1662
2019,Malta,NONMIG,BOTHSEX,1349
2019,Malta,_T,BOTHSEX,1278
2019,Malta,MIGPER,BOTHSEX,1053
2019,Malta,NONMIG,FEMALE,772
2019,Malta,MIGPER,FEMALE,531
2019,Malta,MIGPER,MALE,1474
2020,Malta,MIGPER,MALE,1168
2020,Malta,_T,MALE,1235
2020,Malta,NONMIG,MALE,1257
2020,Malta,MIGPER,FEMALE,234
2020,Malta,NONMIG,BOTHSEX,939
2020,Malta,NONMIG,FEMALE,456
2020,Malta,_T,FEMALE,393
2020,Malta,_T,BOTHSEX,891
2020,Malta,MIGPER,BOTHSEX,756
2021,Malta,NONMIG,BOTHSEX,917
2021,Malta,MIGPER,MALE,1020
2021,Malta,_T,BOTHSEX,863
2021,Malta,_T,MALE,1155
2021,Malta,MIGPER,FEMALE,325
2021,Malta,_T,FEMALE,444
2021,Malta,MIGPER,BOTHSEX,716
2021,Malta,NONMIG,FEMALE,492
2021,Malta,NONMIG,MALE,1203
2000,Republic of Moldova,_T,BOTHSEX,77
2001,Republic of Moldova,_T,BOTHSEX,77.9
2019,Armenia,_T,BOTHSEX,35.06
2019,Armenia,_T,MALE,53.28
2020,Armenia,_T,MALE,45.68
2020,Armenia,_T,BOTHSEX,29.4
2020,Armenia,_T,FEMALE,0
2002,Republic of Moldova,_T,BOTHSEX,73
2003,Republic of Moldova,_T,BOTHSEX,81
2004,Republic of Moldova,_T,BOTHSEX,88
2005,Republic of Moldova,_T,BOTHSEX,82
2006,Republic of Moldova,_T,BOTHSEX,82
2007,Republic of Moldova,_T,BOTHSEX,71
2000,Belgium,_T,BOTHSEX,5071.83
2001,Belgium,_T,BOTHSEX,4319.32
2009,Belgium,_T,MALE,2614.2
2009,Belgium,NONMIG,MALE,2503.55
2009,Belgium,NONMIG,BOTHSEX,1955.7
2009,Belgium,_T,FEMALE,1233.54
2008,Republic of Moldova,_T,BOTHSEX,66.1
2009,Republic of Moldova,_T,BOTHSEX,102.1
2010,Republic of Moldova,_T,BOTHSEX,89.5
2013,Republic of Moldova,_T,BOTHSEX,96.4
2014,Republic of Moldova,_T,BOTHSEX,85
2015,Republic of Moldova,_T,BOTHSEX,70.3
2015,Republic of Moldova,_T,FEMALE,29.4
2015,Republic of Moldova,_T,MALE,121.6
2016,Republic of Moldova,_T,BOTHSEX,57.55
2017,Republic of Moldova,_T,BOTHSEX,67.95
2018,Republic of Moldova,_T,BOTHSEX,75.85
2019,Republic of Moldova,_T,FEMALE,43.4
2019,Republic of Moldova,_T,MALE,105.6
2019,Republic of Moldova,_T,BOTHSEX,73.1
2020,Republic of Moldova,_T,MALE,92.1
2020,Republic of Moldova,_T,FEMALE,39.5
2020,Republic of Moldova,_T,BOTHSEX,64.5
2009,Netherlands,NONMIG,MALE,2599.44
2009,Netherlands,NONMIG,FEMALE,1773.63
2009,Netherlands,NONMIG,BOTHSEX,2231.21
2009,Netherlands,_T,MALE,2504.33
2009,Netherlands,_T,FEMALE,1706.88
2009,Netherlands,_T,BOTHSEX,2148.52
2010,Netherlands,_T,BOTHSEX,2030.46
2010,Netherlands,NONMIG,BOTHSEX,2113.34
2010,Netherlands,NONMIG,FEMALE,1627.09
2010,Netherlands,NONMIG,MALE,2495.44
2009,Belgium,NONMIG,FEMALE,1214.66
2009,Belgium,_T,BOTHSEX,2035.16
2010,Belgium,_T,BOTHSEX,2048.92
2010,Belgium,NONMIG,BOTHSEX,1971.25
2010,Belgium,NONMIG,MALE,2513.23
2010,Netherlands,_T,MALE,2399.3
2010,Netherlands,_T,FEMALE,1561.94
2011,Netherlands,_T,FEMALE,2020.12
2011,Netherlands,_T,MALE,2724.8
2011,Netherlands,NONMIG,BOTHSEX,2382.92
2011,Netherlands,_T,BOTHSEX,2391.99
2010,Belgium,NONMIG,FEMALE,1243.01
2010,Belgium,_T,MALE,2623.71
2010,Belgium,_T,FEMALE,1263.93
2011,Belgium,_T,FEMALE,1333.14
2011,Belgium,NONMIG,MALE,3119.28
2011,Netherlands,NONMIG,MALE,2692.1
2011,Netherlands,NONMIG,FEMALE,2036.97
2012,Netherlands,_T,FEMALE,1533.32
2012,Netherlands,_T,BOTHSEX,2316.66
2012,Netherlands,_T,MALE,3025.01
2012,Netherlands,NONMIG,FEMALE,1574.67
2011,Belgium,_T,BOTHSEX,2401.49
2011,Belgium,NONMIG,BOTHSEX,2305.77
2011,Belgium,NONMIG,FEMALE,1306.43
2011,Belgium,_T,MALE,3258.59
2012,Belgium,NONMIG,MALE,2771.12
2012,Netherlands,NONMIG,BOTHSEX,2317.17
2012,Netherlands,NONMIG,MALE,2987.88
2013,Netherlands,NONMIG,FEMALE,1533.62
2013,Netherlands,_T,BOTHSEX,2158.81
2013,Netherlands,_T,FEMALE,1513.04
2013,Netherlands,NONMIG,BOTHSEX,2197.24
2013,Netherlands,NONMIG,MALE,2805.19
2013,Netherlands,_T,MALE,2750.84
2014,Netherlands,_T,FEMALE,973.15
2014,Netherlands,NONMIG,MALE,1517.22
2014,Netherlands,NONMIG,FEMALE,993.12
2014,Netherlands,NONMIG,BOTHSEX,1268.48
2014,Netherlands,_T,BOTHSEX,1246.77
2014,Netherlands,_T,MALE,1494.51
2015,Netherlands,_T,FEMALE,769.95
2015,Netherlands,_T,MALE,1269.27
2015,Netherlands,NONMIG,FEMALE,786.15
2015,Netherlands,NONMIG,BOTHSEX,1056.75
2015,Netherlands,_T,BOTHSEX,1032.32
2015,Netherlands,NONMIG,MALE,1300.59
2016,Netherlands,_T,BOTHSEX,5200
2016,Netherlands,_T,MALE,5700
2016,Netherlands,_T,FEMALE,4500
2017,Netherlands,_T,BOTHSEX,1284.13
2018,Netherlands,_T,BOTHSEX,1217.93
2019,Netherlands,_T,BOTHSEX,1216.39
2020,Netherlands,_T,BOTHSEX,997.1
2000,Norway,_T,BOTHSEX,1399.8
2001,Norway,_T,BOTHSEX,1259.6
2002,Norway,_T,BOTHSEX,1179
2003,Norway,_T,BOTHSEX,1047
2004,Norway,_T,BOTHSEX,993
2012,Belgium,_T,BOTHSEX,2127.35
2012,Belgium,NONMIG,FEMALE,1152.94
2012,Belgium,_T,MALE,2905.49
2012,Belgium,NONMIG,BOTHSEX,2036.32
2012,Belgium,_T,FEMALE,1183.57
2005,Norway,_T,BOTHSEX,899
2006,Norway,_T,BOTHSEX,780
2007,Norway,_T,BOTHSEX,781
2008,Norway,_T,BOTHSEX,661.5
2009,Norway,NONMIG,MALE,2307.3
2009,Norway,NONMIG,FEMALE,1753.67
2009,Norway,NONMIG,BOTHSEX,2043.94
2013,Belgium,_T,FEMALE,1233.83
2013,Belgium,_T,BOTHSEX,2098.92
2013,Belgium,_T,MALE,2809.76
2013,Belgium,NONMIG,MALE,2692.58
2013,Belgium,NONMIG,BOTHSEX,2013.55
2009,Norway,_T,MALE,2364.07
2009,Norway,_T,FEMALE,1737.78
2009,Norway,_T,BOTHSEX,2067.64
2010,Norway,NONMIG,BOTHSEX,1427.62
2010,Norway,_T,FEMALE,1247.86
2010,Norway,_T,BOTHSEX,1430.22
2010,Norway,NONMIG,FEMALE,1264.82
2010,Norway,NONMIG,MALE,1567.64
2010,Norway,_T,MALE,1585.87
2011,Norway,NONMIG,BOTHSEX,674.96
2011,Norway,_T,BOTHSEX,682.66
2011,Norway,NONMIG,MALE,1196.08
2013,Belgium,NONMIG,FEMALE,1201.39
2014,Belgium,_T,MALE,2623.79
2014,Belgium,NONMIG,FEMALE,1146.54
2014,Belgium,_T,BOTHSEX,1925.49
2014,Belgium,NONMIG,BOTHSEX,1874.31
2011,Norway,NONMIG,FEMALE,92.77
2011,Norway,_T,FEMALE,116.29
2011,Norway,_T,MALE,1188.17
2012,Norway,_T,FEMALE,1592.56
2012,Norway,NONMIG,FEMALE,1637.3
2012,Norway,_T,MALE,1916.15
2012,Norway,NONMIG,BOTHSEX,1786.49
2012,Norway,NONMIG,MALE,1919.37
2012,Norway,_T,BOTHSEX,1764.53
2013,Norway,NONMIG,BOTHSEX,878.15
2013,Norway,_T,MALE,944.19
2013,Norway,NONMIG,MALE,939.32
2014,Belgium,_T,FEMALE,1157.35
2014,Belgium,NONMIG,MALE,2545.22
2015,Belgium,_T,BOTHSEX,1402.97
2015,Belgium,NONMIG,FEMALE,873.95
2015,Belgium,_T,MALE,1862.87
2013,Norway,NONMIG,FEMALE,811.52
2013,Norway,_T,FEMALE,801.75
2013,Norway,_T,BOTHSEX,876.84
2014,Norway,NONMIG,MALE,245.04
2014,Norway,_T,MALE,324.56
2014,Norway,_T,FEMALE,235.27
2014,Norway,_T,BOTHSEX,283.43
2014,Norway,NONMIG,FEMALE,183.65
2014,Norway,NONMIG,BOTHSEX,216.35
2015,Norway,_T,MALE,459.3
2015,Norway,NONMIG,MALE,345.44
2015,Norway,NONMIG,FEMALE,255.09
2015,Belgium,NONMIG,MALE,1816.52
2015,Belgium,_T,FEMALE,874.6
2015,Belgium,NONMIG,BOTHSEX,1374.84
2016,Belgium,_T,BOTHSEX,1990.4
2017,Belgium,_T,BOTHSEX,2015.6
2018,Belgium,_T,BOTHSEX,1789.5
2015,Norway,NONMIG,BOTHSEX,302.86
2015,Norway,_T,FEMALE,327.58
2015,Norway,_T,BOTHSEX,397.78
2016,Norway,_T,BOTHSEX,373.85
2017,Norway,_T,BOTHSEX,361.36
2018,Norway,_T,BOTHSEX,372.49
2019,Belgium,_T,BOTHSEX,1679.77
2020,Belgium,_T,BOTHSEX,2234.88
2020,Belgium,_T,MALE,2801.71
2020,Belgium,_T,FEMALE,1479.59
2000,Bulgaria,_T,BOTHSEX,358
2001,Bulgaria,_T,BOTHSEX,304
2002,Bulgaria,_T,BOTHSEX,282
2003,Bulgaria,_T,FEMALE,129
2003,Bulgaria,_T,BOTHSEX,218
2003,Bulgaria,_T,MALE,311
2004,Bulgaria,_T,FEMALE,119
2004,Bulgaria,_T,MALE,276
