Year,GeoAreaName,Sex,Value
2003,Hungary,BOTHSEX,45.1
2005,Hungary,BOTHSEX,42.6
2007,Hungary,BOTHSEX,42.6
2009,Hungary,BOTHSEX,48
2010,Hungary,BOTHSEX,39.5
2011,Hungary,BOTHSEX,35.7
2013,Hungary,BOTHSEX,10.9
2013,Hungary,MALE,11.2
2013,Hungary,FEMALE,10.5
2014,Hungary,BOTHSEX,12.4
2014,Hungary,FEMALE,12.2
2014,Hungary,MALE,12.5
2020,Hungary,MALE,26.7
2020,Hungary,BOTHSEX,26.3
2020,Hungary,FEMALE,25.9
2000,Iceland,BOTHSEX,50.4
2005,Iceland,BOTHSEX,72.6
2007,Iceland,BOTHSEX,39.1
2009,Iceland,BOTHSEX,17.7
2010,Iceland,BOTHSEX,21.6
2011,Iceland,FEMALE,43
2011,Iceland,MALE,18.3
2011,Iceland,BOTHSEX,28.6
2020,Iceland,BOTHSEX,100
2020,Iceland,FEMALE,100
2020,Iceland,MALE,100
2000,Ireland,BOTHSEX,74.7
2005,Ireland,BOTHSEX,81.5
2007,Ireland,BOTHSEX,85.9
2009,Ireland,BOTHSEX,91.3
2000,Albania,BOTHSEX,10.2
2005,Albania,BOTHSEX,6.7
2007,Albania,BOTHSEX,7.8
2009,Albania,BOTHSEX,6.3
2010,Albania,BOTHSEX,6.4
2011,Albania,BOTHSEX,6
2012,Albania,BOTHSEX,6.9
2020,Albania,BOTHSEX,6.9
2021,Albania,BOTHSEX,2.6
2000,Azerbaijan,BOTHSEX,6.3
2010,Ireland,BOTHSEX,87.2
2011,Ireland,BOTHSEX,85.4
2013,Ireland,MALE,100
2013,Ireland,FEMALE,94.1
2014,Ireland,BOTHSEX,100
2020,Ireland,FEMALE,100
2020,Ireland,MALE,100
2020,Ireland,BOTHSEX,100
2000,Italy,BOTHSEX,22.6
2005,Italy,BOTHSEX,35.4
2005,Azerbaijan,BOTHSEX,3.7
2007,Azerbaijan,BOTHSEX,5
2009,Azerbaijan,BOTHSEX,6.6
2011,Azerbaijan,BOTHSEX,2.6
2016,Azerbaijan,FEMALE,0.8
2016,Azerbaijan,BOTHSEX,1.6
2016,Azerbaijan,MALE,2.6
2020,Azerbaijan,BOTHSEX,19.1
2000,Austria,BOTHSEX,94.1
2005,Austria,BOTHSEX,89.4
2007,Italy,BOTHSEX,42.5
2009,Italy,BOTHSEX,61.3
2010,Italy,BOTHSEX,56.2
2011,Italy,BOTHSEX,55.8
2014,Italy,BOTHSEX,37.8
2020,Italy,BOTHSEX,48.2
2000,Kazakhstan,BOTHSEX,0.5
2005,Kazakhstan,BOTHSEX,0.7
2007,Kazakhstan,BOTHSEX,0.9
2009,Kazakhstan,BOTHSEX,1
2007,Austria,BOTHSEX,89.8
2009,Austria,BOTHSEX,91.3
2010,Austria,BOTHSEX,91.4
2011,Austria,BOTHSEX,90.5
2013,Austria,BOTHSEX,100
2014,Austria,BOTHSEX,100
2016,Austria,BOTHSEX,100
2020,Austria,FEMALE,100
2020,Austria,MALE,100
2020,Austria,BOTHSEX,100
2000,Armenia,BOTHSEX,12
2005,Armenia,BOTHSEX,5.7
2007,Armenia,BOTHSEX,20.1
2009,Armenia,BOTHSEX,30.5
2010,Armenia,BOTHSEX,24.1
2011,Armenia,BOTHSEX,20.8
2020,Armenia,BOTHSEX,0
2020,Armenia,FEMALE,0
2020,Armenia,MALE,0
2000,Belgium,BOTHSEX,81.3
2005,Belgium,BOTHSEX,84
2007,Belgium,BOTHSEX,86.1
2009,Belgium,BOTHSEX,83.6
2010,Belgium,BOTHSEX,82.8
2011,Belgium,BOTHSEX,83.1
2013,Belgium,BOTHSEX,100
2013,Belgium,MALE,58.3
2013,Belgium,FEMALE,90.8
2014,Belgium,FEMALE,86.2
2014,Belgium,MALE,58
2014,Belgium,BOTHSEX,100
2020,Belgium,BOTHSEX,100
2020,Belgium,MALE,100
2020,Belgium,FEMALE,100
2001,Bosnia and Herzegovina,BOTHSEX,1.2
2005,Bosnia and Herzegovina,BOTHSEX,1.6
2007,Bosnia and Herzegovina,BOTHSEX,1.6
2009,Bosnia and Herzegovina,BOTHSEX,2.4
2010,Bosnia and Herzegovina,BOTHSEX,2.6
2010,Kazakhstan,BOTHSEX,0.5
2011,Kazakhstan,BOTHSEX,0.4
2016,Kazakhstan,MALE,6.8
2016,Kazakhstan,FEMALE,4.5
2016,Kazakhstan,BOTHSEX,5.8
2020,Kazakhstan,MALE,8.1
2020,Kazakhstan,FEMALE,5.2
2020,Kazakhstan,BOTHSEX,8.9
2000,Kyrgyzstan,BOTHSEX,8.2
2005,Kyrgyzstan,BOTHSEX,10.4
2011,Bosnia and Herzegovina,BOTHSEX,2
2020,Bosnia and Herzegovina,BOTHSEX,5.3
2003,Bulgaria,BOTHSEX,21.1
2005,Bulgaria,BOTHSEX,23.4
2007,Bulgaria,BOTHSEX,27.1
2009,Bulgaria,BOTHSEX,45.6
2010,Bulgaria,BOTHSEX,30.8
2011,Bulgaria,BOTHSEX,28.4
2013,Bulgaria,BOTHSEX,26.7
2013,Bulgaria,FEMALE,25
2013,Bulgaria,MALE,12.4
2014,Bulgaria,BOTHSEX,26.2
2014,Bulgaria,MALE,11.8
2014,Bulgaria,FEMALE,25.1
2016,Bulgaria,BOTHSEX,29.6
2016,Bulgaria,FEMALE,37.2
2016,Bulgaria,MALE,29.2
2020,Bulgaria,FEMALE,46.8
2020,Bulgaria,MALE,26.9
2020,Bulgaria,BOTHSEX,35.4
2000,Belarus,BOTHSEX,39
2005,Belarus,BOTHSEX,55.7
2007,Belarus,BOTHSEX,54
2009,Belarus,BOTHSEX,49.4
2010,Belarus,BOTHSEX,44
2011,Belarus,BOTHSEX,46.1
2016,Belarus,FEMALE,57.4
2016,Belarus,MALE,29.1
2016,Belarus,BOTHSEX,44.6
2020,Belarus,BOTHSEX,44.6
2007,Kyrgyzstan,BOTHSEX,3.3
2009,Kyrgyzstan,BOTHSEX,1.4
2010,Kyrgyzstan,BOTHSEX,1.2
2011,Kyrgyzstan,BOTHSEX,1.2
2016,Kyrgyzstan,BOTHSEX,1.7
2020,Kyrgyzstan,BOTHSEX,2.7
2001,Latvia,BOTHSEX,26.2
2005,Latvia,BOTHSEX,37.1
2007,Latvia,BOTHSEX,47
2009,Latvia,BOTHSEX,33.4
2000,Croatia,BOTHSEX,17.7
2005,Croatia,BOTHSEX,23.6
2007,Croatia,BOTHSEX,22.5
2009,Croatia,BOTHSEX,26.2
2010,Croatia,BOTHSEX,25.9
2011,Croatia,BOTHSEX,24.4
2013,Croatia,FEMALE,19.2
2013,Croatia,MALE,21
2013,Croatia,BOTHSEX,20
2020,Croatia,MALE,23.5
2010,Latvia,BOTHSEX,27.9
2011,Latvia,BOTHSEX,20.8
2013,Latvia,BOTHSEX,27
2013,Latvia,FEMALE,33.8
2013,Latvia,MALE,21
2014,Latvia,FEMALE,42.5
2014,Latvia,MALE,25.7
2014,Latvia,BOTHSEX,33.3
2019,Latvia,BOTHSEX,41
2020,Latvia,FEMALE,50.6
2020,Croatia,FEMALE,21.6
2020,Croatia,BOTHSEX,22.4
2005,Cyprus,BOTHSEX,68.1
2007,Cyprus,BOTHSEX,81.5
2009,Cyprus,BOTHSEX,79.1
2010,Cyprus,BOTHSEX,78.7
2013,Cyprus,FEMALE,34.4
2013,Cyprus,BOTHSEX,31.4
2013,Cyprus,MALE,29.1
2014,Cyprus,BOTHSEX,23.7
2020,Latvia,MALE,31.8
2020,Latvia,BOTHSEX,40
2000,Liechtenstein,BOTHSEX,63
2005,Liechtenstein,BOTHSEX,71.8
2007,Liechtenstein,BOTHSEX,66.9
2009,Liechtenstein,BOTHSEX,66.8
2010,Liechtenstein,BOTHSEX,78.9
2011,Liechtenstein,MALE,65.5
2011,Liechtenstein,FEMALE,68.8
2011,Liechtenstein,BOTHSEX,67.2
2014,Cyprus,MALE,20.7
2014,Cyprus,FEMALE,27.4
2020,Cyprus,MALE,14.9
2020,Cyprus,FEMALE,21
2020,Cyprus,BOTHSEX,17.8
2005,Czechia,BOTHSEX,27.6
2007,Czechia,BOTHSEX,31.5
2009,Czechia,BOTHSEX,40.4
2010,Czechia,BOTHSEX,30.8
2011,Czechia,BOTHSEX,25.8
2020,Liechtenstein,BOTHSEX,67.2
2005,Lithuania,BOTHSEX,11.6
2007,Lithuania,BOTHSEX,26.1
2009,Lithuania,BOTHSEX,31.4
2010,Lithuania,BOTHSEX,20.1
2011,Lithuania,BOTHSEX,15.6
2013,Lithuania,MALE,19.2
2013,Lithuania,FEMALE,31.3
2013,Lithuania,BOTHSEX,24.6
2014,Lithuania,BOTHSEX,25.9
2014,Lithuania,MALE,20
2014,Lithuania,FEMALE,33.6
2020,Lithuania,MALE,30.4
2020,Lithuania,FEMALE,47.5
2020,Lithuania,BOTHSEX,37.7
2000,Luxembourg,BOTHSEX,42.3
2005,Luxembourg,BOTHSEX,55.1
2007,Luxembourg,BOTHSEX,52.5
2009,Luxembourg,BOTHSEX,53.4
2010,Luxembourg,BOTHSEX,50.5
2013,Czechia,MALE,33
2013,Czechia,FEMALE,31.1
2013,Czechia,BOTHSEX,32
2014,Czechia,BOTHSEX,35.8
2014,Czechia,FEMALE,33.1
2014,Czechia,MALE,39
2020,Czechia,MALE,46
2020,Czechia,BOTHSEX,45.7
2020,Czechia,FEMALE,45.5
2000,Denmark,BOTHSEX,99.9
2011,Luxembourg,BOTHSEX,50.9
2013,Luxembourg,MALE,29.5
2013,Luxembourg,FEMALE,41.7
2013,Luxembourg,BOTHSEX,51.2
2014,Luxembourg,FEMALE,38.5
2014,Luxembourg,MALE,27.9
2014,Luxembourg,BOTHSEX,49.5
2020,Luxembourg,BOTHSEX,49.8
2003,Malta,BOTHSEX,89.2
2005,Malta,BOTHSEX,98.7
2007,Malta,BOTHSEX,96.3
2009,Malta,BOTHSEX,94.2
2010,Malta,BOTHSEX,84.4
2011,Malta,BOTHSEX,86.9
2013,Malta,BOTHSEX,61.4
2013,Malta,MALE,74.7
2013,Malta,FEMALE,38.5
2014,Malta,MALE,73.3
2014,Malta,BOTHSEX,62.2
2014,Malta,FEMALE,41.3
2005,Denmark,BOTHSEX,98.9
2007,Denmark,BOTHSEX,77.8
2009,Denmark,BOTHSEX,78.6
2010,Denmark,BOTHSEX,70.9
2011,Denmark,BOTHSEX,68.3
2013,Denmark,FEMALE,51.7
2013,Denmark,MALE,24.1
2013,Denmark,BOTHSEX,50.2
2014,Denmark,FEMALE,50.2
2014,Denmark,MALE,22.1
2014,Denmark,BOTHSEX,47.7
2020,Denmark,FEMALE,100
2020,Denmark,MALE,84.5
2020,Denmark,BOTHSEX,93.7
2000,Estonia,BOTHSEX,17.3
2005,Estonia,BOTHSEX,28.9
2007,Estonia,BOTHSEX,25.9
2009,Estonia,BOTHSEX,45.1
2010,Estonia,BOTHSEX,35.2
2011,Estonia,BOTHSEX,25.7
2014,Estonia,BOTHSEX,41.5
2020,Estonia,BOTHSEX,47.5
2002,Finland,BOTHSEX,63.7
2005,Finland,BOTHSEX,63.6
2007,Finland,BOTHSEX,58.8
2009,Finland,BOTHSEX,47.9
2010,Finland,BOTHSEX,52.1
2011,Finland,BOTHSEX,57.8
2013,Finland,MALE,46.5
2013,Finland,FEMALE,72
2013,Finland,BOTHSEX,86.6
2014,Finland,MALE,50.4
2014,Finland,FEMALE,80.8
2014,Finland,BOTHSEX,95.3
2020,Finland,BOTHSEX,100
2020,Finland,MALE,100
2020,Finland,FEMALE,100
2000,France,BOTHSEX,57.4
2005,France,BOTHSEX,67
2007,France,BOTHSEX,67.4
2009,France,BOTHSEX,66
2010,France,BOTHSEX,62.3
2011,France,BOTHSEX,59.8
2014,France,BOTHSEX,94.7
2020,France,BOTHSEX,100
2020,France,MALE,100
2020,France,FEMALE,100
2000,Georgia,BOTHSEX,2.4
2005,Georgia,BOTHSEX,4
2020,Georgia,MALE,0
2015,Malta,BOTHSEX,62.2
2020,Malta,BOTHSEX,49.7
2000,Republic of Moldova,BOTHSEX,22.8
2005,Republic of Moldova,BOTHSEX,6.5
2007,Republic of Moldova,BOTHSEX,10.6
2009,Republic of Moldova,BOTHSEX,14
2010,Republic of Moldova,BOTHSEX,11.1
2011,Republic of Moldova,BOTHSEX,8.5
2014,Republic of Moldova,BOTHSEX,10.5
2020,Republic of Moldova,BOTHSEX,10.5
2020,Georgia,BOTHSEX,0
2020,Georgia,FEMALE,0
2000,Germany,BOTHSEX,81.2
2004,Germany,BOTHSEX,92.1
2007,Germany,BOTHSEX,80.6
2009,Germany,BOTHSEX,86.4
2010,Germany,BOTHSEX,87.6
2011,Germany,BOTHSEX,86.3
2016,Germany,BOTHSEX,100
2020,Germany,FEMALE,100
2020,Germany,MALE,100
2020,Germany,BOTHSEX,100
2000,Greece,BOTHSEX,52.9
2002,Greece,BOTHSEX,44.3
2007,Greece,BOTHSEX,53.9
2009,Greece,BOTHSEX,57.7
2010,Greece,BOTHSEX,30.8
2011,Greece,BOTHSEX,28.6
2014,Greece,BOTHSEX,21
2020,Greece,BOTHSEX,26.4
2009,Montenegro,BOTHSEX,43.9
2010,Montenegro,BOTHSEX,41.6
2011,Montenegro,BOTHSEX,40.9
2014,Montenegro,BOTHSEX,35.6
2020,Montenegro,MALE,22
2020,Montenegro,FEMALE,38.3
2020,Montenegro,BOTHSEX,29.3
2002,Netherlands,BOTHSEX,66.7
2005,Netherlands,BOTHSEX,69.3
2007,Netherlands,BOTHSEX,65.1
2009,Netherlands,BOTHSEX,60.1
2010,Netherlands,BOTHSEX,65.1
2011,Netherlands,BOTHSEX,64.8
2013,Netherlands,MALE,36.5
2013,Netherlands,FEMALE,58.7
2013,Netherlands,BOTHSEX,67.9
2014,Netherlands,FEMALE,61.9
2014,Netherlands,BOTHSEX,67.2
2014,Netherlands,MALE,35.1
2015,Netherlands,BOTHSEX,73
2020,Netherlands,MALE,100
2020,Netherlands,FEMALE,73.6
2020,Netherlands,BOTHSEX,74.8
2006,Norway,BOTHSEX,58.1
2007,Norway,BOTHSEX,50.9
2009,Norway,BOTHSEX,74.6
2010,Norway,BOTHSEX,73.4
2011,Norway,BOTHSEX,69.5
2014,Norway,BOTHSEX,61.8
2020,Norway,BOTHSEX,58.2
2000,Poland,BOTHSEX,20.3
2005,Poland,BOTHSEX,13.5
2007,Poland,BOTHSEX,14.3
2009,Poland,BOTHSEX,20.1
2010,Poland,BOTHSEX,16.7
2011,Poland,BOTHSEX,16.5
2013,Poland,BOTHSEX,16.6
2013,Poland,MALE,17.2
2013,Poland,FEMALE,15.9
2014,Poland,FEMALE,16.2
2014,Poland,MALE,14.8
2014,Poland,BOTHSEX,15.5
2020,Poland,FEMALE,19.9
2020,Poland,BOTHSEX,16.5
2020,Poland,MALE,13.7
2003,Portugal,BOTHSEX,64.6
2005,Portugal,BOTHSEX,67.3
2007,Portugal,BOTHSEX,60.8
2009,Portugal,BOTHSEX,61.9
2010,Portugal,BOTHSEX,57.2
