Year,GeoAreaName,Education level,Sex,Value
2019,Uzbekistan,PREPRI,FEMALE,98.70218
2019,Uzbekistan,PRIMAR,FEMALE,99.97419
2019,Uzbekistan,SECOND,BOTHSEX,98.76228
2019,Uzbekistan,PREPRI,MALE,19.84385
2019,Uzbekistan,SECOND,FEMALE,98.99421
2019,Uzbekistan,SECOND,MALE,98.39606
2019,Uzbekistan,PREPRI,BOTHSEX,95.71134
2019,Uzbekistan,PRIMAR,BOTHSEX,99.97644
2020,Uzbekistan,PRIMAR,BOTHSEX,99.15974
2020,Uzbekistan,PREPRI,BOTHSEX,99.87663
2020,Uzbekistan,SECOND,MALE,97.71589
2020,Uzbekistan,SECOND,FEMALE,99.63306
2020,Uzbekistan,PREPRI,MALE,96.72627
2020,Uzbekistan,SECOND,BOTHSEX,98.90038
2020,Uzbekistan,PRIMAR,FEMALE,99.22799
2020,Uzbekistan,PREPRI,FEMALE,100
2020,Uzbekistan,PRIMAR,MALE,98.41176
2021,Uzbekistan,PRIMAR,MALE,100
2021,Uzbekistan,PREPRI,FEMALE,100
2021,Uzbekistan,PRIMAR,FEMALE,100
2021,Uzbekistan,SECOND,BOTHSEX,100
2021,Uzbekistan,PREPRI,MALE,100
2021,Uzbekistan,SECOND,FEMALE,100
2021,Uzbekistan,SECOND,MALE,100
2021,Uzbekistan,PREPRI,BOTHSEX,100
2021,Uzbekistan,PRIMAR,BOTHSEX,100
2021,Republic of Moldova,PRIMAR,MALE,100
2021,Republic of Moldova,SECOND,FEMALE,100
2021,Republic of Moldova,UPPSEC,BOTHSEX,100
2021,Republic of Moldova,UPPSEC,FEMALE,100
2021,Republic of Moldova,SECOND,MALE,100
2020,Lithuania,PREPRI,MALE,54.19847
2020,Lithuania,SECOND,FEMALE,95.55008
2020,Lithuania,PREPRI,BOTHSEX,82.87102
2020,Lithuania,PRIMAR,BOTHSEX,91.30689
2014,Slovakia,LOWSEC,BOTHSEX,96.4
2014,Slovakia,UPPSEC,BOTHSEX,95.2
2014,Slovakia,PRIMAR,BOTHSEX,95.9
2014,Slovakia,PREPRI,BOTHSEX,96.1
2014,Slovakia,SECOND,BOTHSEX,95.87479
2014,Slovakia,SECOND,BOTHSEX,95.87479
