Year,GeoAreaName,Sex,Value
2000,Albania,FEMALE,5.16
2001,Albania,FEMALE,5.16
2002,Albania,FEMALE,5.71
2003,Albania,FEMALE,5.71
2004,Albania,FEMALE,5.71
2005,Albania,FEMALE,6.43
2006,Albania,FEMALE,7.14
2007,Albania,FEMALE,7.14
2008,Albania,FEMALE,7.14
2009,Albania,FEMALE,7.14
2010,Albania,FEMALE,16.43
2011,Albania,FEMALE,16.43
2012,Albania,FEMALE,15.71
2013,Albania,FEMALE,15.71
2014,Albania,FEMALE,20.00
2015,Albania,FEMALE,20.71
2016,Albania,FEMALE,20.71
2017,Albania,FEMALE,22.86
2000,Azerbaijan,FEMALE,10.40
2001,Azerbaijan,FEMALE,10.40
2002,Azerbaijan,FEMALE,10.48
2003,Azerbaijan,FEMALE,10.48
2004,Azerbaijan,FEMALE,10.48
2005,Azerbaijan,FEMALE,10.48
2006,Azerbaijan,FEMALE,12.00
2007,Azerbaijan,FEMALE,11.29
2008,Azerbaijan,FEMALE,11.38
2009,Azerbaijan,FEMALE,11.38
2010,Azerbaijan,FEMALE,11.38
2011,Azerbaijan,FEMALE,16.00
2012,Azerbaijan,FEMALE,16.00
2013,Azerbaijan,FEMALE,16.00
2014,Azerbaijan,FEMALE,15.57
2015,Azerbaijan,FEMALE,15.57
2016,Azerbaijan,FEMALE,16.94
2017,Azerbaijan,FEMALE,16.80
2018,Azerbaijan,FEMALE,16.80
2019,Azerbaijan,FEMALE,16.81
2020,Azerbaijan,FEMALE,16.81
2021,Azerbaijan,FEMALE,18.18
2022,Azerbaijan,FEMALE,18.33
2023,Azerbaijan,FEMALE,18.64
2000,Austria,FEMALE,26.78
2001,Austria,FEMALE,26.78
2016,Serbia,FEMALE,34.00
2017,Serbia,FEMALE,34.40
2018,Serbia,FEMALE,34.40
2019,Serbia,FEMALE,37.65
2020,Serbia,FEMALE,37.65
2021,Serbia,FEMALE,39.2
2022,Serbia,FEMALE,40
2023,Serbia,FEMALE,34.8
2000,Slovakia,FEMALE,12.67
2002,Austria,FEMALE,26.78
2003,Austria,FEMALE,33.88
2004,Austria,FEMALE,33.88
2005,Austria,FEMALE,33.88
2006,Austria,FEMALE,33.88
2007,Austria,FEMALE,32.24
2008,Austria,FEMALE,32.79
2009,Austria,FEMALE,27.32
2010,Austria,FEMALE,27.87
2011,Austria,FEMALE,27.87
2012,Austria,FEMALE,27.87
2013,Austria,FEMALE,27.87
2014,Austria,FEMALE,32.24
2015,Austria,FEMALE,30.60
2016,Austria,FEMALE,30.60
2017,Austria,FEMALE,30.60
2018,Austria,FEMALE,34.43
2019,Austria,FEMALE,37.16
2001,Slovakia,FEMALE,14.00
2002,Slovakia,FEMALE,14.00
2003,Slovakia,FEMALE,19.33
2004,Slovakia,FEMALE,19.33
2005,Slovakia,FEMALE,16.67
2006,Slovakia,FEMALE,16.67
2007,Slovakia,FEMALE,20.00
2008,Slovakia,FEMALE,19.33
2009,Slovakia,FEMALE,19.33
2000,Hungary,FEMALE,8.29
2001,Hungary,FEMALE,8.29
2002,Hungary,FEMALE,8.29
2003,Hungary,FEMALE,9.84
2004,Hungary,FEMALE,9.84
2005,Hungary,FEMALE,9.09
2006,Hungary,FEMALE,9.09
2007,Hungary,FEMALE,10.36
2008,Hungary,FEMALE,11.14
2020,Austria,FEMALE,39.34
2021,Austria,FEMALE,39.89
2022,Austria,FEMALE,41.53
2023,Austria,FEMALE,40.44
2000,Armenia,FEMALE,3.05
2001,Armenia,FEMALE,3.05
2002,Armenia,FEMALE,3.05
2003,Armenia,FEMALE,3.05
2004,Armenia,FEMALE,4.58
2009,Hungary,FEMALE,11.14
2010,Hungary,FEMALE,11.14
2011,Hungary,FEMALE,9.07
2012,Hungary,FEMALE,8.81
2013,Hungary,FEMALE,8.81
2014,Hungary,FEMALE,9.38
2015,Hungary,FEMALE,10.10
2016,Hungary,FEMALE,10.10
2017,Hungary,FEMALE,10.05
2005,Armenia,FEMALE,5.34
2006,Armenia,FEMALE,5.34
2007,Armenia,FEMALE,5.34
2008,Armenia,FEMALE,9.16
2009,Armenia,FEMALE,8.40
2010,Armenia,FEMALE,9.16
2011,Armenia,FEMALE,9.16
2012,Armenia,FEMALE,8.40
2013,Armenia,FEMALE,10.69
2010,Slovakia,FEMALE,18.00
2011,Slovakia,FEMALE,15.33
2012,Slovakia,FEMALE,16.00
2013,Slovakia,FEMALE,18.67
2014,Slovakia,FEMALE,18.67
2015,Slovakia,FEMALE,18.67
2016,Slovakia,FEMALE,18.67
2017,Slovakia,FEMALE,20.00
2018,Slovakia,FEMALE,20.00
2018,Hungary,FEMALE,10.05
2019,Hungary,FEMALE,12.56
2020,Hungary,FEMALE,12.06
2021,Hungary,FEMALE,12.56
2022,Hungary,FEMALE,13.07
2023,Hungary,FEMALE,13.07
2000,Iceland,FEMALE,34.92
2001,Iceland,FEMALE,34.92
2002,Iceland,FEMALE,34.92
2019,Slovakia,FEMALE,20.00
2020,Slovakia,FEMALE,20.67
2021,Slovakia,FEMALE,22.67
2022,Slovakia,FEMALE,21.33
2023,Slovakia,FEMALE,22
2000,Slovenia,FEMALE,7.78
2001,Slovenia,FEMALE,12.22
2002,Slovenia,FEMALE,12.22
2003,Slovenia,FEMALE,12.22
2003,Iceland,FEMALE,34.92
2004,Iceland,FEMALE,30.16
2005,Iceland,FEMALE,30.16
2006,Iceland,FEMALE,33.33
2007,Iceland,FEMALE,33.33
2008,Iceland,FEMALE,33.33
2009,Iceland,FEMALE,33.33
2010,Iceland,FEMALE,42.86
2011,Iceland,FEMALE,42.86
2004,Slovenia,FEMALE,12.22
2005,Slovenia,FEMALE,12.22
2006,Slovenia,FEMALE,12.22
2007,Slovenia,FEMALE,12.22
2008,Slovenia,FEMALE,12.22
2009,Slovenia,FEMALE,13.33
2010,Slovenia,FEMALE,14.44
2011,Slovenia,FEMALE,14.44
2012,Slovenia,FEMALE,32.22
2013,Slovenia,FEMALE,32.22
2014,Slovenia,FEMALE,33.33
2015,Slovenia,FEMALE,36.67
2016,Slovenia,FEMALE,36.67
2017,Slovenia,FEMALE,36.67
2018,Slovenia,FEMALE,36.67
2019,Slovenia,FEMALE,24.44
2020,Slovenia,FEMALE,27.78
2021,Slovenia,FEMALE,26.67
2012,Iceland,FEMALE,39.68
2013,Iceland,FEMALE,39.68
2014,Iceland,FEMALE,39.68
2015,Iceland,FEMALE,41.27
2016,Iceland,FEMALE,41.27
2017,Iceland,FEMALE,47.62
2018,Iceland,FEMALE,38.10
2019,Iceland,FEMALE,38.10
2020,Iceland,FEMALE,38.10
2022,Slovenia,FEMALE,28.89
2023,Slovenia,FEMALE,37.78
2000,Spain,FEMALE,21.55
2001,Spain,FEMALE,28.29
2002,Spain,FEMALE,28.29
2003,Spain,FEMALE,28.29
2004,Spain,FEMALE,28.29
2005,Spain,FEMALE,36.00
2006,Spain,FEMALE,36.00
2021,Iceland,FEMALE,39.68
2022,Iceland,FEMALE,47.62
2023,Iceland,FEMALE,47.62
2000,Ireland,FEMALE,12.05
2001,Ireland,FEMALE,12.05
2002,Ireland,FEMALE,12.05
2003,Ireland,FEMALE,13.25
2004,Ireland,FEMALE,13.25
2005,Ireland,FEMALE,13.25
2007,Spain,FEMALE,36.00
2008,Spain,FEMALE,36.57
2009,Spain,FEMALE,36.29
2010,Spain,FEMALE,36.57
2011,Spain,FEMALE,36.57
2012,Spain,FEMALE,36.00
2013,Spain,FEMALE,36.00
2014,Spain,FEMALE,39.71
2015,Spain,FEMALE,41.14
2006,Ireland,FEMALE,13.25
2007,Ireland,FEMALE,13.25
2008,Ireland,FEMALE,13.25
2009,Ireland,FEMALE,13.25
2010,Ireland,FEMALE,13.94
2011,Ireland,FEMALE,13.94
2012,Ireland,FEMALE,15.06
2013,Ireland,FEMALE,15.06
2014,Ireland,FEMALE,15.66
2015,Ireland,FEMALE,16.27
2016,Ireland,FEMALE,16.27
2017,Ireland,FEMALE,22.15
2018,Ireland,FEMALE,22.15
2019,Ireland,FEMALE,22.15
2020,Ireland,FEMALE,20.89
2021,Ireland,FEMALE,22.5
2022,Ireland,FEMALE,23.12
2023,Ireland,FEMALE,23.12
2000,Italy,FEMALE,11.11
2001,Italy,FEMALE,11.11
2002,Italy,FEMALE,9.84
2003,Italy,FEMALE,11.49
2004,Italy,FEMALE,11.49
2005,Italy,FEMALE,11.53
2006,Italy,FEMALE,11.53
2007,Italy,FEMALE,17.30
2008,Italy,FEMALE,17.30
2016,Spain,FEMALE,40.00
2017,Spain,FEMALE,39.14
2018,Spain,FEMALE,39.14
2019,Spain,FEMALE,41.14
2020,Spain,FEMALE,44.00
2021,Spain,FEMALE,44
2022,Spain,FEMALE,42.98
2023,Spain,FEMALE,42.41
2000,Sweden,FEMALE,42.69
2014,Armenia,FEMALE,10.69
2015,Armenia,FEMALE,10.69
2016,Armenia,FEMALE,10.69
2017,Armenia,FEMALE,9.92
2018,Armenia,FEMALE,18.10
2019,Armenia,FEMALE,24.24
2020,Armenia,FEMALE,23.48
2021,Armenia,FEMALE,22.73
2022,Armenia,FEMALE,34.58
2009,Italy,FEMALE,21.27
2010,Italy,FEMALE,21.27
2011,Italy,FEMALE,21.27
2012,Italy,FEMALE,21.59
2013,Italy,FEMALE,21.43
2014,Italy,FEMALE,31.43
2015,Italy,FEMALE,30.95
2016,Italy,FEMALE,30.95
2017,Italy,FEMALE,30.95
2018,Italy,FEMALE,30.95
2019,Italy,FEMALE,35.71
2020,Italy,FEMALE,35.71
2021,Italy,FEMALE,35.71
2022,Italy,FEMALE,36.25
2023,Italy,FEMALE,32.25
2000,Kazakhstan,FEMALE,10.39
2001,Kazakhstan,FEMALE,10.39
2002,Kazakhstan,FEMALE,10.39
2003,Kazakhstan,FEMALE,10.39
2004,Kazakhstan,FEMALE,10.39
2005,Kazakhstan,FEMALE,10.39
2006,Kazakhstan,FEMALE,10.39
2007,Kazakhstan,FEMALE,10.39
2008,Kazakhstan,FEMALE,15.89
2009,Kazakhstan,FEMALE,15.89
2010,Kazakhstan,FEMALE,17.76
2011,Kazakhstan,FEMALE,17.76
2001,Sweden,FEMALE,42.69
2002,Sweden,FEMALE,42.69
2003,Sweden,FEMALE,45.27
2004,Sweden,FEMALE,45.27
2005,Sweden,FEMALE,45.27
2006,Sweden,FEMALE,45.27
2007,Sweden,FEMALE,47.28
2008,Sweden,FEMALE,46.99
2009,Sweden,FEMALE,46.99
2010,Sweden,FEMALE,46.42
2011,Sweden,FEMALE,44.99
2012,Sweden,FEMALE,44.70
2013,Sweden,FEMALE,44.70
2014,Sweden,FEMALE,44.99
2015,Sweden,FEMALE,43.55
2016,Sweden,FEMALE,43.55
2017,Sweden,FEMALE,43.55
2018,Sweden,FEMALE,43.55
2012,Kazakhstan,FEMALE,24.30
2013,Kazakhstan,FEMALE,24.30
2014,Kazakhstan,FEMALE,25.22
2015,Kazakhstan,FEMALE,26.17
2016,Kazakhstan,FEMALE,26.17
2017,Kazakhstan,FEMALE,27.10
2018,Kazakhstan,FEMALE,27.10
2019,Kazakhstan,FEMALE,27.10
2020,Kazakhstan,FEMALE,27.10
2023,Armenia,FEMALE,35.51
2000,Belgium,FEMALE,23.33
2001,Belgium,FEMALE,23.33
2002,Belgium,FEMALE,23.33
2003,Belgium,FEMALE,23.33
2004,Belgium,FEMALE,35.33
2005,Belgium,FEMALE,34.67
2006,Belgium,FEMALE,34.67
2007,Belgium,FEMALE,34.67
2019,Sweden,FEMALE,47.28
2020,Sweden,FEMALE,46.99
2021,Sweden,FEMALE,46.99
2022,Sweden,FEMALE,46.13
2023,Sweden,FEMALE,46.42
2000,Switzerland,FEMALE,22.50
2001,Switzerland,FEMALE,23.00
2002,Switzerland,FEMALE,23.00
2003,Switzerland,FEMALE,23.00
2004,Switzerland,FEMALE,25.00
2005,Switzerland,FEMALE,25.00
2006,Switzerland,FEMALE,25.00
2007,Switzerland,FEMALE,25.00
2008,Switzerland,FEMALE,28.50
2009,Switzerland,FEMALE,28.50
2010,Switzerland,FEMALE,29.00
2011,Switzerland,FEMALE,29.00
2012,Switzerland,FEMALE,28.50
2021,Kazakhstan,FEMALE,27.1
2022,Kazakhstan,FEMALE,27.36
2023,Kazakhstan,FEMALE,27.36
2000,Kyrgyzstan,FEMALE,1.43
2001,Kyrgyzstan,FEMALE,2.33
2002,Kyrgyzstan,FEMALE,10.00
2003,Kyrgyzstan,FEMALE,10.00
2004,Kyrgyzstan,FEMALE,10.00
2005,Kyrgyzstan,FEMALE,10.00
2013,Switzerland,FEMALE,29.00
2014,Switzerland,FEMALE,31.00
2015,Switzerland,FEMALE,30.50
2016,Switzerland,FEMALE,32.00
2017,Switzerland,FEMALE,32.50
2018,Switzerland,FEMALE,32.50
2019,Switzerland,FEMALE,32.50
2020,Switzerland,FEMALE,41.50
2021,Switzerland,FEMALE,42
2006,Kyrgyzstan,FEMALE,0.00
2007,Kyrgyzstan,FEMALE,0.00
2008,Kyrgyzstan,FEMALE,25.56
2009,Kyrgyzstan,FEMALE,25.56
2010,Kyrgyzstan,FEMALE,25.56
2011,Kyrgyzstan,FEMALE,23.33
2012,Kyrgyzstan,FEMALE,23.33
2013,Kyrgyzstan,FEMALE,23.33
2014,Kyrgyzstan,FEMALE,23.33
2015,Kyrgyzstan,FEMALE,23.33
2016,Kyrgyzstan,FEMALE,19.17
2017,Kyrgyzstan,FEMALE,19.17
2018,Kyrgyzstan,FEMALE,19.17
2019,Kyrgyzstan,FEMALE,19.17
2020,Kyrgyzstan,FEMALE,19.17
2021,Kyrgyzstan,FEMALE,17.09
2022,Kyrgyzstan,FEMALE,20.45
2023,Kyrgyzstan,FEMALE,20
2000,Latvia,FEMALE,17.00
2001,Latvia,FEMALE,17.00
2002,Latvia,FEMALE,17.00
2003,Latvia,FEMALE,21.00
2004,Latvia,FEMALE,21.00
2005,Latvia,FEMALE,21.00
2006,Latvia,FEMALE,21.00
2007,Latvia,FEMALE,19.00
2008,Latvia,FEMALE,20.00
2009,Latvia,FEMALE,20.00
2010,Latvia,FEMALE,22.00
2011,Latvia,FEMALE,20.00
2012,Latvia,FEMALE,23.00
2013,Latvia,FEMALE,23.00
2014,Latvia,FEMALE,25.00
2015,Latvia,FEMALE,18.00
2016,Latvia,FEMALE,18.00
2017,Latvia,FEMALE,16.00
2018,Latvia,FEMALE,16.00
2019,Latvia,FEMALE,31.00
2020,Latvia,FEMALE,30.00
2021,Latvia,FEMALE,29
2022,Latvia,FEMALE,27
2023,Latvia,FEMALE,29
2000,Liechtenstein,FEMALE,4.00
2001,Liechtenstein,FEMALE,4.00
2002,Liechtenstein,FEMALE,12.00
2003,Liechtenstein,FEMALE,12.00
2004,Liechtenstein,FEMALE,12.00
2005,Liechtenstein,FEMALE,12.00
2006,Liechtenstein,FEMALE,24.00
2007,Liechtenstein,FEMALE,24.00
2008,Liechtenstein,FEMALE,24.00
2009,Liechtenstein,FEMALE,24.00
2010,Liechtenstein,FEMALE,24.00
2022,Switzerland,FEMALE,42.5
2023,Switzerland,FEMALE,41.71
2000,Tajikistan,FEMALE,2.76
2001,Tajikistan,FEMALE,15.00
2002,Tajikistan,FEMALE,12.70
2003,Tajikistan,FEMALE,12.70
2004,Tajikistan,FEMALE,12.70
2005,Tajikistan,FEMALE,12.70
2006,Tajikistan,FEMALE,17.46
2011,Liechtenstein,FEMALE,24.00
2012,Liechtenstein,FEMALE,24.00
2013,Liechtenstein,FEMALE,24.00
2014,Liechtenstein,FEMALE,20.00
2015,Liechtenstein,FEMALE,20.00
2016,Liechtenstein,FEMALE,20.00
2017,Liechtenstein,FEMALE,12.00
2018,Liechtenstein,FEMALE,12.00
2019,Liechtenstein,FEMALE,12.00
2007,Tajikistan,FEMALE,17.46
2008,Tajikistan,FEMALE,17.46
2009,Tajikistan,FEMALE,17.46
2010,Tajikistan,FEMALE,17.46
2011,Tajikistan,FEMALE,19.05
2012,Tajikistan,FEMALE,19.05
2013,Tajikistan,FEMALE,19.05
2014,Tajikistan,FEMALE,15.87
2015,Tajikistan,FEMALE,16.95
2020,Liechtenstein,FEMALE,12.00
2021,Liechtenstein,FEMALE,12
2022,Liechtenstein,FEMALE,28
2023,Liechtenstein,FEMALE,28
2000,Lithuania,FEMALE,17.52
2001,Lithuania,FEMALE,10.64
2002,Lithuania,FEMALE,10.64
2003,Lithuania,FEMALE,10.64
2004,Lithuania,FEMALE,10.64
2005,Lithuania,FEMALE,21.99
2006,Lithuania,FEMALE,21.99
2007,Lithuania,FEMALE,24.82
2008,Lithuania,FEMALE,22.70
2009,Lithuania,FEMALE,17.73
2010,Lithuania,FEMALE,19.15
2011,Lithuania,FEMALE,19.15
2012,Lithuania,FEMALE,19.15
2016,Tajikistan,FEMALE,19.05
2017,Tajikistan,FEMALE,19.05
2018,Tajikistan,FEMALE,19.05
2019,Tajikistan,FEMALE,19.05
2020,Tajikistan,FEMALE,19.05
2021,Tajikistan,FEMALE,23.81
2022,Tajikistan,FEMALE,26.98
2023,Tajikistan,FEMALE,26.98
2000,Türkiye,FEMALE,4.18
2001,Türkiye,FEMALE,4.18
2002,Türkiye,FEMALE,4.18
2003,Türkiye,FEMALE,4.36
2004,Türkiye,FEMALE,4.36
2005,Türkiye,FEMALE,4.36
2006,Türkiye,FEMALE,4.36
2007,Türkiye,FEMALE,4.36
2008,Türkiye,FEMALE,9.11
2013,Lithuania,FEMALE,24.46
2014,Lithuania,FEMALE,24.11
2015,Lithuania,FEMALE,23.40
2016,Lithuania,FEMALE,23.40
2017,Lithuania,FEMALE,21.28
2018,Lithuania,FEMALE,21.28
2019,Lithuania,FEMALE,21.28
2020,Lithuania,FEMALE,24.11
2021,Lithuania,FEMALE,27.66
2009,Türkiye,FEMALE,9.11
2010,Türkiye,FEMALE,9.11
2011,Türkiye,FEMALE,9.11
2012,Türkiye,FEMALE,14.18
2013,Türkiye,FEMALE,14.18
2014,Türkiye,FEMALE,14.42
2015,Türkiye,FEMALE,14.42
2016,Türkiye,FEMALE,14.91
2017,Türkiye,FEMALE,14.91
2022,Lithuania,FEMALE,28.37
2023,Lithuania,FEMALE,28.37
2000,Luxembourg,FEMALE,16.67
2001,Luxembourg,FEMALE,16.67
2002,Luxembourg,FEMALE,16.67
2003,Luxembourg,FEMALE,16.67
2004,Luxembourg,FEMALE,16.67
2005,Luxembourg,FEMALE,23.33
2006,Luxembourg,FEMALE,23.33
2018,Türkiye,FEMALE,14.57
2019,Türkiye,FEMALE,17.45
2020,Türkiye,FEMALE,17.32
2021,Türkiye,FEMALE,17.33
2022,Türkiye,FEMALE,17.35
2023,Türkiye,FEMALE,17.41
2000,Turkmenistan,FEMALE,26.00
2001,Turkmenistan,FEMALE,26.00
2002,Turkmenistan,FEMALE,26.00
2007,Luxembourg,FEMALE,23.33
2008,Luxembourg,FEMALE,23.33
2009,Luxembourg,FEMALE,23.33
2010,Luxembourg,FEMALE,20.00
2011,Luxembourg,FEMALE,20.00
2012,Luxembourg,FEMALE,25.00
2013,Luxembourg,FEMALE,21.67
2014,Luxembourg,FEMALE,28.33
2015,Luxembourg,FEMALE,28.33
2003,Turkmenistan,FEMALE,26.00
2004,Turkmenistan,FEMALE,26.00
2006,Turkmenistan,FEMALE,16.00
2007,Turkmenistan,FEMALE,16.00
2008,Turkmenistan,FEMALE,16.00
2009,Turkmenistan,FEMALE,16.80
2010,Turkmenistan,FEMALE,16.80
2011,Turkmenistan,FEMALE,16.80
2012,Turkmenistan,FEMALE,16.80
2008,Belgium,FEMALE,35.33
2009,Belgium,FEMALE,35.33
2010,Belgium,FEMALE,38.00
2011,Belgium,FEMALE,39.33
2012,Belgium,FEMALE,38.00
2013,Belgium,FEMALE,38.00
2014,Belgium,FEMALE,41.33
2015,Belgium,FEMALE,39.33
2016,Belgium,FEMALE,39.33
2016,Luxembourg,FEMALE,28.33
2017,Luxembourg,FEMALE,28.33
2018,Luxembourg,FEMALE,28.33
2019,Luxembourg,FEMALE,25.00
2020,Luxembourg,FEMALE,30.00
2021,Luxembourg,FEMALE,31.67
2022,Luxembourg,FEMALE,33.33
2023,Luxembourg,FEMALE,35
2000,Malta,FEMALE,9.23
2001,Malta,FEMALE,9.23
2002,Malta,FEMALE,9.23
2003,Malta,FEMALE,9.23
2004,Malta,FEMALE,9.23
2005,Malta,FEMALE,9.23
2006,Malta,FEMALE,9.23
2007,Malta,FEMALE,9.23
2008,Malta,FEMALE,9.23
2009,Malta,FEMALE,8.70
2010,Malta,FEMALE,8.70
2011,Malta,FEMALE,8.70
2012,Malta,FEMALE,8.70
2013,Malta,FEMALE,8.70
2014,Malta,FEMALE,14.29
2015,Malta,FEMALE,12.86
2016,Malta,FEMALE,12.86
2017,Malta,FEMALE,12.50
2013,Turkmenistan,FEMALE,16.80
2014,Turkmenistan,FEMALE,26.40
2015,Turkmenistan,FEMALE,25.81
2016,Turkmenistan,FEMALE,25.81
2017,Turkmenistan,FEMALE,25.81
