Year,GeoAreaName,Age,Freq,Sex,Value
2017,Iceland,15+,,MALE,<100
2018,Montenegro,15+,,FEMALE,<100
2018,Montenegro,15+,,MALE,<100
2019,Montenegro,ALLAGE,,BOTHSEX,<100
2019,Montenegro,15+,,MALE,<100
2019,Montenegro,15+,,FEMALE,<100
2020,Montenegro,15+,,MALE,<100
2020,Montenegro,ALLAGE,,BOTHSEX,<100
2020,Montenegro,15+,,FEMALE,<100
2015,Netherlands,ALLAGE,,BOTHSEX,973.2
2015,Netherlands,15+,,MALE,356.2
2015,Netherlands,15+,,FEMALE,376.4
2016,Netherlands,ALLAGE,,BOTHSEX,939.8
2016,Netherlands,15+,,MALE,314.2
2016,Netherlands,15+,,FEMALE,408.6
2017,Netherlands,15+,,MALE,269.9
2017,Netherlands,ALLAGE,,BOTHSEX,864.2
2017,Netherlands,15+,,FEMALE,426.8
2018,Netherlands,15+,,MALE,271.1
2018,Iceland,15+,,MALE,<100
2018,Iceland,15+,,FEMALE,<100
2018,Iceland,ALLAGE,,BOTHSEX,<100
2019,Iceland,15+,,FEMALE,<100
2019,Iceland,ALLAGE,,BOTHSEX,<100
2019,Iceland,15+,,MALE,<100
2020,Iceland,15+,,MALE,<100
2020,Iceland,ALLAGE,,BOTHSEX,<100
2020,Iceland,15+,,FEMALE,<100
2015,Ireland,15+,,FEMALE,137.5
2015,Ireland,ALLAGE,,BOTHSEX,416.8
2015,Ireland,15+,,MALE,145
2016,Ireland,ALLAGE,,BOTHSEX,338.1
2016,Ireland,15+,,FEMALE,107.9
2016,Ireland,15+,,MALE,117.7
2017,Ireland,ALLAGE,,BOTHSEX,313.4
2017,Ireland,15+,,FEMALE,<100
2017,Ireland,15+,,MALE,110.8
2018,Ireland,15+,,MALE,133.8
2018,Ireland,15+,,FEMALE,<100
2018,Ireland,ALLAGE,,BOTHSEX,347.6
2019,Ireland,ALLAGE,,BOTHSEX,405.9
2019,Ireland,15+,,FEMALE,115.1
2019,Ireland,15+,,MALE,156.2
2020,Ireland,ALLAGE,,BOTHSEX,322
2020,Ireland,15+,,FEMALE,<100
2020,Ireland,15+,,MALE,127.4
2018,Netherlands,ALLAGE,,BOTHSEX,865.9
2018,Netherlands,15+,,FEMALE,438.8
2019,Netherlands,ALLAGE,,BOTHSEX,795.1
2019,Netherlands,15+,,FEMALE,343.3
2019,Netherlands,15+,,MALE,277.1
2020,Netherlands,15+,,FEMALE,314.8
2020,Netherlands,15+,,MALE,299.4
2020,Netherlands,ALLAGE,,BOTHSEX,755
2015,Norway,15+,,MALE,<100
2015,Norway,ALLAGE,,BOTHSEX,247.9
2015,Norway,15+,,FEMALE,102.1
2016,Norway,ALLAGE,,BOTHSEX,260.2
2016,Norway,15+,,MALE,<100
2016,Norway,15+,,FEMALE,116.9
2017,Norway,15+,,MALE,<100
2017,Norway,15+,,FEMALE,115.3
2017,Norway,ALLAGE,,BOTHSEX,256.3
2018,Norway,15+,,MALE,<100
2018,Norway,15+,,FEMALE,121
2018,Norway,ALLAGE,,BOTHSEX,257.8
2019,Norway,ALLAGE,,BOTHSEX,220.1
2019,Norway,15+,,FEMALE,<100
2019,Norway,15+,,MALE,<100
2020,Norway,ALLAGE,,BOTHSEX,234
2020,Norway,15+,,MALE,104.9
2020,Norway,15+,,FEMALE,<100
2015,Poland,15+,,FEMALE,1660.3
2015,Poland,15+,,MALE,1098.7
2015,Poland,ALLAGE,,BOTHSEX,3373.9
2016,Poland,ALLAGE,,BOTHSEX,2379.2
2016,Poland,15+,,FEMALE,1288.9
2016,Poland,15+,,MALE,765.6
2017,Poland,15+,,FEMALE,1103.8
2017,Poland,15+,,MALE,631.3
2017,Poland,ALLAGE,,BOTHSEX,1993.5
2018,Poland,ALLAGE,,BOTHSEX,1612.5
2018,Poland,15+,,FEMALE,873.7
2018,Poland,15+,,MALE,515.7
2019,Poland,ALLAGE,,BOTHSEX,2212
2019,Poland,15+,,MALE,603.5
2019,Poland,15+,,FEMALE,1102.4
2020,Poland,15+,,FEMALE,1404.7
2020,Poland,15+,,MALE,814.3
2020,Poland,ALLAGE,,BOTHSEX,2810
2015,Portugal,ALLAGE,,BOTHSEX,1523.2
2015,Portugal,15+,,FEMALE,774.5
2015,Portugal,15+,,MALE,489.4
2016,Portugal,15+,,MALE,444.5
2016,Portugal,15+,,FEMALE,681
2016,Portugal,ALLAGE,,BOTHSEX,1366.9
2017,Portugal,15+,,MALE,353.4
2017,Portugal,15+,,FEMALE,630.5
2017,Portugal,ALLAGE,,BOTHSEX,1190.5
2018,Portugal,ALLAGE,,BOTHSEX,1101.1
2018,Portugal,15+,,MALE,297.6
2018,Portugal,15+,,FEMALE,614.9
2019,Portugal,ALLAGE,,BOTHSEX,1172.5
2019,Portugal,15+,,FEMALE,595.9
2019,Portugal,15+,,MALE,371.2
2020,Portugal,15+,,MALE,402.9
2020,Portugal,ALLAGE,,BOTHSEX,1183
2020,Portugal,15+,,FEMALE,585.4
2015,Romania,15+,,FEMALE,1771.6
2015,Romania,15+,,MALE,1238.9
2015,Romania,ALLAGE,,BOTHSEX,3834.8
2016,Romania,ALLAGE,,BOTHSEX,3282.8
2016,Romania,15+,,MALE,1031.7
2016,Romania,15+,,FEMALE,1457.3
2017,Romania,ALLAGE,,BOTHSEX,2885
2017,Romania,15+,,FEMALE,1276.8
2017,Romania,15+,,MALE,901.4
2018,Romania,15+,,MALE,904.2
2018,Romania,15+,,FEMALE,1214.9
2018,Romania,ALLAGE,,BOTHSEX,2820
2019,Romania,15+,,FEMALE,1228.6
2019,Romania,ALLAGE,,BOTHSEX,2694.5
2019,Romania,15+,,MALE,877
2020,Romania,15+,,FEMALE,1189.5
2020,Romania,ALLAGE,,BOTHSEX,2588.2
2020,Romania,15+,,MALE,849.9
2015,Serbia,15+,,MALE,385.4
2015,Serbia,ALLAGE,,BOTHSEX,1014.7
2015,Serbia,15+,,FEMALE,432.2
2016,Serbia,15+,,FEMALE,514.3
2016,Serbia,15+,,MALE,400.1
2016,Serbia,ALLAGE,,BOTHSEX,1131.2
2017,Serbia,15+,,MALE,359.9
2017,Serbia,15+,,FEMALE,540.9
2017,Serbia,ALLAGE,,BOTHSEX,1103.9
2018,Serbia,15+,,MALE,403.9
2018,Serbia,ALLAGE,,BOTHSEX,1095.6
2018,Serbia,15+,,FEMALE,511.8
2019,Serbia,15+,,MALE,422.8
2019,Serbia,15+,,FEMALE,451.7
2019,Serbia,ALLAGE,,BOTHSEX,1056.7
2020,Serbia,15+,,FEMALE,531.3
2020,Serbia,ALLAGE,,BOTHSEX,1229.4
2020,Serbia,15+,,MALE,486.6
2015,Slovakia,15+,,MALE,121.9
2015,Slovakia,ALLAGE,,BOTHSEX,338.3
2015,Slovakia,15+,,FEMALE,140.7
2016,Slovakia,ALLAGE,,BOTHSEX,289
2016,Slovakia,15+,,FEMALE,140.8
2016,Slovakia,15+,,MALE,<100
2017,Slovakia,ALLAGE,,BOTHSEX,275.1
2017,Slovakia,15+,,FEMALE,137.5
2017,Slovakia,15+,,MALE,<100
2018,Slovakia,ALLAGE,,BOTHSEX,272.6
2018,Slovakia,15+,,FEMALE,117.3
2018,Slovakia,15+,,MALE,<100
2019,Slovakia,ALLAGE,,BOTHSEX,327.6
2019,Slovakia,15+,,MALE,122.7
2019,Slovakia,15+,,FEMALE,148.1
2020,Slovakia,15+,,MALE,149
2020,Slovakia,15+,,FEMALE,202.6
2020,Slovakia,ALLAGE,,BOTHSEX,420.5
2015,Slovenia,15+,,MALE,<100
2015,Slovenia,ALLAGE,,BOTHSEX,255.6
2015,Slovenia,15+,,FEMALE,130.7
2016,Slovenia,15+,,FEMALE,129.4
2016,Slovenia,ALLAGE,,BOTHSEX,245.7
2016,Slovenia,15+,,MALE,<100
2017,Slovenia,15+,,FEMALE,118.6
2017,Slovenia,15+,,MALE,<100
2017,Slovenia,ALLAGE,,BOTHSEX,232.4
2018,Slovenia,15+,,FEMALE,103.3
2018,Slovenia,15+,,MALE,<100
2018,Slovenia,ALLAGE,,BOTHSEX,212.7
2019,Slovenia,ALLAGE,,BOTHSEX,171.4
2019,Slovenia,15+,,MALE,<100
2019,Slovenia,15+,,FEMALE,<100
2020,Slovenia,15+,,MALE,<100
2020,Slovenia,15+,,FEMALE,<100
2020,Slovenia,ALLAGE,,BOTHSEX,154.1
2015,Spain,ALLAGE,,BOTHSEX,3304.5
2015,Spain,15+,,MALE,1125.1
2015,Spain,15+,,FEMALE,1360.4
2016,Spain,ALLAGE,,BOTHSEX,3516.9
2016,Spain,15+,,FEMALE,1568.8
2016,Spain,15+,,MALE,1144
2017,Spain,15+,,FEMALE,1720.1
2017,Spain,15+,,MALE,1100.6
2017,Spain,ALLAGE,,BOTHSEX,3507.6
2018,Spain,15+,,FEMALE,2116.8
2018,Spain,ALLAGE,,BOTHSEX,4021.7
2018,Spain,15+,,MALE,1180.1
2019,Spain,15+,,FEMALE,1931.4
2019,Spain,ALLAGE,,BOTHSEX,4128.1
2019,Spain,15+,,MALE,1395.8
2020,Spain,15+,,MALE,1421.9
2020,Spain,15+,,FEMALE,1905.8
2020,Spain,ALLAGE,,BOTHSEX,4039
2015,Sweden,15+,,MALE,173.6
2015,Sweden,ALLAGE,,BOTHSEX,439.3
2015,Sweden,15+,,FEMALE,195.1
2016,Sweden,ALLAGE,,BOTHSEX,524.3
2016,Sweden,15+,,MALE,199.8
2016,Sweden,15+,,FEMALE,230.2
2017,Sweden,15+,,MALE,221.6
2017,Sweden,ALLAGE,,BOTHSEX,532.8
2017,Sweden,15+,,FEMALE,205.4
2018,Sweden,ALLAGE,,BOTHSEX,566.8
2018,Sweden,15+,,MALE,220.8
2018,Sweden,15+,,FEMALE,228.1
2019,Sweden,15+,,MALE,207.4
2019,Sweden,15+,,FEMALE,220.2
2019,Sweden,ALLAGE,,BOTHSEX,533.9
2020,Sweden,ALLAGE,,BOTHSEX,535.2
2020,Sweden,15+,,FEMALE,213.5
2020,Sweden,15+,,MALE,191.9
2015,Switzerland,15+,,MALE,144.8
2015,Switzerland,ALLAGE,,BOTHSEX,396.1
2015,Switzerland,15+,,FEMALE,183.6
2016,Switzerland,15+,,MALE,141.6
2016,Switzerland,15+,,FEMALE,147.5
2016,Switzerland,ALLAGE,,BOTHSEX,350.3
2017,Switzerland,15+,,FEMALE,<100
2017,Switzerland,ALLAGE,,BOTHSEX,265.3
2017,Switzerland,15+,,MALE,123.4
2018,Switzerland,15+,,MALE,<100
2018,Switzerland,15+,,FEMALE,<100
2018,Switzerland,ALLAGE,,BOTHSEX,224.7
2019,Switzerland,ALLAGE,,BOTHSEX,168.4
2019,Switzerland,15+,,MALE,<100
2019,Switzerland,15+,,FEMALE,<100
2020,Switzerland,15+,,FEMALE,<100
2020,Switzerland,15+,,MALE,<100
2020,Switzerland,ALLAGE,,BOTHSEX,187.8
2015,Tajikistan,15+,,MALE,NaN
2015,Tajikistan,15+,,FEMALE,NaN
2015,Tajikistan,ALLAGE,,BOTHSEX,NaN
2016,Tajikistan,15+,,FEMALE,NaN
2016,Tajikistan,ALLAGE,,BOTHSEX,NaN
2016,Tajikistan,15+,,MALE,NaN
2017,Tajikistan,15+,,MALE,NaN
2017,Tajikistan,15+,,FEMALE,NaN
2017,Tajikistan,ALLAGE,,BOTHSEX,NaN
2018,Tajikistan,ALLAGE,,BOTHSEX,NaN
2018,Tajikistan,15+,,FEMALE,NaN
2018,Tajikistan,15+,,MALE,NaN
2019,Tajikistan,15+,,MALE,NaN
2019,Tajikistan,15+,,FEMALE,NaN
2019,Tajikistan,ALLAGE,,BOTHSEX,NaN
2020,Tajikistan,ALLAGE,,BOTHSEX,NaN
2020,Tajikistan,15+,,FEMALE,NaN
2020,Tajikistan,15+,,MALE,NaN
2015,Türkiye,ALLAGE,,BOTHSEX,NaN
2015,Türkiye,15+,,MALE,NaN
2015,Türkiye,15+,,FEMALE,NaN
2016,Türkiye,15+,,MALE,NaN
2016,Türkiye,ALLAGE,,BOTHSEX,NaN
2016,Türkiye,15+,,FEMALE,NaN
2017,Türkiye,15+,,FEMALE,NaN
2017,Türkiye,ALLAGE,,BOTHSEX,NaN
2017,Türkiye,15+,,MALE,NaN
2018,Türkiye,15+,,MALE,NaN
2018,Türkiye,15+,,FEMALE,NaN
2018,Türkiye,ALLAGE,,BOTHSEX,NaN
2019,Türkiye,15+,,FEMALE,NaN
2019,Türkiye,15+,,MALE,NaN
2019,Türkiye,ALLAGE,,BOTHSEX,NaN
2020,Türkiye,ALLAGE,,BOTHSEX,NaN
2020,Türkiye,15+,,MALE,NaN
2020,Türkiye,15+,,FEMALE,NaN
2015,Turkmenistan,15+,,FEMALE,NaN
2015,Turkmenistan,ALLAGE,,BOTHSEX,NaN
2015,Turkmenistan,15+,,MALE,NaN
2016,Turkmenistan,ALLAGE,,BOTHSEX,NaN
2016,Turkmenistan,15+,,FEMALE,NaN
2016,Turkmenistan,15+,,MALE,NaN
2017,Turkmenistan,15+,,FEMALE,NaN
2017,Turkmenistan,15+,,MALE,NaN
2017,Turkmenistan,ALLAGE,,BOTHSEX,NaN
2018,Turkmenistan,ALLAGE,,BOTHSEX,NaN
2018,Turkmenistan,15+,,MALE,NaN
2018,Turkmenistan,15+,,FEMALE,NaN
2019,Turkmenistan,15+,,FEMALE,NaN
2019,Turkmenistan,15+,,MALE,NaN
2020,Uzbekistan,15+,,FEMALE,2867.4
2020,Uzbekistan,15+,,MALE,2636.4
2020,Uzbekistan,ALLAGE,,BOTHSEX,7879.8
2019,Turkmenistan,ALLAGE,,BOTHSEX,NaN
2020,Turkmenistan,15+,,FEMALE,NaN
2020,Turkmenistan,ALLAGE,,BOTHSEX,NaN
2020,Turkmenistan,15+,,MALE,NaN
2020,Turkmenistan,15+,,MALE,NaN
