Year,GeoAreaName,Age,Sex,Value
2005,Albania,ALLAGE,BOTHSEX,62
2006,Albania,ALLAGE,BOTHSEX,57
2008,Albania,ALLAGE,BOTHSEX,108
2009,Albania,ALLAGE,BOTHSEX,94
2015,Albania,ALLAGE,BOTHSEX,57
2016,Albania,ALLAGE,BOTHSEX,74
2017,Albania,<18Y,BOTHSEX,17
2017,Albania,ALLAGE,BOTHSEX,54
2017,Albania,18+,BOTHSEX,39
2017,Albania,<18Y,MALE,17
2017,Albania,18+,MALE,39
2018,Albania,<18Y,BOTHSEX,15
2018,Albania,18+,BOTHSEX,22
2018,Albania,ALLAGE,BOTHSEX,37
2018,Albania,18+,MALE,22
2018,Albania,<18Y,MALE,15
2019,Albania,ALLAGE,BOTHSEX,65
2019,Albania,18+,MALE,32
2019,Albania,<18Y,MALE,33
2019,Albania,<18Y,BOTHSEX,33
2019,Albania,18+,BOTHSEX,32
2020,Albania,<18Y,BOTHSEX,25
2020,Albania,ALLAGE,BOTHSEX,48
2020,Albania,18+,MALE,23
2020,Albania,<18Y,MALE,24
2020,Albania,18+,BOTHSEX,23
2021,Albania,ALLAGE,BOTHSEX,59
2006,Azerbaijan,ALLAGE,BOTHSEX,77
2007,Azerbaijan,ALLAGE,BOTHSEX,99
2008,Azerbaijan,ALLAGE,BOTHSEX,76
2009,Azerbaijan,ALLAGE,BOTHSEX,77
2012,Azerbaijan,ALLAGE,BOTHSEX,36
2013,Azerbaijan,ALLAGE,BOTHSEX,40
2014,Azerbaijan,ALLAGE,BOTHSEX,51
2015,Azerbaijan,ALLAGE,BOTHSEX,47
2015,Cyprus,ALLAGE,BOTHSEX,6
2016,Cyprus,ALLAGE,BOTHSEX,6
2016,Cyprus,18+,MALE,6
2017,Cyprus,18+,MALE,16
2007,Austria,ALLAGE,BOTHSEX,103
2008,Austria,ALLAGE,BOTHSEX,120
2009,Austria,ALLAGE,BOTHSEX,120
2018,Austria,18+,MALE,6
2006,Serbia,ALLAGE,BOTHSEX,30
2008,Serbia,ALLAGE,BOTHSEX,28
2009,Serbia,ALLAGE,BOTHSEX,34
2012,Serbia,ALLAGE,BOTHSEX,42
2014,Serbia,ALLAGE,BOTHSEX,8
2015,Serbia,<18Y,FEMALE,17
2015,Serbia,ALLAGE,BOTHSEX,20
2016,Serbia,ALLAGE,BOTHSEX,26
2016,Serbia,18+,MALE,23
2017,Serbia,18+,MALE,5
2019,Austria,18+,MALE,6
2020,Austria,18+,MALE,209
2020,Austria,ALLAGE,BOTHSEX,212
2006,Armenia,ALLAGE,BOTHSEX,44
2007,Armenia,ALLAGE,BOTHSEX,34
2017,Serbia,ALLAGE,BOTHSEX,6
2017,Serbia,18+,BOTHSEX,5
2018,Serbia,18+,MALE,13
2018,Serbia,<18Y,BOTHSEX,13
2018,Serbia,ALLAGE,BOTHSEX,16
2008,Armenia,ALLAGE,BOTHSEX,31
2009,Armenia,ALLAGE,BOTHSEX,39
2010,Armenia,ALLAGE,BOTHSEX,19
2011,Armenia,ALLAGE,BOTHSEX,10
2012,Armenia,ALLAGE,BOTHSEX,7
2013,Armenia,ALLAGE,BOTHSEX,15
2014,Armenia,ALLAGE,BOTHSEX,6
2015,Armenia,ALLAGE,BOTHSEX,8
2019,Serbia,ALLAGE,BOTHSEX,16
2019,Serbia,<18Y,MALE,6
2019,Serbia,<18Y,BOTHSEX,6
2019,Serbia,18+,BOTHSEX,9
2019,Serbia,18+,MALE,9
2020,Serbia,18+,BOTHSEX,14
2020,Serbia,ALLAGE,BOTHSEX,19
2005,Belgium,ALLAGE,BOTHSEX,69
2006,Belgium,ALLAGE,BOTHSEX,57
2007,Belgium,ALLAGE,BOTHSEX,123
2008,Belgium,ALLAGE,BOTHSEX,122
