Year,GeoAreaName,Disability status,Sex,Value
2008,Finland,PD,MALE,28.9
2009,Finland,PD,BOTHSEX,26.14
2009,Finland,PWD,FEMALE,8.25
2009,Finland,_T,BOTHSEX,9.62
2009,Finland,PWD,BOTHSEX,9.29
2009,Finland,_T,MALE,10.51
2009,Finland,PD,MALE,25.67
2009,Finland,PD,FEMALE,26.63
2009,Finland,PWD,MALE,10.21
2020,Luxembourg,PWD,BOTHSEX,7.87
2020,Luxembourg,_T,BOTHSEX,8.69
2020,Luxembourg,PD,MALE,21.65
2020,Luxembourg,PWD,FEMALE,7.49
2020,Luxembourg,_T,MALE,8.58
2020,Luxembourg,PD,FEMALE,33.19
2020,Luxembourg,PD,BOTHSEX,28.62
2021,Luxembourg,PWD,BOTHSEX,3.86
2021,Luxembourg,PWD,MALE,3.1
2021,Luxembourg,_T,MALE,3.19
2021,Luxembourg,PD,FEMALE,11.28
2021,Luxembourg,PWD,FEMALE,4.8
2021,Luxembourg,_T,FEMALE,5.11
2021,Luxembourg,PD,BOTHSEX,9.78
2021,Luxembourg,_T,BOTHSEX,4.06
2021,Luxembourg,PD,MALE,7.12
2007,Malta,_T,BOTHSEX,5.43
2007,Malta,_T,FEMALE,4.44
2020,Sweden,_T,MALE,7.48
2020,Sweden,PD,BOTHSEX,29.83
2020,Sweden,PWD,FEMALE,7.51
2020,Sweden,_T,BOTHSEX,7.66
2021,Sweden,_T,FEMALE,7.59
2021,Sweden,PWD,MALE,8.97
2021,Sweden,PD,BOTHSEX,24.78
2021,Sweden,PD,MALE,28.41
2021,Sweden,_T,MALE,9.18
2009,Finland,_T,FEMALE,8.63
2010,Finland,PD,MALE,37.46
2010,Finland,_T,BOTHSEX,12.34
2010,Finland,_T,FEMALE,10.65
2010,Finland,PWD,FEMALE,10.26
2010,Finland,PD,FEMALE,30.87
2010,Finland,PD,BOTHSEX,34.33
2010,Finland,PWD,BOTHSEX,11.92
2010,Finland,_T,MALE,13.84
2007,Malta,PWD,FEMALE,4.47
2007,Malta,PWD,MALE,5.91
2007,Malta,PWD,BOTHSEX,5.46
2007,Malta,_T,MALE,5.9
2008,Malta,PWD,MALE,5.72
2008,Malta,_T,FEMALE,4.01
2008,Malta,_T,MALE,5.92
2008,Malta,PWD,BOTHSEX,5.17
2008,Malta,_T,BOTHSEX,5.3
2021,Sweden,PD,FEMALE,20.97
2021,Sweden,_T,BOTHSEX,8.45
2021,Sweden,PWD,BOTHSEX,8.26
2021,Sweden,PWD,FEMALE,7.43
2007,Switzerland,PWD,MALE,1.75
2007,Switzerland,PD,MALE,7.64
2007,Switzerland,PWD,BOTHSEX,1.9
2007,Switzerland,PD,FEMALE,10.07
2007,Switzerland,PWD,FEMALE,2.09
2010,Finland,PWD,MALE,13.4
2011,Finland,_T,FEMALE,9.6
2011,Finland,PWD,MALE,11.8
2011,Finland,PD,BOTHSEX,35.33
2011,Finland,_T,MALE,12.36
2011,Finland,_T,BOTHSEX,11.06
2011,Finland,PD,MALE,43.32
2011,Finland,PWD,BOTHSEX,10.67
2011,Finland,PWD,FEMALE,9.4
2007,Switzerland,PD,BOTHSEX,8.67
2007,Switzerland,_T,BOTHSEX,2.15
2007,Switzerland,_T,FEMALE,2.4
2007,Switzerland,_T,MALE,1.98
2008,Switzerland,PD,FEMALE,5.94
2008,Switzerland,_T,MALE,1.91
2008,Switzerland,PD,MALE,13.44
2008,Switzerland,PD,BOTHSEX,9.83
2008,Switzerland,PWD,BOTHSEX,1.88
2008,Switzerland,_T,FEMALE,2.43
2008,Switzerland,_T,BOTHSEX,2.13
2008,Switzerland,PWD,FEMALE,2.3
2008,Switzerland,PWD,MALE,1.58
2009,Switzerland,PD,MALE,10.53
2009,Switzerland,PD,FEMALE,5.75
2009,Switzerland,_T,FEMALE,2.85
2009,Switzerland,PWD,BOTHSEX,2.96
2009,Switzerland,PWD,MALE,3.13
2008,Malta,PD,BOTHSEX,36.03
2008,Malta,PWD,FEMALE,4.02
2008,Malta,PD,MALE,42.35
2009,Malta,PD,BOTHSEX,18.33
2009,Malta,_T,FEMALE,6.56
2009,Malta,_T,BOTHSEX,6.81
2009,Malta,PWD,BOTHSEX,6.67
2009,Malta,PWD,FEMALE,6.57
2009,Malta,_T,MALE,6.93
2011,Finland,PD,FEMALE,23.99
2012,Finland,PWD,MALE,11.41
2012,Finland,PD,MALE,38
2012,Finland,_T,BOTHSEX,10.4
2012,Finland,_T,FEMALE,8.82
2012,Finland,PD,FEMALE,17.41
2012,Finland,PWD,BOTHSEX,10.12
2012,Finland,PD,BOTHSEX,28.8
2012,Finland,_T,MALE,11.84
2009,Switzerland,_T,BOTHSEX,3.12
2009,Switzerland,PWD,FEMALE,2.73
2009,Switzerland,_T,MALE,3.32
2009,Switzerland,PD,BOTHSEX,8.03
2010,Switzerland,_T,BOTHSEX,2.92
2010,Switzerland,PWD,BOTHSEX,2.66
2010,Switzerland,PD,MALE,11.41
2010,Switzerland,_T,MALE,3.1
2010,Switzerland,_T,FEMALE,2.7
2012,Finland,PWD,FEMALE,8.7
2013,Finland,PWD,FEMALE,8.62
2013,Finland,PWD,BOTHSEX,10.45
2013,Finland,_T,FEMALE,8.93
2013,Finland,_T,BOTHSEX,10.85
2013,Finland,PD,MALE,33.72
2013,Finland,PD,FEMALE,26.02
2013,Finland,_T,MALE,12.58
2013,Finland,PD,BOTHSEX,30.5
2009,Malta,PWD,MALE,6.72
2009,Malta,PD,MALE,22.42
2010,Malta,PD,BOTHSEX,16.79
2010,Malta,_T,FEMALE,4.46
2010,Malta,_T,MALE,6.9
2010,Malta,_T,BOTHSEX,6.05
2010,Malta,PWD,BOTHSEX,5.96
2010,Malta,PD,MALE,20.1
2010,Malta,PWD,MALE,6.78
2010,Switzerland,PWD,MALE,2.81
2010,Switzerland,PD,BOTHSEX,9.81
2010,Switzerland,PWD,FEMALE,2.48
2010,Switzerland,PD,FEMALE,8.13
2011,Switzerland,PD,BOTHSEX,8.12
2011,Switzerland,PWD,FEMALE,2.57
2011,Switzerland,_T,FEMALE,2.69
2011,Switzerland,PWD,BOTHSEX,2.88
2011,Switzerland,PWD,MALE,3.13
2011,Switzerland,PD,MALE,10.86
2011,Switzerland,PD,FEMALE,5.15
2011,Switzerland,_T,BOTHSEX,3.11
2011,Switzerland,_T,MALE,3.44
2012,Switzerland,PWD,FEMALE,2.44
2012,Switzerland,PD,BOTHSEX,11.37
2012,Switzerland,PWD,BOTHSEX,3.04
2012,Switzerland,_T,BOTHSEX,3.35
2012,Switzerland,PD,FEMALE,6.75
2013,Finland,PWD,MALE,12.1
2014,Finland,PWD,MALE,13.84
2014,Finland,_T,MALE,14.29
2014,Finland,PD,BOTHSEX,34.86
2014,Finland,PWD,BOTHSEX,11.45
2014,Finland,PWD,FEMALE,8.9
2014,Finland,PD,MALE,38.6
2014,Finland,_T,FEMALE,9.3
2014,Finland,_T,BOTHSEX,11.87
2010,Malta,PWD,FEMALE,4.4
2011,Malta,_T,BOTHSEX,5.52
2011,Malta,PWD,FEMALE,4.32
2011,Malta,PWD,MALE,6.21
2011,Malta,PWD,BOTHSEX,5.54
2011,Malta,_T,FEMALE,4.31
2011,Malta,_T,MALE,6.18
2012,Malta,PWD,BOTHSEX,5.37
2012,Malta,_T,MALE,6.46
2012,Switzerland,_T,MALE,3.95
2012,Switzerland,PD,MALE,15.55
2012,Switzerland,PWD,MALE,3.53
2012,Switzerland,_T,FEMALE,2.61
2013,Switzerland,PWD,MALE,3.47
2013,Switzerland,_T,MALE,3.53
2013,Switzerland,PD,BOTHSEX,6.41
2013,Switzerland,PWD,FEMALE,2.78
2013,Switzerland,_T,BOTHSEX,3.25
2014,Finland,PD,FEMALE,30.94
2015,Finland,PD,FEMALE,22.12
2015,Finland,PWD,BOTHSEX,12.7
2015,Finland,_T,FEMALE,10.79
2015,Finland,PWD,MALE,14.65
2015,Finland,_T,MALE,15.47
2015,Finland,PWD,FEMALE,10.6
2015,Finland,PD,MALE,51.98
2015,Finland,_T,BOTHSEX,13.22
2012,Malta,PWD,FEMALE,3.44
2012,Malta,PWD,MALE,6.44
2012,Malta,_T,FEMALE,3.52
2012,Malta,_T,BOTHSEX,5.4
2013,Malta,PWD,MALE,6.63
2013,Malta,PD,BOTHSEX,17.76
2013,Malta,_T,BOTHSEX,5.46
2013,Malta,PWD,FEMALE,3.09
2013,Malta,PWD,BOTHSEX,5.34
2015,Finland,PD,BOTHSEX,40.1
2016,Finland,_T,FEMALE,11.49
2016,Finland,PWD,MALE,14.77
2016,Finland,PD,BOTHSEX,38.23
2016,Finland,PD,FEMALE,39.7
2016,Finland,_T,BOTHSEX,13.44
2016,Finland,PWD,FEMALE,11.07
2016,Finland,PWD,BOTHSEX,12.99
2016,Finland,_T,MALE,15.23
2013,Switzerland,PWD,BOTHSEX,3.16
2013,Switzerland,PD,MALE,5.87
2013,Switzerland,_T,FEMALE,2.91
2013,Switzerland,PD,FEMALE,7.01
2014,Switzerland,PD,BOTHSEX,9.76
2014,Switzerland,_T,MALE,4.05
2014,Switzerland,PWD,MALE,3.9
2014,Switzerland,PWD,BOTHSEX,3.73
2014,Switzerland,PD,MALE,10.48
2013,Malta,_T,MALE,6.74
2013,Malta,PD,MALE,17.83
2013,Malta,_T,FEMALE,3.24
2014,Malta,_T,FEMALE,2.46
2014,Malta,PWD,BOTHSEX,4.89
2014,Malta,PWD,MALE,6.35
2014,Malta,_T,MALE,6.51
2014,Malta,PD,MALE,25.44
2014,Malta,PD,BOTHSEX,20.95
2016,Finland,PD,MALE,37.28
2017,Finland,_T,MALE,14.67
2017,Finland,PD,FEMALE,26.25
2017,Finland,PWD,BOTHSEX,12.52
2017,Finland,PD,MALE,40.54
2017,Finland,PWD,FEMALE,10.65
2017,Finland,_T,FEMALE,10.93
2017,Finland,PD,BOTHSEX,33.38
2017,Finland,_T,BOTHSEX,12.87
2014,Switzerland,_T,BOTHSEX,3.89
2014,Switzerland,PWD,FEMALE,3.52
2014,Switzerland,_T,FEMALE,3.69
2014,Switzerland,PD,FEMALE,9.1
2015,Switzerland,PD,FEMALE,13.07
2015,Switzerland,PD,BOTHSEX,14.32
2015,Switzerland,PWD,FEMALE,3.38
2015,Switzerland,_T,FEMALE,3.65
2015,Switzerland,_T,BOTHSEX,4.46
2017,Finland,PWD,MALE,14.24
2018,Finland,_T,FEMALE,10.05
2018,Finland,PD,MALE,59.69
2018,Finland,_T,MALE,12.91
2018,Finland,PWD,MALE,11.87
2018,Finland,PD,BOTHSEX,52.09
2018,Finland,PWD,BOTHSEX,10.67
2018,Finland,_T,BOTHSEX,11.54
2018,Finland,PWD,FEMALE,9.38
2014,Malta,_T,BOTHSEX,5
2014,Malta,PWD,FEMALE,2.46
2015,Malta,PWD,FEMALE,2.71
2015,Malta,PWD,MALE,5.7
2015,Malta,_T,FEMALE,2.74
2015,Malta,_T,BOTHSEX,4.62
2015,Malta,PWD,BOTHSEX,4.55
2015,Malta,_T,MALE,5.79
2016,Malta,PWD,FEMALE,2.18
2018,Finland,PD,FEMALE,43.07
2019,Finland,_T,MALE,12.04
2019,Finland,_T,BOTHSEX,10.71
2019,Finland,PD,BOTHSEX,38.6
2019,Finland,PWD,BOTHSEX,10.09
2019,Finland,_T,FEMALE,9.28
2019,Finland,PWD,MALE,11.42
2019,Finland,PWD,FEMALE,8.65
2019,Finland,PD,FEMALE,36.65
2015,Switzerland,PWD,BOTHSEX,4.2
2015,Switzerland,_T,MALE,5.1
2015,Switzerland,PWD,MALE,4.86
2015,Switzerland,PD,MALE,15.55
2016,Switzerland,_T,BOTHSEX,4.41
2016,Switzerland,PWD,MALE,3.72
2016,Switzerland,_T,MALE,4.07
2016,Switzerland,PWD,FEMALE,4.55
2016,Switzerland,PD,FEMALE,13.91
2019,Finland,PD,MALE,40.49
2020,Finland,PD,MALE,44.25
2020,Finland,_T,MALE,11.48
2020,Finland,_T,BOTHSEX,10.14
2020,Finland,PWD,BOTHSEX,9.63
2020,Finland,PD,BOTHSEX,39.26
2020,Finland,PD,FEMALE,33.99
2020,Finland,PWD,MALE,10.93
2020,Finland,_T,FEMALE,8.65
2016,Malta,PWD,BOTHSEX,3.41
2016,Malta,PD,MALE,39.01
2016,Malta,_T,BOTHSEX,3.59
2016,Malta,_T,MALE,4.5
2016,Malta,_T,FEMALE,2.17
2016,Malta,PD,BOTHSEX,30.4
2016,Malta,PWD,MALE,4.2
2017,Malta,PWD,FEMALE,1.78
2017,Malta,PWD,MALE,3.57
2016,Switzerland,_T,FEMALE,4.84
2016,Switzerland,PWD,BOTHSEX,4.09
2016,Switzerland,PD,MALE,17.34
2016,Switzerland,PD,BOTHSEX,15.66
2017,Switzerland,PD,MALE,23.94
2017,Switzerland,PWD,BOTHSEX,3.87
2017,Switzerland,PD,FEMALE,12.43
2017,Switzerland,PWD,FEMALE,3.58
2017,Switzerland,_T,FEMALE,3.82
2020,Finland,PWD,FEMALE,8.19
2021,Finland,PD,MALE,42.44
2021,Finland,_T,FEMALE,10.57
2021,Finland,PWD,MALE,12.38
2021,Finland,PD,FEMALE,49.86
2021,Finland,_T,MALE,12.91
2021,Finland,_T,BOTHSEX,11.81
2021,Finland,PWD,FEMALE,9.84
2021,Finland,PWD,BOTHSEX,11.18
2017,Malta,_T,FEMALE,1.89
2017,Malta,_T,BOTHSEX,2.94
2017,Malta,_T,MALE,3.62
2017,Malta,PWD,BOTHSEX,2.86
2018,Malta,_T,FEMALE,1.29
2018,Malta,PWD,BOTHSEX,1.81
2018,Malta,PWD,MALE,2.15
2018,Malta,_T,BOTHSEX,1.81
2018,Malta,_T,MALE,2.15
2017,Switzerland,_T,BOTHSEX,4.31
2017,Switzerland,PWD,MALE,4.12
2017,Switzerland,PD,BOTHSEX,19.01
2017,Switzerland,_T,MALE,4.72
2018,Switzerland,PD,FEMALE,12.94
2018,Switzerland,PWD,BOTHSEX,3.85
2018,Switzerland,PWD,FEMALE,3.62
2018,Switzerland,PD,BOTHSEX,20.34
2018,Switzerland,_T,FEMALE,3.91
2018,Malta,PWD,FEMALE,1.3
2019,Malta,PWD,MALE,1.68
2019,Malta,_T,FEMALE,1.36
2019,Malta,PWD,FEMALE,1.38
2019,Malta,_T,BOTHSEX,1.54
2019,Malta,PWD,BOTHSEX,1.56
2019,Malta,_T,MALE,1.67
2020,Malta,_T,FEMALE,2.46
2020,Malta,_T,MALE,2.93
2020,Malta,PWD,MALE,2.86
2020,Malta,PWD,FEMALE,2.27
2020,Malta,_T,BOTHSEX,2.74
2020,Malta,PD,BOTHSEX,15.74
2020,Malta,PWD,BOTHSEX,2.63
2017,Republic of Moldova,PWD,FEMALE,3.24
2017,Republic of Moldova,PD,BOTHSEX,2.67
2017,Republic of Moldova,_T,MALE,4.53
2021,Finland,PD,BOTHSEX,45.97
2004,France,PD,FEMALE,23.3
2004,France,_T,BOTHSEX,11.38
2004,France,_T,MALE,11.01
2004,France,PWD,FEMALE,11.55
2004,France,PWD,BOTHSEX,10.98
2004,France,PD,MALE,32.58
2004,France,_T,FEMALE,11.81
2004,France,PD,BOTHSEX,28.43
2017,Republic of Moldova,PWD,BOTHSEX,3.93
2017,Republic of Moldova,PD,FEMALE,2.51
2017,Republic of Moldova,PD,MALE,2.86
2017,Republic of Moldova,_T,BOTHSEX,3.89
2017,Republic of Moldova,_T,FEMALE,3.33
2017,Republic of Moldova,PWD,MALE,4.58
2018,Republic of Moldova,_T,FEMALE,1.07
2018,Republic of Moldova,PWD,BOTHSEX,1.29
2018,Republic of Moldova,_T,MALE,1.43
2018,Republic of Moldova,_T,BOTHSEX,1.24
2018,Republic of Moldova,PWD,MALE,1.51
2018,Republic of Moldova,PWD,FEMALE,1.1
2019,Republic of Moldova,PD,BOTHSEX,0.87
2019,Republic of Moldova,_T,BOTHSEX,1.5
2019,Republic of Moldova,PWD,MALE,1.89
2019,Republic of Moldova,PWD,FEMALE,1.2
2018,Switzerland,PD,MALE,26.89
2018,Switzerland,_T,BOTHSEX,4.34
2018,Switzerland,PWD,MALE,4.04
2018,Switzerland,_T,MALE,4.72
2019,Switzerland,PD,FEMALE,6.11
2019,Switzerland,PWD,BOTHSEX,3.3
2019,Switzerland,_T,BOTHSEX,3.62
2019,Switzerland,PD,MALE,21.14
2019,Switzerland,PWD,MALE,4.12
2019,Switzerland,_T,FEMALE,2.44
2019,Switzerland,PWD,FEMALE,2.33
2019,Switzerland,_T,MALE,4.62
2019,Switzerland,PD,BOTHSEX,14.44
2020,Switzerland,PD,FEMALE,10.03
2020,Switzerland,PWD,FEMALE,3.16
2020,Switzerland,PWD,MALE,4.74
2020,Switzerland,PD,BOTHSEX,18.35
2020,Switzerland,PD,MALE,26.34
2004,France,PWD,MALE,10.48
2005,France,PWD,MALE,9.19
2005,France,_T,MALE,9.49
2005,France,PD,MALE,24
2005,France,_T,FEMALE,12.18
2005,France,PWD,BOTHSEX,10.45
2005,France,_T,BOTHSEX,10.76
2005,France,PD,FEMALE,27.5
2005,France,PWD,FEMALE,11.85
2005,France,PD,BOTHSEX,25.69
2006,France,PD,FEMALE,20.52
2006,France,PWD,MALE,8.71
2006,France,PWD,BOTHSEX,9.89
2006,France,_T,BOTHSEX,10.19
2006,France,PD,BOTHSEX,25.06
2006,France,PWD,FEMALE,11.18
2006,France,_T,MALE,9.11
2006,France,PD,MALE,29.36
2019,Republic of Moldova,PD,MALE,1.33
2019,Republic of Moldova,_T,MALE,1.87
2019,Republic of Moldova,PWD,BOTHSEX,1.53
2019,Republic of Moldova,_T,FEMALE,1.17
2020,Republic of Moldova,_T,BOTHSEX,1.21
2020,Republic of Moldova,_T,MALE,1.48
2020,Republic of Moldova,PWD,FEMALE,0.97
2020,Republic of Moldova,PWD,BOTHSEX,1.23
2020,Republic of Moldova,PWD,MALE,1.52
2020,Republic of Moldova,_T,FEMALE,0.95
2006,France,_T,FEMALE,11.37
2007,France,_T,BOTHSEX,9.31
2007,France,PWD,FEMALE,10.31
2007,France,PWD,MALE,7.98
2007,France,PD,BOTHSEX,19.54
2007,France,PD,FEMALE,20.9
2007,France,PWD,BOTHSEX,9.09
2007,France,PD,MALE,18.04
2007,France,_T,MALE,8.17
2020,Switzerland,_T,MALE,5.31
2020,Switzerland,_T,BOTHSEX,4.4
2020,Switzerland,_T,FEMALE,3.36
2020,Switzerland,PWD,BOTHSEX,4.01
2003,Tajikistan,_T,MALE,4.79
2003,Tajikistan,PD,MALE,4.42
2003,Tajikistan,_T,FEMALE,2.57
2003,Tajikistan,PD,FEMALE,5.33
2003,Tajikistan,PWD,FEMALE,2.37
2003,Tajikistan,PWD,BOTHSEX,3.79
2007,France,_T,FEMALE,10.55
2008,France,_T,MALE,8.28
2008,France,PD,MALE,18.63
2008,France,_T,BOTHSEX,9.12
2008,France,PWD,BOTHSEX,8.77
2008,France,PD,BOTHSEX,20.67
2008,France,PWD,FEMALE,9.64
2008,France,PWD,MALE,7.98
2008,France,_T,FEMALE,10.03
2021,Republic of Moldova,_T,MALE,1.11
2021,Republic of Moldova,_T,FEMALE,0.5
2021,Republic of Moldova,PWD,MALE,1.16
2021,Republic of Moldova,PWD,FEMALE,0.48
2021,Republic of Moldova,_T,BOTHSEX,0.79
2021,Republic of Moldova,PWD,BOTHSEX,0.81
2005,Netherlands,_T,BOTHSEX,4.05
2005,Netherlands,_T,FEMALE,4.24
2005,Netherlands,PD,FEMALE,20.84
2005,Netherlands,PD,BOTHSEX,15.03
2004,Austria,PD,BOTHSEX,24.21
2004,Austria,PWD,BOTHSEX,6.11
2004,Austria,PD,FEMALE,25.06
2004,Austria,PD,MALE,23.65
2004,Austria,PWD,FEMALE,6.12
2005,Austria,PD,BOTHSEX,22.42
2005,Austria,PWD,BOTHSEX,5.14
2005,Austria,PWD,MALE,4.53
2005,Austria,_T,MALE,5.15
2003,Tajikistan,_T,BOTHSEX,3.85
2003,Tajikistan,PD,BOTHSEX,4.83
2003,Tajikistan,PWD,MALE,4.82
2007,Tajikistan,PWD,BOTHSEX,2.97
2007,Tajikistan,PD,FEMALE,0.91
2007,Tajikistan,PD,BOTHSEX,1.78
2007,Tajikistan,PD,MALE,2.44
2007,Tajikistan,_T,MALE,3.72
2007,Tajikistan,PWD,MALE,3.82
2007,Tajikistan,PWD,FEMALE,1.52
2008,France,PD,FEMALE,22.76
2009,France,PD,BOTHSEX,22.58
2009,France,PWD,BOTHSEX,10.22
2009,France,_T,BOTHSEX,10.63
2009,France,_T,FEMALE,10.78
2009,France,PWD,FEMALE,10.48
2009,France,PD,FEMALE,20.11
2009,France,PD,MALE,24.66
2009,France,PWD,MALE,9.98
2005,Austria,PD,FEMALE,26.21
2005,Austria,PD,MALE,19.88
2005,Austria,_T,FEMALE,6.66
2005,Austria,PWD,FEMALE,5.94
2005,Austria,_T,BOTHSEX,5.8
2006,Austria,PWD,BOTHSEX,7.28
2006,Austria,_T,MALE,7.6
2006,Austria,PD,BOTHSEX,28.25
2006,Austria,_T,FEMALE,8.69
2005,Netherlands,_T,MALE,3.93
2005,Netherlands,PWD,FEMALE,3.91
2005,Netherlands,PWD,MALE,3.85
2005,Netherlands,PWD,BOTHSEX,3.87
2006,Netherlands,_T,FEMALE,3.03
2006,Netherlands,_T,BOTHSEX,3.47
2006,Netherlands,PWD,MALE,3.66
2006,Netherlands,PD,MALE,11.98
2006,Netherlands,PD,BOTHSEX,7.66
2009,France,_T,MALE,10.49
2010,France,_T,BOTHSEX,11.14
2010,France,_T,FEMALE,10.78
2010,France,PWD,MALE,11.05
2010,France,_T,MALE,11.48
2010,France,PWD,FEMALE,10.33
2010,France,PD,MALE,24.75
2010,France,PD,FEMALE,21.89
2010,France,PWD,BOTHSEX,10.71
2010,France,PD,BOTHSEX,23.22
2011,France,PWD,FEMALE,9.96
2011,France,PD,MALE,22.91
2011,France,PWD,BOTHSEX,9.61
2011,France,_T,MALE,9.79
2011,France,_T,FEMALE,10.4
2011,France,_T,BOTHSEX,10.08
2011,France,PD,BOTHSEX,22.38
2011,France,PD,FEMALE,21.82
2006,Austria,PWD,MALE,6.61
2006,Austria,PD,FEMALE,24.82
2006,Austria,_T,BOTHSEX,8.07
2006,Austria,PWD,FEMALE,8.15
2006,Austria,PD,MALE,30.28
2007,Austria,PWD,BOTHSEX,6.85
2007,Austria,_T,MALE,7.15
2007,Austria,_T,FEMALE,8.74
2007,Austria,PD,FEMALE,25.41
2006,Netherlands,_T,MALE,3.8
2006,Netherlands,PWD,FEMALE,3.05
2006,Netherlands,PWD,BOTHSEX,3.4
2007,Netherlands,_T,MALE,2.57
2007,Netherlands,_T,BOTHSEX,2.36
2007,Netherlands,PD,BOTHSEX,16.24
2007,Netherlands,_T,FEMALE,2.08
2007,Netherlands,PWD,BOTHSEX,2.12
2007,Netherlands,PWD,MALE,2.27
2007,Netherlands,PWD,FEMALE,1.93
2007,Netherlands,PD,MALE,21.91
2007,Netherlands,PD,FEMALE,9.98
2008,Netherlands,PWD,MALE,1.66
2008,Netherlands,PWD,FEMALE,1.9
2008,Netherlands,_T,BOTHSEX,1.82
2008,Netherlands,PD,BOTHSEX,8.26
2008,Netherlands,_T,MALE,1.73
2008,Netherlands,PWD,BOTHSEX,1.77
2011,France,PWD,MALE,9.29
2012,France,PWD,BOTHSEX,10.19
2012,France,_T,MALE,10.13
2012,France,PWD,FEMALE,10.53
2012,France,PD,BOTHSEX,20.66
2012,France,PD,MALE,18.1
2012,France,_T,FEMALE,10.95
2012,France,_T,BOTHSEX,10.53
2012,France,PD,FEMALE,23.22
2012,France,PWD,MALE,9.88
2013,France,_T,BOTHSEX,11.53
2013,France,PWD,MALE,11.25
2013,France,_T,FEMALE,11.31
2013,France,PD,BOTHSEX,21.7
2013,France,PD,MALE,23.29
2013,France,PD,FEMALE,19.77
2013,France,PWD,FEMALE,10.99
2013,France,PWD,BOTHSEX,11.12
2008,Netherlands,_T,FEMALE,1.93
2009,Netherlands,_T,BOTHSEX,2.57
2009,Netherlands,PD,BOTHSEX,14.58
2009,Netherlands,PWD,FEMALE,2.07
2009,Netherlands,PD,FEMALE,14.09
2009,Netherlands,PWD,MALE,2.76
2009,Netherlands,_T,MALE,2.87
2009,Netherlands,_T,FEMALE,2.19
2009,Netherlands,PWD,BOTHSEX,2.46
2013,France,_T,MALE,11.74
2014,France,_T,MALE,11.34
2014,France,PD,BOTHSEX,24.43
2014,France,_T,FEMALE,11.01
2014,France,PD,FEMALE,26.03
2014,France,PWD,FEMALE,10.38
2014,France,PWD,MALE,10.9
2014,France,PD,MALE,22.81
2014,France,_T,BOTHSEX,11.18
2014,France,PWD,BOTHSEX,10.65
2015,France,PD,BOTHSEX,14.4
2015,France,_T,BOTHSEX,10.4
2015,France,_T,MALE,10.8
2015,France,PD,FEMALE,12.4
2015,France,PD,MALE,16.4
2015,France,PWD,BOTHSEX,9.9
2010,Netherlands,_T,BOTHSEX,3.93
2010,Netherlands,PWD,MALE,4.11
2010,Netherlands,PWD,FEMALE,3.62
2010,Netherlands,PWD,BOTHSEX,3.89
2010,Netherlands,_T,MALE,4.12
2010,Netherlands,PD,BOTHSEX,8.58
2010,Netherlands,_T,FEMALE,3.7
2011,Netherlands,PWD,BOTHSEX,3.6
2011,Netherlands,PD,MALE,18.9
2015,France,_T,FEMALE,9.9
2015,France,PWD,MALE,10.1
2015,France,PWD,FEMALE,9.6
2016,France,PWD,FEMALE,9.4
2016,France,_T,MALE,10.3
2016,France,PD,BOTHSEX,14.5
2016,France,_T,FEMALE,9.9
2011,Netherlands,PWD,MALE,3.81
2011,Netherlands,PD,FEMALE,11.91
2011,Netherlands,PWD,FEMALE,3.34
2011,Netherlands,_T,MALE,3.94
2011,Netherlands,PD,BOTHSEX,15.35
2011,Netherlands,_T,BOTHSEX,3.72
2011,Netherlands,_T,FEMALE,3.44
2012,Netherlands,_T,MALE,4.51
2012,Netherlands,PWD,MALE,4.37
2016,France,PWD,BOTHSEX,9.5
2016,France,PD,MALE,15.7
2016,France,PD,FEMALE,13.3
2016,France,_T,BOTHSEX,10.1
2016,France,PWD,MALE,9.6
2017,France,PD,FEMALE,27.79
2017,France,PD,MALE,22.5
2012,Netherlands,PWD,FEMALE,3.74
2012,Netherlands,_T,BOTHSEX,4.15
2012,Netherlands,_T,FEMALE,3.7
2012,Netherlands,PWD,BOTHSEX,4.09
2013,Netherlands,PD,FEMALE,19.03
2013,Netherlands,PWD,BOTHSEX,5.55
2013,Netherlands,_T,MALE,6.47
2013,Netherlands,PWD,MALE,6.46
2013,Netherlands,_T,FEMALE,4.55
2013,Netherlands,_T,BOTHSEX,5.61
2013,Netherlands,PWD,FEMALE,4.44
2013,Netherlands,PD,BOTHSEX,14.21
2014,Netherlands,_T,FEMALE,7.47
2014,Netherlands,PD,BOTHSEX,7.5
2014,Netherlands,PD,FEMALE,12.59
2014,Netherlands,PWD,BOTHSEX,6.84
2014,Netherlands,_T,BOTHSEX,6.84
2014,Netherlands,_T,MALE,6.31
2014,Netherlands,PWD,MALE,6.35
2014,Netherlands,PWD,FEMALE,7.42
2015,Netherlands,PWD,BOTHSEX,6.71
2015,Netherlands,_T,MALE,5.92
2015,Netherlands,PD,BOTHSEX,16.59
2015,Netherlands,_T,BOTHSEX,6.85
2015,Netherlands,PD,MALE,14.65
2015,Netherlands,PWD,FEMALE,7.82
2015,Netherlands,PD,FEMALE,18.97
2017,France,_T,BOTHSEX,11.33
2017,France,PWD,FEMALE,10.05
2017,France,PWD,MALE,11.3
2017,France,PD,BOTHSEX,25.22
2017,France,_T,FEMALE,10.87
2017,France,PWD,BOTHSEX,10.69
2017,France,_T,MALE,11.76
2018,France,PD,FEMALE,25.28
2018,France,_T,MALE,9.94
2015,Netherlands,PWD,MALE,5.8
2015,Netherlands,_T,FEMALE,7.97
