Year,GeoAreaName,Disability status,Sex,Value
2016,Netherlands,PD,BOTHSEX,17.14
2016,Netherlands,PWD,MALE,5.61
2016,Netherlands,PD,MALE,18.8
2016,Netherlands,PWD,FEMALE,6.95
2016,Netherlands,_T,BOTHSEX,6.34
2016,Netherlands,PD,FEMALE,15.2
2016,Netherlands,_T,FEMALE,7.04
2018,France,PWD,FEMALE,9.7
2018,France,PWD,MALE,9.13
2018,France,PD,MALE,30.11
2018,France,PD,BOTHSEX,27.53
2018,France,_T,FEMALE,10.43
2018,France,PWD,BOTHSEX,9.41
2018,France,_T,BOTHSEX,10.18
2019,France,PD,MALE,26.29
2019,France,PD,FEMALE,23.71
2016,Netherlands,PWD,BOTHSEX,6.23
2016,Netherlands,_T,MALE,5.75
2017,Netherlands,PWD,FEMALE,4.82
2017,Netherlands,_T,MALE,4.43
2017,Netherlands,_T,BOTHSEX,4.65
2017,Netherlands,PD,MALE,7.47
2017,Netherlands,PWD,BOTHSEX,4.59
2017,Netherlands,PD,FEMALE,10.93
2017,Netherlands,PWD,MALE,4.4
2007,Austria,PWD,MALE,5.92
2007,Austria,PD,BOTHSEX,30.39
2007,Austria,_T,BOTHSEX,7.84
2007,Austria,PWD,FEMALE,8.07
2007,Austria,PD,MALE,33.71
2008,Austria,_T,BOTHSEX,6.1
2008,Austria,_T,MALE,5.75
2008,Austria,PWD,FEMALE,5.87
2008,Austria,PWD,MALE,4.38
2019,France,PD,BOTHSEX,24.94
2019,France,_T,FEMALE,10.92
2019,France,PWD,MALE,8.99
2019,France,PWD,BOTHSEX,9.62
2019,France,_T,BOTHSEX,10.31
2019,France,_T,MALE,9.72
2019,France,PWD,FEMALE,10.28
2020,France,PD,MALE,12.3
2017,Netherlands,_T,FEMALE,4.9
2017,Netherlands,PD,BOTHSEX,9.32
2018,Netherlands,PWD,MALE,3.36
2018,Netherlands,PD,BOTHSEX,13.29
2018,Netherlands,PWD,BOTHSEX,3.44
2018,Netherlands,_T,FEMALE,3.63
2018,Netherlands,_T,BOTHSEX,3.57
2018,Netherlands,PD,MALE,14.04
2018,Netherlands,PWD,FEMALE,3.53
2008,Austria,PWD,BOTHSEX,5.03
2008,Austria,PD,FEMALE,24.3
2008,Austria,PD,BOTHSEX,33.2
2008,Austria,_T,FEMALE,6.55
2008,Austria,PD,MALE,39.69
2009,Austria,PD,MALE,42.44
2009,Austria,PWD,MALE,7.92
2009,Austria,PD,BOTHSEX,39.87
2009,Austria,PD,FEMALE,36.78
2020,France,PWD,FEMALE,7.6
2020,France,PD,FEMALE,10.8
2020,France,_T,BOTHSEX,8
2020,France,PWD,BOTHSEX,7.6
2020,France,_T,FEMALE,8
2020,France,PWD,MALE,7.6
2018,Netherlands,_T,MALE,3.52
2018,Netherlands,PD,FEMALE,12.22
2019,Netherlands,_T,MALE,3.61
2019,Netherlands,PD,FEMALE,5.02
2019,Netherlands,_T,BOTHSEX,3.67
2019,Netherlands,PD,BOTHSEX,4.43
2019,Netherlands,PWD,MALE,3.61
2019,Netherlands,PWD,BOTHSEX,3.67
2019,Netherlands,PWD,FEMALE,3.73
2020,France,_T,MALE,8.1
2020,France,PD,BOTHSEX,11.5
2021,France,PWD,MALE,12.64
2021,France,PWD,BOTHSEX,12.05
2021,France,PD,BOTHSEX,27.9
2021,France,_T,BOTHSEX,12.58
2021,France,PWD,FEMALE,11.41
2021,France,_T,MALE,13.11
2019,Netherlands,_T,FEMALE,3.75
2020,Netherlands,PWD,FEMALE,3.81
2020,Netherlands,PWD,MALE,3.47
2020,Netherlands,_T,FEMALE,3.9
2020,Netherlands,_T,BOTHSEX,3.74
2020,Netherlands,PWD,BOTHSEX,3.63
2020,Netherlands,PD,MALE,20.02
2020,Netherlands,_T,MALE,3.6
2020,Netherlands,PD,BOTHSEX,16.52
2021,France,PD,FEMALE,27.05
2021,France,PD,MALE,28.92
2021,France,_T,FEMALE,12
2005,Germany,PD,MALE,26.83
2005,Germany,PD,FEMALE,30.63
2005,Germany,_T,BOTHSEX,12.11
2005,Germany,_T,MALE,10.62
2005,Germany,PWD,FEMALE,13.29
2005,Germany,PD,BOTHSEX,28.48
2021,Netherlands,_T,MALE,4.49
2021,Netherlands,PD,BOTHSEX,26.68
2021,Netherlands,_T,BOTHSEX,4.56
2021,Netherlands,PD,MALE,30.23
2021,Netherlands,_T,FEMALE,4.64
2021,Netherlands,PD,FEMALE,22.92
2021,Netherlands,PWD,BOTHSEX,4.43
2021,Netherlands,PWD,MALE,4.35
2021,Netherlands,PWD,FEMALE,4.53
2005,Germany,PWD,MALE,9.94
2005,Germany,PWD,BOTHSEX,11.45
2005,Germany,_T,FEMALE,13.94
2006,Germany,PD,FEMALE,24.35
2006,Germany,PD,BOTHSEX,27.85
2006,Germany,PWD,FEMALE,9.62
2006,Germany,PWD,MALE,8.44
2006,Germany,_T,FEMALE,10.19
2006,Germany,_T,MALE,9.25
2004,Norway,PWD,MALE,4.59
2004,Norway,PD,FEMALE,11.99
2004,Norway,_T,MALE,4.76
2004,Norway,_T,FEMALE,4.76
2004,Norway,_T,BOTHSEX,4.76
2004,Norway,PWD,FEMALE,4.62
2004,Norway,PWD,BOTHSEX,4.6
2004,Norway,PD,BOTHSEX,13.2
2004,Norway,PD,MALE,14.26
2006,Germany,PWD,BOTHSEX,8.98
2006,Germany,PD,MALE,31.03
2006,Germany,_T,BOTHSEX,9.68
2007,Germany,PD,BOTHSEX,32.91
2007,Germany,PWD,BOTHSEX,10.25
2007,Germany,_T,FEMALE,12.11
2007,Germany,PWD,MALE,9.4
2007,Germany,_T,BOTHSEX,11.1
2007,Germany,PD,FEMALE,32.75
2005,Norway,PWD,MALE,4.72
2005,Norway,_T,MALE,4.94
2005,Norway,PWD,BOTHSEX,4.85
2005,Norway,_T,FEMALE,5.26
2005,Norway,PD,MALE,15.72
2005,Norway,PD,BOTHSEX,16.9
2005,Norway,PD,FEMALE,18.28
2005,Norway,_T,BOTHSEX,5.08
2005,Norway,PWD,FEMALE,4.99
2006,Norway,PD,BOTHSEX,4.9
2006,Norway,PWD,FEMALE,3.34
2006,Norway,PWD,MALE,3.01
2006,Norway,_T,FEMALE,3.34
2006,Norway,_T,MALE,3.08
2006,Norway,PWD,BOTHSEX,3.17
2006,Norway,_T,BOTHSEX,3.2
2007,Norway,PWD,BOTHSEX,2.87
2007,Norway,PWD,MALE,3.12
2007,Germany,PD,MALE,33.05
2007,Germany,_T,MALE,10.24
2007,Germany,PWD,FEMALE,11.25
2008,Germany,PD,MALE,39.07
2008,Germany,PD,BOTHSEX,37.74
2008,Germany,PWD,FEMALE,9.53
2008,Germany,PWD,BOTHSEX,8.9
2008,Germany,_T,FEMALE,10.73
2008,Germany,_T,BOTHSEX,10.32
2007,Norway,PD,BOTHSEX,7.39
2007,Norway,PWD,FEMALE,2.58
2007,Norway,_T,BOTHSEX,2.95
2007,Norway,_T,MALE,3.23
2007,Norway,_T,FEMALE,2.62
2008,Norway,PWD,FEMALE,2.92
2008,Norway,_T,BOTHSEX,2.68
2008,Norway,_T,MALE,2.44
2008,Norway,_T,FEMALE,2.96
2008,Germany,_T,MALE,9.98
2008,Germany,PWD,MALE,8.36
2008,Germany,PD,FEMALE,35.95
2009,Germany,PWD,FEMALE,9.77
2009,Germany,PD,MALE,39.32
2009,Germany,PD,FEMALE,41.58
2009,Germany,PD,BOTHSEX,40.3
2009,Germany,_T,FEMALE,11.02
2009,Germany,PWD,BOTHSEX,9.37
2008,Norway,PWD,BOTHSEX,2.65
2008,Norway,PWD,MALE,2.41
2009,Norway,_T,MALE,3.77
2009,Norway,PWD,MALE,3.67
2009,Norway,PWD,FEMALE,3.27
2009,Norway,PD,BOTHSEX,16.47
2009,Norway,PD,MALE,13.06
2009,Norway,PWD,BOTHSEX,3.48
2009,Norway,_T,FEMALE,3.39
2009,Austria,PWD,BOTHSEX,7.69
2009,Austria,PWD,FEMALE,7.4
2009,Austria,_T,FEMALE,8.44
2009,Austria,_T,MALE,9.1
2009,Austria,_T,BOTHSEX,8.81
2010,Austria,_T,BOTHSEX,7.72
2010,Austria,PWD,BOTHSEX,7.06
2010,Austria,PWD,MALE,7.43
2010,Austria,PWD,FEMALE,6.59
2009,Germany,PWD,MALE,9.02
2009,Germany,_T,MALE,10.4
2009,Germany,_T,BOTHSEX,10.69
2010,Germany,PD,BOTHSEX,38.05
2010,Germany,_T,MALE,10.05
2010,Germany,_T,FEMALE,10.34
2010,Germany,PWD,MALE,8.66
2010,Germany,PD,MALE,38.91
2010,Germany,PWD,BOTHSEX,8.87
2010,Germany,PD,FEMALE,37.05
2010,Germany,PWD,FEMALE,9.1
2010,Germany,_T,BOTHSEX,10.19
2011,Germany,PD,BOTHSEX,36.77
2011,Germany,PWD,MALE,7.15
2011,Germany,_T,BOTHSEX,8.6
2011,Germany,_T,FEMALE,8.74
2011,Germany,PD,MALE,37.75
2011,Germany,_T,MALE,8.48
2009,Norway,_T,BOTHSEX,3.6
2010,Norway,PWD,FEMALE,2.85
2010,Norway,PWD,BOTHSEX,3.42
2010,Norway,_T,MALE,4.02
2010,Norway,_T,FEMALE,2.88
2010,Norway,PWD,MALE,3.92
2010,Norway,_T,BOTHSEX,3.49
2011,Norway,PD,MALE,12.35
2011,Norway,PD,BOTHSEX,11.4
2011,Germany,PWD,FEMALE,7.49
2011,Germany,PD,FEMALE,35.67
2011,Germany,PWD,BOTHSEX,7.31
2012,Germany,PD,BOTHSEX,38.7
2012,Germany,_T,MALE,8.4
2012,Germany,PD,MALE,39.89
2012,Germany,_T,FEMALE,8.3
2012,Germany,PWD,FEMALE,6.84
2012,Germany,PD,FEMALE,37.39
2011,Norway,PWD,MALE,4
2011,Norway,_T,BOTHSEX,3.4
2011,Norway,PWD,FEMALE,2.43
2011,Norway,_T,MALE,4.15
2011,Norway,_T,FEMALE,2.53
2011,Norway,PWD,BOTHSEX,3.27
2012,Norway,PWD,BOTHSEX,3.39
2012,Norway,_T,MALE,3.48
2012,Norway,PD,BOTHSEX,11.77
2012,Germany,PWD,MALE,6.87
2012,Germany,PWD,BOTHSEX,6.85
2012,Germany,_T,BOTHSEX,8.35
2013,Germany,PWD,FEMALE,7.07
2013,Germany,_T,BOTHSEX,8.24
2013,Germany,PWD,MALE,6.84
2013,Germany,PD,MALE,35.81
2013,Germany,PD,BOTHSEX,35.05
2013,Germany,_T,MALE,8.15
2013,Germany,PD,FEMALE,34.23
2013,Germany,PWD,BOTHSEX,6.95
2013,Germany,_T,FEMALE,8.33
2014,Germany,PWD,MALE,6.94
2014,Germany,_T,FEMALE,7.98
2014,Germany,_T,BOTHSEX,8.24
2014,Germany,PWD,FEMALE,6.54
2014,Germany,PD,MALE,37.04
2014,Germany,PD,FEMALE,34.25
2014,Germany,_T,MALE,8.48
2014,Germany,PD,BOTHSEX,35.69
2014,Germany,PWD,BOTHSEX,6.75
2015,Germany,PWD,FEMALE,6.9
2015,Germany,_T,FEMALE,7.98
2015,Germany,PD,FEMALE,39.68
2015,Germany,PD,BOTHSEX,38.09
2015,Germany,PWD,BOTHSEX,7.15
2015,Germany,_T,MALE,8.4
2012,Norway,_T,FEMALE,3.46
2012,Norway,_T,BOTHSEX,3.47
2012,Norway,PWD,FEMALE,3.35
2012,Norway,PWD,MALE,3.42
2013,Norway,_T,MALE,3.35
2013,Norway,PWD,BOTHSEX,3.42
2013,Norway,PWD,FEMALE,3.52
2013,Norway,PWD,MALE,3.33
2013,Norway,_T,BOTHSEX,3.41
2015,Germany,PD,MALE,36.73
2015,Germany,PWD,MALE,7.37
2015,Germany,_T,BOTHSEX,8.2
2016,Germany,PWD,MALE,6.44
2016,Germany,PD,MALE,40.36
2016,Germany,_T,MALE,7.58
2016,Germany,_T,BOTHSEX,7.31
2016,Germany,PWD,FEMALE,5.89
2016,Germany,PD,BOTHSEX,40.37
2016,Germany,PWD,BOTHSEX,6.18
2016,Germany,PD,FEMALE,40.39
2016,Germany,_T,FEMALE,7.02
2017,Germany,_T,FEMALE,6.78
2017,Germany,_T,MALE,7
2017,Germany,PD,BOTHSEX,37.96
2017,Germany,PWD,FEMALE,5.77
2017,Germany,PD,MALE,39.89
2017,Germany,_T,BOTHSEX,6.89
2013,Norway,_T,FEMALE,3.49
2014,Norway,PWD,FEMALE,3.2
2014,Norway,PD,BOTHSEX,13.63
2014,Norway,_T,MALE,3.04
2014,Norway,PD,FEMALE,12.61
2014,Norway,PWD,BOTHSEX,3.05
2014,Norway,_T,BOTHSEX,3.16
2014,Norway,_T,FEMALE,3.3
2014,Norway,PWD,MALE,2.91
2010,Austria,PD,FEMALE,28.86
2010,Austria,PD,BOTHSEX,28.47
2010,Austria,_T,FEMALE,7.4
2010,Austria,_T,MALE,7.98
2010,Austria,PD,MALE,28.07
2011,Austria,_T,BOTHSEX,8.62
2011,Austria,PWD,BOTHSEX,7.81
2011,Austria,PWD,FEMALE,6.97
2011,Austria,PD,MALE,33.17
2017,Germany,PWD,BOTHSEX,5.85
2017,Germany,PD,FEMALE,35.91
2017,Germany,PWD,MALE,5.91
2018,Germany,_T,FEMALE,6.55
2018,Germany,PD,BOTHSEX,44.63
2018,Germany,PWD,FEMALE,5.38
2018,Germany,PD,FEMALE,46.03
2018,Germany,PWD,BOTHSEX,5.39
2018,Germany,_T,BOTHSEX,6.56
2018,Germany,_T,MALE,6.56
2018,Germany,PWD,MALE,5.4
2018,Germany,PD,MALE,43.43
2019,Germany,PWD,BOTHSEX,5.1
2019,Germany,_T,MALE,5.96
2019,Germany,_T,BOTHSEX,6.13
2019,Germany,PWD,FEMALE,5.21
2019,Germany,PD,MALE,36.5
2019,Germany,PD,FEMALE,38.43
2015,Norway,PD,BOTHSEX,5.5
2015,Norway,PWD,FEMALE,4
2015,Norway,PD,FEMALE,3.5
2015,Norway,PWD,MALE,4.6
2015,Norway,PWD,BOTHSEX,4.3
2015,Norway,_T,BOTHSEX,4.5
2015,Norway,PD,MALE,7.7
2011,Austria,PWD,MALE,8.46
2011,Austria,PD,BOTHSEX,31.41
2011,Austria,_T,MALE,9.31
2011,Austria,PD,FEMALE,29.19
2011,Austria,_T,FEMALE,7.75
2012,Austria,PD,MALE,34.31
2012,Austria,PWD,FEMALE,7.19
2012,Austria,_T,MALE,7.5
2012,Austria,_T,FEMALE,8.2
2015,Norway,_T,FEMALE,3.9
2015,Norway,_T,MALE,4.9
2016,Norway,PD,FEMALE,5.3
2016,Norway,PD,MALE,11.1
2016,Norway,PWD,MALE,4.9
2016,Norway,PWD,BOTHSEX,3.7
2016,Norway,_T,BOTHSEX,4.9
2016,Norway,_T,MALE,8.1
2016,Norway,PD,BOTHSEX,6
2016,Norway,_T,FEMALE,4.5
2016,Norway,PWD,FEMALE,3.5
2017,Norway,PD,MALE,22.2
2017,Norway,PD,FEMALE,12.82
2017,Norway,PWD,BOTHSEX,4.4
2017,Norway,_T,BOTHSEX,4.56
2019,Germany,PWD,MALE,5
2019,Germany,_T,FEMALE,6.31
2019,Germany,PD,BOTHSEX,37.47
2020,Germany,PD,MALE,39.95
2020,Germany,PWD,MALE,6.84
2020,Germany,PWD,BOTHSEX,6.19
2020,Germany,_T,MALE,7.31
2020,Germany,_T,FEMALE,5.94
2020,Germany,PD,FEMALE,40.26
2017,Norway,PD,BOTHSEX,18.44
2017,Norway,_T,MALE,4.85
2017,Norway,PWD,MALE,4.62
2017,Norway,_T,FEMALE,4.23
2017,Norway,PWD,FEMALE,4.15
2018,Norway,_T,MALE,5.02
2018,Norway,_T,BOTHSEX,4.36
2018,Norway,PWD,FEMALE,3.39
2018,Norway,_T,FEMALE,3.59
2020,Germany,PD,BOTHSEX,40.1
2020,Germany,PWD,FEMALE,5.41
2020,Germany,_T,BOTHSEX,6.69
2021,Germany,PWD,BOTHSEX,5.66
2021,Germany,PD,BOTHSEX,34.77
2021,Germany,_T,MALE,6.72
2021,Germany,PD,FEMALE,32.37
2021,Germany,_T,BOTHSEX,6.14
2021,Germany,PWD,FEMALE,4.98
2018,Norway,PWD,MALE,4.92
2018,Norway,PWD,BOTHSEX,4.22
2018,Norway,PD,FEMALE,17.26
2018,Norway,PD,BOTHSEX,16.52
2019,Norway,PWD,FEMALE,3.65
2019,Norway,PD,MALE,25.1
2019,Norway,_T,MALE,3.54
2019,Norway,PWD,BOTHSEX,3.46
2019,Norway,_T,FEMALE,3.65
2021,Germany,PD,MALE,36.94
2021,Germany,PWD,MALE,6.23
2021,Germany,_T,FEMALE,5.45
2004,Greece,_T,FEMALE,13.72
2004,Greece,PWD,FEMALE,13.62
2004,Greece,PWD,BOTHSEX,9.8
2004,Greece,PWD,MALE,7.14
2004,Greece,PD,MALE,13.92
2004,Greece,PD,FEMALE,22.92
2004,Greece,_T,BOTHSEX,9.89
2004,Greece,PD,BOTHSEX,17.18
2004,Greece,_T,MALE,7.23
2005,Greece,PWD,BOTHSEX,10.43
2005,Greece,PWD,MALE,7.48
2005,Greece,PD,FEMALE,16.71
2005,Greece,_T,MALE,7.62
2005,Greece,PD,MALE,18.44
2005,Greece,PWD,FEMALE,14.64
2005,Greece,_T,FEMALE,14.67
2005,Greece,PD,BOTHSEX,17.6
2005,Greece,_T,BOTHSEX,10.54
2006,Greece,_T,MALE,7.09
2006,Greece,_T,BOTHSEX,10.53
2006,Greece,PD,BOTHSEX,16.86
2006,Greece,PD,FEMALE,21.9
2006,Greece,PWD,MALE,7
2006,Greece,PD,MALE,13.48
2019,Norway,PWD,MALE,3.3
2019,Norway,PD,BOTHSEX,13.2
2019,Norway,_T,BOTHSEX,3.59
2020,Norway,PWD,BOTHSEX,3.48
2020,Norway,PD,BOTHSEX,29.48
2020,Norway,PD,MALE,32.84
2020,Norway,_T,MALE,4.06
2020,Norway,PWD,FEMALE,3.29
2020,Norway,PD,FEMALE,26.83
2006,Greece,PWD,FEMALE,15.35
2006,Greece,_T,FEMALE,15.45
2006,Greece,PWD,BOTHSEX,10.43
2007,Greece,_T,FEMALE,14.16
2007,Greece,_T,MALE,7.14
2007,Greece,PD,MALE,16.47
2007,Greece,PWD,FEMALE,13.94
2007,Greece,_T,BOTHSEX,10.07
2007,Greece,PD,FEMALE,25.51
2020,Norway,_T,FEMALE,3.79
2020,Norway,PWD,MALE,3.64
2020,Norway,_T,BOTHSEX,3.94
2005,Poland,_T,BOTHSEX,21.31
2005,Poland,_T,MALE,19.79
2005,Poland,PWD,FEMALE,23.04
2005,Poland,PWD,MALE,19.77
2005,Poland,PD,BOTHSEX,72.4
2005,Poland,PWD,BOTHSEX,21.27
2005,Poland,PD,FEMALE,100
2005,Poland,_T,FEMALE,23.1
2006,Poland,_T,MALE,15.48
2006,Poland,PD,FEMALE,24
2006,Poland,_T,BOTHSEX,17.88
2006,Poland,_T,FEMALE,20.67
2006,Poland,PWD,FEMALE,20.64
2006,Poland,PD,BOTHSEX,28.11
2006,Poland,PWD,MALE,15.31
2007,Greece,PD,BOTHSEX,20.91
2007,Greece,PWD,BOTHSEX,9.9
2007,Greece,PWD,MALE,7.01
2008,Greece,_T,MALE,6.64
2008,Greece,PWD,BOTHSEX,8.62
2008,Greece,_T,FEMALE,11.72
2008,Greece,PD,BOTHSEX,17.69
2008,Greece,PD,MALE,24.45
2008,Greece,PWD,MALE,6.32
2008,Greece,PWD,FEMALE,11.79
2008,Greece,_T,BOTHSEX,8.77
2009,Greece,_T,MALE,8.07
2009,Greece,PD,BOTHSEX,47.61
2009,Greece,PWD,MALE,7.85
2009,Greece,PD,MALE,37.8
2009,Greece,_T,BOTHSEX,10.14
2009,Greece,PD,FEMALE,58.19
2009,Greece,PWD,BOTHSEX,9.83
2006,Poland,PD,MALE,31.07
2006,Poland,PWD,BOTHSEX,17.78
2007,Poland,_T,BOTHSEX,14.1
2007,Poland,PD,MALE,31.21
2007,Poland,_T,MALE,11.67
2007,Poland,PWD,FEMALE,16.75
2007,Poland,PWD,BOTHSEX,13.88
2007,Poland,PWD,MALE,11.45
2007,Poland,_T,FEMALE,16.99
2009,Greece,_T,FEMALE,12.91
2009,Greece,PWD,FEMALE,12.49
2010,Greece,PWD,BOTHSEX,12.8
2010,Greece,PD,FEMALE,60.69
2010,Greece,PD,BOTHSEX,28.71
2010,Greece,PD,MALE,10.29
2010,Greece,_T,MALE,12.37
2010,Greece,_T,FEMALE,13.87
2010,Greece,PWD,FEMALE,13.32
2007,Poland,PD,FEMALE,40.18
2007,Poland,PD,BOTHSEX,35.1
2008,Poland,PD,BOTHSEX,22.94
2008,Poland,_T,MALE,7.57
2008,Poland,PWD,BOTHSEX,9.3
2008,Poland,PWD,FEMALE,11.62
2008,Poland,_T,BOTHSEX,9.45
2008,Poland,PD,FEMALE,28.79
2008,Poland,PWD,MALE,7.41
2010,Greece,PWD,MALE,12.4
2010,Greece,_T,BOTHSEX,13.01
2011,Greece,PWD,FEMALE,26.86
2011,Greece,_T,MALE,23.13
2011,Greece,_T,BOTHSEX,24.9
2011,Greece,PWD,BOTHSEX,24.57
2011,Greece,PD,FEMALE,46.42
2011,Greece,PWD,MALE,22.87
2011,Greece,PD,BOTHSEX,39.22
2011,Greece,_T,FEMALE,27.27
2011,Greece,PD,MALE,34.17
2012,Greece,_T,FEMALE,29.26
2012,Greece,PD,MALE,37.6
2012,Greece,_T,MALE,23.48
2012,Greece,PWD,FEMALE,29.16
2012,Greece,PWD,MALE,22.94
2012,Greece,_T,BOTHSEX,25.95
2012,Greece,PD,FEMALE,32.35
2008,Poland,_T,FEMALE,11.75
2008,Poland,PD,MALE,20.08
2009,Poland,PWD,BOTHSEX,8.81
2009,Poland,PD,MALE,18.88
2009,Poland,PD,FEMALE,14.71
2009,Poland,_T,MALE,8.39
2009,Poland,PD,BOTHSEX,17.08
2009,Poland,_T,FEMALE,9.58
2009,Poland,PWD,FEMALE,9.5
2012,Greece,PWD,BOTHSEX,25.62
2012,Greece,PD,BOTHSEX,35.63
2013,Greece,PWD,MALE,27.68
2013,Greece,PD,BOTHSEX,41.63
2013,Greece,PWD,BOTHSEX,29.47
2013,Greece,_T,MALE,28.22
2013,Greece,PD,FEMALE,33.8
2013,Greece,PWD,FEMALE,31.88
2013,Greece,_T,FEMALE,31.92
2013,Greece,PD,MALE,46.38
2013,Greece,_T,BOTHSEX,29.8
2014,Greece,PD,MALE,50.43
2014,Greece,PWD,FEMALE,34.54
2014,Greece,PWD,BOTHSEX,29.14
2014,Greece,_T,FEMALE,35.01
2014,Greece,_T,BOTHSEX,29.77
2014,Greece,PWD,MALE,24.91
2014,Greece,_T,MALE,25.66
2009,Poland,PWD,MALE,8.21
2009,Poland,_T,BOTHSEX,8.94
2010,Poland,_T,MALE,10.32
2010,Poland,PD,BOTHSEX,17.16
2010,Poland,_T,BOTHSEX,10.74
2010,Poland,PWD,MALE,10.18
2010,Poland,_T,FEMALE,11.22
2010,Poland,PD,MALE,16.88
2010,Poland,PWD,BOTHSEX,10.62
2014,Greece,PD,BOTHSEX,50.58
2014,Greece,PD,FEMALE,50.78
2015,Greece,_T,MALE,23.87
2015,Greece,_T,FEMALE,32.23
2015,Greece,PD,BOTHSEX,44.36
2015,Greece,PD,MALE,38.83
2015,Greece,PWD,MALE,23.41
2015,Greece,PWD,FEMALE,31.59
2015,Greece,_T,BOTHSEX,27.58
2015,Greece,PD,FEMALE,50.29
2015,Greece,PWD,BOTHSEX,27.03
2016,Greece,PD,BOTHSEX,39.51
2016,Greece,_T,BOTHSEX,25.9
2016,Greece,PD,MALE,37.39
2016,Greece,PWD,BOTHSEX,25.46
2016,Greece,PD,FEMALE,41.73
2016,Greece,_T,FEMALE,29.89
2016,Greece,PWD,FEMALE,29.47
2010,Poland,PD,FEMALE,17.58
2010,Poland,PWD,FEMALE,11.12
2011,Poland,PD,BOTHSEX,18.01
2011,Poland,PD,FEMALE,17.92
2011,Poland,PWD,MALE,10.41
2011,Poland,PD,MALE,18.07
2011,Poland,_T,BOTHSEX,11.77
2011,Poland,PWD,FEMALE,13.08
2011,Poland,PWD,BOTHSEX,11.67
2016,Greece,PWD,MALE,22.31
2016,Greece,_T,MALE,22.75
2017,Greece,_T,MALE,20.83
2017,Greece,PD,FEMALE,42.5
2017,Greece,_T,FEMALE,28.94
2017,Greece,PD,MALE,39.81
2017,Greece,PWD,BOTHSEX,23.93
2017,Greece,PWD,FEMALE,28.49
2017,Greece,PWD,MALE,20.28
2011,Poland,_T,FEMALE,13.15
2011,Poland,_T,MALE,10.55
2012,Poland,PWD,MALE,10.72
2012,Poland,_T,FEMALE,14.43
2012,Poland,PWD,FEMALE,14.22
2012,Poland,PD,FEMALE,26.57
2012,Poland,_T,BOTHSEX,12.59
2012,Poland,_T,MALE,10.97
2012,Poland,PD,MALE,23.83
2017,Greece,_T,BOTHSEX,24.44
2017,Greece,PD,BOTHSEX,41.11
2018,Greece,_T,BOTHSEX,22.93
2018,Greece,PD,MALE,36.98
2018,Greece,_T,FEMALE,27.3
2018,Greece,PWD,BOTHSEX,22.54
2018,Greece,_T,MALE,19.45
2018,Greece,PWD,MALE,19.02
2018,Greece,PD,FEMALE,40.31
2012,Poland,PWD,BOTHSEX,12.36
2012,Poland,PD,BOTHSEX,25.01
2013,Poland,PD,FEMALE,20.28
2013,Poland,PD,MALE,27.5
2013,Poland,_T,FEMALE,14.99
2013,Poland,PD,BOTHSEX,24.39
2013,Poland,_T,MALE,12.76
2013,Poland,_T,BOTHSEX,13.81
2013,Poland,PWD,MALE,12.44
2018,Greece,PWD,FEMALE,26.95
2018,Greece,PD,BOTHSEX,38.52
2019,Greece,PD,MALE,36.89
2019,Greece,PWD,BOTHSEX,20.1
2019,Greece,PD,FEMALE,41.16
2019,Greece,PWD,MALE,16.65
2019,Greece,_T,FEMALE,24.85
2019,Greece,PWD,FEMALE,24.46
2019,Greece,_T,MALE,17.07
2013,Poland,PWD,FEMALE,14.89
2013,Poland,PWD,BOTHSEX,13.6
2014,Poland,PWD,MALE,11.58
2014,Poland,_T,BOTHSEX,12.92
2014,Poland,_T,FEMALE,14.1
2014,Poland,PD,FEMALE,18.73
2014,Poland,_T,MALE,11.86
2014,Poland,PWD,FEMALE,14.03
2014,Poland,PWD,BOTHSEX,12.74
2019,Greece,PD,BOTHSEX,38.94
2019,Greece,_T,BOTHSEX,20.52
2020,Greece,_T,BOTHSEX,20.62
2020,Greece,PWD,BOTHSEX,20.4
2020,Greece,PD,MALE,26.86
2020,Greece,PWD,MALE,16.76
2020,Greece,PWD,FEMALE,25.03
2020,Greece,_T,MALE,17
2020,Greece,PD,FEMALE,34.97
2014,Poland,PD,BOTHSEX,23.67
2014,Poland,PD,MALE,27.1
2015,Poland,PD,MALE,26.24
2015,Poland,_T,MALE,9.75
2015,Poland,PD,BOTHSEX,28.38
2015,Poland,PWD,BOTHSEX,10.92
2015,Poland,_T,FEMALE,12.87
2015,Poland,PWD,FEMALE,12.55
2015,Poland,PWD,MALE,9.48
2020,Greece,_T,FEMALE,25.24
2020,Greece,PD,BOTHSEX,30.25
2021,Greece,_T,FEMALE,24.92
2021,Greece,PD,MALE,32.38
2021,Greece,PWD,FEMALE,24.57
2021,Greece,_T,BOTHSEX,20.02
2021,Greece,PD,FEMALE,36.51
2021,Greece,PD,BOTHSEX,34.51
2021,Greece,PWD,BOTHSEX,19.64
2021,Greece,_T,MALE,16.06
2021,Greece,PWD,MALE,15.69
2005,Hungary,_T,BOTHSEX,11.42
2005,Hungary,PD,FEMALE,27.17
2005,Hungary,PWD,BOTHSEX,10.97
2005,Hungary,PWD,MALE,11.05
2005,Hungary,PWD,FEMALE,10.88
2005,Hungary,PD,MALE,18.56
2005,Hungary,_T,FEMALE,11.5
2015,Poland,PD,FEMALE,30.55
2015,Poland,_T,BOTHSEX,11.22
2016,Poland,PWD,FEMALE,11.41
2016,Poland,PWD,BOTHSEX,9.83
