Year,GeoAreaName,Age,Sex,Type of occupation,Value
2006,Greece,,BOTHSEX,isco88-1,19.25
2006,Greece,,BOTHSEX,isco88-X,8.47
2006,Greece,,BOTHSEX,isco88-9,6.42
2006,Greece,,BOTHSEX,isco88-7,9.49
2006,Greece,,MALE,_T,10.44
2006,Greece,,FEMALE,isco88-X,7.45
2006,Greece,,FEMALE,isco88-2,13.3
2017,Finland,,BOTHSEX,isco08-6,12.82
2017,Finland,,BOTHSEX,_T,19.77
2017,Finland,,BOTHSEX,isco08-5,14.81
2017,Finland,,BOTHSEX,isco08-4,16.35
2017,Finland,,BOTHSEX,isco08-3,20.41
2017,Finland,,BOTHSEX,isco08-0,26.83
2006,Greece,,BOTHSEX,isco88-3,9.82
2006,Greece,,BOTHSEX,isco88-4,8.13
2006,Greece,,BOTHSEX,isco88-2,15.01
2010,Greece,,BOTHSEX,isco08-9,7.37
2010,Greece,,FEMALE,isco08-1,15.77
2010,Greece,,BOTHSEX,isco08-8,10.04
2010,Greece,,FEMALE,isco08-7,8.01
2010,Greece,,MALE,isco08-4,10.3
2010,Greece,,MALE,isco08-3,12.32
2010,Greece,,BOTHSEX,_T,10.97
2010,Greece,,BOTHSEX,isco08-6,7.42
2010,Greece,,BOTHSEX,isco08-2,14.85
2010,Greece,,MALE,isco08-9,7.7
2010,Greece,,FEMALE,isco08-9,7.01
2010,Greece,,FEMALE,isco08-8,8.07
2010,Greece,,FEMALE,isco08-5,7.25
2010,Greece,,MALE,_T,11.81
2010,Greece,,MALE,isco08-8,10.18
2008,Bosnia and Herzegovina,,MALE,isco88-8,3.05
2008,Bosnia and Herzegovina,,MALE,isco88-X,2.61
2008,Bosnia and Herzegovina,,MALE,isco88-9,2.8
2008,Bosnia and Herzegovina,,BOTHSEX,isco88-X,2.56
2008,Bosnia and Herzegovina,,BOTHSEX,isco88-7,2.99
2008,Bosnia and Herzegovina,,BOTHSEX,isco88-5,2.69
2008,Bosnia and Herzegovina,,FEMALE,_T,3.44
2008,Bosnia and Herzegovina,,MALE,isco88-1,5.82
2010,Greece,,BOTHSEX,isco08-1,19.13
2010,Greece,,FEMALE,_T,10.03
2010,Greece,,FEMALE,isco08-2,13.84
2010,Greece,,FEMALE,isco08-3,9.82
2010,Greece,,BOTHSEX,isco08-4,9.48
2010,Greece,,BOTHSEX,isco08-3,11
2002,Albania,,BOTHSEX,isco88-5,86.07
2002,Albania,,BOTHSEX,isco88-6,181.69
2002,Albania,,BOTHSEX,isco88-7,130.8
2002,Albania,,BOTHSEX,isco88-8,129.71
2002,Albania,,BOTHSEX,isco88-9,91.92
2012,Albania,,MALE,isco08-0,2070.2
2012,Albania,,MALE,isco08-1,4923.97
2012,Albania,,MALE,_T,2409.22
2012,Albania,,FEMALE,isco08-0,1586.61
2010,Greece,,BOTHSEX,isco08-5,7.68
2010,Greece,,BOTHSEX,isco08-7,10.61
2010,Greece,,MALE,isco08-7,10.9
2010,Greece,,MALE,isco08-1,20.82
2010,Greece,,MALE,isco08-5,8.36
2010,Greece,,FEMALE,isco08-4,8.9
2017,Finland,,MALE,isco08-0,26.97
2017,Finland,,MALE,_T,21.73
2017,Finland,,MALE,isco08-6,13.21
2017,Finland,,MALE,isco08-8,18.49
2017,Finland,,MALE,isco08-4,16.72
2017,Finland,,MALE,isco08-3,22.81
2010,Greece,,MALE,isco08-2,16.03
2014,Greece,,FEMALE,isco08-6,5.86
2014,Greece,,MALE,isco08-5,6.93
2014,Greece,,MALE,isco08-6,6.81
2014,Greece,,MALE,isco08-4,9.05
2014,Greece,,MALE,isco08-7,9.16
2014,Greece,,MALE,isco08-8,8.77
2014,Greece,,BOTHSEX,isco08-4,8.43
2014,Greece,,BOTHSEX,isco08-8,8.64
2014,Greece,,BOTHSEX,isco08-9,5.98
2014,Greece,,FEMALE,isco08-3,9.51
2014,Greece,,FEMALE,isco08-2,12.1
2014,Greece,,FEMALE,isco08-1,16.28
2014,Greece,,FEMALE,isco08-9,5.57
2014,Greece,,FEMALE,isco08-8,6.77
2014,Greece,,MALE,isco08-9,6.31
2014,Greece,,MALE,isco08-2,13.85
2014,Greece,,FEMALE,isco08-7,6.72
2017,Finland,,FEMALE,isco08-0,23.2
2017,Finland,,FEMALE,isco08-1,34.54
2017,Finland,,BOTHSEX,isco08-7,17.55
2017,Finland,,BOTHSEX,isco08-X,16
2017,Finland,,MALE,isco08-X,17.29
2017,Finland,,BOTHSEX,isco08-1,39.1
2014,Greece,,FEMALE,isco08-4,8
2014,Greece,,MALE,isco08-1,20.18
2014,Greece,,MALE,_T,10.07
2014,Greece,,MALE,isco08-3,11.26
2014,Greece,,FEMALE,isco08-5,6.23
2014,Greece,,BOTHSEX,isco08-7,8.99
2014,Greece,,BOTHSEX,isco08-6,6.72
2014,Greece,,BOTHSEX,isco08-5,6.52
2014,Greece,,BOTHSEX,isco08-3,10.45
2014,Greece,,FEMALE,_T,8.81
2014,Greece,,BOTHSEX,isco08-1,18.8
2014,Greece,,BOTHSEX,isco08-2,12.89
2014,Greece,,BOTHSEX,_T,9.48
2015,Greece,,BOTHSEX,_T,5.59
2015,Greece,,BOTHSEX,isco08-5,4.42
2015,Greece,,BOTHSEX,isco08-2,8.06
2015,Greece,,BOTHSEX,isco08-1,7.89
2015,Greece,,FEMALE,isco08-1,7.58
2015,Greece,,FEMALE,isco08-2,8.1
2015,Greece,,BOTHSEX,isco08-9,4.3
2015,Greece,,FEMALE,_T,5.45
2015,Greece,,FEMALE,isco08-8,4.69
2015,Greece,,FEMALE,isco08-5,4.12
2015,Greece,,MALE,_T,5.71
2015,Greece,,MALE,isco08-3,6.57
2015,Greece,,MALE,isco08-1,8.01
2015,Greece,,MALE,isco08-8,5.16
2015,Greece,,MALE,isco08-7,5.07
2015,Greece,,FEMALE,isco08-6,3.59
2015,Greece,,BOTHSEX,isco08-8,5.12
2017,Finland,,BOTHSEX,isco08-2,26.41
2017,Finland,,MALE,isco08-2,28.91
2017,Finland,,FEMALE,isco08-2,24.43
2017,Finland,,FEMALE,isco08-4,16.23
2017,Finland,,FEMALE,isco08-6,12.45
2017,Finland,,MALE,isco08-7,17.73
2015,Greece,,BOTHSEX,isco08-7,4.94
2015,Greece,,BOTHSEX,isco08-X,6.14
2015,Greece,,BOTHSEX,isco08-4,5.43
2015,Greece,,BOTHSEX,isco08-3,6.01
2015,Greece,,BOTHSEX,isco08-6,4.05
2015,Greece,,MALE,isco08-9,4.53
2015,Greece,,MALE,isco08-X,6.2
2015,Greece,,FEMALE,isco08-X,5.78
2015,Greece,,FEMALE,isco08-9,4.11
2015,Greece,,MALE,isco08-6,4.12
2015,Greece,,MALE,isco08-5,4.73
2015,Greece,,MALE,isco08-4,5.73
2015,Greece,,FEMALE,isco08-7,3.99
2015,Greece,,FEMALE,isco08-4,5.22
2015,Greece,,MALE,isco08-2,8
2015,Greece,,FEMALE,isco08-3,5.54
2016,Greece,,FEMALE,isco08-3,5.52
2016,Greece,,MALE,isco08-2,7.91
2017,Finland,,MALE,isco08-9,14.85
2017,Finland,,FEMALE,isco08-7,15.59
2017,Finland,,FEMALE,isco08-8,15.77
2017,Finland,,FEMALE,isco08-X,15.53
2020,Finland,,MALE,isco08-9,14.84
2020,Finland,,MALE,isco08-3,23.27
2016,Greece,,FEMALE,isco08-4,5.22
2016,Greece,,MALE,isco08-3,6.63
2016,Greece,,MALE,_T,5.67
2016,Greece,,FEMALE,isco08-5,4.06
2016,Greece,,FEMALE,isco08-8,4.33
2016,Greece,,FEMALE,isco08-X,6.04
2016,Greece,,FEMALE,isco08-9,3.96
2016,Greece,,MALE,isco08-X,6.23
2016,Greece,,MALE,isco08-9,4.26
2020,Finland,,MALE,isco08-7,17.93
2020,Finland,,MALE,isco08-8,18.24
2020,Finland,,MALE,_T,22.22
2020,Finland,,MALE,isco08-6,14.31
2020,Finland,,MALE,isco08-X,18.21
2020,Finland,,BOTHSEX,isco08-0,27.54
2016,Greece,,BOTHSEX,isco08-6,3.8
2016,Greece,,BOTHSEX,isco08-3,6.05
2016,Greece,,BOTHSEX,isco08-1,8.78
2016,Greece,,BOTHSEX,isco08-2,7.87
2016,Greece,,BOTHSEX,_T,5.56
2016,Greece,,BOTHSEX,isco08-5,4.36
2016,Greece,,FEMALE,isco08-7,4.01
2016,Greece,,MALE,isco08-4,5.58
2016,Greece,,MALE,isco08-6,3.83
2020,Finland,,BOTHSEX,isco08-3,20.69
2020,Finland,,BOTHSEX,isco08-4,16.98
2020,Finland,,BOTHSEX,_T,20.39
2020,Finland,,BOTHSEX,isco08-5,15.5
2020,Finland,,FEMALE,isco08-9,12.78
2020,Finland,,MALE,isco08-5,16.56
2016,Greece,,MALE,isco08-5,4.66
2016,Greece,,FEMALE,isco08-6,3.64
2016,Greece,,MALE,isco08-7,4.96
2016,Greece,,MALE,isco08-8,5.16
2016,Greece,,MALE,isco08-1,8.81
2016,Greece,,BOTHSEX,isco08-4,5.37
2016,Greece,,BOTHSEX,isco08-X,6.2
2016,Greece,,FEMALE,_T,5.42
2016,Greece,,FEMALE,isco08-2,7.83
2020,Finland,,MALE,isco08-4,17.6
2020,Finland,,MALE,isco08-1,43.54
2020,Finland,,FEMALE,_T,18.81
2020,Finland,,BOTHSEX,isco08-9,13.62
2020,Finland,,BOTHSEX,isco08-X,17.77
2020,Finland,,FEMALE,isco08-8,15.82
2016,Greece,,BOTHSEX,isco08-9,4.1
2016,Greece,,BOTHSEX,isco08-8,5.11
2016,Greece,,BOTHSEX,isco08-7,4.85
2016,Greece,,FEMALE,isco08-1,8.68
2017,Greece,,BOTHSEX,isco08-8,4.84
2017,Greece,,FEMALE,isco08-2,8.05
2017,Greece,,FEMALE,_T,5.55
2017,Greece,,BOTHSEX,isco08-X,6.36
2017,Greece,,BOTHSEX,isco08-9,4.04
2017,Greece,,BOTHSEX,isco08-4,5.41
2017,Greece,,BOTHSEX,isco08-3,6.22
2017,Greece,,BOTHSEX,isco08-6,4.3
2017,Greece,,MALE,isco08-8,4.87
2017,Greece,,MALE,isco08-7,4.88
2017,Greece,,FEMALE,isco08-6,3.89
2017,Greece,,MALE,isco08-5,4.7
2017,Greece,,MALE,isco08-4,5.48
2017,Greece,,MALE,isco08-6,4.38
2020,Finland,,FEMALE,isco08-3,18.93
2020,Finland,,FEMALE,isco08-X,17.26
2020,Finland,,FEMALE,isco08-7,15.59
2020,Finland,,FEMALE,isco08-6,14
2020,Finland,,FEMALE,isco08-2,25.09
2020,Finland,,FEMALE,isco08-4,16.74
2017,Greece,,FEMALE,isco08-7,4.24
2017,Greece,,FEMALE,isco08-3,5.73
2017,Greece,,BOTHSEX,isco08-5,4.4
2017,Greece,,BOTHSEX,isco08-2,8.1
2017,Greece,,BOTHSEX,isco08-1,9.35
2017,Greece,,BOTHSEX,_T,5.62
2017,Greece,,FEMALE,isco08-1,9.5
2017,Greece,,BOTHSEX,isco08-7,4.82
2017,Greece,,MALE,isco08-9,4.22
2020,Finland,,FEMALE,isco08-5,15.11
2020,Finland,,MALE,isco08-2,29.2
2020,Finland,,MALE,isco08-0,27.72
2020,Finland,,BOTHSEX,isco08-2,26.96
2020,Finland,,BOTHSEX,isco08-1,40.39
2020,Finland,,BOTHSEX,isco08-6,14.17
2017,Greece,,MALE,isco08-X,6.37
2017,Greece,,FEMALE,isco08-9,3.87
2017,Greece,,FEMALE,isco08-8,4.35
2017,Greece,,FEMALE,isco08-X,6.29
2017,Greece,,FEMALE,isco08-5,4.1
2017,Greece,,FEMALE,isco08-4,5.36
2017,Greece,,MALE,_T,5.69
2017,Greece,,MALE,isco08-3,6.77
2017,Greece,,MALE,isco08-1,9.27
2017,Greece,,MALE,isco08-2,8.16
2018,Greece,,MALE,isco08-2,8.36
2018,Greece,,FEMALE,isco08-3,5.78
2018,Greece,,FEMALE,isco08-5,4.19
2018,Greece,,FEMALE,isco08-7,4.23
2018,Greece,,MALE,isco08-4,5.6
2018,Greece,,MALE,isco08-5,4.81
2018,Greece,,FEMALE,isco08-6,3.62
2018,Greece,,MALE,isco08-7,4.87
2020,Finland,,BOTHSEX,isco08-7,17.73
2020,Finland,,FEMALE,isco08-0,23.75
2020,Finland,,FEMALE,isco08-1,35.34
2020,Finland,,BOTHSEX,isco08-8,17.8
2021,Finland,,MALE,isco08-X,17.57
2021,Finland,,BOTHSEX,isco08-1,46.06
2018,Greece,,MALE,isco08-8,4.96
2018,Greece,,MALE,isco08-X,6.49
2018,Greece,,MALE,isco08-9,4.33
2018,Greece,,BOTHSEX,isco08-6,4.07
2018,Greece,,BOTHSEX,isco08-3,6.1
2018,Greece,,BOTHSEX,isco08-4,5.38
2018,Greece,,BOTHSEX,isco08-7,4.81
2018,Greece,,BOTHSEX,isco08-X,6.5
2018,Greece,,BOTHSEX,isco08-9,4.17
2021,Finland,,BOTHSEX,isco08-2,27.76
2021,Finland,,MALE,isco08-9,15.01
2021,Finland,,FEMALE,isco08-7,15.84
2021,Finland,,FEMALE,isco08-9,12.87
2021,Finland,,FEMALE,_T,19.34
2021,Finland,,FEMALE,isco08-1,38.86
2018,Greece,,FEMALE,_T,5.51
2018,Greece,,FEMALE,isco08-2,7.82
2018,Greece,,MALE,isco08-6,4.16
2018,Greece,,MALE,isco08-1,8.84
2018,Greece,,MALE,_T,5.73
2018,Greece,,MALE,isco08-3,6.46
2018,Greece,,FEMALE,isco08-4,5.23
2018,Greece,,FEMALE,isco08-X,6.62
2018,Greece,,FEMALE,isco08-9,4.02
2008,Bosnia and Herzegovina,,FEMALE,isco88-3,3.75
2008,Bosnia and Herzegovina,,BOTHSEX,isco88-6,2.85
2008,Bosnia and Herzegovina,,BOTHSEX,isco88-8,2.95
2008,Bosnia and Herzegovina,,BOTHSEX,isco88-9,2.6
2008,Bosnia and Herzegovina,,MALE,_T,3.69
2009,Bosnia and Herzegovina,,MALE,_T,3.93
2009,Bosnia and Herzegovina,,FEMALE,isco88-6,1.7
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-8,3.44
2018,Greece,,FEMALE,isco08-8,4.32
2018,Greece,,FEMALE,isco08-1,8.58
2018,Greece,,BOTHSEX,isco08-8,4.9
2018,Greece,,BOTHSEX,_T,5.63
2018,Greece,,BOTHSEX,isco08-1,8.75
2018,Greece,,BOTHSEX,isco08-5,4.5
2018,Greece,,BOTHSEX,isco08-2,8.07
2019,Greece,,BOTHSEX,isco08-5,4.42
2019,Greece,,BOTHSEX,isco08-1,8.66
2009,Bosnia and Herzegovina,,FEMALE,isco88-8,2.08
2009,Bosnia and Herzegovina,,MALE,isco88-0,5.21
2009,Bosnia and Herzegovina,,FEMALE,_T,3.92
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-5,2.86
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-7,3.54
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-X,2.63
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-9,3.26
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-6,2.8
2021,Finland,,FEMALE,isco08-0,24.25
2021,Finland,,BOTHSEX,isco08-7,18.15
2021,Finland,,BOTHSEX,isco08-6,14.55
2021,Finland,,BOTHSEX,isco08-X,17.29
2021,Finland,,MALE,isco08-5,16.69
2021,Finland,,FEMALE,isco08-5,15.34
2019,Greece,,BOTHSEX,isco08-2,8.59
2019,Greece,,BOTHSEX,isco08-6,4.58
2019,Greece,,MALE,isco08-9,4.56
2019,Greece,,MALE,isco08-X,6.75
2019,Greece,,FEMALE,isco08-8,4.4
2019,Greece,,FEMALE,isco08-9,4.08
2019,Greece,,FEMALE,isco08-X,7.02
2019,Greece,,FEMALE,isco08-4,5.17
2019,Greece,,FEMALE,isco08-5,4.12
2021,Finland,,FEMALE,isco08-4,17.16
2021,Finland,,FEMALE,isco08-6,14.35
2021,Finland,,FEMALE,isco08-2,25.82
2021,Finland,,MALE,_T,23.26
2021,Finland,,BOTHSEX,isco08-8,18.13
2021,Finland,,BOTHSEX,isco08-5,15.69
2021,Finland,,BOTHSEX,isco08-9,13.68
2021,Finland,,BOTHSEX,_T,21.14
2021,Finland,,BOTHSEX,isco08-4,17.4
2021,Finland,,BOTHSEX,isco08-0,28.27
2021,Finland,,BOTHSEX,isco08-3,21.11
2021,Finland,,MALE,isco08-2,30.08
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-4,3.87
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-3,4.18
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-2,6.58
2009,Bosnia and Herzegovina,,BOTHSEX,_T,3.93
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-1,6.33
2009,Bosnia and Herzegovina,,BOTHSEX,isco88-0,5.21
2009,Bosnia and Herzegovina,,FEMALE,isco88-3,4.23
2009,Bosnia and Herzegovina,,FEMALE,isco88-1,5.14
2019,Greece,,FEMALE,isco08-3,5.72
2019,Greece,,MALE,isco08-2,8.83
2019,Greece,,BOTHSEX,_T,5.73
2019,Greece,,BOTHSEX,isco08-8,4.88
2019,Greece,,FEMALE,isco08-1,7.99
2019,Greece,,FEMALE,isco08-2,8.38
2019,Greece,,FEMALE,_T,5.57
2019,Greece,,BOTHSEX,isco08-9,4.31
2019,Greece,,BOTHSEX,isco08-7,4.95
2021,Finland,,MALE,isco08-1,50.12
2021,Finland,,MALE,isco08-0,28.48
2021,Finland,,MALE,isco08-4,18.04
2021,Finland,,MALE,isco08-8,18.63
2021,Finland,,MALE,isco08-6,14.72
2021,Finland,,MALE,isco08-7,18.41
2019,Greece,,BOTHSEX,isco08-X,6.78
2019,Greece,,BOTHSEX,isco08-4,5.29
2019,Greece,,BOTHSEX,isco08-3,6.17
2019,Greece,,MALE,isco08-3,6.67
2019,Greece,,MALE,isco08-1,8.97
2019,Greece,,MALE,_T,5.87
2019,Greece,,MALE,isco08-4,5.48
2019,Greece,,MALE,isco08-7,5.05
2019,Greece,,MALE,isco08-8,4.93
2021,Finland,,MALE,isco08-3,23.58
2021,Finland,,FEMALE,isco08-8,16.02
2021,Finland,,FEMALE,isco08-X,16.97
2021,Finland,,FEMALE,isco08-3,19.42
2002,France,,MALE,isco88-1,29.96
2002,France,,MALE,isco88-2,26.21
2019,Greece,,MALE,isco08-6,4.68
2019,Greece,,FEMALE,isco08-6,3.77
2019,Greece,,MALE,isco08-5,4.74
2019,Greece,,FEMALE,isco08-7,4.05
2020,Greece,,FEMALE,isco08-6,3.29
2020,Greece,,MALE,isco08-4,5.74
2020,Greece,,MALE,isco08-6,4.13
2020,Greece,,MALE,_T,6.06
2020,Greece,,MALE,isco08-7,5.28
2002,France,,MALE,isco88-5,11.05
2002,France,,MALE,isco88-3,15.11
2002,France,,MALE,isco88-4,11.86
2002,France,,BOTHSEX,isco88-9,9.94
2002,France,,BOTHSEX,isco88-8,11.58
2002,France,,BOTHSEX,isco88-1,27.73
2020,Greece,,MALE,isco08-3,6.79
2020,Greece,,MALE,isco08-1,8.3
2020,Greece,,FEMALE,isco08-4,5.45
2020,Greece,,FEMALE,isco08-X,6.98
2020,Greece,,FEMALE,isco08-9,4.22
2020,Greece,,BOTHSEX,isco08-7,5.19
2020,Greece,,BOTHSEX,isco08-9,4.33
2020,Greece,,BOTHSEX,isco08-X,7.14
2020,Greece,,FEMALE,_T,5.85
2002,France,,BOTHSEX,isco88-4,11.23
2002,France,,MALE,isco88-7,11.74
2002,France,,FEMALE,isco88-2,22.38
2002,France,,FEMALE,isco88-1,23.14
2002,France,,FEMALE,isco88-X,9.48
2002,France,,MALE,_T,15.31
2002,France,,FEMALE,isco88-5,10.29
2002,France,,FEMALE,isco88-9,9.35
2002,France,,FEMALE,isco88-3,13.68
2002,France,,FEMALE,isco88-4,10.95
2002,France,,BOTHSEX,isco88-2,25.5
2002,France,,BOTHSEX,isco88-3,14.53
2002,France,,BOTHSEX,isco88-X,11.55
2002,France,,FEMALE,isco88-8,11.41
2002,France,,FEMALE,isco88-7,10.17
2002,France,,BOTHSEX,isco88-7,11.62
2002,France,,BOTHSEX,isco88-5,10.64
2002,France,,BOTHSEX,_T,14.41
2020,Greece,,FEMALE,isco08-2,8.7
2020,Greece,,FEMALE,isco08-1,9.55
2020,Greece,,BOTHSEX,isco08-8,5.04
2020,Greece,,BOTHSEX,_T,5.97
2020,Greece,,BOTHSEX,isco08-1,8.7
2020,Greece,,BOTHSEX,isco08-5,4.55
2020,Greece,,MALE,isco08-2,9.15
2020,Greece,,FEMALE,isco08-3,5.8
2020,Greece,,FEMALE,isco08-5,4.2
2002,France,,FEMALE,_T,12.77
2002,France,,MALE,isco88-9,10.37
2002,France,,MALE,isco88-8,11.64
2002,France,,MALE,isco88-X,12.87
2005,France,,BOTHSEX,isco88-7,9.31
2005,France,,BOTHSEX,isco88-5,7.86
2005,France,,FEMALE,isco88-8,8.19
2005,France,,MALE,isco88-8,9.76
2005,France,,MALE,isco88-7,9.34
2005,France,,MALE,isco88-9,8.43
2005,France,,FEMALE,_T,10.3
2005,France,,BOTHSEX,isco88-2,17.26
2005,France,,BOTHSEX,isco88-4,9.71
2005,France,,BOTHSEX,isco88-0,11.25
2005,France,,BOTHSEX,isco88-3,11.99
2005,France,,BOTHSEX,_T,10.97
2012,Albania,,FEMALE,isco08-1,3570.57
2012,Albania,,FEMALE,isco08-2,2794.38
2012,Albania,,FEMALE,isco08-3,2034.21
2012,Albania,,MALE,isco08-2,3282.48
2012,Albania,,BOTHSEX,isco08-0,2019.73
2012,Albania,,BOTHSEX,isco08-1,4564.08
2012,Albania,,BOTHSEX,isco08-2,2979.64
2012,Albania,,BOTHSEX,_T,2262.15
2012,Albania,,MALE,isco08-6,1805.99
2005,France,,FEMALE,isco88-7,8.97
2005,France,,FEMALE,isco88-6,7.03
2005,France,,BOTHSEX,isco88-6,7.43
2005,France,,FEMALE,isco88-3,11.9
2005,France,,FEMALE,isco88-4,9.58
2005,France,,FEMALE,isco88-5,7.63
2005,France,,MALE,_T,11.58
2005,France,,FEMALE,isco88-9,7.39
2005,France,,FEMALE,isco88-1,15.62
2009,Bosnia and Herzegovina,,FEMALE,isco88-2,7.02
2009,Bosnia and Herzegovina,,MALE,isco88-1,6.83
2009,Bosnia and Herzegovina,,FEMALE,isco88-5,2.55
2009,Bosnia and Herzegovina,,FEMALE,isco88-7,2.45
2009,Bosnia and Herzegovina,,FEMALE,isco88-X,2.39
2009,Bosnia and Herzegovina,,FEMALE,isco88-9,3.44
2009,Bosnia and Herzegovina,,FEMALE,isco88-4,3.74
2009,Bosnia and Herzegovina,,MALE,isco88-9,3.17
2005,France,,FEMALE,isco88-2,16.36
2005,France,,FEMALE,isco88-0,10.19
2005,France,,BOTHSEX,isco88-1,17.18
2005,France,,BOTHSEX,isco88-8,9.45
2005,France,,BOTHSEX,isco88-9,7.79
2005,France,,MALE,isco88-3,12.08
2005,France,,MALE,isco88-5,8.44
2005,France,,MALE,isco88-2,17.93
2005,France,,MALE,isco88-4,10.11
2020,Greece,,FEMALE,isco08-7,4.42
2020,Greece,,MALE,isco08-5,4.91
2020,Greece,,FEMALE,isco08-8,4.51
2020,Greece,,MALE,isco08-8,5.08
2020,Greece,,MALE,isco08-X,7.16
2020,Greece,,MALE,isco08-9,4.45
2020,Greece,,BOTHSEX,isco08-6,3.97
2020,Greece,,BOTHSEX,isco08-3,6.2
2020,Greece,,BOTHSEX,isco08-2,8.91
2005,France,,MALE,isco88-6,7.55
2005,France,,MALE,isco88-1,18.15
2005,France,,MALE,isco88-0,11.38
2006,France,,MALE,isco88-3,12.35
2006,France,,BOTHSEX,isco88-9,8.13
2006,France,,BOTHSEX,isco88-7,9.59
2006,France,,BOTHSEX,isco88-8,9.51
2006,France,,BOTHSEX,isco88-4,9.82
2006,France,,BOTHSEX,isco88-1,18.33
2009,Bosnia and Herzegovina,,MALE,isco88-8,3.57
2009,Bosnia and Herzegovina,,MALE,isco88-7,3.72
2009,Bosnia and Herzegovina,,MALE,isco88-3,4.13
2009,Bosnia and Herzegovina,,MALE,isco88-X,2.74
2009,Bosnia and Herzegovina,,MALE,isco88-4,4.06
2009,Bosnia and Herzegovina,,MALE,isco88-2,6.11
2009,Bosnia and Herzegovina,,MALE,isco88-6,3.06
2009,Bosnia and Herzegovina,,MALE,isco88-5,3.16
2006,France,,BOTHSEX,isco88-3,12.27
2006,France,,BOTHSEX,isco88-0,11.14
2006,France,,BOTHSEX,isco88-2,17.35
2006,France,,FEMALE,_T,10.55
2006,France,,FEMALE,isco88-5,7.79
2006,France,,FEMALE,isco88-4,9.58
2006,France,,FEMALE,isco88-8,8.59
2006,France,,FEMALE,isco88-3,12.19
2006,France,,BOTHSEX,isco88-6,7.26
2006,France,,FEMALE,isco88-6,7.08
2006,France,,FEMALE,isco88-7,8.51
2006,France,,BOTHSEX,isco88-5,8.07
2006,France,,BOTHSEX,_T,11.24
2006,France,,MALE,isco88-1,19.68
2006,France,,MALE,isco88-6,7.3
2006,France,,MALE,isco88-0,11.43
2006,France,,MALE,isco88-4,10.53
2006,France,,MALE,isco88-2,17.66
2006,France,,MALE,isco88-5,8.74
2006,France,,MALE,isco88-9,8.85
2006,France,,MALE,isco88-8,9.75
2006,France,,MALE,isco88-7,9.67
2006,France,,FEMALE,isco88-2,16.94
2006,France,,FEMALE,isco88-0,8.67
2006,France,,FEMALE,isco88-1,16.18
2006,France,,FEMALE,isco88-9,7.72
2006,France,,MALE,_T,11.86
2007,France,,FEMALE,isco88-7,9.24
2007,France,,FEMALE,isco88-6,7.36
2007,France,,BOTHSEX,isco88-6,7.62
2007,France,,FEMALE,isco88-3,12.16
2007,France,,FEMALE,isco88-5,8.18
2007,France,,FEMALE,isco88-4,10.61
2007,France,,MALE,_T,12.14
2007,France,,FEMALE,isco88-9,8.3
2007,France,,BOTHSEX,isco88-3,12.55
2007,France,,BOTHSEX,isco88-1,17.73
2007,France,,BOTHSEX,isco88-0,11.4
2007,France,,BOTHSEX,isco88-7,9.73
2007,France,,BOTHSEX,isco88-9,8.49
2007,France,,MALE,isco88-3,12.97
2007,France,,MALE,isco88-1,18.44
2007,France,,MALE,isco88-2,18.23
2007,France,,BOTHSEX,isco88-5,8.41
2007,France,,BOTHSEX,isco88-4,10.59
2007,France,,FEMALE,isco88-8,9.45
2007,France,,FEMALE,isco88-1,16.57
2007,France,,FEMALE,isco88-0,9.9
2007,France,,FEMALE,isco88-2,17.28
2007,France,,MALE,isco88-7,9.77
2007,France,,MALE,isco88-9,8.82
2007,France,,MALE,isco88-8,10.22
2007,France,,FEMALE,_T,11.06
2007,France,,BOTHSEX,isco88-2,17.82
2010,Bosnia and Herzegovina,,BOTHSEX,isco88-2,6.52
2010,Bosnia and Herzegovina,,BOTHSEX,isco88-4,3.65
2010,Bosnia and Herzegovina,,BOTHSEX,isco88-3,4.57
2010,Bosnia and Herzegovina,,BOTHSEX,isco88-0,4.98
2010,Bosnia and Herzegovina,,BOTHSEX,isco88-5,2.96
2010,Bosnia and Herzegovina,,FEMALE,_T,3.95
2010,Bosnia and Herzegovina,,MALE,isco88-0,4.98
2010,Bosnia and Herzegovina,,FEMALE,isco88-8,2.39
2007,France,,BOTHSEX,isco88-8,10.07
2007,France,,MALE,isco88-4,10.5
2007,France,,MALE,isco88-6,7.7
2007,France,,MALE,isco88-0,11.65
2007,France,,MALE,isco88-5,9.01
2007,France,,BOTHSEX,_T,11.62
2008,France,,BOTHSEX,_T,11.83
2008,France,,MALE,isco88-1,19.38
2008,France,,MALE,isco88-0,12.16
2012,Albania,,MALE,isco08-8,2129.31
2012,Albania,,FEMALE,_T,2004.52
2012,Albania,,BOTHSEX,isco08-5,1585.72
2012,Albania,,BOTHSEX,isco08-3,2789.98
2012,Albania,,BOTHSEX,isco08-4,2012.22
2012,Albania,,BOTHSEX,isco08-9,1814.67
