Year,GeoAreaName,Age,Sex,Type of occupation,Value
2016,Armenia,,FEMALE,isco08-9,357.22
2016,Armenia,,MALE,isco08-6,370.79
2016,Armenia,,MALE,isco08-5,539.07
2016,Armenia,,MALE,isco08-2,861.11
2016,Armenia,,MALE,isco08-9,430.56
2016,Armenia,,MALE,_T,647.84
2016,Armenia,,MALE,isco08-1,904.87
2016,Armenia,,FEMALE,isco08-8,388.13
2016,Armenia,,BOTHSEX,isco08-7,535.5
2016,Armenia,,BOTHSEX,isco08-5,455.58
2016,Armenia,,BOTHSEX,isco08-8,573.66
2016,Armenia,,BOTHSEX,isco08-6,372.38
2016,Armenia,,FEMALE,isco08-1,835.54
2016,Armenia,,FEMALE,isco08-6,375.7
2016,Armenia,,FEMALE,isco08-7,430.78
2016,Armenia,,FEMALE,isco08-5,365.23
2016,Armenia,,FEMALE,isco08-4,440.32
2016,Armenia,,FEMALE,isco08-3,467.03
2016,Armenia,,MALE,isco08-8,580.9
2016,Armenia,,MALE,isco08-7,575.67
2016,Armenia,,MALE,isco08-3,744.44
2016,Armenia,,BOTHSEX,_T,586.04
2016,Armenia,,BOTHSEX,isco08-3,582.82
2016,Armenia,,BOTHSEX,isco08-4,493.78
2016,Armenia,,BOTHSEX,isco08-2,754.7
2016,Armenia,,BOTHSEX,isco08-1,882.85
2016,Armenia,,MALE,isco08-4,577.89
2017,Armenia,,MALE,isco08-5,553.62
2017,Armenia,,MALE,isco08-8,594.59
2017,Armenia,,MALE,isco08-7,597.21
2017,Armenia,,MALE,isco08-6,401.27
2017,Armenia,,FEMALE,isco08-3,465.7
2017,Armenia,,FEMALE,isco08-4,461.56
2017,Armenia,,FEMALE,isco08-7,411.44
2017,Armenia,,FEMALE,isco08-6,399.17
2017,Armenia,,FEMALE,isco08-1,930.49
2017,Armenia,,BOTHSEX,isco08-6,400.43
2017,Armenia,,BOTHSEX,isco08-8,588.44
2017,Armenia,,BOTHSEX,isco08-5,477.13
2017,Armenia,,BOTHSEX,isco08-7,546.17
2017,Armenia,,FEMALE,isco08-8,492
2017,Armenia,,FEMALE,isco08-9,395.72
2002,Bulgaria,,MALE,isco88-3,1.09
2002,Bulgaria,,MALE,isco88-4,0.65
2002,Bulgaria,,MALE,isco88-5,0.51
2002,Bulgaria,,MALE,isco88-9,0.5
2002,Bulgaria,,BOTHSEX,isco88-3,0.93
2002,Bulgaria,,BOTHSEX,isco88-4,0.68
2002,Bulgaria,,BOTHSEX,isco88-8,0.77
2002,Bulgaria,,BOTHSEX,isco88-9,0.49
2017,Armenia,,MALE,isco08-1,884.29
2017,Armenia,,FEMALE,isco08-5,376.98
2017,Armenia,,BOTHSEX,isco08-1,899.67
2017,Armenia,,BOTHSEX,_T,592.76
2017,Armenia,,BOTHSEX,isco08-4,507.2
2017,Armenia,,MALE,_T,661.29
2017,Armenia,,MALE,isco08-4,605.36
2002,Bulgaria,,MALE,isco88-1,1.69
2002,Bulgaria,,MALE,isco88-2,1.26
2002,Bulgaria,,FEMALE,isco88-4,0.69
2002,Bulgaria,,FEMALE,isco88-5,0.45
2002,Bulgaria,,FEMALE,isco88-7,0.5
2002,Bulgaria,,FEMALE,isco88-3,0.85
2002,Bulgaria,,MALE,isco88-X,0.54
2002,Bulgaria,,BOTHSEX,_T,0.8
2017,Armenia,,MALE,isco08-9,469.84
2017,Armenia,,MALE,isco08-2,937.82
2017,Armenia,,MALE,isco08-3,751.8
2017,Armenia,,BOTHSEX,isco08-3,559.12
2017,Armenia,,BOTHSEX,isco08-2,769.63
2017,Armenia,,BOTHSEX,isco08-9,433.45
2017,Armenia,,FEMALE,isco08-2,675.51
2002,Bulgaria,,BOTHSEX,isco88-5,0.47
2002,Bulgaria,,BOTHSEX,isco88-7,0.75
2002,Bulgaria,,MALE,isco88-7,0.86
2002,Bulgaria,,MALE,isco88-8,0.83
2002,Bulgaria,,FEMALE,isco88-X,0.52
2002,Bulgaria,,MALE,_T,0.88
2002,Bulgaria,,FEMALE,isco88-9,0.48
2002,Bulgaria,,FEMALE,isco88-8,0.64
2017,Armenia,,FEMALE,_T,519.89
2018,Armenia,,MALE,_T,674.1
2018,Armenia,,MALE,isco08-1,928.18
2018,Armenia,,FEMALE,isco08-9,364.96
2018,Armenia,,FEMALE,isco08-8,397.33
2018,Armenia,,BOTHSEX,isco08-7,566.53
2018,Armenia,,BOTHSEX,isco08-5,509.61
2002,Albania,,MALE,isco88-3,151.35
2002,Albania,,MALE,isco88-4,90.9
2002,Albania,,MALE,isco88-5,97.67
2002,Albania,,MALE,isco88-2,164.73
2002,Albania,,MALE,isco88-7,139.01
2002,Albania,,MALE,isco88-8,141.12
2002,Albania,,MALE,isco88-9,100.93
2002,Albania,,FEMALE,isco88-5,67.89
2002,Albania,,FEMALE,isco88-6,125.98
2018,Croatia,,BOTHSEX,isco08-2,69
2018,Croatia,,BOTHSEX,isco08-3,52
2018,Croatia,,FEMALE,isco08-9,27
2018,Croatia,,MALE,isco08-1,106
2018,Croatia,,MALE,isco08-2,77
2018,Croatia,,MALE,isco08-9,34
2002,Bulgaria,,BOTHSEX,isco88-X,0.53
2002,Bulgaria,,BOTHSEX,isco88-2,1.07
2002,Bulgaria,,FEMALE,isco88-2,0.98
2002,Bulgaria,,FEMALE,isco88-1,1.41
2002,Bulgaria,,FEMALE,_T,0.72
2002,Bulgaria,,BOTHSEX,isco88-1,1.58
2006,Bulgaria,,BOTHSEX,isco88-7,1.02
2006,Bulgaria,,BOTHSEX,isco88-1,2.61
2006,Bulgaria,,FEMALE,isco88-4,0.96
2006,Bulgaria,,FEMALE,isco88-3,1.32
2006,Bulgaria,,FEMALE,isco88-9,0.66
2006,Bulgaria,,BOTHSEX,isco88-6,0.7
2006,Bulgaria,,BOTHSEX,isco88-5,0.69
2018,Croatia,,BOTHSEX,isco08-4,45
2018,Croatia,,BOTHSEX,isco08-6,32
2018,Croatia,,BOTHSEX,isco08-7,37
2018,Croatia,,BOTHSEX,isco08-5,35
2018,Croatia,,BOTHSEX,isco08-1,92
2018,Croatia,,BOTHSEX,isco08-8,39
2018,Croatia,,FEMALE,isco08-2,63
2018,Croatia,,FEMALE,isco08-3,48
2018,Croatia,,FEMALE,isco08-4,44
2018,Croatia,,FEMALE,isco08-5,32
2018,Croatia,,MALE,isco08-3,56
2018,Croatia,,MALE,isco08-4,47
2018,Armenia,,BOTHSEX,isco08-8,593.29
2018,Armenia,,BOTHSEX,isco08-6,443.61
2018,Armenia,,BOTHSEX,_T,615.11
2018,Armenia,,BOTHSEX,isco08-1,870.85
2018,Armenia,,BOTHSEX,isco08-4,554.86
2018,Armenia,,FEMALE,isco08-6,379.55
2018,Armenia,,FEMALE,isco08-5,427.86
2018,Croatia,,MALE,_T,50
2018,Croatia,,FEMALE,isco08-6,33
2018,Croatia,,FEMALE,_T,44
2018,Croatia,,FEMALE,isco08-1,75
2018,Croatia,,MALE,isco08-5,38
2018,Croatia,,MALE,isco08-6,32
2018,Croatia,,MALE,isco08-7,39
2018,Croatia,,MALE,isco08-8,40
2018,Croatia,,BOTHSEX,_T,47
2018,Croatia,,BOTHSEX,isco08-9,30
2018,Croatia,,FEMALE,isco08-7,28
2018,Croatia,,FEMALE,isco08-8,31
2006,Bulgaria,,BOTHSEX,isco88-9,0.66
2006,Bulgaria,,FEMALE,isco88-1,2.46
2006,Bulgaria,,FEMALE,isco88-2,1.56
2006,Bulgaria,,FEMALE,_T,1.04
2006,Bulgaria,,BOTHSEX,isco88-2,1.72
2006,Bulgaria,,BOTHSEX,isco88-8,1.01
2018,Armenia,,FEMALE,isco08-4,492.2
2018,Armenia,,FEMALE,isco08-3,498.78
2018,Armenia,,MALE,isco08-6,468.5
2018,Armenia,,MALE,isco08-7,621.39
2018,Armenia,,MALE,isco08-5,573.09
2018,Armenia,,FEMALE,isco08-1,771.98
2018,Armenia,,FEMALE,_T,547.38
2002,Cyprus,,BOTHSEX,_T,7.55
2002,Cyprus,,BOTHSEX,isco88-2,12.35
2002,Cyprus,,MALE,isco88-9,6.29
2002,Cyprus,,MALE,isco88-7,7.54
2002,Cyprus,,MALE,isco88-8,7.1
2002,Cyprus,,MALE,isco88-4,8.05
2002,Cyprus,,MALE,isco88-5,6.6
2006,Bulgaria,,BOTHSEX,isco88-4,0.97
2006,Bulgaria,,BOTHSEX,isco88-3,1.43
2006,Bulgaria,,BOTHSEX,_T,1.11
2006,Bulgaria,,FEMALE,isco88-7,0.76
2006,Bulgaria,,FEMALE,isco88-5,0.67
2006,Bulgaria,,FEMALE,isco88-6,0.72
2002,Cyprus,,FEMALE,isco88-7,5.04
2002,Cyprus,,FEMALE,isco88-8,4.11
2002,Cyprus,,BOTHSEX,isco88-X,6.43
2002,Cyprus,,FEMALE,_T,5.96
2002,Cyprus,,BOTHSEX,isco88-9,5.59
2002,Cyprus,,FEMALE,isco88-4,5.61
2002,Cyprus,,MALE,_T,8.69
2002,Cyprus,,FEMALE,isco88-9,4.81
2002,Cyprus,,BOTHSEX,isco88-3,9.57
2002,Cyprus,,BOTHSEX,isco88-4,6.24
2002,Cyprus,,BOTHSEX,isco88-1,19.26
2002,Cyprus,,MALE,isco88-1,19.55
2002,Cyprus,,MALE,isco88-2,13.13
2002,Cyprus,,MALE,isco88-3,10.97
2018,Armenia,,FEMALE,isco08-2,752.87
2018,Armenia,,BOTHSEX,isco08-9,426.28
2018,Armenia,,FEMALE,isco08-7,430.25
2018,Armenia,,BOTHSEX,isco08-3,596.9
2018,Armenia,,BOTHSEX,isco08-2,841.38
2018,Armenia,,MALE,isco08-3,751.65
2018,Armenia,,MALE,isco08-2,984.23
2006,Bulgaria,,FEMALE,isco88-8,0.86
2006,Bulgaria,,MALE,isco88-5,0.73
2006,Bulgaria,,MALE,isco88-6,0.68
2006,Bulgaria,,MALE,_T,1.19
2006,Bulgaria,,MALE,isco88-8,1.08
2006,Bulgaria,,MALE,isco88-7,1.14
2006,Bulgaria,,MALE,isco88-4,0.98
2006,Bulgaria,,MALE,isco88-9,0.66
2006,Bulgaria,,MALE,isco88-3,1.6
2006,Bulgaria,,MALE,isco88-2,2.05
2006,Bulgaria,,MALE,isco88-1,2.69
2010,Bulgaria,,MALE,isco08-7,1.96
2010,Bulgaria,,MALE,isco08-8,1.81
2010,Bulgaria,,MALE,isco08-9,1.24
2010,Bulgaria,,FEMALE,isco08-2,2.61
2010,Bulgaria,,FEMALE,isco08-1,4.41
2010,Bulgaria,,FEMALE,isco08-5,1.25
2010,Bulgaria,,FEMALE,isco08-4,1.79
2010,Bulgaria,,FEMALE,_T,1.89
2010,Bulgaria,,MALE,isco08-3,2.93
2010,Bulgaria,,BOTHSEX,isco08-8,1.68
2010,Bulgaria,,BOTHSEX,isco08-9,1.19
2010,Bulgaria,,BOTHSEX,isco08-5,1.25
2010,Bulgaria,,MALE,_T,2.18
2002,Cyprus,,MALE,isco88-X,6.43
2002,Cyprus,,BOTHSEX,isco88-5,5.74
2002,Cyprus,,FEMALE,isco88-5,4.83
2002,Cyprus,,BOTHSEX,isco88-7,7.38
2002,Cyprus,,BOTHSEX,isco88-8,6.51
2002,Cyprus,,FEMALE,isco88-3,8.36
2002,Cyprus,,FEMALE,isco88-2,10.14
2018,Armenia,,MALE,isco08-9,474.05
2018,Armenia,,MALE,isco08-8,606.4
2018,Armenia,,MALE,isco08-4,696.92
2019,Armenia,,MALE,isco08-4,781.42
2019,Armenia,,MALE,isco08-9,533.16
2019,Armenia,,BOTHSEX,isco08-1,1193.15
2019,Armenia,,BOTHSEX,_T,667.51
2002,Cyprus,,FEMALE,isco88-1,17.41
2006,Cyprus,,BOTHSEX,isco88-7,10.31
2006,Cyprus,,FEMALE,isco88-5,6.19
2006,Cyprus,,BOTHSEX,isco88-5,7.12
2006,Cyprus,,BOTHSEX,isco88-1,26.37
2006,Cyprus,,BOTHSEX,_T,11.04
2010,Bulgaria,,BOTHSEX,_T,2.04
2010,Bulgaria,,BOTHSEX,isco08-1,4.81
2010,Bulgaria,,MALE,isco08-5,1.24
2010,Bulgaria,,FEMALE,isco08-9,1.14
2010,Bulgaria,,FEMALE,isco08-6,1.16
2010,Bulgaria,,BOTHSEX,isco08-2,2.95
2019,Armenia,,BOTHSEX,isco08-2,888.7
2019,Armenia,,FEMALE,isco08-8,417.36
2019,Armenia,,BOTHSEX,isco08-3,651.78
2019,Armenia,,BOTHSEX,isco08-9,482.41
2019,Armenia,,FEMALE,_T,595.14
2019,Armenia,,FEMALE,isco08-1,1138.21
2019,Armenia,,MALE,_T,732.36
2019,Armenia,,MALE,isco08-8,622.34
2019,Armenia,,MALE,isco08-2,1092.83
2019,Armenia,,MALE,isco08-3,758.68
2019,Armenia,,MALE,isco08-5,593.74
2019,Armenia,,MALE,isco08-7,652.06
2019,Armenia,,MALE,isco08-6,529.84
2019,Armenia,,FEMALE,isco08-3,577.96
2010,Bulgaria,,BOTHSEX,isco08-3,2.74
2010,Bulgaria,,BOTHSEX,isco08-4,1.82
2010,Bulgaria,,FEMALE,isco08-3,2.51
2010,Bulgaria,,MALE,isco08-1,5.1
2010,Bulgaria,,MALE,isco08-2,3.73
2010,Bulgaria,,MALE,isco08-4,1.89
2006,Cyprus,,FEMALE,isco88-4,7.34
2006,Cyprus,,MALE,_T,12.32
2006,Cyprus,,FEMALE,isco88-9,5.88
2006,Cyprus,,MALE,isco88-4,9.67
2006,Cyprus,,BOTHSEX,isco88-9,6.96
2006,Cyprus,,MALE,isco88-9,7.97
2010,Bulgaria,,MALE,isco08-6,1.14
2010,Bulgaria,,FEMALE,isco08-7,1.35
2010,Bulgaria,,BOTHSEX,isco08-6,1.15
2010,Bulgaria,,FEMALE,isco08-8,1.38
2010,Bulgaria,,BOTHSEX,isco08-7,1.77
2014,Bulgaria,,FEMALE,isco08-9,2.53
2014,Bulgaria,,FEMALE,isco08-5,2.86
2014,Bulgaria,,FEMALE,isco08-8,3.07
2014,Bulgaria,,BOTHSEX,_T,4.58
2014,Bulgaria,,MALE,_T,4.93
2014,Bulgaria,,MALE,isco08-6,8.23
2014,Bulgaria,,BOTHSEX,isco08-5,2.82
2014,Bulgaria,,BOTHSEX,isco08-7,4.01
2014,Bulgaria,,BOTHSEX,isco08-9,2.64
2014,Bulgaria,,MALE,isco08-1,11.83
2014,Bulgaria,,FEMALE,_T,4.23
2014,Bulgaria,,FEMALE,isco08-2,5.78
2014,Bulgaria,,FEMALE,isco08-1,10.05
2019,Armenia,,FEMALE,isco08-4,550.65
2019,Armenia,,FEMALE,isco08-6,569.66
2019,Armenia,,FEMALE,isco08-5,480.12
2019,Armenia,,FEMALE,isco08-2,759.02
2019,Armenia,,BOTHSEX,isco08-6,539.95
2019,Armenia,,BOTHSEX,isco08-5,538.23
2019,Armenia,,BOTHSEX,isco08-8,612.15
2006,Cyprus,,BOTHSEX,isco88-6,6.89
2006,Cyprus,,FEMALE,_T,9.63
2006,Cyprus,,FEMALE,isco88-8,5.71
2006,Cyprus,,MALE,isco88-5,8.62
2006,Cyprus,,MALE,isco88-8,9.24
2006,Cyprus,,MALE,isco88-3,14.19
2006,Cyprus,,MALE,isco88-2,18.78
2006,Cyprus,,MALE,isco88-1,26.67
2006,Cyprus,,BOTHSEX,isco88-4,8.01
2006,Cyprus,,BOTHSEX,isco88-3,11.88
2006,Cyprus,,BOTHSEX,isco88-2,18.11
2006,Cyprus,,FEMALE,isco88-3,10.05
2014,Bulgaria,,FEMALE,isco08-3,5.44
2014,Bulgaria,,BOTHSEX,isco08-4,3.92
2014,Bulgaria,,BOTHSEX,isco08-8,3.57
2014,Bulgaria,,BOTHSEX,isco08-6,8.38
2014,Bulgaria,,FEMALE,isco08-7,2.99
2014,Bulgaria,,FEMALE,isco08-6,8.68
2006,Cyprus,,FEMALE,isco88-1,25.03
2006,Cyprus,,FEMALE,isco88-2,17.6
2006,Cyprus,,BOTHSEX,isco88-8,8.81
2010,Cyprus,,BOTHSEX,isco08-5,7.16
2010,Cyprus,,BOTHSEX,isco08-6,7.88
2010,Cyprus,,BOTHSEX,isco08-7,10.52
2014,Bulgaria,,MALE,isco08-3,6.32
2014,Bulgaria,,MALE,isco08-5,2.77
2014,Bulgaria,,MALE,isco08-4,4.22
2014,Bulgaria,,MALE,isco08-2,8.7
2014,Bulgaria,,FEMALE,isco08-4,3.79
2014,Bulgaria,,BOTHSEX,isco08-1,11.06
2010,Cyprus,,BOTHSEX,isco08-1,31.16
2010,Cyprus,,BOTHSEX,isco08-8,8.71
2010,Cyprus,,BOTHSEX,isco08-9,6.82
2010,Cyprus,,BOTHSEX,_T,12.08
2010,Cyprus,,BOTHSEX,isco08-3,14.76
2010,Cyprus,,BOTHSEX,isco08-4,9.64
2010,Cyprus,,MALE,isco08-9,7.89
2010,Cyprus,,FEMALE,isco08-1,29.62
2010,Cyprus,,FEMALE,isco08-2,19.79
2010,Cyprus,,FEMALE,isco08-3,13.47
2010,Cyprus,,FEMALE,isco08-8,5.18
2010,Cyprus,,FEMALE,isco08-7,8.24
2010,Cyprus,,FEMALE,isco08-9,5.88
2010,Cyprus,,BOTHSEX,isco08-2,19.95
2010,Cyprus,,MALE,isco08-6,7.88
2010,Cyprus,,MALE,isco08-4,10.42
2010,Cyprus,,MALE,isco08-5,8.24
2010,Cyprus,,MALE,isco08-8,9.05
2010,Cyprus,,MALE,isco08-7,10.64
2010,Cyprus,,MALE,isco08-2,20.13
2010,Cyprus,,MALE,isco08-3,15.76
2010,Cyprus,,FEMALE,_T,10.91
2010,Cyprus,,FEMALE,isco08-4,9.3
2010,Cyprus,,FEMALE,isco08-5,6.51
2014,Bulgaria,,BOTHSEX,isco08-3,5.92
2014,Bulgaria,,BOTHSEX,isco08-2,6.71
2014,Bulgaria,,MALE,isco08-8,3.78
2014,Bulgaria,,MALE,isco08-7,4.46
2014,Bulgaria,,MALE,isco08-9,2.73
2018,Bulgaria,,MALE,isco08-7,6
2010,Cyprus,,MALE,isco08-1,31.55
2010,Cyprus,,MALE,_T,13.12
2014,Cyprus,,FEMALE,isco08-7,6.08
2014,Cyprus,,MALE,isco08-1,27.79
2014,Cyprus,,FEMALE,isco08-2,17.12
2014,Cyprus,,BOTHSEX,isco08-7,8.73
2018,Bulgaria,,MALE,isco08-8,5
2018,Bulgaria,,MALE,isco08-9,4
2018,Bulgaria,,MALE,_T,7
2018,Bulgaria,,BOTHSEX,_T,6
2018,Bulgaria,,BOTHSEX,isco08-2,10
2018,Bulgaria,,MALE,isco08-5,4
2014,Cyprus,,BOTHSEX,isco08-3,13.46
2014,Cyprus,,BOTHSEX,isco08-6,6.83
2014,Cyprus,,FEMALE,_T,10.25
2014,Cyprus,,MALE,isco08-5,7.19
2014,Cyprus,,MALE,isco08-4,9.13
2014,Cyprus,,MALE,isco08-6,6.83
2018,Bulgaria,,FEMALE,isco08-5,4
2018,Bulgaria,,FEMALE,isco08-8,5
2018,Bulgaria,,FEMALE,isco08-9,4
2018,Bulgaria,,FEMALE,isco08-6,4
2018,Bulgaria,,FEMALE,isco08-7,4
2018,Bulgaria,,FEMALE,isco08-2,8
2019,Armenia,,BOTHSEX,isco08-7,595.94
2019,Armenia,,FEMALE,isco08-7,460.52
2019,Armenia,,FEMALE,isco08-9,403.34
2019,Armenia,,BOTHSEX,isco08-4,631.42
2019,Armenia,,MALE,isco08-1,1222.98
2020,Armenia,,BOTHSEX,isco08-4,615.75
2020,Armenia,,BOTHSEX,isco08-5,541.16
2014,Cyprus,,MALE,isco08-9,6.72
2014,Cyprus,,MALE,isco08-3,14.62
2014,Cyprus,,BOTHSEX,isco08-1,26.82
2014,Cyprus,,BOTHSEX,isco08-5,6.7
2014,Cyprus,,BOTHSEX,_T,11.09
2014,Cyprus,,BOTHSEX,isco08-9,6.24
2018,Bulgaria,,FEMALE,isco08-1,13
2018,Bulgaria,,FEMALE,_T,6
2018,Bulgaria,,BOTHSEX,isco08-4,5
2018,Bulgaria,,BOTHSEX,isco08-5,4
2018,Bulgaria,,MALE,isco08-6,4
2018,Bulgaria,,BOTHSEX,isco08-1,15
2014,Cyprus,,BOTHSEX,isco08-2,17.23
2014,Cyprus,,BOTHSEX,isco08-8,8.27
2014,Cyprus,,MALE,_T,11.94
2014,Cyprus,,FEMALE,isco08-8,6.82
2014,Cyprus,,FEMALE,isco08-9,5.87
2014,Cyprus,,FEMALE,isco08-1,23.33
2018,Bulgaria,,BOTHSEX,isco08-3,8
2018,Bulgaria,,FEMALE,isco08-4,5
2018,Bulgaria,,FEMALE,isco08-3,7
2018,Bulgaria,,BOTHSEX,isco08-7,5
2018,Bulgaria,,BOTHSEX,isco08-6,4
2018,Bulgaria,,BOTHSEX,isco08-8,5
2020,Armenia,,FEMALE,isco08-1,1182.09
2020,Armenia,,FEMALE,_T,658.02
2020,Armenia,,MALE,isco08-7,709.45
2020,Armenia,,MALE,isco08-3,780.9
2020,Armenia,,MALE,isco08-5,614.79
2020,Armenia,,MALE,isco08-2,1103.68
2020,Armenia,,MALE,isco08-8,684.92
2014,Cyprus,,FEMALE,isco08-3,12.19
2014,Cyprus,,FEMALE,isco08-5,6.37
2014,Cyprus,,FEMALE,isco08-4,8.71
2014,Cyprus,,MALE,isco08-2,17.38
2014,Cyprus,,MALE,isco08-7,8.94
2014,Cyprus,,MALE,isco08-8,8.43
2018,Bulgaria,,BOTHSEX,isco08-9,4
2018,Bulgaria,,MALE,isco08-1,16
2018,Bulgaria,,MALE,isco08-2,12
2018,Bulgaria,,MALE,isco08-4,6
2018,Bulgaria,,MALE,isco08-3,9
2016,Belarus,,BOTHSEX,_T,3.86
2014,Cyprus,,BOTHSEX,isco08-4,8.83
2018,Cyprus,,BOTHSEX,isco08-9,6
2018,Cyprus,,BOTHSEX,isco08-7,9
2018,Cyprus,,BOTHSEX,_T,11
2018,Cyprus,,MALE,isco08-1,33
2018,Cyprus,,FEMALE,isco08-5,6
2018,Cyprus,,FEMALE,isco08-4,8
2018,Cyprus,,MALE,isco08-2,17
2018,Cyprus,,MALE,isco08-9,7
2018,Cyprus,,MALE,isco08-4,8
2018,Cyprus,,MALE,isco08-5,7
2018,Cyprus,,MALE,isco08-3,13
2016,Belarus,,MALE,isco88-2,7.63
2016,Belarus,,MALE,isco88-3,5.62
2016,Belarus,,MALE,isco88-4,4.48
2016,Belarus,,BOTHSEX,isco88-8,3.64
2016,Belarus,,BOTHSEX,isco88-9,2.29
2016,Belarus,,BOTHSEX,isco88-6,2.4
2020,Armenia,,MALE,isco08-4,766.25
2020,Armenia,,MALE,_T,781.11
2020,Armenia,,MALE,isco08-1,1379.9
2020,Armenia,,FEMALE,isco08-8,510.26
2020,Armenia,,FEMALE,isco08-9,437.16
2020,Armenia,,BOTHSEX,isco08-7,633.88
2020,Armenia,,BOTHSEX,isco08-8,674.45
2018,Cyprus,,FEMALE,_T,11
2018,Cyprus,,FEMALE,isco08-3,12
2018,Cyprus,,FEMALE,isco08-1,29
2018,Cyprus,,BOTHSEX,isco08-1,32
2018,Cyprus,,BOTHSEX,isco08-8,9
2018,Cyprus,,BOTHSEX,isco08-2,17
2018,Cyprus,,MALE,isco08-8,9
2018,Cyprus,,MALE,isco08-7,9
2018,Cyprus,,MALE,_T,12
2018,Cyprus,,BOTHSEX,isco08-5,7
2018,Cyprus,,BOTHSEX,isco08-6,6
2018,Cyprus,,BOTHSEX,isco08-3,13
2018,Cyprus,,BOTHSEX,isco08-4,8
2018,Cyprus,,FEMALE,isco08-2,17
2018,Cyprus,,FEMALE,isco08-7,7
2018,Cyprus,,FEMALE,isco08-9,6
2018,Cyprus,,FEMALE,isco08-8,7
2012,Czechia,,MALE,isco08-9,96.54
2016,Belarus,,FEMALE,_T,3.37
2016,Belarus,,MALE,isco88-5,2.34
2016,Belarus,,MALE,isco88-6,2.36
2016,Belarus,,MALE,isco88-7,4.37
2016,Belarus,,MALE,isco88-8,3.71
2016,Belarus,,MALE,isco88-1,6.94
2016,Belarus,,MALE,isco88-9,3.01
2016,Belarus,,BOTHSEX,isco88-7,4.24
2016,Belarus,,FEMALE,isco88-9,2
2016,Belarus,,MALE,_T,4.47
2016,Belarus,,BOTHSEX,isco88-1,5.99
2016,Belarus,,BOTHSEX,isco88-2,5.58
2012,Czechia,,FEMALE,isco08-7,97.92
2012,Czechia,,FEMALE,isco08-6,94.38
2012,Czechia,,FEMALE,isco08-8,106.03
2012,Czechia,,MALE,isco08-6,105.44
2012,Czechia,,MALE,isco08-5,103.52
2012,Czechia,,FEMALE,isco08-3,147.63
2012,Czechia,,FEMALE,isco08-5,88.79
2012,Czechia,,FEMALE,isco08-4,121.74
2016,Belarus,,BOTHSEX,isco88-3,3.7
2016,Belarus,,BOTHSEX,isco88-4,3.31
2016,Belarus,,FEMALE,isco88-3,3.29
2016,Belarus,,BOTHSEX,isco88-5,2.23
2016,Belarus,,FEMALE,isco88-4,3.13
2016,Belarus,,FEMALE,isco88-5,2.2
2012,Czechia,,FEMALE,isco08-0,133.17
2012,Czechia,,FEMALE,_T,130.23
2012,Czechia,,FEMALE,isco08-2,178.02
2012,Czechia,,FEMALE,isco08-1,260.94
2012,Czechia,,MALE,isco08-7,127.46
2012,Czechia,,MALE,isco08-2,247.67
2012,Czechia,,MALE,isco08-4,147.88
2012,Czechia,,MALE,isco08-3,183.64
2012,Czechia,,BOTHSEX,isco08-8,121.11
2012,Czechia,,MALE,isco08-8,126.5
2012,Czechia,,MALE,_T,165.37
2012,Czechia,,FEMALE,isco08-9,76.42
2012,Czechia,,MALE,isco08-1,373.51
2012,Czechia,,MALE,isco08-0,134.76
2012,Czechia,,BOTHSEX,isco08-7,123.48
2012,Czechia,,BOTHSEX,isco08-9,84.7
2016,Belarus,,FEMALE,isco88-6,2.43
2016,Belarus,,FEMALE,isco88-7,3.61
2016,Belarus,,FEMALE,isco88-8,3.28
2016,Belarus,,FEMALE,isco88-1,5.12
2016,Belarus,,FEMALE,isco88-2,4.74
2019,Belarus,,FEMALE,isco08-4,4.05
2019,Belarus,,FEMALE,isco08-5,3.35
2019,Belarus,,FEMALE,isco08-6,3.76
2019,Belarus,,FEMALE,isco08-7,5.08
2019,Belarus,,FEMALE,isco08-8,4.52
2019,Belarus,,FEMALE,isco08-9,2.71
2019,Belarus,,FEMALE,isco08-3,4.56
2019,Belarus,,MALE,_T,6.5
2019,Belarus,,MALE,isco08-1,9.98
2019,Belarus,,MALE,isco08-2,11.16
2019,Belarus,,MALE,isco08-3,7.58
2019,Belarus,,MALE,isco08-4,5.69
2019,Belarus,,MALE,isco08-5,3.45
2019,Belarus,,MALE,isco08-6,3.45
2012,Czechia,,BOTHSEX,isco08-4,128.25
2012,Czechia,,BOTHSEX,isco08-6,100.42
2012,Czechia,,BOTHSEX,isco08-5,94.19
2012,Czechia,,BOTHSEX,isco08-0,134.58
2012,Czechia,,BOTHSEX,isco08-1,339.51
2012,Czechia,,BOTHSEX,isco08-3,165.1
2012,Czechia,,BOTHSEX,isco08-2,210.95
2012,Czechia,,BOTHSEX,_T,149.82
2013,Czechia,,MALE,_T,166.89
2013,Czechia,,FEMALE,isco08-9,77.72
2013,Czechia,,FEMALE,isco08-1,265.27
2013,Czechia,,FEMALE,isco08-2,182.56
2013,Czechia,,FEMALE,_T,132.36
2013,Czechia,,MALE,isco08-7,131.49
2013,Czechia,,MALE,isco08-2,253.45
2013,Czechia,,MALE,isco08-5,105.42
2019,Belarus,,MALE,isco08-7,6.27
2019,Belarus,,MALE,isco08-8,5.37
2019,Belarus,,MALE,isco08-9,4.19
2019,Belarus,,BOTHSEX,_T,5.62
2019,Belarus,,BOTHSEX,isco08-7,6.06
2019,Belarus,,BOTHSEX,isco08-8,5.24
2013,Czechia,,MALE,isco08-6,111.07
2013,Czechia,,BOTHSEX,_T,151.57
