Year,GeoAreaName,Sex,Value
2018,Ireland,FEMALE,32.16
2019,Ireland,FEMALE,30.42
2020,Ireland,FEMALE,32.37
2000,Italy,FEMALE,14.32
2001,Italy,FEMALE,18.76
2002,Italy,FEMALE,20.19
2003,Italy,FEMALE,20.84
2004,Italy,FEMALE,18.77
2005,Italy,FEMALE,19.67
2006,Italy,FEMALE,21.76
2007,Italy,FEMALE,22.01
2008,Italy,FEMALE,21.62
2009,Italy,FEMALE,21.57
2010,Italy,FEMALE,21.16
2011,Italy,FEMALE,21.59
2012,Italy,FEMALE,22.21
2013,Italy,FEMALE,22.02
2014,Italy,FEMALE,21.91
2015,Italy,FEMALE,21.76
2016,Italy,FEMALE,22.05
2017,Italy,FEMALE,22.36
2018,Italy,FEMALE,23.16
2019,Italy,FEMALE,23.27
2020,Italy,FEMALE,22.99
2012,Kosovo,FEMALE,15.32
2013,Kosovo,FEMALE,16.99
2014,Kosovo,FEMALE,16.05
2015,Kosovo,FEMALE,14.75
2016,Kosovo,FEMALE,14.02
2017,Kosovo,FEMALE,14.93
2018,Kosovo,FEMALE,17.45
2019,Kosovo,FEMALE,14.34
2020,Kosovo,FEMALE,17.4
2021,Kosovo,FEMALE,23.03
2010,Kyrgyzstan,FEMALE,32.35
2011,Kyrgyzstan,FEMALE,29.09
2012,Kyrgyzstan,FEMALE,32.19
2013,Kyrgyzstan,FEMALE,27.54
2014,Kyrgyzstan,FEMALE,33.44
2015,Kyrgyzstan,FEMALE,36.15
2016,Kyrgyzstan,FEMALE,35.16
2017,Kyrgyzstan,FEMALE,34.19
2018,Kyrgyzstan,FEMALE,37.78
2019,Kyrgyzstan,FEMALE,40.86
2020,Kyrgyzstan,FEMALE,42.47
2021,Kyrgyzstan,FEMALE,35.81
2000,Latvia,FEMALE,37.07
2001,Latvia,FEMALE,39.98
2002,Latvia,FEMALE,38.09
2003,Latvia,FEMALE,45.38
2004,Latvia,FEMALE,42.47
2005,Latvia,FEMALE,42.0
2006,Latvia,FEMALE,40.86
2007,Latvia,FEMALE,42.11
2008,Latvia,FEMALE,41.25
2009,Latvia,FEMALE,41.46
2010,Latvia,FEMALE,39.08
2011,Latvia,FEMALE,44.34
2012,Latvia,FEMALE,44.64
2013,Latvia,FEMALE,42.22
2014,Latvia,FEMALE,42.05
2015,Latvia,FEMALE,44.26
2016,Latvia,FEMALE,46.3
2017,Latvia,FEMALE,44.14
2018,Latvia,FEMALE,43.22
2019,Latvia,FEMALE,43.54
2020,Latvia,FEMALE,46.17
2000,Lithuania,FEMALE,42.8
2001,Lithuania,FEMALE,50.03
2002,Lithuania,FEMALE,48.45
2003,Lithuania,FEMALE,41.49
2004,Lithuania,FEMALE,46.8
2005,Lithuania,FEMALE,44.96
2006,Lithuania,FEMALE,42.76
2007,Lithuania,FEMALE,40.28
2008,Lithuania,FEMALE,41.45
2009,Lithuania,FEMALE,40.29
2010,Lithuania,FEMALE,41.98
2011,Lithuania,FEMALE,36.47
2012,Lithuania,FEMALE,35.3
2013,Lithuania,FEMALE,36.46
2014,Lithuania,FEMALE,35.36
2015,Lithuania,FEMALE,38.1
2016,Lithuania,FEMALE,38.82
2017,Lithuania,FEMALE,37.92
2018,Lithuania,FEMALE,38.16
2019,Lithuania,FEMALE,38.59
2020,Lithuania,FEMALE,37.33
2000,Luxembourg,FEMALE,24.13
2001,Luxembourg,FEMALE,11.1
2002,Luxembourg,FEMALE,14.97
2003,Luxembourg,FEMALE,11.17
2004,Luxembourg,FEMALE,12.17
2005,Luxembourg,FEMALE,9.35
2006,Luxembourg,FEMALE,21.16
2007,Luxembourg,FEMALE,9.74
2008,Luxembourg,FEMALE,15.31
2009,Luxembourg,FEMALE,15.43
2010,Luxembourg,FEMALE,19.64
2011,Luxembourg,FEMALE,18.28
2012,Luxembourg,FEMALE,16.97
2013,Luxembourg,FEMALE,14.62
2014,Luxembourg,FEMALE,17.9
2015,Luxembourg,FEMALE,13.99
2016,Luxembourg,FEMALE,14.89
2017,Luxembourg,FEMALE,16.08
2018,Luxembourg,FEMALE,22.51
2019,Luxembourg,FEMALE,26.53
2020,Luxembourg,FEMALE,28.17
2011,Montenegro,FEMALE,35.69
2012,Montenegro,FEMALE,23.3
2013,Montenegro,FEMALE,22.65
2014,Montenegro,FEMALE,24.63
2015,Montenegro,FEMALE,17.58
2016,Montenegro,FEMALE,24.89
2017,Montenegro,FEMALE,25.42
2018,Montenegro,FEMALE,23.83
2019,Montenegro,FEMALE,28.2
2020,Montenegro,FEMALE,25.25
2000,Netherlands,FEMALE,21.53
2001,Netherlands,FEMALE,22.4
2002,Netherlands,FEMALE,21.7
2003,Netherlands,FEMALE,21.38
2004,Netherlands,FEMALE,22.24
2005,Netherlands,FEMALE,22.32
2006,Netherlands,FEMALE,25.49
2002,Albania,FEMALE,15.8
2007,Albania,FEMALE,22.81
2008,Albania,FEMALE,24.43
2009,Albania,FEMALE,21.98
2010,Albania,FEMALE,19.1
2012,Albania,FEMALE,14.71
2013,Albania,FEMALE,29.3
2014,Albania,FEMALE,20.62
2015,Albania,FEMALE,19.27
2016,Albania,FEMALE,24.02
2007,Netherlands,FEMALE,26.76
2008,Netherlands,FEMALE,25.95
2009,Netherlands,FEMALE,26.04
2010,Netherlands,FEMALE,26.9
2011,Netherlands,FEMALE,27.9
2012,Netherlands,FEMALE,28.32
2013,Netherlands,FEMALE,23.13
2014,Netherlands,FEMALE,24.05
2015,Netherlands,FEMALE,24.5
2016,Netherlands,FEMALE,24.38
2017,Netherlands,FEMALE,25.98
2018,Netherlands,FEMALE,24.76
2019,Netherlands,FEMALE,26.01
2020,Netherlands,FEMALE,24.85
2000,Norway,FEMALE,24.74
2001,Norway,FEMALE,25.64
2002,Norway,FEMALE,27.66
2003,Norway,FEMALE,28.18
2004,Norway,FEMALE,29.71
2005,Norway,FEMALE,31.04
2006,Norway,FEMALE,33.95
2007,Norway,FEMALE,33.29
2008,Norway,FEMALE,32.64
2009,Norway,FEMALE,34.55
2010,Norway,FEMALE,35.03
2011,Norway,FEMALE,31.2
2012,Norway,FEMALE,31.16
2013,Norway,FEMALE,31.35
2014,Norway,FEMALE,33.32
2015,Norway,FEMALE,33.66
2016,Norway,FEMALE,35.4
2017,Norway,FEMALE,35.95
2018,Norway,FEMALE,33.47
2019,Norway,FEMALE,32.75
2020,Norway,FEMALE,31.97
2000,Poland,FEMALE,31.35
2001,Poland,FEMALE,27.67
2002,Poland,FEMALE,29.32
2003,Poland,FEMALE,33.98
2004,Poland,FEMALE,35.35
2005,Poland,FEMALE,34.06
2006,Poland,FEMALE,36.06
2017,Albania,FEMALE,22.65
2018,Albania,FEMALE,31.6
2019,Albania,FEMALE,41.34
2000,Austria,FEMALE,28.13
2001,Austria,FEMALE,29.38
2002,Austria,FEMALE,30.78
2003,Austria,FEMALE,28.5
2004,Austria,FEMALE,23.02
2005,Austria,FEMALE,21.5
2006,Austria,FEMALE,20.96
2007,Poland,FEMALE,37.12
2008,Poland,FEMALE,36.2
2009,Poland,FEMALE,36.03
2010,Poland,FEMALE,37.46
2011,Poland,FEMALE,35.91
2012,Poland,FEMALE,35.04
2013,Poland,FEMALE,35.45
2014,Poland,FEMALE,36.36
2015,Poland,FEMALE,37.43
