Year,GeoAreaName,Migratory status,Sex,Value
2002,Slovakia,_T,MALE,7.58
2002,Slovakia,_T,FEMALE,0.53
2021,Azerbaijan,_T,MALE,5.0
2021,Azerbaijan,_T,BOTHSEX,3.0
2021,Azerbaijan,_T,FEMALE,1.0
2000,Austria,_T,BOTHSEX,5.3
2001,Austria,_T,BOTHSEX,4.5
2002,Austria,_T,BOTHSEX,4.7
2013,Denmark,_T,BOTHSEX,1.49
2013,Denmark,NONMIG,MALE,2.39
2013,Denmark,_T,MALE,2.55
2013,Denmark,NONMIG,BOTHSEX,1.34
2013,Denmark,NONMIG,FEMALE,0.17
2013,Denmark,_T,FEMALE,0.31
2014,Denmark,NONMIG,BOTHSEX,1.34
2014,Denmark,_T,MALE,2.51
2002,Slovakia,_T,BOTHSEX,4.29
2003,Slovakia,_T,MALE,8.28
2003,Slovakia,_T,BOTHSEX,4.66
2003,Slovakia,_T,FEMALE,0.53
2004,Slovakia,_T,FEMALE,0.76
2004,Slovakia,_T,MALE,6.58
2004,Slovakia,_T,BOTHSEX,3.91
2005,Slovakia,_T,BOTHSEX,3.72
2014,Denmark,NONMIG,MALE,2.38
2014,Denmark,NONMIG,FEMALE,0.17
2014,Denmark,_T,BOTHSEX,1.4
2014,Denmark,_T,FEMALE,0.16
2015,Denmark,_T,FEMALE,0.15
2015,Denmark,NONMIG,BOTHSEX,0.89
2015,Denmark,NONMIG,MALE,1.54
2015,Denmark,_T,MALE,1.71
2015,Denmark,_T,BOTHSEX,0.98
2015,Denmark,NONMIG,FEMALE,0.17
2016,Denmark,_T,BOTHSEX,1.23
2017,Denmark,_T,BOTHSEX,0.92
2018,Denmark,_T,BOTHSEX,1.28
2019,Denmark,_T,BOTHSEX,1.43
2020,Denmark,_T,BOTHSEX,1.34
2000,Estonia,_T,BOTHSEX,4.4
2005,Slovakia,_T,MALE,6.6
2005,Slovakia,_T,FEMALE,0.21
2006,Slovakia,_T,FEMALE,0.21
2006,Slovakia,_T,MALE,8.5
2006,Slovakia,_T,BOTHSEX,4.6
2007,Slovakia,_T,BOTHSEX,4.1
2007,Slovakia,_T,MALE,6.4
2007,Slovakia,_T,FEMALE,1.2
2008,Slovakia,_T,BOTHSEX,4.2
2008,Slovakia,_T,MALE,8.0
2008,Slovakia,_T,FEMALE,2.21
2009,Slovakia,_T,FEMALE,0.37
2009,Slovakia,NONMIG,BOTHSEX,1.83
2009,Slovakia,NONMIG,MALE,3.09
2009,Slovakia,_T,BOTHSEX,1.92
2009,Slovakia,NONMIG,FEMALE,0.37
2000,Estonia,_T,MALE,8.0
2000,Estonia,_T,FEMALE,0.7
2001,Estonia,_T,MALE,10.89
2001,Estonia,_T,BOTHSEX,6.23
2001,Estonia,_T,FEMALE,1.41
2002,Estonia,_T,FEMALE,1.04
2002,Estonia,_T,BOTHSEX,5.98
2002,Estonia,_T,MALE,10.76
2009,Slovakia,_T,MALE,3.24
2010,Slovakia,_T,FEMALE,0.37
2010,Slovakia,NONMIG,MALE,3.05
2010,Slovakia,NONMIG,FEMALE,0.37
2010,Slovakia,_T,BOTHSEX,1.91
2010,Slovakia,NONMIG,BOTHSEX,1.83
2010,Slovakia,_T,MALE,3.2
2011,Slovakia,NONMIG,BOTHSEX,1.56
2011,Slovakia,_T,BOTHSEX,1.56
2011,Slovakia,NONMIG,MALE,2.95
2011,Slovakia,_T,FEMALE,0.16
2011,Slovakia,NONMIG,FEMALE,0.16
2011,Slovakia,_T,MALE,2.94
2012,Slovakia,NONMIG,FEMALE,0.0
2003,Estonia,_T,BOTHSEX,5.22
2003,Estonia,_T,MALE,10.25
2003,Estonia,_T,FEMALE,0.0
2004,Estonia,_T,FEMALE,3.37
2004,Estonia,_T,MALE,8.02
2004,Estonia,_T,BOTHSEX,5.71
2005,Estonia,_T,BOTHSEX,3.95
2005,Estonia,_T,FEMALE,1.3
2005,Estonia,_T,MALE,6.66
2006,Estonia,_T,MALE,7.1
2006,Estonia,_T,FEMALE,1.5
2006,Estonia,_T,BOTHSEX,4.3
2007,Estonia,_T,FEMALE,0.0
2007,Estonia,_T,MALE,6.4
2007,Estonia,_T,BOTHSEX,3.2
2008,Estonia,_T,MALE,5.7
2012,Slovakia,NONMIG,BOTHSEX,2.17
2012,Slovakia,_T,BOTHSEX,2.17
2012,Slovakia,_T,FEMALE,0.0
2012,Slovakia,NONMIG,MALE,4.32
2012,Slovakia,_T,MALE,4.31
2013,Slovakia,_T,FEMALE,0.19
2013,Slovakia,NONMIG,FEMALE,0.19
2013,Slovakia,NONMIG,MALE,4.18
2013,Slovakia,_T,MALE,4.17
2013,Slovakia,_T,BOTHSEX,2.4
2013,Slovakia,NONMIG,BOTHSEX,2.41
2014,Slovakia,NONMIG,FEMALE,0.0
2014,Slovakia,_T,MALE,3.04
2014,Slovakia,NONMIG,MALE,3.05
2008,Estonia,_T,BOTHSEX,3.2
2008,Estonia,_T,FEMALE,0.6
2009,Estonia,NONMIG,FEMALE,0.0
2009,Estonia,NONMIG,MALE,6.75
2009,Estonia,_T,MALE,7.41
2009,Estonia,_T,BOTHSEX,3.47
2009,Estonia,NONMIG,BOTHSEX,3.06
2009,Estonia,_T,FEMALE,0.0
2014,Slovakia,_T,BOTHSEX,1.69
2014,Slovakia,NONMIG,BOTHSEX,1.7
2014,Slovakia,_T,FEMALE,0.0
2015,Slovakia,NONMIG,MALE,4.86
2015,Slovakia,_T,MALE,4.85
2015,Slovakia,NONMIG,BOTHSEX,2.68
2015,Slovakia,_T,FEMALE,0.21
2015,Slovakia,_T,BOTHSEX,2.67
2015,Slovakia,NONMIG,FEMALE,0.21
2016,Slovakia,_T,BOTHSEX,2.0
2016,Slovakia,_T,FEMALE,0.0
2016,Slovakia,_T,MALE,3.0
2017,Slovakia,_T,BOTHSEX,2.0
2018,Slovakia,_T,BOTHSEX,1.83
2010,Estonia,NONMIG,BOTHSEX,2.93
2010,Estonia,NONMIG,MALE,5.44
2010,Estonia,_T,FEMALE,0.71
2010,Estonia,_T,BOTHSEX,3.43
2010,Estonia,NONMIG,FEMALE,0.83
2010,Estonia,_T,MALE,6.56
2011,Estonia,NONMIG,BOTHSEX,2.89
2011,Estonia,_T,FEMALE,0.0
2019,Slovakia,_T,BOTHSEX,1.5
2020,Slovakia,_T,BOTHSEX,1.49
2020,Slovakia,_T,MALE,2.86
2020,Slovakia,_T,FEMALE,0.0
2021,Slovakia,_T,BOTHSEX,1.52
2021,Slovakia,_T,MALE,2.96
2021,Slovakia,_T,FEMALE,0.09
2011,Estonia,NONMIG,MALE,6.0
2011,Estonia,_T,BOTHSEX,3.12
2011,Estonia,NONMIG,FEMALE,0.0
2011,Estonia,_T,MALE,6.3
2012,Estonia,NONMIG,BOTHSEX,2.07
2012,Estonia,_T,FEMALE,0.64
2012,Estonia,_T,MALE,4.2
2012,Estonia,_T,BOTHSEX,2.4
2000,Slovenia,_T,BOTHSEX,3.3
2001,Slovenia,_T,BOTHSEX,4.3
2002,Slovenia,_T,BOTHSEX,4.0
2003,Slovenia,_T,BOTHSEX,5.1
2004,Slovenia,_T,BOTHSEX,2.6
2005,Slovenia,_T,BOTHSEX,2.6
2006,Slovenia,_T,BOTHSEX,3.8
2007,Slovenia,_T,BOTHSEX,5.0
2003,Austria,_T,BOTHSEX,3.8
2004,Austria,_T,BOTHSEX,5.0
2004,Austria,_T,MALE,8.7
2004,Austria,_T,FEMALE,0.3
2005,Austria,_T,FEMALE,0.7
2005,Austria,_T,BOTHSEX,4.6
2012,Estonia,NONMIG,MALE,3.53
2012,Estonia,NONMIG,FEMALE,0.72
2013,Estonia,NONMIG,FEMALE,0.75
2013,Estonia,_T,BOTHSEX,3.86
2013,Estonia,_T,FEMALE,0.65
2013,Estonia,NONMIG,BOTHSEX,3.39
2013,Estonia,NONMIG,MALE,6.09
2013,Estonia,_T,MALE,6.99
2009,Slovenia,NONMIG,BOTHSEX,2.27
2009,Slovenia,NONMIG,FEMALE,0.0
2009,Slovenia,_T,MALE,4.65
2009,Slovenia,_T,BOTHSEX,2.65
2009,Slovenia,_T,FEMALE,0.0
2009,Slovenia,NONMIG,MALE,3.99
2014,Estonia,_T,BOTHSEX,2.88
2014,Estonia,NONMIG,FEMALE,0.74
2014,Estonia,_T,MALE,5.0
2014,Estonia,NONMIG,BOTHSEX,2.05
2014,Estonia,NONMIG,MALE,3.36
2014,Estonia,_T,FEMALE,0.66
2015,Estonia,NONMIG,MALE,4.14
2015,Estonia,NONMIG,FEMALE,0.77
2015,Estonia,_T,BOTHSEX,3.1
2015,Estonia,_T,MALE,5.54
2015,Estonia,NONMIG,BOTHSEX,2.4
2015,Estonia,_T,FEMALE,0.68
2016,Estonia,_T,BOTHSEX,4.03
2016,Estonia,_T,FEMALE,0.0
2016,Estonia,_T,MALE,7.89
2017,Estonia,_T,BOTHSEX,1.21
2010,Slovenia,_T,BOTHSEX,3.0
2010,Slovenia,NONMIG,FEMALE,0.0
2010,Slovenia,_T,FEMALE,0.0
2010,Slovenia,NONMIG,BOTHSEX,2.57
2010,Slovenia,NONMIG,MALE,4.72
2010,Slovenia,_T,MALE,5.48
2011,Slovenia,_T,BOTHSEX,2.6
2011,Slovenia,_T,MALE,4.28
2011,Slovenia,NONMIG,MALE,3.47
2011,Slovenia,NONMIG,FEMALE,0.56
2011,Slovenia,_T,FEMALE,0.55
2011,Slovenia,NONMIG,BOTHSEX,2.15
2018,Estonia,_T,BOTHSEX,1.81
2019,Estonia,_T,BOTHSEX,2.51
2020,Estonia,_T,BOTHSEX,2.23
2021,Estonia,_T,FEMALE,0.0
2021,Estonia,_T,BOTHSEX,2.0
2021,Estonia,_T,MALE,4.0
2000,Finland,_T,MALE,4.6
2000,Finland,_T,BOTHSEX,2.3
2012,Slovenia,NONMIG,MALE,2.48
2012,Slovenia,_T,MALE,5.01
2012,Slovenia,_T,FEMALE,0.0
2012,Slovenia,_T,BOTHSEX,2.73
2012,Slovenia,NONMIG,BOTHSEX,1.34
2012,Slovenia,NONMIG,FEMALE,0.0
2000,Finland,_T,FEMALE,0.1
2001,Finland,_T,MALE,4.0
2001,Finland,_T,FEMALE,0.2
2001,Finland,_T,BOTHSEX,2.1
2002,Finland,_T,FEMALE,0.2
2002,Finland,_T,MALE,3.4
2002,Finland,_T,BOTHSEX,1.8
2003,Finland,_T,BOTHSEX,2.1
2013,Slovenia,NONMIG,FEMALE,0.53
2013,Slovenia,_T,MALE,4.13
2013,Slovenia,_T,BOTHSEX,2.5
2013,Slovenia,_T,FEMALE,0.52
2013,Slovenia,NONMIG,BOTHSEX,1.95
2013,Slovenia,NONMIG,MALE,3.16
2003,Finland,_T,MALE,4.2
2003,Finland,_T,FEMALE,0.0
2004,Finland,_T,BOTHSEX,2.1
2004,Finland,_T,MALE,3.9
2004,Finland,_T,FEMALE,0.4
2005,Finland,_T,MALE,4.4
2005,Finland,_T,FEMALE,0.5
2005,Finland,_T,BOTHSEX,2.4
2014,Slovenia,NONMIG,BOTHSEX,2.29
2014,Slovenia,_T,MALE,5.13
2014,Slovenia,_T,FEMALE,0.55
2014,Slovenia,NONMIG,FEMALE,0.56
2014,Slovenia,NONMIG,MALE,3.71
2014,Slovenia,_T,BOTHSEX,3.09
2015,Slovenia,_T,BOTHSEX,2.79
2015,Slovenia,NONMIG,FEMALE,0.55
2015,Slovenia,NONMIG,BOTHSEX,1.01
2015,Slovenia,_T,FEMALE,0.54
2015,Slovenia,NONMIG,MALE,1.39
2015,Slovenia,_T,MALE,4.62
2006,Finland,_T,FEMALE,0.4
2006,Finland,_T,MALE,4.1
2006,Finland,_T,BOTHSEX,2.2
2007,Finland,_T,MALE,3.0
2007,Finland,_T,BOTHSEX,1.7
2007,Finland,_T,FEMALE,0.5
2009,Finland,NONMIG,MALE,2.28
2009,Finland,NONMIG,BOTHSEX,1.33
2016,Slovenia,_T,BOTHSEX,1.65
2017,Slovenia,_T,BOTHSEX,1.85
2018,Slovenia,_T,BOTHSEX,1.67
2019,Slovenia,_T,FEMALE,0.0
2019,Slovenia,_T,BOTHSEX,1.69
2019,Slovenia,_T,MALE,2.96
2020,Slovenia,_T,MALE,3.0
2009,Finland,_T,FEMALE,0.33
2009,Finland,_T,BOTHSEX,1.3
2009,Finland,_T,MALE,2.23
2009,Finland,NONMIG,FEMALE,0.34
2010,Finland,NONMIG,FEMALE,0.34
2010,Finland,_T,MALE,2.22
2010,Finland,NONMIG,MALE,2.27
2010,Finland,_T,BOTHSEX,1.31
2010,Finland,_T,FEMALE,0.34
2010,Finland,NONMIG,BOTHSEX,1.33
2011,Finland,_T,MALE,2.58
2011,Finland,NONMIG,MALE,2.65
2005,Austria,_T,MALE,7.9
2006,Austria,_T,BOTHSEX,3.9
2006,Austria,_T,MALE,6.8
2006,Austria,_T,FEMALE,0.4
2007,Austria,_T,BOTHSEX,3.9
2007,Austria,_T,FEMALE,0.2
2020,Slovenia,_T,FEMALE,0.49
2020,Slovenia,_T,BOTHSEX,1.88
2000,Spain,_T,BOTHSEX,9.2
2000,Spain,_T,FEMALE,0.71
2000,Spain,_T,MALE,14.61
2001,Spain,_T,MALE,12.93
2001,Spain,_T,FEMALE,0.53
2007,Austria,_T,MALE,6.9
2008,Austria,_T,FEMALE,0.5
2008,Austria,_T,MALE,6.9
2008,Austria,_T,BOTHSEX,4.1
2009,Austria,NONMIG,MALE,7.54
2009,Austria,_T,BOTHSEX,4.83
2011,Finland,_T,BOTHSEX,1.33
2011,Finland,NONMIG,FEMALE,0.0
2011,Finland,NONMIG,BOTHSEX,1.36
2011,Finland,_T,FEMALE,0.0
2012,Finland,NONMIG,FEMALE,0.34
2012,Finland,NONMIG,BOTHSEX,1.28
2012,Finland,NONMIG,MALE,2.17
2012,Finland,_T,FEMALE,0.33
2012,Finland,_T,MALE,2.58
2012,Finland,_T,BOTHSEX,1.49
2013,Finland,NONMIG,FEMALE,0.17
2013,Finland,NONMIG,BOTHSEX,0.96
2001,Spain,_T,BOTHSEX,8.0
2002,Spain,_T,MALE,9.77
2002,Spain,_T,BOTHSEX,6.06
2002,Spain,_T,FEMALE,0.38
2003,Spain,_T,MALE,8.52
2003,Spain,_T,FEMALE,0.54
2003,Spain,_T,BOTHSEX,5.27
2013,Finland,_T,BOTHSEX,0.94
2013,Finland,NONMIG,MALE,1.72
2013,Finland,_T,MALE,1.67
2013,Finland,_T,FEMALE,0.17
2014,Finland,NONMIG,BOTHSEX,1.44
2014,Finland,_T,FEMALE,0.34
2004,Spain,_T,BOTHSEX,4.89
2004,Spain,_T,MALE,8.02
2004,Spain,_T,FEMALE,0.41
2005,Spain,_T,BOTHSEX,4.5
2005,Spain,_T,FEMALE,0.2
2005,Spain,_T,MALE,7.4
2006,Spain,_T,FEMALE,0.3
2014,Finland,_T,MALE,2.56
2014,Finland,NONMIG,MALE,2.49
2014,Finland,NONMIG,FEMALE,0.35
2014,Finland,_T,BOTHSEX,1.48
2015,Finland,_T,MALE,2.48
2015,Finland,_T,BOTHSEX,1.44
2009,Austria,_T,MALE,8.06
2009,Austria,NONMIG,FEMALE,0.53
2009,Austria,NONMIG,BOTHSEX,4.43
2009,Austria,_T,FEMALE,0.75
2010,Austria,_T,MALE,7.92
2010,Austria,NONMIG,BOTHSEX,4.39
2006,Spain,_T,BOTHSEX,4.4
2006,Spain,_T,MALE,7.3
2007,Spain,_T,BOTHSEX,3.6
2007,Spain,_T,FEMALE,0.3
2007,Spain,_T,MALE,5.9
2008,Spain,_T,MALE,5.7
2008,Spain,_T,FEMALE,0.2
2008,Spain,_T,BOTHSEX,3.3
2010,Austria,_T,BOTHSEX,4.47
2010,Austria,_T,FEMALE,0.47
2010,Austria,NONMIG,FEMALE,0.41
2010,Austria,NONMIG,MALE,7.85
2011,Austria,_T,FEMALE,0.35
2011,Austria,NONMIG,FEMALE,0.26
2015,Finland,NONMIG,BOTHSEX,1.4
2015,Finland,NONMIG,MALE,2.57
2015,Finland,_T,FEMALE,0.34
2015,Finland,NONMIG,FEMALE,0.17
2016,Finland,_T,BOTHSEX,1.43
2017,Finland,_T,BOTHSEX,0.93
2018,Finland,_T,BOTHSEX,0.99
2019,Finland,_T,BOTHSEX,1.13
2020,Finland,_T,BOTHSEX,0.7
2020,Finland,MIGPER,MALE,0.09
2020,Finland,MIGPER,BOTHSEX,0.05
2020,Finland,NONMIG,BOTHSEX,0.65
2020,Finland,MIGPER,FEMALE,0.0
2009,Spain,_T,MALE,4.51
2009,Spain,_T,FEMALE,0.28
2009,Spain,_T,BOTHSEX,2.61
2010,Spain,_T,MALE,4.16
2010,Spain,_T,BOTHSEX,2.32
2010,Spain,_T,FEMALE,0.15
2011,Spain,NONMIG,FEMALE,0.17
2011,Spain,_T,BOTHSEX,2.51
2011,Spain,_T,MALE,4.5
2011,Spain,NONMIG,MALE,4.43
2011,Spain,NONMIG,BOTHSEX,2.49
2011,Spain,_T,FEMALE,0.18
2012,Spain,NONMIG,MALE,3.68
2020,Finland,NONMIG,FEMALE,0.18
2020,Finland,_T,FEMALE,0.18
2020,Finland,_T,MALE,1.22
2020,Finland,NONMIG,MALE,1.12
2000,France,_T,BOTHSEX,4.41
2001,France,_T,BOTHSEX,4.2
2002,France,_T,BOTHSEX,3.8
2012,Spain,_T,FEMALE,0.2
2012,Spain,NONMIG,FEMALE,0.19
2012,Spain,_T,MALE,3.95
2012,Spain,_T,BOTHSEX,2.17
2012,Spain,NONMIG,BOTHSEX,2.04
2013,Spain,NONMIG,FEMALE,0.15
2013,Spain,_T,FEMALE,0.16
2011,Austria,_T,BOTHSEX,3.03
2011,Austria,NONMIG,MALE,5.25
2011,Austria,NONMIG,BOTHSEX,3.03
2011,Austria,_T,MALE,5.17
2012,Austria,_T,BOTHSEX,3.44
2012,Austria,_T,MALE,5.89
2002,France,_T,MALE,11.0
2003,France,_T,BOTHSEX,3.7
2003,France,_T,FEMALE,4.0
2003,France,_T,MALE,22.0
2004,France,_T,BOTHSEX,3.5
2004,France,_T,MALE,24.0
2004,France,_T,FEMALE,5.0
2005,France,_T,BOTHSEX,2.65
2013,Spain,NONMIG,BOTHSEX,1.81
2013,Spain,_T,BOTHSEX,1.89
2013,Spain,_T,MALE,3.46
2013,Spain,NONMIG,MALE,3.28
2014,Spain,NONMIG,BOTHSEX,1.97
2014,Spain,NONMIG,MALE,3.57
2014,Spain,_T,FEMALE,0.25
2014,Spain,_T,BOTHSEX,2.02
2005,France,_T,FEMALE,2.0
2005,France,_T,MALE,22.0
2006,France,_T,MALE,24.0
2006,France,_T,FEMALE,3.0
2006,France,_T,BOTHSEX,3.02
2007,France,_T,FEMALE,2.0
2007,France,_T,BOTHSEX,3.4
2007,France,_T,MALE,23.0
2014,Spain,NONMIG,FEMALE,0.25
2014,Spain,_T,MALE,3.68
2015,Spain,_T,FEMALE,0.3
2015,Spain,NONMIG,FEMALE,0.3
2015,Spain,NONMIG,MALE,3.93
2015,Spain,_T,MALE,4.13
2015,Spain,NONMIG,BOTHSEX,2.22
2015,Spain,_T,BOTHSEX,2.31
2008,France,_T,BOTHSEX,2.0
2009,France,_T,BOTHSEX,2.17
2009,France,NONMIG,BOTHSEX,1.96
2009,France,NONMIG,MALE,3.33
2009,France,NONMIG,FEMALE,0.46
2009,France,_T,FEMALE,0.48
2009,France,_T,MALE,3.71
2010,France,NONMIG,BOTHSEX,2.21
2010,France,_T,BOTHSEX,2.44
2010,France,_T,FEMALE,0.51
2010,France,_T,MALE,4.34
2010,France,NONMIG,FEMALE,0.5
2010,France,NONMIG,MALE,3.91
2011,France,_T,BOTHSEX,3.09
2012,Austria,NONMIG,FEMALE,0.7
2012,Austria,NONMIG,BOTHSEX,3.38
2012,Austria,NONMIG,MALE,5.71
2012,Austria,_T,FEMALE,0.62
2013,Austria,_T,BOTHSEX,3.45
2013,Austria,NONMIG,FEMALE,0.41
2011,France,_T,MALE,5.32
2011,France,NONMIG,MALE,4.82
2011,France,NONMIG,FEMALE,0.47
2011,France,_T,FEMALE,0.49
2011,France,NONMIG,BOTHSEX,2.8
2012,France,NONMIG,BOTHSEX,2.36
2012,France,NONMIG,FEMALE,0.32
2012,France,_T,BOTHSEX,2.53
2012,France,_T,FEMALE,0.36
2012,France,_T,MALE,4.66
2012,France,NONMIG,MALE,4.39
2013,France,NONMIG,MALE,3.02
2013,France,_T,BOTHSEX,2.42
2013,France,NONMIG,FEMALE,0.32
2016,Spain,_T,FEMALE,0.16
2016,Spain,_T,BOTHSEX,1.92
2016,Spain,MIGPER,FEMALE,0.0
2016,Spain,NONMIG,BOTHSEX,1.89
2016,Spain,MIGPER,BOTHSEX,2.24
2016,Spain,_T,MALE,3.52
2016,Spain,NONMIG,FEMALE,0.18
2013,France,NONMIG,BOTHSEX,1.66
2013,France,_T,MALE,4.39
2013,France,_T,FEMALE,0.46
2014,France,_T,BOTHSEX,2.69
2014,France,NONMIG,BOTHSEX,1.64
2014,France,NONMIG,MALE,2.76
2014,France,_T,FEMALE,0.58
2016,Spain,NONMIG,MALE,3.45
2016,Spain,MIGPER,MALE,4.18
2017,Spain,_T,BOTHSEX,1.99
2017,Spain,MIGPER,MALE,4.82
2017,Spain,NONMIG,MALE,3.54
2017,Spain,MIGPER,BOTHSEX,2.63
2017,Spain,_T,FEMALE,0.13
2014,France,_T,MALE,4.42
2014,France,NONMIG,FEMALE,0.28
2015,France,NONMIG,BOTHSEX,0.17
2015,France,NONMIG,FEMALE,0.02
2015,France,NONMIG,MALE,0.32
2015,France,_T,FEMALE,0.47
2015,France,_T,MALE,4.67
2017,Spain,_T,MALE,3.66
2017,Spain,MIGPER,FEMALE,0.0
2017,Spain,NONMIG,BOTHSEX,1.92
2017,Spain,NONMIG,FEMALE,0.15
2018,Spain,NONMIG,FEMALE,0.18
2018,Spain,_T,BOTHSEX,1.96
2018,Spain,MIGPER,MALE,7.1
2018,Spain,MIGPER,FEMALE,0.13
2018,Spain,NONMIG,MALE,3.16
2018,Spain,_T,FEMALE,0.18
2018,Spain,_T,MALE,3.57
2018,Spain,MIGPER,BOTHSEX,3.95
2018,Spain,NONMIG,BOTHSEX,1.74
2019,Spain,NONMIG,FEMALE,0.19
2015,France,_T,BOTHSEX,2.55
2016,France,_T,BOTHSEX,2.74
2017,France,_T,BOTHSEX,2.64
2018,France,_T,BOTHSEX,2.74
2019,France,_T,BOTHSEX,3.53
2020,France,_T,BOTHSEX,2.54
2019,Georgia,_T,MALE,6.0
2019,Spain,NONMIG,BOTHSEX,1.7
2019,Spain,_T,FEMALE,0.2
2019,Spain,MIGPER,MALE,4.08
2019,Spain,_T,BOTHSEX,1.78
2019,Spain,MIGPER,FEMALE,0.33
2019,Spain,NONMIG,MALE,3.02
2019,Spain,MIGPER,BOTHSEX,2.43
2019,Georgia,_T,FEMALE,0.0
2019,Georgia,_T,BOTHSEX,3.0
2020,Georgia,NONMIG,FEMALE,0.0
2020,Georgia,MIGPER,BOTHSEX,0.0
2020,Georgia,_T,BOTHSEX,3.0
2020,Georgia,_T,FEMALE,0.0
2020,Georgia,_T,MALE,6.0
2019,Spain,_T,MALE,3.13
2020,Spain,NONMIG,FEMALE,0.15
2020,Spain,MIGPER,MALE,4.58
2020,Spain,MIGPER,BOTHSEX,2.74
2020,Spain,_T,FEMALE,0.17
2020,Spain,_T,BOTHSEX,2.06
2020,Spain,NONMIG,MALE,3.57
2020,Georgia,NONMIG,MALE,6.0
2020,Georgia,MIGPER,MALE,0.0
2020,Georgia,MIGPER,FEMALE,0.0
2020,Georgia,NONMIG,BOTHSEX,3.0
2021,Georgia,MIGPER,MALE,0.0
2021,Georgia,NONMIG,FEMALE,0.0
2021,Georgia,_T,MALE,5.0
2021,Georgia,NONMIG,BOTHSEX,0.0
2021,Georgia,_T,FEMALE,0.0
2021,Georgia,MIGPER,BOTHSEX,0.0
2021,Georgia,MIGPER,FEMALE,0.0
2021,Georgia,_T,BOTHSEX,3.0
2021,Georgia,NONMIG,MALE,0.0
2009,Germany,_T,BOTHSEX,1.06
2009,Germany,NONMIG,FEMALE,0.13
2009,Germany,_T,FEMALE,0.14
2009,Germany,NONMIG,BOTHSEX,1.09
2009,Germany,NONMIG,MALE,1.85
2009,Germany,_T,MALE,1.78
2010,Germany,_T,MALE,2.12
2010,Germany,_T,FEMALE,0.15
2020,Spain,MIGPER,FEMALE,0.35
2020,Spain,_T,MALE,3.68
2020,Spain,NONMIG,BOTHSEX,1.98
2000,Sweden,_T,BOTHSEX,1.5
2000,Sweden,_T,FEMALE,0.2
2000,Sweden,_T,MALE,2.6
2001,Sweden,_T,FEMALE,0.3
2001,Sweden,_T,MALE,2.4
2010,Germany,_T,BOTHSEX,1.2
2010,Germany,NONMIG,FEMALE,0.16
2010,Germany,NONMIG,MALE,2.15
2010,Germany,NONMIG,BOTHSEX,1.22
2011,Germany,_T,MALE,2.16
2011,Germany,NONMIG,FEMALE,0.1
2011,Germany,NONMIG,MALE,2.23
2001,Sweden,_T,BOTHSEX,1.4
2002,Sweden,_T,FEMALE,0.2
2002,Sweden,_T,MALE,2.6
2002,Sweden,_T,BOTHSEX,1.4
2003,Sweden,_T,FEMALE,0.1
2003,Sweden,_T,MALE,2.5
2003,Sweden,_T,BOTHSEX,1.3
2004,Sweden,_T,BOTHSEX,1.4
2011,Germany,NONMIG,BOTHSEX,1.21
2011,Germany,_T,BOTHSEX,1.18
2011,Germany,_T,FEMALE,0.09
2012,Germany,_T,FEMALE,0.21
2012,Germany,NONMIG,BOTHSEX,1.21
2012,Germany,NONMIG,FEMALE,0.2
2012,Germany,_T,BOTHSEX,1.19
2004,Sweden,_T,MALE,2.2
2004,Sweden,_T,FEMALE,0.5
2005,Sweden,_T,FEMALE,0.3
2005,Sweden,_T,MALE,2.8
2005,Sweden,_T,BOTHSEX,1.6
2006,Sweden,_T,MALE,3.0
2006,Sweden,_T,FEMALE,0.1
2006,Sweden,_T,BOTHSEX,1.6
2012,Germany,NONMIG,MALE,2.14
2012,Germany,_T,MALE,2.07
2013,Germany,NONMIG,MALE,1.82
2013,Germany,_T,BOTHSEX,0.99
2013,Germany,NONMIG,FEMALE,0.09
2013,Germany,_T,FEMALE,0.08
2013,Germany,NONMIG,BOTHSEX,0.98
2007,Sweden,_T,BOTHSEX,1.7
2007,Sweden,_T,FEMALE,0.3
2007,Sweden,_T,MALE,3.0
2008,Sweden,_T,BOTHSEX,1.5
2008,Sweden,_T,FEMALE,0.2
2008,Sweden,_T,MALE,2.7
2009,Sweden,_T,MALE,1.66
2009,Sweden,NONMIG,MALE,0.0
2013,Germany,_T,MALE,1.82
2014,Germany,NONMIG,MALE,1.99
2014,Germany,NONMIG,FEMALE,0.16
2014,Germany,_T,MALE,1.96
2014,Germany,_T,FEMALE,0.16
2014,Germany,_T,BOTHSEX,1.1
2014,Germany,NONMIG,BOTHSEX,1.11
2009,Sweden,_T,BOTHSEX,0.96
2009,Sweden,NONMIG,BOTHSEX,0.0
2009,Sweden,_T,FEMALE,0.2
2009,Sweden,NONMIG,FEMALE,0.0
2010,Sweden,NONMIG,MALE,0.0
2010,Sweden,NONMIG,FEMALE,0.0
2010,Sweden,NONMIG,BOTHSEX,0.0
2015,Germany,NONMIG,FEMALE,0.14
2015,Germany,_T,BOTHSEX,0.97
2015,Germany,_T,FEMALE,0.13
2015,Germany,_T,MALE,1.73
2015,Germany,NONMIG,MALE,1.77
2015,Germany,NONMIG,BOTHSEX,0.98
2016,Germany,_T,BOTHSEX,0.96
2010,Sweden,_T,FEMALE,0.19
2010,Sweden,_T,MALE,1.62
2010,Sweden,_T,BOTHSEX,0.94
2011,Sweden,NONMIG,FEMALE,0.0
2011,Sweden,_T,FEMALE,0.32
2011,Sweden,_T,BOTHSEX,1.25
2011,Sweden,_T,MALE,2.09
2017,Germany,_T,BOTHSEX,0.89
