Year,GeoAreaName,Age,Location,Sex,Value
2009,Austria,45-54,RURAL,FEMALE,19.28051
2009,Austria,65+,RURAL,MALE,15.14927
2009,Austria,10+,RURAL,FEMALE,19.16132
2018,Kazakhstan,15-24,URBAN,FEMALE,13.54167
2018,Kazakhstan,55-64,RURAL,FEMALE,19.375
2018,Kazakhstan,65+,URBAN,FEMALE,16.25
2018,Kazakhstan,10+,URBAN,MALE,5.69444
2018,Kazakhstan,15+,URBAN,MALE,5.90278
2018,Kazakhstan,15-24,ALLAREA,MALE,4.72222
2018,Kazakhstan,25-44,ALLAREA,MALE,6.52778
2018,Kazakhstan,45-54,ALLAREA,MALE,6.11111
2018,Kazakhstan,55-64,ALLAREA,MALE,6.59722
2009,Austria,15-24,RURAL,FEMALE,8.80841
2009,Austria,15-24,ALLAREA,FEMALE,8.16422
2009,Austria,25-44,ALLAREA,FEMALE,21.56973
2009,Austria,45-54,ALLAREA,FEMALE,18.3425
2009,Austria,55-64,ALLAREA,FEMALE,21.33703
2009,Austria,65+,ALLAREA,FEMALE,21.04172
2009,Austria,10+,ALLAREA,MALE,9.56624
2009,Austria,15+,ALLAREA,MALE,10.05396
2009,Austria,15-24,ALLAREA,MALE,4.16734
2009,Austria,15-24,URBAN,FEMALE,7.1176
2018,Kazakhstan,65+,ALLAREA,MALE,7.22222
2018,Kazakhstan,10+,RURAL,FEMALE,18.61111
2018,Kazakhstan,15+,RURAL,FEMALE,19.93056
2018,Kazakhstan,15+,RURAL,MALE,6.59722
2018,Kazakhstan,15-24,RURAL,MALE,5.34722
2018,Kazakhstan,25-44,RURAL,MALE,6.875
2018,Kazakhstan,45-54,RURAL,MALE,6.80556
2018,Kazakhstan,55-64,RURAL,MALE,7.01389
2018,Kazakhstan,65+,RURAL,MALE,7.08333
2009,Austria,25-44,URBAN,FEMALE,19.58306
2009,Austria,45-54,URBAN,FEMALE,16.76063
2009,Austria,55-64,URBAN,FEMALE,18.77198
2009,Austria,65+,URBAN,FEMALE,20.50579
2009,Austria,10+,URBAN,MALE,9.29349
2009,Austria,15+,URBAN,MALE,9.81757
2009,Austria,15-24,URBAN,MALE,3.24881
2009,Austria,55-64,RURAL,FEMALE,22.74733
2009,Austria,65+,RURAL,FEMALE,21.29281
2009,Austria,10+,RURAL,MALE,9.71598
2018,Kazakhstan,10+,URBAN,FEMALE,17.5
2018,Kazakhstan,15-24,URBAN,MALE,4.23611
2018,Kazakhstan,25-44,URBAN,MALE,6.25
2018,Kazakhstan,45-54,URBAN,MALE,5.55556
2018,Kazakhstan,55-64,URBAN,MALE,6.25
2018,Kazakhstan,65+,URBAN,MALE,7.29167
2000,Kyrgyzstan,20-74,ALLAREA,MALE,13.81944
2000,Kyrgyzstan,20-74,ALLAREA,FEMALE,27.70833
2005,Kyrgyzstan,20-74,ALLAREA,FEMALE,23.75
2009,Austria,15+,RURAL,MALE,10.1836
2009,Austria,15-24,RURAL,MALE,4.68518
2009,Austria,25-44,RURAL,MALE,9.33145
2009,Austria,45-54,RURAL,MALE,9.98075
2009,Austria,55-64,RURAL,MALE,12.15911
2004,Armenia,15+,ALLAREA,FEMALE,24.02778
2004,Armenia,15+,ALLAREA,MALE,4.58333
2008,Armenia,15-24,ALLAREA,FEMALE,14.75
2005,Kyrgyzstan,20-74,ALLAREA,MALE,9.65278
2010,Kyrgyzstan,12+,ALLAREA,FEMALE,18.75
2010,Kyrgyzstan,12+,ALLAREA,MALE,6.31944
2015,Kyrgyzstan,12+,ALLAREA,FEMALE,16.80556
2015,Kyrgyzstan,12+,ALLAREA,MALE,9.51389
2003,Latvia,20-74,ALLAREA,FEMALE,18.26389
2003,Latvia,20-74,ALLAREA,MALE,9.09722
2003,Lithuania,15-24,ALLAREA,MALE,4.22917
2008,Armenia,25-44,ALLAREA,FEMALE,25.77917
2008,Armenia,55-64,ALLAREA,MALE,3.22917
2008,Armenia,65+,ALLAREA,MALE,6.67083
2008,Armenia,15+,ALLAREA,FEMALE,21.65833
2008,Armenia,15+,RURAL,FEMALE,24.75417
2008,Armenia,25-44,RURAL,FEMALE,31.29583
2003,Lithuania,20-74,ALLAREA,MALE,8.95694
2003,Lithuania,25-44,ALLAREA,MALE,7.425
2003,Lithuania,45-64,ALLAREA,MALE,10.35833
2003,Lithuania,65+,ALLAREA,MALE,15.5625
2003,Lithuania,10+,ALLAREA,FEMALE,16.7375
2003,Lithuania,15-24,ALLAREA,FEMALE,10.3125
2003,Lithuania,20-74,ALLAREA,FEMALE,18.68056
2003,Lithuania,25-44,ALLAREA,FEMALE,18.04583
2003,Lithuania,45-64,ALLAREA,FEMALE,18.67917
2008,Armenia,55-64,RURAL,MALE,4.84583
2008,Armenia,65+,RURAL,MALE,7.85833
2008,Armenia,15+,URBAN,FEMALE,20.3125
2008,Armenia,15-24,RURAL,FEMALE,19.13333
2008,Armenia,45-54,URBAN,FEMALE,23.83333
2008,Armenia,45-54,URBAN,MALE,2.75417
2008,Armenia,55-64,URBAN,MALE,2.57083
2008,Armenia,65+,URBAN,MALE,6.05833
2008,Armenia,45-54,ALLAREA,FEMALE,23.87917
2008,Armenia,55-64,ALLAREA,FEMALE,19.52917
2008,Armenia,65+,ALLAREA,FEMALE,20.72083
2008,Armenia,45-54,RURAL,FEMALE,23.98333
2008,Armenia,55-64,RURAL,FEMALE,17.57917
2008,Armenia,65+,RURAL,FEMALE,23.06667
2008,Armenia,25-44,URBAN,FEMALE,23.36667
2008,Armenia,15-24,URBAN,FEMALE,13.11667
2008,Armenia,55-64,URBAN,FEMALE,20.24167
2008,Armenia,15+,ALLAREA,MALE,4.37083
2008,Armenia,15-24,ALLAREA,MALE,3.76667
2008,Armenia,25-44,ALLAREA,MALE,4.00833
2008,Armenia,45-54,ALLAREA,MALE,4.19583
2008,Armenia,15+,RURAL,MALE,6.12917
2008,Armenia,15-24,RURAL,MALE,6.42917
2008,Armenia,25-44,RURAL,MALE,4.98333
2008,Armenia,45-54,RURAL,MALE,6.49167
2008,Armenia,65+,URBAN,FEMALE,19.45417
2008,Armenia,15+,URBAN,MALE,3.475
2008,Armenia,15-24,URBAN,MALE,2.19167
2008,Armenia,25-44,URBAN,MALE,3.59583
2000,Belgium,12+,ALLAREA,FEMALE,16.04167
2003,Lithuania,65+,ALLAREA,FEMALE,21.5875
2003,Lithuania,10+,ALLAREA,MALE,8.33333
2014,Luxembourg,10+,ALLAREA,MALE,7.08333
2014,Luxembourg,10+,ALLAREA,FEMALE,14.44444
2002,Malta,10+,ALLAREA,FEMALE,18.75
2002,Malta,10+,ALLAREA,MALE,7.01389
2012,Republic of Moldova,45-54,URBAN,MALE,11.67967
2012,Republic of Moldova,25-44,URBAN,MALE,6.83913
2000,Belgium,12+,ALLAREA,MALE,9.23611
2005,Belgium,12+,ALLAREA,FEMALE,15.0
2005,Belgium,12+,ALLAREA,MALE,9.23611
2013,Belgium,12+,ALLAREA,FEMALE,15.90278
2013,Belgium,15+,ALLAREA,FEMALE,2.43417
2013,Belgium,15-24,ALLAREA,MALE,4.34
2013,Belgium,25-44,ALLAREA,MALE,7.50958
2013,Belgium,45-54,ALLAREA,MALE,6.31792
2012,Republic of Moldova,10+,ALLAREA,FEMALE,19.45875
2012,Republic of Moldova,15+,ALLAREA,FEMALE,20.13841
2012,Republic of Moldova,15-24,ALLAREA,FEMALE,14.04083
2012,Republic of Moldova,25-44,ALLAREA,FEMALE,22.43045
2012,Republic of Moldova,45-54,ALLAREA,FEMALE,18.62052
2012,Republic of Moldova,10+,RURAL,FEMALE,21.97393
2012,Republic of Moldova,15+,RURAL,FEMALE,23.15644
2013,Belgium,55-64,ALLAREA,MALE,9.77833
2013,Belgium,65+,ALLAREA,MALE,15.91625
2013,Belgium,25-44,ALLAREA,FEMALE,11.38292
2013,Belgium,15-24,ALLAREA,FEMALE,5.95
2013,Belgium,45-54,ALLAREA,FEMALE,11.11542
2013,Belgium,55-64,ALLAREA,FEMALE,15.4075
2013,Belgium,65+,ALLAREA,FEMALE,28.13125
2013,Belgium,12+,ALLAREA,MALE,10.06944
2012,Republic of Moldova,15-24,RURAL,FEMALE,17.28367
2012,Republic of Moldova,25-44,RURAL,FEMALE,26.26795
2012,Republic of Moldova,45-54,RURAL,FEMALE,21.22344
2012,Republic of Moldova,55-64,RURAL,FEMALE,25.6208
2012,Republic of Moldova,65+,RURAL,FEMALE,22.96992
2012,Republic of Moldova,65+,RURAL,MALE,17.46309
2012,Republic of Moldova,10+,URBAN,FEMALE,16.66217
2013,Belgium,15+,ALLAREA,MALE,2.03667
2002,Bulgaria,20-74,ALLAREA,MALE,10.90278
2002,Bulgaria,20-74,ALLAREA,FEMALE,20.90278
2010,Bulgaria,20-74,ALLAREA,FEMALE,18.47222
2010,Bulgaria,20-74,ALLAREA,MALE,9.23611
2015,Belarus,10+,ALLAREA,FEMALE,19.16667
2015,Belarus,10+,ALLAREA,MALE,9.51389
2001,Denmark,16+,ALLAREA,FEMALE,14.58333
2001,Denmark,16+,ALLAREA,MALE,10.13889
2012,Republic of Moldova,15+,URBAN,FEMALE,16.99382
2012,Republic of Moldova,15-24,URBAN,FEMALE,10.68238
2012,Republic of Moldova,25-44,URBAN,FEMALE,18.94883
2012,Republic of Moldova,45-54,URBAN,FEMALE,15.73372
2012,Republic of Moldova,55-64,URBAN,FEMALE,18.84476
2012,Republic of Moldova,55-64,ALLAREA,MALE,13.20703
2012,Republic of Moldova,25-44,ALLAREA,MALE,10.28018
2009,Denmark,20-74,ALLAREA,FEMALE,15.625
2009,Denmark,20-74,ALLAREA,MALE,11.25
2000,Estonia,10+,ALLAREA,MALE,11.18056
2000,Estonia,15-24,ALLAREA,MALE,7.01389
2000,Estonia,25-44,ALLAREA,MALE,11.59722
2000,Estonia,45-64,ALLAREA,MALE,14.79167
2000,Estonia,65+,ALLAREA,MALE,17.70833
2000,Estonia,10+,ALLAREA,FEMALE,19.93056
2012,Republic of Moldova,65+,URBAN,MALE,13.60032
2012,Republic of Moldova,55-64,URBAN,MALE,12.19938
2012,Republic of Moldova,55-64,ALLAREA,FEMALE,22.24858
2012,Republic of Moldova,65+,ALLAREA,FEMALE,21.42737
2012,Republic of Moldova,10+,ALLAREA,MALE,10.95958
2012,Republic of Moldova,15+,ALLAREA,MALE,11.2725
2012,Republic of Moldova,15-24,ALLAREA,MALE,7.92076
2000,Estonia,15-24,ALLAREA,FEMALE,14.44444
2000,Estonia,65+,ALLAREA,FEMALE,23.40278
2000,Estonia,25-44,ALLAREA,FEMALE,22.01389
2000,Estonia,45-64,ALLAREA,FEMALE,22.70833
2010,Estonia,10+,ALLAREA,FEMALE,17.22222
2010,Estonia,15-24,ALLAREA,FEMALE,9.72222
2010,Estonia,25-44,ALLAREA,FEMALE,19.72222
2010,Estonia,45-64,ALLAREA,FEMALE,17.43056
2012,Republic of Moldova,45-54,ALLAREA,MALE,12.84231
2012,Republic of Moldova,10+,RURAL,MALE,12.62781
2012,Republic of Moldova,15+,RURAL,MALE,13.05898
2012,Republic of Moldova,15-24,RURAL,MALE,9.99527
2012,Republic of Moldova,25-44,RURAL,MALE,13.0031
2012,Republic of Moldova,65+,ALLAREA,MALE,16.15932
2012,Republic of Moldova,45-54,RURAL,MALE,13.43438
2012,Republic of Moldova,65+,URBAN,FEMALE,19.26467
2012,Republic of Moldova,10+,URBAN,MALE,8.20249
2012,Republic of Moldova,15+,URBAN,MALE,8.48503
2012,Republic of Moldova,15-24,URBAN,MALE,4.81341
2012,Republic of Moldova,55-64,RURAL,MALE,13.79366
2001,Netherlands,12+,ALLAREA,MALE,8.47222
2001,Netherlands,12+,ALLAREA,FEMALE,15.0
2003,Netherlands,12+,ALLAREA,FEMALE,15.13889
2003,Netherlands,12+,ALLAREA,MALE,8.05556
2006,Netherlands,20-74,ALLAREA,FEMALE,16.94444
2006,Netherlands,20-74,ALLAREA,MALE,9.79167
2012,Netherlands,20-74,ALLAREA,FEMALE,14.72222
2012,Netherlands,20-74,ALLAREA,MALE,9.23611
2001,Norway,16+,ALLAREA,FEMALE,16.38889
2001,Norway,16+,ALLAREA,MALE,11.18056
2010,Estonia,65+,ALLAREA,FEMALE,20.27778
2010,Estonia,10+,ALLAREA,MALE,10.76389
2010,Estonia,15-24,ALLAREA,MALE,5.20833
2010,Estonia,25-44,ALLAREA,MALE,10.41667
2010,Estonia,65+,ALLAREA,MALE,17.08333
2010,Estonia,45-64,ALLAREA,MALE,12.84722
2000,Finland,15-24,ALLAREA,MALE,5.09583
2000,Finland,25-44,ALLAREA,MALE,9.6875
2011,Norway,25-44,URBAN,FEMALE,18.19167
2011,Norway,45-54,URBAN,FEMALE,14.65
2011,Norway,55-64,URBAN,FEMALE,15.48333
2011,Norway,15-24,URBAN,FEMALE,7.84167
2011,Norway,65+,URBAN,FEMALE,18.12083
2011,Norway,65+,ALLAREA,FEMALE,17.84583
2011,Norway,15+,ALLAREA,MALE,12.33333
2011,Norway,15-24,ALLAREA,MALE,5.275
2011,Norway,16+,ALLAREA,MALE,12.5
2011,Norway,25-44,ALLAREA,MALE,14.025
2000,Finland,45-54,ALLAREA,MALE,10.2375
2000,Finland,55-64,ALLAREA,MALE,12.34583
2000,Finland,65+,ALLAREA,MALE,13.30417
2000,Finland,10+,RURAL,FEMALE,16.97917
2000,Finland,15+,RURAL,FEMALE,18.325
2000,Finland,25-44,RURAL,MALE,10.35833
2000,Finland,45-54,RURAL,MALE,10.39167
2000,Finland,55-64,RURAL,MALE,13.05
2011,Norway,45-54,ALLAREA,MALE,10.04167
2011,Norway,55-64,ALLAREA,MALE,12.5
2011,Norway,25-44,RURAL,MALE,14.025
2011,Norway,45-54,RURAL,MALE,12.56667
2011,Norway,55-64,RURAL,MALE,14.375
2011,Norway,65+,RURAL,MALE,18.81667
2011,Norway,15+,URBAN,FEMALE,15.20417
2011,Norway,25-44,ALLAREA,FEMALE,18.5375
2011,Norway,16+,ALLAREA,FEMALE,15.97222
2011,Norway,65+,ALLAREA,MALE,17.22083
2000,Finland,65+,RURAL,MALE,13.64167
2000,Finland,10+,URBAN,FEMALE,14.61667
2000,Finland,55-64,ALLAREA,FEMALE,17.42917
2000,Finland,45-54,ALLAREA,FEMALE,15.30833
2000,Finland,15-24,URBAN,MALE,5.1875
2000,Finland,25-44,URBAN,MALE,9.55833
2000,Finland,45-54,URBAN,MALE,10.19583
2000,Finland,55-64,URBAN,MALE,12.14167
2011,Norway,15+,RURAL,FEMALE,16.94167
2011,Norway,15-24,RURAL,FEMALE,7.56667
2011,Norway,25-44,RURAL,FEMALE,20.06667
2011,Norway,45-54,RURAL,FEMALE,16.525
2011,Norway,55-64,RURAL,FEMALE,18.74583
2011,Norway,65+,RURAL,FEMALE,17.15
2011,Norway,15+,RURAL,MALE,10.7
2011,Norway,15-24,RURAL,MALE,6.525
2011,Norway,15-24,ALLAREA,FEMALE,7.84583
2011,Norway,15+,ALLAREA,FEMALE,15.30833
2000,Finland,65+,URBAN,MALE,13.1875
2000,Finland,15-24,URBAN,FEMALE,9.20417
2000,Finland,25-44,URBAN,FEMALE,17.88333
2000,Finland,45-54,URBAN,FEMALE,14.44167
2000,Finland,15+,URBAN,FEMALE,15.28333
2000,Finland,65+,ALLAREA,FEMALE,16.025
2000,Finland,10+,ALLAREA,MALE,9.56667
2000,Finland,15+,ALLAREA,MALE,10.02083
2000,Finland,15-24,RURAL,FEMALE,10.2125
2000,Finland,25-44,RURAL,FEMALE,20.6375
2000,Finland,45-54,RURAL,FEMALE,19.20417
2000,Finland,55-64,RURAL,FEMALE,21.14583
2000,Finland,65+,RURAL,FEMALE,17.025
2000,Finland,10+,RURAL,MALE,10.17917
2000,Finland,15+,RURAL,MALE,10.80417
2000,Finland,15-24,RURAL,MALE,4.54167
2000,Finland,25-44,ALLAREA,FEMALE,18.30417
2000,Finland,15-24,ALLAREA,FEMALE,9.34583
2000,Finland,10+,ALLAREA,FEMALE,15.04583
2000,Finland,15+,ALLAREA,FEMALE,15.82083
2000,Finland,55-64,URBAN,FEMALE,16.44167
2000,Finland,65+,URBAN,FEMALE,15.7625
2000,Finland,10+,URBAN,MALE,9.41667
2000,Finland,15+,URBAN,MALE,9.83333
2011,Norway,15+,URBAN,MALE,10.58333
2011,Norway,15-24,URBAN,MALE,4.925
2011,Norway,25-44,URBAN,MALE,14.025
2011,Norway,45-54,URBAN,MALE,12.2875
2011,Norway,55-64,URBAN,MALE,9.55417
2011,Norway,65+,URBAN,MALE,16.59583
2011,Norway,45-54,ALLAREA,FEMALE,14.0125
2011,Norway,55-64,ALLAREA,FEMALE,16.31667
2004,Poland,15-64,ALLAREA,MALE,10.90278
2004,Poland,20-74,ALLAREA,MALE,9.79167
2010,Finland,15-24,RURAL,FEMALE,7.82083
2010,Finland,15-24,ALLAREA,FEMALE,7.14583
2010,Finland,45-54,ALLAREA,FEMALE,14.07917
2010,Finland,55-64,ALLAREA,FEMALE,15.55
2010,Finland,65+,ALLAREA,FEMALE,16.77083
2010,Finland,10+,ALLAREA,MALE,9.95417
2010,Finland,15+,ALLAREA,MALE,10.49167
2010,Finland,15-24,ALLAREA,MALE,4.98333
2004,Poland,15-64,ALLAREA,FEMALE,20.55556
2004,Poland,20-74,ALLAREA,FEMALE,19.79167
2013,Poland,15+,RURAL,FEMALE,19.65
2013,Poland,15-24,RURAL,MALE,5.20833
2013,Poland,15+,RURAL,MALE,10.0
2013,Poland,25-44,RURAL,MALE,9.93333
2013,Poland,65+,URBAN,FEMALE,17.22083
2013,Poland,15-24,ALLAREA,MALE,4.92917
2013,Poland,65+,URBAN,MALE,15.97083
2010,Finland,15+,RURAL,FEMALE,18.44583
2010,Finland,25-44,URBAN,FEMALE,18.0125
2010,Finland,55-64,RURAL,FEMALE,21.07083
2010,Finland,65+,RURAL,FEMALE,20.47083
2010,Finland,10+,RURAL,MALE,11.04583
2010,Finland,15+,RURAL,MALE,11.60833
2010,Finland,15-24,RURAL,MALE,4.01667
2010,Finland,25-44,RURAL,MALE,12.02917
2010,Finland,45-54,URBAN,FEMALE,13.84583
2010,Finland,55-64,URBAN,FEMALE,14.5375
2010,Finland,65+,URBAN,FEMALE,16.02917
2010,Finland,10+,URBAN,MALE,9.72917
2010,Finland,15+,URBAN,MALE,10.25833
2010,Finland,15-24,URBAN,MALE,5.16667
2010,Finland,25-44,URBAN,MALE,10.22083
2010,Finland,45-54,URBAN,MALE,10.25417
2013,Poland,10+,URBAN,MALE,9.5125
2013,Poland,25-44,URBAN,MALE,7.08333
2013,Poland,15-24,URBAN,MALE,7.6375
2013,Poland,45-54,ALLAREA,MALE,10.20833
2013,Poland,65+,ALLAREA,MALE,13.125
2013,Poland,15+,URBAN,FEMALE,17.5
2013,Poland,25-44,RURAL,FEMALE,23.47083
2013,Poland,15-24,ALLAREA,FEMALE,10.69583
2013,Poland,10+,ALLAREA,FEMALE,17.6375
2010,Finland,10+,ALLAREA,FEMALE,14.52917
2010,Finland,15+,ALLAREA,FEMALE,15.20417
2010,Finland,25-44,ALLAREA,MALE,10.49583
2010,Finland,45-54,ALLAREA,MALE,10.37083
2010,Finland,55-64,ALLAREA,MALE,12.18333
2010,Finland,65+,ALLAREA,MALE,13.5875
2010,Finland,10+,RURAL,FEMALE,17.25
2010,Finland,25-44,ALLAREA,FEMALE,18.53333
2013,Poland,15+,ALLAREA,FEMALE,18.2625
2013,Poland,65+,ALLAREA,FEMALE,17.70833
2013,Poland,10+,RURAL,MALE,9.44583
2013,Poland,15-24,RURAL,FEMALE,11.25
2013,Poland,55-64,RURAL,FEMALE,21.25
2013,Poland,45-54,RURAL,MALE,10.41667
2013,Poland,45-54,RURAL,FEMALE,19.8625
2013,Poland,25-44,URBAN,FEMALE,20.34583
2013,Poland,65+,RURAL,FEMALE,18.40417
2010,Finland,25-44,RURAL,FEMALE,20.9875
2010,Finland,45-54,RURAL,MALE,10.8
2010,Finland,55-64,RURAL,MALE,13.99583
2010,Finland,65+,RURAL,MALE,15.075
2010,Finland,10+,URBAN,FEMALE,13.99583
2010,Finland,15+,URBAN,FEMALE,14.58333
2010,Finland,45-54,RURAL,FEMALE,15.33333
2010,Finland,15-24,URBAN,FEMALE,7.04167
2013,Poland,15+,ALLAREA,MALE,9.92917
2013,Poland,10+,ALLAREA,MALE,9.58333
2013,Poland,15+,URBAN,MALE,8.75
2013,Poland,15-24,URBAN,FEMALE,10.07083
2013,Poland,55-64,ALLAREA,MALE,11.80417
2013,Poland,55-64,RURAL,MALE,12.3625
2013,Poland,55-64,URBAN,FEMALE,17.98333
2013,Poland,45-54,URBAN,FEMALE,16.59583
2013,Poland,10+,URBAN,FEMALE,16.875
2010,Finland,55-64,URBAN,MALE,11.89583
2010,Finland,65+,URBAN,MALE,13.17083
2010,France,15+,ALLAREA,FEMALE,15.77314
2010,France,15-24,ALLAREA,FEMALE,7.41166
2010,France,25-44,ALLAREA,FEMALE,17.87591
2010,France,55-64,ALLAREA,MALE,13.25888
2010,France,65+,ALLAREA,MALE,14.02323
2010,France,45-54,ALLAREA,FEMALE,17.09354
2013,Poland,65+,RURAL,MALE,13.54167
2013,Poland,10+,RURAL,FEMALE,18.75
2013,Poland,55-64,ALLAREA,FEMALE,19.09583
2013,Poland,25-44,ALLAREA,FEMALE,21.3875
2013,Poland,45-54,ALLAREA,FEMALE,17.91667
2013,Poland,55-64,URBAN,MALE,11.52917
2013,Poland,45-54,URBAN,MALE,9.79167
2013,Poland,25-44,ALLAREA,MALE,9.79167
2015,Portugal,15+,ALLAREA,MALE,10.2414
2010,France,55-64,ALLAREA,FEMALE,18.6
2010,France,65+,ALLAREA,FEMALE,17.72954
2010,France,15+,ALLAREA,MALE,9.49464
2010,France,15-24,ALLAREA,MALE,3.68734
2010,France,25-44,ALLAREA,MALE,9.4867
2010,France,45-54,ALLAREA,MALE,9.2575
2021,Georgia,25-44,URBAN,FEMALE,21.92172
2021,Georgia,45-54,URBAN,FEMALE,18.3682
2021,Georgia,55-64,URBAN,FEMALE,18.68649
2015,Portugal,15-24,ALLAREA,MALE,6.17325
2015,Portugal,55-64,ALLAREA,FEMALE,18.6338
2015,Portugal,65+,ALLAREA,FEMALE,14.36981
2015,Portugal,15+,ALLAREA,FEMALE,17.81135
2015,Portugal,65+,ALLAREA,MALE,9.97082
2015,Portugal,25-44,ALLAREA,MALE,12.49829
2015,Portugal,55-64,ALLAREA,MALE,10.40994
2015,Portugal,45-54,ALLAREA,MALE,10.29735
2015,Portugal,45-54,ALLAREA,FEMALE,18.67413
2015,Portugal,15-24,ALLAREA,FEMALE,11.99569
2021,Georgia,65+,URBAN,FEMALE,14.93513
2021,Georgia,15+,URBAN,MALE,3.78386
2021,Georgia,15-24,URBAN,MALE,1.34493
2021,Georgia,25-44,RURAL,MALE,3.69361
2021,Georgia,25-44,URBAN,MALE,4.0717
2021,Georgia,25-44,ALLAREA,FEMALE,22.9918
2021,Georgia,45-54,ALLAREA,FEMALE,18.99624
2021,Georgia,15+,RURAL,MALE,3.61756
2021,Georgia,55-64,ALLAREA,FEMALE,18.32158
2021,Georgia,15+,ALLAREA,MALE,3.7089
2021,Georgia,15-24,ALLAREA,MALE,1.27326
2021,Georgia,25-44,ALLAREA,MALE,3.92328
2021,Georgia,45-54,ALLAREA,MALE,3.97304
2021,Georgia,55-64,ALLAREA,MALE,4.28138
2021,Georgia,45-54,RURAL,MALE,3.96474
2021,Georgia,55-64,RURAL,MALE,4.21122
2021,Georgia,65+,RURAL,MALE,4.22404
2021,Georgia,15+,URBAN,FEMALE,17.31667
2021,Georgia,15-24,URBAN,FEMALE,7.76985
2021,Georgia,55-64,URBAN,MALE,4.33809
2015,Portugal,25-44,ALLAREA,FEMALE,22.48515
2000,Romania,10+,ALLAREA,FEMALE,20.83333
2000,Romania,15-24,ALLAREA,FEMALE,15.83333
2000,Romania,25-44,ALLAREA,FEMALE,23.33333
2000,Romania,65+,ALLAREA,MALE,16.25
2000,Romania,10+,RURAL,FEMALE,24.16667
2000,Romania,25-44,ALLAREA,MALE,9.16667
2000,Romania,45-64,ALLAREA,FEMALE,24.16667
2000,Romania,45-64,ALLAREA,MALE,12.5
2000,Romania,15-24,ALLAREA,MALE,6.66667
2000,Romania,65+,ALLAREA,FEMALE,22.91667
2000,Romania,10+,ALLAREA,MALE,9.58333
2000,Romania,15-24,RURAL,FEMALE,19.58333
2000,Romania,25-44,URBAN,FEMALE,20.0
2000,Romania,15-24,URBAN,FEMALE,11.66667
2000,Romania,45-64,URBAN,FEMALE,22.5
2000,Romania,65+,URBAN,MALE,14.16667
2000,Romania,45-64,URBAN,MALE,10.0
2000,Romania,25-44,URBAN,MALE,7.08333
