Year,GeoAreaName,Type of product,Value
2000,Albania,NFO,0.01551
2000,Albania,CPR,0.13716
2000,Albania,ONT,0.0
2000,Albania,BIM,1.5013
2000,Albania,CRO,0.37094
2000,Albania,GBO,0.93983
2000,Albania,WOD,0.05243
2000,Albania,PET,0.05233
2000,Albania,NMA,0.01821
2000,Albania,FEO,0.0275
2000,Albania,GAS,0.00125
2000,Albania,COL,0.01205
2000,Albania,MEO,0.04301
2000,Albania,NMC,1.65374
2000,Albania,NMM,1.67195
2000,Albania,ALP,3.64154
2000,Albania,FOF,0.06563
2000,Albania,WCH,0.00094
2001,Albania,ONT,0.0
2001,Albania,GAS,0.0009
2001,Albania,CRO,0.34424
2001,Albania,MEO,0.04595
2001,Albania,BIM,1.30763
2001,Albania,PET,0.04741
2001,Albania,COL,0.01296
2001,Albania,FEO,0.03379
2001,Albania,NFO,0.01217
2001,Albania,FOF,0.06127
2001,Albania,WOD,0.00454
2001,Albania,NMC,1.84023
2001,Albania,WCH,0.00101
2001,Albania,GBO,0.84163
2001,Albania,CPR,0.1162
2001,Albania,ALP,3.65018
2001,Albania,NMM,1.85156
2001,Albania,NMA,0.01133
2002,Albania,COL,0.00408
2002,Albania,GAS,0.00143
2002,Albania,BIM,1.2532
2002,Albania,MEO,0.0448
2002,Albania,ONT,0.0
2002,Albania,CRO,0.34321
2002,Albania,GBO,0.77404
2002,Albania,NMA,0.01709
2002,Albania,PET,0.05731
2002,Albania,NMM,1.71252
2002,Albania,ALP,3.46824
2002,Albania,NMC,1.69544
2002,Albania,NFO,0.01009
2002,Albania,FEO,0.0347
2002,Albania,WOD,0.02437
2002,Albania,CPR,0.11053
2002,Albania,WCH,0.00105
2002,Albania,FOF,0.06282
2003,Albania,NMA,0.01409
2003,Albania,ONT,0.0
2003,Albania,CPR,0.09983
2003,Albania,WCH,0.00085
2003,Albania,FOF,0.06243
2003,Albania,GAS,0.00135
2003,Albania,NMC,2.05085
2003,Albania,WOD,0.01924
2003,Albania,PET,0.05182
2003,Albania,MEO,0.04011
2003,Albania,FEO,0.03557
2003,Albania,BIM,1.18127
2003,Albania,CRO,0.32366
2003,Albania,GBO,0.73769
2003,Albania,NMM,2.06495
2003,Albania,ALP,3.73813
2003,Albania,COL,0.00926
2003,Albania,NFO,0.00454
2004,Albania,NMA,0.01549
2004,Albania,CPR,0.10455
2004,Albania,NFO,0.02398
2004,Albania,ALP,4.40123
2004,Albania,WCH,0.00119
2004,Albania,GBO,0.66193
2004,Albania,FOF,0.06528
2004,Albania,COL,0.00877
2004,Albania,ONT,0.0
2004,Albania,NMM,2.79326
2004,Albania,NMC,2.77776
2004,Albania,GAS,0.0015
2004,Albania,FEO,0.01919
2004,Albania,MEO,0.04317
2004,Albania,PET,0.05501
2004,Albania,CRO,0.32529
2004,Albania,BIM,1.1112
2004,Albania,WOD,0.01823
2005,Albania,ONT,0.0
2005,Albania,PET,0.05188
2005,Albania,ALP,3.85136
2005,Albania,NMA,0.01307
2005,Albania,CRO,0.30474
2005,Albania,NFO,0.03493
2005,Albania,NMM,2.23
2005,Albania,FOF,0.06001
2005,Albania,MEO,0.05695
2005,Albania,WOD,0.01728
2005,Albania,CPR,0.09469
2005,Albania,NMC,2.21693
2005,Albania,FEO,0.02202
2005,Albania,BIM,1.03986
2005,Albania,GAS,0.00094
2005,Albania,WCH,0.00122
2005,Albania,GBO,0.62193
2005,Albania,COL,0.0072
2006,Albania,ALP,3.51449
2006,Albania,NMC,2.0087
2006,Albania,CPR,0.09201
2006,Albania,BIM,0.98139
2006,Albania,COL,0.0068
2006,Albania,FEO,0.02487
2006,Albania,NMM,2.02282
2006,Albania,ONT,0.0
2006,Albania,NMA,0.01411
2006,Albania,MEO,0.04975
2006,Albania,CRO,0.29595
2006,Albania,GAS,0.00088
2006,Albania,WOD,0.01632
2006,Albania,PET,0.05121
2006,Albania,WCH,0.00122
2006,Albania,GBO,0.57589
2006,Albania,FOF,0.05889
2006,Albania,NFO,0.02487
2007,Albania,FOF,0.04313
2007,Albania,COL,0.00641
2007,Albania,ALP,2.99134
2007,Albania,NMC,1.63068
2007,Albania,PET,0.03538
2007,Albania,GAS,0.00133
2007,Albania,NFO,0.06505
2007,Albania,WCH,0.00126
2007,Albania,CPR,0.08093
2007,Albania,MEO,0.07097
2007,Albania,GBO,0.50875
2007,Albania,NMA,0.01435
2007,Albania,BIM,0.89557
2007,Albania,WOD,0.03105
2007,Albania,FEO,0.00592
2007,Albania,ONT,0.0
2007,Albania,CRO,0.27358
2007,Albania,NMM,1.64503
2008,Albania,GAS,0.00062
2008,Albania,ONT,0.0
2008,Albania,CPR,0.09592
2008,Albania,BIM,0.8496
2008,Albania,ALP,3.07516
2008,Albania,NMA,0.01138
2008,Albania,WCH,0.00113
2008,Albania,NMM,1.79255
2008,Albania,COL,0.00759
2008,Albania,WOD,0.02888
2008,Albania,FEO,-0.0067
2008,Albania,NFO,0.07737
2008,Albania,CRO,0.27651
2008,Albania,MEO,0.07068
2008,Albania,PET,0.03474
2008,Albania,GBO,0.44715
2008,Albania,NMC,1.78117
2008,Albania,FOF,0.04294
2009,Albania,FOF,0.05811
2009,Albania,NMA,0.01315
2009,Albania,MEO,0.06272
2009,Albania,ALP,3.53641
2009,Albania,FEO,0.02096
2009,Albania,COL,0.02212
2009,Albania,ONT,0.0
2009,Albania,WOD,0.02672
2009,Albania,GAS,0.00061
2009,Albania,BIM,0.80191
2009,Albania,PET,0.03537
2009,Albania,NMC,2.26419
2009,Albania,NFO,0.04177
2009,Albania,CRO,0.2704
2009,Albania,GBO,0.40339
2009,Albania,WCH,0.00111
2009,Albania,NMM,2.27735
2009,Albania,CPR,0.10029
2010,Albania,GAS,0.00093
2010,Albania,NMC,1.43205
2010,Albania,COL,0.02339
2010,Albania,CRO,0.28483
2010,Albania,PET,0.01511
2010,Albania,WOD,0.02585
2010,Albania,WCH,0.00091
2010,Albania,FOF,0.03943
2010,Albania,CPR,0.10513
2010,Albania,FEO,-0.01935
2010,Albania,NMM,1.44529
2010,Albania,MEO,0.03568
2010,Albania,GBO,0.38951
2010,Albania,ONT,0.0
2010,Albania,NMA,0.01324
2010,Albania,NFO,0.05502
2010,Albania,BIM,0.80623
2010,Albania,ALP,2.56444
2011,Albania,FOF,0.05706
2011,Albania,GBO,0.37339
2011,Albania,BIM,0.84497
2011,Albania,NFO,0.09163
2011,Albania,MEO,0.03602
2011,Albania,NMM,1.46039
2011,Albania,PET,0.02777
2011,Albania,FEO,-0.05561
2011,Albania,NMA,0.10301
2011,Albania,ALP,2.59244
2011,Albania,CRO,0.28637
2011,Albania,GAS,0.00106
2011,Albania,WOD,0.08095
2011,Albania,CPR,0.10325
2011,Albania,COL,0.02823
2011,Albania,WCH,0.00101
2011,Albania,NMC,1.35738
2011,Albania,ONT,0.0
2012,Albania,WCH,0.00119
2012,Albania,FOF,0.04379
2012,Albania,WOD,0.07232
2012,Albania,GBO,0.37835
2012,Albania,MEO,0.04803
2012,Albania,FEO,-0.01895
2012,Albania,NMC,1.3329
2012,Albania,NMM,1.43088
2012,Albania,ALP,2.50989
2012,Albania,ONT,0.0
2012,Albania,GAS,0.00102
2012,Albania,CRO,0.28825
2012,Albania,NMA,0.09798
2012,Albania,PET,0.01021
2012,Albania,NFO,0.06698
2012,Albania,CPR,0.10866
2012,Albania,BIM,0.84876
2012,Albania,COL,0.03256
2013,Albania,MEO,0.03086
2013,Albania,FOF,0.05143
2013,Albania,FEO,-0.02103
