Year,GeoAreaName,Value
2013,Denmark,1053309.0
2014,Denmark,1116627.0
2015,Denmark,1083302.0
2016,Denmark,1103915.0
2017,Denmark,1147703.0
2018,Denmark,1156148.0
2019,Denmark,1243279.0
2020,Denmark,1249130.0
2021,Denmark,1363220.0
2000,Estonia,2217.6
2001,Estonia,2428.8
2002,Estonia,2806.9
2003,Estonia,3184.2
2004,Estonia,3524.5
2005,Estonia,3900.6
2006,Estonia,4867.8
2007,Estonia,5907.7
2008,Estonia,6030.2
2009,Estonia,6089.2
2010,Estonia,5879.4
2011,Estonia,6316.2
2012,Estonia,6859.4
2013,Estonia,7167.0
2014,Estonia,7575.4
2015,Estonia,8036.6
2016,Estonia,8334.1
2017,Estonia,9077.3
2018,Estonia,9866.5
2019,Estonia,10776.5
2020,Estonia,10606.7
2021,Estonia,12036.6
2000,Finland,73580.0
2001,Finland,74242.0
2002,Finland,76535.0
2003,Finland,77097.0
2004,Finland,79937.0
2005,Finland,83416.0
2006,Finland,88130.0
2007,Finland,94753.0
2008,Finland,99115.0
2009,Finland,91739.0
2010,Finland,94544.0
2011,Finland,102055.0
2012,Finland,104910.0
2013,Finland,108770.0
2014,Finland,110167.0
2015,Finland,112358.0
2016,Finland,115281.0
2017,Finland,117686.0
2018,Finland,120351.0
2019,Finland,123307.0
2020,Finland,120619.0
2021,Finland,130684.0
2000,France,735394.0
2001,France,763637.0
2002,France,777580.0
2003,France,792822.0
2004,France,830777.0
2005,France,870835.0
2006,France,920917.0
2007,France,957512.0
2008,France,984080.0
2009,France,954325.0
2010,France,983815.0
2011,France,1038103.0
2012,France,1074915.0
2013,France,1110841.0
2014,France,1131912.0
2015,France,1154251.0
2016,France,1170413.0
2017,France,1214904.0
2018,France,1245489.0
2019,France,1258620.0
2020,France,1197292.0
2021,France,1297141.0
2000,Georgia,931.7
2001,Georgia,1105.644
2002,Georgia,1181.9
2003,Georgia,1345.0
2004,Georgia,2266.9
2005,Georgia,2810.4
2006,Georgia,3694.7
2007,Georgia,4972.7
2008,Georgia,5854.2
2009,Georgia,5264.5
2010,Georgia,5865.9
2011,Georgia,6873.7
2012,Georgia,7560.0
2013,Georgia,8112.1
2014,Georgia,8888.8
2002,Albania,150520.006165
2003,Albania,166940.624
2004,Albania,183492.45075
2005,Albania,203445.447730339
2006,Albania,228972.036821088
2007,Albania,251316.92380685
2008,Albania,291190.618604419
2009,Albania,298938.0
2010,Albania,324721.0
2011,Albania,327736.4878
2012,Albania,325336.983
2013,Albania,318981.93
2014,Albania,366612.2378
2015,Albania,379381.03
2016,Albania,389534.161
2015,Georgia,10317.3
2016,Georgia,11129.2
2017,Georgia,12655.7
2018,Georgia,12763.4
2019,Georgia,14397.1
2020,Georgia,13432.6
2021,Georgia,16443.1
2000,Germany,964767.0
2001,Germany,955218.0
2002,Germany,957198.0
2003,Germany,976600.0
2004,Germany,973442.0
2005,Germany,985686.0
2006,Germany,1029021.0
2007,Germany,1080797.0
2008,Germany,1111590.0
2009,Germany,1088597.0
2010,Germany,1108322.0
2011,Germany,1180046.0
2012,Germany,1217162.0
2013,Germany,1248233.0
2014,Germany,1297107.0
2015,Germany,1347305.0
2016,Germany,1408105.0
2017,Germany,1468043.0
2018,Germany,1537462.0
2019,Germany,1595459.0
2020,Germany,1548011.0
2021,Germany,1690345.0
2000,Greece,59130.0
2001,Greece,61000.0
2002,Greece,64303.0
2003,Greece,68597.0
2004,Greece,74365.0
2005,Greece,77588.0
2006,Greece,84398.0
2007,Greece,92866.0
2008,Greece,97111.0
2009,Greece,91248.0
2010,Greece,92117.0
2011,Greece,89610.0
2012,Greece,88628.0
2013,Greece,87682.0
2014,Greece,82161.0
2015,Greece,83653.0
2016,Greece,86245.0
2017,Greece,85597.0
2018,Greece,87445.0
2019,Greece,88334.0
2020,Greece,80779.0
2021,Greece,89329.0
2000,Hungary,5858125.0
2001,Hungary,6605153.0
2002,Hungary,7290510.0
2003,Hungary,7941122.0
2004,Hungary,8809348.0
2005,Hungary,9295944.0
2006,Hungary,10163253.0
2007,Hungary,11426366.0
2008,Hungary,12153806.0
2009,Hungary,12044015.0
2010,Hungary,12092476.0
2011,Hungary,12397165.0
2012,Hungary,13458233.0
2013,Hungary,14272961.0
2014,Hungary,15370315.436
2015,Hungary,16735304.707
2016,Hungary,16154156.376
2017,Hungary,17213040.477
2018,Hungary,18906373.707
2019,Hungary,20747879.325
2020,Hungary,20850516.056
2021,Hungary,22434196.0
2000,Iceland,300068.5
2001,Iceland,323504.331990497
2002,Iceland,340491.832423226
2003,Iceland,360027.806848339
2004,Iceland,409478.109543239
2005,Iceland,530768.438138833
2006,Iceland,628646.301533962
2007,Iceland,698803.217999532
2008,Iceland,815604.651481577
2009,Iceland,733326.821100765
2010,Iceland,710044.419785265
2011,Iceland,778808.490518463
2012,Iceland,834496.727503054
2013,Iceland,883269.105982399
2014,Iceland,964563.932649246
2015,Iceland,997700.935511458
2016,Iceland,1483976.51963855
2017,Iceland,1200738.10121227
2018,Iceland,1275333.14184198
2019,Iceland,1276236.19391521
2020,Iceland,1231476.29623546
2021,Iceland,1342533.95649974
2000,Ireland,38432.425
2001,Ireland,40450.975
2002,Ireland,44009.514
2003,Ireland,48055.998
2004,Ireland,53315.62
2005,Ireland,58912.818
2006,Ireland,67194.859
2007,Ireland,70764.065
2008,Ireland,64662.705
2009,Ireland,55943.377
2010,Ireland,54863.747
