Year,GeoAreaName,Age,Location,Sex,Value
2000,Kazakhstan,15+,,FEMALE,11.2
2000,Kazakhstan,15+,,MALE,57.1
2005,Kazakhstan,15+,,MALE,52.0
2005,Kazakhstan,15+,,FEMALE,9.8
2005,Kazakhstan,15+,,BOTHSEX,30.9
2010,Kazakhstan,15+,,MALE,47.5
2010,Kazakhstan,15+,,FEMALE,8.6
2010,Kazakhstan,15+,,BOTHSEX,28.1
2015,Kazakhstan,15+,,FEMALE,7.6
2015,Kazakhstan,15+,,BOTHSEX,25.4
2015,Kazakhstan,15+,,MALE,43.2
2018,Kazakhstan,15+,,MALE,41.0
2018,Kazakhstan,15+,,FEMALE,7.1
2018,Kazakhstan,15+,,BOTHSEX,23.5
2019,Kazakhstan,15+,,MALE,40.1
2019,Kazakhstan,15+,,FEMALE,6.9
2019,Kazakhstan,15+,,BOTHSEX,23.5
2020,Kazakhstan,15+,,BOTHSEX,23.2
2020,Kazakhstan,15+,,FEMALE,6.7
2020,Kazakhstan,15+,,MALE,39.6
2000,Kyrgyzstan,15+,,BOTHSEX,31.4
2000,Kyrgyzstan,15+,,FEMALE,5.0
2000,Kyrgyzstan,15+,,MALE,57.8
2005,Kyrgyzstan,15+,,MALE,56.2
2005,Kyrgyzstan,15+,,FEMALE,4.4
2005,Kyrgyzstan,15+,,BOTHSEX,30.3
2010,Kyrgyzstan,15+,,MALE,54.8
2010,Kyrgyzstan,15+,,FEMALE,4.0
2010,Kyrgyzstan,15+,,BOTHSEX,29.4
2015,Kyrgyzstan,15+,,MALE,53.1
2015,Kyrgyzstan,15+,,FEMALE,3.6
2015,Kyrgyzstan,15+,,BOTHSEX,28.4
2018,Kyrgyzstan,15+,,BOTHSEX,27.6
2018,Kyrgyzstan,15+,,MALE,52.6
2018,Kyrgyzstan,15+,,FEMALE,3.4
2019,Kyrgyzstan,15+,,BOTHSEX,27.6
2019,Kyrgyzstan,15+,,FEMALE,3.3
2019,Kyrgyzstan,15+,,MALE,51.8
2020,Kyrgyzstan,15+,,BOTHSEX,25.4
2020,Kyrgyzstan,15+,,FEMALE,2.8
2020,Kyrgyzstan,15+,,MALE,48.0
2000,Latvia,15+,,FEMALE,26.3
2000,Latvia,15+,,BOTHSEX,43.8
2000,Latvia,15+,,MALE,61.3
2005,Latvia,15+,,BOTHSEX,41.9
2005,Latvia,15+,,MALE,58.0
2005,Latvia,15+,,FEMALE,25.7
2010,Latvia,15+,,MALE,55.1
2010,Latvia,15+,,FEMALE,25.1
2010,Latvia,15+,,BOTHSEX,40.1
2015,Latvia,15+,,MALE,52.5
2015,Latvia,15+,,FEMALE,24.4
2015,Latvia,15+,,BOTHSEX,38.5
2018,Latvia,15+,,MALE,51.1
2018,Latvia,15+,,FEMALE,23.8
2018,Latvia,15+,,BOTHSEX,37.2
2019,Latvia,15+,,MALE,50.6
2019,Latvia,15+,,BOTHSEX,37.2
2019,Latvia,15+,,FEMALE,23.8
2020,Latvia,15+,,FEMALE,23.7
2020,Latvia,15+,,BOTHSEX,37.0
2020,Latvia,15+,,MALE,50.3
2000,Lithuania,15+,,FEMALE,24.8
2000,Lithuania,15+,,BOTHSEX,41.4
2000,Lithuania,15+,,MALE,58.0
2005,Lithuania,15+,,BOTHSEX,38.9
2005,Lithuania,15+,,MALE,53.6
2005,Lithuania,15+,,FEMALE,24.1
2010,Lithuania,15+,,MALE,49.5
2010,Lithuania,15+,,FEMALE,23.2
2010,Lithuania,15+,,BOTHSEX,36.4
2015,Lithuania,15+,,MALE,45.5
2015,Lithuania,15+,,FEMALE,22.4
2015,Lithuania,15+,,BOTHSEX,34.0
2018,Lithuania,15+,,MALE,43.4
2018,Lithuania,15+,,FEMALE,21.9
2018,Lithuania,15+,,BOTHSEX,32.3
2019,Lithuania,15+,,FEMALE,21.8
2019,Lithuania,15+,,BOTHSEX,32.3
2019,Lithuania,15+,,MALE,42.8
2020,Lithuania,15+,,BOTHSEX,32.0
2020,Lithuania,15+,,FEMALE,21.8
2020,Lithuania,15+,,MALE,42.1
2000,Luxembourg,15+,,BOTHSEX,31.0
2000,Luxembourg,15+,,MALE,36.5
2000,Luxembourg,15+,,FEMALE,25.5
2005,Luxembourg,15+,,MALE,32.5
2005,Luxembourg,15+,,FEMALE,23.8
2005,Luxembourg,15+,,BOTHSEX,28.2
2010,Luxembourg,15+,,BOTHSEX,25.6
2010,Luxembourg,15+,,FEMALE,22.5
2010,Luxembourg,15+,,MALE,28.6
2015,Luxembourg,15+,,MALE,25.3
2015,Luxembourg,15+,,FEMALE,21.1
2015,Luxembourg,15+,,BOTHSEX,23.2
2018,Luxembourg,15+,,MALE,23.5
2018,Luxembourg,15+,,FEMALE,20.3
2018,Luxembourg,15+,,BOTHSEX,21.6
2019,Luxembourg,15+,,BOTHSEX,21.6
2019,Luxembourg,15+,,FEMALE,20.1
2019,Luxembourg,15+,,MALE,23.0
2020,Luxembourg,15+,,BOTHSEX,21.1
2020,Luxembourg,15+,,FEMALE,19.8
2020,Luxembourg,15+,,MALE,22.4
2000,Malta,15+,,MALE,42.2
2000,Malta,15+,,FEMALE,26.4
2000,Malta,15+,,BOTHSEX,34.3
2005,Malta,15+,,MALE,37.5
2005,Malta,15+,,BOTHSEX,31.4
2005,Malta,15+,,FEMALE,25.3
2010,Malta,15+,,FEMALE,23.9
2010,Malta,15+,,BOTHSEX,28.6
2010,Malta,15+,,MALE,33.3
2015,Malta,15+,,MALE,29.8
2015,Malta,15+,,FEMALE,22.8
2015,Malta,15+,,BOTHSEX,26.3
2018,Malta,15+,,MALE,27.7
2018,Malta,15+,,FEMALE,22.1
2018,Malta,15+,,BOTHSEX,24.5
2019,Malta,15+,,BOTHSEX,24.5
2019,Malta,15+,,FEMALE,21.8
2019,Malta,15+,,MALE,27.1
2020,Malta,15+,,BOTHSEX,24.0
2020,Malta,15+,,MALE,26.4
2020,Malta,15+,,FEMALE,21.6
2000,Republic of Moldova,15+,,MALE,45.2
2000,Republic of Moldova,15+,,FEMALE,5.3
2000,Republic of Moldova,15+,,BOTHSEX,25.3
2005,Republic of Moldova,15+,,MALE,46.5
2005,Republic of Moldova,15+,,FEMALE,5.5
2005,Republic of Moldova,15+,,BOTHSEX,26.0
2010,Republic of Moldova,15+,,MALE,48.0
2010,Republic of Moldova,15+,,FEMALE,5.8
2010,Republic of Moldova,15+,,BOTHSEX,26.9
2015,Republic of Moldova,15+,,FEMALE,6.0
2015,Republic of Moldova,15+,,MALE,49.8
2015,Republic of Moldova,15+,,BOTHSEX,27.9
2018,Republic of Moldova,15+,,MALE,50.7
2018,Republic of Moldova,15+,,FEMALE,6.1
2018,Republic of Moldova,15+,,BOTHSEX,28.7
2019,Republic of Moldova,15+,,MALE,51.2
2019,Republic of Moldova,15+,,FEMALE,6.2
2019,Republic of Moldova,15+,,BOTHSEX,28.7
2020,Republic of Moldova,15+,,BOTHSEX,29.0
2020,Republic of Moldova,15+,,MALE,51.7
2020,Republic of Moldova,15+,,FEMALE,6.2
2000,Montenegro,15+,,MALE,43.4
2000,Montenegro,15+,,FEMALE,33.9
2000,Montenegro,15+,,BOTHSEX,38.7
2005,Montenegro,15+,,BOTHSEX,36.7
2005,Montenegro,15+,,MALE,40.0
2005,Montenegro,15+,,FEMALE,33.3
2010,Montenegro,15+,,MALE,37.1
2010,Montenegro,15+,,FEMALE,32.6
2010,Montenegro,15+,,BOTHSEX,34.9
2015,Montenegro,15+,,MALE,34.3
2015,Montenegro,15+,,FEMALE,31.9
2015,Montenegro,15+,,BOTHSEX,33.1
2018,Montenegro,15+,,MALE,32.8
2018,Montenegro,15+,,FEMALE,31.4
2018,Montenegro,15+,,BOTHSEX,31.8
2019,Montenegro,15+,,MALE,32.3
2019,Montenegro,15+,,BOTHSEX,31.8
2019,Montenegro,15+,,FEMALE,31.3
2020,Montenegro,15+,,MALE,31.6
2020,Montenegro,15+,,FEMALE,31.1
2020,Montenegro,15+,,BOTHSEX,31.4
2000,Netherlands,15+,,MALE,36.8
2000,Netherlands,15+,,BOTHSEX,34.3
2000,Netherlands,15+,,FEMALE,31.7
2005,Netherlands,15+,,MALE,33.0
2005,Netherlands,15+,,FEMALE,28.2
2005,Netherlands,15+,,BOTHSEX,30.6
2010,Netherlands,15+,,BOTHSEX,27.5
2010,Netherlands,15+,,MALE,30.0
2010,Netherlands,15+,,FEMALE,25.0
2015,Netherlands,15+,,MALE,26.9
2015,Netherlands,15+,,FEMALE,22.2
2015,Netherlands,15+,,BOTHSEX,24.6
2018,Netherlands,15+,,MALE,25.5
2018,Netherlands,15+,,FEMALE,20.8
2018,Netherlands,15+,,BOTHSEX,22.6
2019,Netherlands,15+,,BOTHSEX,22.6
2019,Netherlands,15+,,FEMALE,20.3
2019,Netherlands,15+,,MALE,24.8
2020,Netherlands,15+,,MALE,24.4
2020,Netherlands,15+,,FEMALE,19.9
2020,Netherlands,15+,,BOTHSEX,22.2
2000,Norway,15+,,FEMALE,43.3
2000,Norway,15+,,BOTHSEX,44.0
2000,Norway,15+,,MALE,44.7
2005,Norway,15+,,MALE,35.1
2005,Norway,15+,,FEMALE,33.5
2005,Norway,15+,,BOTHSEX,34.3
2010,Norway,15+,,MALE,27.6
2010,Norway,15+,,FEMALE,25.8
2010,Norway,15+,,BOTHSEX,26.7
2015,Norway,15+,,BOTHSEX,20.7
2015,Norway,15+,,MALE,21.6
2015,Norway,15+,,FEMALE,19.7
2018,Norway,15+,,BOTHSEX,17.1
2018,Norway,15+,,MALE,18.8
2018,Norway,15+,,FEMALE,17.0
2019,Norway,15+,,BOTHSEX,17.1
2019,Norway,15+,,FEMALE,16.2
2019,Norway,15+,,MALE,17.9
2020,Norway,15+,,MALE,17.0
2020,Norway,15+,,FEMALE,15.4
2020,Norway,15+,,BOTHSEX,16.2
2000,Poland,15+,,MALE,45.6
2000,Poland,15+,,FEMALE,33.6
2000,Poland,15+,,BOTHSEX,39.6
2005,Poland,15+,,MALE,40.4
2005,Poland,15+,,FEMALE,29.6
2005,Poland,15+,,BOTHSEX,35.0
2010,Poland,15+,,MALE,35.7
2010,Poland,15+,,FEMALE,25.9
2010,Poland,15+,,BOTHSEX,30.8
2015,Poland,15+,,MALE,31.6
2015,Poland,15+,,FEMALE,22.8
2015,Poland,15+,,BOTHSEX,27.2
2018,Poland,15+,,FEMALE,21.2
2018,Poland,15+,,BOTHSEX,24.7
2018,Poland,15+,,MALE,29.4
2019,Poland,15+,,BOTHSEX,24.7
2019,Poland,15+,,FEMALE,20.7
2019,Poland,15+,,MALE,28.6
2020,Poland,15+,,FEMALE,20.1
2020,Poland,15+,,MALE,27.9
2020,Poland,15+,,BOTHSEX,24.0
2000,Portugal,15+,,MALE,36.4
2000,Portugal,15+,,FEMALE,14.9
2000,Portugal,15+,,BOTHSEX,25.7
2005,Portugal,15+,,BOTHSEX,25.3
2005,Portugal,15+,,FEMALE,16.1
2005,Portugal,15+,,MALE,34.5
2010,Portugal,15+,,MALE,33.1
2010,Portugal,15+,,FEMALE,17.4
2010,Portugal,15+,,BOTHSEX,25.3
2015,Portugal,15+,,FEMALE,18.7
2015,Portugal,15+,,BOTHSEX,25.2
2015,Portugal,15+,,MALE,31.7
2018,Portugal,15+,,MALE,30.9
2018,Portugal,15+,,BOTHSEX,25.3
2018,Portugal,15+,,FEMALE,19.7
2019,Portugal,15+,,BOTHSEX,25.3
2019,Portugal,15+,,FEMALE,20.0
2019,Portugal,15+,,MALE,30.6
2020,Portugal,15+,,BOTHSEX,25.4
2020,Portugal,15+,,MALE,30.5
2020,Portugal,15+,,FEMALE,20.2
2000,Romania,15+,,MALE,46.7
2000,Romania,15+,,FEMALE,23.3
2000,Romania,15+,,BOTHSEX,35.0
2005,Romania,15+,,MALE,43.9
2005,Romania,15+,,FEMALE,22.5
2005,Romania,15+,,BOTHSEX,33.2
2010,Romania,15+,,FEMALE,21.6
2010,Romania,15+,,MALE,41.2
2010,Romania,15+,,BOTHSEX,31.4
2015,Romania,15+,,FEMALE,20.8
2015,Romania,15+,,BOTHSEX,29.7
2015,Romania,15+,,MALE,38.5
2018,Romania,15+,,BOTHSEX,28.4
2018,Romania,15+,,FEMALE,20.4
2018,Romania,15+,,MALE,36.9
2019,Romania,15+,,BOTHSEX,28.4
2019,Romania,15+,,FEMALE,20.2
2019,Romania,15+,,MALE,36.5
2020,Romania,15+,,BOTHSEX,28.0
2020,Romania,15+,,FEMALE,20.0
2020,Romania,15+,,MALE,35.9
2000,Serbia,15+,,FEMALE,39.1
2000,Serbia,15+,,BOTHSEX,45.1
2000,Serbia,15+,,MALE,51.0
2005,Serbia,15+,,MALE,48.0
2005,Serbia,15+,,FEMALE,39.3
2005,Serbia,15+,,BOTHSEX,43.7
2010,Serbia,15+,,BOTHSEX,42.3
2010,Serbia,15+,,MALE,45.4
2010,Serbia,15+,,FEMALE,39.1
2015,Serbia,15+,,MALE,42.7
2015,Serbia,15+,,FEMALE,39.1
2015,Serbia,15+,,BOTHSEX,40.9
2018,Serbia,15+,,FEMALE,39.0
2018,Serbia,15+,,MALE,41.4
2018,Serbia,15+,,BOTHSEX,40.1
2019,Serbia,15+,,BOTHSEX,40.1
2019,Serbia,15+,,FEMALE,39.0
2019,Serbia,15+,,MALE,41.1
2020,Serbia,15+,,MALE,40.5
2020,Serbia,15+,,BOTHSEX,39.8
2020,Serbia,15+,,FEMALE,39.1
2000,Slovakia,15+,,MALE,43.2
2000,Slovakia,15+,,FEMALE,20.7
2000,Slovakia,15+,,BOTHSEX,32.0
2005,Slovakia,15+,,MALE,41.6
2005,Slovakia,15+,,FEMALE,21.8
2005,Slovakia,15+,,BOTHSEX,31.7
2010,Slovakia,15+,,MALE,40.3
2010,Slovakia,15+,,FEMALE,22.9
2010,Slovakia,15+,,BOTHSEX,31.6
2015,Slovakia,15+,,BOTHSEX,31.5
2015,Slovakia,15+,,MALE,38.6
2015,Slovakia,15+,,FEMALE,24.3
2018,Slovakia,15+,,BOTHSEX,31.5
2018,Slovakia,15+,,FEMALE,25.1
2018,Slovakia,15+,,MALE,38.0
2019,Slovakia,15+,,MALE,37.6
2019,Slovakia,15+,,BOTHSEX,31.5
2019,Slovakia,15+,,FEMALE,25.4
2020,Slovakia,15+,,MALE,37.4
2020,Slovakia,15+,,FEMALE,25.6
2020,Slovakia,15+,,BOTHSEX,31.5
2000,Slovenia,15+,,FEMALE,23.1
2018,Uzbekistan,15+,,MALE,35.3
2019,Uzbekistan,15+,,FEMALE,1.1
2019,Uzbekistan,15+,,MALE,34.5
2019,Uzbekistan,15+,,BOTHSEX,17.8
2020,Uzbekistan,15+,,BOTHSEX,17.6
2020,Uzbekistan,15+,,FEMALE,1.1
2020,Uzbekistan,15+,,MALE,34.0
2019,Denmark,15+,,MALE,18.4
2020,Denmark,15+,,FEMALE,17.1
2020,Denmark,15+,,BOTHSEX,17.5
2020,Denmark,15+,,MALE,17.8
2020,Denmark,15+,,MALE,17.8
