Year,GeoAreaName,Age,Location,Sex,Value
2019,Georgia,15+,,BOTHSEX,31.7
2019,Georgia,15+,,FEMALE,7.0
2005,Cyprus,15+,,MALE,56.7
2005,Cyprus,15+,,FEMALE,21.6
2005,Cyprus,15+,,BOTHSEX,39.2
2010,Cyprus,15+,,BOTHSEX,37.7
2010,Cyprus,15+,,MALE,53.2
2010,Cyprus,15+,,FEMALE,22.2
2015,Cyprus,15+,,FEMALE,22.7
2015,Cyprus,15+,,BOTHSEX,36.4
2015,Cyprus,15+,,MALE,50.1
2018,Cyprus,15+,,MALE,48.3
2018,Cyprus,15+,,FEMALE,22.9
2018,Cyprus,15+,,BOTHSEX,35.5
2019,Cyprus,15+,,BOTHSEX,35.5
2019,Cyprus,15+,,FEMALE,23.2
2019,Cyprus,15+,,MALE,47.7
2020,Cyprus,15+,,FEMALE,23.2
2019,Georgia,15+,,MALE,56.3
2020,Georgia,15+,,MALE,56.3
2020,Georgia,15+,,FEMALE,7.1
2020,Georgia,15+,,BOTHSEX,31.7
2000,Germany,15+,,BOTHSEX,36.4
2000,Germany,15+,,FEMALE,31.6
2000,Germany,15+,,MALE,41.1
2005,Germany,15+,,BOTHSEX,32.1
2020,Cyprus,15+,,MALE,47.0
2020,Cyprus,15+,,BOTHSEX,35.1
2000,Czechia,15+,,MALE,40.1
2000,Czechia,15+,,FEMALE,28.2
2000,Czechia,15+,,BOTHSEX,34.2
2005,Czechia,15+,,MALE,38.8
2005,Czechia,15+,,FEMALE,28.0
2005,Czechia,15+,,BOTHSEX,33.4
2010,Czechia,15+,,MALE,37.3
2010,Czechia,15+,,FEMALE,27.3
2010,Czechia,15+,,BOTHSEX,32.3
2015,Czechia,15+,,BOTHSEX,31.4
2015,Czechia,15+,,MALE,35.8
2015,Czechia,15+,,FEMALE,26.9
2018,Czechia,15+,,MALE,35.4
2018,Czechia,15+,,FEMALE,26.7
2005,Germany,15+,,MALE,35.9
2005,Germany,15+,,FEMALE,28.3
2010,Germany,15+,,FEMALE,25.1
2010,Germany,15+,,BOTHSEX,28.3
2010,Germany,15+,,MALE,31.4
2015,Germany,15+,,MALE,27.5
2015,Germany,15+,,FEMALE,22.3
2015,Germany,15+,,BOTHSEX,24.9
2018,Czechia,15+,,BOTHSEX,30.9
2019,Czechia,15+,,BOTHSEX,30.9
2019,Czechia,15+,,FEMALE,26.5
2019,Czechia,15+,,MALE,35.2
2020,Czechia,15+,,BOTHSEX,30.7
2020,Czechia,15+,,MALE,35.0
2020,Czechia,15+,,FEMALE,26.4
2000,Denmark,15+,,MALE,40.4
2018,Germany,15+,,MALE,25.5
2018,Germany,15+,,FEMALE,20.9
2018,Germany,15+,,BOTHSEX,22.5
2019,Germany,15+,,FEMALE,20.4
2019,Germany,15+,,MALE,24.6
2019,Germany,15+,,BOTHSEX,22.5
2020,Germany,15+,,BOTHSEX,22.0
2020,Germany,15+,,FEMALE,19.9
2000,Denmark,15+,,BOTHSEX,37.3
2000,Denmark,15+,,FEMALE,34.1
2005,Denmark,15+,,BOTHSEX,30.8
2005,Denmark,15+,,FEMALE,28.6
2005,Denmark,15+,,MALE,32.9
2010,Denmark,15+,,BOTHSEX,25.5
2010,Denmark,15+,,FEMALE,24.2
2010,Denmark,15+,,MALE,26.8
2015,Denmark,15+,,MALE,21.9
2015,Denmark,15+,,FEMALE,20.3
2015,Denmark,15+,,BOTHSEX,21.1
2018,Denmark,15+,,MALE,19.4
2018,Denmark,15+,,FEMALE,18.4
2018,Denmark,15+,,BOTHSEX,18.1
2019,Denmark,15+,,BOTHSEX,18.1
2019,Denmark,15+,,FEMALE,17.8
2020,Germany,15+,,MALE,24.1
2000,Greece,15+,,MALE,65.9
2000,Greece,15+,,FEMALE,43.8
2000,Greece,15+,,BOTHSEX,54.9
2005,Greece,15+,,BOTHSEX,48.5
2005,Greece,15+,,FEMALE,40.0
2005,Greece,15+,,MALE,57.0
2010,Greece,15+,,FEMALE,36.7
2010,Greece,15+,,BOTHSEX,42.9
2010,Greece,15+,,MALE,49.1
2015,Greece,15+,,MALE,42.3
2015,Greece,15+,,FEMALE,33.5
2015,Greece,15+,,BOTHSEX,37.9
2018,Greece,15+,,BOTHSEX,34.5
2018,Greece,15+,,MALE,38.8
2018,Greece,15+,,FEMALE,31.9
2019,Greece,15+,,FEMALE,31.2
2019,Greece,15+,,BOTHSEX,34.5
2019,Greece,15+,,MALE,37.7
2020,Greece,15+,,FEMALE,30.5
2020,Greece,15+,,BOTHSEX,33.5
2020,Greece,15+,,MALE,36.5
2000,Hungary,15+,,FEMALE,31.6
2000,Hungary,15+,,BOTHSEX,37.4
2000,Hungary,15+,,MALE,43.1
2005,Hungary,15+,,MALE,41.3
2005,Hungary,15+,,FEMALE,30.5
2005,Hungary,15+,,BOTHSEX,35.9
2010,Hungary,15+,,BOTHSEX,34.6
2010,Hungary,15+,,FEMALE,29.7
2010,Hungary,15+,,MALE,39.4
2015,Hungary,15+,,MALE,37.6
2015,Hungary,15+,,FEMALE,28.7
2015,Hungary,15+,,BOTHSEX,33.2
2018,Hungary,15+,,MALE,36.5
2018,Hungary,15+,,FEMALE,28.0
2018,Hungary,15+,,BOTHSEX,32.2
2019,Hungary,15+,,BOTHSEX,32.2
2019,Hungary,15+,,FEMALE,28.0
2019,Hungary,15+,,MALE,36.4
2020,Hungary,15+,,BOTHSEX,31.8
2020,Hungary,15+,,FEMALE,27.8
2020,Hungary,15+,,MALE,35.8
2000,Iceland,15+,,BOTHSEX,30.2
2000,Iceland,15+,,MALE,32.8
2000,Iceland,15+,,FEMALE,27.6
2005,Iceland,15+,,MALE,25.5
2005,Iceland,15+,,FEMALE,22.4
2005,Iceland,15+,,BOTHSEX,24.0
2010,Iceland,15+,,MALE,19.9
2010,Iceland,15+,,FEMALE,18.2
2010,Iceland,15+,,BOTHSEX,19.1
2015,Iceland,15+,,MALE,15.4
2015,Iceland,15+,,FEMALE,14.9
2015,Iceland,15+,,BOTHSEX,15.2
2018,Iceland,15+,,MALE,13.3
2018,Iceland,15+,,FEMALE,13.1
2018,Iceland,15+,,BOTHSEX,12.6
2019,Iceland,15+,,BOTHSEX,12.6
2019,Iceland,15+,,FEMALE,12.5
2019,Iceland,15+,,MALE,12.6
2020,Iceland,15+,,MALE,11.9
2020,Iceland,15+,,FEMALE,12.0
2020,Iceland,15+,,BOTHSEX,12.0
2000,Ireland,15+,,BOTHSEX,35.6
2000,Ireland,15+,,FEMALE,35.9
2000,Ireland,15+,,MALE,35.2
2005,Ireland,15+,,FEMALE,30.9
2005,Ireland,15+,,BOTHSEX,31.2
2005,Ireland,15+,,MALE,31.5
2010,Ireland,15+,,BOTHSEX,27.1
2010,Ireland,15+,,MALE,28.1
2010,Ireland,15+,,FEMALE,26.1
2015,Ireland,15+,,MALE,25.2
2015,Ireland,15+,,FEMALE,22.3
2015,Ireland,15+,,BOTHSEX,23.8
2018,Ireland,15+,,MALE,23.7
2018,Ireland,15+,,FEMALE,20.3
2018,Ireland,15+,,BOTHSEX,21.4
2019,Ireland,15+,,BOTHSEX,21.4
2019,Ireland,15+,,FEMALE,19.7
2019,Ireland,15+,,MALE,23.1
2020,Ireland,15+,,FEMALE,19.0
2020,Ireland,15+,,BOTHSEX,20.8
2020,Ireland,15+,,MALE,22.5
2000,Italy,15+,,MALE,32.6
2000,Italy,15+,,FEMALE,19.7
2000,Italy,15+,,BOTHSEX,26.2
2005,Italy,15+,,MALE,30.9
2005,Italy,15+,,FEMALE,19.6
2005,Italy,15+,,BOTHSEX,25.3
2010,Italy,15+,,MALE,29.4
2010,Italy,15+,,FEMALE,19.6
2010,Italy,15+,,BOTHSEX,24.5
2015,Italy,15+,,MALE,27.9
2015,Italy,15+,,FEMALE,19.6
2015,Italy,15+,,BOTHSEX,23.8
2018,Italy,15+,,FEMALE,19.6
2018,Italy,15+,,BOTHSEX,23.3
2018,Italy,15+,,MALE,27.1
2019,Italy,15+,,BOTHSEX,23.3
2019,Italy,15+,,FEMALE,19.6
2019,Italy,15+,,MALE,26.9
2020,Italy,15+,,BOTHSEX,23.1
2020,Italy,15+,,FEMALE,19.5
2020,Italy,15+,,MALE,26.6
2000,Kazakhstan,15+,,BOTHSEX,34.2
