Year,GeoAreaName,Age,Location,Sex,Value
2021,Austria,ALLAGE,ALLAREA,BOTHSEX,17
2021,Austria,ALLAGE,ALLAREA,MALE,16
2010,Armenia,ALLAGE,ALLAREA,BOTHSEX,41
2010,Armenia,ALLAGE,RURAL,BOTHSEX,53
2010,Armenia,ALLAGE,URBAN,BOTHSEX,35
2011,Armenia,ALLAGE,URBAN,BOTHSEX,29
2011,Armenia,ALLAGE,ALLAREA,BOTHSEX,34
2011,Armenia,ALLAGE,RURAL,BOTHSEX,43
2012,Armenia,ALLAGE,RURAL,BOTHSEX,38
2012,Armenia,ALLAGE,ALLAREA,BOTHSEX,31
2012,Armenia,ALLAGE,URBAN,BOTHSEX,28
2013,Armenia,ALLAGE,URBAN,BOTHSEX,27
2013,Armenia,ALLAGE,RURAL,BOTHSEX,37
2021,Sweden,<16Y,ALLAREA,BOTHSEX,19
2021,Sweden,ALLAGE,ALLAREA,BOTHSEX,17
2021,Sweden,ALLAGE,ALLAREA,FEMALE,18
2021,Sweden,ALLAGE,ALLAREA,MALE,16
2010,Türkiye,ALLAGE,ALLAREA,BOTHSEX,66
2013,Armenia,ALLAGE,ALLAREA,BOTHSEX,31
2014,Armenia,ALLAGE,ALLAREA,BOTHSEX,32
2014,Armenia,ALLAGE,RURAL,BOTHSEX,35
2014,Armenia,ALLAGE,URBAN,BOTHSEX,30
2015,Armenia,ALLAGE,RURAL,BOTHSEX,33
2015,Armenia,ALLAGE,URBAN,BOTHSEX,27
2015,Armenia,ALLAGE,ALLAREA,BOTHSEX,29
2016,Armenia,ALLAGE,URBAN,BOTHSEX,26
2016,Armenia,ALLAGE,ALLAREA,BOTHSEX,28
2016,Armenia,ALLAGE,RURAL,BOTHSEX,30
2010,Türkiye,<18Y,ALLAREA,BOTHSEX,71
2010,Türkiye,ALLAGE,ALLAREA,FEMALE,66
2010,Türkiye,ALLAGE,ALLAREA,MALE,65
2011,Türkiye,ALLAGE,ALLAREA,MALE,63
2011,Türkiye,<16Y,ALLAREA,BOTHSEX,69
2012,Cyprus,ALLAGE,ALLAREA,MALE,25
2012,Cyprus,<16Y,ALLAREA,BOTHSEX,27
2012,Cyprus,ALLAGE,RURAL,BOTHSEX,30
2012,Cyprus,ALLAGE,ALLAREA,FEMALE,29
2012,Cyprus,ALLAGE,URBAN,BOTHSEX,26
2017,Armenia,ALLAGE,ALLAREA,BOTHSEX,26
2017,Armenia,ALLAGE,URBAN,BOTHSEX,22
2017,Armenia,ALLAGE,RURAL,BOTHSEX,32
2018,Armenia,ALLAGE,ALLAREA,BOTHSEX,24
2018,Armenia,ALLAGE,URBAN,BOTHSEX,20
2018,Armenia,ALLAGE,ALLAREA,FEMALE,25
2011,Türkiye,ALLAGE,ALLAREA,FEMALE,65
2011,Türkiye,ALLAGE,ALLAREA,BOTHSEX,64
2012,Türkiye,<16Y,ALLAREA,BOTHSEX,67
2012,Türkiye,ALLAGE,ALLAREA,MALE,61
2012,Türkiye,ALLAGE,ALLAREA,BOTHSEX,61
2018,Armenia,ALLAGE,RURAL,BOTHSEX,29
2018,Armenia,ALLAGE,ALLAREA,MALE,22
2018,Armenia,<18Y,ALLAREA,BOTHSEX,26
2020,Armenia,ALLAGE,ALLAREA,MALE,19
2020,Armenia,ALLAGE,ALLAREA,BOTHSEX,19
2020,Armenia,ALLAGE,ALLAREA,FEMALE,20
2020,Armenia,<18Y,ALLAREA,BOTHSEX,20
2020,Armenia,ALLAGE,URBAN,BOTHSEX,16
2020,Armenia,ALLAGE,RURAL,BOTHSEX,23
2010,Belgium,ALLAGE,URBAN,BOTHSEX,21
2010,Belgium,<18Y,ALLAREA,BOTHSEX,23
2012,Türkiye,ALLAGE,ALLAREA,FEMALE,62
2013,Türkiye,<16Y,ALLAREA,BOTHSEX,58
2013,Türkiye,ALLAGE,ALLAREA,MALE,50
2013,Türkiye,ALLAGE,ALLAREA,FEMALE,52
2013,Türkiye,ALLAGE,ALLAREA,BOTHSEX,51
2010,Belgium,ALLAGE,ALLAREA,BOTHSEX,21
2010,Belgium,ALLAGE,RURAL,BOTHSEX,19
2010,Belgium,ALLAGE,ALLAREA,MALE,20
2010,Belgium,ALLAGE,ALLAREA,FEMALE,22
2011,Belgium,ALLAGE,ALLAREA,MALE,20
2011,Belgium,<16Y,ALLAREA,BOTHSEX,23
2011,Belgium,ALLAGE,RURAL,BOTHSEX,18
2011,Belgium,ALLAGE,ALLAREA,FEMALE,22
2011,Belgium,ALLAGE,ALLAREA,BOTHSEX,21
2011,Belgium,ALLAGE,URBAN,BOTHSEX,21
2012,Belgium,ALLAGE,RURAL,BOTHSEX,18
2012,Belgium,ALLAGE,ALLAREA,FEMALE,22
2012,Belgium,<16Y,ALLAREA,BOTHSEX,23
2012,Belgium,ALLAGE,ALLAREA,BOTHSEX,22
2012,Belgium,ALLAGE,ALLAREA,MALE,21
2012,Belgium,ALLAGE,URBAN,BOTHSEX,22
2013,Belgium,<16Y,ALLAREA,BOTHSEX,22
2013,Belgium,ALLAGE,ALLAREA,BOTHSEX,21
2013,Belgium,ALLAGE,ALLAREA,MALE,20
2013,Belgium,ALLAGE,RURAL,BOTHSEX,20
2013,Belgium,ALLAGE,URBAN,BOTHSEX,21
2013,Belgium,ALLAGE,ALLAREA,FEMALE,21
2014,Belgium,ALLAGE,ALLAREA,FEMALE,22
2014,Belgium,ALLAGE,ALLAREA,BOTHSEX,21
2014,Belgium,ALLAGE,RURAL,BOTHSEX,21
2014,Belgium,ALLAGE,ALLAREA,MALE,21
2014,Belgium,<16Y,ALLAREA,BOTHSEX,22
2014,Belgium,ALLAGE,URBAN,BOTHSEX,21
2015,Belgium,ALLAGE,ALLAREA,MALE,20
2015,Belgium,ALLAGE,ALLAREA,BOTHSEX,21
2015,Belgium,ALLAGE,ALLAREA,FEMALE,22
2015,Belgium,ALLAGE,URBAN,BOTHSEX,22
2015,Belgium,<16Y,ALLAREA,BOTHSEX,23
2015,Belgium,ALLAGE,RURAL,BOTHSEX,19
2016,Belgium,ALLAGE,ALLAREA,BOTHSEX,21
2016,Belgium,ALLAGE,ALLAREA,MALE,20
2016,Belgium,ALLAGE,URBAN,BOTHSEX,21
2016,Belgium,ALLAGE,RURAL,BOTHSEX,20
2016,Belgium,ALLAGE,ALLAREA,FEMALE,22
2016,Belgium,<16Y,ALLAREA,BOTHSEX,21
2017,Belgium,ALLAGE,URBAN,BOTHSEX,21
2017,Belgium,ALLAGE,ALLAREA,FEMALE,22
2017,Belgium,ALLAGE,RURAL,BOTHSEX,21
2017,Belgium,<16Y,ALLAREA,BOTHSEX,22
2017,Belgium,ALLAGE,ALLAREA,BOTHSEX,21
2012,Cyprus,ALLAGE,ALLAREA,BOTHSEX,27
2013,Cyprus,ALLAGE,RURAL,BOTHSEX,30
2013,Cyprus,ALLAGE,ALLAREA,BOTHSEX,28
2013,Cyprus,ALLAGE,ALLAREA,FEMALE,29
2013,Cyprus,ALLAGE,URBAN,BOTHSEX,27
2017,Belgium,ALLAGE,ALLAREA,MALE,19
2018,Belgium,ALLAGE,ALLAREA,FEMALE,21
2018,Belgium,ALLAGE,ALLAREA,MALE,19
2018,Belgium,ALLAGE,RURAL,BOTHSEX,19
2018,Belgium,<16Y,ALLAREA,BOTHSEX,22
2019,Latvia,ALLAGE,RURAL,BOTHSEX,32
2019,Latvia,ALLAGE,ALLAREA,MALE,25
2019,Latvia,ALLAGE,ALLAREA,FEMALE,30
2020,Latvia,ALLAGE,ALLAREA,MALE,23
2020,Latvia,ALLAGE,ALLAREA,BOTHSEX,26
2013,Cyprus,ALLAGE,ALLAREA,MALE,27
2013,Cyprus,<16Y,ALLAREA,BOTHSEX,27
2014,Cyprus,<16Y,ALLAREA,BOTHSEX,25
2014,Cyprus,ALLAGE,ALLAREA,BOTHSEX,27
2014,Cyprus,ALLAGE,ALLAREA,FEMALE,29
2018,Belgium,ALLAGE,ALLAREA,BOTHSEX,20
2018,Belgium,ALLAGE,URBAN,BOTHSEX,20
2019,Belgium,ALLAGE,RURAL,BOTHSEX,19
2019,Belgium,ALLAGE,ALLAREA,FEMALE,20
2019,Belgium,ALLAGE,URBAN,BOTHSEX,20
2014,Cyprus,ALLAGE,RURAL,BOTHSEX,31
2014,Cyprus,ALLAGE,ALLAREA,MALE,26
2014,Cyprus,ALLAGE,URBAN,BOTHSEX,26
2015,Cyprus,<16Y,ALLAREA,BOTHSEX,29
2015,Cyprus,ALLAGE,URBAN,BOTHSEX,27
2020,Latvia,<16Y,ALLAREA,BOTHSEX,19
2020,Latvia,ALLAGE,ALLAREA,FEMALE,28
2021,Latvia,ALLAGE,ALLAREA,MALE,22
2021,Latvia,ALLAGE,ALLAREA,FEMALE,29
2021,Latvia,<16Y,ALLAREA,BOTHSEX,20
2019,Belgium,<16Y,ALLAREA,BOTHSEX,22
2019,Belgium,ALLAGE,ALLAREA,MALE,19
2019,Belgium,ALLAGE,ALLAREA,BOTHSEX,20
2020,Belgium,ALLAGE,ALLAREA,MALE,18
2020,Belgium,<16Y,ALLAREA,BOTHSEX,20
2020,Belgium,ALLAGE,ALLAREA,BOTHSEX,19
2020,Belgium,ALLAGE,ALLAREA,FEMALE,20
2021,Belgium,ALLAGE,ALLAREA,BOTHSEX,19
2021,Belgium,ALLAGE,ALLAREA,FEMALE,19
2021,Belgium,<16Y,ALLAREA,BOTHSEX,20
2014,Türkiye,<16Y,ALLAREA,BOTHSEX,49
2014,Türkiye,ALLAGE,ALLAREA,FEMALE,43
2014,Türkiye,ALLAGE,ALLAREA,BOTHSEX,42
2014,Türkiye,ALLAGE,ALLAREA,MALE,40
2015,Türkiye,<16Y,ALLAREA,BOTHSEX,48
2015,Cyprus,ALLAGE,ALLAREA,MALE,28
2015,Cyprus,ALLAGE,ALLAREA,BOTHSEX,29
2015,Cyprus,ALLAGE,RURAL,BOTHSEX,33
2015,Cyprus,ALLAGE,ALLAREA,FEMALE,30
2016,Cyprus,ALLAGE,ALLAREA,MALE,27
2021,Belgium,ALLAGE,ALLAREA,MALE,18
2010,Bulgaria,ALLAGE,ALLAREA,MALE,47
2010,Bulgaria,ALLAGE,ALLAREA,FEMALE,51
2010,Bulgaria,ALLAGE,ALLAREA,BOTHSEX,49
2010,Bulgaria,ALLAGE,RURAL,BOTHSEX,59
2015,Türkiye,ALLAGE,ALLAREA,FEMALE,42
2015,Türkiye,ALLAGE,ALLAREA,BOTHSEX,41
2015,Türkiye,ALLAGE,ALLAREA,MALE,40
