Year,GeoAreaName,Sex,Value
2010,Bosnia and Herzegovina,BOTHSEX,17.9
2011,Bosnia and Herzegovina,BOTHSEX,14.58
2012,Bosnia and Herzegovina,BOTHSEX,12.09
2013,Bosnia and Herzegovina,BOTHSEX,11.66
2014,Bosnia and Herzegovina,BOTHSEX,12.14
2015,Bosnia and Herzegovina,BOTHSEX,15.05
2016,Bosnia and Herzegovina,BOTHSEX,15.36
2017,Bosnia and Herzegovina,BOTHSEX,15.43
2018,Bosnia and Herzegovina,BOTHSEX,28.08
2019,Bosnia and Herzegovina,MALE,31.06
2019,Bosnia and Herzegovina,BOTHSEX,31.82
2019,Bosnia and Herzegovina,FEMALE,50.46
2020,Bosnia and Herzegovina,BOTHSEX,27.05
2020,Bosnia and Herzegovina,MALE,39.23
2020,Bosnia and Herzegovina,FEMALE,72.0
2021,Bosnia and Herzegovina,BOTHSEX,27.36
2021,Bosnia and Herzegovina,MALE,37.83
2021,Bosnia and Herzegovina,FEMALE,32.61
2003,Bulgaria,BOTHSEX,18.49
2004,Bulgaria,BOTHSEX,18.29
2005,Bulgaria,BOTHSEX,18.19
2006,Bulgaria,BOTHSEX,12.24
2007,Bulgaria,BOTHSEX,9.27
2008,Bulgaria,BOTHSEX,8.44
2009,Bulgaria,BOTHSEX,9.88
2010,Bulgaria,BOTHSEX,11.29
2011,Bulgaria,BOTHSEX,11.12
2012,Bulgaria,BOTHSEX,9.77
2013,Bulgaria,BOTHSEX,8.76
2014,Bulgaria,BOTHSEX,8.5
2014,Bulgaria,MALE,8.51
2014,Bulgaria,FEMALE,8.11
2015,Bulgaria,FEMALE,8.54
2015,Bulgaria,MALE,9.33
2015,Bulgaria,BOTHSEX,9.3
2016,Bulgaria,BOTHSEX,7.99
2016,Bulgaria,MALE,8.07
2016,Bulgaria,FEMALE,5.7
2017,Bulgaria,FEMALE,5.94
2017,Bulgaria,MALE,9.25
2017,Bulgaria,BOTHSEX,9.14
2018,Bulgaria,BOTHSEX,9.16
2018,Bulgaria,MALE,9.15
2018,Bulgaria,FEMALE,9.3
2019,Bulgaria,MALE,9.76
2019,Bulgaria,FEMALE,6.94
2019,Bulgaria,BOTHSEX,9.66
2020,Bulgaria,FEMALE,13.02
2020,Bulgaria,MALE,10.76
2020,Bulgaria,BOTHSEX,10.83
2021,Bulgaria,MALE,9.2
2021,Bulgaria,BOTHSEX,9.28
2021,Bulgaria,FEMALE,11.43
2003,Belarus,BOTHSEX,21.19
