Year,GeoAreaName,Age,Education level,Location,Quantile,Sex,Value
2021,Ukraine,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,44.93837
2011,North Macedonia,15+,_T,ALLAREA,_T,MALE,75.87132
2011,North Macedonia,15+,_T,ALLAREA,B40,BOTHSEX,69.29895
2011,North Macedonia,25+,_T,ALLAREA,_T,BOTHSEX,74.42294
2011,North Macedonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,63.92783
2011,North Macedonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,83.05855
2011,North Macedonia,15-24,_T,ALLAREA,_T,BOTHSEX,70.6827
2011,North Macedonia,15+,_T,ALLAREA,_T,BOTHSEX,73.69894
2011,North Macedonia,15+,_T,ALLAREA,_T,FEMALE,71.54489
2021,Netherlands,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2021,Netherlands,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2021,Netherlands,15-24,_T,ALLAREA,_T,BOTHSEX,98.17918
2021,Netherlands,15+,_T,ALLAREA,B40,BOTHSEX,99.33163
2021,Netherlands,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.72137
2021,Netherlands,15+,_T,ALLAREA,_T,BOTHSEX,99.73317
2021,Netherlands,15+,_T,ALLAREA,_T,FEMALE,99.47451
2011,North Macedonia,15+,_T,ALLAREA,R60,BOTHSEX,76.62685
2014,North Macedonia,15+,_T,ALLAREA,_T,FEMALE,64.02605
2014,North Macedonia,15+,_T,ALLAREA,_T,BOTHSEX,71.7985
2014,North Macedonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,87.15073
2014,North Macedonia,15-24,_T,ALLAREA,_T,BOTHSEX,46.65228
2014,North Macedonia,15+,_T,ALLAREA,R60,BOTHSEX,79.7326
2014,North Macedonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,48.03087
2017,Czechia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,91.21737
2017,Czechia,15-24,_T,ALLAREA,_T,BOTHSEX,41.1842
2017,Czechia,15+,_T,ALLAREA,_T,FEMALE,78.58479
2017,Czechia,15+,_T,ALLAREA,R60,BOTHSEX,87.87659
2017,Czechia,15+,_T,ALLAREA,B40,BOTHSEX,70.64437
2017,Czechia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,36.82895
2017,Czechia,25+,_T,ALLAREA,_T,BOTHSEX,87.54599
2014,North Macedonia,25+,_T,ALLAREA,_T,BOTHSEX,77.28218
2014,North Macedonia,15+,_T,ALLAREA,B40,BOTHSEX,59.8386
2014,North Macedonia,15+,_T,ALLAREA,_T,MALE,79.73727
2017,North Macedonia,25+,_T,ALLAREA,_T,BOTHSEX,82.48572
2017,North Macedonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,59.25592
2017,North Macedonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,88.33762
2017,North Macedonia,15-24,_T,ALLAREA,_T,BOTHSEX,45.33036
2017,North Macedonia,15+,_T,ALLAREA,_T,MALE,80.36464
2017,North Macedonia,15+,_T,ALLAREA,B40,BOTHSEX,66.67264
2017,North Macedonia,15+,_T,ALLAREA,_T,BOTHSEX,76.56877
2017,North Macedonia,15+,_T,ALLAREA,_T,FEMALE,72.88609
2017,North Macedonia,15+,_T,ALLAREA,R60,BOTHSEX,83.13044
2021,North Macedonia,15-24,_T,ALLAREA,_T,BOTHSEX,74.01266
2021,North Macedonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,91.78062
2021,North Macedonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,73.01711
2021,North Macedonia,25+,_T,ALLAREA,_T,BOTHSEX,87.13872
2021,North Macedonia,15+,_T,ALLAREA,R60,BOTHSEX,90.33912
2021,North Macedonia,15+,_T,ALLAREA,_T,FEMALE,79.90536
2021,North Macedonia,15+,_T,ALLAREA,_T,BOTHSEX,85.28869
2021,North Macedonia,15+,_T,ALLAREA,_T,MALE,90.61581
2021,North Macedonia,15+,_T,ALLAREA,B40,BOTHSEX,77.69087
2014,Norway,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2014,Norway,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Norway,15+,_T,ALLAREA,_T,FEMALE,100.0
2014,Norway,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2014,Norway,25+,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Norway,15+,_T,ALLAREA,B40,BOTHSEX,100.0
2014,Norway,15+,_T,ALLAREA,_T,MALE,100.0
2017,Czechia,15+,_T,ALLAREA,_T,MALE,83.5769
2021,Czechia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,96.47995
2021,Czechia,15+,_T,ALLAREA,_T,BOTHSEX,94.93671
2021,Czechia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,86.39179
2021,Czechia,15+,_T,ALLAREA,B40,BOTHSEX,94.86143
2021,Czechia,15+,_T,ALLAREA,R60,BOTHSEX,94.98682
2021,Czechia,15+,_T,ALLAREA,_T,MALE,96.48134
2011,Uzbekistan,15+,_T,ALLAREA,_T,FEMALE,21.29315
2011,Uzbekistan,15+,_T,ALLAREA,_T,MALE,23.81781
2011,Uzbekistan,15+,_T,ALLAREA,_T,BOTHSEX,22.50392
2011,Uzbekistan,15+,_T,ALLAREA,B40,BOTHSEX,19.28422
2011,Uzbekistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,10.31101
2011,Uzbekistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,28.12251
2011,Uzbekistan,15+,_T,ALLAREA,R60,BOTHSEX,24.64391
2011,Uzbekistan,15-24,_T,ALLAREA,_T,BOTHSEX,15.02057
2011,Uzbekistan,25+,_T,ALLAREA,_T,BOTHSEX,26.00585
2014,Uzbekistan,15-24,_T,ALLAREA,_T,BOTHSEX,24.86531
2014,Uzbekistan,15+,_T,ALLAREA,R60,BOTHSEX,44.58949
2014,Uzbekistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,48.18481
2014,Uzbekistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,24.30908
2014,Uzbekistan,25+,_T,ALLAREA,_T,BOTHSEX,47.91796
2014,Uzbekistan,15+,_T,ALLAREA,B40,BOTHSEX,34.86061
2014,Uzbekistan,15+,_T,ALLAREA,_T,BOTHSEX,40.71001
2014,Uzbekistan,15+,_T,ALLAREA,_T,MALE,42.19218
2014,Uzbekistan,15+,_T,ALLAREA,_T,FEMALE,39.33525
2017,Uzbekistan,15+,_T,ALLAREA,_T,BOTHSEX,37.08974
2017,Uzbekistan,15+,_T,ALLAREA,B40,BOTHSEX,30.91784
2017,Uzbekistan,25+,_T,ALLAREA,_T,BOTHSEX,43.62619
2017,Uzbekistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,20.94878
2017,Uzbekistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,43.3726
2017,Uzbekistan,15+,_T,ALLAREA,R60,BOTHSEX,41.19581
2017,Uzbekistan,15-24,_T,ALLAREA,_T,BOTHSEX,20.89812
2017,Uzbekistan,15+,_T,ALLAREA,_T,FEMALE,35.96908
2017,Uzbekistan,15+,_T,ALLAREA,_T,MALE,38.33317
2021,Uzbekistan,25+,_T,ALLAREA,_T,BOTHSEX,49.78697
2014,Norway,15+,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Norway,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,100.0
2017,Norway,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,100.0
2017,Norway,15+,_T,ALLAREA,_T,BOTHSEX,99.74514
2017,Norway,15+,_T,ALLAREA,_T,MALE,99.49265
2017,Norway,15+,_T,ALLAREA,B40,BOTHSEX,99.3624
2017,Norway,25+,_T,ALLAREA,_T,BOTHSEX,99.70672
2017,Norway,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2017,Norway,15+,_T,ALLAREA,_T,FEMALE,100.0
2017,Norway,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2017,Norway,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,98.68835
2021,Norway,15-24,_T,ALLAREA,_T,BOTHSEX,96.37074
2021,Norway,15+,_T,ALLAREA,_T,FEMALE,100.0
2021,Norway,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2021,Uzbekistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,52.0512
2021,Uzbekistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,23.85137
2021,Uzbekistan,15+,_T,RURAL,_T,BOTHSEX,44.89524
2021,Uzbekistan,15+,_T,URBAN,_T,BOTHSEX,43.95631
2021,Uzbekistan,15+,_T,ALLAREA,B40,BOTHSEX,41.49514
2021,Uzbekistan,15+,_T,ALLAREA,_T,BOTHSEX,44.13479
2021,Uzbekistan,15+,_T,ALLAREA,_T,MALE,50.23562
2021,Czechia,25+,_T,ALLAREA,_T,BOTHSEX,94.78481
2021,Czechia,15+,_T,ALLAREA,_T,FEMALE,93.44149
2021,Czechia,15-24,_T,ALLAREA,_T,BOTHSEX,96.18905
2011,Denmark,15+,_T,ALLAREA,B40,BOTHSEX,99.80156
2011,Denmark,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2011,Denmark,15+,_T,ALLAREA,R60,BOTHSEX,99.69366
2011,Denmark,15+,_T,ALLAREA,_T,MALE,100.0
2011,Denmark,25+,_T,ALLAREA,_T,BOTHSEX,99.78362
2011,Denmark,15+,_T,ALLAREA,_T,FEMALE,99.4979
2011,Denmark,15-24,_T,ALLAREA,_T,BOTHSEX,99.4716
2011,Denmark,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.72102
2011,Denmark,15+,_T,ALLAREA,_T,BOTHSEX,99.73679
2014,Denmark,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2014,Denmark,25+,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Denmark,15+,_T,ALLAREA,_T,MALE,100.0
2014,Denmark,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2014,Denmark,15+,_T,ALLAREA,B40,BOTHSEX,100.0
2014,Denmark,15+,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Denmark,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,100.0
2014,Denmark,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Denmark,15+,_T,ALLAREA,_T,FEMALE,100.0
2017,Denmark,15+,_T,ALLAREA,_T,MALE,99.83296
2017,Denmark,25+,_T,ALLAREA,_T,BOTHSEX,99.9025
2017,Denmark,15+,_T,ALLAREA,R60,BOTHSEX,99.86234
2017,Denmark,15+,_T,ALLAREA,_T,FEMALE,100.0
2017,Denmark,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2017,Denmark,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.91157
2017,Denmark,15+,_T,ALLAREA,_T,BOTHSEX,99.91737
2017,Denmark,15+,_T,ALLAREA,B40,BOTHSEX,100.0
2017,Denmark,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2021,Denmark,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2021,Denmark,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2021,Denmark,15+,_T,ALLAREA,B40,BOTHSEX,100.0
2021,Denmark,15+,_T,ALLAREA,_T,BOTHSEX,100.0
2021,Denmark,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,100.0
2021,Denmark,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2021,Denmark,15+,_T,ALLAREA,_T,FEMALE,100.0
2021,Denmark,25+,_T,ALLAREA,_T,BOTHSEX,100.0
2021,Denmark,15+,_T,ALLAREA,_T,MALE,100.0
2011,Estonia,15+,_T,ALLAREA,R60,BOTHSEX,98.47397
2011,Estonia,15+,_T,ALLAREA,_T,BOTHSEX,96.82428
2011,Estonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,87.77841
2011,Estonia,15-24,_T,ALLAREA,_T,BOTHSEX,90.82595
2011,Estonia,15+,_T,ALLAREA,_T,FEMALE,97.26136
2011,Estonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.97038
2011,Estonia,25+,_T,ALLAREA,_T,BOTHSEX,98.00367
2011,Estonia,15+,_T,ALLAREA,B40,BOTHSEX,94.34816
2011,Estonia,15+,_T,ALLAREA,_T,MALE,96.28679
2014,Estonia,15+,_T,ALLAREA,B40,BOTHSEX,97.20758
2021,Norway,25+,_T,ALLAREA,_T,BOTHSEX,100.0
2021,Norway,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,97.65203
2021,Norway,15+,_T,ALLAREA,B40,BOTHSEX,98.6796
2021,Norway,15+,_T,ALLAREA,_T,MALE,98.97846
2021,Norway,15+,_T,ALLAREA,_T,BOTHSEX,99.47778
2021,Norway,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,100.0
2011,Poland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,80.99635
2014,Estonia,25+,_T,ALLAREA,_T,BOTHSEX,98.74849
2014,Estonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.59879
2014,Estonia,15+,_T,ALLAREA,_T,FEMALE,97.46719
2014,Estonia,15+,_T,ALLAREA,_T,MALE,97.92133
2014,Estonia,15-24,_T,ALLAREA,_T,BOTHSEX,90.63457
2014,Estonia,15+,_T,ALLAREA,_T,BOTHSEX,97.67167
2014,Estonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,91.60343
2014,Estonia,15+,_T,ALLAREA,R60,BOTHSEX,97.98041
2017,Estonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,94.37813
2017,Estonia,15-24,_T,ALLAREA,_T,BOTHSEX,91.92842
2017,Estonia,15+,_T,ALLAREA,_T,FEMALE,98.37524
2017,Estonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.87598
2017,Estonia,15+,_T,ALLAREA,R60,BOTHSEX,99.17908
2017,Estonia,15+,_T,ALLAREA,_T,BOTHSEX,97.99397
2011,Poland,15+,_T,ALLAREA,_T,BOTHSEX,70.19429
2011,Poland,25+,_T,ALLAREA,_T,BOTHSEX,75.3173
2011,Poland,15+,_T,ALLAREA,_T,MALE,72.37171
2011,Poland,15+,_T,ALLAREA,B40,BOTHSEX,62.18369
2011,Poland,15-24,_T,ALLAREA,_T,BOTHSEX,47.82738
2011,Poland,15+,_T,ALLAREA,R60,BOTHSEX,75.52872
2011,Poland,15+,_T,ALLAREA,_T,FEMALE,68.2872
2017,Estonia,25+,_T,ALLAREA,_T,BOTHSEX,98.83488
2017,Estonia,15+,_T,ALLAREA,B40,BOTHSEX,96.21382
2017,Estonia,15+,_T,ALLAREA,_T,MALE,97.54672
2021,Estonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.60211
2021,Estonia,15+,_T,ALLAREA,_T,FEMALE,99.59705
2021,Estonia,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2021,Estonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,98.38579
2021,Estonia,15+,_T,ALLAREA,_T,MALE,99.12108
2021,Estonia,15+,_T,ALLAREA,B40,BOTHSEX,99.45826
2021,Estonia,25+,_T,ALLAREA,_T,BOTHSEX,99.29225
2021,Estonia,15+,_T,ALLAREA,_T,BOTHSEX,99.37656
2021,Estonia,15+,_T,ALLAREA,R60,BOTHSEX,99.32228
2011,Finland,15+,_T,ALLAREA,_T,BOTHSEX,99.65125
2011,Finland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,99.18926
2011,Poland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,34.71732
2014,Poland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,50.66608
2014,Poland,15+,_T,ALLAREA,_T,FEMALE,72.95792
2014,Poland,15+,_T,ALLAREA,R60,BOTHSEX,82.22105
2014,Poland,15-24,_T,ALLAREA,_T,BOTHSEX,63.68464
2014,Poland,15+,_T,ALLAREA,B40,BOTHSEX,71.32214
2014,Poland,15+,_T,ALLAREA,_T,MALE,83.2598
2011,Finland,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2011,Finland,15+,_T,ALLAREA,_T,FEMALE,99.8177
2011,Finland,15+,_T,ALLAREA,R60,BOTHSEX,99.47057
2011,Finland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.85849
2011,Finland,25+,_T,ALLAREA,_T,BOTHSEX,99.60315
2011,Finland,15+,_T,ALLAREA,B40,BOTHSEX,99.92288
2011,Finland,15+,_T,ALLAREA,_T,MALE,99.45905
2014,Poland,25+,_T,ALLAREA,_T,BOTHSEX,80.38372
2014,Poland,15+,_T,ALLAREA,_T,BOTHSEX,77.86217
2014,Poland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,83.72544
2017,Poland,15+,_T,ALLAREA,_T,BOTHSEX,86.73331
2017,Poland,25+,_T,ALLAREA,_T,BOTHSEX,90.46711
2017,Poland,15+,_T,ALLAREA,_T,MALE,85.37514
2017,Poland,15+,_T,ALLAREA,B40,BOTHSEX,84.22105
2014,Finland,25+,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Finland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,100.0
2014,Finland,15+,_T,ALLAREA,_T,FEMALE,100.0
2014,Finland,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Finland,15+,_T,ALLAREA,_T,MALE,100.0
2014,Finland,15+,_T,ALLAREA,B40,BOTHSEX,100.0
2014,Finland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2014,Finland,15+,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Finland,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2017,Finland,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2017,Finland,15+,_T,ALLAREA,_T,FEMALE,99.58627
2017,Finland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,100.0
2017,Finland,25+,_T,ALLAREA,_T,BOTHSEX,99.75842
2017,Finland,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2017,Poland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,90.1467
2017,Poland,15-24,_T,ALLAREA,_T,BOTHSEX,62.62545
2017,Poland,15+,_T,ALLAREA,R60,BOTHSEX,88.40707
2017,Poland,15+,_T,ALLAREA,_T,FEMALE,87.96222
2017,Poland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,65.50304
2021,Poland,15-24,_T,ALLAREA,_T,BOTHSEX,98.05499
2021,Poland,15+,_T,ALLAREA,R60,BOTHSEX,96.91668
2021,Poland,15+,_T,ALLAREA,B40,BOTHSEX,93.92392
2021,Poland,15+,_T,ALLAREA,_T,MALE,95.75298
2021,Poland,25+,_T,ALLAREA,_T,BOTHSEX,95.458
2021,Poland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,71.30531
2021,Poland,15+,_T,ALLAREA,_T,FEMALE,95.68974
2021,Poland,15+,_T,ALLAREA,_T,BOTHSEX,95.72017
2021,Poland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,96.35039
2017,Finland,15+,_T,ALLAREA,_T,BOTHSEX,99.78542
2017,Finland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,99.20621
2017,Finland,15+,_T,ALLAREA,B40,BOTHSEX,99.46335
2017,Finland,15+,_T,ALLAREA,_T,MALE,100.0
2021,Finland,15+,_T,ALLAREA,_T,FEMALE,99.07851
2021,Finland,15-24,_T,ALLAREA,_T,BOTHSEX,96.46943
2021,Finland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,98.3139
2011,Portugal,15+,_T,ALLAREA,_T,MALE,85.13703
2011,Portugal,15+,_T,ALLAREA,B40,BOTHSEX,73.39905
2011,Portugal,15-24,_T,ALLAREA,_T,BOTHSEX,75.12838
2011,Portugal,15+,_T,ALLAREA,R60,BOTHSEX,86.44176
2011,Portugal,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,85.9822
2011,Portugal,15+,_T,ALLAREA,_T,BOTHSEX,81.22942
2011,Portugal,25+,_T,ALLAREA,_T,BOTHSEX,82.13125
2011,Portugal,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,74.94094
2011,Portugal,15+,_T,ALLAREA,_T,FEMALE,77.80403
2014,Portugal,15+,_T,ALLAREA,B40,BOTHSEX,80.1758
2014,Portugal,15+,_T,ALLAREA,_T,MALE,88.8363
2014,Portugal,25+,_T,ALLAREA,_T,BOTHSEX,87.57042
2014,Portugal,15+,_T,ALLAREA,_T,BOTHSEX,87.38635
2014,Portugal,15+,_T,ALLAREA,_T,FEMALE,86.10841
2014,Portugal,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,80.32256
2014,Portugal,15+,_T,ALLAREA,R60,BOTHSEX,92.74017
2014,Portugal,15-24,_T,ALLAREA,_T,BOTHSEX,85.69331
2014,Portugal,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,95.06419
2017,Portugal,15+,_T,ALLAREA,R60,BOTHSEX,95.58088
2017,Portugal,15-24,_T,ALLAREA,_T,BOTHSEX,79.40793
2017,Portugal,15+,_T,ALLAREA,_T,FEMALE,90.62212
2017,Portugal,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,87.5662
2017,Portugal,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,95.08457
2017,Portugal,15+,_T,ALLAREA,_T,BOTHSEX,92.34099
2017,Portugal,25+,_T,ALLAREA,_T,BOTHSEX,94.21747
2017,Portugal,15+,_T,ALLAREA,_T,MALE,94.2271
2017,Portugal,15+,_T,ALLAREA,B40,BOTHSEX,87.461
2021,Portugal,25+,_T,ALLAREA,_T,BOTHSEX,94.52267
2021,Portugal,15+,_T,ALLAREA,_T,BOTHSEX,92.64951
2021,Portugal,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,94.09826
2021,Portugal,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,89.88844
2021,Portugal,15+,_T,ALLAREA,_T,FEMALE,90.18295
2021,Portugal,15+,_T,ALLAREA,R60,BOTHSEX,95.99883
2021,Portugal,15-24,_T,ALLAREA,_T,BOTHSEX,78.15639
2021,Portugal,15+,_T,ALLAREA,B40,BOTHSEX,87.62025
2021,Finland,15+,_T,ALLAREA,_T,BOTHSEX,99.53019
2021,Finland,15+,_T,ALLAREA,_T,MALE,100.0
2021,Finland,15+,_T,ALLAREA,B40,BOTHSEX,98.8241
2021,Finland,25+,_T,ALLAREA,_T,BOTHSEX,100.0
2021,Finland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,100.0
2021,Finland,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2011,France,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,96.90095
2021,Portugal,15+,_T,ALLAREA,_T,MALE,95.37363
2011,Romania,15-24,_T,ALLAREA,_T,BOTHSEX,37.04285
2011,Romania,15+,_T,ALLAREA,R60,BOTHSEX,53.14651
2011,Romania,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,26.88733
2011,Romania,15+,_T,ALLAREA,_T,FEMALE,41.06061
2011,Romania,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,51.348
2011,Romania,15+,_T,ALLAREA,_T,BOTHSEX,44.59163
2011,France,25+,_T,ALLAREA,_T,BOTHSEX,98.89018
2011,France,15+,_T,ALLAREA,B40,BOTHSEX,95.67548
2011,France,15+,_T,ALLAREA,_T,MALE,97.48922
2011,France,15+,_T,ALLAREA,R60,BOTHSEX,97.85122
2011,France,15+,_T,ALLAREA,_T,BOTHSEX,96.98389
2011,France,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,97.6552
2011,France,15-24,_T,ALLAREA,_T,BOTHSEX,85.67159
2011,Romania,25+,_T,ALLAREA,_T,BOTHSEX,46.21888
2011,Romania,15+,_T,ALLAREA,B40,BOTHSEX,31.74612
2011,Romania,15+,_T,ALLAREA,_T,MALE,48.53238
2014,Romania,25+,_T,ALLAREA,_T,BOTHSEX,61.82456
2014,Romania,15+,_T,ALLAREA,_T,BOTHSEX,60.83715
2014,Romania,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,72.39155
2014,Romania,15+,_T,ALLAREA,_T,FEMALE,56.86905
2014,Romania,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,34.5522
2014,Romania,15-24,_T,ALLAREA,_T,BOTHSEX,55.03464
2014,Romania,15+,_T,ALLAREA,R60,BOTHSEX,71.46287
2014,Romania,15+,_T,ALLAREA,_T,MALE,65.15222
2014,Romania,15+,_T,ALLAREA,B40,BOTHSEX,44.84652
2017,Romania,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,69.52075
2017,Romania,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,31.85953
2011,France,15+,_T,ALLAREA,_T,FEMALE,96.57256
2014,France,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,83.36391
2014,France,15+,_T,ALLAREA,_T,BOTHSEX,96.58276
2014,France,15+,_T,ALLAREA,R60,BOTHSEX,97.95702
2014,France,15+,_T,ALLAREA,_T,MALE,97.78792
2014,France,15+,_T,ALLAREA,B40,BOTHSEX,94.48116
2014,France,25+,_T,ALLAREA,_T,BOTHSEX,99.11544
2017,Romania,15+,_T,ALLAREA,_T,FEMALE,53.59092
2017,Romania,15+,_T,ALLAREA,_T,BOTHSEX,57.7518
2017,Romania,25+,_T,ALLAREA,_T,BOTHSEX,58.87795
2017,Romania,15+,_T,ALLAREA,B40,BOTHSEX,37.8349
2017,Romania,15+,_T,ALLAREA,_T,MALE,62.39824
2017,Romania,15+,_T,ALLAREA,R60,BOTHSEX,70.9994
2017,Romania,15-24,_T,ALLAREA,_T,BOTHSEX,51.06214
2021,Romania,15+,_T,ALLAREA,_T,FEMALE,65.74443
2021,Romania,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,37.48746
2021,Romania,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,75.96964
2021,Romania,15+,_T,ALLAREA,R60,BOTHSEX,77.09908
2021,Romania,15-24,_T,ALLAREA,_T,BOTHSEX,71.92287
2021,Romania,15+,_T,ALLAREA,_T,MALE,72.6786
2021,Romania,15+,_T,ALLAREA,B40,BOTHSEX,57.12011
2014,France,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,97.3946
2014,France,15+,_T,ALLAREA,_T,FEMALE,95.46658
2014,France,15-24,_T,ALLAREA,_T,BOTHSEX,78.87185
2017,France,15+,_T,ALLAREA,R60,BOTHSEX,94.35994
2017,France,15+,_T,ALLAREA,_T,MALE,96.97883
2017,France,15+,_T,ALLAREA,B40,BOTHSEX,93.46918
2017,France,15+,_T,ALLAREA,_T,BOTHSEX,94.00404
2017,France,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,79.81686
2017,France,15-24,_T,ALLAREA,_T,BOTHSEX,70.33167
2017,France,15+,_T,ALLAREA,_T,FEMALE,91.28713
2017,France,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,97.1897
2017,France,25+,_T,ALLAREA,_T,BOTHSEX,97.91196
2021,France,15+,_T,ALLAREA,B40,BOTHSEX,98.40157
2021,France,15+,_T,ALLAREA,_T,MALE,98.42304
2021,France,15+,_T,ALLAREA,R60,BOTHSEX,99.80545
2021,France,25+,_T,ALLAREA,_T,BOTHSEX,99.24476
2021,France,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.75761
2021,France,15+,_T,ALLAREA,_T,FEMALE,100.0
2021,France,15-24,_T,ALLAREA,_T,BOTHSEX,99.24103
2021,France,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,95.86647
2021,France,15+,_T,ALLAREA,_T,BOTHSEX,99.24429
2011,Georgia,15+,_T,ALLAREA,_T,FEMALE,34.92281
