Year,GeoAreaName,Age,Education level,Location,Quantile,Sex,Value
2014,Switzerland,25+,_T,ALLAREA,_T,BOTHSEX,98.57607
2014,Switzerland,15+,_T,ALLAREA,_T,BOTHSEX,97.98564
2014,Switzerland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.76122
2014,Switzerland,15+,_T,ALLAREA,_T,MALE,99.36371
2014,Switzerland,15+,_T,ALLAREA,B40,BOTHSEX,98.86733
2021,Bulgaria,15-24,_T,ALLAREA,_T,BOTHSEX,88.61839
2021,Bulgaria,15+,_T,ALLAREA,_T,FEMALE,84.32458
2021,Bulgaria,25+,_T,ALLAREA,_T,BOTHSEX,83.44953
2021,Bulgaria,15+,_T,ALLAREA,R60,BOTHSEX,90.68571
2021,Bulgaria,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,70.95366
2021,Bulgaria,15+,_T,ALLAREA,B40,BOTHSEX,73.86662
2021,Bulgaria,15+,_T,ALLAREA,_T,BOTHSEX,83.96652
2017,Switzerland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.34054
2017,Switzerland,15+,_T,ALLAREA,_T,BOTHSEX,98.42966
2017,Switzerland,25+,_T,ALLAREA,_T,BOTHSEX,99.81406
2017,Switzerland,15-24,_T,ALLAREA,_T,BOTHSEX,89.40884
2017,Switzerland,15+,_T,ALLAREA,_T,FEMALE,98.85665
2017,Switzerland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,96.72099
2017,Switzerland,15+,_T,ALLAREA,R60,BOTHSEX,99.08899
2021,Bulgaria,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,88.54467
2021,Bulgaria,15+,_T,ALLAREA,_T,MALE,83.58932
2011,Belarus,15+,_T,ALLAREA,R60,BOTHSEX,64.04634
2011,Belarus,25+,_T,ALLAREA,_T,BOTHSEX,62.25548
2011,Belarus,15-24,_T,ALLAREA,_T,BOTHSEX,41.67266
2011,Belarus,15+,_T,ALLAREA,_T,FEMALE,58.07224
2011,Belarus,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,67.39015
2017,Luxembourg,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,95.72689
2017,Luxembourg,15+,_T,ALLAREA,_T,BOTHSEX,98.76785
2017,Luxembourg,15+,_T,ALLAREA,B40,BOTHSEX,98.31727
2011,Malta,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,92.25488
2011,Malta,15+,_T,ALLAREA,B40,BOTHSEX,94.85969
2011,Malta,15+,_T,ALLAREA,R60,BOTHSEX,95.54294
2011,Malta,15+,_T,ALLAREA,_T,FEMALE,94.07024
2011,Belarus,15+,_T,ALLAREA,_T,BOTHSEX,58.60198
2011,Belarus,15+,_T,ALLAREA,_T,MALE,59.24352
2011,Belarus,15+,_T,ALLAREA,B40,BOTHSEX,50.41993
2011,Belarus,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,13.71034
2014,Belarus,15-24,_T,ALLAREA,_T,BOTHSEX,48.16379
2014,Belarus,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,32.58422
2014,Belarus,15+,_T,ALLAREA,B40,BOTHSEX,66.55757
2017,Switzerland,15+,_T,ALLAREA,B40,BOTHSEX,97.43823
2017,Switzerland,15+,_T,ALLAREA,_T,MALE,97.98191
2021,Switzerland,25+,_T,ALLAREA,_T,BOTHSEX,99.43748
2021,Switzerland,15+,_T,ALLAREA,_T,FEMALE,99.01794
2021,Switzerland,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2021,Switzerland,15+,_T,ALLAREA,_T,BOTHSEX,99.49103
2021,Switzerland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.82434
2014,Belarus,15+,_T,ALLAREA,_T,MALE,72.01527
2014,Belarus,15+,_T,ALLAREA,_T,BOTHSEX,71.98499
2014,Belarus,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,78.87399
2014,Belarus,15+,_T,ALLAREA,_T,FEMALE,71.96009
2014,Belarus,25+,_T,ALLAREA,_T,BOTHSEX,76.08396
2014,Belarus,15+,_T,ALLAREA,R60,BOTHSEX,75.60172
2017,Belarus,15+,_T,ALLAREA,R60,BOTHSEX,85.63957
2017,Belarus,25+,_T,ALLAREA,_T,BOTHSEX,85.00646
2017,Belarus,15+,_T,ALLAREA,_T,FEMALE,81.33817
2017,Belarus,15-24,_T,ALLAREA,_T,BOTHSEX,55.15895
2017,Belarus,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,89.46152
2017,Belarus,15+,_T,ALLAREA,_T,BOTHSEX,81.15588
2017,Belarus,15+,_T,ALLAREA,_T,MALE,80.93417
2017,Belarus,15+,_T,ALLAREA,B40,BOTHSEX,74.41339
2014,Cyprus,15-24,_T,ALLAREA,_T,BOTHSEX,74.41547
2014,Cyprus,15+,_T,ALLAREA,_T,FEMALE,90.28902
2014,Cyprus,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,91.21163
2014,Cyprus,15+,_T,ALLAREA,_T,BOTHSEX,90.1502
2014,Cyprus,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,86.42181
2017,Cyprus,15+,_T,ALLAREA,R60,BOTHSEX,91.96999
2017,Cyprus,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,81.09119
2011,Malta,15+,_T,ALLAREA,_T,MALE,96.56859
2011,Malta,25+,_T,ALLAREA,_T,BOTHSEX,96.61741
2011,Malta,15-24,_T,ALLAREA,_T,BOTHSEX,88.70419
2011,Malta,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,95.84785
2011,Malta,15+,_T,ALLAREA,_T,BOTHSEX,95.27007
2014,Malta,15-24,_T,ALLAREA,_T,BOTHSEX,87.31887
2014,Malta,25+,_T,ALLAREA,_T,BOTHSEX,97.38485
2021,Switzerland,15+,_T,ALLAREA,_T,MALE,100.0
2021,Switzerland,15+,_T,ALLAREA,B40,BOTHSEX,99.4865
2021,Switzerland,15+,_T,ALLAREA,R60,BOTHSEX,99.49404
2021,Switzerland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,98.53967
2011,Tajikistan,25+,_T,ALLAREA,_T,BOTHSEX,2.7027
2011,Tajikistan,15+,_T,ALLAREA,_T,BOTHSEX,2.53486
2011,Tajikistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,3.14725
2017,Cyprus,15+,_T,ALLAREA,_T,BOTHSEX,88.71576
2017,Cyprus,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,91.02532
2017,Cyprus,15+,_T,ALLAREA,_T,FEMALE,90.01422
2017,Cyprus,15-24,_T,ALLAREA,_T,BOTHSEX,73.18451
2017,Cyprus,25+,_T,ALLAREA,_T,BOTHSEX,91.86017
2017,Cyprus,15+,_T,ALLAREA,_T,MALE,87.31525
2017,Cyprus,15+,_T,ALLAREA,B40,BOTHSEX,83.80718
2011,Tajikistan,15+,_T,ALLAREA,_T,MALE,2.9585
2011,Tajikistan,15+,_T,ALLAREA,B40,BOTHSEX,0.98002
2011,Tajikistan,15+,_T,ALLAREA,R60,BOTHSEX,3.5702
2011,Tajikistan,15-24,_T,ALLAREA,_T,BOTHSEX,2.19966
2011,Tajikistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,0.76411
2011,Tajikistan,15+,_T,ALLAREA,_T,FEMALE,2.13516
2014,Tajikistan,15+,_T,ALLAREA,_T,FEMALE,9.09066
2014,Malta,15+,_T,ALLAREA,_T,MALE,97.0911
2014,Malta,15+,_T,ALLAREA,_T,FEMALE,95.61646
2014,Malta,15+,_T,ALLAREA,R60,BOTHSEX,97.54436
2014,Malta,15+,_T,ALLAREA,B40,BOTHSEX,94.61816
2014,Malta,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,90.92967
2014,Malta,15+,_T,ALLAREA,_T,BOTHSEX,96.328
2014,Malta,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,97.22084
2021,Cyprus,15+,_T,ALLAREA,B40,BOTHSEX,90.75084
2021,Cyprus,15+,_T,ALLAREA,_T,MALE,93.61803
2021,Cyprus,25+,_T,ALLAREA,_T,BOTHSEX,95.21473
2021,Cyprus,15+,_T,ALLAREA,_T,FEMALE,92.69724
2021,Cyprus,15-24,_T,ALLAREA,_T,BOTHSEX,83.53784
2021,Cyprus,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,94.25008
2021,Cyprus,15+,_T,ALLAREA,_T,BOTHSEX,93.12991
2017,Malta,15+,_T,ALLAREA,_T,MALE,97.77604
2017,Malta,15+,_T,ALLAREA,R60,BOTHSEX,99.15266
2017,Malta,15+,_T,ALLAREA,_T,FEMALE,96.96466
2017,Malta,25+,_T,ALLAREA,_T,BOTHSEX,97.34684
2017,Malta,15-24,_T,ALLAREA,_T,BOTHSEX,97.45381
2017,Malta,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,97.32156
2017,Malta,15+,_T,ALLAREA,_T,BOTHSEX,97.36292
2017,Malta,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,97.72866
2017,Malta,15+,_T,ALLAREA,B40,BOTHSEX,94.65633
2021,Malta,15+,_T,ALLAREA,_T,FEMALE,95.32608
2021,Malta,15+,_T,ALLAREA,R60,BOTHSEX,98.50627
2021,Malta,15+,_T,ALLAREA,_T,MALE,97.56527
2021,Malta,15+,_T,ALLAREA,B40,BOTHSEX,93.34517
2021,Malta,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,93.3743
2021,Cyprus,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,87.88293
2021,Cyprus,15+,_T,ALLAREA,R60,BOTHSEX,94.71409
2011,Czechia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,48.69279
2011,Czechia,15+,_T,ALLAREA,_T,BOTHSEX,80.65119
2011,Czechia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,90.20377
2011,Czechia,15-24,_T,ALLAREA,_T,BOTHSEX,55.65378
2011,Czechia,15+,_T,ALLAREA,R60,BOTHSEX,85.29173
2011,Czechia,15+,_T,ALLAREA,_T,FEMALE,80.51359
2011,Czechia,25+,_T,ALLAREA,_T,BOTHSEX,84.70215
2011,Czechia,15+,_T,ALLAREA,_T,MALE,80.80306
2011,Czechia,15+,_T,ALLAREA,B40,BOTHSEX,73.66454
2014,Czechia,15+,_T,ALLAREA,_T,FEMALE,79.37345
2014,Czechia,15-24,_T,ALLAREA,_T,BOTHSEX,64.93414
2014,Czechia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,89.24314
2021,Malta,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,96.8261
2021,Malta,15+,_T,ALLAREA,_T,BOTHSEX,96.44682
2021,Malta,15-24,_T,ALLAREA,_T,BOTHSEX,94.4362
2021,Malta,25+,_T,ALLAREA,_T,BOTHSEX,96.76056
2011,Republic of Moldova,15+,_T,ALLAREA,_T,BOTHSEX,18.06632
2011,Republic of Moldova,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,22.23805
2011,Republic of Moldova,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,4.01649
2014,Tajikistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,7.96732
2014,Tajikistan,15-24,_T,ALLAREA,_T,BOTHSEX,4.47427
2014,Tajikistan,15+,_T,ALLAREA,R60,BOTHSEX,15.23306
2014,Tajikistan,15+,_T,ALLAREA,B40,BOTHSEX,5.79232
2014,Tajikistan,15+,_T,ALLAREA,_T,MALE,13.89533
2014,Tajikistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,12.76297
2014,Tajikistan,15+,_T,ALLAREA,_T,BOTHSEX,11.45923
2011,Republic of Moldova,15+,_T,ALLAREA,B40,BOTHSEX,9.73867
2011,Republic of Moldova,15+,_T,ALLAREA,_T,MALE,19.09438
2011,Republic of Moldova,25+,_T,ALLAREA,_T,BOTHSEX,18.27877
2011,Republic of Moldova,15-24,_T,ALLAREA,_T,BOTHSEX,17.36698
2011,Republic of Moldova,15+,_T,ALLAREA,_T,FEMALE,17.17139
2011,Republic of Moldova,15+,_T,ALLAREA,R60,BOTHSEX,23.61125
2014,Republic of Moldova,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,21.80224
2014,Tajikistan,25+,_T,ALLAREA,_T,BOTHSEX,15.11238
2017,Tajikistan,15+,_T,ALLAREA,_T,BOTHSEX,47.02439
2017,Tajikistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,49.81917
2017,Tajikistan,15+,_T,ALLAREA,_T,MALE,52.09381
2017,Tajikistan,15+,_T,ALLAREA,B40,BOTHSEX,38.47501
2017,Tajikistan,25+,_T,ALLAREA,_T,BOTHSEX,45.93904
2017,Tajikistan,15+,_T,ALLAREA,R60,BOTHSEX,52.6899
2017,Tajikistan,15-24,_T,ALLAREA,_T,BOTHSEX,49.33567
2017,Tajikistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,39.18442
2017,Tajikistan,15+,_T,ALLAREA,_T,FEMALE,42.13079
2021,Tajikistan,15-24,_T,ALLAREA,_T,BOTHSEX,18.08398
2021,Tajikistan,15+,_T,URBAN,_T,BOTHSEX,40.29388
2021,Tajikistan,15+,_T,RURAL,_T,BOTHSEX,36.3332
2021,Tajikistan,15+,_T,ALLAREA,R60,BOTHSEX,40.32375
2021,Tajikistan,15+,_T,ALLAREA,_T,FEMALE,39.41301
2021,Tajikistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,32.16774
2021,Tajikistan,15+,_T,ALLAREA,B40,BOTHSEX,38.22913
2021,Tajikistan,15+,_T,ALLAREA,_T,MALE,39.56772
2021,Tajikistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,42.26057
2021,Tajikistan,15+,_T,ALLAREA,_T,BOTHSEX,39.48816
2021,Tajikistan,25+,_T,ALLAREA,_T,BOTHSEX,46.64753
2014,Republic of Moldova,15+,_T,ALLAREA,_T,BOTHSEX,17.75575
2014,Republic of Moldova,15-24,_T,ALLAREA,_T,BOTHSEX,12.23837
2014,Republic of Moldova,25+,_T,ALLAREA,_T,BOTHSEX,19.44367
2014,Republic of Moldova,15+,_T,ALLAREA,R60,BOTHSEX,22.2056
2014,Republic of Moldova,15+,_T,ALLAREA,_T,FEMALE,18.97572
2014,Republic of Moldova,15+,_T,ALLAREA,B40,BOTHSEX,11.07803
2014,Republic of Moldova,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,2.17939
2011,Türkiye,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,50.88652
2011,Türkiye,15+,_T,ALLAREA,_T,FEMALE,32.67998
2011,Türkiye,15-24,_T,ALLAREA,_T,BOTHSEX,43.75285
2011,Türkiye,15+,_T,ALLAREA,R60,BOTHSEX,64.58517
2011,Türkiye,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,65.21747
2011,Türkiye,15+,_T,ALLAREA,_T,MALE,82.05688
2011,Türkiye,15+,_T,ALLAREA,_T,BOTHSEX,57.60143
2014,Republic of Moldova,15+,_T,ALLAREA,_T,MALE,16.39936
2017,Republic of Moldova,15+,_T,ALLAREA,_T,BOTHSEX,43.78565
2017,Republic of Moldova,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,21.66059
2017,Republic of Moldova,15+,_T,ALLAREA,B40,BOTHSEX,31.50981
2017,Republic of Moldova,15+,_T,ALLAREA,R60,BOTHSEX,51.94425
2017,Republic of Moldova,15+,_T,ALLAREA,_T,MALE,42.9408
2017,Republic of Moldova,25+,_T,ALLAREA,_T,BOTHSEX,44.78525
2011,Türkiye,25+,_T,ALLAREA,_T,BOTHSEX,61.89994
2011,Türkiye,15+,_T,ALLAREA,B40,BOTHSEX,47.10647
2014,Türkiye,15+,_T,ALLAREA,_T,BOTHSEX,56.67748
2014,Türkiye,15+,_T,ALLAREA,_T,MALE,69.1571
2014,Türkiye,15+,_T,ALLAREA,R60,BOTHSEX,59.42415
2014,Türkiye,15+,_T,ALLAREA,_T,FEMALE,44.45881
2014,Türkiye,15-24,_T,ALLAREA,_T,BOTHSEX,41.56965
2017,Republic of Moldova,15-24,_T,ALLAREA,_T,BOTHSEX,39.19008
2017,Republic of Moldova,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,47.91926
2017,Republic of Moldova,15+,_T,ALLAREA,_T,FEMALE,44.55145
2021,Republic of Moldova,15+,_T,URBAN,_T,BOTHSEX,71.49986
2021,Republic of Moldova,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,66.62934
2021,Republic of Moldova,15-24,_T,ALLAREA,_T,BOTHSEX,63.88438
2021,Republic of Moldova,25+,_T,ALLAREA,_T,BOTHSEX,64.32388
2014,Türkiye,15+,_T,ALLAREA,B40,BOTHSEX,51.13229
2014,Türkiye,25+,_T,ALLAREA,_T,BOTHSEX,61.15696
2014,Türkiye,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,47.51141
2014,Türkiye,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,60.94077
2017,Türkiye,15-24,_T,ALLAREA,_T,BOTHSEX,55.9271
2017,Türkiye,15+,_T,ALLAREA,R60,BOTHSEX,76.6747
2017,Türkiye,15+,_T,ALLAREA,_T,MALE,82.99456
2017,Türkiye,15+,_T,ALLAREA,_T,BOTHSEX,68.59031
2017,Türkiye,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,74.02081
2017,Türkiye,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,57.4381
2017,Türkiye,15+,_T,ALLAREA,_T,FEMALE,54.29382
2017,Türkiye,25+,_T,ALLAREA,_T,BOTHSEX,71.94024
2017,Türkiye,15+,_T,ALLAREA,B40,BOTHSEX,56.37541
2021,Türkiye,15+,_T,ALLAREA,R60,BOTHSEX,82.52656
2021,Republic of Moldova,15+,_T,ALLAREA,R60,BOTHSEX,70.78364
2021,Republic of Moldova,15+,_T,ALLAREA,B40,BOTHSEX,54.43188
2021,Republic of Moldova,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,39.95138
2021,Republic of Moldova,15+,_T,ALLAREA,_T,BOTHSEX,64.24551
2021,Republic of Moldova,15+,_T,ALLAREA,_T,FEMALE,62.92403
2021,Republic of Moldova,15+,_T,RURAL,_T,BOTHSEX,56.90616
2021,Republic of Moldova,15+,_T,ALLAREA,_T,MALE,65.70345
2021,Türkiye,15-24,_T,ALLAREA,_T,BOTHSEX,72.74245
2021,Türkiye,15+,_T,ALLAREA,_T,FEMALE,62.54516
2021,Türkiye,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,81.46824
2021,Türkiye,15+,_T,ALLAREA,B40,BOTHSEX,61.3741
2021,Türkiye,25+,_T,ALLAREA,_T,BOTHSEX,74.45642
2021,Türkiye,15+,_T,ALLAREA,_T,BOTHSEX,74.09166
2021,Türkiye,15+,_T,ALLAREA,_T,MALE,85.34367
2011,Montenegro,15+,_T,ALLAREA,_T,FEMALE,48.92861
2011,Montenegro,15+,_T,ALLAREA,_T,BOTHSEX,50.43801
2011,Montenegro,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,28.72033
2011,Montenegro,15+,_T,ALLAREA,B40,BOTHSEX,42.27661
2011,Montenegro,15+,_T,ALLAREA,_T,MALE,52.15089
2011,Montenegro,25+,_T,ALLAREA,_T,BOTHSEX,56.22769
2011,Montenegro,15-24,_T,ALLAREA,_T,BOTHSEX,29.01528
2021,Türkiye,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,61.53827
2011,Turkmenistan,15+,_T,ALLAREA,_T,MALE,0.0
2011,Turkmenistan,15+,_T,ALLAREA,_T,BOTHSEX,0.40491
2011,Turkmenistan,25+,_T,ALLAREA,_T,BOTHSEX,0.58068
2011,Turkmenistan,15+,_T,ALLAREA,B40,BOTHSEX,0.0
2011,Turkmenistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,0.0
2011,Turkmenistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,0.54596
2011,Montenegro,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,61.0452
2011,Montenegro,15+,_T,ALLAREA,R60,BOTHSEX,55.87094
2014,Montenegro,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,70.30509
2014,Montenegro,25+,_T,ALLAREA,_T,BOTHSEX,64.39573
2014,Montenegro,15+,_T,ALLAREA,_T,MALE,61.89439
2014,Montenegro,15+,_T,ALLAREA,B40,BOTHSEX,46.39609
2014,Montenegro,15+,_T,ALLAREA,R60,BOTHSEX,68.75336
2011,Turkmenistan,15+,_T,ALLAREA,R60,BOTHSEX,0.67477
2011,Turkmenistan,15+,_T,ALLAREA,_T,FEMALE,0.79392
2011,Turkmenistan,15-24,_T,ALLAREA,_T,BOTHSEX,0.0
2017,Turkmenistan,15+,_T,ALLAREA,R60,BOTHSEX,41.34398
2017,Turkmenistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,41.91067
2017,Turkmenistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,9.92284
2017,Turkmenistan,15+,_T,ALLAREA,B40,BOTHSEX,39.42097
2014,Montenegro,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,34.72942
2014,Montenegro,15+,_T,ALLAREA,_T,BOTHSEX,59.82601
2014,Montenegro,15+,_T,ALLAREA,_T,FEMALE,57.90823
2014,Montenegro,15-24,_T,ALLAREA,_T,BOTHSEX,41.3446
2017,Montenegro,15+,_T,ALLAREA,_T,BOTHSEX,68.36179
2017,Montenegro,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,43.17823
2017,Montenegro,15+,_T,ALLAREA,R60,BOTHSEX,73.74832
2017,Montenegro,15+,_T,ALLAREA,B40,BOTHSEX,60.27471
2017,Montenegro,15+,_T,ALLAREA,_T,MALE,69.18687
2017,Montenegro,25+,_T,ALLAREA,_T,BOTHSEX,74.3746
2017,Montenegro,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,77.26793
2017,Montenegro,15-24,_T,ALLAREA,_T,BOTHSEX,41.06794
2017,Montenegro,15+,_T,ALLAREA,_T,FEMALE,67.57224
2011,Netherlands,15-24,_T,ALLAREA,_T,BOTHSEX,99.8136
2017,Turkmenistan,25+,_T,ALLAREA,_T,BOTHSEX,48.8334
2017,Turkmenistan,15+,_T,ALLAREA,_T,BOTHSEX,40.57641
2017,Turkmenistan,15+,_T,ALLAREA,_T,MALE,45.71255
2017,Turkmenistan,15+,_T,ALLAREA,_T,FEMALE,35.51711
2017,Turkmenistan,15-24,_T,ALLAREA,_T,BOTHSEX,15.54311
2011,Ukraine,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,12.38772
2011,Ukraine,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,47.55672
2011,Netherlands,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,96.31332
2011,Netherlands,25+,_T,ALLAREA,_T,BOTHSEX,98.52582
2011,Netherlands,15+,_T,ALLAREA,_T,MALE,98.9706
2011,Netherlands,15+,_T,ALLAREA,R60,BOTHSEX,98.09307
2011,Netherlands,15+,_T,ALLAREA,_T,FEMALE,98.39974
2011,Netherlands,15+,_T,ALLAREA,_T,BOTHSEX,98.65853
2011,Netherlands,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.79784
2011,Ukraine,15-24,_T,ALLAREA,_T,BOTHSEX,45.16615
2011,Ukraine,15+,_T,ALLAREA,_T,FEMALE,39.20775
2011,Ukraine,15+,_T,ALLAREA,R60,BOTHSEX,48.57629
2011,Ukraine,15+,_T,ALLAREA,_T,MALE,43.87786
2011,Ukraine,15+,_T,ALLAREA,_T,BOTHSEX,41.26857
2011,Ukraine,15+,_T,ALLAREA,B40,BOTHSEX,30.24482
2011,Ukraine,25+,_T,ALLAREA,_T,BOTHSEX,40.4822
2014,Ukraine,25+,_T,ALLAREA,_T,BOTHSEX,52.18921
2014,Ukraine,15+,_T,ALLAREA,B40,BOTHSEX,43.73914
2014,Ukraine,15+,_T,ALLAREA,_T,BOTHSEX,52.71481
2014,Ukraine,15+,_T,ALLAREA,_T,MALE,54.01789
2014,Ukraine,15+,_T,ALLAREA,R60,BOTHSEX,58.68106
2014,Ukraine,15+,_T,ALLAREA,_T,FEMALE,51.68565
2014,Ukraine,15-24,_T,ALLAREA,_T,BOTHSEX,55.94466
2011,Netherlands,15+,_T,ALLAREA,B40,BOTHSEX,99.51089
2014,Netherlands,15+,_T,ALLAREA,_T,BOTHSEX,99.2956
2014,Netherlands,15+,_T,ALLAREA,_T,FEMALE,99.17636
2014,Netherlands,15+,_T,ALLAREA,R60,BOTHSEX,99.52416
2014,Netherlands,15+,_T,ALLAREA,_T,MALE,99.41924
2014,Netherlands,25+,_T,ALLAREA,_T,BOTHSEX,99.32317
2014,Netherlands,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2014,Ukraine,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,58.92754
2014,Ukraine,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,20.98359
2017,Ukraine,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,68.17812
2017,Ukraine,15-24,_T,ALLAREA,_T,BOTHSEX,53.87975
2017,Ukraine,15+,_T,ALLAREA,R60,BOTHSEX,69.31279
2017,Ukraine,15+,_T,ALLAREA,_T,FEMALE,61.32117
2017,Ukraine,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,30.59679
2014,Netherlands,15-24,_T,ALLAREA,_T,BOTHSEX,99.14935
2014,Netherlands,15+,_T,ALLAREA,B40,BOTHSEX,98.95609
2014,Netherlands,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.23823
2017,Netherlands,15+,_T,ALLAREA,R60,BOTHSEX,99.53724
2017,Netherlands,25+,_T,ALLAREA,_T,BOTHSEX,99.57883
2017,Netherlands,15+,_T,ALLAREA,_T,MALE,99.4387
2017,Netherlands,15+,_T,ALLAREA,_T,FEMALE,99.8327
2017,Ukraine,15+,_T,ALLAREA,_T,MALE,65.02908
2017,Ukraine,15+,_T,ALLAREA,_T,BOTHSEX,62.90233
2017,Ukraine,15+,_T,ALLAREA,B40,BOTHSEX,53.26021
2017,Ukraine,25+,_T,ALLAREA,_T,BOTHSEX,64.19521
2021,Ukraine,15+,_T,ALLAREA,_T,BOTHSEX,83.56481
2021,Ukraine,15+,_T,ALLAREA,_T,MALE,87.07264
2021,Ukraine,15+,_T,ALLAREA,R60,BOTHSEX,86.12054
2017,Netherlands,15+,_T,ALLAREA,_T,BOTHSEX,99.63762
2017,Netherlands,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.61697
2017,Netherlands,15+,_T,ALLAREA,B40,BOTHSEX,99.78854
2017,Netherlands,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2017,Netherlands,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2021,Netherlands,15+,_T,ALLAREA,_T,MALE,100.0
2021,Netherlands,25+,_T,ALLAREA,_T,BOTHSEX,100.0
2014,Czechia,15+,_T,ALLAREA,_T,BOTHSEX,82.17821
2014,Czechia,15+,_T,ALLAREA,_T,MALE,85.16471
2014,Czechia,25+,_T,ALLAREA,_T,BOTHSEX,84.99326
2014,Czechia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,50.00301
2014,Czechia,15+,_T,ALLAREA,B40,BOTHSEX,77.13926
2014,Czechia,15+,_T,ALLAREA,R60,BOTHSEX,85.51561
2017,Czechia,15+,_T,ALLAREA,_T,BOTHSEX,80.99226
2021,Ukraine,15-24,_T,ALLAREA,_T,BOTHSEX,90.88927
2021,Ukraine,15+,_T,ALLAREA,_T,FEMALE,80.68565
2021,Ukraine,25+,_T,ALLAREA,_T,BOTHSEX,82.68393
2021,Ukraine,15+,_T,ALLAREA,B40,BOTHSEX,79.73028
2021,Ukraine,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,84.79632
