Year,GeoAreaName,Type of waste treatment,Value
2010,Hungary,INCINRT,0.0
2011,Hungary,INCINRT,0.0
2011,Hungary,INCINRT_EGY,10.71147
2012,Hungary,INCINRT_EGY,9.12738
2012,Hungary,INCINRT,0.0
2013,Hungary,INCINRT_EGY,8.98876
2013,Hungary,INCINRT,0.0
2014,Hungary,INCINRT,0.0
2014,Hungary,INCINRT_EGY,9.82872
2015,Hungary,INCINRT,0.0
2013,Albania,INCINRT,8.82979
2014,Albania,INCINRT,3.09194
2015,Albania,INCINRT,2.54777
2016,Albania,INCINRT_EGY,4.61538
2016,Albania,INCINRT,3.15385
2017,Albania,INCINRT,1.5949
2017,Albania,INCINRT_EGY,3.42903
2018,Albania,INCINRT,1.96226
2018,Albania,INCINRT_EGY,4.75472
2019,Albania,INCINRT,0.18399
2019,Albania,INCINRT_EGY,1.10396
2020,Albania,INCINRT_EGY,1.14504
2020,Albania,INCINRT,0.09542
2015,Hungary,INCINRT_EGY,14.14332
2016,Hungary,INCINRT_EGY,14.88847
2016,Hungary,INCINRT,0.0
2017,Hungary,INCINRT_EGY,16.13588
2017,Hungary,INCINRT,0.0
2018,Hungary,INCINRT_EGY,13.43524
2018,Hungary,INCINRT,0.0
2019,Hungary,INCINRT,0.0
2019,Hungary,INCINRT_EGY,13.62434
2020,Hungary,INCINRT,0.10176
2020,Hungary,INCINRT_EGY,11.95625
2021,Hungary,INCINRT_EGY,12.44433
2021,Hungary,INCINRT,0.07422
2000,Iceland,INCINRT,8.46154
2000,Iceland,INCINRT_EGY,13.07692
2001,Iceland,INCINRT_EGY,8.27068
2001,Iceland,INCINRT,3.7594
2002,Iceland,INCINRT_EGY,7.29927
2002,Iceland,INCINRT,2.18978
2003,Iceland,INCINRT,1.42857
2003,Iceland,INCINRT_EGY,9.28571
2004,Iceland,INCINRT,1.36054
2004,Iceland,INCINRT_EGY,10.20408
2005,Iceland,INCINRT_EGY,8.49673
2005,Iceland,INCINRT,1.30719
2006,Iceland,INCINRT,1.16959
2006,Iceland,INCINRT_EGY,7.60234
2007,Iceland,INCINRT,1.14943
2007,Iceland,INCINRT_EGY,9.77011
2008,Iceland,INCINRT_EGY,6.25
2008,Iceland,INCINRT,0.0
2009,Iceland,INCINRT,1.51515
2009,Iceland,INCINRT_EGY,8.33333
2010,Iceland,INCINRT_EGY,7.79221
2010,Iceland,INCINRT,1.2987
2011,Iceland,INCINRT,1.26582
2011,Iceland,INCINRT_EGY,6.32911
2012,Iceland,INCINRT_EGY,5.4878
2012,Iceland,INCINRT,1.21951
2013,Iceland,INCINRT,0.5988
2013,Iceland,INCINRT_EGY,3.59281
2014,Iceland,INCINRT,4.0
2014,Iceland,INCINRT_EGY,4.0
2015,Iceland,INCINRT_EGY,3.07692
2015,Iceland,INCINRT,3.07692
2016,Iceland,INCINRT,3.63636
2016,Iceland,INCINRT_EGY,3.63636
2017,Iceland,INCINRT,3.55556
2017,Iceland,INCINRT_EGY,3.55556
2018,Iceland,INCINRT,4.45344
2018,Iceland,INCINRT_EGY,4.8583
2020,Iceland,INCINRT_EGY,10.66667
2020,Iceland,INCINRT,2.66667
2000,Ireland,INCINRT_EGY,0.0
2000,Ireland,INCINRT,0.0
2001,Ireland,INCINRT_EGY,0.0
2001,Ireland,INCINRT,0.0
2002,Ireland,INCINRT_EGY,0.0
2002,Ireland,INCINRT,0.0
2003,Ireland,INCINRT,0.0
2003,Ireland,INCINRT_EGY,0.0
2004,Ireland,INCINRT,0.0
2004,Ireland,INCINRT_EGY,0.0
2005,Ireland,INCINRT_EGY,0.0
2005,Ireland,INCINRT,0.0
2006,Ireland,INCINRT,0.0
2006,Ireland,INCINRT_EGY,0.0
2007,Ireland,INCINRT_EGY,0.0
2007,Ireland,INCINRT,0.0
2008,Ireland,INCINRT,0.0
2008,Ireland,INCINRT_EGY,2.54342
2009,Ireland,INCINRT,0.0
2009,Ireland,INCINRT_EGY,3.75889
2010,Ireland,INCINRT,0.03514
2010,Ireland,INCINRT_EGY,3.82994
2011,Ireland,INCINRT,0.0
2011,Ireland,INCINRT_EGY,6.94297
2012,Ireland,INCINRT_EGY,15.85592
2021,Albania,INCINRT,0.0
2021,Albania,INCINRT_EGY,2.05714
2000,Austria,INCINRT,0.0
2000,Austria,INCINRT_EGY,11.23547
2001,Austria,INCINRT_EGY,11.24299
2001,Austria,INCINRT,0.0
2002,Austria,INCINRT,0.0
2002,Austria,INCINRT_EGY,10.78551
2003,Austria,INCINRT_EGY,12.00324
2003,Austria,INCINRT,0.0
2004,Austria,INCINRT_EGY,29.44314
2004,Austria,INCINRT,0.0
2005,Austria,INCINRT,0.0
2012,Ireland,INCINRT,0.0
2014,Ireland,INCINRT_EGY,34.09698
2014,Ireland,INCINRT,0.0
2016,Ireland,INCINRT_EGY,29.35215
2016,Ireland,INCINRT,0.0
2017,Ireland,INCINRT_EGY,31.82803
2017,Ireland,INCINRT,0.0
2018,Ireland,INCINRT,0.0
2018,Ireland,INCINRT_EGY,42.68544
2019,Ireland,INCINRT_EGY,45.78743
2019,Ireland,INCINRT,0.0
2020,Ireland,INCINRT_EGY,42.14953
2020,Ireland,INCINRT,0.0
2000,Italy,INCINRT_EGY,7.72471
2000,Italy,INCINRT,0.59049
2001,Italy,INCINRT,0.30943
2001,Italy,INCINRT_EGY,8.5552
2002,Italy,INCINRT,0.54581
2002,Italy,INCINRT_EGY,8.94723
2003,Italy,INCINRT,0.19644
2003,Italy,INCINRT_EGY,10.55102
2004,Italy,INCINRT,0.16051
2004,Italy,INCINRT_EGY,11.29374
2005,Italy,INCINRT,0.15473
2005,Italy,INCINRT_EGY,12.07844
2006,Italy,INCINRT,0.11994
2005,Austria,INCINRT_EGY,27.68385
2006,Austria,INCINRT_EGY,28.98845
2006,Austria,INCINRT,0.0
2007,Austria,INCINRT_EGY,29.34761
2007,Austria,INCINRT,0.0
2008,Austria,INCINRT,0.0
2008,Austria,INCINRT_EGY,27.15629
2009,Austria,INCINRT_EGY,29.26235
2009,Austria,INCINRT,0.0
2010,Austria,INCINRT,0.0
2010,Austria,INCINRT_EGY,34.80111
2011,Austria,INCINRT_EGY,34.90743
2011,Austria,INCINRT,0.0
2006,Italy,INCINRT_EGY,12.67376
2007,Italy,INCINRT,0.07991
2007,Italy,INCINRT_EGY,12.38321
2008,Italy,INCINRT,0.0955
2008,Italy,INCINRT_EGY,13.46847
2009,Italy,INCINRT_EGY,14.85657
2009,Italy,INCINRT,0.08098
2010,Italy,INCINRT_EGY,16.76942
2010,Italy,INCINRT,0.16338
2011,Italy,INCINRT,0.13063
2011,Italy,INCINRT_EGY,17.82005
2012,Italy,INCINRT,0.0
2012,Italy,INCINRT_EGY,18.43369
2012,Austria,INCINRT_EGY,34.67131
2012,Austria,INCINRT,0.0
2013,Austria,INCINRT_EGY,34.98471
2013,Austria,INCINRT,0.0
2014,Austria,INCINRT,0.0
2014,Austria,INCINRT_EGY,36.33354
2015,Austria,INCINRT_EGY,37.90323
2015,Austria,INCINRT,0.0
2016,Austria,INCINRT_EGY,37.64205
2016,Austria,INCINRT,0.0
2017,Austria,INCINRT_EGY,38.74053
2017,Austria,INCINRT,0.0
2018,Austria,INCINRT,0.0
2013,Italy,INCINRT,0.0
2013,Italy,INCINRT_EGY,20.18733
2014,Italy,INCINRT_EGY,19.78956
2014,Italy,INCINRT,0.0
2015,Italy,INCINRT,10.40171
2015,Italy,INCINRT_EGY,20.45793
2016,Italy,INCINRT,6.63855
2016,Italy,INCINRT_EGY,19.47728
2017,Italy,INCINRT_EGY,19.05181
2017,Italy,INCINRT,0.86568
2018,Italy,INCINRT,0.59672
2018,Italy,INCINRT_EGY,19.08172
2019,Italy,INCINRT,0.59288
2019,Italy,INCINRT_EGY,19.61496
2020,Italy,INCINRT,0.54586
2020,Italy,INCINRT_EGY,19.39886
2000,Latvia,INCINRT_EGY,0.0
2000,Latvia,INCINRT,0.0
2001,Latvia,INCINRT,0.0
2001,Latvia,INCINRT_EGY,1.26227
2002,Latvia,INCINRT,0.0
2002,Latvia,INCINRT_EGY,1.63934
2003,Latvia,INCINRT_EGY,1.58273
2003,Latvia,INCINRT,0.0
2004,Latvia,INCINRT,0.0
2004,Latvia,INCINRT_EGY,1.94444
2018,Austria,INCINRT_EGY,38.62082
2019,Austria,INCINRT,0.0
2019,Austria,INCINRT_EGY,38.3908
2020,Austria,INCINRT_EGY,35.8833
2020,Austria,INCINRT,0.09411
2000,Armenia,LANDFILCTL,100.0
2000,Armenia,OTHERWM,100.0
2000,Armenia,LANDFIL,100.0
2001,Armenia,LANDFILCTL,100.0
2001,Armenia,OTHERWM,100.0
2001,Armenia,LANDFIL,100.0
2002,Armenia,LANDFIL,100.0
2005,Latvia,INCINRT_EGY,0.97765
2005,Latvia,INCINRT,0.0
2006,Latvia,INCINRT_EGY,0.65789
2006,Latvia,INCINRT,0.0
2007,Latvia,INCINRT_EGY,0.34843
2007,Latvia,INCINRT,0.0
2008,Latvia,INCINRT,0.0
2008,Latvia,INCINRT_EGY,0.39894
2009,Latvia,INCINRT,0.0
2009,Latvia,INCINRT_EGY,0.1328
2010,Latvia,INCINRT_EGY,0.0
2010,Latvia,INCINRT,0.0
2011,Latvia,INCINRT_EGY,0.0
2002,Armenia,LANDFILCTL,100.0
2002,Armenia,OTHERWM,100.0
2003,Armenia,LANDFILCTL,100.0
2003,Armenia,OTHERWM,100.0
2003,Armenia,LANDFIL,100.0
2004,Armenia,LANDFILCTL,100.0
2004,Armenia,LANDFIL,100.0
2004,Armenia,OTHERWM,100.0
2005,Armenia,LANDFIL,100.0
2005,Armenia,OTHERWM,100.0
2005,Armenia,LANDFILCTL,100.0
2011,Latvia,INCINRT,0.0
2012,Latvia,INCINRT_EGY,0.45593
2012,Latvia,INCINRT,0.0
2013,Latvia,INCINRT,0.0
2013,Latvia,INCINRT_EGY,1.70455
2014,Latvia,INCINRT,0.0
2014,Latvia,INCINRT_EGY,1.51515
2015,Latvia,INCINRT,0.0
2015,Latvia,INCINRT_EGY,1.8797
2016,Latvia,INCINRT,0.0
2016,Latvia,INCINRT_EGY,2.36908
2017,Latvia,INCINRT,0.0
2017,Latvia,INCINRT_EGY,2.75689
2018,Latvia,INCINRT,0.0
2018,Latvia,INCINRT_EGY,1.91083
2019,Latvia,INCINRT,0.0
2019,Latvia,INCINRT_EGY,3.33333
2020,Latvia,INCINRT_EGY,2.64026
2020,Latvia,INCINRT,0.0
2000,Liechtenstein,OTHERWM,14.29445
2000,Liechtenstein,INCINRT_EGY,0.0
2000,Liechtenstein,INCINRT,0.0
2000,Liechtenstein,LANDFIL,0.0
2000,Liechtenstein,LANDFILCTL,0.0
2000,Liechtenstein,COMPOST,14.29445
2001,Liechtenstein,LANDFILCTL,0.0
2001,Liechtenstein,LANDFIL,0.0
2001,Liechtenstein,INCINRT_EGY,0.0
2001,Liechtenstein,INCINRT,0.0
2001,Liechtenstein,OTHERWM,12.02855
2001,Liechtenstein,COMPOST,12.02855
2002,Liechtenstein,LANDFILCTL,0.0
2002,Liechtenstein,LANDFIL,0.0
2002,Liechtenstein,INCINRT,0.0
2002,Liechtenstein,OTHERWM,15.24537
2002,Liechtenstein,INCINRT_EGY,0.0
2002,Liechtenstein,COMPOST,15.24537
2006,Armenia,OTHERWM,100.0
2006,Armenia,LANDFILCTL,100.0
2006,Armenia,LANDFIL,100.0
2007,Armenia,LANDFIL,100.0
2007,Armenia,OTHERWM,100.0
2007,Armenia,LANDFILCTL,100.0
2008,Armenia,LANDFILCTL,100.0
2008,Armenia,LANDFIL,100.0
2008,Armenia,OTHERWM,100.0
2009,Armenia,LANDFILCTL,100.0
2009,Armenia,OTHERWM,100.0
2003,Liechtenstein,LANDFILCTL,0.0
2003,Liechtenstein,INCINRT_EGY,0.0
2003,Liechtenstein,INCINRT,0.0
2003,Liechtenstein,LANDFIL,0.0
2003,Liechtenstein,OTHERWM,14.96909
2003,Liechtenstein,COMPOST,14.96909
2004,Liechtenstein,LANDFIL,0.0
2004,Liechtenstein,COMPOST,14.759
2004,Liechtenstein,LANDFILCTL,0.0
2004,Liechtenstein,INCINRT,0.0
2004,Liechtenstein,INCINRT_EGY,0.0
2009,Armenia,LANDFIL,100.0
2010,Armenia,LANDFIL,100.0
2010,Armenia,OTHERWM,100.0
2010,Armenia,LANDFILCTL,100.0
2011,Armenia,LANDFILCTL,100.0
2011,Armenia,OTHERWM,100.0
2011,Armenia,LANDFIL,100.0
2012,Armenia,LANDFIL,100.0
2012,Armenia,LANDFILCTL,100.0
2012,Armenia,OTHERWM,100.0
2013,Armenia,LANDFIL,100.0
2004,Liechtenstein,OTHERWM,14.759
2005,Liechtenstein,OTHERWM,16.51046
2005,Liechtenstein,COMPOST,16.51046
2005,Liechtenstein,INCINRT_EGY,0.0
2005,Liechtenstein,LANDFIL,0.0
2005,Liechtenstein,LANDFILCTL,0.0
2005,Liechtenstein,INCINRT,0.0
2006,Liechtenstein,COMPOST,13.98692
2006,Liechtenstein,INCINRT_EGY,0.0
2006,Liechtenstein,OTHERWM,13.98692
2006,Liechtenstein,INCINRT,0.0
2006,Liechtenstein,LANDFIL,0.0
2006,Liechtenstein,LANDFILCTL,0.0
2007,Liechtenstein,LANDFIL,0.0
2007,Liechtenstein,INCINRT_EGY,0.0
2007,Liechtenstein,LANDFILCTL,0.0
2007,Liechtenstein,OTHERWM,14.98639
2007,Liechtenstein,COMPOST,14.98639
2007,Liechtenstein,INCINRT,0.0
2008,Liechtenstein,LANDFIL,0.0
2008,Liechtenstein,INCINRT,0.0
2008,Liechtenstein,LANDFILCTL,0.0
2008,Liechtenstein,COMPOST,18.07603
2013,Armenia,LANDFILCTL,100.0
2013,Armenia,OTHERWM,100.0
2014,Armenia,LANDFILCTL,100.0
2014,Armenia,LANDFIL,100.0
2014,Armenia,OTHERWM,100.0
2015,Armenia,LANDFIL,100.0
2015,Armenia,LANDFILCTL,100.0
2015,Armenia,OTHERWM,100.0
2016,Armenia,LANDFIL,100.0
2016,Armenia,LANDFILCTL,100.0
2016,Armenia,OTHERWM,100.0
2008,Liechtenstein,INCINRT_EGY,0.0
2008,Liechtenstein,OTHERWM,18.07603
2009,Liechtenstein,INCINRT,0.0
2009,Liechtenstein,COMPOST,14.83381
2009,Liechtenstein,LANDFIL,0.0
2009,Liechtenstein,INCINRT_EGY,0.0
2009,Liechtenstein,LANDFILCTL,0.0
2009,Liechtenstein,OTHERWM,14.83381
2010,Liechtenstein,OTHERWM,15.71295
2010,Liechtenstein,LANDFILCTL,0.0
2010,Liechtenstein,INCINRT_EGY,0.0
2010,Liechtenstein,INCINRT,0.0
2010,Liechtenstein,LANDFIL,0.0
2010,Liechtenstein,COMPOST,15.71295
2011,Liechtenstein,LANDFIL,0.0
2011,Liechtenstein,COMPOST,16.64512
2011,Liechtenstein,LANDFILCTL,0.0
2011,Liechtenstein,OTHERWM,16.64512
2011,Liechtenstein,INCINRT,0.0
2011,Liechtenstein,INCINRT_EGY,0.0
2012,Liechtenstein,OTHERWM,18.28925
2012,Liechtenstein,LANDFILCTL,0.0
2012,Liechtenstein,COMPOST,18.28925
2017,Armenia,OTHERWM,100.0
2017,Armenia,LANDFILCTL,100.0
2017,Armenia,LANDFIL,100.0
2018,Armenia,LANDFILCTL,100.0
2018,Armenia,LANDFIL,100.0
2018,Armenia,OTHERWM,100.0
2019,Armenia,LANDFIL,100.0
2019,Armenia,LANDFILCTL,100.0
2019,Armenia,OTHERWM,100.0
2000,Belgium,INCINRT,3.04285
2000,Belgium,INCINRT_EGY,33.57483
2001,Belgium,INCINRT,3.41524
2012,Liechtenstein,LANDFIL,0.0
2012,Liechtenstein,INCINRT_EGY,0.0
2012,Liechtenstein,INCINRT,0.0
2013,Liechtenstein,LANDFILCTL,0.0
2013,Liechtenstein,INCINRT_EGY,0.0
2013,Liechtenstein,LANDFIL,0.0
2013,Liechtenstein,COMPOST,19.39485
2013,Liechtenstein,OTHERWM,19.39485
2013,Liechtenstein,INCINRT,0.0
2014,Liechtenstein,OTHERWM,19.26111
2014,Liechtenstein,LANDFIL,0.0
2014,Liechtenstein,INCINRT_EGY,0.0
2014,Liechtenstein,INCINRT,0.0
2014,Liechtenstein,COMPOST,19.26111
2014,Liechtenstein,LANDFILCTL,0.0
2015,Liechtenstein,OTHERWM,16.48202
2015,Liechtenstein,COMPOST,16.48202
2015,Liechtenstein,LANDFIL,0.0
2015,Liechtenstein,INCINRT_EGY,0.0
2015,Liechtenstein,LANDFILCTL,0.0
2015,Liechtenstein,INCINRT,0.0
2016,Liechtenstein,LANDFILCTL,0.0
2016,Liechtenstein,INCINRT,0.0
2016,Liechtenstein,OTHERWM,16.98937
2016,Liechtenstein,INCINRT_EGY,0.0
2016,Liechtenstein,COMPOST,16.98937
2016,Liechtenstein,LANDFIL,0.0
2017,Liechtenstein,OTHERWM,16.5467
2017,Liechtenstein,INCINRT_EGY,0.0
2017,Liechtenstein,COMPOST,16.5467
2017,Liechtenstein,LANDFIL,0.0
2017,Liechtenstein,INCINRT,0.0
2017,Liechtenstein,LANDFILCTL,0.0
2018,Liechtenstein,LANDFIL,0.0
2018,Liechtenstein,COMPOST,14.67532
2018,Liechtenstein,INCINRT_EGY,0.0
2018,Liechtenstein,OTHERWM,14.67532
2018,Liechtenstein,INCINRT,0.0
2018,Liechtenstein,LANDFILCTL,0.0
2019,Liechtenstein,INCINRT,0.0
2019,Liechtenstein,OTHERWM,17.75479
2019,Liechtenstein,INCINRT_EGY,0.0
2019,Liechtenstein,LANDFILCTL,0.0
2019,Liechtenstein,LANDFIL,0.0
2019,Liechtenstein,COMPOST,17.75479
2001,Belgium,INCINRT_EGY,32.25739
2002,Belgium,INCINRT,3.91488
2002,Belgium,INCINRT_EGY,35.31419
2003,Belgium,INCINRT,3.52405
2003,Belgium,INCINRT_EGY,37.41708
2004,Belgium,INCINRT,2.37201
2004,Belgium,INCINRT_EGY,35.54062
2005,Belgium,INCINRT_EGY,37.33175
2005,Belgium,INCINRT,2.29612
2006,Belgium,INCINRT,0.43011
2006,Belgium,INCINRT_EGY,34.87781
2007,Belgium,INCINRT_EGY,37.72649
2007,Belgium,INCINRT,0.93458
2000,Lithuania,INCINRT_EGY,0.0
2000,Lithuania,INCINRT,0.0
2001,Lithuania,INCINRT_EGY,0.0
2001,Lithuania,INCINRT,0.0
2002,Lithuania,INCINRT_EGY,0.0
2002,Lithuania,INCINRT,0.0
2003,Lithuania,INCINRT,0.0
2003,Lithuania,INCINRT_EGY,0.0
2004,Lithuania,INCINRT,0.0
2004,Lithuania,INCINRT_EGY,0.0
2005,Lithuania,INCINRT_EGY,0.0
2005,Lithuania,INCINRT,0.0
2006,Lithuania,INCINRT_EGY,0.0
2006,Lithuania,INCINRT,0.0
2007,Lithuania,INCINRT,0.0
2007,Lithuania,INCINRT_EGY,0.0
2008,Lithuania,INCINRT_EGY,0.0
2008,Lithuania,INCINRT,0.0
2009,Lithuania,INCINRT,0.0
2009,Lithuania,INCINRT_EGY,0.0
2010,Lithuania,INCINRT_EGY,0.07981
2010,Lithuania,INCINRT,0.0
2011,Lithuania,INCINRT,0.14937
2011,Lithuania,INCINRT_EGY,0.52278
2012,Lithuania,INCINRT_EGY,0.0
2012,Lithuania,INCINRT,0.0
2008,Belgium,INCINRT_EGY,38.3583
2008,Belgium,INCINRT,2.0035
2009,Belgium,INCINRT_EGY,37.72313
2009,Belgium,INCINRT,1.96351
2010,Belgium,INCINRT,1.81014
2010,Belgium,INCINRT_EGY,39.0185
2011,Belgium,INCINRT,2.80709
2011,Belgium,INCINRT_EGY,39.89648
2012,Belgium,INCINRT,2.79126
2012,Belgium,INCINRT_EGY,41.40372
2013,Belgium,INCINRT_EGY,43.78467
2013,Belgium,INCINRT,2.05465
2014,Belgium,INCINRT,0.81898
2014,Belgium,INCINRT_EGY,43.63713
2015,Belgium,INCINRT,0.77536
2015,Belgium,INCINRT_EGY,44.15249
2016,Belgium,INCINRT,1.01138
2016,Belgium,INCINRT_EGY,44.5217
2017,Belgium,INCINRT,0.81336
2017,Belgium,INCINRT_EGY,42.85103
2018,Belgium,INCINRT_EGY,43.23284
2018,Belgium,INCINRT,0.83387
2019,Belgium,INCINRT,0.52312
2019,Belgium,INCINRT_EGY,42.83323
2020,Belgium,INCINRT,0.0
2020,Belgium,INCINRT_EGY,48.9058
2013,Lithuania,INCINRT_EGY,7.1875
2013,Lithuania,INCINRT,0.0
2014,Lithuania,INCINRT_EGY,8.89764
2014,Lithuania,INCINRT,0.0
2015,Lithuania,INCINRT_EGY,11.53846
2015,Lithuania,INCINRT,0.0
2016,Lithuania,INCINRT,0.0
2016,Lithuania,INCINRT_EGY,17.37421
2017,Lithuania,INCINRT,0.0
2017,Lithuania,INCINRT_EGY,18.35148
2018,Lithuania,INCINRT_EGY,12.52882
2018,Lithuania,INCINRT,0.0
2019,Lithuania,INCINRT,0.0
2019,Lithuania,INCINRT_EGY,14.70811
2020,Lithuania,INCINRT,0.0
2020,Lithuania,INCINRT_EGY,25.85185
2021,Lithuania,INCINRT_EGY,35.16729
2021,Lithuania,INCINRT,0.0
2000,Luxembourg,INCINRT,0.0
2000,Luxembourg,INCINRT_EGY,43.15789
2001,Luxembourg,INCINRT_EGY,42.45614
2001,Luxembourg,INCINRT,0.0
2002,Luxembourg,INCINRT,0.0
2002,Luxembourg,INCINRT_EGY,41.9244
2003,Luxembourg,INCINRT_EGY,39.21569
2003,Luxembourg,INCINRT,0.0
2004,Luxembourg,INCINRT,0.0
2004,Luxembourg,INCINRT_EGY,41.80064
2005,Luxembourg,INCINRT,0.0
2005,Luxembourg,INCINRT_EGY,37.69968
2006,Luxembourg,INCINRT_EGY,38.69969
2006,Luxembourg,INCINRT,0.0
2007,Luxembourg,INCINRT_EGY,38.43844
2007,Luxembourg,INCINRT,0.0
2008,Luxembourg,INCINRT_EGY,38.41642
2008,Luxembourg,INCINRT,0.0
2009,Luxembourg,INCINRT,0.0
2009,Luxembourg,INCINRT_EGY,38.7574
2010,Luxembourg,INCINRT_EGY,37.7907
2021,Belgium,INCINRT_EGY,48.44798
2021,Belgium,INCINRT,0.02274
2008,Bosnia and Herzegovina,INCINRT,0.0
2008,Bosnia and Herzegovina,INCINRT_EGY,0.0
2009,Bosnia and Herzegovina,INCINRT_EGY,0.0
2009,Bosnia and Herzegovina,INCINRT,0.0
2010,Bosnia and Herzegovina,INCINRT,0.0
2010,Bosnia and Herzegovina,INCINRT_EGY,0.0
2011,Bosnia and Herzegovina,INCINRT,0.0
2011,Bosnia and Herzegovina,INCINRT_EGY,0.0
2012,Bosnia and Herzegovina,INCINRT_EGY,0.0
2012,Bosnia and Herzegovina,INCINRT,0.0
2010,Luxembourg,INCINRT,0.0
2011,Luxembourg,INCINRT,0.0
2011,Luxembourg,INCINRT_EGY,39.13043
2012,Luxembourg,INCINRT,0.0
2012,Luxembourg,INCINRT_EGY,38.15029
2013,Luxembourg,INCINRT,0.0
2013,Luxembourg,INCINRT_EGY,39.40299
2014,Luxembourg,INCINRT,0.0
2014,Luxembourg,INCINRT_EGY,37.93103
2015,Luxembourg,INCINRT_EGY,45.08671
2015,Luxembourg,INCINRT,0.0
2016,Luxembourg,INCINRT_EGY,46.62447
2016,Luxembourg,INCINRT,0.0
2017,Luxembourg,INCINRT,0.0
2017,Luxembourg,INCINRT_EGY,46.63866
2018,Luxembourg,INCINRT_EGY,46.72131
2018,Luxembourg,INCINRT,0.0
2019,Luxembourg,INCINRT_EGY,46.63951
2019,Luxembourg,INCINRT,0.0
2020,Luxembourg,INCINRT,0.0
2020,Luxembourg,INCINRT_EGY,43.17269
2021,Luxembourg,INCINRT_EGY,40.74803
2021,Luxembourg,INCINRT,0.0
2000,Malta,INCINRT,0.0
2000,Malta,INCINRT_EGY,0.0
2001,Malta,INCINRT,0.0
2013,Bosnia and Herzegovina,INCINRT_EGY,0.0
2013,Bosnia and Herzegovina,INCINRT,0.0
2014,Bosnia and Herzegovina,INCINRT,0.0
2014,Bosnia and Herzegovina,INCINRT_EGY,0.0
2015,Bosnia and Herzegovina,INCINRT_EGY,0.0
2015,Bosnia and Herzegovina,INCINRT,0.0
2016,Bosnia and Herzegovina,INCINRT_EGY,0.0
2016,Bosnia and Herzegovina,INCINRT,0.0
2017,Bosnia and Herzegovina,INCINRT_EGY,0.0
2017,Bosnia and Herzegovina,INCINRT,0.0
2018,Bosnia and Herzegovina,INCINRT,0.0
2019,Bosnia and Herzegovina,INCINRT,0.0
2001,Malta,INCINRT_EGY,0.0
2002,Malta,INCINRT,0.0
2002,Malta,INCINRT_EGY,0.0
2003,Malta,INCINRT_EGY,0.0
2003,Malta,INCINRT,0.0
2004,Malta,INCINRT_EGY,0.0
2004,Malta,INCINRT,0.0
2005,Malta,INCINRT,0.0
2005,Malta,INCINRT_EGY,0.0
2006,Malta,INCINRT,0.0
2006,Malta,INCINRT_EGY,0.0
2007,Malta,INCINRT_EGY,0.0
2007,Malta,INCINRT,0.0
2021,Bosnia and Herzegovina,INCINRT,78.60049
2000,Bulgaria,INCINRT,0.0
2000,Bulgaria,INCINRT_EGY,0.0
2001,Bulgaria,INCINRT,0.0
2001,Bulgaria,INCINRT_EGY,0.0
2002,Bulgaria,INCINRT_EGY,0.0
2002,Bulgaria,INCINRT,0.0
2003,Bulgaria,INCINRT_EGY,0.0
2003,Bulgaria,INCINRT,0.0
2004,Bulgaria,INCINRT_EGY,0.0
2004,Bulgaria,INCINRT,0.0
2005,Bulgaria,INCINRT_EGY,0.0
2005,Bulgaria,INCINRT,0.0
