Year,GeoAreaName,Type of waste treatment,Value
2003,Belgium,INCINRT,170000.0
2004,Belgium,INCINRT_EGY,1798000.0
2004,Belgium,INCINRT,120000.0
2005,Belgium,INCINRT,116000.0
2005,Belgium,INCINRT_EGY,1886000.0
2006,Belgium,INCINRT,22000.0
2006,Belgium,INCINRT_EGY,1784000.0
2019,Finland,INCINRT_EGY,1736000.0
2019,Finland,INCINRT,1000.0
2020,Finland,INCINRT_EGY,1934000.0
2020,Finland,INCINRT,3000.0
2021,Finland,INCINRT_EGY,2109000.0
2021,Finland,INCINRT,6000.0
2000,France,INCINRT_EGY,10246000.0
2000,France,INCINRT,1430000.0
2001,France,INCINRT_EGY,10677000.0
2001,France,INCINRT,1153000.0
2002,France,INCINRT_EGY,11110000.0
2002,France,INCINRT,875000.0
2003,France,INCINRT,679000.0
2000,Slovenia,INCINRT,0.0
2001,Slovenia,INCINRT,0.0
2001,Slovenia,INCINRT_EGY,0.0
2002,Slovenia,INCINRT,0.0
2002,Slovenia,INCINRT_EGY,5000.0
2003,Slovenia,INCINRT,0.0
2003,Slovenia,INCINRT_EGY,5000.0
2004,Slovenia,INCINRT_EGY,15000.0
2004,Slovenia,INCINRT,0.0
2005,Slovenia,INCINRT_EGY,1000.0
2005,Slovenia,INCINRT,0.0
2006,Slovenia,INCINRT_EGY,1000.0
2006,Slovenia,INCINRT,0.0
2003,France,INCINRT_EGY,10662000.0
2004,France,INCINRT_EGY,11284000.0
2004,France,INCINRT,628000.0
2005,France,INCINRT,478000.0
2005,France,INCINRT_EGY,11540000.0
2006,France,INCINRT,500000.0
2006,France,INCINRT_EGY,11541000.0
2007,France,INCINRT,522000.0
2007,France,INCINRT_EGY,11542000.0
2008,France,INCINRT,468000.0
2008,France,INCINRT_EGY,11696000.0
2009,France,INCINRT_EGY,11852000.0
2009,France,INCINRT,415000.0
2007,Belgium,INCINRT,49000.0
2007,Belgium,INCINRT_EGY,1978000.0
2008,Belgium,INCINRT_EGY,1972000.0
2008,Belgium,INCINRT,103000.0
2009,Belgium,INCINRT_EGY,1902000.0
2009,Belgium,INCINRT,99000.0
2010,Belgium,INCINRT_EGY,1940000.0
2010,Belgium,INCINRT,90000.0
2011,Belgium,INCINRT,141000.0
2011,Belgium,INCINRT_EGY,2004000.0
2012,Belgium,INCINRT_EGY,2047000.0
2012,Belgium,INCINRT,138000.0
2013,Belgium,INCINRT,100000.0
2007,Slovenia,INCINRT_EGY,0.0
2007,Slovenia,INCINRT,0.0
2008,Slovenia,INCINRT,0.0
2008,Slovenia,INCINRT_EGY,13000.0
2009,Slovenia,INCINRT_EGY,14000.0
2009,Slovenia,INCINRT,0.0
2010,Slovenia,INCINRT,1000.0
