Year,GeoAreaName,Value
2021,Belarus,100
2020,Denmark,100
2017,France,100
2021,Georgia,60
2021,Germany,100
2021,Hungary,100
2020,Sweden,100
2021,Switzerland,100
2021,Ukraine,87
