Year,GeoAreaName,Age,Freq,Location,Sex,Type of speed,Value
2018,Liechtenstein,,,,,256KT2MBPS,21.0
2019,Liechtenstein,,,,,ANYS,17173.0
2019,Liechtenstein,,,,,10MBPS,16133.0
2019,Liechtenstein,,,,,2MT10MBPS,1008.0
2019,Liechtenstein,,,,,256KT2MBPS,32.0
2009,Spain,,,,,10MBPS,1872035.0
2009,Spain,,,,,256KT2MBPS,1155353.0
2009,Spain,,,,,ANYS,9800597.0
2010,Spain,,,,,256KT2MBPS,890665.0
2010,Spain,,,,,ANYS,10652372.0
2010,Spain,,,,,10MBPS,3549254.0
2010,Spain,,,,,2MT10MBPS,6093069.0
2011,Spain,,,,,10MBPS,6013046.0
2011,Spain,,,,,ANYS,11167809.0
2011,Spain,,,,,256KT2MBPS,418040.0
2011,Spain,,,,,2MT10MBPS,4614567.0
2012,Spain,,,,,2MT10MBPS,3902354.0
2012,Spain,,,,,256KT2MBPS,255811.0
2012,Spain,,,,,ANYS,11524543.0
2012,Spain,,,,,10MBPS,7238182.0
2013,Spain,,,,,ANYS,12252061.0
2013,Spain,,,,,10MBPS,10057986.0
2013,Spain,,,,,2MT10MBPS,1884197.0
2013,Spain,,,,,256KT2MBPS,162302.0
2014,Spain,,,,,256KT2MBPS,143494.0
2014,Spain,,,,,2MT10MBPS,1111792.0
2014,Spain,,,,,ANYS,13004969.0
2014,Spain,,,,,10MBPS,11749683.0
2015,Spain,,,,,ANYS,13542906.0
2007,Czechia,,,,,ANYS,1496720.0
2008,Czechia,,,,,ANYS,1759586.0
2009,Czechia,,,,,ANYS,2036110.0
2009,Czechia,,,,,2MT10MBPS,807900.0
2009,Czechia,,,,,10MBPS,508700.0
2009,Czechia,,,,,256KT2MBPS,38300.0
2010,Czechia,,,,,ANYS,2261179.0
2010,Czechia,,,,,2MT10MBPS,941000.0
2010,Czechia,,,,,10MBPS,542000.0
2010,Czechia,,,,,256KT2MBPS,47000.0
2011,Czechia,,,,,ANYS,2509100.0
2011,Czechia,,,,,2MT10MBPS,915000.0
2020,Liechtenstein,,,,,ANYS,18050.0
2020,Liechtenstein,,,,,10MBPS,17466.0
2020,Liechtenstein,,,,,2MT10MBPS,564.0
2020,Liechtenstein,,,,,256KT2MBPS,20.0
2021,Liechtenstein,,,,,ANYS,18550.0
2021,Liechtenstein,,,,,10MBPS,18321.0
2021,Liechtenstein,,,,,256KT2MBPS,8.0
2021,Liechtenstein,,,,,2MT10MBPS,225.0
2001,Lithuania,,,,,ANYS,2427.0
2002,Lithuania,,,,,ANYS,20000.0
2003,Lithuania,,,,,ANYS,66790.0
2004,Lithuania,,,,,ANYS,129051.0
2015,Spain,,,,,10MBPS,12549952.0
2015,Spain,,,,,256KT2MBPS,102106.0
2015,Spain,,,,,2MT10MBPS,890848.0
2016,Spain,,,,,ANYS,14112657.0
2016,Spain,,,,,10MBPS,13241645.0
2016,Spain,,,,,2MT10MBPS,795095.0
2016,Spain,,,,,256KT2MBPS,75917.0
2017,Spain,,,,,ANYS,14668212.0
2017,Spain,,,,,10MBPS,13825170.0
2017,Spain,,,,,2MT10MBPS,797343.0
2017,Spain,,,,,256KT2MBPS,45699.0
2018,Spain,,,,,ANYS,15176954.0
2011,Czechia,,,,,10MBPS,701500.0
2011,Czechia,,,,,256KT2MBPS,47100.0
2012,Czechia,,,,,ANYS,2656980.0
2012,Czechia,,,,,10MBPS,958120.0
2012,Czechia,,,,,2MT10MBPS,785010.0
2012,Czechia,,,,,256KT2MBPS,4960.0
2013,Czechia,,,,,ANYS,2856168.0
2013,Czechia,,,,,256KT2MBPS,6440.0
2013,Czechia,,,,,2MT10MBPS,671410.0
2013,Czechia,,,,,10MBPS,1142490.0
2014,Czechia,,,,,ANYS,2994818.0
2014,Czechia,,,,,10MBPS,1253260.0
2005,Lithuania,,,,,ANYS,234081.0
2006,Lithuania,,,,,ANYS,368715.0
2007,Lithuania,,,,,ANYS,559036.0
2008,Lithuania,,,,,ANYS,590103.0
2009,Lithuania,,,,,ANYS,633779.0
2009,Lithuania,,,,,2MT10MBPS,238663.0
2009,Lithuania,,,,,10MBPS,163319.0
2009,Lithuania,,,,,256KT2MBPS,141071.0
2010,Lithuania,,,,,ANYS,679321.0
2010,Lithuania,,,,,10MBPS,272861.0
2010,Lithuania,,,,,2MT10MBPS,237048.0
2014,Czechia,,,,,2MT10MBPS,624780.0
2014,Czechia,,,,,256KT2MBPS,5870.0
2015,Czechia,,,,,ANYS,2946626.0
2015,Czechia,,,,,10MBPS,2101924.0
2015,Czechia,,,,,2MT10MBPS,822426.0
2015,Czechia,,,,,256KT2MBPS,22276.0
2016,Czechia,,,,,ANYS,3069970.0
2016,Czechia,,,,,10MBPS,2387230.0
2016,Czechia,,,,,256KT2MBPS,17414.0
2016,Czechia,,,,,2MT10MBPS,665326.0
2017,Czechia,,,,,ANYS,3146091.0
2017,Czechia,,,,,10MBPS,2626714.0
2018,Spain,,,,,10MBPS,14565922.0
2018,Spain,,,,,2MT10MBPS,576889.0
2018,Spain,,,,,256KT2MBPS,34143.0
2019,Spain,,,,,ANYS,15616591.0
2019,Spain,,,,,256KT2MBPS,26941.0
2019,Spain,,,,,10MBPS,15047367.0
2019,Spain,,,,,2MT10MBPS,542283.0
2020,Spain,,,,,ANYS,16188502.0
2020,Spain,,,,,10MBPS,15708871.0
2020,Spain,,,,,2MT10MBPS,459012.0
2020,Spain,,,,,256KT2MBPS,20619.0
2021,Spain,,,,,ANYS,16710090.0
2010,Lithuania,,,,,256KT2MBPS,85458.0
2011,Lithuania,,,,,ANYS,727699.0
2011,Lithuania,,,,,10MBPS,356297.0
2011,Lithuania,,,,,2MT10MBPS,218522.0
2011,Lithuania,,,,,256KT2MBPS,45939.0
2012,Lithuania,,,,,10MBPS,409024.0
2012,Lithuania,,,,,ANYS,768861.0
2012,Lithuania,,,,,2MT10MBPS,193542.0
2012,Lithuania,,,,,256KT2MBPS,37739.0
2013,Lithuania,,,,,ANYS,836200.0
2013,Lithuania,,,,,10MBPS,500358.0
2017,Czechia,,,,,2MT10MBPS,508800.0
2017,Czechia,,,,,256KT2MBPS,10577.0
2018,Czechia,,,,,ANYS,3222835.0
2018,Czechia,,,,,10MBPS,2864725.0
2018,Czechia,,,,,2MT10MBPS,350190.0
2018,Czechia,,,,,256KT2MBPS,7920.0
2019,Czechia,,,,,ANYS,3739614.0
2019,Czechia,,,,,10MBPS,3442914.0
2019,Czechia,,,,,2MT10MBPS,291929.0
2019,Czechia,,,,,256KT2MBPS,4771.0
2020,Czechia,,,,,ANYS,3845426.0
2013,Lithuania,,,,,2MT10MBPS,147847.0
2013,Lithuania,,,,,256KT2MBPS,15963.0
2014,Lithuania,,,,,ANYS,801863.0
2014,Lithuania,,,,,10MBPS,582653.0
2014,Lithuania,,,,,2MT10MBPS,200246.0
2014,Lithuania,,,,,256KT2MBPS,18964.0
2015,Lithuania,,,,,10MBPS,634771.0
2015,Lithuania,,,,,2MT10MBPS,180937.0
2015,Lithuania,,,,,256KT2MBPS,17590.0
2015,Lithuania,,,,,ANYS,833298.0
2021,Spain,,,,,2MT10MBPS,141448.0
2021,Spain,,,,,10MBPS,16551792.0
2021,Spain,,,,,256KT2MBPS,16850.0
2000,Sweden,,,,,ANYS,249000.0
2001,Sweden,,,,,ANYS,587000.0
2002,Sweden,,,,,ANYS,840000.0
2003,Sweden,,,,,ANYS,1095000.0
2004,Sweden,,,,,ANYS,1410000.0
2005,Sweden,,,,,ANYS,2522000.0
2006,Sweden,,,,,ANYS,2489000.0
2007,Sweden,,,,,10MBPS,853652.0
2007,Sweden,,,,,256KT2MBPS,615791.0
2016,Lithuania,,,,,ANYS,857761.0
2016,Lithuania,,,,,10MBPS,675484.0
2016,Lithuania,,,,,2MT10MBPS,170018.0
2016,Lithuania,,,,,256KT2MBPS,12259.0
2017,Lithuania,,,,,ANYS,798769.0
2017,Lithuania,,,,,256KT2MBPS,5045.0
2017,Lithuania,,,,,2MT10MBPS,117739.0
2017,Lithuania,,,,,10MBPS,675985.0
2018,Lithuania,,,,,ANYS,788743.0
2018,Lithuania,,,,,10MBPS,746013.0
2018,Lithuania,,,,,2MT10MBPS,40554.0
2007,Sweden,,,,,2MT10MBPS,1306183.0
2007,Sweden,,,,,ANYS,2780298.0
2008,Sweden,,,,,ANYS,2902833.0
2008,Sweden,,,,,2MT10MBPS,1423311.0
2008,Sweden,,,,,256KT2MBPS,458463.0
2008,Sweden,,,,,10MBPS,1017163.0
2009,Sweden,,,,,ANYS,2945093.0
2009,Sweden,,,,,10MBPS,1358356.0
2009,Sweden,,,,,2MT10MBPS,1266924.0
2009,Sweden,,,,,256KT2MBPS,316368.0
2010,Sweden,,,,,ANYS,2999537.0
2010,Sweden,,,,,10MBPS,1496861.0
2020,Czechia,,,,,10MBPS,3618911.0
2020,Czechia,,,,,2MT10MBPS,223017.0
2020,Czechia,,,,,256KT2MBPS,3498.0
2021,Czechia,,,,,ANYS,3948846.0
2021,Czechia,,,,,10MBPS,3783495.0
2021,Czechia,,,,,2MT10MBPS,156569.0
2021,Czechia,,,,,256KT2MBPS,8782.0
2000,Denmark,,,,,ANYS,67000.0
2001,Denmark,,,,,ANYS,238000.0
2002,Denmark,,,,,ANYS,451297.0
2003,Denmark,,,,,ANYS,718299.0
2004,Denmark,,,,,ANYS,1017594.0
2018,Lithuania,,,,,256KT2MBPS,2176.0
2019,Lithuania,,,,,ANYS,790419.0
2019,Lithuania,,,,,10MBPS,762705.0
2019,Lithuania,,,,,2MT10MBPS,26250.0
2019,Lithuania,,,,,256KT2MBPS,1464.0
2020,Lithuania,,,,,ANYS,796761.0
2021,Lithuania,,,,,ANYS,802373.0
2001,Luxembourg,,,,,ANYS,1215.0
2002,Luxembourg,,,,,ANYS,5827.0
2003,Luxembourg,,,,,ANYS,15351.0
2004,Luxembourg,,,,,ANYS,36500.0
2005,Luxembourg,,,,,ANYS,70100.0
2006,Luxembourg,,,,,ANYS,98930.0
2007,Luxembourg,,,,,ANYS,128680.0
2008,Luxembourg,,,,,ANYS,143200.0
2009,Luxembourg,,,,,ANYS,156120.0
2009,Luxembourg,,,,,2MT10MBPS,147485.0
2009,Luxembourg,,,,,10MBPS,12515.0
2010,Luxembourg,,,,,256KT2MBPS,10950.0
2010,Luxembourg,,,,,10MBPS,45600.0
2010,Luxembourg,,,,,2MT10MBPS,109703.0
2010,Luxembourg,,,,,ANYS,168368.0
2011,Luxembourg,,,,,ANYS,169753.0
2012,Luxembourg,,,,,ANYS,169700.0
2010,Sweden,,,,,2MT10MBPS,1275625.0
2010,Sweden,,,,,256KT2MBPS,224221.0
2011,Sweden,,,,,ANYS,3027459.0
2011,Sweden,,,,,10MBPS,1774392.0
2011,Sweden,,,,,256KT2MBPS,133995.0
2011,Sweden,,,,,2MT10MBPS,1116352.0
2012,Sweden,,,,,256KT2MBPS,81176.0
2012,Sweden,,,,,2MT10MBPS,953826.0
2012,Sweden,,,,,10MBPS,2034917.0
2012,Sweden,,,,,ANYS,3073174.0
2013,Sweden,,,,,ANYS,3147615.0
2013,Sweden,,,,,2MT10MBPS,797803.0
2005,Denmark,,,,,ANYS,1343855.0
2006,Denmark,,,,,ANYS,1735317.0
2007,Denmark,,,,,ANYS,1903541.0
2007,Denmark,,,,,2MT10MBPS,1146853.0
2007,Denmark,,,,,256KT2MBPS,578831.0
2007,Denmark,,,,,10MBPS,135183.0
2008,Denmark,,,,,256KT2MBPS,181714.0
2008,Denmark,,,,,ANYS,2005681.0
2008,Denmark,,,,,2MT10MBPS,1428336.0
2008,Denmark,,,,,10MBPS,355345.0
2009,Denmark,,,,,ANYS,2022709.0
2009,Denmark,,,,,2MT10MBPS,1187327.0
2012,Luxembourg,,,,,2MT10MBPS,98207.0
2012,Luxembourg,,,,,10MBPS,71866.0
2012,Luxembourg,,,,,256KT2MBPS,578.0
2013,Luxembourg,,,,,ANYS,176500.0
2013,Luxembourg,,,,,2MT10MBPS,90544.0
2013,Luxembourg,,,,,10MBPS,85955.0
2013,Luxembourg,,,,,256KT2MBPS,0.0
2014,Luxembourg,,,,,ANYS,186800.0
2014,Luxembourg,,,,,10MBPS,104709.0
2014,Luxembourg,,,,,2MT10MBPS,81948.0
2014,Luxembourg,,,,,256KT2MBPS,0.0
2015,Luxembourg,,,,,ANYS,195300.0
2013,Sweden,,,,,256KT2MBPS,33845.0
2013,Sweden,,,,,10MBPS,2285847.0
2014,Sweden,,,,,ANYS,3281408.0
2014,Sweden,,,,,256KT2MBPS,29122.0
2014,Sweden,,,,,2MT10MBPS,654136.0
2014,Sweden,,,,,10MBPS,2597800.0
2015,Sweden,,,,,ANYS,3496240.0
2015,Sweden,,,,,10MBPS,2927875.0
2015,Sweden,,,,,2MT10MBPS,548076.0
2015,Sweden,,,,,256KT2MBPS,19939.0
2016,Sweden,,,,,ANYS,3679768.0
2016,Sweden,,,,,256KT2MBPS,11859.0
2009,Denmark,,,,,10MBPS,710387.0
2009,Denmark,,,,,256KT2MBPS,99421.0
2010,Denmark,,,,,ANYS,2112406.0
2010,Denmark,,,,,10MBPS,1004133.0
2010,Denmark,,,,,2MT10MBPS,992839.0
2010,Denmark,,,,,256KT2MBPS,67642.0
2011,Denmark,,,,,2MT10MBPS,630815.0
2011,Denmark,,,,,10MBPS,1409380.0
2011,Denmark,,,,,ANYS,2143247.0
2011,Denmark,,,,,256KT2MBPS,54663.0
2012,Denmark,,,,,ANYS,2179545.0
2012,Denmark,,,,,10MBPS,1627117.0
2012,Denmark,,,,,2MT10MBPS,488581.0
2015,Luxembourg,,,,,10MBPS,121800.0
2015,Luxembourg,,,,,2MT10MBPS,73500.0
2015,Luxembourg,,,,,256KT2MBPS,0.0
2016,Luxembourg,,,,,2MT10MBPS,62631.0
2016,Luxembourg,,,,,ANYS,203100.0
2016,Luxembourg,,,,,10MBPS,140469.0
2016,Luxembourg,,,,,256KT2MBPS,0.0
2017,Luxembourg,,,,,ANYS,214600.0
2017,Luxembourg,,,,,10MBPS,165900.0
2017,Luxembourg,,,,,2MT10MBPS,48700.0
2017,Luxembourg,,,,,256KT2MBPS,0.0
2018,Luxembourg,,,,,10MBPS,224300.0
2018,Luxembourg,,,,,ANYS,224300.0
2016,Sweden,,,,,2MT10MBPS,441204.0
2016,Sweden,,,,,10MBPS,3226705.0
2017,Sweden,,,,,ANYS,3854837.0
2017,Sweden,,,,,256KT2MBPS,6890.0
2017,Sweden,,,,,2MT10MBPS,355964.0
2017,Sweden,,,,,10MBPS,3491983.0
2018,Sweden,,,,,ANYS,3942088.0
2018,Sweden,,,,,256KT2MBPS,8886.0
2018,Sweden,,,,,2MT10MBPS,257223.0
2018,Sweden,,,,,10MBPS,3675979.0
2019,Sweden,,,,,2MT10MBPS,184111.0
2019,Sweden,,,,,256KT2MBPS,7979.0
2012,Denmark,,,,,256KT2MBPS,55086.0
2013,Denmark,,,,,2MT10MBPS,333943.0
2013,Denmark,,,,,256KT2MBPS,47642.0
2013,Denmark,,,,,ANYS,2272401.0
2013,Denmark,,,,,10MBPS,1890816.0
2014,Denmark,,,,,ANYS,2341759.0
2014,Denmark,,,,,10MBPS,2038770.0
2014,Denmark,,,,,2MT10MBPS,263202.0
2014,Denmark,,,,,256KT2MBPS,39787.0
2015,Denmark,,,,,ANYS,2404962.0
2015,Denmark,,,,,10MBPS,2176758.0
2015,Denmark,,,,,2MT10MBPS,191372.0
2019,Sweden,,,,,ANYS,4038725.0
2019,Sweden,,,,,10MBPS,3846635.0
2020,Sweden,,,,,10MBPS,4042066.0
2020,Sweden,,,,,256KT2MBPS,10389.0
2020,Sweden,,,,,2MT10MBPS,127119.0
2020,Sweden,,,,,ANYS,4179574.0
2021,Sweden,,,,,ANYS,4253442.0
2021,Sweden,,,,,256KT2MBPS,10170.0
2021,Sweden,,,,,10MBPS,4157099.0
2021,Sweden,,,,,2MT10MBPS,86173.0
2000,Switzerland,,,,,ANYS,56416.0
2001,Switzerland,,,,,ANYS,140000.0
2018,Luxembourg,,,,,2MT10MBPS,36300.0
2018,Luxembourg,,,,,256KT2MBPS,0.0
2019,Luxembourg,,,,,10MBPS,231700.0
2019,Luxembourg,,,,,ANYS,231700.0
2019,Luxembourg,,,,,2MT10MBPS,26300.0
2019,Luxembourg,,,,,256KT2MBPS,0.0
2020,Luxembourg,,,,,256KT2MBPS,0.0
2020,Luxembourg,,,,,10MBPS,235188.0
2020,Luxembourg,,,,,ANYS,235188.0
2020,Luxembourg,,,,,2MT10MBPS,17392.0
2021,Luxembourg,,,,,10MBPS,243560.0
2021,Luxembourg,,,,,ANYS,243560.0
2021,Luxembourg,,,,,256KT2MBPS,0.0
2000,Malta,,,,,ANYS,1656.0
2001,Malta,,,,,ANYS,9157.0
2002,Malta,,,,,ANYS,17679.0
2003,Malta,,,,,ANYS,22736.0
2004,Malta,,,,,ANYS,37642.0
2005,Malta,,,,,ANYS,51409.0
2006,Malta,,,,,ANYS,52948.0
2007,Malta,,,,,ANYS,83982.0
2007,Malta,,,,,2MT10MBPS,75033.0
2007,Malta,,,,,256KT2MBPS,8000.0
2008,Malta,,,,,ANYS,98209.0
2008,Malta,,,,,2MT10MBPS,83042.0
2015,Denmark,,,,,256KT2MBPS,36832.0
2016,Denmark,,,,,ANYS,2461403.0
2016,Denmark,,,,,10MBPS,2245261.0
2016,Denmark,,,,,2MT10MBPS,171578.0
2016,Denmark,,,,,256KT2MBPS,14557.0
2017,Denmark,,,,,10MBPS,2335475.0
2017,Denmark,,,,,ANYS,2511871.0
2017,Denmark,,,,,256KT2MBPS,13524.0
2017,Denmark,,,,,2MT10MBPS,134209.0
2018,Denmark,,,,,ANYS,2535904.0
2018,Denmark,,,,,10MBPS,2382059.0
2018,Denmark,,,,,2MT10MBPS,115337.0
2018,Denmark,,,,,256KT2MBPS,10547.0
2002,Switzerland,,,,,ANYS,455220.0
2003,Switzerland,,,,,ANYS,783874.0
2004,Switzerland,,,,,ANYS,1227397.0
2005,Switzerland,,,,,ANYS,1669217.0
2006,Switzerland,,,,,ANYS,2050184.0
2007,Switzerland,,,,,ANYS,2380588.0
2008,Switzerland,,,,,256KT2MBPS,453424.0
2008,Switzerland,,,,,ANYS,2556297.0
2008,Switzerland,,,,,2MT10MBPS,1780755.0
2008,Switzerland,,,,,10MBPS,316783.0
2009,Switzerland,,,,,256KT2MBPS,517082.0
2009,Switzerland,,,,,10MBPS,685699.0
2009,Switzerland,,,,,2MT10MBPS,1454100.0
2008,Malta,,,,,256KT2MBPS,2649.0
2008,Malta,,,,,10MBPS,9636.0
2009,Malta,,,,,ANYS,113656.0
2009,Malta,,,,,2MT10MBPS,96387.0
2009,Malta,,,,,10MBPS,10788.0
2009,Malta,,,,,256KT2MBPS,1438.0
2010,Malta,,,,,ANYS,125889.0
2010,Malta,,,,,2MT10MBPS,106288.0
2010,Malta,,,,,10MBPS,14252.0
2010,Malta,,,,,256KT2MBPS,689.0
2011,Malta,,,,,ANYS,128678.0
2011,Malta,,,,,2MT10MBPS,96246.0
2019,Denmark,,,,,ANYS,2536508.0
2019,Denmark,,,,,10MBPS,2400104.0
2019,Denmark,,,,,2MT10MBPS,93804.0
2019,Denmark,,,,,256KT2MBPS,9098.0
2020,Denmark,,,,,10MBPS,2476284.0
2020,Denmark,,,,,2MT10MBPS,71633.0
2020,Denmark,,,,,256KT2MBPS,8561.0
2020,Denmark,,,,,ANYS,2590282.0
2021,Denmark,,,,,ANYS,2613852.0
2021,Denmark,,,,,10MBPS,2509973.0
2021,Denmark,,,,,2MT10MBPS,61936.0
2021,Denmark,,,,,256KT2MBPS,8017.0
2009,Switzerland,,,,,ANYS,2741199.0
2010,Switzerland,,,,,10MBPS,912128.0
2010,Switzerland,,,,,ANYS,2913517.0
2010,Switzerland,,,,,2MT10MBPS,1440444.0
2010,Switzerland,,,,,256KT2MBPS,527206.0
2011,Switzerland,,,,,10MBPS,1344162.0
2011,Switzerland,,,,,ANYS,3078338.0
2011,Switzerland,,,,,2MT10MBPS,1273196.0
2011,Switzerland,,,,,256KT2MBPS,456328.0
2012,Switzerland,,,,,256KT2MBPS,409044.0
2012,Switzerland,,,,,2MT10MBPS,973281.0
2012,Switzerland,,,,,10MBPS,1821646.0
2011,Malta,,,,,10MBPS,31839.0
2011,Malta,,,,,256KT2MBPS,349.0
2012,Malta,,,,,ANYS,135758.0
2012,Malta,,,,,10MBPS,105472.0
2012,Malta,,,,,2MT10MBPS,30003.0
2012,Malta,,,,,256KT2MBPS,262.0
2013,Malta,,,,,ANYS,143010.0
2013,Malta,,,,,10MBPS,124060.0
2013,Malta,,,,,2MT10MBPS,18922.0
2013,Malta,,,,,256KT2MBPS,1.0
2014,Malta,,,,,ANYS,151557.0
2014,Malta,,,,,256KT2MBPS,0.0
2014,Malta,,,,,2MT10MBPS,9679.0
2012,Switzerland,,,,,ANYS,3212371.0
2013,Switzerland,,,,,256KT2MBPS,170817.0
2013,Switzerland,,,,,2MT10MBPS,724907.0
2013,Switzerland,,,,,10MBPS,2540005.0
2013,Switzerland,,,,,ANYS,3438094.0
2014,Switzerland,,,,,2MT10MBPS,765641.0
2014,Switzerland,,,,,256KT2MBPS,210940.0
2014,Switzerland,,,,,10MBPS,2556962.0
2014,Switzerland,,,,,ANYS,3535986.0
2015,Switzerland,,,,,ANYS,3700563.0
2015,Switzerland,,,,,256KT2MBPS,241646.0
2015,Switzerland,,,,,10MBPS,2766034.0
2014,Malta,,,,,10MBPS,141864.0
2015,Malta,,,,,ANYS,163205.0
2015,Malta,,,,,10MBPS,160474.0
2015,Malta,,,,,2MT10MBPS,2731.0
2015,Malta,,,,,256KT2MBPS,0.0
2016,Malta,,,,,ANYS,171263.0
2016,Malta,,,,,10MBPS,170024.0
2016,Malta,,,,,2MT10MBPS,1239.0
2016,Malta,,,,,256KT2MBPS,0.0
2017,Malta,,,,,ANYS,181318.0
2017,Malta,,,,,10MBPS,180461.0
2017,Malta,,,,,256KT2MBPS,0.0
2017,Malta,,,,,2MT10MBPS,857.0
2001,Estonia,,,,,ANYS,17474.0
2002,Estonia,,,,,ANYS,46500.0
2003,Estonia,,,,,ANYS,90300.0
2004,Estonia,,,,,ANYS,138677.0
2005,Estonia,,,,,ANYS,179200.0
2006,Estonia,,,,,ANYS,246800.0
2007,Estonia,,,,,ANYS,264949.0
2008,Estonia,,,,,ANYS,294660.0
2009,Estonia,,,,,ANYS,313625.0
2009,Estonia,,,,,2MT10MBPS,153192.0
2009,Estonia,,,,,10MBPS,30522.0
2009,Estonia,,,,,256KT2MBPS,117378.0
2015,Switzerland,,,,,2MT10MBPS,689762.0
2016,Switzerland,,,,,2MT10MBPS,482458.0
2016,Switzerland,,,,,10MBPS,3194530.0
2016,Switzerland,,,,,ANYS,3775916.0
2016,Switzerland,,,,,256KT2MBPS,93317.0
2017,Switzerland,,,,,ANYS,3916720.0
2017,Switzerland,,,,,10MBPS,3662558.0
2017,Switzerland,,,,,256KT2MBPS,15316.0
2017,Switzerland,,,,,2MT10MBPS,234280.0
2018,Switzerland,,,,,2MT10MBPS,176695.0
2018,Switzerland,,,,,ANYS,3883878.0
2018,Switzerland,,,,,10MBPS,3692061.0
2018,Malta,,,,,ANYS,191833.0
2018,Malta,,,,,10MBPS,191310.0
2018,Malta,,,,,2MT10MBPS,523.0
2018,Malta,,,,,256KT2MBPS,0.0
2019,Malta,,,,,256KT2MBPS,0.0
2019,Malta,,,,,ANYS,202513.0
2019,Malta,,,,,10MBPS,202104.0
2019,Malta,,,,,2MT10MBPS,409.0
2020,Malta,,,,,ANYS,213032.0
2020,Malta,,,,,10MBPS,212671.0
2020,Malta,,,,,2MT10MBPS,361.0
2020,Malta,,,,,256KT2MBPS,0.0
2021,Malta,,,,,ANYS,221198.0
2010,Estonia,,,,,ANYS,347883.0
2010,Estonia,,,,,2MT10MBPS,178346.0
2010,Estonia,,,,,256KT2MBPS,117852.0
2010,Estonia,,,,,10MBPS,40125.0
2011,Estonia,,,,,ANYS,348946.0
2011,Estonia,,,,,2MT10MBPS,191463.0
2011,Estonia,,,,,256KT2MBPS,84871.0
2011,Estonia,,,,,10MBPS,56149.0
2012,Estonia,,,,,10MBPS,77906.0
2012,Estonia,,,,,256KT2MBPS,76000.0
2012,Estonia,,,,,ANYS,349507.0
2012,Estonia,,,,,2MT10MBPS,180343.0
2018,Switzerland,,,,,256KT2MBPS,3557.0
2019,Switzerland,,,,,10MBPS,3886718.0
2019,Switzerland,,,,,ANYS,4023920.0
2019,Switzerland,,,,,256KT2MBPS,4187.0
2019,Switzerland,,,,,2MT10MBPS,133015.0
2020,Switzerland,,,,,2MT10MBPS,47030.0
2020,Switzerland,,,,,ANYS,4016261.0
2020,Switzerland,,,,,256KT2MBPS,1898.0
2020,Switzerland,,,,,10MBPS,3967333.0
2021,Switzerland,,,,,ANYS,4170736.0
2021,Switzerland,,,,,10MBPS,4132228.0
2021,Malta,,,,,10MBPS,220932.0
2021,Malta,,,,,2MT10MBPS,266.0
2021,Malta,,,,,256KT2MBPS,0.0
2001,Republic of Moldova,,,,,ANYS,239.0
2002,Republic of Moldova,,,,,ANYS,418.0
2003,Republic of Moldova,,,,,ANYS,597.0
2004,Republic of Moldova,,,,,ANYS,2429.0
2005,Republic of Moldova,,,,,ANYS,10395.0
2006,Republic of Moldova,,,,,ANYS,21792.0
2007,Republic of Moldova,,,,,ANYS,52806.0
2008,Republic of Moldova,,,,,ANYS,115227.0
2009,Republic of Moldova,,,,,ANYS,187665.0
2021,Switzerland,,,,,2MT10MBPS,34408.0
2021,Switzerland,,,,,256KT2MBPS,4100.0
2003,Tajikistan,,,,,ANYS,10.0
2007,Tajikistan,,,,,ANYS,3645.0
2008,Tajikistan,,,,,ANYS,3658.0
2009,Tajikistan,,,,,ANYS,4400.0
2010,Tajikistan,,,,,ANYS,4700.0
2011,Tajikistan,,,,,ANYS,5020.0
2012,Tajikistan,,,,,ANYS,5400.0
2013,Tajikistan,,,,,ANYS,5800.0
2014,Tajikistan,,,,,ANYS,6100.0
2015,Tajikistan,,,,,ANYS,6000.0
2016,Tajikistan,,,,,ANYS,6000.0
2013,Estonia,,,,,ANYS,360948.0
2013,Estonia,,,,,10MBPS,184949.0
2013,Estonia,,,,,2MT10MBPS,112923.0
2013,Estonia,,,,,256KT2MBPS,60769.0
2014,Estonia,,,,,ANYS,371009.0
2014,Estonia,,,,,10MBPS,214930.0
2014,Estonia,,,,,2MT10MBPS,114036.0
2014,Estonia,,,,,256KT2MBPS,42043.0
2015,Estonia,,,,,ANYS,390275.0
2015,Estonia,,,,,256KT2MBPS,61328.0
2015,Estonia,,,,,2MT10MBPS,68986.0
2015,Estonia,,,,,10MBPS,259961.0
2010,Republic of Moldova,,,,,ANYS,270756.0
2011,Republic of Moldova,,,,,ANYS,356324.0
2012,Republic of Moldova,,,,,ANYS,418519.0
2012,Republic of Moldova,,,,,2MT10MBPS,182853.0
2012,Republic of Moldova,,,,,10MBPS,179085.0
2012,Republic of Moldova,,,,,256KT2MBPS,55239.0
2013,Republic of Moldova,,,,,10MBPS,227457.0
2013,Republic of Moldova,,,,,2MT10MBPS,182832.0
2013,Republic of Moldova,,,,,256KT2MBPS,56783.0
2013,Republic of Moldova,,,,,ANYS,469367.0
2014,Republic of Moldova,,,,,ANYS,509195.0
2016,Estonia,,,,,ANYS,414478.0
2016,Estonia,,,,,10MBPS,301832.0
2016,Estonia,,,,,2MT10MBPS,67535.0
2016,Estonia,,,,,256KT2MBPS,45111.0
2017,Estonia,,,,,ANYS,428453.0
2017,Estonia,,,,,10MBPS,343032.0
2017,Estonia,,,,,2MT10MBPS,44705.0
2017,Estonia,,,,,256KT2MBPS,40716.0
2018,Estonia,,,,,ANYS,441173.0
2018,Estonia,,,,,10MBPS,375534.0
