Year,GeoAreaName,Age,Sex,Value
2000,Bosnia and Herzegovina,<1Y,BOTHSEX,8.7
2000,Bosnia and Herzegovina,<1Y,FEMALE,7.7
2000,Bosnia and Herzegovina,<1Y,MALE,9.7
2001,Bosnia and Herzegovina,<1Y,MALE,9.3
2001,Bosnia and Herzegovina,<1Y,FEMALE,7.4
2001,Bosnia and Herzegovina,<1Y,BOTHSEX,8.4
2002,Bosnia and Herzegovina,<1Y,BOTHSEX,8.2
2002,Bosnia and Herzegovina,<1Y,FEMALE,7.2
2002,Bosnia and Herzegovina,<1Y,MALE,9.1
2003,Bosnia and Herzegovina,<1Y,MALE,8.9
2003,Bosnia and Herzegovina,<1Y,FEMALE,7.1
2003,Bosnia and Herzegovina,<1Y,BOTHSEX,8.0
2004,Bosnia and Herzegovina,<1Y,BOTHSEX,7.9
2004,Bosnia and Herzegovina,<1Y,FEMALE,7.0
2004,Bosnia and Herzegovina,<1Y,MALE,8.8
2005,Bosnia and Herzegovina,<1Y,MALE,8.6
2005,Bosnia and Herzegovina,<1Y,FEMALE,6.9
2005,Bosnia and Herzegovina,<1Y,BOTHSEX,7.8
2006,Bosnia and Herzegovina,<1Y,BOTHSEX,7.5
2006,Bosnia and Herzegovina,<1Y,FEMALE,6.6
2006,Bosnia and Herzegovina,<1Y,MALE,8.4
2007,Bosnia and Herzegovina,<1Y,MALE,8.0
2007,Bosnia and Herzegovina,<1Y,FEMALE,6.4
2007,Bosnia and Herzegovina,<1Y,BOTHSEX,7.2
2008,Bosnia and Herzegovina,<1Y,BOTHSEX,6.9
2008,Bosnia and Herzegovina,<1Y,FEMALE,6.1
2008,Bosnia and Herzegovina,<1Y,MALE,7.6
2009,Bosnia and Herzegovina,<1Y,MALE,7.3
2009,Bosnia and Herzegovina,<1Y,FEMALE,5.8
2009,Bosnia and Herzegovina,<1Y,BOTHSEX,6.6
2010,Bosnia and Herzegovina,<1Y,BOTHSEX,6.3
2010,Bosnia and Herzegovina,<1Y,FEMALE,5.6
2010,Bosnia and Herzegovina,<1Y,MALE,6.9
2011,Bosnia and Herzegovina,<1Y,MALE,6.6
2011,Bosnia and Herzegovina,<1Y,FEMALE,5.4
2011,Bosnia and Herzegovina,<1Y,BOTHSEX,6.0
2012,Bosnia and Herzegovina,<1Y,BOTHSEX,5.8
2012,Bosnia and Herzegovina,<1Y,FEMALE,5.2
2012,Bosnia and Herzegovina,<1Y,MALE,6.4
2013,Bosnia and Herzegovina,<1Y,MALE,6.2
2013,Bosnia and Herzegovina,<1Y,FEMALE,5.1
2013,Bosnia and Herzegovina,<1Y,BOTHSEX,5.6
2014,Bosnia and Herzegovina,<1Y,BOTHSEX,5.5
2014,Bosnia and Herzegovina,<1Y,FEMALE,4.9
2014,Bosnia and Herzegovina,<1Y,MALE,6.1
2015,Bosnia and Herzegovina,<1Y,MALE,5.9
2015,Bosnia and Herzegovina,<1Y,FEMALE,4.9
2015,Bosnia and Herzegovina,<1Y,BOTHSEX,5.4
2016,Bosnia and Herzegovina,<1Y,BOTHSEX,5.4
2016,Bosnia and Herzegovina,<1Y,FEMALE,4.8
2000,Albania,<1Y,BOTHSEX,24.1
2000,Albania,<1Y,FEMALE,20.3
2000,Albania,<1Y,MALE,27.6
2001,Albania,<1Y,MALE,26.4
2001,Albania,<1Y,FEMALE,19.3
2001,Albania,<1Y,BOTHSEX,22.9
2002,Albania,<1Y,BOTHSEX,21.7
2002,Albania,<1Y,MALE,25.0
2002,Albania,<1Y,FEMALE,18.2
2003,Albania,<1Y,FEMALE,17.1
2003,Albania,<1Y,MALE,23.6
2016,Bosnia and Herzegovina,<1Y,MALE,5.9
2017,Bosnia and Herzegovina,<1Y,MALE,5.8
2017,Bosnia and Herzegovina,<1Y,FEMALE,4.8
2017,Bosnia and Herzegovina,<1Y,BOTHSEX,5.3
2018,Bosnia and Herzegovina,<1Y,BOTHSEX,5.2
2018,Bosnia and Herzegovina,<1Y,FEMALE,4.7
2018,Bosnia and Herzegovina,<1Y,MALE,5.7
2019,Bosnia and Herzegovina,<1Y,FEMALE,4.6
2019,Bosnia and Herzegovina,<1Y,MALE,5.6
2019,Bosnia and Herzegovina,<1Y,BOTHSEX,5.1
2003,Albania,<1Y,BOTHSEX,20.4
2004,Albania,<1Y,BOTHSEX,19.1
2004,Albania,<1Y,FEMALE,15.9
2004,Albania,<1Y,MALE,22.2
2005,Albania,<1Y,MALE,20.7
2005,Albania,<1Y,FEMALE,14.8
2005,Albania,<1Y,BOTHSEX,17.8
2006,Albania,<1Y,FEMALE,13.8
2006,Albania,<1Y,BOTHSEX,16.5
2006,Albania,<1Y,MALE,19.2
2007,Albania,<1Y,MALE,17.6
2007,Albania,<1Y,BOTHSEX,15.3
