Year,GeoAreaName,Activity,Sex,Value
2013,Norway,ISIC4_A,FEMALE,51.62
2013,Norway,TOTAL,FEMALE,4.98
2013,Norway,ISIC4_A,BOTHSEX,54.01
2013,Norway,NONAGR,BOTHSEX,5.98
2013,Norway,TOTAL,BOTHSEX,6.56
2013,Norway,ISIC4_A,MALE,54.62
2013,Norway,NONAGR,FEMALE,4.74
2014,Norway,ISIC4_A,BOTHSEX,43.14
2014,Norway,ISIC4_A,MALE,39.81
2014,Norway,NONAGR,BOTHSEX,5.4
2014,Norway,TOTAL,BOTHSEX,5.89
2014,Norway,NONAGR,FEMALE,4.17
2013,Cyprus,TOTAL,MALE,16.49
2013,Cyprus,ISIC4_A,BOTHSEX,69.05
2013,Cyprus,NONAGR,MALE,14.71
2014,Cyprus,NONAGR,MALE,15.12
2014,Cyprus,TOTAL,MALE,16.67
2014,Cyprus,NONAGR,FEMALE,11.23
2014,Cyprus,ISIC4_A,MALE,57.94
2014,Cyprus,ISIC4_A,FEMALE,64.64
2014,Norway,ISIC4_A,FEMALE,50.15
2014,Norway,NONAGR,MALE,6.54
2014,Norway,TOTAL,FEMALE,4.58
2014,Norway,TOTAL,MALE,7.1
2015,Norway,ISIC4_A,FEMALE,54.52
2015,Norway,TOTAL,BOTHSEX,6.43
2015,Norway,NONAGR,MALE,7.46
2015,Norway,TOTAL,MALE,8.04
2014,Cyprus,TOTAL,BOTHSEX,14.3
2014,Cyprus,NONAGR,BOTHSEX,13.18
2014,Cyprus,TOTAL,FEMALE,11.85
2014,Cyprus,ISIC4_A,BOTHSEX,59.53
2015,Cyprus,TOTAL,FEMALE,13.73
2015,Cyprus,ISIC4_A,MALE,59.82
2015,Cyprus,TOTAL,MALE,17.59
2015,Cyprus,ISIC4_A,BOTHSEX,59.16
2015,Norway,NONAGR,BOTHSEX,5.93
2015,Norway,NONAGR,FEMALE,4.29
2015,Norway,ISIC4_A,BOTHSEX,35.99
2015,Norway,TOTAL,FEMALE,4.69
2015,Norway,ISIC4_A,MALE,30.56
2016,Norway,NONAGR,BOTHSEX,5.46
2016,Norway,NONAGR,MALE,6.36
2016,Norway,TOTAL,FEMALE,4.63
2016,Norway,ISIC4_A,FEMALE,28.32
2016,Norway,ISIC4_A,BOTHSEX,29.64
2016,Norway,ISIC4_A,MALE,29.96
2016,Norway,TOTAL,MALE,6.91
2016,Norway,NONAGR,FEMALE,4.48
2016,Norway,TOTAL,BOTHSEX,5.83
2017,Norway,NONAGR,MALE,6.22
2017,Norway,ISIC4_A,FEMALE,29.57
2015,Cyprus,NONAGR,FEMALE,13.34
2015,Cyprus,NONAGR,BOTHSEX,14.62
2015,Cyprus,ISIC4_A,FEMALE,56.32
2015,Cyprus,NONAGR,MALE,15.91
2015,Cyprus,TOTAL,BOTHSEX,15.68
2016,Cyprus,TOTAL,BOTHSEX,14.02
2016,Cyprus,NONAGR,BOTHSEX,13.06
2016,Cyprus,NONAGR,FEMALE,11.16
2017,Norway,NONAGR,FEMALE,4.09
2017,Norway,TOTAL,FEMALE,4.42
2017,Norway,ISIC4_A,BOTHSEX,27.63
2017,Norway,TOTAL,BOTHSEX,5.66
2017,Norway,ISIC4_A,MALE,26.79
2017,Norway,NONAGR,BOTHSEX,5.21
2017,Norway,TOTAL,MALE,6.77
2018,Norway,NONAGR,BOTHSEX,5.78
2018,Norway,ISIC4_A,FEMALE,24.02
2018,Norway,TOTAL,MALE,7.54
2018,Norway,NONAGR,MALE,6.91
2018,Norway,ISIC4_A,BOTHSEX,32.5
2018,Norway,TOTAL,FEMALE,4.62
2018,Norway,TOTAL,BOTHSEX,6.18
2018,Norway,ISIC4_A,MALE,34.65
2018,Norway,NONAGR,FEMALE,4.49
2019,Norway,ISIC4_A,MALE,39.23
2019,Norway,ISIC4_A,BOTHSEX,36.46
2019,Norway,TOTAL,BOTHSEX,5.96
2019,Norway,ISIC4_A,FEMALE,22.99
2019,Norway,TOTAL,FEMALE,4.7
2019,Norway,NONAGR,FEMALE,4.6
2019,Norway,TOTAL,MALE,7.05
2019,Norway,NONAGR,MALE,6.34
2019,Norway,NONAGR,BOTHSEX,5.53
2020,Norway,NONAGR,BOTHSEX,4.43
2020,Norway,NONAGR,MALE,4.93
2020,Norway,NONAGR,FEMALE,3.85
2020,Norway,ISIC4_A,FEMALE,23.09
2020,Norway,TOTAL,MALE,5.66
2020,Norway,ISIC4_A,MALE,39.51
2020,Norway,TOTAL,FEMALE,3.97
2016,Cyprus,TOTAL,FEMALE,11.46
2016,Cyprus,NONAGR,MALE,14.85
2016,Cyprus,TOTAL,MALE,16.38
2016,Cyprus,ISIC4_A,MALE,67.73
2016,Cyprus,ISIC4_A,FEMALE,61.25
2016,Cyprus,ISIC4_A,BOTHSEX,66.7
2017,Cyprus,ISIC4_A,MALE,57.17
2017,Cyprus,TOTAL,BOTHSEX,14.09
2017,Cyprus,TOTAL,FEMALE,11.66
2017,Cyprus,NONAGR,MALE,15.04
2017,Cyprus,ISIC4_A,BOTHSEX,56.91
2017,Cyprus,NONAGR,BOTHSEX,13.32
2017,Cyprus,ISIC4_A,FEMALE,55.51
2017,Cyprus,TOTAL,MALE,16.21
2017,Cyprus,NONAGR,FEMALE,11.4
2018,Cyprus,ISIC4_A,FEMALE,41.39
2020,Norway,TOTAL,BOTHSEX,4.88
2020,Norway,ISIC4_A,BOTHSEX,36.16
2008,Poland,NONAGR,FEMALE,26.39
2008,Poland,TOTAL,FEMALE,30.36
2008,Poland,ISIC4_A,FEMALE,59.7
2008,Poland,NONAGR,MALE,30.45
2008,Poland,ISIC4_A,MALE,37.2
2008,Poland,ISIC4_A,BOTHSEX,46.96
2008,Poland,TOTAL,MALE,31.27
2008,Poland,NONAGR,BOTHSEX,28.67
2008,Poland,TOTAL,BOTHSEX,30.87
2009,Poland,TOTAL,BOTHSEX,29.64
2009,Poland,ISIC4_A,MALE,39.97
2009,Poland,NONAGR,MALE,26.21
2009,Poland,TOTAL,MALE,28.08
2009,Poland,NONAGR,BOTHSEX,25.18
2018,Cyprus,NONAGR,BOTHSEX,12.35
2018,Cyprus,NONAGR,MALE,13.47
2018,Cyprus,ISIC4_A,BOTHSEX,58.75
2018,Cyprus,TOTAL,FEMALE,11.29
2018,Cyprus,NONAGR,FEMALE,11.1
2018,Cyprus,TOTAL,BOTHSEX,13.11
2018,Cyprus,TOTAL,MALE,14.7
2018,Cyprus,ISIC4_A,MALE,62.68
2009,Poland,TOTAL,FEMALE,31.46
2009,Poland,NONAGR,FEMALE,23.98
2009,Poland,ISIC4_A,FEMALE,80.48
2009,Poland,ISIC4_A,BOTHSEX,58.44
2010,Poland,TOTAL,FEMALE,27.68
2010,Poland,ISIC4_A,MALE,39.83
2010,Poland,NONAGR,MALE,22.68
2010,Poland,TOTAL,BOTHSEX,26.21
2010,Poland,NONAGR,BOTHSEX,21.34
2010,Poland,TOTAL,MALE,24.93
2010,Poland,ISIC4_A,FEMALE,82.15
2010,Poland,ISIC4_A,BOTHSEX,59.07
2010,Poland,NONAGR,FEMALE,19.81
2011,Poland,TOTAL,FEMALE,26.61
2011,Poland,TOTAL,MALE,23.22
2011,Poland,ISIC4_A,BOTHSEX,58.06
2019,Cyprus,NONAGR,FEMALE,10.27
2019,Cyprus,TOTAL,MALE,13.2
2019,Cyprus,NONAGR,MALE,11.88
2019,Cyprus,ISIC4_A,FEMALE,40.15
2019,Cyprus,TOTAL,BOTHSEX,11.91
2019,Cyprus,ISIC4_A,MALE,66.07
2019,Cyprus,NONAGR,BOTHSEX,11.11
2019,Cyprus,TOTAL,FEMALE,10.45
2011,Poland,NONAGR,BOTHSEX,20.18
2011,Poland,ISIC4_A,MALE,37.16
2011,Poland,ISIC4_A,FEMALE,82.85
2011,Poland,NONAGR,MALE,21.26
2011,Poland,TOTAL,BOTHSEX,24.79
2011,Poland,NONAGR,FEMALE,18.93
2012,Poland,ISIC4_A,BOTHSEX,58.01
2012,Poland,ISIC4_A,FEMALE,83.57
2012,Poland,TOTAL,MALE,22.52
2012,Poland,NONAGR,BOTHSEX,19.22
2012,Poland,TOTAL,FEMALE,25.28
2012,Poland,NONAGR,FEMALE,17.56
2012,Poland,TOTAL,BOTHSEX,23.78
2012,Poland,NONAGR,MALE,20.63
2012,Poland,ISIC4_A,MALE,36.6
2013,Poland,TOTAL,FEMALE,23.82
2013,Poland,TOTAL,BOTHSEX,21.83
2013,Poland,NONAGR,FEMALE,15.86
2013,Poland,ISIC4_A,BOTHSEX,56.11
2013,Poland,TOTAL,MALE,20.11
2013,Poland,NONAGR,MALE,18.09
2013,Poland,ISIC4_A,MALE,34.58
2013,Poland,NONAGR,BOTHSEX,17.06
2013,Poland,ISIC4_A,FEMALE,80.85
2019,Cyprus,ISIC4_A,BOTHSEX,61.45
2020,Cyprus,TOTAL,BOTHSEX,11.58
2020,Cyprus,ISIC4_A,FEMALE,35.48
2020,Cyprus,ISIC4_A,BOTHSEX,57.85
2020,Cyprus,NONAGR,BOTHSEX,10.75
2020,Cyprus,TOTAL,MALE,13.33
2020,Cyprus,NONAGR,MALE,11.94
2020,Cyprus,NONAGR,FEMALE,9.42
2014,Poland,NONAGR,FEMALE,14.91
2014,Poland,ISIC4_A,MALE,34.33
2014,Poland,TOTAL,BOTHSEX,21.62
2014,Poland,NONAGR,BOTHSEX,16.71
2014,Poland,ISIC4_A,BOTHSEX,55.58
2014,Poland,ISIC4_A,FEMALE,81.16
2014,Poland,NONAGR,MALE,18.29
2014,Poland,TOTAL,MALE,20.36
2014,Poland,TOTAL,FEMALE,23.08
2015,Poland,NONAGR,BOTHSEX,15.59
2015,Poland,TOTAL,BOTHSEX,20.42
2015,Poland,ISIC4_A,MALE,34.95
2015,Poland,ISIC4_A,FEMALE,75.62
2015,Poland,TOTAL,FEMALE,21.52
2015,Poland,NONAGR,MALE,17.07
2015,Poland,ISIC4_A,BOTHSEX,52.93
2020,Cyprus,ISIC4_A,MALE,61.56
2020,Cyprus,TOTAL,FEMALE,9.56
2021,Cyprus,NONAGR,BOTHSEX,4.72
2021,Cyprus,NONAGR,FEMALE,5.61
2021,Cyprus,ISIC4_A,MALE,9.22
2021,Cyprus,NONAGR,MALE,3.87
2021,Cyprus,TOTAL,BOTHSEX,4.8
2021,Cyprus,TOTAL,MALE,4.03
2015,Poland,NONAGR,FEMALE,13.88
2015,Poland,TOTAL,MALE,19.48
2016,Poland,TOTAL,BOTHSEX,21.06
2016,Poland,NONAGR,FEMALE,16.2
2016,Poland,NONAGR,MALE,17.21
2016,Poland,ISIC4_A,MALE,34.24
2016,Poland,TOTAL,MALE,19.43
2016,Poland,NONAGR,BOTHSEX,16.73
2021,Cyprus,TOTAL,FEMALE,5.64
2021,Cyprus,ISIC4_A,BOTHSEX,9.52
2007,Czechia,NONAGR,FEMALE,11.32
2007,Czechia,TOTAL,FEMALE,11.4
2007,Czechia,ISIC4_A,FEMALE,14.12
2007,Czechia,TOTAL,MALE,19.59
2007,Czechia,TOTAL,BOTHSEX,16.07
2007,Czechia,NONAGR,BOTHSEX,15.82
2016,Poland,TOTAL,FEMALE,22.9
2016,Poland,ISIC4_A,FEMALE,74.17
2016,Poland,ISIC4_A,BOTHSEX,51.77
2017,Poland,ISIC4_A,BOTHSEX,55.79
2017,Poland,NONAGR,FEMALE,12.06
2017,Poland,TOTAL,BOTHSEX,17.46
2017,Poland,ISIC4_A,FEMALE,77.06
2017,Poland,NONAGR,MALE,12.22
2017,Poland,TOTAL,MALE,15.79
2017,Poland,NONAGR,BOTHSEX,12.15
2017,Poland,ISIC4_A,MALE,39.58
2017,Poland,TOTAL,FEMALE,19.36
2018,Poland,ISIC4_A,FEMALE,75.56
2018,Poland,TOTAL,FEMALE,20.3
2018,Poland,ISIC4_A,BOTHSEX,54.07
2018,Poland,NONAGR,BOTHSEX,14.49
2018,Poland,NONAGR,FEMALE,14.03
2018,Poland,TOTAL,MALE,18.03
2018,Poland,NONAGR,MALE,14.92
2018,Poland,ISIC4_A,MALE,38.91
2018,Poland,TOTAL,BOTHSEX,19.1
2019,Poland,TOTAL,FEMALE,17.74
2019,Poland,NONAGR,MALE,11.53
2019,Poland,ISIC4_A,BOTHSEX,54.38
2019,Poland,NONAGR,FEMALE,11.27
2019,Poland,TOTAL,MALE,14.49
2019,Poland,NONAGR,BOTHSEX,11.4
2019,Poland,ISIC4_A,FEMALE,76.03
2019,Poland,ISIC4_A,MALE,37.09
2019,Poland,TOTAL,BOTHSEX,16.05
2020,Poland,TOTAL,MALE,13.98
2020,Poland,NONAGR,MALE,10.3
2020,Poland,ISIC4_A,MALE,42.02
2020,Poland,NONAGR,FEMALE,11.43
2020,Poland,TOTAL,BOTHSEX,15.85
2020,Poland,ISIC4_A,FEMALE,77.87
2020,Poland,NONAGR,BOTHSEX,10.84
2020,Poland,TOTAL,FEMALE,17.95
2020,Poland,ISIC4_A,BOTHSEX,57.45
2007,Portugal,NONAGR,FEMALE,5.75
2007,Czechia,ISIC4_A,MALE,24.16
2007,Czechia,ISIC4_A,BOTHSEX,21.49
2007,Czechia,NONAGR,MALE,19.32
2008,Czechia,ISIC4_A,BOTHSEX,24.47
2008,Czechia,NONAGR,BOTHSEX,15.95
2008,Czechia,TOTAL,MALE,19.91
2008,Czechia,ISIC4_A,MALE,28.27
2008,Czechia,NONAGR,FEMALE,11.32
2007,Portugal,TOTAL,BOTHSEX,8.34
2007,Portugal,ISIC4_A,FEMALE,60.29
2007,Portugal,NONAGR,MALE,3.93
2007,Portugal,NONAGR,BOTHSEX,4.77
2007,Portugal,TOTAL,FEMALE,10.51
2007,Portugal,ISIC4_A,MALE,34.06
2007,Portugal,TOTAL,MALE,6.46
2007,Portugal,ISIC4_A,BOTHSEX,46.45
2008,Portugal,TOTAL,MALE,13.3
2008,Portugal,ISIC4_A,FEMALE,66.18
2008,Portugal,NONAGR,FEMALE,10.25
2008,Portugal,TOTAL,FEMALE,14.45
2008,Portugal,NONAGR,BOTHSEX,10.87
2008,Portugal,ISIC4_A,BOTHSEX,48.06
2008,Portugal,NONAGR,MALE,11.4
2008,Portugal,ISIC4_A,MALE,34.19
2008,Portugal,TOTAL,BOTHSEX,13.83
2009,Portugal,NONAGR,FEMALE,9.47
2009,Portugal,TOTAL,FEMALE,11.44
2009,Portugal,ISIC4_A,BOTHSEX,29.28
2009,Portugal,TOTAL,BOTHSEX,11.22
2009,Portugal,NONAGR,BOTHSEX,10.23
2009,Portugal,TOTAL,MALE,11.03
2009,Portugal,NONAGR,MALE,10.9
2009,Portugal,ISIC4_A,MALE,13.25
2009,Portugal,ISIC4_A,FEMALE,51.4
2010,Portugal,NONAGR,FEMALE,4.99
2010,Portugal,NONAGR,MALE,4.2
2010,Portugal,ISIC4_A,FEMALE,52.24
2010,Portugal,ISIC4_A,BOTHSEX,32.38
2010,Portugal,TOTAL,MALE,4.89
2010,Portugal,TOTAL,FEMALE,7.22
2008,Czechia,TOTAL,BOTHSEX,16.24
2008,Czechia,ISIC4_A,FEMALE,14.03
2008,Czechia,NONAGR,MALE,19.53
2008,Czechia,TOTAL,FEMALE,11.37
2009,Czechia,ISIC4_A,BOTHSEX,25.23
2009,Czechia,ISIC4_A,MALE,28.54
2009,Czechia,TOTAL,BOTHSEX,16.39
2009,Czechia,TOTAL,MALE,19.76
2010,Portugal,ISIC4_A,MALE,17.06
2010,Portugal,NONAGR,BOTHSEX,4.57
2010,Portugal,TOTAL,BOTHSEX,5.97
2011,Portugal,TOTAL,MALE,4.05
2011,Portugal,ISIC4_A,MALE,14.36
2011,Portugal,ISIC4_A,BOTHSEX,34.15
2011,Portugal,ISIC4_A,FEMALE,60.47
2011,Portugal,NONAGR,BOTHSEX,4.58
2009,Czechia,ISIC4_A,FEMALE,15.45
2009,Czechia,NONAGR,MALE,19.29
2009,Czechia,TOTAL,FEMALE,11.98
2009,Czechia,NONAGR,BOTHSEX,16.03
2009,Czechia,NONAGR,FEMALE,11.9
2010,Czechia,ISIC4_A,FEMALE,12.79
2010,Czechia,NONAGR,FEMALE,12.26
2010,Czechia,TOTAL,BOTHSEX,16.76
2011,Portugal,TOTAL,FEMALE,8.06
2011,Portugal,NONAGR,FEMALE,5.78
2011,Portugal,NONAGR,MALE,3.53
2011,Portugal,TOTAL,BOTHSEX,5.92
2012,Portugal,ISIC4_A,FEMALE,57.31
2012,Portugal,ISIC4_A,BOTHSEX,35.61
2012,Portugal,TOTAL,BOTHSEX,6.6
2012,Portugal,NONAGR,MALE,4.76
2010,Czechia,ISIC4_A,BOTHSEX,27.43
2010,Czechia,NONAGR,BOTHSEX,16.39
2010,Czechia,NONAGR,MALE,19.67
2010,Czechia,TOTAL,MALE,20.24
2010,Czechia,ISIC4_A,MALE,32.61
2010,Czechia,TOTAL,FEMALE,12.27
2011,Czechia,TOTAL,MALE,21.09
2011,Czechia,ISIC4_A,MALE,32.03
2012,Portugal,NONAGR,BOTHSEX,5.31
2012,Portugal,NONAGR,FEMALE,5.89
2012,Portugal,TOTAL,FEMALE,7.43
2012,Portugal,TOTAL,MALE,5.8
2012,Portugal,ISIC4_A,MALE,24.17
2013,Portugal,ISIC4_A,BOTHSEX,30.42
2013,Portugal,NONAGR,MALE,5.71
2013,Portugal,TOTAL,FEMALE,6.65
2013,Portugal,NONAGR,FEMALE,5.73
2013,Portugal,ISIC4_A,MALE,24.01
2013,Portugal,NONAGR,BOTHSEX,5.72
2013,Portugal,TOTAL,MALE,6.58
2013,Portugal,TOTAL,BOTHSEX,6.62
2013,Portugal,ISIC4_A,FEMALE,43.51
2014,Portugal,NONAGR,FEMALE,6.92
2014,Portugal,TOTAL,FEMALE,7.75
2011,Czechia,ISIC4_A,BOTHSEX,30.92
2011,Czechia,TOTAL,FEMALE,14.1
2011,Czechia,NONAGR,FEMALE,13.8
2011,Czechia,TOTAL,BOTHSEX,18.06
2011,Czechia,NONAGR,MALE,20.56
2011,Czechia,NONAGR,BOTHSEX,17.58
2011,Czechia,ISIC4_A,FEMALE,27.8
2012,Czechia,NONAGR,MALE,21.8
2014,Portugal,ISIC4_A,MALE,23.66
2014,Portugal,NONAGR,MALE,7.35
2014,Portugal,TOTAL,MALE,8.21
2014,Portugal,ISIC4_A,FEMALE,39.34
2014,Portugal,TOTAL,BOTHSEX,7.99
2014,Portugal,NONAGR,BOTHSEX,7.14
2014,Portugal,ISIC4_A,BOTHSEX,28.69
2015,Portugal,TOTAL,BOTHSEX,7.71
2012,Czechia,NONAGR,BOTHSEX,18.47
2012,Czechia,NONAGR,FEMALE,14.32
2012,Czechia,TOTAL,BOTHSEX,18.95
2012,Czechia,TOTAL,FEMALE,14.49
2012,Czechia,TOTAL,MALE,22.44
2012,Czechia,ISIC4_A,BOTHSEX,31.89
2012,Czechia,ISIC4_A,FEMALE,22.04
2012,Czechia,ISIC4_A,MALE,35.59
2015,Portugal,ISIC4_A,MALE,22.66
2015,Portugal,ISIC4_A,BOTHSEX,32.31
2015,Portugal,TOTAL,FEMALE,7.98
2015,Portugal,TOTAL,MALE,7.45
2015,Portugal,ISIC4_A,FEMALE,49.79
2015,Portugal,NONAGR,FEMALE,6.92
2015,Portugal,NONAGR,BOTHSEX,6.83
2015,Portugal,NONAGR,MALE,6.74
2013,Czechia,TOTAL,FEMALE,14.86
2013,Czechia,NONAGR,MALE,21.16
2013,Czechia,ISIC4_A,BOTHSEX,33.1
2013,Czechia,ISIC4_A,MALE,34.82
2013,Czechia,TOTAL,MALE,21.76
2013,Czechia,NONAGR,FEMALE,14.53
2013,Czechia,TOTAL,BOTHSEX,18.72
2013,Czechia,ISIC4_A,FEMALE,28.96
2016,Portugal,TOTAL,BOTHSEX,6.99
2016,Portugal,ISIC4_A,FEMALE,44.31
2016,Portugal,TOTAL,MALE,6.4
2016,Portugal,TOTAL,FEMALE,7.58
2016,Portugal,NONAGR,MALE,5.93
2016,Portugal,NONAGR,BOTHSEX,6.37
2016,Portugal,ISIC4_A,BOTHSEX,25.06
2016,Portugal,ISIC4_A,MALE,16.34
2013,Czechia,NONAGR,BOTHSEX,18.21
2014,Czechia,TOTAL,MALE,20.96
2014,Czechia,NONAGR,FEMALE,14.7
2014,Czechia,TOTAL,BOTHSEX,18.21
2014,Czechia,ISIC4_A,BOTHSEX,24.81
2014,Czechia,NONAGR,MALE,20.62
2014,Czechia,ISIC4_A,FEMALE,16.9
2014,Czechia,NONAGR,BOTHSEX,17.97
2016,Portugal,NONAGR,FEMALE,6.81
2017,Portugal,TOTAL,BOTHSEX,7.66
2017,Portugal,TOTAL,MALE,7.32
2017,Portugal,NONAGR,MALE,6.69
2017,Portugal,NONAGR,FEMALE,7.39
2017,Portugal,ISIC4_A,MALE,21.09
2017,Portugal,ISIC4_A,BOTHSEX,26.02
2017,Portugal,NONAGR,BOTHSEX,7.05
2017,Portugal,TOTAL,FEMALE,7.99
2017,Portugal,ISIC4_A,FEMALE,36.73
2018,Portugal,NONAGR,FEMALE,5.96
2018,Portugal,NONAGR,BOTHSEX,5.57
2018,Portugal,ISIC4_A,FEMALE,38.72
2018,Portugal,NONAGR,MALE,5.18
2018,Portugal,TOTAL,FEMALE,6.52
2018,Portugal,TOTAL,BOTHSEX,6.06
2014,Czechia,TOTAL,FEMALE,14.75
2014,Czechia,ISIC4_A,MALE,28.5
2015,Czechia,TOTAL,MALE,21.68
2015,Czechia,TOTAL,BOTHSEX,18.47
2015,Czechia,NONAGR,BOTHSEX,18.18
2015,Czechia,NONAGR,FEMALE,14.16
2015,Czechia,NONAGR,MALE,21.43
2015,Czechia,ISIC4_A,MALE,27.47
2018,Portugal,TOTAL,MALE,5.61
2018,Portugal,ISIC4_A,MALE,16.5
2018,Portugal,ISIC4_A,BOTHSEX,23.31
2019,Portugal,TOTAL,FEMALE,6.3
2019,Portugal,ISIC4_A,MALE,16.73
2019,Portugal,NONAGR,MALE,5.21
2019,Portugal,NONAGR,FEMALE,5.8
2019,Portugal,TOTAL,BOTHSEX,5.99
2015,Czechia,TOTAL,FEMALE,14.43
2015,Czechia,ISIC4_A,BOTHSEX,26.51
2015,Czechia,ISIC4_A,FEMALE,24.63
2016,Czechia,TOTAL,BOTHSEX,17.81
2016,Czechia,TOTAL,FEMALE,13.57
2016,Czechia,NONAGR,BOTHSEX,17.55
2016,Czechia,NONAGR,FEMALE,13.54
2016,Czechia,ISIC4_A,FEMALE,15.11
2019,Portugal,NONAGR,BOTHSEX,5.5
2019,Portugal,ISIC4_A,FEMALE,32.32
2019,Portugal,TOTAL,MALE,5.69
2019,Portugal,ISIC4_A,BOTHSEX,21.55
2020,Portugal,ISIC4_A,FEMALE,20.45
2020,Portugal,ISIC4_A,BOTHSEX,15.83
2020,Portugal,NONAGR,BOTHSEX,5.77
2020,Portugal,TOTAL,FEMALE,5.89
2016,Czechia,TOTAL,MALE,21.14
2016,Czechia,ISIC4_A,BOTHSEX,25.36
2016,Czechia,NONAGR,MALE,20.78
2016,Czechia,ISIC4_A,MALE,29.18
2017,Czechia,TOTAL,BOTHSEX,17.37
2017,Czechia,TOTAL,FEMALE,12.96
2017,Czechia,ISIC4_A,MALE,28.65
2017,Czechia,ISIC4_A,FEMALE,17.79
2020,Portugal,ISIC4_A,MALE,13.81
2020,Portugal,NONAGR,MALE,5.86
2020,Portugal,NONAGR,FEMALE,5.67
2020,Portugal,TOTAL,BOTHSEX,6.01
2020,Portugal,TOTAL,MALE,6.13
2021,Portugal,TOTAL,FEMALE,9.25
2021,Portugal,TOTAL,BOTHSEX,9.69
2021,Portugal,NONAGR,BOTHSEX,9.58
2017,Czechia,NONAGR,BOTHSEX,17.13
2017,Czechia,NONAGR,FEMALE,12.87
2017,Czechia,NONAGR,MALE,20.58
2017,Czechia,ISIC4_A,BOTHSEX,25.57
2017,Czechia,TOTAL,MALE,20.88
2018,Czechia,ISIC4_A,FEMALE,21.44
2018,Czechia,NONAGR,FEMALE,12.23
2018,Czechia,TOTAL,MALE,21.29
2021,Portugal,NONAGR,FEMALE,9.17
2021,Portugal,NONAGR,MALE,10.0
2021,Portugal,ISIC4_A,FEMALE,16.08
2021,Portugal,TOTAL,MALE,10.13
2021,Portugal,ISIC4_A,BOTHSEX,14.82
2021,Portugal,ISIC4_A,MALE,14.36
2008,Serbia,ISIC4_A,MALE,69.23
2008,Serbia,ISIC4_A,BOTHSEX,78.09
2008,Serbia,NONAGR,BOTHSEX,50.11
2018,Czechia,TOTAL,BOTHSEX,17.29
2018,Czechia,NONAGR,MALE,20.66
2018,Czechia,TOTAL,FEMALE,12.38
2018,Czechia,NONAGR,BOTHSEX,16.82
2018,Czechia,ISIC4_A,BOTHSEX,32.77
2018,Czechia,ISIC4_A,MALE,36.72
2019,Czechia,NONAGR,BOTHSEX,16.37
2019,Czechia,ISIC4_A,BOTHSEX,29.75
2008,Serbia,ISIC4_A,FEMALE,89.12
2008,Serbia,NONAGR,MALE,50.23
2008,Serbia,NONAGR,FEMALE,49.96
2008,Serbia,TOTAL,BOTHSEX,57.11
2008,Serbia,TOTAL,FEMALE,60.13
2008,Serbia,TOTAL,MALE,54.85
2009,Serbia,NONAGR,MALE,9.73
2009,Serbia,NONAGR,FEMALE,6.47
2009,Serbia,TOTAL,BOTHSEX,24.0
2009,Serbia,TOTAL,FEMALE,24.81
2009,Serbia,NONAGR,BOTHSEX,8.3
2009,Serbia,TOTAL,MALE,23.39
2009,Serbia,ISIC4_A,FEMALE,86.14
2009,Serbia,ISIC4_A,BOTHSEX,74.19
2009,Serbia,ISIC4_A,MALE,65.63
2010,Serbia,ISIC4_A,MALE,63.51
2010,Serbia,NONAGR,MALE,10.03
2010,Serbia,NONAGR,BOTHSEX,8.34
2010,Serbia,TOTAL,FEMALE,22.83
2010,Serbia,ISIC4_A,BOTHSEX,72.39
2010,Serbia,TOTAL,BOTHSEX,22.64
2010,Serbia,NONAGR,FEMALE,6.14
2010,Serbia,TOTAL,MALE,22.5
2010,Serbia,ISIC4_A,FEMALE,85.6
2011,Serbia,ISIC4_A,BOTHSEX,65.8
2011,Serbia,NONAGR,FEMALE,6.26
2011,Serbia,ISIC4_A,FEMALE,82.36
2011,Serbia,TOTAL,FEMALE,20.99
2011,Serbia,NONAGR,MALE,10.06
2011,Serbia,TOTAL,BOTHSEX,20.6
2011,Serbia,TOTAL,MALE,20.32
2011,Serbia,ISIC4_A,MALE,55.49
2011,Serbia,NONAGR,BOTHSEX,8.42
2012,Serbia,NONAGR,MALE,9.06
2012,Serbia,TOTAL,BOTHSEX,18.91
2012,Serbia,NONAGR,FEMALE,5.89
2012,Serbia,NONAGR,BOTHSEX,7.7
2012,Serbia,ISIC4_A,FEMALE,80.46
2012,Serbia,ISIC4_A,BOTHSEX,61.17
2012,Serbia,ISIC4_A,MALE,49.41
2019,Czechia,TOTAL,FEMALE,11.46
2019,Czechia,NONAGR,FEMALE,11.36
2019,Czechia,TOTAL,MALE,21.04
2019,Czechia,ISIC4_A,FEMALE,18.95
2019,Czechia,ISIC4_A,MALE,33.1
2019,Czechia,NONAGR,MALE,20.56
2019,Czechia,TOTAL,BOTHSEX,16.73
2020,Czechia,NONAGR,FEMALE,11.57
2012,Serbia,TOTAL,FEMALE,19.99
2012,Serbia,TOTAL,MALE,18.12
2013,Serbia,NONAGR,FEMALE,8.21
2013,Serbia,NONAGR,BOTHSEX,10.03
2013,Serbia,TOTAL,MALE,22.52
2013,Serbia,TOTAL,FEMALE,23.18
2013,Serbia,NONAGR,MALE,11.41
2013,Serbia,ISIC4_A,MALE,61.06
2013,Serbia,ISIC4_A,FEMALE,83.83
2013,Serbia,ISIC4_A,BOTHSEX,70.02
2013,Serbia,TOTAL,BOTHSEX,22.8
2014,Serbia,TOTAL,FEMALE,24.96
2014,Serbia,TOTAL,MALE,24.29
2014,Serbia,NONAGR,MALE,14.44
