Year,GeoAreaName,Activity,Sex,Value
2010,Sweden,ISIC4_A,MALE,9.87
2012,Belgium,TOTAL,FEMALE,5.72
2012,Belgium,NONAGR,BOTHSEX,5.48
2012,Belgium,ISIC4_A,MALE,20.14
2012,Belgium,NONAGR,FEMALE,5.49
2012,Belgium,TOTAL,BOTHSEX,5.71
2012,Belgium,ISIC4_A,FEMALE,55.64
2012,Belgium,TOTAL,MALE,5.7
2012,Belgium,NONAGR,MALE,5.46
2008,Luxembourg,NONAGR,MALE,0.29
2008,Luxembourg,ISIC4_A,BOTHSEX,17.78
2008,Luxembourg,TOTAL,BOTHSEX,1.1
2008,Luxembourg,NONAGR,BOTHSEX,0.69
2008,Luxembourg,TOTAL,MALE,0.34
2008,Luxembourg,NONAGR,FEMALE,1.22
2008,Luxembourg,ISIC4_A,FEMALE,62.95
2009,Luxembourg,ISIC4_A,MALE,9.57
2013,Belgium,NONAGR,MALE,5.41
2013,Belgium,TOTAL,FEMALE,6.22
2013,Belgium,ISIC4_A,FEMALE,55.38
2013,Belgium,TOTAL,BOTHSEX,5.88
2013,Belgium,NONAGR,FEMALE,5.93
2013,Belgium,NONAGR,BOTHSEX,5.65
2013,Belgium,TOTAL,MALE,5.58
2013,Belgium,ISIC4_A,MALE,18.12
2013,Belgium,ISIC4_A,BOTHSEX,28.54
2014,Belgium,TOTAL,MALE,5.81
2014,Belgium,NONAGR,MALE,5.61
2014,Belgium,TOTAL,FEMALE,6.81
2014,Belgium,ISIC4_A,FEMALE,36.99
2014,Belgium,NONAGR,FEMALE,6.54
2014,Belgium,TOTAL,BOTHSEX,6.29
2014,Belgium,NONAGR,BOTHSEX,6.05
2010,Sweden,ISIC4_A,BOTHSEX,11.79
2010,Sweden,NONAGR,FEMALE,6.02
2010,Sweden,NONAGR,BOTHSEX,5.87
2010,Sweden,NONAGR,MALE,5.73
2010,Sweden,TOTAL,FEMALE,6.1
2010,Sweden,TOTAL,MALE,5.82
2010,Sweden,TOTAL,BOTHSEX,5.95
2011,Sweden,ISIC4_A,MALE,7.92
2011,Sweden,NONAGR,FEMALE,4.65
2011,Sweden,TOTAL,BOTHSEX,4.95
2011,Sweden,TOTAL,FEMALE,4.68
2011,Sweden,ISIC4_A,BOTHSEX,7.74
2011,Sweden,NONAGR,MALE,5.1
2011,Sweden,TOTAL,MALE,5.19
2011,Sweden,NONAGR,BOTHSEX,4.89
2012,Sweden,TOTAL,MALE,4.78
2009,Luxembourg,NONAGR,BOTHSEX,1.55
2009,Luxembourg,TOTAL,FEMALE,3.43
2009,Luxembourg,NONAGR,FEMALE,2.46
2009,Luxembourg,TOTAL,MALE,1.18
2009,Luxembourg,TOTAL,BOTHSEX,2.12
2009,Luxembourg,NONAGR,MALE,0.89
2009,Luxembourg,ISIC4_A,BOTHSEX,21.17
2009,Luxembourg,ISIC4_A,FEMALE,47.06
2014,Belgium,ISIC4_A,MALE,16.18
2014,Belgium,ISIC4_A,BOTHSEX,22.3
2015,Belgium,ISIC4_A,FEMALE,29.3
2015,Belgium,TOTAL,FEMALE,4.36
2015,Belgium,NONAGR,BOTHSEX,3.89
2015,Belgium,ISIC4_A,BOTHSEX,16.97
2015,Belgium,TOTAL,MALE,3.89
2015,Belgium,ISIC4_A,MALE,10.15
2015,Belgium,NONAGR,FEMALE,4.04
2015,Belgium,TOTAL,BOTHSEX,4.11
2015,Belgium,NONAGR,MALE,3.76
2016,Belgium,TOTAL,MALE,3.06
2016,Belgium,TOTAL,FEMALE,5.01
2016,Belgium,NONAGR,MALE,2.96
2016,Belgium,ISIC4_A,BOTHSEX,24.16
2016,Belgium,NONAGR,BOTHSEX,3.77
2010,Luxembourg,NONAGR,BOTHSEX,1.12
2010,Luxembourg,ISIC4_A,FEMALE,44.32
2010,Luxembourg,NONAGR,MALE,0.97
2010,Luxembourg,ISIC4_A,MALE,5.23
2010,Luxembourg,NONAGR,FEMALE,1.32
2010,Luxembourg,ISIC4_A,BOTHSEX,18.07
2010,Luxembourg,TOTAL,FEMALE,2.23
2010,Luxembourg,TOTAL,MALE,1.11
2010,Luxembourg,TOTAL,BOTHSEX,1.6
2011,Luxembourg,NONAGR,MALE,0.75
2011,Luxembourg,TOTAL,FEMALE,3.01
2011,Luxembourg,TOTAL,BOTHSEX,1.75
2011,Luxembourg,NONAGR,FEMALE,2.43
2011,Luxembourg,TOTAL,MALE,0.76
2011,Luxembourg,ISIC4_A,FEMALE,35.73
2011,Luxembourg,ISIC4_A,BOTHSEX,11.52
2012,Sweden,TOTAL,FEMALE,4.7
2012,Sweden,NONAGR,FEMALE,4.65
2012,Sweden,NONAGR,MALE,4.86
2012,Sweden,ISIC4_A,BOTHSEX,3.89
2012,Sweden,NONAGR,BOTHSEX,4.76
2012,Sweden,TOTAL,BOTHSEX,4.74
2013,Sweden,TOTAL,MALE,4.28
2013,Sweden,ISIC4_A,MALE,5.99
2016,Belgium,NONAGR,FEMALE,4.7
2016,Belgium,TOTAL,BOTHSEX,3.97
2016,Belgium,ISIC4_A,FEMALE,55.66
2017,Belgium,TOTAL,MALE,4.72
2017,Belgium,NONAGR,FEMALE,5.01
2017,Belgium,ISIC4_A,MALE,21.22
2017,Belgium,ISIC4_A,FEMALE,42.63
2017,Belgium,TOTAL,BOTHSEX,4.97
2017,Belgium,NONAGR,MALE,4.53
2017,Belgium,ISIC4_A,BOTHSEX,28.49
2017,Belgium,NONAGR,BOTHSEX,4.76
2017,Belgium,TOTAL,FEMALE,5.26
2018,Belgium,TOTAL,BOTHSEX,5.33
2018,Belgium,ISIC4_A,MALE,25.17
2018,Belgium,NONAGR,BOTHSEX,5.06
2018,Belgium,NONAGR,MALE,4.84
2011,Luxembourg,NONAGR,BOTHSEX,1.5
2012,Luxembourg,TOTAL,BOTHSEX,1.48
2012,Luxembourg,NONAGR,FEMALE,1.79
2012,Luxembourg,ISIC4_A,BOTHSEX,10.23
2012,Luxembourg,NONAGR,MALE,0.86
2012,Luxembourg,TOTAL,FEMALE,2.26
2012,Luxembourg,ISIC4_A,FEMALE,33.17
2012,Luxembourg,NONAGR,BOTHSEX,1.27
2013,Sweden,TOTAL,FEMALE,3.73
2013,Sweden,ISIC4_A,BOTHSEX,4.78
2013,Sweden,NONAGR,MALE,4.23
2013,Sweden,TOTAL,BOTHSEX,4.02
2013,Sweden,NONAGR,FEMALE,3.76
2013,Sweden,NONAGR,BOTHSEX,4.0
2014,Sweden,TOTAL,MALE,4.38
2014,Sweden,TOTAL,BOTHSEX,4.14
2018,Belgium,ISIC4_A,FEMALE,47.12
2018,Belgium,ISIC4_A,BOTHSEX,33.13
2018,Belgium,TOTAL,MALE,5.07
2018,Belgium,TOTAL,FEMALE,5.62
2018,Belgium,NONAGR,FEMALE,5.32
2019,Belgium,ISIC4_A,BOTHSEX,33.41
2019,Belgium,NONAGR,FEMALE,3.73
2019,Belgium,NONAGR,BOTHSEX,3.54
2014,Sweden,ISIC4_A,BOTHSEX,16.5
2014,Sweden,TOTAL,FEMALE,3.87
2014,Sweden,ISIC4_A,MALE,15.39
2014,Sweden,NONAGR,MALE,4.13
2014,Sweden,NONAGR,FEMALE,3.78
2014,Sweden,NONAGR,BOTHSEX,3.96
2015,Sweden,TOTAL,MALE,5.03
2015,Sweden,NONAGR,BOTHSEX,4.73
2019,Belgium,ISIC4_A,MALE,28.57
2019,Belgium,TOTAL,BOTHSEX,3.89
2019,Belgium,ISIC4_A,FEMALE,43.61
2019,Belgium,TOTAL,MALE,3.74
2019,Belgium,NONAGR,MALE,3.36
2019,Belgium,TOTAL,FEMALE,4.05
2020,Belgium,NONAGR,FEMALE,2.81
2020,Belgium,NONAGR,MALE,3.02
2015,Sweden,TOTAL,FEMALE,4.52
2015,Sweden,NONAGR,FEMALE,4.5
2015,Sweden,NONAGR,MALE,4.93
2015,Sweden,TOTAL,BOTHSEX,4.79
2015,Sweden,ISIC4_A,MALE,10.29
2015,Sweden,ISIC4_A,BOTHSEX,10.55
2016,Sweden,TOTAL,FEMALE,3.6
2016,Sweden,ISIC4_A,MALE,12.0
2020,Belgium,TOTAL,FEMALE,3.04
2020,Belgium,ISIC4_A,FEMALE,43.91
2020,Belgium,NONAGR,BOTHSEX,2.92
2020,Belgium,TOTAL,MALE,3.29
2020,Belgium,TOTAL,BOTHSEX,3.17
2020,Belgium,ISIC4_A,MALE,23.0
2020,Belgium,ISIC4_A,BOTHSEX,28.76
2021,Belgium,TOTAL,MALE,3.48
2021,Belgium,NONAGR,BOTHSEX,3.08
2021,Belgium,ISIC4_A,MALE,11.31
2021,Belgium,ISIC4_A,FEMALE,31.26
2021,Belgium,ISIC4_A,BOTHSEX,16.3
2021,Belgium,NONAGR,MALE,3.33
2021,Belgium,TOTAL,BOTHSEX,3.25
2021,Belgium,NONAGR,FEMALE,2.81
2021,Belgium,TOTAL,FEMALE,3.0
2021,Bosnia and Herzegovina,NONAGR,MALE,9.32
2021,Bosnia and Herzegovina,NONAGR,BOTHSEX,8.44
2021,Bosnia and Herzegovina,TOTAL,MALE,12.69
2021,Bosnia and Herzegovina,TOTAL,BOTHSEX,12.95
2021,Bosnia and Herzegovina,ISIC4_A,FEMALE,72.98
2021,Bosnia and Herzegovina,ISIC4_A,MALE,45.75
2021,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,56.2
2021,Bosnia and Herzegovina,NONAGR,FEMALE,6.94
2021,Bosnia and Herzegovina,TOTAL,FEMALE,13.39
2007,Bulgaria,NONAGR,MALE,17.9
2007,Bulgaria,TOTAL,BOTHSEX,17.22
2007,Bulgaria,TOTAL,FEMALE,16.31
2007,Bulgaria,NONAGR,FEMALE,16.31
2007,Bulgaria,TOTAL,MALE,17.97
2007,Bulgaria,NONAGR,BOTHSEX,17.18
2008,Bulgaria,TOTAL,BOTHSEX,16.96
2016,Sweden,TOTAL,MALE,4.83
2016,Sweden,NONAGR,FEMALE,3.58
2016,Sweden,TOTAL,BOTHSEX,4.25
2016,Sweden,ISIC4_A,BOTHSEX,11.91
2016,Sweden,NONAGR,MALE,4.67
2016,Sweden,NONAGR,BOTHSEX,4.15
2017,Sweden,NONAGR,MALE,4.38
2017,Sweden,NONAGR,BOTHSEX,4.13
2015,Croatia,ISIC4_A,MALE,22.02
2015,Croatia,TOTAL,FEMALE,7.64
2015,Croatia,ISIC4_A,FEMALE,41.73
2015,Croatia,NONAGR,BOTHSEX,5.1
2015,Croatia,NONAGR,FEMALE,6.28
2015,Croatia,TOTAL,BOTHSEX,6.33
2016,Croatia,ISIC4_A,BOTHSEX,23.34
2016,Croatia,NONAGR,BOTHSEX,4.71
2017,Sweden,TOTAL,MALE,4.57
2017,Sweden,ISIC4_A,BOTHSEX,10.86
2017,Sweden,ISIC4_A,MALE,13.51
2017,Sweden,TOTAL,BOTHSEX,4.22
2017,Sweden,NONAGR,FEMALE,3.86
2017,Sweden,TOTAL,FEMALE,3.84
2018,Sweden,NONAGR,BOTHSEX,3.33
2018,Sweden,ISIC4_A,MALE,9.97
2012,Luxembourg,TOTAL,MALE,0.86
2013,Luxembourg,NONAGR,BOTHSEX,2.22
2013,Luxembourg,ISIC4_A,BOTHSEX,3.08
2013,Luxembourg,NONAGR,MALE,1.07
2013,Luxembourg,TOTAL,MALE,1.07
2013,Luxembourg,TOTAL,FEMALE,3.73
2013,Luxembourg,NONAGR,FEMALE,3.64
2013,Luxembourg,TOTAL,BOTHSEX,2.24
2018,Sweden,TOTAL,BOTHSEX,3.42
2018,Sweden,NONAGR,FEMALE,3.21
2018,Sweden,ISIC4_A,BOTHSEX,10.86
2018,Sweden,NONAGR,MALE,3.44
2018,Sweden,TOTAL,MALE,3.55
2018,Sweden,TOTAL,FEMALE,3.27
2019,Sweden,TOTAL,MALE,4.6
2019,Sweden,NONAGR,MALE,4.49
2019,Sweden,NONAGR,BOTHSEX,4.22
2019,Sweden,TOTAL,BOTHSEX,4.31
2019,Sweden,NONAGR,FEMALE,3.9
2019,Sweden,ISIC4_A,BOTHSEX,13.71
2019,Sweden,TOTAL,FEMALE,3.97
2020,Sweden,NONAGR,MALE,3.92
2020,Sweden,TOTAL,MALE,4.0
2020,Sweden,NONAGR,BOTHSEX,3.46
2008,Bulgaria,NONAGR,FEMALE,13.78
2008,Bulgaria,TOTAL,FEMALE,15.88
2008,Bulgaria,ISIC4_A,BOTHSEX,39.36
2008,Bulgaria,ISIC4_A,MALE,37.64
2008,Bulgaria,NONAGR,MALE,15.48
2008,Bulgaria,NONAGR,BOTHSEX,14.69
2008,Bulgaria,TOTAL,MALE,17.86
2008,Bulgaria,ISIC4_A,FEMALE,42.36
2014,Luxembourg,NONAGR,FEMALE,3.17
2014,Luxembourg,TOTAL,MALE,1.16
2014,Luxembourg,TOTAL,FEMALE,3.38
2014,Luxembourg,NONAGR,BOTHSEX,2.07
2014,Luxembourg,TOTAL,BOTHSEX,2.15
2014,Luxembourg,ISIC4_A,BOTHSEX,5.48
2014,Luxembourg,ISIC4_A,FEMALE,18.15
2014,Luxembourg,NONAGR,MALE,1.16
2020,Sweden,NONAGR,FEMALE,2.94
2020,Sweden,TOTAL,FEMALE,2.96
2020,Sweden,TOTAL,BOTHSEX,3.51
2021,Sweden,NONAGR,FEMALE,3.1
2021,Sweden,TOTAL,BOTHSEX,3.16
2021,Sweden,NONAGR,BOTHSEX,3.11
2021,Sweden,ISIC4_A,BOTHSEX,6.96
2021,Sweden,ISIC4_A,MALE,5.24
2009,Bulgaria,NONAGR,BOTHSEX,12.02
2009,Bulgaria,ISIC4_A,FEMALE,42.41
2009,Bulgaria,ISIC4_A,MALE,36.26
2009,Bulgaria,NONAGR,MALE,14.2
2009,Bulgaria,TOTAL,FEMALE,11.51
2009,Bulgaria,ISIC4_A,BOTHSEX,38.56
2009,Bulgaria,NONAGR,FEMALE,9.53
2009,Bulgaria,TOTAL,MALE,16.09
2015,Luxembourg,TOTAL,BOTHSEX,2.73
2015,Luxembourg,NONAGR,MALE,2.15
2015,Luxembourg,NONAGR,FEMALE,3.5
2015,Luxembourg,NONAGR,BOTHSEX,2.77
2015,Luxembourg,TOTAL,MALE,2.1
2015,Luxembourg,TOTAL,FEMALE,3.47
2016,Luxembourg,TOTAL,MALE,2.75
2016,Luxembourg,NONAGR,BOTHSEX,3.46
2021,Sweden,NONAGR,MALE,3.12
2021,Sweden,TOTAL,FEMALE,3.17
2021,Sweden,TOTAL,MALE,3.16
2007,Switzerland,ISIC4_A,MALE,8.11
2007,Switzerland,NONAGR,FEMALE,3.97
2007,Switzerland,NONAGR,MALE,3.17
2007,Switzerland,TOTAL,FEMALE,4.06
2007,Switzerland,ISIC4_A,FEMALE,11.15
2016,Luxembourg,NONAGR,FEMALE,4.68
2016,Luxembourg,NONAGR,MALE,2.47
2016,Luxembourg,ISIC4_A,BOTHSEX,17.13
2016,Luxembourg,ISIC4_A,FEMALE,16.3
2016,Luxembourg,ISIC4_A,MALE,17.35
2016,Luxembourg,TOTAL,BOTHSEX,3.64
2016,Luxembourg,TOTAL,FEMALE,4.76
2017,Luxembourg,TOTAL,BOTHSEX,2.69
2007,Switzerland,ISIC4_A,BOTHSEX,8.84
2007,Switzerland,TOTAL,MALE,3.3
2007,Switzerland,TOTAL,BOTHSEX,3.62
2007,Switzerland,NONAGR,BOTHSEX,3.51
2009,Switzerland,TOTAL,FEMALE,4.12
2009,Switzerland,TOTAL,MALE,2.76
2009,Switzerland,ISIC4_A,FEMALE,28.0
2009,Switzerland,NONAGR,BOTHSEX,3.11
2017,Luxembourg,NONAGR,BOTHSEX,2.54
2017,Luxembourg,TOTAL,MALE,2.27
2017,Luxembourg,TOTAL,FEMALE,3.19
2017,Luxembourg,NONAGR,FEMALE,3.18
2017,Luxembourg,NONAGR,MALE,2.0
2018,Luxembourg,NONAGR,MALE,6.56
2018,Luxembourg,TOTAL,MALE,6.43
2018,Luxembourg,NONAGR,FEMALE,8.24
2018,Luxembourg,TOTAL,FEMALE,8.34
2018,Luxembourg,TOTAL,BOTHSEX,7.29
2018,Luxembourg,NONAGR,BOTHSEX,7.31
2018,Luxembourg,ISIC4_A,BOTHSEX,5.15
2019,Luxembourg,TOTAL,BOTHSEX,2.96
2019,Luxembourg,NONAGR,BOTHSEX,2.97
2019,Luxembourg,NONAGR,MALE,2.54
2019,Luxembourg,TOTAL,FEMALE,3.46
2009,Switzerland,ISIC4_A,BOTHSEX,13.32
2009,Switzerland,ISIC4_A,MALE,6.66
2009,Switzerland,NONAGR,FEMALE,3.7
2009,Switzerland,NONAGR,MALE,2.64
2009,Switzerland,TOTAL,BOTHSEX,3.36
2010,Switzerland,TOTAL,MALE,2.74
2010,Switzerland,ISIC4_A,FEMALE,21.16
2010,Switzerland,NONAGR,FEMALE,3.88
2019,Luxembourg,NONAGR,FEMALE,3.46
2019,Luxembourg,TOTAL,MALE,2.53
2020,Luxembourg,TOTAL,MALE,5.5
2020,Luxembourg,NONAGR,MALE,5.53
2020,Luxembourg,TOTAL,BOTHSEX,5.12
2020,Luxembourg,TOTAL,FEMALE,4.67
2020,Luxembourg,NONAGR,BOTHSEX,5.14
2020,Luxembourg,NONAGR,FEMALE,4.68
2021,Luxembourg,TOTAL,FEMALE,10.65
2021,Luxembourg,NONAGR,BOTHSEX,10.33
2021,Luxembourg,NONAGR,MALE,9.99
2021,Luxembourg,TOTAL,MALE,9.98
2021,Luxembourg,TOTAL,BOTHSEX,10.28
2021,Luxembourg,NONAGR,FEMALE,10.74
2007,Malta,NONAGR,BOTHSEX,13.99
2007,Malta,TOTAL,MALE,17.05
2010,Switzerland,NONAGR,BOTHSEX,3.2
2010,Switzerland,ISIC4_A,BOTHSEX,10.91
2010,Switzerland,TOTAL,FEMALE,4.19
2010,Switzerland,ISIC4_A,MALE,6.04
2010,Switzerland,NONAGR,MALE,2.64
2010,Switzerland,TOTAL,BOTHSEX,3.39
2011,Switzerland,TOTAL,BOTHSEX,1.71
2011,Switzerland,NONAGR,BOTHSEX,1.55
2007,Malta,NONAGR,FEMALE,9.38
2007,Malta,TOTAL,FEMALE,9.54
2007,Malta,NONAGR,MALE,16.21
2007,Malta,ISIC4_A,MALE,64.61
2007,Malta,ISIC4_A,BOTHSEX,61.95
2007,Malta,TOTAL,BOTHSEX,14.63
2008,Malta,NONAGR,FEMALE,8.47
2008,Malta,ISIC4_A,MALE,67.88
2011,Switzerland,TOTAL,MALE,0.95
2011,Switzerland,NONAGR,FEMALE,2.29
2011,Switzerland,ISIC4_A,BOTHSEX,8.47
2011,Switzerland,TOTAL,FEMALE,2.66
2011,Switzerland,NONAGR,MALE,0.96
2011,Switzerland,ISIC4_A,FEMALE,21.28
2012,Switzerland,NONAGR,MALE,0.68
2012,Switzerland,TOTAL,BOTHSEX,1.45
2012,Switzerland,NONAGR,BOTHSEX,1.28
2012,Switzerland,NONAGR,FEMALE,2.0
2012,Switzerland,ISIC4_A,FEMALE,18.5
2012,Switzerland,ISIC4_A,BOTHSEX,7.9
2012,Switzerland,TOTAL,MALE,0.71
2012,Switzerland,TOTAL,FEMALE,2.35
2013,Switzerland,NONAGR,BOTHSEX,1.28
2013,Switzerland,TOTAL,FEMALE,2.42
2009,Bulgaria,TOTAL,BOTHSEX,13.98
2010,Bulgaria,ISIC4_A,MALE,38.32
2010,Bulgaria,NONAGR,FEMALE,12.78
2010,Bulgaria,TOTAL,MALE,18.27
2010,Bulgaria,TOTAL,FEMALE,14.4
2010,Bulgaria,TOTAL,BOTHSEX,16.48
2010,Bulgaria,NONAGR,MALE,16.44
2010,Bulgaria,ISIC4_A,FEMALE,43.08
2008,Malta,NONAGR,MALE,15.63
2008,Malta,NONAGR,BOTHSEX,13.25
2008,Malta,TOTAL,MALE,16.96
2008,Malta,TOTAL,BOTHSEX,14.23
2008,Malta,ISIC4_A,BOTHSEX,66.45
2008,Malta,TOTAL,FEMALE,8.58
2009,Malta,TOTAL,MALE,16.25
2009,Malta,NONAGR,BOTHSEX,12.58
2010,Bulgaria,ISIC4_A,BOTHSEX,40.01
2010,Bulgaria,NONAGR,BOTHSEX,14.71
2011,Bulgaria,TOTAL,MALE,19.15
2011,Bulgaria,ISIC4_A,MALE,38.54
2011,Bulgaria,TOTAL,BOTHSEX,16.36
2011,Bulgaria,ISIC4_A,FEMALE,37.66
2011,Bulgaria,ISIC4_A,BOTHSEX,38.26
2011,Bulgaria,NONAGR,MALE,17.1
2013,Switzerland,ISIC4_A,MALE,2.94
2013,Switzerland,TOTAL,MALE,0.84
2013,Switzerland,ISIC4_A,BOTHSEX,11.83
2013,Switzerland,NONAGR,MALE,0.78
2013,Switzerland,NONAGR,FEMALE,1.89
2013,Switzerland,TOTAL,BOTHSEX,1.55
2013,Switzerland,ISIC4_A,FEMALE,28.88
2014,Switzerland,TOTAL,MALE,1.15
2014,Switzerland,NONAGR,BOTHSEX,1.55
2014,Switzerland,TOTAL,BOTHSEX,1.82
2014,Switzerland,NONAGR,MALE,0.94
2014,Switzerland,ISIC4_A,MALE,6.54
2014,Switzerland,TOTAL,FEMALE,2.64
2014,Switzerland,ISIC4_A,FEMALE,18.96
2014,Switzerland,NONAGR,FEMALE,2.29
2014,Switzerland,ISIC4_A,BOTHSEX,10.34
2009,Malta,TOTAL,BOTHSEX,13.57
2009,Malta,TOTAL,FEMALE,8.3
2009,Malta,NONAGR,MALE,14.87
2009,Malta,ISIC4_A,BOTHSEX,72.5
2009,Malta,ISIC4_A,MALE,73.63
2009,Malta,NONAGR,FEMALE,8.16
2010,Malta,TOTAL,FEMALE,11.31
2010,Malta,NONAGR,FEMALE,10.87
2010,Malta,NONAGR,MALE,17.79
2010,Malta,NONAGR,BOTHSEX,15.32
2010,Malta,TOTAL,MALE,19.36
2010,Malta,TOTAL,BOTHSEX,16.53
2010,Malta,ISIC4_A,FEMALE,78.0
2010,Malta,ISIC4_A,BOTHSEX,74.62
2010,Malta,ISIC4_A,MALE,74.18
2011,Malta,NONAGR,BOTHSEX,13.55
2011,Bulgaria,TOTAL,FEMALE,13.29
2011,Bulgaria,NONAGR,FEMALE,12.06
2011,Bulgaria,NONAGR,BOTHSEX,14.64
2012,Bulgaria,NONAGR,MALE,8.3
2012,Bulgaria,ISIC4_A,BOTHSEX,35.66
2012,Bulgaria,ISIC4_A,MALE,34.57
2012,Bulgaria,NONAGR,FEMALE,6.12
2012,Bulgaria,ISIC4_A,FEMALE,37.95
2015,Switzerland,TOTAL,MALE,1.39
2015,Switzerland,NONAGR,FEMALE,2.88
2015,Switzerland,ISIC4_A,BOTHSEX,9.13
2015,Switzerland,NONAGR,BOTHSEX,1.97
2015,Switzerland,NONAGR,MALE,1.21
2015,Switzerland,ISIC4_A,MALE,5.73
2015,Switzerland,TOTAL,BOTHSEX,2.19
2015,Switzerland,ISIC4_A,FEMALE,18.21
2015,Switzerland,TOTAL,FEMALE,3.17
2016,Switzerland,NONAGR,FEMALE,2.55
2016,Switzerland,TOTAL,MALE,1.25
2016,Switzerland,ISIC4_A,BOTHSEX,9.53
2016,Switzerland,ISIC4_A,MALE,5.88
2016,Switzerland,TOTAL,BOTHSEX,1.96
2016,Switzerland,ISIC4_A,FEMALE,18.72
2016,Switzerland,NONAGR,BOTHSEX,1.74
2016,Switzerland,NONAGR,MALE,1.07
2016,Switzerland,TOTAL,FEMALE,2.84
2017,Switzerland,TOTAL,BOTHSEX,1.73
2017,Switzerland,TOTAL,MALE,0.85
2017,Switzerland,NONAGR,MALE,0.56
2017,Switzerland,NONAGR,FEMALE,2.52
2017,Switzerland,NONAGR,BOTHSEX,1.47
2017,Switzerland,ISIC4_A,FEMALE,14.55
2011,Malta,NONAGR,MALE,16.74
2011,Malta,TOTAL,FEMALE,7.92
2011,Malta,TOTAL,MALE,16.68
2011,Malta,TOTAL,BOTHSEX,13.54
2011,Malta,NONAGR,FEMALE,7.8
2012,Malta,NONAGR,BOTHSEX,11.14
2012,Malta,TOTAL,FEMALE,8.32
2012,Malta,ISIC4_A,MALE,80.9
2017,Switzerland,TOTAL,FEMALE,2.77
2017,Switzerland,ISIC4_A,BOTHSEX,10.92
2017,Switzerland,ISIC4_A,MALE,9.06
2018,Switzerland,TOTAL,MALE,1.35
2018,Switzerland,NONAGR,FEMALE,2.76
2018,Switzerland,TOTAL,FEMALE,2.95
2018,Switzerland,ISIC4_A,FEMALE,11.39
2018,Switzerland,NONAGR,BOTHSEX,2.01
2012,Malta,TOTAL,BOTHSEX,12.02
2012,Malta,ISIC4_A,BOTHSEX,73.79
2012,Malta,NONAGR,MALE,12.88
2012,Malta,NONAGR,FEMALE,8.18
2012,Malta,TOTAL,MALE,14.17
2013,Malta,TOTAL,MALE,13.93
2013,Malta,TOTAL,FEMALE,6.11
2013,Malta,ISIC4_A,MALE,65.55
2018,Switzerland,TOTAL,BOTHSEX,2.09
2018,Switzerland,ISIC4_A,BOTHSEX,5.52
2018,Switzerland,NONAGR,MALE,1.34
2019,Switzerland,NONAGR,BOTHSEX,1.53
2019,Switzerland,TOTAL,MALE,0.67
2019,Switzerland,TOTAL,FEMALE,2.82
2019,Switzerland,ISIC4_A,BOTHSEX,6.72
2019,Switzerland,TOTAL,BOTHSEX,1.67
2013,Malta,NONAGR,MALE,12.96
2013,Malta,NONAGR,BOTHSEX,10.36
2013,Malta,NONAGR,FEMALE,6.09
2013,Malta,TOTAL,BOTHSEX,11.0
2013,Malta,ISIC4_A,BOTHSEX,59.31
2014,Malta,TOTAL,BOTHSEX,10.47
2014,Malta,TOTAL,FEMALE,5.94
2014,Malta,NONAGR,FEMALE,5.94
2019,Switzerland,NONAGR,MALE,0.62
2019,Switzerland,ISIC4_A,FEMALE,13.46
2019,Switzerland,NONAGR,FEMALE,2.57
2020,Switzerland,NONAGR,BOTHSEX,1.78
2020,Switzerland,TOTAL,FEMALE,2.19
2020,Switzerland,NONAGR,FEMALE,2.02
2020,Switzerland,NONAGR,MALE,1.57
2020,Switzerland,TOTAL,MALE,1.56
2012,Bulgaria,TOTAL,BOTHSEX,9.3
2012,Bulgaria,NONAGR,BOTHSEX,7.25
2012,Bulgaria,TOTAL,FEMALE,7.7
2012,Bulgaria,TOTAL,MALE,10.72
2013,Bulgaria,NONAGR,MALE,8.55
2013,Bulgaria,ISIC4_A,FEMALE,46.78
2013,Bulgaria,NONAGR,BOTHSEX,8.28
2013,Bulgaria,NONAGR,FEMALE,8.01
2014,Malta,NONAGR,BOTHSEX,10.47
2014,Malta,NONAGR,MALE,13.3
2014,Malta,TOTAL,MALE,13.3
2015,Malta,TOTAL,FEMALE,5.25
2015,Malta,TOTAL,MALE,13.04
2015,Malta,NONAGR,MALE,12.75
2015,Malta,NONAGR,FEMALE,5.25
2015,Malta,NONAGR,BOTHSEX,9.79
2015,Malta,ISIC4_A,BOTHSEX,46.29
2015,Malta,TOTAL,BOTHSEX,9.98
2015,Malta,ISIC4_A,MALE,47.43
2016,Malta,NONAGR,BOTHSEX,10.54
2016,Malta,NONAGR,MALE,13.98
2016,Malta,TOTAL,BOTHSEX,10.92
2016,Malta,NONAGR,FEMALE,5.36
2016,Malta,ISIC4_A,MALE,69.16
2016,Malta,ISIC4_A,BOTHSEX,67.44
2016,Malta,TOTAL,MALE,14.57
2016,Malta,TOTAL,FEMALE,5.35
2017,Malta,TOTAL,MALE,14.85
2017,Malta,TOTAL,BOTHSEX,11.55
2017,Malta,NONAGR,FEMALE,6.56
2017,Malta,NONAGR,MALE,13.77
2017,Malta,TOTAL,FEMALE,6.62
2013,Bulgaria,ISIC4_A,BOTHSEX,36.79
2013,Bulgaria,ISIC4_A,MALE,32.43
2013,Bulgaria,TOTAL,MALE,10.74
2013,Bulgaria,TOTAL,BOTHSEX,10.25
2013,Bulgaria,TOTAL,FEMALE,9.71
2014,Bulgaria,ISIC4_A,FEMALE,51.65
